lsoa,cluster,population,area_km2,imd_income,imd_employment,imd_education,imd_health,imd_living_env,population_density,no_car_household_share,deprived_1plus_share,deprived_2plus_share,private_rented_share,social_rented_share,asian_share,black_share,dependent_children_share,lone_parent_dependent_share,one_person_share,age_0_19_share,age_20_34_share,age_35_64_share,age_65plus_share,self_employed_share,part_time_employee_share,unemployed_share,hospitality_industry_share,shiftwork_industry_share,accom_food_share,transport_storage_share,admin_support_share,wholesale_retail_share,health_social_share,manufacturing_share,public_admin_share,bres_manufacturing_share,bres_wholesale_retail_share,bres_transport_storage_share,bres_accom_food_share,bres_info_comms_share,bres_professional_sci_share,bres_education_share,bres_health_social_share,bres_admin_support_share,poi_count,shannon_group,bres_total_jobs,bres_manufacturing_per_km2,bres_wholesale_retail_per_km2,bres_transport_storage_per_km2,bres_accom_food_per_km2,bres_info_comms_per_km2,bres_professional_sci_per_km2,bres_education_per_km2,bres_health_social_per_km2,bres_admin_support_per_km2,cluster_name,log1p_poi_count
E01004024,0,2035,0.10027752444638699,0.366,0.173,25.722,0.548,27.371,20293.680076715547,0.6805896805896806,0.6547911547911548,0.2592137592137592,0.2235872235872235,0.6302211302211302,0.1032553407934893,0.2599186164801628,0.2506142506142506,0.128992628992629,0.3574938574938575,0.2184959349593496,0.3099593495934959,0.3628048780487805,0.1087398373983739,0.0789957134109001,0.1230863441518677,0.0606246172688303,0.0726315789473684,0.2852631578947368,0.0726315789473684,0.0536842105263157,0.0810526315789473,0.1505263157894736,0.1273684210526315,0.0252631578947368,0.0526315789473684,0.0,0.0,0.04,0.04,0.06,0.04,0.2,0.24,0.02,61.0,1.5887200588005979,250,0.0,0.0,99.72324362022384,99.72324362022384,149.58486543033573,99.72324362022384,498.6162181011191,598.3394617213429,49.86162181011191,"C0 low activity, weak night-persistence",4.127134385045092
E01004028,1,2339,0.12384313663413853,0.336,0.196,9.572,0.691,33.048,18886.795534822013,0.6806569343065694,0.5392335766423357,0.2162408759124087,0.2305580969807868,0.4821591948764867,0.099751655629139,0.2408940397350993,0.2527272727272727,0.1045454545454545,0.3609090909090909,0.2155564749689698,0.3347124534546959,0.3909805544062887,0.0587505171700455,0.0781483325037332,0.1060228969636635,0.0572424091587854,0.0469448584202682,0.1773472429210134,0.0469448584202682,0.0253353204172876,0.0543964232488822,0.0976154992548435,0.1430700447093889,0.033532041728763,0.0551415797317436,0.0625,0.23125,0.0,0.18125,0.04375,0.0375,0.25,0.0,0.00625,55.0,1.923465220925729,800,403.7365441389913,1493.8252133142678,0.0,1170.8359780030748,282.6155808972939,242.2419264833948,1614.9461765559652,0.0,40.37365441389913,"C1 relatively high activity, stronger night-persistence",4.02535169073515
E01004031,1,2668,0.49675251936703285,0.223,0.102,9.767,0.054,32.524,5370.883681475018,0.7123034227567068,0.4534562211981567,0.1732718894009216,0.4736355226641998,0.3367252543940796,0.1601848286484405,0.1386214863303812,0.1829944547134935,0.0591497227356746,0.2957486136783734,0.1596153846153846,0.4919230769230769,0.2873076923076923,0.0611538461538461,0.0794351279788173,0.0812003530450132,0.0419240953221535,0.0577281191806331,0.164494103041589,0.0577281191806331,0.0322780881440099,0.0446927374301676,0.0875232774674115,0.1049037864680322,0.0248292985723153,0.042209807572936,0.004,0.374,0.038,0.04,0.046,0.042,0.02,0.334,0.034,207.0,2.0729915730348063,2500,20.130748431315663,1882.2249783280145,191.2421100974988,201.30748431315664,231.50360696013013,211.37285852881445,100.65374215657832,1680.9174940148578,171.11136166618314,"C1 relatively high activity, stronger night-persistence",5.337538079701318
E01004033,2,2437,0.15043412674785422,0.32,0.165,15.794,0.767,28.2,16199.781609958134,0.6920384951881015,0.5240594925634295,0.195100612423447,0.3409090909090909,0.4291958041958042,0.1450476585163696,0.2192291753004558,0.2042068361086766,0.0920245398773006,0.3786152497808939,0.2009094667217858,0.3712277800744109,0.364613476643241,0.0632492765605622,0.0761245674740484,0.0983687592684132,0.046465645081562,0.0550256786500366,0.2186353631694791,0.0550256786500366,0.0425531914893617,0.0733675715333822,0.1027146001467351,0.1276595744680851,0.0220102714600146,0.0374174614820249,0.0,0.175,0.0,0.1375,0.025,0.05,0.125,0.1,0.0125,77.0,1.922159664060691,400,0.0,465.3199477624413,0.0,365.6085303847753,66.47427825177732,132.94855650355464,332.37139125888666,265.8971130071093,33.23713912588866,"C2 moderate activity and persistence, transitional",4.356708826689592
E01004034,1,1557,0.12726387164183456,0.358,0.167,16.544,0.701,38.719,12234.42269917693,0.5945121951219512,0.5923664122137404,0.2244274809160305,0.2553516819571865,0.536697247706422,0.0673736743605739,0.2289457267623206,0.2940275650842266,0.1546707503828484,0.2480857580398162,0.2395508421709295,0.3300062383031815,0.3693075483468496,0.0611353711790393,0.0974477958236658,0.1121423047177107,0.0572312451662799,0.0709914320685434,0.2362301101591187,0.0709914320685434,0.0416156670746634,0.0844553243574051,0.1101591187270501,0.1554467564259486,0.0269277845777233,0.033047735618115,0.0,0.15,0.0,0.35,0.2,0.0,0.1,0.0,0.1,39.0,2.007234038483389,100,0.0,117.86534392270646,0.0,275.0191358196484,157.15379189694195,0.0,78.57689594847098,0.0,78.57689594847098,"C1 relatively high activity, stronger night-persistence",3.6888794541139363
E01004035,2,1520,0.211690761881975,0.333,0.171,21.38,0.902,32.506,7180.2849897032975,0.6172006745362564,0.6745362563237775,0.2984822934232715,0.214527027027027,0.5945945945945946,0.1111888111888111,0.2048951048951049,0.2419627749576988,0.077834179357022,0.3553299492385787,0.2081289418360196,0.2964260686755431,0.3728100911002102,0.122634898388227,0.0983746792130025,0.0992301112061591,0.0359281437125748,0.131578947368421,0.2353801169590643,0.131578947368421,0.043859649122807,0.0745614035087719,0.1169590643274853,0.1286549707602339,0.0131578947368421,0.0394736842105263,0.0666666666666666,0.1111111111111111,0.1555555555555555,0.0666666666666666,0.0,0.0333333333333333,0.2222222222222222,0.1333333333333333,0.2333333333333333,65.0,1.8829800002698318,450,141.7161511125651,236.19358518760845,330.67101926265184,141.7161511125651,0.0,70.85807555628254,472.3871703752169,283.4323022251302,496.00652889397776,"C2 moderate activity and persistence, transitional",4.189654742026425
E01004036,2,2143,0.10019869367731603,0.351,0.181,18.532,0.396,38.529,21387.50438105915,0.691415313225058,0.6662790697674419,0.2546511627906976,0.2877030162412993,0.580046403712297,0.1008045433033601,0.2901088499763369,0.3186046511627907,0.1558139534883721,0.2837209302325581,0.263456090651558,0.2974504249291784,0.3725212464589235,0.0665722379603399,0.1030741410488245,0.1253767329716696,0.0566606389391199,0.1053149606299212,0.2844488188976378,0.1053149606299212,0.0492125984251968,0.0954724409448818,0.139763779527559,0.1466535433070866,0.0187007874015748,0.0511811023622047,0.0,0.3,0.0,0.2,0.02,0.1,0.0,0.0,0.06,73.0,1.6370218308593945,250,0.0,748.5127524869043,0.0,499.0085016579362,49.90085016579362,249.5042508289681,0.0,0.0,149.70255049738088,"C2 moderate activity and persistence, transitional",4.30406509320417
E01004037,1,2038,0.16136765632166492,0.328,0.137,19.283,0.664,34.903,12629.544522463155,0.6617142857142857,0.5990888382687927,0.2482915717539863,0.3725714285714285,0.384,0.1094059405940594,0.246039603960396,0.295662100456621,0.1084474885844748,0.3481735159817352,0.2472799208704253,0.3125618199802176,0.3981206726013848,0.0420375865479723,0.108411214953271,0.1146417445482866,0.0623052959501557,0.1026119402985074,0.2444029850746268,0.1026119402985074,0.0503731343283582,0.0708955223880597,0.1231343283582089,0.1203358208955223,0.0158582089552238,0.0485074626865671,0.025,0.0875,0.2875,0.025,0.025,0.0125,0.0,0.05,0.15,68.0,1.9432251114810029,400,61.970287156345215,216.89600504720823,712.65830229797,61.970287156345215,61.970287156345215,30.985143578172607,0.0,123.94057431269044,371.8217229380713,"C1 relatively high activity, stronger night-persistence",4.23410650459726
E01004038,2,2432,0.19441872102885402,0.309,0.154,11.811,0.291,26.81,12509.083421236284,0.5959302325581395,0.5436046511627907,0.2034883720930232,0.3536821705426357,0.3459302325581395,0.0879533138807836,0.25177157148812,0.2722868217054263,0.1172480620155038,0.3362403100775193,0.2284285118799499,0.3268028345143809,0.4060025010421009,0.0387661525635681,0.1026033690658499,0.1296579887697805,0.0530883103624298,0.0748299319727891,0.2396069538926681,0.0748299319727891,0.0355253212396069,0.0982615268329554,0.1058201058201058,0.1254724111866969,0.0158730158730158,0.055933484504913,0.0,0.1571428571428571,0.05,0.0142857142857142,0.0071428571428571,0.0714285714285714,0.2857142857142857,0.0,0.05,34.0,1.83018127189882,700,0.0,565.7891350065754,180.02381568391036,51.435375909688666,25.717687954844333,257.17687954844337,1028.7075181937737,0.0,180.02381568391036,"C2 moderate activity and persistence, transitional",3.5553480614894135
E01004040,3,1889,0.09475996100427943,0.425,0.208,22.42,0.508,34.02,19934.579752673086,0.693196405648267,0.705655526992288,0.345758354755784,0.1091142490372272,0.7458279845956355,0.1092258748674443,0.4485683987274655,0.355584082156611,0.1822849807445443,0.3632862644415918,0.2767762460233298,0.2460233297985153,0.3865323435843054,0.0906680805938494,0.0609756097560975,0.1273712737127371,0.0616531165311653,0.0831134564643799,0.3205804749340369,0.0831134564643799,0.0633245382585752,0.1332453825857519,0.1240105540897097,0.229551451187335,0.0171503957783641,0.0580474934036939,0.0,0.7428571428571429,0.0,0.0,0.0,0.0142857142857142,0.0285714285714285,0.0,0.0,30.0,1.78348399464215,350,0.0,2743.774873316571,0.0,0.0,0.0,52.76490140993406,105.52980281986812,0.0,0.0,C3 moderate activity with destination characteristics,3.4339872044851463
E01004042,1,2019,0.15490929242567694,0.427,0.233,29.796,1.196,32.447,13033.433749422647,0.6650485436893204,0.6439854191980559,0.2952612393681652,0.2342233009708738,0.5788834951456311,0.0648952478283086,0.2100153295861011,0.2245145631067961,0.1055825242718446,0.308252427184466,0.2076726342710997,0.3145780051150895,0.357544757033248,0.1202046035805626,0.0880733944954128,0.0886850152905198,0.0513761467889908,0.1061093247588424,0.277599142550911,0.1061093247588424,0.0546623794212218,0.0857449088960343,0.1371918542336548,0.1189710610932476,0.0182207931404072,0.052518756698821,0.0,0.325,0.075,0.125,0.025,0.0125,0.1,0.1625,0.05,147.0,1.9265336146228718,400,0.0,839.200786243162,193.66171990226815,322.76953317044695,64.55390663408939,32.27695331704469,258.21562653635755,419.600393121581,129.10781326817877,"C1 relatively high activity, stronger night-persistence",4.997212273764115
E01004044,3,1441,0.06248835352539318,0.381,0.189,25.455,0.592,32.783,23060.297138640817,0.5622775800711743,0.6749555950266429,0.300177619893428,0.1613475177304964,0.6187943262411347,0.0798056904927134,0.3331020124913255,0.3072824156305506,0.147424511545293,0.3072824156305506,0.2560721721027064,0.2748091603053435,0.3872310895211658,0.0818875780707841,0.0797546012269938,0.1148115687992988,0.0578439964943032,0.0746268656716417,0.2253731343283582,0.0746268656716417,0.044776119402985,0.0731343283582089,0.1074626865671641,0.2044776119402985,0.0194029850746268,0.0582089552238805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,12.0,1.9356005054539454,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.02982053185855,0.0,C3 moderate activity with destination characteristics,2.5649493574615367
E01004046,2,1542,0.1622646198585089,0.15,0.11,1.084,0.141,49.273,9502.995793812535,0.401244167962675,0.3862928348909657,0.1292834890965732,0.2666666666666666,0.2201550387596899,0.0442024343369634,0.1390134529147982,0.2897196261682243,0.0420560747663551,0.2616822429906542,0.2210121716848174,0.2299807815502882,0.4561178731582319,0.0928891736066623,0.1518282988871224,0.0723370429252782,0.0310015898251192,0.0280269058295964,0.1109865470852018,0.0280269058295964,0.0156950672645739,0.0313901345291479,0.0639013452914798,0.1188340807174887,0.0257847533632287,0.0571748878923766,0.0,0.0,0.0,0.1333333333333333,0.0333333333333333,0.1666666666666666,0.3333333333333333,0.1333333333333333,0.1,18.0,1.6150034545129146,150,0.0,0.0,0.0,123.25545776669956,30.813864441674887,154.06932220837442,308.13864441674883,123.25545776669956,92.44159332502466,"C2 moderate activity and persistence, transitional",2.9444389791664403
E01004047,1,1611,0.11612290695964499,0.308,0.131,16.402,0.359,27.461,13873.231752283418,0.6213592233009708,0.6256077795786061,0.2625607779578606,0.1983739837398374,0.5723577235772358,0.103951367781155,0.4297872340425532,0.308562197092084,0.1130856219709208,0.2940226171243942,0.2282410225197809,0.2726719415702982,0.4205721241631162,0.0785149117468046,0.0789865871833084,0.1318926974664679,0.0439642324888226,0.0636871508379888,0.2960893854748603,0.0636871508379888,0.0324022346368715,0.1385474860335195,0.1251396648044692,0.2469273743016759,0.0167597765363128,0.0569832402234636,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,1.66816065043309,35,0.0,86.1156533350926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"C1 relatively high activity, stronger night-persistence",3.1354942159291497
E01004048,2,1601,0.3751970495898365,0.212,0.116,4.478,-0.087,32.308,4267.091123851334,0.5283018867924528,0.4803493449781659,0.1848617176128093,0.2031930333817126,0.3744557329462989,0.1155500921942224,0.1936078672403196,0.3328509406657018,0.0940665701881331,0.3314037626628075,0.2472392638036809,0.2361963190184049,0.4558282208588957,0.0607361963190184,0.1188589540412044,0.1061806656101426,0.0253565768621236,0.0391730141458106,0.1371055495103373,0.0391730141458106,0.030467899891186,0.0424374319912948,0.0642002176278563,0.2589771490750816,0.0130576713819368,0.0467899891186071,0.0,0.5785714285714286,0.0,0.0142857142857142,0.0,0.0071428571428571,0.3571428571428571,0.0,0.0142857142857142,49.0,2.0104017309170694,700,0.0,1079.432795227851,0.0,26.65266161056423,0.0,13.326330805282115,666.3165402641058,0.0,26.65266161056423,"C2 moderate activity and persistence, transitional",3.912023005428146
E01004049,2,1278,0.10675012297933408,0.315,0.141,8.128,0.128,34.101,11971.883163520197,0.5617760617760618,0.5570599613152805,0.2050290135396518,0.1724806201550387,0.5368217054263565,0.095025983667409,0.4201930215293244,0.3611650485436893,0.141747572815534,0.2737864077669903,0.2774480712166172,0.2574183976261127,0.3954005934718101,0.0697329376854599,0.0743961352657004,0.1352657004830917,0.0579710144927536,0.0568011958146487,0.2227204783258594,0.0568011958146487,0.0523168908819133,0.0762331838565022,0.0941704035874439,0.2286995515695067,0.014947683109118,0.0538116591928251,0.0,0.005,0.0,0.005,0.0,0.0025,1.0,0.0,0.005,13.0,1.7118451352339117,2000,0.0,93.67670706979808,0.0,93.67670706979808,0.0,46.83835353489904,18735.341413959617,0.0,93.67670706979808,"C2 moderate activity and persistence, transitional",2.6390573296152584
E01004050,2,1428,0.2104467718775449,0.107,0.064,1.217,-1.05,45.572,6785.563813879392,0.4578696343402226,0.4022257551669316,0.1081081081081081,0.3534072900158478,0.1204437400950871,0.0614161849710982,0.1105491329479768,0.1968253968253968,0.0412698412698412,0.3031746031746031,0.1576673866090712,0.3340532757379409,0.4060475161987041,0.1022318214542836,0.1672158154859967,0.0749588138385502,0.0395387149917627,0.0411568409343715,0.1379310344827586,0.0411568409343715,0.0122358175750834,0.0355951056729699,0.0901001112347052,0.1101223581757508,0.0278086763070077,0.0600667408231368,0.0,0.0857142857142857,0.0,0.0,0.0571428571428571,0.2571428571428571,0.1142857142857142,0.2285714285714285,0.0285714285714285,29.0,1.8249399783939222,175,0.0,71.27693081806085,0.0,0.0,47.517953878707225,213.83079245418253,95.03590775741444,190.0718155148289,23.75897693935361,"C2 moderate activity and persistence, transitional",3.4011973816621555
E01004051,1,1262,0.14597218997693395,0.081,0.057,1.116,-0.623,44.752,8645.482404555396,0.494017094017094,0.3982905982905982,0.1042735042735042,0.2208904109589041,0.125,0.1036632891660171,0.0904130943102104,0.2294520547945205,0.0530821917808219,0.3339041095890411,0.1727626459143968,0.2964980544747082,0.4046692607003891,0.1260700389105058,0.1237396883593033,0.0934922089825847,0.0284142988084326,0.0280254777070063,0.1477707006369426,0.0280254777070063,0.0254777070063694,0.0420382165605095,0.0802547770700636,0.1668789808917197,0.0178343949044585,0.0675159235668789,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.775,0.025,33.0,1.6650562398045299,400,0.0,0.0,0.0,342.5309985956972,0.0,0.0,0.0,2123.692191293322,68.50619971913943,"C1 relatively high activity, stronger night-persistence",3.5263605246161616
E01004052,2,1828,0.20724539369438325,0.14,0.101,1.78,0.203,44.902,8820.461422151948,0.4922480620155038,0.3953488372093023,0.1395348837209302,0.2777777777777778,0.251937984496124,0.051487414187643,0.1458810068649885,0.2396373056994818,0.0531088082901554,0.3134715025906736,0.1922196796338672,0.3169336384439359,0.4153318077803203,0.0755148741418764,0.1486025903203817,0.0811179277436946,0.0265848670756646,0.0513051305130513,0.1206120612061206,0.0513051305130513,0.018001800180018,0.0333033303330333,0.0693069306930693,0.1566156615661566,0.0297029702970297,0.0765076507650765,0.0,0.1333333333333333,0.0,0.2222222222222222,0.0444444444444444,0.1555555555555555,0.1333333333333333,0.0888888888888888,0.0444444444444444,59.0,1.9356604695203048,225,0.0,144.75593143575406,0.0,241.2598857262568,48.25197714525136,168.88192000837975,144.75593143575406,96.50395429050272,48.25197714525136,"C2 moderate activity and persistence, transitional",4.0943445622221
