lsoa,self_employed_share,part_time_employee_share,unemployed_share
E01000160,0.1679340937896071,0.11026615969581749,0.034220532319391636
E01000161,0.15261538461538462,0.10461538461538461,0.03323076923076923
E01000162,0.14768552534900808,0.11462160176340926,0.03526818515797208
E01000163,0.13547904191616766,0.11826347305389222,0.06212574850299401
E01000164,0.12406576980568013,0.11883408071748879,0.052316890881913304
E01000165,0.1409028727770178,0.11833105335157319,0.033515731874145006
E01000166,0.11665387567152724,0.10744435917114352,0.03837298541826554
E01000167,0.13126709206927986,0.1203281677301732,0.04284412032816773
E01000168,0.13479623824451412,0.11755485893416928,0.0219435736677116
E01000169,0.14919663351185922,0.1063504208110176,0.03519510328997705
E01000170,0.12623925974884337,0.14077990746860541,0.043621943159286185
E01000171,0.1595622119815668,0.11866359447004608,0.06278801843317973
E01000172,0.14134542705971279,0.09977324263038549,0.025699168556311415
E01000173,0.11846153846153847,0.13153846153846155,0.03230769230769231
E01000174,0.13333333333333333,0.11376811594202899,0.03695652173913044
E01000175,0.16898608349900596,0.16832339297548046,0.033797216699801194
E01000176,0.09533468559837728,0.10547667342799188,0.07099391480730223
E01000177,0.17996870109546165,0.10250391236306729,0.03442879499217527
E01000178,0.15355233002291827,0.11382734912146678,0.03590527119938885
E01000179,0.16452991452991453,0.09757834757834757,0.027065527065527065
E01000180,0.1137586471944658,0.11068408916218293,0.0361260568793236
E01000181,0.15214285714285714,0.09928571428571428,0.030714285714285715
E01000182,0.15754437869822485,0.08801775147928995,0.036242603550295856
E01000183,0.1511627906976744,0.07973421926910298,0.036544850498338874
E01000184,0.1251655629139073,0.08675496688741721,0.04900662251655629
E01000185,0.10260586319218241,0.10993485342019543,0.07166123778501629
E01000186,0.18042813455657492,0.17584097859327216,0.028287461773700305
E01000187,0.14992025518341306,0.1507177033492823,0.03349282296650718
E01000188,0.2023217247097844,0.1310116086235489,0.01824212271973466
E01000189,0.1104067617538299,0.11304807184363444,0.05071315372424723
E01000190,0.16282527881040892,0.12118959107806691,0.03717472118959108
E01000191,0.15133779264214048,0.13963210702341136,0.026755852842809364
E01000192,0.19210866752910738,0.15653298835705046,0.028460543337645538
E01000193,0.1885245901639344,0.13493064312736444,0.04476670870113493
E01000194,0.15564738292011018,0.12603305785123967,0.04269972451790634
E01000195,0.16512549537648613,0.12483487450462351,0.03830911492734478
E01000196,0.17353102690829214,0.0928061504667765,0.08017572762218561
E01000197,0.17926421404682275,0.10568561872909699,0.043478260869565216
E01000198,0.18204334365325078,0.11764705882352941,0.03529411764705882
E01000199,0.16161616161616163,0.10334110334110334,0.027972027972027972
E01000200,0.15769944341372913,0.0847247990105133,0.02844774273345702
E01000201,0.20941558441558442,0.10146103896103896,0.018668831168831168
E01000202,0.19940915805022155,0.10118168389955687,0.0310192023633678
E01000203,0.16553133514986376,0.09809264305177112,0.07970027247956403
E01000204,0.15819613457408732,0.11667859699355762,0.0329277022190408
E01000205,0.20085836909871244,0.09957081545064378,0.01888412017167382
E01000206,0.17327935222672064,0.10040485829959514,0.011336032388663968
E01000207,0.1853035143769968,0.08146964856230032,0.02476038338658147
E01000208,0.19389312977099238,0.1,0.021374045801526718
E01000209,0.16545601291364004,0.08232445520581114,0.020177562550443905
E01000210,0.1825938566552901,0.11092150170648464,0.027303754266211604
E01000211,0.13736903376018628,0.1169965075669383,0.041327124563445866
E01000212,0.18783542039355994,0.11896243291592129,0.022361359570661897
E01000213,0.20796890184645286,0.09620991253644315,0.026239067055393587
E01000214,0.18646508279337654,0.08567314614830814,0.02663786897048236
E01000215,0.12106368089573127,0.21273617914625612,0.023792862141357594
E01000216,0.13546630360789652,0.1456773315180395,0.031313818924438394
E01000217,0.16653322658126501,0.188951160928743,0.02802241793434748
E01000218,0.147036181678214,0.19630484988452657,0.023094688221709007
E01000219,0.1322930800542741,0.23337856173677068,0.031207598371777476
E01000220,0.13236363636363635,0.19345454545454546,0.03345454545454545
E01000221,0.10315186246418338,0.11556829035339064,0.06303724928366762
E01000222,0.1457689932056825,0.118591723285979,0.03829524397776405
E01000223,0.1441617742987606,0.12524461839530332,0.05675146771037182
E01000224,0.17535903250188964,0.10052910052910052,0.04308390022675737
E01000225,0.1747181964573269,0.16586151368760063,0.028985507246376812
E01000226,0.13274981765134938,0.12107950401167031,0.049598832968636035
E01000227,0.1567314132618888,0.12525117213663764,0.02344273275284662
E01000228,0.19118942731277533,0.11365638766519824,0.024669603524229075
E01000229,0.1474010861132661,0.1225756400310318,0.03335919317300233
E01000230,0.14445219818562458,0.15282623866015352,0.028611304954640614
E01000231,0.14957264957264957,0.12037037037037036,0.03418803418803419
E01000232,0.15881561238223418,0.09959623149394348,0.021534320323014805
