NLC,total_activity,log_total_activity,direction_balance,post_2300_share,midnight_share_common_window,night_tube_extension_share,post_0100_share,common_window_persistence,weekend_common_ratio,volume_band,cluster,Station,mode_label,tot_entry,tot_exit,easting,northing,lon,lat,coord_source,catchment_area_m2,station_in_lnwc_extent,lnwc_1_share,lnwc_2_share,lnwc_3_share,lnwc_4_share,lnwc_5_share,lnwc_6_share,lnwc_7_share,covered_area_m2,lnwc_coverage_ratio,analysis_eligible,dominant_lnwc,lnwc_entropy_normalized,exclusion_reason,imd_score,imd_covered_area_m2,total_catchment_area_m2,imd_coverage_ratio
593,92622.92482985466,11.436302754756168,0.053542012312163,0.1414415704883243,0.0327302380279592,0.0375858413588344,0.0181970363309724,0.0515089721324097,0.8234564928894451,high,2,Hammersmith (DIS),LU,48791.07130574165,43831.85352411304,523460.9489,178502.7234,-0.2230418838988803,51.49199951963806,underground_stations_csv,644834.4143331078,True,0.2,0.6000000000000001,0.1,0.1,0.0,0.0,0.0,565826.2628239148,0.8774752870612469,True,2.0,0.5595838923363728,,20.371000000000002,565826.4562761383,644834.4143331078,0.8774755870641923
594,14566.802204192682,9.586569043898512,-0.082915971253725,0.1322334785595062,0.031337884386376,0.0343118853776189,0.0168878047716523,0.047871627118715,1.0015218428485226,medium,4,Hampstead,LU,6679.490825685576,7887.311378507111,526372.6132,185761.4121,-0.1785230935437581,51.5565898798849,underground_stations_csv,1277260.5687774073,True,0.0833333333333333,0.4166666666666666,0.0,0.0,0.3333333333333333,0.0833333333333333,0.0833333333333333,1277260.568777384,0.9999999999999818,True,2.0,0.6948981688030609,,8.4325,1277260.5704339566,1277260.5687774073,1.0000000012969548
595,11087.567171938335,9.313669871991811,-0.4464806250987648,0.1206678605858947,0.0380044343955927,0.0091641566081517,0.0055575672768183,0.0573690975172481,0.8598261070267011,medium,4,Hanger Lane,LU,3068.591625093384,8018.975546844959,518527.3157,182634.1785,-0.2926845249496959,51.53018552933825,underground_stations_csv,1458803.5162640233,True,0.0,0.0909090909090909,0.0,0.5454545454545454,0.2727272727272727,0.0909090909090909,0.0,1458803.5162640314,1.0000000000000056,True,4.0,0.5760545486736757,,25.782363636363637,1458803.5181698215,1458803.5162640233,1.0000000013064119
596,8866.723494646465,9.090173390124525,-0.2038572784821498,0.1100093813273194,0.0286101546050555,0.0048276543336119,0.002893801581269,0.0427465457550416,0.6992230466590265,medium,4,Harlesden,"LO,LU",3529.588686987049,5337.134807659414,520874.9265,183414.186899999,-0.2585901442236528,51.5366984829526,underground_stations_csv,1747525.531997001,True,0.1666666666666666,0.3333333333333333,0.25,0.25,0.0,0.0,0.0,1747525.5319969945,0.999999999999996,True,2.0,0.6978625686528158,,47.39416666666667,1747525.534272784,1747525.531997001,1.0000000013022887
597,19549.947789565445,9.880779044523058,-0.4711896726694131,0.1066611465715016,0.0281378810898536,0.008291761187969,0.0054590295464959,0.0413679328764289,0.7561757279934798,medium,4,Harrow & Wealdstone,"LO,LU",5169.107144947989,14380.840644617463,515443.4908,189445.8062,-0.3348864548890388,51.59204382510434,underground_stations_csv,1959689.5663577172,True,0.0,0.1052631578947368,0.2105263157894736,0.3157894736842105,0.3684210526315789,0.0,0.0,1959689.5663577216,1.0000000000000022,True,5.0,0.6664704580735761,,23.794894736842107,1959689.5689374942,1959689.5663577174,1.0000000013164212
598,30529.93007509533,10.326495549565433,-0.4261420004888121,0.1213784334122186,0.039080528936226,0.0143180990447303,0.0077914205880491,0.0579570504405426,0.7533626369609286,high,4,Harrow-on-the-Hill,LU,8759.922299055332,21770.00777604001,515346.2006,188038.3989,-0.3367522322346986,51.57941460314498,underground_stations_csv,1686047.610051286,True,0.1176470588235294,0.1176470588235294,0.2941176470588235,0.0588235294117647,0.2941176470588235,0.1176470588235294,0.0,1686047.6100512757,0.9999999999999938,True,3.0,0.843741413083448,,17.553647058823532,1686047.6122670823,1686047.610051286,1.0000000013141956
599,17895.201553783554,9.792343765611212,0.1337389930295895,0.0741621840929796,0.0185664252493927,0.0038117294861108,0.0028179290957725,0.0255230719455544,0.8157467889315084,medium,2,Wood Lane,LU,10144.243894824054,7750.957658959501,523373.9519,180519.177100001,-0.223589832503072,51.51014064093162,underground_stations_csv,275425.71164708456,True,0.5,0.5,0.0,0.0,0.0,0.0,0.0,275425.7116470796,0.999999999999982,True,1.0,0.3562071871080222,,30.76,275425.7120049118,275425.71164708456,1.0000000012991788
601,19069.65303361564,9.85590594203624,-0.4017694384018997,0.1521429918655182,0.0419413511176454,0.0666595746555463,0.0320362306791383,0.0636244625426248,0.753407475375622,medium,4,Hendon Central,LU,5704.024621890402,13365.628411725253,522985.7318,188635.9596,-0.2263467398232382,51.58317142482077,underground_stations_csv,1825838.344067233,True,0.0,0.0714285714285714,0.1428571428571428,0.3571428571428571,0.4285714285714285,0.0,0.0,1825838.3440672364,1.000000000000002,True,5.0,0.6153111101137196,,25.1065,1825838.3464475493,1825838.344067233,1.000000001303684
602,13951.199997230857,9.54339248070993,-0.532449276133922,0.1574825323002285,0.0453708237194968,0.0660369092133972,0.0330238896725264,0.0678413820335984,0.7906189198150559,medium,4,High Barnet,LU,3261.4468287528566,10689.753168478004,525030.1427,196180.328199999,-0.1941662468819022,51.65052191222786,underground_stations_csv,2007391.0339494413,True,0.0,0.0769230769230769,0.0,0.3846153846153846,0.2307692307692307,0.2307692307692307,0.0769230769230769,2007391.033949447,1.0000000000000029,True,4.0,0.7394395629806056,,16.240846153846153,2007391.0365728016,2007391.0339494415,1.0000000013068506
603,72618.84151358658,11.19299346255871,-0.0364023960146351,0.1653129917549916,0.039275792817582,0.0670847659444597,0.0355260676384718,0.0643120186247676,1.0030248947914393,high,3,Highbury & Islington,"LO,LU",34987.67084334249,37631.170670244086,531583.269,184873.934800001,-0.1037367147978817,51.5474243924603,underground_stations_csv,1049846.0849516755,True,0.0666666666666666,0.6666666666666666,0.1333333333333333,0.1333333333333333,0.0,0.0,0.0,1049846.0849516992,1.0000000000000224,True,2.0,0.5078108178683977,,24.14653333333333,1049846.086304128,1049846.0849516757,1.0000000012882386
604,19159.437389026225,9.860602879501569,-0.4485463441989807,0.1480375487804643,0.038118431253738,0.0477607833001488,0.0235525044501184,0.058519927653502,0.7836242607885426,medium,4,Highgate,LU,5282.770895634623,13876.666493391614,528534.7964,188180.791099999,-0.1464678822653945,51.57784395375154,underground_stations_csv,2007391.033949433,True,0.0,0.3076923076923077,0.0,0.1538461538461538,0.4615384615384615,0.0769230769230769,0.0,2007391.033949435,1.000000000000001,True,5.0,0.6191412847503154,,10.555153846153846,2007391.0365493887,2007391.0339494327,1.0000000012951915
605,35002.80667433,10.463212096681094,0.2069889497530895,0.0864921238658913,0.0209777393135161,0.0031383673508178,0.0017131100581707,0.0296035276606155,0.907325402171699,high,2,High Street Kensington,LU,21124.000433130008,13878.806241200004,525578.3546,179494.316500001,-0.1922060959253196,51.50044509893274,underground_stations_csv,1082954.4528878585,True,0.2307692307692307,0.3076923076923077,0.2307692307692307,0.2307692307692307,0.0,0.0,0.0,1082954.4528878827,1.0000000000000226,True,2.0,0.7080591612659644,,8.563307692307692,1082954.4542897507,1082954.4528878583,1.0000000012945072
606,5048.1750742206,8.526980157286589,-0.566273297716156,0.1293291509860717,0.0465875464832101,0.0226045766813023,0.0125673890376702,0.0666074715275166,0.7403509476046156,low,0,Hillingdon,LU,1094.7641637466006,3953.410910474002,507602.2269,185034.942299999,-0.4493839489109262,51.55394931648672,underground_stations_csv,1764125.9886656138,True,0.0,0.0,0.0,0.0,0.1111111111111111,0.2222222222222222,0.6666666666666666,1764125.9886656022,0.9999999999999934,True,7.0,0.4361381013087532,,8.413111111111112,1764125.991001184,1764125.9886656138,1.000000001323925
607,78112.43957790108,11.265917402686693,0.4462270520811353,0.1356961973879998,0.0324384766060342,0.0543993293886356,0.0251028042814299,0.0515865605783797,0.6566308235091319,high,1,Holborn,LU,56484.161610806885,21628.27796709425,530512.0615,181525.070900001,-0.1204164211277831,51.5175781351181,underground_stations_csv,422880.4993879787,True,1.0,0.0,0.0,0.0,0.0,0.0,0.0,422880.4993879572,0.9999999999999492,True,1.0,-0.0,,22.205333333333332,422880.49993217207,422880.4993879787,1.0000000012868726
608,9691.551372548252,9.179112969768154,-0.0905366510661523,0.1300328988729175,0.0301851286648284,0.0611725734104368,0.029435510665165,0.0436406116569736,0.8079360771935399,medium,4,Holland Park,LU,4407.055383821084,5284.49598872717,524626.2477,180217.3517,-0.2056604531683881,51.5071535735316,underground_stations_csv,894697.8334619759,True,0.0714285714285714,0.2142857142857142,0.3571428571428571,0.3571428571428571,0.0,0.0,0.0,894697.8334619497,0.9999999999999708,True,3.0,0.6444500545630294,,13.691857142857144,894697.8346197428,894697.8334619759,1.000000001294031
609,19465.29097175873,9.876439580566018,-0.2869160279455974,0.1523023460455815,0.039927692756499,0.0653725349970864,0.0312363067272348,0.0633810685175197,0.7917257486431648,medium,4,Holloway Road,LU,6940.193501668213,12525.097470090515,530907.4434,185449.7238,-0.1132635134211874,51.55275576448648,underground_stations_csv,823543.9037180549,True,0.0555555555555555,0.7777777777777777,0.1666666666666666,0.0,0.0,0.0,0.0,823543.9037180755,1.000000000000025,True,2.0,0.3364336040111231,,26.889055555555554,823543.9047784046,823543.9037180549,1.000000001287545
610,5251.126535484709,8.56638832795133,-0.5423163032315742,0.1116009920094669,0.0341639346441717,0.0257561486570962,0.0174148999740086,0.0474150982887275,0.5306449954594624,low,0,Hornchurch,LU,1201.6775024797082,4049.449033005,553944.498,186240.2941,0.219106840074,51.55404895710733,underground_stations_csv,1874927.3845493172,True,0.0,0.0,0.0833333333333333,0.0833333333333333,0.1666666666666666,0.5833333333333333,0.0833333333333333,1874927.3845493048,0.9999999999999932,True,6.0,0.6342882104182869,,10.812,1874927.3869030166,1874927.3845493174,1.000000001255355
611,12969.395238467108,9.470424750128156,-0.5746800871727971,0.1746050435286724,0.0404165506864317,0.1047900900751295,0.0525791999477122,0.0644681707616844,0.7455072109862989,medium,4,Hounslow Central,LU,2758.071026123185,10211.32421234392,513567.6962,175971.364700001,-0.3662939172379908,51.47131979963469,underground_stations_csv,1502304.352640566,True,0.0,0.25,0.0625,0.375,0.3125,0.0,0.0,1502304.3526405713,1.0000000000000036,True,4.0,0.6429669858965658,,29.330625,1502304.3546072405,1502304.352640566,1.0000000013091053
612,15270.02075557933,9.633712243102236,-0.590253499581145,0.1816956085857149,0.0503610971442578,0.0987991991653478,0.0495911204261179,0.081254968131398,0.8258168992963381,medium,4,Hounslow East,LU,3128.418782960953,12141.60197261837,514254.5504,176202.929199999,-0.3563344605692854,51.47326292270873,underground_stations_csv,1259605.4991851544,True,0.0,0.25,0.125,0.125,0.375,0.125,0.0,1259605.4991851554,1.0000000000000009,True,5.0,0.7678541267769686,,23.4295,1259605.5008311146,1259605.4991851544,1.0000000013067267
613,13121.161865045167,9.482057825223132,-0.5953133809300771,0.2012042428649728,0.049126735656502,0.1132895429492196,0.059005065283748,0.0860754378599302,0.8750126911811312,medium,3,Hounslow West,LU,2654.979316717168,10466.182548328,512207.7403,176196.9816,-0.3857939831542604,51.47361867347103,underground_stations_csv,1947103.2244408731,True,0.0,0.0,0.0555555555555555,0.3333333333333333,0.5555555555555556,0.0555555555555555,0.0,1947103.224440866,0.9999999999999964,True,5.0,0.5210439245752373,,27.566166666666668,1947103.2269927543,1947103.2244408734,1.0000000013106038
614,12608.40574080312,9.442198301821785,0.4589208128004894,0.1436699186893182,0.0320804603199325,0.0520851976779297,0.025172250523305,0.0481867376358561,1.0019379599149771,medium,2,Hyde Park Corner,LU,9197.332775745415,3411.072965057697,528213.2383,179816.724099999,-0.1541496692283758,51.5027515504957,underground_stations_csv,801272.1135426367,True,0.8571428571428571,0.0,0.0,0.1428571428571428,0.0,0.0,0.0,801272.1135426784,1.000000000000052,True,1.0,0.2107580961471984,,10.915857142857144,801272.1145751004,801272.1135426367,1.0000000012885306
615,2685.1153526734383,7.895851322055837,-0.4999718876083722,0.1334968530804449,0.0452408215326346,0.0231437602181586,0.0134121554918049,0.065267339770139,0.6591109360162997,low,0,Ickenham,LU,671.31658067554,2013.7987719978985,508092.3561,185937.6131,-0.4420401367813711,51.56196897211082,underground_stations_csv,1443016.4545481596,True,0.0,0.0,0.0,0.0,0.125,0.25,0.625,1443016.4545481503,0.9999999999999936,True,7.0,0.4626400924552384,,6.517,1443016.4564590652,1443016.4545481596,1.0000000013242438
616,24113.4618608376,10.09056701671759,-0.3105787527912333,0.1929233763774473,0.0467729911298445,0.1115898479798616,0.0573934429635788,0.0778112651025857,0.9181338332675136,high,4,Kennington,LU,8312.16647530984,15801.295385527756,531598.8041,178299.556299999,-0.1059654128623501,51.48834003191997,underground_stations_csv,1252937.2675523013,True,0.2692307692307693,0.576923076923077,0.0769230769230769,0.0769230769230769,0.0,0.0,0.0,1252937.2675523022,1.0000000000000009,True,2.0,0.5474163182683428,,26.576307692307694,1252937.2691605317,1252937.2675523013,1.0000000012835681
617,7721.288304391749,8.951866011583299,-0.4455036321263015,0.1330475314490506,0.0366016821769382,0.0045046706116654,0.0024361843411811,0.0563232199946183,0.7386838796795993,low,4,Kensal Green,"LO,LU",2140.7131600454486,5580.575144346304,523257.1398,182789.7245,-0.2244787816465951,51.53057177755812,underground_stations_csv,1387122.9892844907,True,0.0625,0.6875,0.0,0.25,0.0,0.0,0.0,1387122.9892844737,0.9999999999999878,True,2.0,0.3995365008442787,,29.7341875,1387122.9910885636,1387122.9892844907,1.000000001300586
618,7333.852332693101,8.900392558498918,0.1338237983301062,0.0555897043279287,0.0086266269134529,0.0,0.0,0.0111805772481648,0.7225740162158849,low,2,Kensington (Olympia),"LO,LU",4157.6481541231005,3176.2041785699994,524341.6907,179162.423900001,-0.2101299631004321,51.49773548808454,underground_stations_csv,929805.9488853822,True,0.0588235294117647,0.7058823529411764,0.0588235294117647,0.1764705882352941,0.0,0.0,0.0,929805.948885364,0.9999999999999803,True,2.0,0.4549484645376284,,16.41170588235294,929805.9500897077,929805.9488853822,1.000000001295244
619,36195.28087645522,10.496711654316462,-0.0956631052822944,0.1748374317903068,0.0428803700420967,0.0104309375696637,0.0055893846665044,0.0795109397939418,0.6700040985372763,high,3,Kentish Town,LU,16366.363955624334,19828.91692083089,529009.0105,185127.159,-0.1407479399821426,51.55029387744979,underground_stations_csv,802619.9716717129,True,0.0666666666666666,0.6666666666666666,0.2,0.0666666666666666,0.0,0.0,0.0,802619.9716717013,0.9999999999999856,True,2.0,0.4898843942864876,,25.80326666666667,802619.9727058249,802619.9716717129,1.0000000012884205
620,6298.4385766319565,8.748215793588338,-0.3093981346871391,0.1034183098469382,0.0268613288880643,0.0015067236143108,0.0011174454282355,0.0397802067601221,0.761888570710802,low,2,Kenton,"LO,LU",2174.8567147902536,4123.581861841703,516727.9918,188314.4716,-0.3167281554174249,51.58161162102015,underground_stations_csv,1278831.734321806,True,0.0,0.0769230769230769,0.0,0.3076923076923077,0.5384615384615385,0.0,0.0769230769230769,1278831.7343218075,1.000000000000001,True,5.0,0.5604572617645964,,14.73123076923077,1278831.7360005619,1278831.734321806,1.0000000013127262
621,10327.376597991091,9.242650395648589,-0.2812356509610106,0.1058056536359336,0.031357280266827,0.0067755657274062,0.0039744523203768,0.0445991356657694,0.7443293431809562,medium,0,Kew Gardens,"LO,LU",3711.47505886778,6615.90153912331,519196.0695,176731.8028,-0.285040916474055,51.47699774458654,underground_stations_csv,2007391.033949385,True,0.0,0.0,0.125,0.0,0.375,0.375,0.125,1939140.6142413877,0.9660004361114836,True,5.0,0.6451902857838817,,9.5505,1939140.1976138349,2007391.033949385,0.9660002285646998
622,23755.4424491694,10.075609033695828,-0.3264234083890578,0.1675051906996131,0.0450772027556333,0.0741681974393362,0.0357498496526568,0.0728098052890708,0.8567822672940735,high,4,Kilburn,LU,8000.554978560707,15754.887470608695,524583.2751,184644.8518,-0.2047148916011985,51.546953022454446,underground_stations_csv,919849.1304109346,True,0.0666666666666666,0.3333333333333333,0.0666666666666666,0.4,0.1333333333333333,0.0,0.0,919849.1304109326,0.999999999999998,True,4.0,0.7001595042058134,,23.077533333333335,919849.1316050978,919849.1304109346,1.0000000012982164
623,11633.3917302096,9.361720795058186,-0.3412249367466352,0.1259410446259599,0.0332820766484333,0.0048923834632973,0.0030445597123687,0.0526073840910783,0.9181962588365514,medium,4,Kilburn Park,LU,3831.894186460002,7801.497543749599,525357.7486,183328.0363,-0.1940203229099902,51.534947545387965,underground_stations_csv,551991.5106491712,True,0.0,0.8,0.0666666666666666,0.1333333333333333,0.0,0.0,0.0,551991.5106491527,0.9999999999999664,True,2.0,0.3225766911703936,,26.608933333333333,551991.5113643227,551991.5106491712,1.0000000012955843
624,14089.99821363962,9.553291447921952,-0.5235374176333039,0.1346247263587434,0.039505684519969,0.068081947958409,0.0323498795650962,0.0564934250003534,0.7180512890117497,medium,0,Kingsbury,LU,3356.6784672064346,10733.319746433182,519358.6236,188712.7984,-0.2786447440288867,51.584641087244194,underground_stations_csv,1855414.574314993,True,0.0,0.0,0.0,0.1875,0.4375,0.3125,0.0625,1855414.5743149987,1.0000000000000029,True,5.0,0.6230060935011312,,22.192,1855414.57674482,1855414.5743149933,1.0000000013095869
625,313585.64886705,12.655830992786315,0.05630815371615,0.1208861743427962,0.0299701187694328,0.0349435275080636,0.0172547654707237,0.0460759258075269,1.0242774648187376,high,2,King's Cross St. Pancras,LU,165621.53889331734,147964.10997373282,530174.7976,182874.774700001,-0.1247761302179285,51.52978514307589,underground_stations_csv,1132622.1624126509,True,0.4666666666666667,0.3333333333333333,0.2,0.0,0.0,0.0,0.0,1132622.16241264,0.9999999999999906,True,1.0,0.5363850108074746,,29.233600000000003,1132622.1638731186,1132622.1624126507,1.0000000012894572
626,54051.02700447682,10.897702324759658,0.5291828053563821,0.0787633855979129,0.0193998586962386,0.0171035421314216,0.0086255410718134,0.0264971837953799,1.037334313803709,high,2,Knightsbridge,LU,41326.95055354967,12724.076450927112,527709.677,179635.9859,-0.1614661160661897,51.50124118729131,underground_stations_csv,1067495.4369788005,True,0.2857142857142857,0.5714285714285714,0.0,0.1428571428571428,0.0,0.0,0.0,1067495.4369787648,0.9999999999999666,True,2.0,0.4911325898456826,,10.568428571428571,1067495.438356669,1067495.4369788005,1.0000000012907488
627,17958.508968414637,9.79587500119372,0.0091464908026655,0.1008816603594996,0.026806652915202,0.0059100326228493,0.0039642268377135,0.0385227020960109,0.9132777459732704,medium,4,Ladbroke Grove,LU,9061.383152761917,8897.125815652722,524234.8749,181339.0615,-0.2109018577576743,51.51732053919889,underground_stations_csv,1009505.7627606957,True,0.0,0.7368421052631579,0.1578947368421052,0.1052631578947368,0.0,0.0,0.0,1009505.7627606718,0.9999999999999764,True,2.0,0.3871928318715097,,29.10263157894737,1009505.7640695766,1009505.7627606955,1.0000000012965564
628,10095.077677967194,9.21990227868634,-0.1293423115844448,0.1093402289658717,0.0238331144295332,0.0018385869268323,0.0010508592046947,0.0380180908361772,0.8740661762501702,medium,4,Lambeth North,LU,4394.678497737194,5700.399180230002,531133.5815,179456.1932,-0.1122327661467621,51.498842228801465,underground_stations_csv,814416.6359762779,True,0.6000000000000001,0.4,0.0,0.0,0.0,0.0,0.0,814416.6359762506,0.9999999999999666,True,1.0,0.3458595800715595,,22.5319,814416.6370227654,814416.6359762779,1.0000000012849535
629,13279.869120568805,9.494079866714904,-0.1571683605638131,0.1758257416956365,0.0381597511189111,0.0781245247036314,0.0402169770926198,0.0639260141994515,1.1365098711981645,medium,4,Lancaster Gate,LU,5596.346931193498,7683.522189375305,526710.5082,180773.3476,-0.175445101856735,51.51168719578341,underground_stations_csv,1012209.3327470054,True,0.2222222222222222,0.2222222222222222,0.4444444444444444,0.1111111111111111,0.0,0.0,0.0,1012209.332746997,0.9999999999999916,True,3.0,0.6542071519631297,,17.16011111111111,1012209.3340533469,1012209.3327470054,1.0000000012905843
630,7284.80860236458,8.893683707989947,-0.0126164173867645,0.0836174799726186,0.0238559005863768,0.0075587615254499,0.0042757702961307,0.0332935522230483,0.6134817401278747,low,2,Latimer Road,LU,3596.450208227228,3688.358394137352,523762.9916,180897.8333,-0.2178539357732128,51.513458663999614,underground_stations_csv,630575.6141954942,True,0.1176470588235294,0.5882352941176471,0.2352941176470588,0.0588235294117647,0.0,0.0,0.0,630575.6141954807,0.9999999999999786,True,2.0,0.5503943178180178,,28.663352941176473,630575.6150131808,630575.6141954942,1.0000000012967303
631,177735.30840152336,12.088056317421792,0.4209739489719897,0.1680179023527515,0.0398972138020999,0.066929269141275,0.0369890546564409,0.0721511641541851,1.275902825984556,high,1,Leicester Square,LU,126278.62152553344,51456.68687598982,529980.4296,180824.482000001,-0.128332134429999,51.51140465728606,underground_stations_csv,193801.64348538316,True,1.0,0.0,0.0,0.0,0.0,0.0,0.0,193801.64348538133,0.9999999999999908,True,1.0,-0.0,,25.34375,193801.6437349886,193801.64348538313,1.000000001287943
632,37323.28574906348,10.527399486231356,-0.4463697190746994,0.1585724545833155,0.0479474156374971,0.0554577809456256,0.0268548211373545,0.0761961615326724,0.7683052209695594,high,4,Leyton,LU,10331.650587154649,26991.635161908835,538367.4374,186075.853599999,-0.005487155382425,51.55660356521063,underground_stations_csv,1714021.7811058457,True,0.0,0.1666666666666666,0.1666666666666666,0.6666666666666666,0.0,0.0,0.0,1714021.781105858,1.000000000000007,True,4.0,0.4458393050175722,,26.26827777777778,1714021.7832978878,1714021.7811058455,1.0000000012788883
633,28422.391445501384,10.254967727589223,-0.4474697795179494,0.1661818996410548,0.0474944115541719,0.0662524466873119,0.0319796312845058,0.0743167028730229,0.7676852279233954,high,4,Leytonstone,LU,7852.115106005015,20570.27633949637,539279.2763,187404.735400001,0.0081832198740443,51.568320494028455,underground_stations_csv,1272796.7112305372,True,0.0,0.2857142857142857,0.1428571428571428,0.2857142857142857,0.0714285714285714,0.1428571428571428,0.0714285714285714,1272796.7112305418,1.0000000000000036,True,2.0,0.8473397769537049,,17.236214285714286,1272796.7128605486,1272796.7112305372,1.0000000012806534
634,378612.9382300709,12.844272332267415,0.2029720203674547,0.1269575777940552,0.0312786342477831,0.0253260890603421,0.012236287339037,0.0476306462652676,0.7040096726991031,high,2,Liverpool Street LU,"EZL,LO,LU",227730.38561994344,150882.55261012763,533093.853,181566.9186,-0.0832133092355498,51.51735237101746,underground_stations_csv,403078.025001274,True,1.0,0.0,0.0,0.0,0.0,0.0,0.0,403078.0250012863,1.0000000000000304,True,1.0,-0.0,,16.7944,403078.0255189493,403078.025001274,1.0000000012843056
635,234170.2903494947,12.36380813659174,0.0852131412075422,0.1348470289598775,0.0338150050308411,0.0258261362084114,0.0128695038557443,0.052973897758659,0.982496490954306,high,2,London Bridge LU,LU,127062.33818382864,107107.95216566602,532683.0478,180188.852299999,-0.0896485172357084,51.50506500549169,underground_stations_csv,755521.6443302042,True,0.8888888888888888,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,613558.4778859845,0.8120991403627159,True,1.0,0.1792642358191001,,16.96022222222222,613558.7493332697,755521.6443302042,0.8120994996473072
637,11970.360893667006,9.390272484125244,-0.2877232441824435,0.1053525346204226,0.0282834579618845,0.0034963306548234,0.001834360051118,0.041933259580521,0.7403277103067168,medium,4,Maida Vale,LU,4263.104911653242,7707.255982013763,525940.2151,182761.773700001,-0.1858293287116454,51.529729085515065,underground_stations_csv,927874.342156414,True,0.1176470588235294,0.5882352941176471,0.1176470588235294,0.1764705882352941,0.0,0.0,0.0,927874.3421564376,1.000000000000025,True,2.0,0.5764836131408058,,19.676823529411767,927874.343359172,927874.342156414,1.000000001296251
638,28136.944102784302,10.244874268396847,-0.4452018713118613,0.1754902930712857,0.0498723816900111,0.0714651871613663,0.0343565868026725,0.0817216071358811,0.8465091555580193,high,4,Manor House,LU,7805.161967613746,20331.782135170568,532047.6613,187481.789999999,-0.0960648306959596,51.57075126410129,underground_stations_csv,1254906.179527898,True,0.0,0.1666666666666666,0.3333333333333333,0.2777777777777778,0.0555555555555555,0.1666666666666666,0.0,1254906.1795279058,1.0000000000000062,True,3.0,0.7604916492137553,,29.630444444444443,1254906.1811456322,1254906.1795278979,1.0000000012891277
639,13054.54948684518,9.476968570392632,0.4889097574992028,0.0799232605833358,0.0185837775383189,0.0008451509406451,0.0004360350143658,0.0253772635621566,0.4270171126079972,medium,1,Mansion House,LU,9718.523055360003,3336.026431485182,532354.1684,180931.563200001,-0.094105792133622,51.51181640319618,underground_stations_csv,286690.1111495396,True,1.0,0.0,0.0,0.0,0.0,0.0,0.0,181593.18911850735,0.6334128107536541,True,1.0,-0.0,,14.175,181593.161762758,286690.1111495396,0.6334127153344251
640,36706.27856830351,10.51073034049045,0.3207150542403179,0.1455532549027468,0.0324788693970615,0.0588011362773102,0.0289760165544526,0.0499005255544738,0.9775913336376624,high,2,Marble Arch,LU,24239.2673451486,12467.011223154916,527960.1312,181017.4747,-0.1573589906802929,51.51359976087709,underground_stations_csv,919771.9474743574,True,0.8,0.1,0.0,0.1,0.0,0.0,0.0,919771.9474743728,1.0000000000000169,True,1.0,0.3283974133956851,,16.0927,919771.9486624727,919771.9474743574,1.0000000012917498
641,35056.00618023821,10.464730763506823,-0.2193487308677791,0.0897603416867776,0.0163898514860145,0.0004136058666429,0.0002064164956131,0.0242113532242438,0.882152655228751,high,4,Marylebone LU,LU,13683.25785765497,21372.74832258324,527458.7894,181957.287599999,-0.1642402663188004,51.52215890700219,underground_stations_csv,594686.0008643445,True,0.5833333333333333,0.3333333333333333,0.0,0.0833333333333333,0.0,0.0,0.0,594686.0008643566,1.0000000000000204,True,1.0,0.4561846168642759,,28.65325,594686.0016329881,594686.0008643445,1.00000000129252
642,47840.88650056498,10.775656821387267,-0.2444849414711773,0.1797531204498774,0.0488603764235078,0.0963582639602454,0.0473675948566758,0.0784031390730953,0.8238732917782748,high,4,Mile End,LU,18072.25508227256,29768.631418292432,536500.7831,182534.4935,-0.0337680632945871,51.52523491887216,underground_stations_csv,1194114.6374301836,True,0.125,0.5,0.1875,0.1875,0.0,0.0,0.0,1194114.6374301894,1.0000000000000049,True,2.0,0.6342764316114603,,28.72175,1194114.6389573028,1194114.6374301836,1.0000000012788715
643,5466.749226949915,8.606622334859068,-0.5937602630477901,0.0969516556616638,0.0281854381690576,0.0077816438525678,0.0040002575598394,0.0396360172698013,0.6626461522950106,low,0,Mill Hill East,LU,1110.4053839699147,4356.343842980003,524045.7492,191450.480699999,-0.2100614199314407,51.608233232687525,underground_stations_csv,1961726.8493077937,True,0.0,0.0,0.0,0.4285714285714285,0.2857142857142857,0.1428571428571428,0.1428571428571428,1961726.849307795,1.0000000000000009,True,4.0,0.656265789089031,,13.61957142857143,1961726.851867847,1961726.8493077937,1.0000000013049999
645,71109.74181188927,11.171993684715844,0.4528715669940635,0.091654772729862,0.0247181230676139,0.0024532396892634,0.0012633851803984,0.0345440953658563,0.4030502419675829,high,1,Moorgate,LU,51656.66100739142,19453.08080449786,532667.8252,181668.244999999,-0.0893115351555198,51.51836305552553,underground_stations_csv,357646.94884935475,True,1.0,0.0,0.0,0.0,0.0,0.0,0.0,357646.94884937257,1.0000000000000495,True,1.0,-0.0,,12.3474,357646.9493094604,357646.94884935475,1.00000000128648
647,36244.22465610408,10.49806291798047,-0.5323020274029371,0.194436189665247,0.0584574139676294,0.1015318953850855,0.0510930850698222,0.0925846782341124,0.8937987421505381,high,4,Morden,LU,8475.675195006184,27768.549461097908,525669.7872,168602.371300001,-0.1947548535043926,51.40253820130652,underground_stations_csv,1951168.6195844305,True,0.0,0.0,0.0,0.2666666666666666,0.6,0.0666666666666666,0.0666666666666666,1951168.619584436,1.0000000000000029,True,5.0,0.5241953020785884,,12.5038,1951168.622092129,1951168.6195844302,1.000000001285229
