NLC,lsoa21cd,lnc_grp,piece_area_m2,covered_area_m2
548,E01003054,2,21679.593924353478,552732.9247635778
548,E01003056,2,47226.22653102477,552732.9247635778
548,E01003057,2,26205.903866776596,552732.9247635778
548,E01003058,1,46815.968189484476,552732.9247635778
548,E01003088,2,85552.2119985278,552732.9247635778
548,E01003090,2,138896.64689480647,552732.9247635778
548,E01003092,1,17825.744767342636,552732.9247635778
548,E01003094,2,9390.161489374226,552732.9247635778
548,E01003095,2,74146.78661050787,552732.9247635778
548,E01003096,1,71525.57946291845,552732.9247635778
549,E01003026,5,314245.1541005851,1692061.271941187
549,E01003027,4,963.6787735147893,1692061.271941187
549,E01003028,2,110059.13980212102,1692061.271941187
549,E01003030,2,109778.04394634913,1692061.271941187
549,E01003031,2,60611.36037973505,1692061.271941187
549,E01003033,3,35610.533071882004,1692061.271941187
549,E01003157,5,9920.665258944564,1692061.271941187
549,E01003160,4,19246.20940795927,1692061.271941187
549,E01003161,3,124894.8775756544,1692061.271941187
