NLC,lsoa21cd,lnc_grp,piece_area_m2,covered_area_m2
580,E01002065,2,108147.43521089765,1025905.8562451976
580,E01002732,2,39286.529053689876,1025905.8562451976
580,E01002734,2,154403.0959728479,1025905.8562451976
580,E01002735,1,87590.56916988394,1025905.8562451976
580,E01002736,2,45874.56956660622,1025905.8562451976
580,E01002737,3,90769.24545681404,1025905.8562451976
580,E01002747,3,48307.92594349781,1025905.8562451976
580,E01002748,2,54079.13806173572,1025905.8562451976
580,E01002805,4,12574.962257947765,1025905.8562451976
580,E01002808,1,17321.242141889183,1025905.8562451976
580,E01033494,2,214.67012060859494,1025905.8562451976
580,E01035651,3,2524.2716811953733,1025905.8562451976
581,E01001879,1,11977.227431233547,969484.1167518636
581,E01001880,1,118668.76707229757,969484.1167518636
581,E01001881,1,87158.24376549714,969484.1167518636
581,E01001882,3,66620.92838811238,969484.1167518636
581,E01001883,4,36416.49959364735,969484.1167518636
581,E01001884,2,3834.441548577584,969484.1167518636
581,E01001885,2,24110.755803609754,969484.1167518636
581,E01001920,2,185815.0886612525,969484.1167518636
581,E01001921,3,71822.99137281736,969484.1167518636
581,E01001922,2,53868.86887914878,969484.1167518636
581,E01001923,1,24446.906658507716,969484.1167518636
581,E01001924,2,15147.42820169594,969484.1167518636
581,E01001947,2,7016.927184743234,969484.1167518636
581,E01001953,2,86772.3043078802,969484.1167518636
581,E01002843,3,341.09425561867033,969484.1167518636
581,E01002896,1,332.4384330850308,969484.1167518636
581,E01002897,1,100115.76659463454,969484.1167518636
581,E01002912,3,11338.036117027721,969484.1167518636
581,E01002913,3,63679.40248247658,969484.1167518636
582,E01003644,4,55053.690977256745,1970610.9872129427
582,E01003646,1,178163.5117366904,1970610.9872129427
582,E01003647,5,211417.98279784928,1970610.9872129427
582,E01003649,5,24174.25310389432,1970610.9872129427
582,E01003650,5,32529.279252565524,1970610.9872129427
582,E01003651,4,232066.66244825034,1970610.9872129427
582,E01003652,5,138780.01428182752,1970610.9872129427
582,E01003653,4,183427.08111975488,1970610.9872129427
582,E01003676,4,14907.925983232297,1970610.9872129427
582,E01003690,4,481095.5230846477,1970610.9872129427
582,E01003692,3,111371.84360471526,1970610.9872129427
582,E01003693,5,16912.47573683909,1970610.9872129427
582,E01003694,4,65413.43228869312,1970610.9872129427
582,E01003696,4,114228.10786659748,1970610.9872129427
582,E01003752,5,111069.20293012868,1970610.9872129427
583,E01002812,2,11723.234973777495,889655.172761384
583,E01002834,2,4242.042419373811,889655.172761384
583,E01002835,2,124787.01484309051,889655.172761384
583,E01002836,2,59540.08684259206,889655.172761384
583,E01002837,3,36619.68089179637,889655.172761384
583,E01002839,2,68569.79347279498,889655.172761384
583,E01002887,1,63625.51826879974,889655.172761384
583,E01002888,1,75465.48405168441,889655.172761384
583,E01002890,2,53090.301895431534,889655.172761384
583,E01002891,3,22057.782206040974,889655.172761384
583,E01002892,2,85934.02156742348,889655.172761384
583,E01002896,1,8948.1447212672,889655.172761384
583,E01002898,2,72341.85988332084,889655.172761384
583,E01035713,2,59763.52530402086,889655.172761384
583,E01035714,2,71368.32056925823,889655.172761384
583,E01035718,4,71578.36085071153,889655.172761384
584,E01000135,5,175622.43332015313,1975027.2370004144
584,E01000136,6,366626.93088849867,1975027.2370004144
584,E01000140,3,2783.999339852443,1975027.2370004144
584,E01000144,2,230147.88712665054,1975027.2370004144
584,E01000145,4,65227.55815122227,1975027.2370004144
584,E01000146,3,213264.99768947042,1975027.2370004144
584,E01000206,7,200876.19500065592,1975027.2370004144
584,E01000207,6,18114.584454699416,1975027.2370004144
584,E01000211,5,1.837261126953758,1975027.2370004144
584,E01000212,6,219957.813789144,1975027.2370004144
584,E01000214,5,393812.25496384216,1975027.2370004144
584,E01000216,6,58504.3090625798,1975027.2370004144
584,E01000218,4,30086.435952518576,1975027.2370004144
585,E01001851,2,16304.144669573963,722075.1072184067
585,E01001853,2,74826.76915208218,722075.1072184067
585,E01001854,2,17864.48034285661,722075.1072184067
585,E01001856,2,44801.38688942106,722075.1072184067
585,E01001857,2,18780.938021175694,722075.1072184067
585,E01001858,2,110056.958739259,722075.1072184067
585,E01001862,4,23336.376333423563,722075.1072184067
585,E01001863,2,9676.475519155285,722075.1072184067
585,E01001869,2,8319.577893843309,722075.1072184067
585,E01001895,2,92756.09098995813,722075.1072184067
585,E01001896,2,73879.92054474437,722075.1072184067
585,E01001897,3,28864.134478524684,722075.1072184067
585,E01001898,2,4114.026071151878,722075.1072184067
585,E01001928,4,28485.28440845191,722075.1072184067
585,E01001929,4,438.20008094313437,722075.1072184067
585,E01001940,1,73243.94505088568,722075.1072184067
585,E01001941,1,65340.27734075049,722075.1072184067
585,E01001942,1,20267.23820066432,722075.1072184067
585,E01001943,1,10718.882491541523,722075.1072184067
586,E01000850,1,169139.80025450978,388843.3002475704
586,E01000851,1,64886.71730572547,388843.3002475704
586,E01000855,1,4769.671883637843,388843.3002475704
586,E01004715,1,4175.465851660329,388843.3002475704
586,E01004763,1,78327.77005705796,388843.3002475704
586,E01004765,1,10679.864304104156,388843.3002475704
586,E01035711,1,56864.01059087483,388843.3002475704
587,E01003702,3,19493.30409116066,382283.06955725816
587,E01003721,6,16457.90120131104,382283.06955725816
587,E01003724,5,204703.7649805348,382283.06955725816
587,E01003725,5,102141.79008386385,382283.06955725816
587,E01003727,6,39486.30920038782,382283.06955725816
588,E01000851,1,20930.200039792107,374709.9072072494
588,E01000944,2,16795.39002438187,374709.9072072494
588,E01000946,1,234009.54421855177,374709.9072072494
588,E01000949,3,553.6755744237107,374709.9072072494
588,E01000951,3,5911.37532810629,374709.9072072494
588,E01004715,1,80131.13769061613,374709.9072072494
588,E01004716,1,1883.0849366956402,374709.9072072494
588,E01004727,4,5374.284434351366,374709.9072072494
588,E01004765,1,6866.054296863716,374709.9072072494
588,E01035710,1,2255.160663466778,374709.9072072494
589,E01001265,5,211302.38826030726,2007391.0339493847
589,E01001266,5,512037.7976180034,2007391.0339493847
589,E01001267,5,169280.39530295087,2007391.0339493847
589,E01001268,5,20686.234815218726,2007391.0339493847
589,E01001269,3,70699.64251385564,2007391.0339493847
589,E01001270,6,140018.17678963635,2007391.0339493847
589,E01001271,2,146872.00188769033,2007391.0339493847
589,E01001272,4,597493.9681765718,2007391.0339493847
589,E01001307,6,131386.06267939552,2007391.0339493847
589,E01001308,5,96.3667949397318,2007391.0339493847
589,E01001322,4,2813.4151907520936,2007391.0339493847
589,E01001346,5,1181.9122617384892,2007391.0339493847
589,E01001349,6,3522.6716583246184,2007391.0339493847
590,E01004736,1,375868.32636676304,784210.1285196044
590,E01004761,1,343615.66003773536,784210.1285196044
590,E01004762,1,2615.82775034632,784210.1285196044
590,E01035716,1,62110.31436475968,784210.1285196044
591,E01002562,5,47046.63153975781,1365722.8284430632
591,E01002576,6,86943.90406802313,1365722.8284430632
591,E01002577,6,71274.713513199,1365722.8284430632
591,E01002580,3,96923.22892359705,1365722.8284430632
591,E01002581,2,174855.94753078808,1365722.8284430632
591,E01002582,5,127049.13823287602,1365722.8284430632
591,E01002687,3,153872.57439357482,1365722.8284430632
591,E01002690,5,6113.019114661894,1365722.8284430632
591,E01002691,4,145002.91580382985,1365722.8284430632
591,E01002692,2,396915.69190638437,1365722.8284430632
591,E01034042,4,59725.06341637105,1365722.8284430632
592,E01003698,5,13884.816819638643,1335639.0259462856
592,E01003699,7,545998.3607442932,1335639.0259462856
592,E01003702,3,335950.1696271389,1335639.0259462856
592,E01003703,7,419.96275800740364,1335639.0259462856
592,E01003704,6,203083.79413285173,1335639.0259462856
592,E01003720,6,27585.071977527954,1335639.0259462856
592,E01003721,6,208345.79108482355,1335639.0259462856
592,E01003727,6,371.0588020042137,1335639.0259462856
593,E01001867,2,21065.443013922926,565826.2628239148
593,E01001869,2,44189.77224861067,565826.2628239148
593,E01001889,2,19471.263469074638,565826.2628239148
593,E01001890,1,1752.2706256432916,565826.2628239148
593,E01001891,1,131918.41994563298,565826.2628239148
593,E01001893,3,87304.41866348953,565826.2628239148
593,E01001894,4,32802.48204768306,565826.2628239148
593,E01001898,2,98560.78132621388,565826.2628239148
593,E01001899,2,147.11143702682944,565826.2628239148
593,E01001900,2,128614.30004661699,565826.2628239148
594,E01000878,5,21120.57010319401,1277260.568777384
594,E01000879,2,116251.22827498676,1277260.568777384
594,E01000880,5,41396.04926537165,1277260.568777384
594,E01000881,2,5678.626544722308,1277260.568777384
594,E01000884,6,27665.771381083527,1277260.568777384
594,E01000885,5,305328.343354607,1277260.568777384
594,E01000893,5,21401.442541633587,1277260.568777384
594,E01000894,2,159333.8837652108,1277260.568777384
594,E01000895,2,113427.29013497007,1277260.568777384
594,E01000896,1,33149.99265361463,1277260.568777384
594,E01000897,2,52665.17638958149,1277260.568777384
594,E01000899,7,379842.1943684082,1277260.568777384
595,E01000471,4,33501.48114997878,1458803.5162640314
595,E01000472,4,115611.62815093671,1458803.5162640314
595,E01000477,6,17272.6786463564,1458803.5162640314
595,E01001276,4,169662.08112707516,1458803.5162640314
595,E01001277,4,587727.7213309059,1458803.5162640314
595,E01001278,4,152536.48209265343,1458803.5162640314
595,E01001279,5,149170.70745930044,1458803.5162640314
595,E01001280,5,180139.12626214445,1458803.5162640314
595,E01001347,5,1420.7967579940507,1458803.5162640314
595,E01033938,2,776.4324931350287,1458803.5162640314
595,E01033939,4,50984.380793551114,1458803.5162640314
596,E01000521,2,133750.57779822656,1747525.5319969943
596,E01000523,4,62127.835239444335,1747525.5319969943
596,E01000524,1,62211.348643615434,1747525.5319969943
596,E01000525,4,144312.69787614344,1747525.5319969943
596,E01000527,3,21295.925449509323,1747525.5319969943
596,E01000528,3,37963.78646347725,1747525.5319969943
596,E01000595,2,67027.29699043008,1747525.5319969943
596,E01000599,2,47904.76407925898,1747525.5319969943
596,E01001246,3,311905.9234419487,1747525.5319969943
596,E01033456,4,110032.70600032347,1747525.5319969943
596,E01033937,1,96652.7471175395,1747525.5319969943
596,E01033938,2,652339.9228970773,1747525.5319969943
597,E01002130,3,188164.92364417773,1959689.5663577218
597,E01002131,4,20457.92043734359,1959689.5663577218
597,E01002162,4,18156.913533139323,1959689.5663577218
597,E01002163,5,101.09348853299316,1959689.5663577218
597,E01002164,5,23127.706723292584,1959689.5663577218
597,E01002172,5,190030.9430481636,1959689.5663577218
597,E01002179,4,274241.4660524105,1959689.5663577218
597,E01002181,5,326361.5804089642,1959689.5663577218
597,E01002182,2,168385.74150134565,1959689.5663577218
597,E01002183,3,118424.70579662439,1959689.5663577218
597,E01002184,4,68242.24147922332,1959689.5663577218
597,E01002231,5,594.3644632938971,1959689.5663577218
597,E01002233,3,142367.2912596859,1959689.5663577218
597,E01002234,4,6.9612519695282575,1959689.5663577218
597,E01002235,5,47787.41579593896,1959689.5663577218
597,E01002236,5,120004.97307560816,1959689.5663577218
597,E01034591,3,148719.41582136555,1959689.5663577218
597,E01034592,2,104074.90464743917,1959689.5663577218
597,E01034595,4,439.0039292027184,1959689.5663577218
598,E01002127,5,328.22916395553614,1686047.6100512755
598,E01002128,1,133866.6562410665,1686047.6100512755
598,E01002129,2,445321.2782120685,1686047.6100512755
598,E01002130,3,155687.77632588198,1686047.6100512755
598,E01002132,5,1899.03035023375,1686047.6100512755
598,E01002134,5,1037.6253571872985,1686047.6100512755
598,E01002137,6,395637.8164022232,1686047.6100512755
598,E01002160,1,63397.31749533328,1686047.6100512755
598,E01002164,5,22102.108609615276,1686047.6100512755
598,E01002181,5,22655.19659740604,1686047.6100512755
598,E01002182,2,15021.917667851016,1686047.6100512755
598,E01002237,3,52368.60996249676,1686047.6100512755
598,E01002240,6,45284.981002490065,1686047.6100512755
598,E01034595,4,98636.74866414134,1686047.6100512755
598,E01034596,3,31390.624786427605,1686047.6100512755
598,E01034597,3,121646.16021303592,1686047.6100512755
598,E01034598,3,79765.5329998613,1686047.6100512755
599,E01001943,1,152746.6810125994,275425.7116470796
599,E01001944,1,13702.385807379202,275425.7116470796
599,E01001945,1,34.387001866282596,275425.7116470796
599,E01001946,2,64006.385160620375,275425.7116470796
599,E01002870,2,16858.077990068075,275425.7116470796
599,E01035485,2,28077.794674546272,275425.7116470796
601,E01000236,5,46595.98357076655,1825838.3440672364
601,E01000237,5,318473.40624681494,1825838.3440672364
601,E01000238,5,3207.524039031501,1825838.3440672364
601,E01000239,4,108412.20030564211,1825838.3440672364
601,E01000243,2,13218.73089252769,1825838.3440672364
601,E01000244,4,69280.4965961548,1825838.3440672364
601,E01000245,3,185156.3598554814,1825838.3440672364
601,E01000306,5,47600.18866653477,1825838.3440672364
601,E01000307,3,114099.12471046107,1825838.3440672364
601,E01000309,4,266756.68480714463,1825838.3440672364
601,E01000310,5,213060.1496033989,1825838.3440672364
601,E01000311,5,168447.84243898198,1825838.3440672364
601,E01000313,4,45286.164805869834,1825838.3440672364
601,E01000314,4,226243.48752842622,1825838.3440672364
602,E01000246,5,346988.99096966855,2007391.033949447
602,E01000247,4,774.8341939410092,2007391.033949447
602,E01000248,4,8165.622703407318,2007391.033949447
602,E01000250,6,492768.09211652086,2007391.033949447
602,E01000251,2,15323.87290998831,2007391.033949447
602,E01000252,4,225073.38840540935,2007391.033949447
602,E01000254,7,9395.84744788596,2007391.033949447
602,E01000268,4,69448.40497971133,2007391.033949447
602,E01000288,5,167493.35647245953,2007391.033949447
602,E01000289,6,202165.46565560193,2007391.033949447
602,E01000291,6,10617.802781611499,2007391.033949447
602,E01000292,5,269008.8183184526,2007391.033949447
602,E01000293,4,190166.5369947887,2007391.033949447
603,E01002698,2,20705.84013730936,1049846.0849516992
603,E01002699,2,2042.068860857285,1049846.0849516992
603,E01002719,2,99220.21435830592,1049846.0849516992
603,E01002738,2,113393.27339906582,1049846.0849516992
603,E01002739,2,111675.76183014398,1049846.0849516992
603,E01002740,4,167019.98047412877,1049846.0849516992
603,E01002745,2,25730.655922496306,1049846.0849516992
603,E01002775,4,3960.560220853152,1049846.0849516992
603,E01002790,2,91880.44986971378,1049846.0849516992
603,E01002791,2,144755.3256618877,1049846.0849516992
603,E01002792,2,51638.78242553361,1049846.0849516992
603,E01002793,1,21524.89491743765,1049846.0849516992
603,E01002795,3,152869.4604567091,1049846.0849516992
603,E01002796,2,35305.58436643892,1049846.0849516992
603,E01033486,3,8123.232050817989,1049846.0849516992
604,E01000913,5,3434.7419686971834,2007391.033949435
604,E01001987,5,225824.7706141355,2007391.033949435
604,E01001989,4,41741.70648474762,2007391.033949435
604,E01001994,5,1374.519036030584,2007391.033949435
604,E01002005,4,104447.63976666833,2007391.033949435
604,E01002006,2,10441.957451576825,2007391.033949435
604,E01002007,2,135267.61072848074,2007391.033949435
604,E01002008,5,182956.19240156445,2007391.033949435
604,E01002009,2,184001.8276817586,2007391.033949435
604,E01002010,5,222404.27154637364,2007391.033949435
604,E01002011,5,638501.4963663704,2007391.033949435
604,E01002022,2,3084.247368631942,2007391.033949435
604,E01002025,6,253910.0525343992,2007391.033949435
605,E01002812,2,32990.39914238461,1082954.4528878827
605,E01002813,1,68728.2797841069,1082954.4528878827
605,E01002816,3,52752.4781668726,1082954.4528878827
605,E01002817,1,103582.25229445955,1082954.4528878827
605,E01002824,3,39186.81875520605,1082954.4528878827
605,E01002825,4,138541.55194105202,1082954.4528878827
605,E01002826,2,204014.21418861294,1082954.4528878827
605,E01002864,4,14399.843635394092,1082954.4528878827
605,E01002865,2,106677.72293439053,1082954.4528878827
605,E01002889,1,89169.65457374943,1082954.4528878827
605,E01002890,2,123006.86372181227,1082954.4528878827
605,E01002891,3,32020.04074638922,1082954.4528878827
605,E01035718,4,77884.33300345248,1082954.4528878827
606,E01002451,5,71421.9260471836,1764125.9886656022
606,E01002452,6,274097.08882432146,1764125.9886656022
606,E01002460,6,128.2359218927383,1764125.9886656022
606,E01002462,7,11203.93177712485,1764125.9886656022
606,E01002463,7,492627.71655968344,1764125.9886656022
606,E01002464,7,290169.5031134154,1764125.9886656022
606,E01002512,7,61054.79644207707,1764125.9886656022
606,E01002513,7,464868.9560118769,1764125.9886656022
606,E01002516,7,98553.83396802675,1764125.9886656022
607,E01000855,1,16805.363848011883,422880.4993879572
607,E01000914,1,223098.50162792616,422880.4993879572
607,E01000915,1,34796.0177062617,422880.4993879572
607,E01000918,1,128296.17360985288,422880.4993879572
607,E01000920,1,128.78529049282625,422880.4993879572
607,E01004735,1,19755.65730541179,422880.4993879572
608,E01002825,4,67866.85958650148,894697.8334619497
608,E01002828,1,48664.94420993604,894697.8334619497
608,E01002833,3,107.55286604314352,894697.8334619497
608,E01002864,4,89823.17389024913,894697.8334619497
608,E01002865,2,120.9201972026822,894697.8334619497
608,E01002866,4,7468.846855813437,894697.8334619497
608,E01002868,4,211600.66531412708,894697.8334619497
608,E01002869,3,19382.037591980363,894697.8334619497
608,E01002871,3,193561.36890235086,894697.8334619497
608,E01002872,3,48187.35247237278,894697.8334619497
608,E01002873,3,20934.509306666358,894697.8334619497
608,E01002875,4,82317.78834594606,894697.8334619497
608,E01002882,2,59755.80978142048,894697.8334619497
608,E01002883,2,44906.004141339814,894697.8334619497
609,E01002730,3,9498.07285475099,823543.9037180755
609,E01002739,2,22914.851067714706,823543.9037180755
609,E01002745,2,3246.082333717306,823543.9037180755
609,E01002751,2,13327.916210391202,823543.9037180755
609,E01002762,2,96544.00476610099,823543.9037180755
609,E01002763,2,89834.2674842084,823543.9037180755
609,E01002765,2,461.52880705586676,823543.9037180755
609,E01002767,2,79043.37526215655,823543.9037180755
609,E01002786,1,42874.026772862846,823543.9037180755
609,E01002787,2,15169.489254335496,823543.9037180755
609,E01002795,3,8749.744706253237,823543.9037180755
609,E01033486,3,26617.005892697307,823543.9037180755
609,E01033487,2,6172.1753108435505,823543.9037180755
609,E01033488,2,96112.162301205,823543.9037180755
609,E01033491,2,192552.01527029608,823543.9037180755
609,E01035652,2,50215.66781061318,823543.9037180755
609,E01035653,2,55431.871668832755,823543.9037180755
609,E01035654,2,14779.645944040016,823543.9037180755
610,E01002285,6,345115.3876728144,1874927.3845493048
610,E01002286,6,56486.095053079734,1874927.3845493048
610,E01002288,6,17807.26612702049,1874927.3845493048
610,E01002289,6,41600.19725840821,1874927.3845493048
610,E01002290,6,313114.3213631871,1874927.3845493048
610,E01002291,6,303191.73701233114,1874927.3845493048
610,E01002292,7,102763.9709024169,1874927.3845493048
610,E01002360,6,147121.73031139304,1874927.3845493048
610,E01002361,3,118492.39146683531,1874927.3845493048
610,E01002363,5,91859.21916919196,1874927.3845493048
610,E01002364,4,239123.88765230143,1874927.3845493048
610,E01002366,5,98251.180560325,1874927.3845493048
611,E01002621,5,52693.59489259994,1502304.3526405713
611,E01002628,5,29538.58149255269,1502304.3526405713
611,E01002629,4,414894.8292332019,1502304.3526405713
611,E01002640,4,20926.347846922137,1502304.3526405713
611,E01002641,2,156683.99588977208,1502304.3526405713
611,E01002645,3,49268.53349498939,1502304.3526405713
611,E01002646,5,16451.81070119842,1502304.3526405713
611,E01002649,5,28363.14189340505,1502304.3526405713
611,E01002662,4,190608.66355784424,1502304.3526405713
611,E01002663,4,10455.265597815649,1502304.3526405713
611,E01033083,2,133517.10557002822,1502304.3526405713
611,E01033084,2,97209.79091003297,1502304.3526405713
611,E01034038,4,144351.4456733426,1502304.3526405713
611,E01034039,4,19411.962532409343,1502304.3526405713
611,E01034040,2,112169.07563550033,1502304.3526405713
611,E01034041,5,25760.207718956455,1502304.3526405713
612,E01002629,4,12125.264133039287,1259605.4991851554
612,E01002630,5,96299.9447115759,1259605.4991851554
612,E01002639,5,190060.77212902118,1259605.4991851554
612,E01002640,4,145817.07925258737,1259605.4991851554
612,E01002641,2,24097.01810561741,1259605.4991851554
612,E01002643,5,225745.20705788047,1259605.4991851554
612,E01002645,3,136748.37590886772,1259605.4991851554
612,E01002653,6,12311.238165438257,1259605.4991851554
612,E01002658,5,2671.7148748234486,1259605.4991851554
612,E01002659,6,17570.08173013384,1259605.4991851554
612,E01002674,5,16926.743959532083,1259605.4991851554
612,E01002677,5,31358.21802752236,1259605.4991851554
612,E01033083,2,10938.269740350077,1259605.4991851554
612,E01033084,2,13663.656461928336,1259605.4991851554
612,E01034036,3,121756.72166709995,1259605.4991851554
612,E01034037,2,201515.19325973766,1259605.4991851554
613,E01002587,5,122754.53475780852,1947103.2244408661
613,E01002588,3,4789.997591149693,1947103.2244408661
613,E01002589,5,35232.99331174049,1947103.2244408661
613,E01002618,5,48245.639261524346,1947103.2244408661
613,E01002619,5,75741.99249513591,1947103.2244408661
613,E01002621,5,129022.42255229663,1947103.2244408661
613,E01002622,4,199351.57218684725,1947103.2244408661
613,E01002623,6,259744.1503811408,1947103.2244408661
613,E01002624,5,209411.33696726782,1947103.2244408661
613,E01002629,4,388.0734136091529,1947103.2244408661
613,E01002635,5,111688.96901139377,1947103.2244408661
613,E01002636,5,19753.168429309888,1947103.2244408661
613,E01002660,4,178639.9989516936,1947103.2244408661
613,E01002661,5,285841.64800561307,1947103.2244408661
613,E01002662,4,40118.10007217468,1947103.2244408661
613,E01002663,4,161368.6439452881,1947103.2244408661
613,E01002665,4,2118.912209075913,1947103.2244408661
613,E01002666,5,62891.07089779664,1947103.2244408661
614,E01004690,1,44645.99913354029,801272.1135426784
614,E01004691,1,297818.56898204883,801272.1135426784
614,E01004731,1,57384.211082658934,801272.1135426784
614,E01004736,1,43973.86978226578,801272.1135426784
614,E01004761,1,103657.71336724646,801272.1135426784
614,E01004762,1,31364.90038300666,801272.1135426784
614,E01035718,4,222426.85081191143,801272.1135426784
615,E01002458,7,141310.29898155137,1443016.4545481503
615,E01002459,5,70144.03855529275,1443016.4545481503
615,E01002460,6,370941.6099042211,1443016.4545481503
615,E01002462,7,6828.6421950692,1443016.4545481503
615,E01002463,7,105826.86246526461,1443016.4545481503
615,E01002464,7,340065.02974526933,1443016.4545481503
615,E01002494,7,350934.2043814079,1443016.4545481503
615,E01002537,6,56965.76832007418,1443016.4545481503
616,E01003015,1,4216.787342077123,1252937.2675523022
616,E01003099,4,21157.573319137216,1252937.2675523022
616,E01003101,2,27878.783734030607,1252937.2675523022
616,E01003105,2,56806.34200532624,1252937.2675523022
616,E01003106,2,105065.27183825198,1252937.2675523022
616,E01003107,2,109622.0326210001,1252937.2675523022
616,E01003108,2,65967.36006514748,1252937.2675523022
616,E01003110,1,105579.1849539064,1252937.2675523022
616,E01003111,2,61642.20714450563,1252937.2675523022
616,E01003112,1,11403.893524953666,1252937.2675523022
616,E01003933,1,3634.3488891135758,1252937.2675523022
616,E01003969,2,155.55551631777467,1252937.2675523022
616,E01003973,2,5351.990737463845,1252937.2675523022
616,E01003991,3,42126.33155234408,1252937.2675523022
616,E01003992,2,28854.822189045186,1252937.2675523022
616,E01003993,1,4386.004874353339,1252937.2675523022
616,E01003994,2,173686.2644036962,1252937.2675523022
616,E01003995,1,58745.748027846814,1252937.2675523022
616,E01003997,3,50729.4993394094,1252937.2675523022
616,E01003998,2,103467.64964682085,1252937.2675523022
616,E01003999,4,94290.67487746343,1252937.2675523022
616,E01032639,2,60287.75520705664,1252937.2675523022
616,E01032719,2,27840.227299236005,1252937.2675523022
616,E01033863,2,852.02835937699,1252937.2675523022
616,E01033876,1,3657.4377338801196,1252937.2675523022
616,E01033877,2,25531.49235054157,1252937.2675523022
617,E01000530,2,115459.9128753471,1387122.9892844737
617,E01000531,2,110005.14332015297,1387122.9892844737
617,E01000532,2,70405.79740718102,1387122.9892844737
617,E01000535,4,3343.573139233677,1387122.9892844737
617,E01000579,2,70039.57433863547,1387122.9892844737
617,E01000584,4,5766.826673358609,1387122.9892844737
617,E01000585,2,59187.034638867495,1387122.9892844737
617,E01000586,1,74283.11612588103,1387122.9892844737
617,E01001877,2,329545.0583515487,1387122.9892844737
617,E01002852,4,376321.7178631757,1387122.9892844737
617,E01002904,2,94987.62377037092,1387122.9892844737
617,E01002905,2,8770.55730908246,1387122.9892844737
617,E01002906,2,10599.045504912707,1387122.9892844737
617,E01002907,2,12900.418167647826,1387122.9892844737
617,E01004720,2,18322.023551848284,1387122.9892844737
617,E01035484,4,27185.566247229788,1387122.9892844737
618,E01001851,2,47407.45457254024,929805.9488853639
618,E01001852,2,2808.5390902226836,929805.9488853639
618,E01001855,2,62750.50573419183,929805.9488853639
618,E01001856,2,92.3798452287185,929805.9488853639
618,E01001866,2,167440.8104814564,929805.9488853639
618,E01001868,3,6975.23435295697,929805.9488853639
618,E01001869,2,41585.38021444299,929805.9488853639
618,E01001870,2,1880.531897721856,929805.9488853639
618,E01001871,2,23020.249318702303,929805.9488853639
618,E01001873,2,59787.90906218392,929805.9488853639
618,E01002814,2,69406.45424948695,929805.9488853639
618,E01002817,1,26578.94797958432,929805.9488853639
618,E01002864,4,212677.32798174725,929805.9488853639
618,E01002865,2,762.7818630834453,929805.9488853639
618,E01002866,4,108612.7705445623,929805.9488853639
618,E01002867,2,83770.90727481843,929805.9488853639
618,E01002868,4,14247.764422433285,929805.9488853639
619,E01000866,2,35646.559428866276,802619.9716717013
619,E01000869,2,34818.07840440456,802619.9716717013
619,E01000870,2,82829.65764687702,802619.9716717013
619,E01000889,2,2060.277332030397,802619.9716717013
619,E01000921,2,59493.06602652273,802619.9716717013
619,E01000922,2,156298.22317304026,802619.9716717013
619,E01000923,2,14279.233226096754,802619.9716717013
619,E01000924,3,93873.49992547504,802619.9716717013
619,E01000925,1,81552.42886013619,802619.9716717013
619,E01000926,3,84403.21861837394,802619.9716717013
619,E01000927,4,2659.0722486280715,802619.9716717013
619,E01000928,2,125635.41950538676,802619.9716717013
619,E01002783,2,17012.59998452294,802619.9716717013
619,E01002784,3,11950.616725732738,802619.9716717013
619,E01035707,2,108.02056560763909,802619.9716717013
620,E01000536,5,300702.80323808367,1278831.7343218077
620,E01000538,7,27298.429001892026,1278831.7343218077
620,E01000540,5,100489.05324621874,1278831.7343218077
620,E01000541,5,26800.030242476685,1278831.7343218077
620,E01000568,2,54672.84734099922,1278831.7343218077
620,E01002127,5,168148.56948569228,1278831.7343218077
620,E01002131,4,118923.64126845419,1278831.7343218077
620,E01002172,5,43117.05963012031,1278831.7343218077
620,E01002173,4,43420.14382004187,1278831.7343218077
620,E01002174,5,1768.1992399418882,1278831.7343218077
620,E01002175,4,12165.72523271545,1278831.7343218077
620,E01002176,5,363737.69113261113,1278831.7343218077
620,E01034595,4,17587.541442560178,1278831.7343218077
621,E01003846,6,186569.43355998394,1939140.6142413875
621,E01003847,7,698690.2918990973,1939140.6142413875
621,E01003848,5,104408.59779877472,1939140.6142413875
621,E01003849,3,228081.42412446006,1939140.6142413875
621,E01003851,6,109100.07161580972,1939140.6142413875
621,E01003864,5,37641.631560073685,1939140.6142413875
621,E01033570,5,323559.28634569433,1939140.6142413875
621,E01033571,6,251089.87733749367,1939140.6142413875
622,E01000490,1,26288.6372226982,919849.1304109326
622,E01000494,4,28051.293386413334,919849.1304109326
622,E01000495,4,141881.0446074185,919849.1304109326
622,E01000558,4,98525.34028469719,919849.1304109326
622,E01000560,5,32036.767027303576,919849.1304109326
622,E01000561,5,111508.70156188199,919849.1304109326
622,E01000871,4,48944.649820853716,919849.1304109326
622,E01000872,2,69080.43199973169,919849.1304109326
622,E01000873,4,89779.81058252856,919849.1304109326
622,E01000874,2,4640.8227421609035,919849.1304109326
622,E01000875,4,119285.21346263621,919849.1304109326
622,E01000876,2,112437.05831249598,919849.1304109326
622,E01000877,2,1358.9330715530527,919849.1304109326
622,E01000971,3,19179.66159682129,919849.1304109326
622,E01000974,2,16850.764731738396,919849.1304109326
623,E01000544,2,97752.042861131,551991.5106491527
623,E01000548,2,8154.431085297432,551991.5106491527
623,E01000549,4,48076.014955144594,551991.5106491527
623,E01000550,3,134855.56524199687,551991.5106491527
623,E01000551,2,63795.47763311914,551991.5106491527
