cluster,low,medium,high
0,33.61344537815126,45.378151260504204,21.008403361344538
1,6.666666666666667,20.0,73.33333333333333
2,4.545454545454546,34.090909090909086,61.36363636363637
3,5.263157894736842,34.21052631578947,60.526315789473685
4,83.33333333333334,9.25925925925926,7.4074074074074066
