NLC,total_activity,log_total_activity,direction_balance,midnight_share_common_window,night_tube_extension_share,common_window_persistence,weekend_common_ratio,volume_band,cluster,max_posterior,entropy,tot_entry,tot_exit
606,5033.7673670486,8.52412260091716,-0.5651892003677357,0.046587546483210174,0.022604576681302363,0.06660747152751662,0.7403509476046156,low,4,1.0,1.0585583005664934e-12,1094.3682070146006,3939.399160034002
607,78108.5121816356,11.265867123310684,0.44624469747098805,0.03243847660603424,0.054399329388635675,0.05158656057837973,0.6566308235091319,high,3,1.0,1.3693306187204541e-46,56482.01078501932,21626.501396616324
608,9688.435023170507,9.17879139804264,-0.09033437895355007,0.03018512866482849,0.061172573410436866,0.04364061165697363,0.8079360771935399,low,0,1.0,5.7164836749643806e-42,4406.618131160289,5281.816892010216
609,19454.85124198522,9.875903138868305,-0.28667140771340455,0.03992769275649902,0.06537253499708645,0.0633810685175197,0.7917257486431648,medium,0,1.0,2.818198627989689e-13,6938.850824795222,12516.000417189996
610,5217.643264494206,8.559992736077527,-0.5456017675351281,0.034163934644171785,0.025756148657096228,0.047415098288727545,0.5306449954594624,low,4,1.0,2.289920252124105e-58,1185.4439385092048,4032.199325984999
611,12891.717227282837,9.46441787490342,-0.5776719412700608,0.040416550686431754,0.10479009007512952,0.06446817076168443,0.7455072109862989,medium,0,1.0,1.2943474301150768e-29,2722.266955146836,10169.450272136
612,15190.912558492077,9.628518496715426,-0.5930274402165452,0.05036109714425787,0.09879919916534785,0.08125496813139801,0.8258168992963381,medium,0,1.0,2.3927802765727024e-16,3091.1422846880737,12099.770273803992
613,13017.387498716109,9.474118060067884,-0.6006911700446125,0.049126735656502045,0.11328954294921967,0.08607543785993023,0.8750126911811312,medium,2,1.0,6.309457553120763e-52,2598.978885594109,10418.408613122005
614,12605.611389443357,9.44197666877349,0.45896341526570017,0.032080460319932586,0.05208519767792978,0.04818673763585619,1.0019379599149771,medium,3,1.0,1.2692402963856983e-24,9195.56292212724,3410.0484673161127
615,2676.8259899501095,7.892760546526131,-0.5001230047972149,0.04524082153263465,0.02314376021815866,0.06526733977013904,0.6591109360162997,low,4,1.0,7.389191786524079e-22,669.041866268491,2007.7841236816184
616,24099.610969973175,10.089992470608573,-0.31032078626873993,0.046772991129844586,0.11158984797986164,0.07781126510258575,0.9181338332675135,medium,2,0.99999823866388,2.50980468502938e-05,8310.500372500175,15789.110597473
617,7717.091938522844,8.951322454247766,-0.4452021105620759,0.036601682176938224,0.0045046706116654645,0.05632321999461835,0.7386838796795993,low,0,1.0,2.98751596577216e-29,2140.7131600454486,5576.3787784774
618,7333.852332693101,8.900392558498918,0.1338237983301062,0.00862662691345295,0.0,0.01118057724816481,0.7225740162158849,low,3,1.0,1.5390917267441313e-67,4157.6481541231005,3176.2041785699994
619,36157.22404843622,10.495659699595246,-0.09543216623246802,0.0428803700420967,0.010430937569663753,0.07951093979394185,0.6700040985372763,high,1,1.0,1.0749086933043258e-129,16353.330916270634,19803.893132165587
620,6295.588194871733,8.747763209315442,-0.30912572206521427,0.026861328888064362,0.0015067236143108372,0.03978020676012212,0.761888570710802,low,4,0.9988272597553466,0.0090908384872036,2174.729974153384,4120.85822071835
621,10319.008571645678,9.24183986962103,-0.28072049271533567,0.03135728026682703,0.00677556572740621,0.04459913566576948,0.7443293431809562,low,4,1.0,3.877185896507869e-41,3711.125700539765,6607.8828711059095
622,23731.101042503033,10.0745838850175,-0.3258195635158223,0.04507720275563334,0.07416819743933628,0.07280980528907086,0.8567822672940735,medium,0,1.0,1.112050155830648e-20,7999.522029542407,15731.579012960625
623,11624.4802323496,9.360954539911953,-0.3407750542450632,0.03328207664843337,0.004892383463297307,0.05260738409107838,0.9181962588365514,low,0,1.0,7.34660884159733e-25,3831.573675300002,7792.906557049599
624,14060.267345211198,9.551179299653164,-0.5230652302054313,0.039505684519969046,0.06808194795840905,0.05649342500035346,0.7180512890117497,medium,4,0.9999999999979536,5.4436669728156797e-11,3352.9151847691983,10707.352160442
625,313398.16277603334,12.655232937477495,0.05618820819191764,0.029970118769432827,0.034943527508063614,0.046075925807526986,1.0242774648187376,high,2,1.0,2.004934700698126e-23,165503.72199652885,147894.4407795046
626,54043.997490959824,10.897572265425282,0.5291704855708702,0.01939985869623861,0.017103542131421665,0.026497183795379974,1.037334313803709,high,3,1.0,2.4094859600743288e-48,41321.24294272093,12722.754548238869
627,17937.169905856248,9.794686118472551,0.009370777417898275,0.02680665291520208,0.0059100326228493085,0.03852270209601093,0.9132777459732705,medium,0,1.0,5.5492272239431e-23,9052.627566275532,8884.542339580723
628,10093.125260867195,9.219708876261214,-0.1291738913067634,0.02383311442953321,0.0018385869268323402,0.03801809083617725,0.8740661762501702,low,2,1.0,1.5259082378830362e-13,4394.678497737194,5698.446763130001
629,13276.119881748209,9.493797523134962,-0.15712593497748537,0.038159751118911164,0.0781245247036314,0.06392601419945156,1.1365098711981643,medium,2,1.0,4.7317295568408175e-40,5595.048566227669,7681.071315520538
630,7276.033900368644,8.892478626900017,-0.01243309835539354,0.02385590058637687,0.0075587615254499784,0.033293552223048355,0.6134817401278747,low,0,0.9999997001341848,4.80383059549739e-06,3592.785127624092,3683.248772744552
631,177710.57140677536,12.087917129674764,0.42097197974980527,0.039897213802099984,0.06692926914127502,0.07215116415418514,1.275902825984556,high,1,1.0,3.0865923840760246e-106,126260.87123717726,51449.700169598014
632,37261.88536960852,10.525753079955217,-0.44579658863681687,0.04794741563749716,0.05545778094562566,0.07619616153267246,0.7683052209695594,high,0,1.0,3.805033611911518e-36,10325.331992830475,26936.55337677805
633,28391.68608191828,10.253886858655331,-0.44697338351768817,0.04749441155417199,0.06625244668731198,0.07431670287302296,0.7676852279233954,high,0,1.0,8.027571053324009e-44,7850.679045055606,20541.00703686268
634,250943.71096799368,12.4329879188219,0.0974813603405162,0.03077717577403237,0.035516326820690274,0.04644442219668876,0.6971790239588688,high,3,1.0,7.45736017426651e-43,137703.02264102545,113240.68832696816
635,234113.10674125867,12.363563911130619,0.08529878659619458,0.03381500503084112,0.02582613620841149,0.05297389775865903,0.9824964909543061,high,2,1.0,9.045735039055212e-16,127041.33533627666,107071.77140498198
636,9963.012959245809,9.20673517698799,-0.5705958247550419,0.053718068817663826,0.1044446003387189,0.08027409294363493,0.686979523264093,low,0,0.9996845056092728,0.0028587615252609,2139.079681359888,7823.933277885923
637,11966.7092305462,9.389967404343096,-0.28750589163302476,0.028283457961884587,0.0034963306548234127,0.04193325958052102,0.7403277103067168,medium,0,1.0,7.958413246879819e-29,4263.104911652434,7703.604318893763
638,28096.915124325034,10.243450657705385,-0.4445070150203815,0.04987238169001114,0.0714651871613663,0.08172160713588113,0.8465091555580193,high,0,1.0,2.282135090507901e-28,7803.819625565152,20293.09549875989
639,13052.889124262145,9.476841385537378,0.4889057488763889,0.01858377753831895,0.0008451509406451098,0.025377263562156624,0.4270171126079972,medium,3,1.0,7.305256594149108e-191,9717.260828280005,3335.628295982146
640,36701.3965936104,10.510597334188773,0.32074020367472883,0.032478869397061516,0.05880113627731023,0.049900525554473864,0.9775913336376625,high,2,0.9999999999995453,1.514379174279072e-11,24236.505006095995,12464.8915875144
641,35055.18080090951,10.464707219310238,-0.2193339528070409,0.016389851486014555,0.0004136058666429949,0.02421135322424389,0.882152655228751,high,0,0.9999999999590728,1.0200477667511046e-09,13683.19471474027,21371.986086169232
