cluster,log_total_activity,direction_balance,midnight_share_common_window,night_tube_extension_share,weekend_common_ratio
0,-0.039154341135110786,-0.22147771302210467,0.20956115612388915,0.4694309554620968,0.002961607039053672
1,1.006957285274199,1.3297926566815974,-0.38133849712506124,0.23524628780791326,1.5058642656766916
2,0.5141595197677866,0.3944022980608616,-0.2593289580555632,0.10143092791120285,1.07109604920832
3,0.4946542004339246,1.3656417760956288,-1.0326631791881693,-0.3022020420943546,-0.49121107562653993
4,-0.7673776440158089,-0.46031646611739185,0.2195492511231793,-0.2016871550256926,-0.502898557130937
