run,seed,K,reference_cluster,matched_candidate_cluster,jaccard,recall,precision
19,10061,7,1,6,0.6363636363636364,0.7880794701986755,0.7677419354838709
19,10061,7,2,5,0.5797101449275363,0.5970149253731343,0.9523809523809523
19,10061,7,3,4,0.2857142857142857,0.43333333333333335,0.45614035087719296
19,10061,7,4,2,0.2777777777777778,0.47619047619047616,0.4
19,10061,7,5,1,0.5697674418604651,0.765625,0.6901408450704225
19,10061,7,6,3,0.7333333333333333,1.0,0.7333333333333333
20,10062,5,0,1,0.9024390243902439,0.9098360655737705,0.9910714285714286
20,10062,5,1,0,0.9259259259259259,1.0,0.9259259259259259
20,10062,5,2,4,0.7857142857142857,0.9166666666666666,0.8461538461538461
20,10062,5,3,2,0.9467455621301775,0.9815950920245399,0.963855421686747
20,10062,5,4,3,0.8666666666666667,0.9512195121951219,0.9069767441860465
20,10062,7,0,1,0.9333333333333333,0.9333333333333333,1.0
20,10062,7,1,2,0.9411764705882353,0.9536423841059603,0.9863013698630136
20,10062,7,2,4,0.9701492537313433,0.9701492537313433,1.0
20,10062,7,3,0,0.9047619047619048,0.95,0.95
20,10062,7,4,5,0.6206896551724138,0.8571428571428571,0.6923076923076923
20,10062,7,5,6,0.9545454545454546,0.984375,0.9692307692307692
20,10062,7,6,3,0.7857142857142857,1.0,0.7857142857142857
