K,runs,ARI_mean,ARI_sd,ARI_median,ARI_q025,ARI_q975,ARI_min,ARI_max,BIC_mean,BIC_sd,BIC_median,BIC_q025,BIC_q975,BIC_min,BIC_max,convergence_rate,total_convergence_warnings
6,20,0.5982111695246837,0.1726807278994539,0.6494553012110916,0.33930969713157344,0.8463874659047754,0.32903338015378497,0.882776171981882,-1500087.1132210682,701.7610238224211,-1500076.41055704,-1501420.2198691757,-1498835.6345376782,-1501603.5693012557,-1498770.345590069,1.0,0
7,20,0.5094034641797343,0.14836362352971555,0.43362519514332715,0.3634797694474391,0.8105903436843814,0.3567443159829101,0.8271998881597917,-1499880.9394170814,781.642897245277,-1499796.2475832084,-1501238.1859201211,-1498702.2698123045,-1501399.899169611,-1498670.1640725422,1.0,0
