iteration,K,sample_unique_n,model_seed,adjusted_rand_index,converged,n_iter,convergence_warnings
35,7,252,457275014,0.4556288391699492,True,20,0
36,5,260,402074712,0.5561049899788891,True,12,0
36,7,260,402074714,0.4661479562021484,True,24,0
37,5,246,574022464,0.7322805542264283,True,14,0
37,7,246,574022466,0.6332245693852725,True,11,0
38,5,246,531122690,0.617702235560082,True,9,0
38,7,246,531122692,0.4440794499584025,True,23,0
39,5,245,392382433,0.5906444781360227,True,8,0
39,7,245,392382435,0.5507805219073567,True,14,0
40,5,255,2000498403,0.33513193412406445,True,16,0
40,7,255,2000498405,0.5876640150086988,True,16,0
41,5,253,2017652169,0.654665857570551,True,33,0
41,7,253,2017652171,0.6680282951213214,True,20,0
42,5,251,1462612380,0.21306663473070322,True,19,0
42,7,251,1462612382,0.5414191508688948,True,10,0
43,5,243,1213103885,0.6086734117134643,True,12,0
43,7,243,1213103887,0.6224249791281198,True,10,0
44,5,247,503854048,0.38690274510848344,True,31,0
44,7,247,503854050,0.4577131667430293,True,9,0
45,5,259,1584482501,0.4038802908528784,True,19,0
45,7,259,1584482503,0.5031939983982723,True,25,0
46,5,250,368770443,0.4083965569411984,True,25,0
46,7,250,368770445,0.5133617154702902,True,13,0
47,5,254,871887778,0.6265979309093318,True,21,0
47,7,254,871887780,0.43299275713303365,True,13,0
48,5,265,17071821,0.3550022937266007,True,13,0
48,7,265,17071823,0.422044364990279,True,21,0
49,5,257,1183738936,0.4427005169141483,True,21,0
49,7,257,1183738938,0.32649951215410383,True,21,0
50,5,252,351149109,0.7868275631381086,True,34,0
50,7,252,351149111,0.6668333407581534,True,18,0
51,5,247,835843792,0.45651349173331257,True,9,0
51,7,247,835843794,0.370126386428013,True,26,0
52,5,257,1093653457,0.780507050721378,True,19,0
52,7,257,1093653459,0.6750085463606473,True,16,0
53,5,256,666600893,0.26692185079720315,True,19,0
53,7,256,666600895,0.23884349122538726,True,28,0
54,5,256,835436125,0.3766975749939757,True,19,0
54,7,256,835436127,0.42457355690950527,True,8,0
55,5,250,1108888913,0.6734503327031104,True,17,0
55,7,250,1108888915,0.6363045333540384,True,28,0
56,5,258,467239578,0.4117460918292046,True,10,0
56,7,258,467239580,0.2769076058381143,True,32,0
57,5,256,718444677,0.31234233125580313,True,10,0
57,7,256,718444679,0.34207212361796946,True,26,0
58,5,253,887220036,0.3533048534834887,True,15,0
58,7,253,887220038,0.5814942405023429,True,13,0
59,5,248,1720401011,0.5933905196025419,True,9,0
59,7,248,1720401013,0.4633185510496725,True,8,0
60,5,256,1163693800,0.5325745868037912,True,24,0
60,7,256,1163693802,0.3267733040760412,True,30,0
61,5,253,374693046,0.3256081030455843,True,48,0
61,7,253,374693048,0.5478007291776167,True,20,0
62,5,257,2011389097,0.30807401556228436,True,22,0
62,7,257,2011389099,0.2948869139746013,True,35,0
63,5,254,1928741437,0.45824881108125165,True,19,0
63,7,254,1928741439,0.4836239188316157,True,16,0
64,5,258,1815095433,0.40559129327683563,True,24,0
64,7,258,1815095435,0.3666763011577959,True,17,0
65,5,266,827389225,0.40724689760549565,True,11,0
65,7,266,827389227,0.18020445515351644,True,19,0
66,5,253,813748716,0.6242355179086808,True,22,0
66,7,253,813748718,0.401409667856391,True,23,0
67,5,256,221348866,0.654031499564454,True,15,0
67,7,256,221348868,0.6277118624772385,True,7,0
68,5,248,754923556,0.3694076453779875,True,22,0
68,7,248,754923558,0.3399158503427841,True,17,0
69,5,255,670267288,0.5109580189500745,True,18,0
69,7,255,670267290,0.2720411220603624,True,14,0
70,5,258,488160087,0.3758225300494412,True,17,0
70,7,258,488160089,0.41323024603461145,True,29,0
71,5,249,355561749,0.8519952460138658,True,31,0
71,7,249,355561751,0.6993731480126285,True,18,0
72,5,264,594711831,0.5060624675449344,True,16,0
72,7,264,594711833,0.6063794382061327,True,10,0
73,5,246,1478238704,0.704896203814502,True,46,0
73,7,246,1478238706,0.5232692023757025,True,13,0
74,5,264,1849885534,0.4590935972063625,True,23,0
74,7,264,1849885536,0.3858164501069649,True,16,0
75,5,251,2052748283,0.6716880673147865,True,20,0
75,7,251,2052748285,0.47982458897883745,True,13,0
76,5,252,266000566,0.8091144570324256,True,23,0
76,7,252,266000568,0.48443822293318406,True,12,0
77,5,258,1554856655,0.6428528421979128,True,12,0
77,7,258,1554856657,0.7124004544245658,True,23,0
78,5,250,838377290,0.6276011505313931,True,23,0
78,7,250,838377292,0.3108432681972451,True,22,0
79,5,250,2017079639,0.45237829398126356,True,16,0
79,7,250,2017079641,0.2953023581989764,True,19,0
80,5,255,637750499,0.6273497719646711,True,21,0
80,7,255,637750501,0.6527519078919174,True,24,0
81,5,252,1971957769,0.5076472162917366,True,19,0
81,7,252,1971957771,0.3008624079499364,True,21,0
82,5,261,1343204178,0.5508533307454738,True,23,0
82,7,261,1343204180,0.5728351368033981,True,16,0
83,5,249,1259833155,0.37318294243937045,True,17,0
83,7,249,1259833157,0.37029056131332844,True,14,0
84,5,259,638879683,0.5137971809794892,True,21,0
84,7,259,638879685,0.558516047080977,True,10,0
85,5,265,1197806195,0.6420292510047884,True,16,0
85,7,265,1197806197,0.612822601166344,True,27,0
86,5,255,1412988330,0.6673286447044429,True,44,0
86,7,255,1412988332,0.5979353097180687,True,13,0
87,5,256,1190799129,0.38566917097776954,True,23,0
87,7,256,1190799131,0.606303001227154,True,17,0
88,5,257,793385450,0.8900805443397034,True,14,0
88,7,257,793385452,0.47259448509333785,True,45,0
89,5,259,928308832,0.4028541529371317,True,17,0
89,7,259,928308834,0.4035724721550621,True,13,0
90,5,261,993911072,0.33730884766166297,True,25,0
90,7,261,993911074,0.3752739450299144,True,19,0
91,5,259,1311110001,0.7614897675239591,True,15,0
91,7,259,1311110003,0.6610366030105642,True,15,0
92,5,250,1728953872,0.3721343311080446,True,18,0
92,7,250,1728953874,0.27793135887141684,True,21,0
93,5,259,1209031664,0.33699720655661203,True,24,0
93,7,259,1209031666,0.6003131788452729,True,48,0
94,5,262,2119500873,0.22232991606501432,True,11,0
94,7,262,2119500875,0.3181112583880361,True,9,0
95,5,259,1221661337,0.3989154644769387,True,20,0
95,7,259,1221661339,0.2589301175031983,True,9,0
96,5,261,460605459,0.35026720374870585,True,20,0
96,7,261,460605461,0.3703924837454342,True,17,0
97,5,260,127733636,0.7423636748894537,True,35,0
97,7,260,127733638,0.4662911339079316,True,18,0
98,5,251,2051030674,0.2984160858327488,True,19,0
98,7,251,2051030676,0.3325484412130505,True,11,0
99,5,255,1922781286,0.47074133283920266,True,15,0
99,7,255,1922781288,0.5897353438254629,True,31,0
100,5,251,910646536,0.5774455236516266,True,27,0
100,7,251,910646538,0.5464395745926578,True,35,0
101,5,251,1715640004,0.6303219238447575,True,17,0
101,7,251,1715640006,0.45186993046086893,True,27,0
102,5,257,1095415549,0.5155360433007694,True,17,0
102,7,257,1095415551,0.5196589371435728,True,23,0
103,5,255,766816461,0.410554587985009,True,19,0
103,7,255,766816463,0.31871561149775496,True,14,0
104,5,270,201434267,0.3453897393210113,True,31,0
104,7,270,201434269,0.4434210960495207,True,17,0
105,5,262,917373278,0.45793566342777253,True,20,0
105,7,262,917373280,0.4716418793557715,True,13,0
106,5,253,253934437,0.48221533492986723,True,12,0
106,7,253,253934439,0.4390834841094162,True,11,0
107,5,254,1051327038,0.4617003947794478,True,20,0
107,7,254,1051327040,0.3406993673034018,True,23,0
108,5,255,1070974838,0.4390280213572065,True,9,0
108,7,255,1070974840,0.4963062748999913,True,13,0
109,5,259,1718145641,0.4317140420442293,True,14,0
109,7,259,1718145643,0.498278502243579,True,17,0
110,5,258,466666238,0.347722547457484,True,19,0
110,7,258,466666240,0.7453793991975488,True,23,0
111,5,255,1127679584,0.32947249800698836,True,20,0
111,7,255,1127679586,0.3654615092622696,True,6,0
112,5,246,1466316080,0.3549291534981469,True,20,0
112,7,246,1466316082,0.567512033276141,True,9,0
113,5,251,2068892209,0.34252171392175673,True,9,0
113,7,251,2068892211,0.5715622525633565,True,17,0
114,5,263,157086746,0.6908650634310862,True,16,0
114,7,263,157086748,0.5498830663801944,True,27,0
115,5,250,113217701,0.31595926671053426,True,11,0
115,7,250,113217703,0.22495128315800364,True,8,0
116,5,250,240899040,0.3424990163483411,True,14,0
116,7,250,240899042,0.3259252346337856,True,22,0
117,5,255,1169010683,0.3114503726615416,True,7,0
117,7,255,1169010685,0.36200084925771,True,11,0
118,5,245,1298287313,0.41588760999026897,True,10,0
118,7,245,1298287315,0.45821119266706056,True,19,0
119,5,250,1726938042,0.27785681976708304,True,10,0
119,7,250,1726938044,0.26533467062812444,True,53,0
120,5,251,1596401718,0.3257133361595895,True,21,0
120,7,251,1596401720,0.3704723352262367,True,13,0
121,5,271,1200358114,0.6408885496681023,True,23,0
121,7,271,1200358116,0.7078394829874359,True,20,0
122,5,247,1919318508,0.7258025406327144,True,26,0
122,7,247,1919318510,0.7758511313203,True,27,0
123,5,261,1302116869,0.33727544778152785,True,21,0
123,7,261,1302116871,0.3079069588019585,True,18,0
124,5,266,973248929,0.7253609836070182,True,9,0
124,7,266,973248931,0.33234852621621624,True,14,0
125,5,265,343188591,0.2980816681498704,True,23,0
125,7,265,343188593,0.6229225820852256,True,22,0
126,5,261,418145150,0.3841799640214644,True,29,0
126,7,261,418145152,0.26528969357720505,True,55,0
127,5,261,665038401,0.5155038335030135,True,34,0
127,7,261,665038403,0.5976679144684449,True,19,0
128,5,257,506920056,0.7672076351228827,True,17,0
128,7,257,506920058,0.335282575796862,True,21,0
129,5,250,426683389,0.3768959687510388,True,27,0
129,7,250,426683391,0.6975208917812903,True,10,0
130,5,256,1695073923,0.5521226172647563,True,19,0
130,7,256,1695073925,0.5031947432306157,True,31,0
131,5,249,2078296076,0.660309313808613,True,23,0
131,7,249,2078296078,0.49083369438818153,True,12,0
132,5,251,596514635,0.32085595013835316,True,16,0
132,7,251,596514637,0.3326722509530104,True,20,0
133,5,264,514212945,0.5619099623089873,True,13,0
133,7,264,514212947,0.4704371216182331,True,15,0
134,5,256,1420472363,0.75701187818872,True,24,0
134,7,256,1420472365,0.661360241026055,True,16,0
135,5,256,1323417295,0.5751566480067434,True,8,0
135,7,256,1323417297,0.5430316371346937,True,10,0
136,5,259,138562131,0.35588835556435805,True,22,0
136,7,259,138562133,0.4446110169703066,True,12,0
137,5,255,1297824268,0.46879097487804844,True,16,0
137,7,255,1297824270,0.5826162689810055,True,16,0
138,5,250,73781710,0.37674793996248457,True,46,0
138,7,250,73781712,0.5005182275837045,True,10,0
139,5,251,248314251,0.7240832092721454,True,12,0
139,7,251,248314253,0.34036896355225565,True,19,0
140,5,264,803029316,0.5253333653091796,True,20,0
140,7,264,803029318,0.37083419152642305,True,26,0
141,5,256,1183586745,0.47840200839749525,True,17,0
141,7,256,1183586747,0.5105813554156268,True,14,0
142,5,250,1737855937,0.38650057368145246,True,11,0
142,7,250,1737855939,0.4996948631963511,True,14,0
143,5,247,775991725,0.3042041561404243,True,26,0
143,7,247,775991727,0.6457296243487672,True,13,0
144,5,254,1983726363,0.7702477162517354,True,22,0
144,7,254,1983726365,0.32711015009114686,True,24,0
145,5,258,1026511056,0.3532384639464884,True,13,0
145,7,258,1026511058,0.3090945901964435,True,17,0
146,5,252,197430910,0.6872986507608914,True,35,0
146,7,252,197430912,0.6128159936399068,True,10,0
147,5,267,146556081,0.39580986326314266,True,16,0
147,7,267,146556083,0.44700699817252165,True,19,0
148,5,248,854463231,0.6559481873817525,True,29,0
148,7,248,854463233,0.37233355635482174,True,21,0
149,5,249,1416625867,0.7850718255164301,True,9,0
149,7,249,1416625869,0.2668985985483968,True,10,0
150,5,270,345143696,0.3664549277945497,True,33,0
150,7,270,345143698,0.5445426269819316,True,10,0
151,5,255,1242766288,0.3795443844242726,True,14,0
151,7,255,1242766290,0.7389135167352079,True,21,0
152,5,246,45412278,0.4426523060070517,True,28,0
152,7,246,45412280,0.658236931530691,True,8,0
153,5,256,1971063108,0.5373806813065158,True,7,0
153,7,256,1971063110,0.5294573983250701,True,17,0
154,5,256,1564092275,0.6466537916869461,True,9,0
154,7,256,1564092277,0.35061241437985763,True,13,0
155,5,262,1619326325,0.8375536551335064,True,28,0
155,7,262,1619326327,0.4653330178912108,True,10,0
156,5,265,631875891,0.5132728581270479,True,15,0
156,7,265,631875893,0.5585020573844026,True,6,0
157,5,260,1336229406,0.762821215811286,True,39,0
157,7,260,1336229408,0.6444648099585926,True,15,0
158,5,255,454293960,0.4443218030780761,True,9,0
158,7,255,454293962,0.5179343901865358,True,45,0
159,5,253,1120773721,0.3048914962635666,True,15,0
159,7,253,1120773723,0.47772986140217655,True,12,0
160,5,253,458374118,0.4268674557466355,True,18,0
160,7,253,458374120,0.21000590032648947,True,12,0
161,5,255,1707691281,0.6440085967985817,True,22,0
161,7,255,1707691283,0.34787061375324796,True,18,0
162,5,256,954438286,0.34153514300354526,True,32,0
162,7,256,954438288,0.6275688891023528,True,13,0
163,5,268,1764494059,0.5087274322979716,True,23,0
163,7,268,1764494061,0.3582945587385349,True,14,0
164,5,258,1064710376,0.5201498873131368,True,34,0
164,7,258,1064710378,0.5015156655809991,True,28,0
165,5,249,2139200099,0.2892823213243272,True,14,0
165,7,249,2139200101,0.3519624061868851,True,13,0
166,5,259,1404263564,0.6766840409665733,True,23,0
166,7,259,1404263566,0.7762501979405584,True,11,0
167,5,251,1765049517,0.763234184767475,True,20,0
167,7,251,1765049519,0.7017527905507682,True,22,0
168,5,254,862972812,0.23405669269615703,True,11,0
168,7,254,862972814,0.5060133782997089,True,7,0
169,5,258,981412431,0.33962974443317967,True,14,0
169,7,258,981412433,0.3228367584061627,True,17,0
170,5,250,516072134,0.6058864476155152,True,16,0
170,7,250,516072136,0.5894335813188143,True,12,0
171,5,254,1428153798,0.48468541870013393,True,15,0
171,7,254,1428153800,0.6567667568511698,True,42,0
172,5,240,206344232,0.4385353303448673,True,17,0
172,7,240,206344234,0.599839579373177,True,25,0
173,5,263,883189288,0.6439308929366139,True,53,0
173,7,263,883189290,0.3742440567561586,True,71,0
174,5,262,495800900,0.4101691119322838,True,24,0
174,7,262,495800902,0.30430351512565235,True,15,0
175,5,267,926481316,0.7443441485932202,True,28,0
175,7,267,926481318,0.5568267974145379,True,11,0
176,5,253,9119176,0.3624472419739305,True,10,0
176,7,253,9119178,0.5162040375534039,True,27,0
177,5,247,133978684,0.4413695854696361,True,20,0
177,7,247,133978686,0.5684196843600829,True,19,0
178,5,258,1789091200,0.2520207164714246,True,10,0
178,7,258,1789091202,0.6087460666847089,True,23,0
179,5,255,867415886,0.4669228791315383,True,26,0
179,7,255,867415888,0.274544491386592,True,17,0
180,5,259,1792365458,0.6460654458716149,True,21,0
180,7,259,1792365460,0.623804783770725,True,30,0
181,5,248,867358021,0.4116144523563411,True,25,0
181,7,248,867358023,0.2924626270888283,True,19,0
182,5,250,395991708,0.6185403714174992,True,13,0
182,7,250,395991710,0.4438183781035444,True,12,0
183,5,253,789182884,0.44720978248113374,True,30,0
183,7,253,789182886,0.5486351438020848,True,11,0
184,5,255,577518023,0.2804316311327424,True,22,0
184,7,255,577518025,0.2908890978194699,True,13,0
185,5,255,859167391,0.35219760342616696,True,14,0
185,7,255,859167393,0.5161934061642851,True,23,0
186,5,257,385892376,0.4350949865274734,True,18,0
186,7,257,385892378,0.31291154163703905,True,24,0
187,5,249,2073868579,0.6440183018142355,True,8,0
187,7,249,2073868581,0.5131254812099814,True,14,0
188,5,265,1942855767,0.43059086847067396,True,20,0
188,7,265,1942855769,0.6811296631513044,True,14,0
189,5,252,543434710,0.5560711925471261,True,15,0
189,7,252,543434712,0.5454390851873798,True,25,0
190,5,241,1019361447,0.31192900510834753,True,31,0
190,7,241,1019361449,0.6215605105337026,True,24,0
191,5,258,1140033635,0.5941883165852991,True,24,0
191,7,258,1140033637,0.5014886186401429,True,18,0
192,5,254,28487145,0.38162118192404626,True,9,0
192,7,254,28487147,0.5175516450231811,True,17,0
193,5,259,1413959350,0.6074831298512652,True,13,0
193,7,259,1413959352,0.2626923877285563,True,13,0
194,5,253,1074724894,0.4408050397663293,True,14,0
194,7,253,1074724896,0.6165831483763475,True,19,0
195,5,249,123160821,0.32839288914798914,True,15,0
195,7,249,123160823,0.4812984452288728,True,17,0
196,5,250,1671988561,0.28210759955475,True,30,0
196,7,250,1671988563,0.3839328940746785,True,9,0
197,5,256,1930075909,0.6970505965068504,True,14,0
197,7,256,1930075911,0.558633429803211,True,15,0
198,5,263,1889381306,0.36972632653856174,True,21,0
198,7,263,1889381308,0.3761898300598348,True,13,0
199,5,261,1403500162,0.39577711286017264,True,10,0
199,7,261,1403500164,0.2560236447044762,True,17,0
200,5,258,1473529906,0.7341458430119602,True,17,0
200,7,258,1473529908,0.4156163505069473,True,24,0
