iteration,K,reference_cluster,matched_candidate_cluster,jaccard,recall,precision,reference_size,candidate_size
11,7,1,6,0.5571428571428572,0.7748344370860927,0.6647727272727273,151,176
11,7,2,5,0.33663366336633666,0.5074626865671642,0.5,67,68
11,7,3,1,0.4523809523809524,0.6333333333333333,0.6129032258064516,60,62
11,7,4,3,0.32608695652173914,0.7142857142857143,0.375,21,40
11,7,5,2,0.012195121951219513,0.015625,0.05263157894736842,64,19
11,7,6,4,0.8181818181818182,0.8181818181818182,1.0,11,9
12,5,0,3,0.8515625,0.8934426229508197,0.9478260869565217,122,115
12,5,1,1,0.6578947368421053,1.0,0.6578947368421053,25,38
12,5,2,2,0.4117647058823529,0.5833333333333334,0.5833333333333334,12,12
12,5,3,0,0.8092485549132948,0.8588957055214724,0.9333333333333333,163,150
12,5,4,4,0.8,0.926829268292683,0.8539325842696629,82,89
12,7,0,4,0.627906976744186,0.9,0.675,30,40
12,7,1,1,0.7243589743589743,0.7483443708609272,0.9576271186440678,151,118
12,7,2,5,0.5194805194805194,0.5970149253731343,0.8,67,50
12,7,3,0,0.5287356321839081,0.7666666666666667,0.6301369863013698,60,73
12,7,4,6,0.6206896551724138,0.8571428571428571,0.6923076923076923,21,26
12,7,5,3,0.6021505376344086,0.875,0.6588235294117647,64,85
12,7,6,2,0.9166666666666666,1.0,0.9166666666666666,11,12
13,5,0,0,0.2845528455284553,0.28688524590163933,0.9722222222222222,122,36
13,5,1,2,0.2903225806451613,0.72,0.32727272727272727,25,55
13,5,2,3,0.36,0.75,0.4090909090909091,12,22
13,5,3,4,0.4959016393442623,0.7423312883435583,0.599009900990099,163,202
13,5,4,1,0.7272727272727273,0.8780487804878049,0.8089887640449438,82,89
13,7,0,6,0.7058823529411765,0.8,0.8571428571428571,30,28
13,7,1,1,0.32905982905982906,0.5099337748344371,0.48125,151,160
13,7,2,3,0.2647058823529412,0.26865671641791045,0.9473684210526315,67,19
13,7,3,5,0.6417910447761194,0.7166666666666667,0.86,60,50
13,7,4,4,0.3488372093023256,0.7142857142857143,0.40540540540540543,21,37
13,7,5,2,0.17424242424242425,0.359375,0.25274725274725274,64,91
13,7,6,0,0.5789473684210527,1.0,0.5789473684210527,11,19
14,5,0,3,0.738562091503268,0.9262295081967213,0.7847222222222222,122,144
14,5,1,4,0.5,0.68,0.6538461538461539,25,26
14,5,2,2,0.13793103448275862,0.3333333333333333,0.19047619047619047,12,21
14,5,3,0,0.75,0.7914110429447853,0.9347826086956522,163,138
14,5,4,1,0.6354166666666666,0.7439024390243902,0.8133333333333334,82,75
14,7,0,4,0.6764705882352942,0.7666666666666667,0.8518518518518519,30,27
14,7,1,0,0.5132743362831859,0.7682119205298014,0.6073298429319371,151,191
14,7,2,5,0.0,0.0,0.0,67,35
14,7,3,1,0.6329113924050633,0.8333333333333334,0.7246376811594203,60,69
14,7,4,3,0.2962962962962963,0.38095238095238093,0.5714285714285714,21,14
14,7,5,2,0.2696629213483146,0.375,0.4897959183673469,64,49
14,7,6,6,0.36363636363636365,0.7272727272727273,0.42105263157894735,11,19
15,5,0,1,0.3983739837398374,0.4016393442622951,0.98,122,50
15,5,1,2,0.6153846153846154,0.96,0.631578947368421,25,38
15,5,2,3,0.6111111111111112,0.9166666666666666,0.6470588235294118,12,17
15,5,3,4,0.6017316017316018,0.852760736196319,0.6714975845410628,163,207
15,5,4,0,0.7938144329896907,0.9390243902439024,0.8369565217391305,82,92
15,7,0,6,0.6,0.7,0.8076923076923077,30,26
15,7,1,2,0.9161290322580645,0.9403973509933775,0.9726027397260274,151,146
15,7,2,3,0.208955223880597,0.208955223880597,1.0,67,14
15,7,3,5,0.7105263157894737,0.9,0.7714285714285715,60,70
15,7,4,1,0.7307692307692307,0.9047619047619048,0.7916666666666666,21,24
15,7,5,0,0.3983739837398374,0.765625,0.4537037037037037,64,108
15,7,6,4,0.35,0.6363636363636364,0.4375,11,16
16,5,0,1,0.49344978165938863,0.9262295081967213,0.5136363636363637,122,220
16,5,1,3,0.0,0.0,0.0,25,1
16,5,2,0,0.13043478260869565,0.5,0.15,12,40
16,5,3,4,0.3010204081632653,0.3619631901840491,0.6413043478260869,163,92
16,5,4,2,0.3854166666666667,0.45121951219512196,0.7254901960784313,82,51
16,7,0,4,0.7272727272727273,0.8,0.8888888888888888,30,27
16,7,1,2,0.7106598984771574,0.9271523178807947,0.7526881720430108,151,186
16,7,2,6,0.6865671641791045,0.6865671641791045,1.0,67,46
16,7,3,3,0.5714285714285714,0.7333333333333333,0.7213114754098361,60,61
16,7,4,5,0.41025641025641024,0.7619047619047619,0.47058823529411764,21,34
16,7,5,1,0.6231884057971014,0.671875,0.8958333333333334,64,48
16,7,6,0,0.08333333333333333,0.09090909090909091,0.5,11,2
17,5,0,0,0.4930875576036866,0.8770491803278688,0.5297029702970297,122,202
17,5,1,3,0.38095238095238093,0.96,0.3870967741935484,25,62
17,5,2,1,0.23076923076923078,0.5,0.3,12,20
17,5,3,4,0.13596491228070176,0.1901840490797546,0.3229166666666667,163,96
17,5,4,2,0.24705882352941178,0.25609756097560976,0.875,82,24
17,7,0,2,0.6176470588235294,0.7,0.84,30,25
17,7,1,1,0.5804878048780487,0.7880794701986755,0.6878612716763006,151,173
17,7,2,6,0.46987951807228917,0.582089552238806,0.7090909090909091,67,55
17,7,3,0,0.4166666666666667,0.5833333333333334,0.5932203389830508,60,59
17,7,4,5,0.24242424242424243,0.7619047619047619,0.26229508196721313,21,61
17,7,5,3,0.0,0.0,0.0,64,1
17,7,6,4,0.20588235294117646,0.6363636363636364,0.23333333333333334,11,30
18,5,0,2,0.7564102564102564,0.9672131147540983,0.7763157894736842,122,152
18,5,1,4,0.0,0.0,0.0,25,1
18,5,2,1,0.38461538461538464,0.8333333333333334,0.4166666666666667,12,24
18,5,3,3,0.6885245901639344,0.7730061349693251,0.863013698630137,163,146
18,5,4,0,0.8111111111111111,0.8902439024390244,0.9012345679012346,82,81
18,7,0,1,0.6470588235294118,0.7333333333333333,0.8461538461538461,30,26
18,7,1,3,0.3058823529411765,0.3443708609271523,0.7323943661971831,151,71
18,7,2,0,0.22388059701492538,0.22388059701492538,1.0,67,15
18,7,3,4,0.5875,0.7833333333333333,0.7014925373134329,60,67
18,7,4,6,0.32,0.38095238095238093,0.6666666666666666,21,12
18,7,5,5,0.2,0.671875,0.22164948453608246,64,194
18,7,6,2,0.5789473684210527,1.0,0.5789473684210527,11,19
19,5,0,0,0.552,0.5655737704918032,0.9583333333333334,122,72
19,5,1,1,0.8214285714285714,0.92,0.8846153846153846,25,26
19,5,2,3,0.2413793103448276,0.5833333333333334,0.2916666666666667,12,24
19,5,3,4,0.6746411483253588,0.8650306748466258,0.7540106951871658,163,187
19,5,4,2,0.5663716814159292,0.7804878048780488,0.6736842105263158,82,95
19,7,0,0,0.3559322033898305,0.7,0.42,30,50
19,7,1,6,0.6739130434782609,0.8211920529801324,0.7898089171974523,151,157
19,7,2,4,0.6056338028169014,0.6417910447761194,0.9148936170212766,67,47
19,7,3,2,0.08602150537634409,0.13333333333333333,0.1951219512195122,60,41
19,7,4,1,0.37037037037037035,0.47619047619047616,0.625,21,16
19,7,5,5,0.4387755102040816,0.671875,0.5584415584415584,64,77
19,7,6,3,0.42105263157894735,0.7272727272727273,0.5,11,16
20,5,0,3,0.7967479674796748,0.8032786885245902,0.98989898989899,122,99
20,5,1,2,0.36363636363636365,0.64,0.45714285714285713,25,35
20,5,2,4,0.08333333333333333,0.08333333333333333,1.0,12,1
20,5,3,0,0.8210526315789474,0.9570552147239264,0.8524590163934426,163,183
20,5,4,1,0.7872340425531915,0.9024390243902439,0.8604651162790697,82,86
20,7,0,6,0.6176470588235294,0.7,0.84,30,25
20,7,1,1,0.8545454545454545,0.9337748344370861,0.9096774193548387,151,155
20,7,2,4,0.5068493150684932,0.5522388059701493,0.8604651162790697,67,43
20,7,3,2,0.7567567567567568,0.9333333333333333,0.8,60,70
20,7,4,3,0.6,0.7142857142857143,0.7894736842105263,21,19
20,7,5,0,0.6162790697674418,0.828125,0.7066666666666667,64,75
20,7,6,5,0.6470588235294118,1.0,0.6470588235294118,11,17
21,5,0,0,0.5463414634146342,0.9180327868852459,0.5743589743589743,122,195
21,5,1,2,0.1016949152542373,0.24,0.15,25,40
21,5,2,4,0.08333333333333333,0.08333333333333333,1.0,12,1
21,5,3,3,0.40512820512820513,0.48466257668711654,0.7117117117117117,163,111
21,5,4,1,0.4479166666666667,0.524390243902439,0.7543859649122807,82,57
21,7,0,3,0.7666666666666667,0.7666666666666667,1.0,30,23
21,7,1,2,0.5581395348837209,0.7947019867549668,0.6521739130434783,151,184
21,7,2,1,0.4782608695652174,0.4925373134328358,0.9428571428571428,67,35
21,7,3,5,0.5606060606060606,0.6166666666666667,0.8604651162790697,60,43
21,7,4,4,0.203125,0.6190476190476191,0.23214285714285715,21,56
21,7,5,6,0.4794520547945205,0.546875,0.7954545454545454,64,44
21,7,6,0,0.30434782608695654,0.6363636363636364,0.3684210526315789,11,19
22,5,0,2,0.5089285714285714,0.9344262295081968,0.5277777777777778,122,216
22,5,1,1,0.0,0.0,0.0,25,1
22,5,2,4,0.3333333333333333,0.75,0.375,12,24
22,5,3,0,0.2896174863387978,0.32515337423312884,0.726027397260274,163,73
22,5,4,3,0.72,0.8780487804878049,0.8,82,90
22,7,0,3,0.6774193548387096,0.7,0.9545454545454546,30,22
22,7,1,2,0.5980861244019139,0.8278145695364238,0.6830601092896175,151,183
22,7,2,1,0.34831460674157305,0.4626865671641791,0.5849056603773585,67,53
22,7,3,6,0.5777777777777777,0.8666666666666667,0.6341463414634146,60,82
22,7,4,5,0.3404255319148936,0.7619047619047619,0.38095238095238093,21,42
22,7,5,4,0.0,0.0,0.0,64,1
22,7,6,0,0.45454545454545453,0.9090909090909091,0.47619047619047616,11,21
23,5,0,2,0.8181818181818182,0.8852459016393442,0.9152542372881356,122,118
23,5,1,3,0.6333333333333333,0.76,0.7916666666666666,25,24
23,5,2,1,0.1794871794871795,0.5833333333333334,0.20588235294117646,12,34
23,5,3,4,0.875,0.901840490797546,0.9671052631578947,163,152
23,5,4,0,0.5192307692307693,0.6585365853658537,0.7105263157894737,82,76
23,7,0,1,0.0,0.0,0.0,30,15
23,7,1,5,0.6604938271604939,0.7086092715231788,0.9067796610169492,151,118
23,7,2,6,0.47706422018348627,0.7761194029850746,0.5531914893617021,67,94
23,7,3,4,0.4444444444444444,0.6666666666666666,0.5714285714285714,60,70
23,7,4,3,0.6333333333333333,0.9047619047619048,0.6785714285714286,21,28
23,7,5,2,0.7702702702702703,0.890625,0.8507462686567164,64,67
23,7,6,0,0.9166666666666666,1.0,0.9166666666666666,11,12
24,5,0,0,0.5934959349593496,0.5983606557377049,0.9864864864864865,122,74
24,5,1,2,0.8064516129032258,1.0,0.8064516129032258,25,31
24,5,2,3,0.17647058823529413,0.25,0.375,12,8
24,5,3,1,0.7821782178217822,0.9693251533742331,0.8020304568527918,163,197
24,5,4,4,0.7254901960784313,0.9024390243902439,0.7872340425531915,82,94
24,7,0,6,0.3,0.8,0.32432432432432434,30,74
24,7,1,2,0.6278026905829597,0.9271523178807947,0.660377358490566,151,212
24,7,2,0,0.4857142857142857,0.5074626865671642,0.918918918918919,67,37
24,7,3,1,0.2463768115942029,0.2833333333333333,0.6538461538461539,60,26
24,7,4,3,0.36585365853658536,0.7142857142857143,0.42857142857142855,21,35
24,7,5,5,0.0,0.0,0.0,64,1
24,7,6,4,0.30434782608695654,0.6363636363636364,0.3684210526315789,11,19
25,5,0,1,0.6857142857142857,0.7868852459016393,0.8421052631578947,122,114
25,5,1,0,0.5172413793103449,0.6,0.7894736842105263,25,19
25,5,2,2,0.23529411764705882,0.6666666666666666,0.26666666666666666,12,30
25,5,3,3,0.6574074074074074,0.8711656441717791,0.7282051282051282,163,195
25,5,4,4,0.3617021276595745,0.4146341463414634,0.7391304347826086,82,46
25,7,0,4,0.4117647058823529,0.9333333333333333,0.42424242424242425,30,66
25,7,1,5,0.42677824267782427,0.6754966887417219,0.5368421052631579,151,190
25,7,2,2,0.05405405405405406,0.05970149253731343,0.36363636363636365,67,11
25,7,3,1,0.11570247933884298,0.23333333333333334,0.18666666666666668,60,75
25,7,4,6,0.2857142857142857,0.38095238095238093,0.5333333333333333,21,15
25,7,5,3,0.2716049382716049,0.34375,0.5641025641025641,64,39
25,7,6,0,0.7272727272727273,0.7272727272727273,1.0,11,8
26,5,0,1,0.7837837837837838,0.9508196721311475,0.8169014084507042,122,142
26,5,1,0,0.5,0.56,0.8235294117647058,25,17
26,5,2,2,0.5263157894736842,0.8333333333333334,0.5882352941176471,12,17
26,5,3,4,0.7052023121387283,0.7484662576687117,0.9242424242424242,163,132
26,5,4,3,0.7281553398058253,0.9146341463414634,0.78125,82,96
26,7,0,3,0.5588235294117647,0.6333333333333333,0.8260869565217391,30,23
26,7,1,2,0.7554347826086957,0.9205298013245033,0.8081395348837209,151,172
26,7,2,0,0.6621621621621622,0.7313432835820896,0.875,67,56
26,7,3,5,0.41025641025641024,0.5333333333333333,0.64,60,50
26,7,4,1,0.6,0.8571428571428571,0.6666666666666666,21,27
26,7,5,6,0.45977011494252873,0.625,0.6349206349206349,64,63
26,7,6,4,0.8461538461538461,1.0,0.8461538461538461,11,13
27,5,0,4,0.7857142857142857,0.8114754098360656,0.9611650485436893,122,103
27,5,1,0,0.8333333333333334,1.0,0.8333333333333334,25,30
27,5,2,3,0.21951219512195122,0.75,0.23684210526315788,12,38
27,5,3,1,0.7988165680473372,0.8282208588957055,0.9574468085106383,163,141
27,5,4,2,0.4146341463414634,0.6219512195121951,0.5543478260869565,82,92
27,7,0,2,0.41379310344827586,0.8,0.46153846153846156,30,52
27,7,1,1,0.7215189873417721,0.7549668874172185,0.9421487603305785,151,121
27,7,2,6,0.48,0.7164179104477612,0.5925925925925926,67,81
27,7,3,5,0.0,0.0,0.0,60,34
27,7,4,3,0.5806451612903226,0.8571428571428571,0.6428571428571429,21,28
27,7,5,0,0.4659090909090909,0.640625,0.6307692307692307,64,65
27,7,6,4,0.4166666666666667,0.9090909090909091,0.43478260869565216,11,23
28,5,0,3,0.6747967479674797,0.680327868852459,0.9880952380952381,122,84
28,5,1,2,0.6551724137931034,0.76,0.8260869565217391,25,23
28,5,2,4,0.0449438202247191,0.3333333333333333,0.04938271604938271,12,81
28,5,3,0,0.7819148936170213,0.901840490797546,0.8546511627906976,163,172
28,5,4,1,0.4318181818181818,0.4634146341463415,0.8636363636363636,82,44
28,7,0,0,0.3333333333333333,0.6666666666666666,0.4,30,50
28,7,1,6,0.6511627906976745,0.7417218543046358,0.8421052631578947,151,133
28,7,2,4,0.14285714285714285,0.14925373134328357,0.7692307692307693,67,13
28,7,3,2,0.13333333333333333,0.16666666666666666,0.4,60,25
28,7,4,3,0.4358974358974359,0.8095238095238095,0.4857142857142857,21,35
28,7,5,1,0.25925925925925924,0.65625,0.3,64,140
28,7,6,5,0.5833333333333334,0.6363636363636364,0.875,11,8
29,5,0,2,0.136,0.13934426229508196,0.85,122,20
29,5,1,1,0.8275862068965517,0.96,0.8571428571428571,25,28
29,5,2,4,0.21875,0.5833333333333334,0.25925925925925924,12,27
29,5,3,0,0.5806451612903226,0.8834355828220859,0.62882096069869,163,229
29,5,4,3,0.5294117647058824,0.7682926829268293,0.63,82,100
29,7,0,6,0.4634146341463415,0.6333333333333333,0.6333333333333333,30,30
29,7,1,5,0.5698924731182796,0.7019867549668874,0.75177304964539,151,141
29,7,2,2,0.5,0.8955223880597015,0.5309734513274337,67,113
29,7,3,0,0.0,0.0,0.0,60,2
29,7,4,4,0.5333333333333333,0.7619047619047619,0.64,21,25
29,7,5,1,0.5,0.65625,0.6774193548387096,64,62
29,7,6,3,0.3125,0.9090909090909091,0.3225806451612903,11,31
30,5,0,1,0.6929133858267716,0.7213114754098361,0.946236559139785,122,93
30,5,1,0,0.5483870967741935,0.68,0.7391304347826086,25,23
30,5,2,2,0.1282051282051282,0.8333333333333334,0.13157894736842105,12,76
30,5,3,4,0.766497461928934,0.9263803680981595,0.8162162162162162,163,185
30,5,4,3,0.32926829268292684,0.32926829268292684,1.0,82,27
30,7,0,2,0.6470588235294118,0.7333333333333333,0.8461538461538461,30,26
30,7,1,1,0.8633540372670807,0.9205298013245033,0.9328859060402684,151,149
30,7,2,0,0.7534246575342466,0.8208955223880597,0.9016393442622951,67,61
30,7,3,4,0.5492957746478874,0.65,0.78,60,50
30,7,4,5,0.36363636363636365,0.5714285714285714,0.5,21,24
30,7,5,3,0.6506024096385542,0.84375,0.7397260273972602,64,73
30,7,6,6,0.3333333333333333,0.7272727272727273,0.38095238095238093,11,21
31,5,0,3,0.5526315789473685,0.6885245901639344,0.7368421052631579,122,114
31,5,1,4,0.6785714285714286,0.76,0.8636363636363636,25,22
31,5,2,1,0.14,0.5833333333333334,0.15555555555555556,12,45
31,5,3,0,0.5726872246696035,0.7975460122699386,0.6701030927835051,163,194
31,5,4,2,0.3058823529411765,0.3170731707317073,0.896551724137931,82,29
31,7,0,3,0.6571428571428571,0.7666666666666667,0.8214285714285714,30,28
31,7,1,5,0.8780487804878049,0.9536423841059603,0.9171974522292994,151,157
31,7,2,2,0.8552631578947368,0.9701492537313433,0.8783783783783784,67,74
31,7,3,6,0.13043478260869565,0.15,0.5,60,18
31,7,4,1,0.4444444444444444,0.5714285714285714,0.6666666666666666,21,18
31,7,5,4,0.39285714285714285,0.6875,0.4782608695652174,64,92
31,7,6,0,0.2727272727272727,0.5454545454545454,0.35294117647058826,11,17
32,5,0,2,0.8615384615384616,0.9180327868852459,0.9333333333333333,122,120
32,5,1,3,0.7,0.84,0.8076923076923077,25,26
32,5,2,4,0.09302325581395349,0.3333333333333333,0.11428571428571428,12,35
32,5,3,0,0.8047337278106509,0.8343558282208589,0.9577464788732394,163,142
32,5,4,1,0.5233644859813084,0.6829268292682927,0.691358024691358,82,81
32,7,0,3,0.4074074074074074,0.7333333333333333,0.4782608695652174,30,46
32,7,1,5,0.7532467532467533,0.7682119205298014,0.9747899159663865,151,119
32,7,2,2,0.8648648648648649,0.9552238805970149,0.9014084507042254,67,71
32,7,3,1,0.21649484536082475,0.35,0.3620689655172414,60,58
32,7,4,4,0.2857142857142857,0.2857142857142857,1.0,21,6
32,7,5,6,0.6103896103896104,0.734375,0.7833333333333333,64,60
32,7,6,0,0.1956521739130435,0.8181818181818182,0.20454545454545456,11,44
33,5,0,0,0.5167464114832536,0.8852459016393442,0.5538461538461539,122,195
33,5,1,4,0.0,0.0,0.0,25,1
33,5,2,1,0.3333333333333333,0.8333333333333334,0.35714285714285715,12,28
33,5,3,3,0.34594594594594597,0.39263803680981596,0.7441860465116279,163,86
33,5,4,2,0.6146788990825688,0.8170731707317073,0.7127659574468085,82,94
