K,silhouette,calinski_harabasz,davies_bouldin,min_cluster_size,max_cluster_size
5,0.10182387419444013,39.35667433907939,2.6410369940608014,12,163
7,0.11298799841051155,43.7164311077689,2.067299070840021,11,151
