run,seed,K,reference_cluster,matched_candidate_cluster,jaccard,recall,precision
3,10045,6,4,1,0.9285714285714286,1.0,0.9285714285714286
3,10045,6,5,3,0.9512195121951219,0.975,0.975
3,10045,7,0,5,0.56,0.9655172413793104,0.5714285714285714
3,10045,7,1,4,0.6747572815533981,0.7722222222222223,0.8424242424242424
3,10045,7,2,2,0.2846153846153846,0.5,0.3978494623655914
3,10045,7,3,0,0.5909090909090909,0.6190476190476191,0.9285714285714286
3,10045,7,4,1,0.5882352941176471,0.5882352941176471,1.0
3,10045,7,5,3,0.38235294117647056,0.48148148148148145,0.65
3,10045,7,6,6,0.4722222222222222,0.6666666666666666,0.6181818181818182
4,10046,6,0,1,0.21014492753623187,0.3372093023255814,0.35802469135802467
4,10046,6,1,2,0.43902439024390244,0.5454545454545454,0.6923076923076923
4,10046,6,2,3,0.42342342342342343,0.6025641025641025,0.5875
4,10046,6,3,5,0.5666666666666667,0.7,0.7484276729559748
4,10046,6,4,4,0.2631578947368421,0.38461538461538464,0.45454545454545453
4,10046,6,5,0,0.4507042253521127,0.8,0.5079365079365079
4,10046,7,0,3,0.7878787878787878,0.896551724137931,0.8666666666666667
4,10046,7,1,6,0.45794392523364486,0.5444444444444444,0.7424242424242424
4,10046,7,2,4,0.5176470588235295,0.5945945945945946,0.8
4,10046,7,3,1,0.4583333333333333,0.5238095238095238,0.7857142857142857
4,10046,7,4,0,0.8888888888888888,0.9411764705882353,0.9411764705882353
4,10046,7,5,5,0.8888888888888888,0.8888888888888888,1.0
4,10046,7,6,2,0.20915032679738563,0.6274509803921569,0.23880597014925373
5,10047,6,0,5,0.21476510067114093,0.37209302325581395,0.3368421052631579
5,10047,6,1,1,0.6388888888888888,0.696969696969697,0.8846153846153846
5,10047,6,2,2,0.32407407407407407,0.44871794871794873,0.5384615384615384
5,10047,6,3,0,0.6029411764705882,0.7235294117647059,0.7834394904458599
5,10047,6,4,4,0.5882352941176471,0.7692307692307693,0.7142857142857143
5,10047,6,5,3,0.4927536231884058,0.85,0.5396825396825397
5,10047,7,0,4,0.5384615384615384,0.9655172413793104,0.5490196078431373
5,10047,7,1,2,0.5380952380952381,0.6277777777777778,0.7902097902097902
5,10047,7,2,5,0.21710526315789475,0.44594594594594594,0.2972972972972973
5,10047,7,3,6,0.4523809523809524,0.4523809523809524,1.0
5,10047,7,4,1,0.6470588235294118,0.6470588235294118,1.0
5,10047,7,5,3,0.5294117647058824,0.6666666666666666,0.72
5,10047,7,6,0,0.5633802816901409,0.7843137254901961,0.6666666666666666
6,10048,6,0,3,0.8235294117647058,0.9767441860465116,0.84
6,10048,6,1,2,0.9166666666666666,1.0,0.9166666666666666
6,10048,6,2,0,0.6,0.6153846153846154,0.96
6,10048,6,3,4,0.8854166666666666,1.0,0.8854166666666666
6,10048,6,4,5,0.7142857142857143,0.7692307692307693,0.9090909090909091
6,10048,6,5,1,0.7317073170731707,0.75,0.967741935483871
6,10048,7,0,5,0.5087719298245614,1.0,0.5087719298245614
6,10048,7,1,6,0.5342465753424658,0.65,0.75
6,10048,7,2,2,0.08235294117647059,0.0945945945945946,0.3888888888888889
6,10048,7,3,1,0.5405405405405406,0.9523809523809523,0.5555555555555556
6,10048,7,4,3,0.6470588235294118,0.6470588235294118,1.0
6,10048,7,5,0,0.38235294117647056,0.48148148148148145,0.65
6,10048,7,6,4,0.5222222222222223,0.9215686274509803,0.5465116279069767
7,10049,6,0,0,0.3867924528301887,0.47674418604651164,0.6721311475409836
7,10049,6,1,3,0.7878787878787878,0.7878787878787878,1.0
7,10049,6,2,1,0.6782608695652174,1.0,0.6782608695652174
7,10049,6,3,5,0.7668393782383419,0.8705882352941177,0.8654970760233918
7,10049,6,4,2,0.75,0.9230769230769231,0.8
7,10049,6,5,4,0.3333333333333333,0.45,0.5625
7,10049,7,0,0,0.4418604651162791,0.6551724137931034,0.5757575757575758
7,10049,7,1,2,0.8263157894736842,0.8722222222222222,0.9401197604790419
7,10049,7,2,5,0.5981308411214953,0.8648648648648649,0.6597938144329897
7,10049,7,3,6,0.9285714285714286,0.9285714285714286,1.0
7,10049,7,4,3,0.5555555555555556,0.5882352941176471,0.9090909090909091
7,10049,7,5,4,0.7333333333333333,0.8148148148148148,0.88
7,10049,7,6,1,0.7368421052631579,0.8235294117647058,0.875
8,10050,6,0,3,0.40476190476190477,0.5930232558139535,0.5604395604395604
8,10050,6,1,2,0.7894736842105263,0.9090909090909091,0.8571428571428571
8,10050,6,2,0,0.65,0.6666666666666666,0.9629629629629629
8,10050,6,3,4,0.8641304347826086,0.9352941176470588,0.9190751445086706
8,10050,6,4,1,0.7333333333333333,0.8461538461538461,0.8461538461538461
8,10050,6,5,5,0.5666666666666667,0.85,0.6296296296296297
8,10050,7,0,2,0.7878787878787878,0.896551724137931,0.8666666666666667
8,10050,7,1,5,0.431924882629108,0.5111111111111111,0.736
8,10050,7,2,6,0.5402298850574713,0.6351351351351351,0.7833333333333333
8,10050,7,3,4,0.4583333333333333,0.5238095238095238,0.7857142857142857
8,10050,7,4,1,0.7222222222222222,0.7647058823529411,0.9285714285714286
8,10050,7,5,3,0.8214285714285714,0.8518518518518519,0.9583333333333334
8,10050,7,6,0,0.20253164556962025,0.6274509803921569,0.2302158273381295
9,10051,6,0,5,0.8469387755102041,0.9651162790697675,0.8736842105263158
9,10051,6,1,2,0.9428571428571428,1.0,0.9428571428571428
9,10051,6,2,4,0.6,0.6153846153846154,0.96
9,10051,6,3,0,0.8947368421052632,1.0,0.8947368421052632
9,10051,6,4,1,0.7857142857142857,0.8461538461538461,0.9166666666666666
9,10051,6,5,3,0.8571428571428571,0.9,0.9473684210526315
9,10051,7,0,2,0.5714285714285714,0.9655172413793104,0.5833333333333334
9,10051,7,1,0,0.6532663316582915,0.7222222222222222,0.87248322147651
9,10051,7,2,1,0.2868217054263566,0.5,0.40217391304347827
9,10051,7,3,4,0.5319148936170213,0.5952380952380952,0.8333333333333334
9,10051,7,4,5,0.6111111111111112,0.6470588235294118,0.9166666666666666
9,10051,7,5,6,0.48484848484848486,0.5925925925925926,0.7272727272727273
9,10051,7,6,3,0.475,0.7450980392156863,0.5671641791044776
10,10052,6,0,2,0.2152777777777778,0.36046511627906974,0.34831460674157305
10,10052,6,1,3,0.7878787878787878,0.7878787878787878,1.0
10,10052,6,2,0,0.24817518248175183,0.4358974358974359,0.3655913978494624
10,10052,6,3,5,0.45794392523364486,0.5764705882352941,0.6901408450704225
10,10052,6,4,1,0.8571428571428571,0.9230769230769231,0.9230769230769231
10,10052,6,5,4,0.7017543859649122,1.0,0.7017543859649122
10,10052,7,0,4,0.7,0.9655172413793104,0.717948717948718
10,10052,7,1,3,0.4028436018957346,0.4722222222222222,0.7327586206896551
10,10052,7,2,5,0.44,0.5945945945945946,0.6285714285714286
10,10052,7,3,0,0.40425531914893614,0.4523809523809524,0.7916666666666666
10,10052,7,4,6,0.6470588235294118,0.6470588235294118,1.0
10,10052,7,5,1,0.4444444444444444,0.5925925925925926,0.64
10,10052,7,6,2,0.11377245508982035,0.37254901960784315,0.14074074074074075
11,10053,6,0,2,0.8367346938775511,0.9534883720930233,0.8723404255319149
11,10053,6,1,5,0.8857142857142857,0.9393939393939394,0.9393939393939394
11,10053,6,2,3,0.6,0.6153846153846154,0.96
11,10053,6,3,1,0.8854166666666666,1.0,0.8854166666666666
11,10053,6,4,4,0.7857142857142857,0.8461538461538461,0.9166666666666666
11,10053,6,5,0,0.8372093023255814,0.9,0.9230769230769231
11,10053,7,0,1,0.9655172413793104,0.9655172413793104,1.0
11,10053,7,1,3,0.8900523560209425,0.9444444444444444,0.9392265193370166
11,10053,7,2,0,0.759493670886076,0.8108108108108109,0.9230769230769231
11,10053,7,3,6,0.803921568627451,0.9761904761904762,0.82
11,10053,7,4,2,1.0,1.0,1.0
11,10053,7,5,5,0.9,1.0,0.9
11,10053,7,6,4,0.8518518518518519,0.9019607843137255,0.9387755102040817
12,10054,6,0,3,0.25675675675675674,0.4418604651162791,0.38
12,10054,6,1,2,0.7647058823529411,0.7878787878787878,0.9629629629629629
12,10054,6,2,5,0.37755102040816324,0.47435897435897434,0.6491228070175439
12,10054,6,3,1,0.6616915422885572,0.7823529411764706,0.8109756097560976
12,10054,6,4,4,0.7333333333333333,0.8461538461538461,0.8461538461538461
12,10054,6,5,0,0.5714285714285714,0.9,0.6101694915254238
12,10054,7,0,0,0.4716981132075472,0.8620689655172413,0.5102040816326531
12,10054,7,1,5,0.6280193236714976,0.7222222222222222,0.8280254777070064
12,10054,7,2,3,0.2248062015503876,0.3918918918918919,0.34523809523809523
12,10054,7,3,2,0.6153846153846154,0.9523809523809523,0.6349206349206349
12,10054,7,4,4,0.5555555555555556,0.5882352941176471,0.9090909090909091
12,10054,7,5,1,0.7741935483870968,0.8888888888888888,0.8571428571428571
12,10054,7,6,6,0.38596491228070173,0.43137254901960786,0.7857142857142857
13,10055,6,0,2,0.4594594594594595,0.5930232558139535,0.6710526315789473
13,10055,6,1,1,0.8461538461538461,1.0,0.8461538461538461
13,10055,6,2,3,0.5875,0.6025641025641025,0.9591836734693877
13,10055,6,3,4,0.8673469387755102,1.0,0.8673469387755102
13,10055,6,4,0,0.7857142857142857,0.8461538461538461,0.9166666666666666
13,10055,6,5,5,0.660377358490566,0.875,0.7291666666666666
13,10055,7,0,5,0.40425531914893614,0.6551724137931034,0.5135135135135135
13,10055,7,1,6,0.8210526315789474,0.8666666666666667,0.9397590361445783
13,10055,7,2,2,0.5887850467289719,0.8513513513513513,0.65625
13,10055,7,3,0,0.9285714285714286,0.9285714285714286,1.0
13,10055,7,4,3,0.5555555555555556,0.5882352941176471,0.9090909090909091
13,10055,7,5,1,0.7857142857142857,0.8148148148148148,0.9565217391304348
13,10055,7,6,4,0.7368421052631579,0.8235294117647058,0.875
14,10056,6,0,5,0.6213592233009708,0.7441860465116279,0.7901234567901234
14,10056,6,1,2,0.7714285714285715,0.8181818181818182,0.9310344827586207
14,10056,6,2,1,0.6435643564356436,0.8333333333333334,0.7386363636363636
14,10056,6,3,3,0.7696335078534031,0.8647058823529412,0.875
14,10056,6,4,0,0.7857142857142857,0.8461538461538461,0.9166666666666666
14,10056,6,5,4,0.782608695652174,0.9,0.8571428571428571
14,10056,7,0,6,0.3870967741935484,0.8275862068965517,0.42105263157894735
14,10056,7,1,3,0.6038647342995169,0.6944444444444444,0.8223684210526315
14,10056,7,2,4,0.022988505747126436,0.02702702702702703,0.13333333333333333
14,10056,7,3,2,0.5774647887323944,0.9761904761904762,0.5857142857142857
14,10056,7,4,0,0.4782608695652174,0.6470588235294118,0.6470588235294118
14,10056,7,5,5,0.38461538461538464,0.5555555555555556,0.5555555555555556
14,10056,7,6,1,0.4943820224719101,0.8627450980392157,0.5365853658536586
15,10057,6,0,5,0.7596153846153846,0.9186046511627907,0.8144329896907216
15,10057,6,1,0,0.9428571428571428,1.0,0.9428571428571428
15,10057,6,2,1,0.5308641975308642,0.5512820512820513,0.9347826086956522
15,10057,6,3,2,0.8316326530612245,0.9588235294117647,0.8624338624338624
15,10057,6,4,4,0.7857142857142857,0.8461538461538461,0.9166666666666666
15,10057,6,5,3,0.8,0.9,0.8780487804878049
15,10057,7,0,4,0.4,0.9655172413793104,0.4057971014492754
15,10057,7,1,0,0.6318181818181818,0.7722222222222223,0.776536312849162
15,10057,7,2,5,0.31666666666666665,0.5135135135135135,0.4523809523809524
15,10057,7,3,3,0.6444444444444445,0.6904761904761905,0.90625
15,10057,7,4,6,0.37037037037037035,0.5882352941176471,0.5
15,10057,7,5,1,0.38461538461538464,0.5555555555555556,0.5555555555555556
15,10057,7,6,2,0.01694915254237288,0.0196078431372549,0.1111111111111111
16,10058,6,0,2,0.31343283582089554,0.4883720930232558,0.4666666666666667
16,10058,6,1,3,0.6388888888888888,0.696969696969697,0.8846153846153846
16,10058,6,2,4,0.4537037037037037,0.6282051282051282,0.620253164556962
16,10058,6,3,0,0.6089108910891089,0.7235294117647059,0.7935483870967742
16,10058,6,4,1,0.5882352941176471,0.7692307692307693,0.7142857142857143
16,10058,6,5,5,0.5737704918032787,0.875,0.625
16,10058,7,0,3,0.7941176470588235,0.9310344827586207,0.84375
16,10058,7,1,6,0.5118483412322274,0.6,0.7769784172661871
16,10058,7,2,1,0.5529411764705883,0.6351351351351351,0.8103448275862069
16,10058,7,3,0,0.3958333333333333,0.4523809523809524,0.76
16,10058,7,4,5,0.7222222222222222,0.7647058823529411,0.9285714285714286
16,10058,7,5,2,0.8571428571428571,0.8888888888888888,0.96
16,10058,7,6,4,0.2624113475177305,0.7254901960784313,0.29133858267716534
17,10059,6,0,3,0.7476635514018691,0.9302325581395349,0.7920792079207921
17,10059,6,1,4,0.9142857142857143,0.9696969696969697,0.9411764705882353
17,10059,6,2,5,0.5375,0.5512820512820513,0.9555555555555556
17,10059,6,3,0,0.8112244897959183,0.9352941176470588,0.8594594594594595
17,10059,6,4,1,0.7857142857142857,0.8461538461538461,0.9166666666666666
17,10059,6,5,2,0.8444444444444444,0.95,0.8837209302325582
17,10059,7,0,0,0.7941176470588235,0.9310344827586207,0.84375
17,10059,7,1,2,0.5339805825242718,0.6111111111111112,0.8088235294117647
17,10059,7,2,4,0.6707317073170732,0.7432432432432432,0.873015873015873
17,10059,7,3,1,0.4444444444444444,0.47619047619047616,0.8695652173913043
17,10059,7,4,3,0.8333333333333334,0.8823529411764706,0.9375
17,10059,7,5,5,0.7241379310344828,0.7777777777777778,0.9130434782608695
17,10059,7,6,6,0.2624113475177305,0.7254901960784313,0.29133858267716534
18,10060,6,0,3,0.3561643835616438,0.6046511627906976,0.4642857142857143
18,10060,6,1,0,0.6363636363636364,0.6363636363636364,1.0
18,10060,6,2,2,0.38271604938271603,0.3974358974358974,0.9117647058823529
18,10060,6,3,5,0.5434782608695652,0.7352941176470589,0.6756756756756757
18,10060,6,4,4,0.7857142857142857,0.8461538461538461,0.9166666666666666
18,10060,6,5,1,0.6271186440677966,0.925,0.6607142857142857
18,10060,7,0,6,0.35714285714285715,0.8620689655172413,0.3787878787878788
18,10060,7,1,4,0.5476190476190477,0.6388888888888888,0.7931034482758621
18,10060,7,2,3,0.20945945945945946,0.4189189189189189,0.29523809523809524
18,10060,7,3,5,0.5116279069767442,0.5238095238095238,0.9565217391304348
18,10060,7,4,1,0.6470588235294118,0.6470588235294118,1.0
18,10060,7,5,2,0.5806451612903226,0.6666666666666666,0.8181818181818182
18,10060,7,6,0,0.65,0.7647058823529411,0.8125
19,10061,6,0,4,0.3119266055045872,0.3953488372093023,0.5964912280701754
19,10061,6,1,2,0.33783783783783783,0.7575757575757576,0.3787878787878788
19,10061,6,2,0,0.3875,0.3974358974358974,0.9393939393939394
19,10061,6,3,3,0.6460176991150443,0.8588235294117647,0.7227722772277227
19,10061,6,4,1,0.5625,0.6923076923076923,0.75
19,10061,6,5,5,0.21621621621621623,0.4,0.32
19,10061,7,0,6,0.5945945945945946,0.7586206896551724,0.7333333333333333
19,10061,7,1,5,0.7688442211055276,0.85,0.8895348837209303
19,10061,7,2,4,0.4065934065934066,0.5,0.6851851851851852
19,10061,7,3,0,0.8723404255319149,0.9761904761904762,0.8913043478260869
19,10061,7,4,1,0.5263157894736842,0.5882352941176471,0.8333333333333334
19,10061,7,5,3,0.7428571428571429,0.9629629629629629,0.7647058823529411
19,10061,7,6,2,0.4819277108433735,0.7843137254901961,0.5555555555555556
20,10062,6,0,2,0.47619047619047616,0.5813953488372093,0.7246376811594203
20,10062,6,1,4,0.8787878787878788,0.8787878787878788,1.0
20,10062,6,2,1,0.7252747252747253,0.8461538461538461,0.8354430379746836
20,10062,6,3,5,0.8808290155440415,1.0,0.8808290155440415
20,10062,6,4,3,0.5789473684210527,0.8461538461538461,0.6470588235294118
20,10062,6,5,0,0.35185185185185186,0.475,0.5757575757575758
20,10062,7,0,6,0.7368421052631579,0.9655172413793104,0.7567567567567568
20,10062,7,1,1,0.827027027027027,0.85,0.9683544303797469
20,10062,7,2,5,0.4716981132075472,0.6756756756756757,0.6097560975609756
20,10062,7,3,4,0.5,0.9523809523809523,0.5128205128205128
20,10062,7,4,0,0.3333333333333333,0.4117647058823529,0.6363636363636364
20,10062,7,5,3,0.47368421052631576,0.6666666666666666,0.6206896551724138
20,10062,7,6,2,0.0,0.0,0.0
