K,replicates,ARI_mean,ARI_sd,ARI_median,ARI_q025,ARI_q975,ARI_min,ARI_max,convergence_rate,total_convergence_warnings
5,200,0.49991085599107726,0.15514838962313054,0.46615673999025986,0.27611993763659876,0.7851157189569721,0.21306663473070322,0.8900805443397034,1.0,0
6,200,0.4843343650960263,0.12985798495756337,0.4904080360724017,0.27840158921993186,0.7124675296655401,0.2198269295296537,0.8381479532575886,1.0,0
