lsoa,hospitality_industry_share,shiftwork_industry_share
E01000056,0.047075606276747506,0.29814550641940085
E01000057,0.05030487804878049,0.32926829268292684
E01000058,0.045307443365695796,0.35706580366774543
E01000059,0.058898847631242,0.27784891165172854
E01000060,0.06888633754305395,0.29965556831228474
E01000061,0.04849279161205767,0.3027522935779816
E01000062,0.054901960784313725,0.2950980392156863
E01000063,0.05006257822277847,0.33416770963704634
E01000064,0.05288932419196866,0.31635651322233105
E01000065,0.05289052890528905,0.3050430504305043
E01000066,0.05670103092783505,0.3154639175257732
E01000067,0.05370569280343716,0.29860365198711064
E01000068,0.0660377358490566,0.2830188679245283
E01000069,0.06299212598425197,0.2687007874015748
E01000070,0.06060606060606061,0.2671156004489338
E01000071,0.0429042904290429,0.2896039603960396
E01000072,0.06307339449541284,0.286697247706422
E01000073,0.048223350253807105,0.2880710659898477
E01000074,0.07246376811594203,0.27140974967061926
E01000075,0.060860440713536204,0.29590766002098634
E01000076,0.06417736289381563,0.3045507584597433
E01000077,0.06415620641562064,0.3263598326359832
E01000078,0.06385696040868455,0.3052362707535121
E01000079,0.0649171270718232,0.2803867403314917
E01000080,0.052948255114320095,0.3020457280385078
E01000081,0.052749719416386086,0.36363636363636365
E01000082,0.0429732868757259,0.29384436701509875
E01000083,0.04909560723514212,0.34108527131782945
E01000084,0.06329113924050633,0.34968354430379744
E01000085,0.057534246575342465,0.3287671232876712
E01000086,0.06466876971608833,0.31388012618296535
E01000087,0.05706134094151213,0.3152639087018545
E01000088,0.07054455445544554,0.28960396039603964
E01000089,0.05283505154639175,0.34664948453608246
E01000090,0.05471956224350205,0.3023255813953488
E01000091,0.0546583850931677,0.33416149068322987
E01000093,0.050724637681159424,0.32463768115942027
E01000094,0.050711743772241996,0.29537366548042704
E01000095,0.04179728317659352,0.3124346917450366
E01000096,0.05115511551155116,0.306930693069307
E01000097,0.04534005037783375,0.28337531486146095
E01000098,0.05422446406052964,0.30390920554854983
E01000099,0.05076923076923077,0.29538461538461536
E01000100,0.06265356265356266,0.3157248157248157
E01000101,0.05714285714285714,0.32380952380952377
E01000102,0.05059920106524634,0.36484687083888145
E01000103,0.04239401496259352,0.3054862842892768
E01000104,0.04854368932038835,0.279126213592233
E01000105,0.06764705882352941,0.30980392156862746
E01000106,0.05787037037037037,0.3194444444444444
E01000107,0.04594594594594595,0.27972972972972976
E01000108,0.053927315357561546,0.2977725674091442
E01000110,0.031081081081081083,0.26216216216216215
E01000111,0.04253112033195021,0.29875518672199175
E01000112,0.0544069640914037,0.279651795429815
E01000113,0.07505285412262157,0.26004228329809725
E01000114,0.05217391304347826,0.293719806763285
E01000115,0.033973412112259974,0.19054652880354506
E01000116,0.035842293906810034,0.2031063321385902
