lsoa,no_car_household_share
E01000110,0.1896551724137931
E01000111,0.3395973154362416
E01000112,0.30142857142857143
E01000113,0.3265940902021773
E01000114,0.24702774108322326
E01000115,0.11226611226611227
E01000116,0.17017828200972449
E01000117,0.1844380403458213
E01000118,0.1677762982689747
E01000119,0.14308426073131955
E01000120,0.10843373493975904
E01000121,0.2704761904761905
E01000122,0.14450867052023122
E01000123,0.21751025991792067
E01000124,0.41488020176544765
E01000126,0.34850455136540964
E01000127,0.3333333333333333
E01000128,0.25354330708661416
E01000129,0.4843205574912892
E01000130,0.3130699088145897
E01000131,0.32492997198879553
E01000132,0.2984189723320158
E01000133,0.3408304498269896
E01000134,0.36163522012578614
E01000135,0.28662420382165604
E01000136,0.2375886524822695
E01000137,0.4710252600297177
E01000138,0.38990825688073394
E01000139,0.3844731977818854
E01000140,0.46251441753171857
E01000141,0.616751269035533
E01000142,0.3939393939393939
E01000143,0.5095729013254786
E01000144,0.5302013422818792
E01000145,0.2740286298568507
E01000146,0.5737327188940092
E01000147,0.16666666666666666
E01000150,0.2658064516129032
E01000151,0.5030581039755352
E01000152,0.2920258620689655
E01000153,0.3867924528301887
E01000154,0.43847241867043846
E01000156,0.3302139037433155
E01000157,0.3502994011976048
E01000158,0.2838827838827839
E01000159,0.19106317411402157
E01000160,0.2805486284289277
E01000161,0.3118811881188119
E01000162,0.23722627737226276
E01000163,0.45375
E01000164,0.3462132921174652
E01000165,0.2535410764872521
E01000166,0.1669218989280245
E01000167,0.19923371647509577
E01000168,0.10931899641577061
E01000169,0.1997126436781609
E01000170,0.2152080344332855
E01000171,0.35807422266800404
E01000172,0.10873146622734761
E01000173,0.14614121510673234
E01000174,0.35386631716906947
E01000175,0.12597200622083982
E01000176,0.40555555555555556
E01000177,0.30346820809248554
E01000178,0.3293943870014771
E01000179,0.2987012987012987
E01000180,0.38266068759342303
E01000181,0.3435672514619883
E01000182,0.4021887824897401
E01000183,0.29850746268656714
E01000184,0.4104372355430183
E01000185,0.49455676516329705
E01000186,0.06666666666666667
E01000187,0.2327150084317032
E01000188,0.06679764243614932
E01000189,0.26809378185524974
E01000190,0.14762741652021089
E01000191,0.1371841155234657
E01000192,0.30985915492957744
E01000193,0.33755274261603374
E01000194,0.3721590909090909
E01000195,0.3486750348675035
E01000196,0.4734432234432234
E01000197,0.36662106703146374
E01000198,0.15661103979460847
E01000199,0.14893617021276595
E01000200,0.24457142857142858
E01000201,0.10095238095238095
E01000202,0.2159090909090909
E01000203,0.26900584795321636
E01000204,0.25504322766570603
E01000205,0.15894039735099338
E01000206,0.11854684512428298
E01000207,0.2111801242236025
E01000208,0.19055118110236222
E01000209,0.28975741239892183
E01000210,0.19316239316239317
E01000211,0.5081081081081081
E01000212,0.29528985507246375
E01000213,0.12141280353200883
E01000214,0.3639896373056995
E01000215,0.32390381895332393
E01000216,0.33703190013869627
E01000217,0.21880650994575046
E01000218,0.34305317324185247
E01000219,0.34545454545454546
E01000220,0.4161764705882353
E01000221,0.49049429657794674
E01000222,0.3698630136986301
E01000223,0.3806970509383378
E01000224,0.296229802513465
E01000225,0.23103448275862068
E01000226,0.3178036605657238
E01000227,0.11794019933554817
E01000228,0.1
E01000229,0.22945205479452055
E01000230,0.15781487101669195
E01000231,0.16155088852988692
E01000232,0.17446808510638298
E01000233,0.1534954407294833
E01000234,0.18991097922848665
E01000235,0.2916030534351145
E01000236,0.28448275862068967
E01000237,0.3603851444291609
E01000238,0.2708978328173375
E01000239,0.4025695931477516
E01000240,0.2523961661341853
E01000241,0.2606837606837607
E01000242,0.20603015075376885
E01000243,0.4634146341463415
E01000244,0.453525641025641
E01000245,0.5233751425313569
E01000246,0.16796267496111975
E01000247,0.23119015047879618
E01000248,0.2590529247910863
E01000249,0.13731825525040386
E01000250,0.3339160839160839
E01000251,0.3497164461247637
E01000252,0.27616645649432536
E01000253,0.07757404795486601
E01000254,0.1518987341772152
E01000255,0.20569620253164558
E01000256,0.1757754800590842
E01000257,0.3586358635863586
E01000258,0.1882202304737516
E01000259,0.17346938775510204
E01000260,0.22738095238095238
E01000261,0.18906942392909898
E01000263,0.05389221556886228
E01000264,0.27412587412587414
E01000265,0.2987012987012987
E01000266,0.08481262327416174
E01000267,0.14457831325301204
E01000268,0.3419354838709677
E01000269,0.1706422018348624
E01000270,0.1826771653543307
E01000271,0.17455138662316477
E01000272,0.08634538152610442
E01000273,0.29324324324324325
E01000274,0.24
E01000275,0.1831831831831832
E01000276,0.0846774193548387
E01000277,0.44086021505376344
E01000278,0.07707509881422925
E01000279,0.0531496062992126
E01000280,0.07692307692307693
E01000281,0.28005115089514065
E01000282,0.17800289435600578
E01000283,0.08559498956158663
E01000284,0.33415233415233414
E01000285,0.23089430894308943
E01000286,0.24661654135338346
E01000287,0.28477905073649756
E01000288,0.19156414762741653
E01000289,0.3217550274223035
E01000290,0.19282511210762332
E01000291,0.2940226171243942
E01000292,0.25152439024390244
E01000293,0.24259520451339917
E01000294,0.2581967213114754
E01000295,0.31375579598145287
E01000296,0.41590612777053454
E01000297,0.3042671614100185
E01000298,0.3770491803278688
E01000299,0.43425414364640885
E01000300,0.3064516129032258
E01000301,0.18832391713747645
E01000302,0.4713603818615752
E01000303,0.21910112359550563
E01000304,0.3261231281198003
E01000305,0.455521472392638
E01000306,0.41585760517799353
E01000307,0.3496376811594203
E01000308,0.4432882414151925
E01000309,0.29619181946403383
E01000310,0.4284023668639053
E01000311,0.23892100192678228
E01000312,0.3606102635228849
E01000313,0.449438202247191
E01000314,0.38125802310654683
E01000315,0.31496062992125984
E01000316,0.3228346456692913
E01000317,0.3161189358372457
E01000318,0.17665615141955837
E01000319,0.18473895582329317
E01000320,0.3003708281829419
E01000321,0.4028950542822678
E01000322,0.33997509339975096
E01000323,0.5093228655544652
E01000324,0.2357473035439137
E01000325,0.09914529914529914
E01000326,0.16974169741697417
E01000327,0.14125200642054575
E01000328,0.1503267973856209
E01000329,0.20606060606060606
E01000330,0.33682830930537355
E01000331,0.21393841166936792
E01000332,0.20650406504065041
E01000333,0.2814814814814815
E01000334,0.18681318681318682
E01000335,0.307177033492823
E01000336,0.43631778058007564
E01000337,0.30434782608695654
E01000338,0.2453102453102453
E01000339,0.14309484193011648
E01000340,0.17862838915470494
E01000341,0.14423076923076922
E01000342,0.14599686028257458
E01000343,0.13774597495527727
E01000344,0.1792452830188679
E01000345,0.10020449897750511
E01000346,0.12012987012987013
E01000347,0.2288
E01000348,0.05333333333333334
E01000349,0.10975609756097561
E01000350,0.09904761904761905
E01000351,0.11556982343499198
E01000352,0.19940029985007496
E01000353,0.13149847094801223
E01000354,0.23887973640856672
E01000355,0.1447587354409318
E01000356,0.18471337579617833
E01000357,0.09221311475409837
E01000358,0.18947368421052632
E01000359,0.13765182186234817
E01000360,0.32642487046632124
E01000361,0.13
E01000362,0.24935400516795866
E01000363,0.10954063604240283
E01000364,0.13097072419106318
E01000365,0.3177966101694915
E01000366,0.22154779969650987
E01000367,0.23684210526315788
E01000368,0.24401913875598086
E01000369,0.14626391096979333
E01000370,0.19873817034700317
E01000371,0.16057233704292528
E01000372,0.25084745762711863
E01000373,0.28293736501079914
E01000374,0.2294455066921606
E01000375,0.17302798982188294
E01000376,0.18003273322422259
E01000377,0.17457886676875958
E01000379,0.1925373134328358
E01000380,0.2740331491712707
E01000381,0.213089802130898
E01000382,0.09523809523809523
E01000383,0.13141025641025642
E01000384,0.2849604221635884
E01000385,0.2430025445292621
E01000386,0.37732919254658387
E01000387,0.1187800963081862
E01000388,0.1605351170568562
E01000389,0.2314165497896213
E01000390,0.14563106796116504
E01000391,0.15336463223787167
E01000392,0.3298429319371728
E01000393,0.17307692307692307
E01000394,0.2526158445440957
E01000395,0.14285714285714285
E01000396,0.14566929133858267
E01000398,0.19110378912685339
E01000399,0.19935691318327975
E01000400,0.20748299319727892
E01000401,0.2865412445730825
E01000402,0.3159509202453988
E01000403,0.40849056603773587
E01000404,0.4157416750756811
E01000405,0.2872340425531915
E01000406,0.2652284263959391
E01000407,0.2285336856010568
E01000408,0.27319587628865977
E01000409,0.15137614678899083
E01000410,0.15217391304347827
E01000411,0.11573236889692586
E01000412,0.16174183514774496
E01000413,0.15076335877862596
E01000414,0.3159340659340659
E01000415,0.09864603481624758
E01000416,0.3137254901960784
E01000417,0.2773826458036984
E01000418,0.29436038514442914
E01000419,0.1595197255574614
E01000420,0.15254237288135594
E01000421,0.18030050083472454
E01000422,0.45708582834331335
E01000423,0.13366336633663367
E01000424,0.20160213618157544
E01000425,0.08223684210526316
E01000426,0.17114568599717114
E01000427,0.24696802646085997
E01000428,0.33847850055126794
E01000429,0.42837078651685395
E01000430,0.20821529745042494
E01000431,0.3210161662817552
E01000433,0.3520336605890603
E01000434,0.31881533101045295
E01000435,0.3247863247863248
E01000436,0.09807073954983923
E01000437,0.1593625498007968
E01000438,0.20563847429519072
E01000439,0.26305609284332687
E01000440,0.10311284046692606
E01000441,0.310099573257468
E01000442,0.14354066985645933
E01000443,0.195357833655706
E01000444,0.07716535433070866
E01000445,0.14710252600297177
E01000446,0.12080536912751678
E01000447,0.22701475595913734
E01000448,0.119140625
E01000449,0.17729393468118196
E01000450,0.18167456556082148
E01000451,0.12540192926045016
E01000452,0.11585365853658537
E01000453,0.11844660194174757
E01000454,0.246422893481717
E01000455,0.14814814814814814
E01000456,0.12033195020746888
E01000457,0.3282980866062437
E01000458,0.24379562043795622
E01000459,0.318233295583239
E01000460,0.08921161825726141
E01000461,0.09090909090909091
E01000462,0.35842293906810035
E01000463,0.10596026490066225
E01000464,0.39201451905626133
E01000465,0.44596443228454175
E01000466,0.4176372712146423
E01000467,0.3310810810810811
E01000468,0.3103813559322034
E01000469,0.3296875
E01000470,0.5133079847908745
E01000471,0.2920892494929006
E01000472,0.5049288061336255
E01000473,0.5247148288973384
E01000474,0.3076923076923077
E01000475,0.2947882736156352
E01000476,0.33212996389891697
E01000477,0.4237536656891496
E01000478,0.441340782122905
E01000479,0.1303501945525292
E01000480,0.15789473684210525
E01000481,0.4176372712146423
E01000483,0.4779299847792998
E01000484,0.39087947882736157
E01000485,0.3516068052930057
E01000486,0.1576923076923077
E01000487,0.3834048640915594
E01000488,0.4500907441016334
E01000489,0.4316860465116279
E01000490,0.625
E01000491,0.4710648148148148
E01000492,0.2638580931263858
E01000493,0.28191489361702127
E01000494,0.49653259361997226
E01000495,0.6163682864450127
E01000497,0.3935860058309038
E01000498,0.312621359223301
E01000499,0.37800687285223367
E01000501,0.4150197628458498
E01000502,0.3622526636225266
E01000503,0.375968992248062
E01000504,0.49426934097421205
E01000505,0.4083769633507853
E01000506,0.5979073243647235
E01000507,0.3359073359073359
E01000508,0.5283893395133256
E01000509,0.4
E01000510,0.4479166666666667
E01000511,0.39750445632798576
E01000512,0.4461538461538462
E01000513,0.19017094017094016
E01000514,0.22379032258064516
E01000515,0.38212634822804314
E01000516,0.33065595716198126
E01000517,0.1983640081799591
E01000518,0.32854864433811803
E01000519,0.2820919175911252
E01000520,0.34206219312602293
E01000521,0.6630434782608695
E01000522,0.474964234620887
E01000523,0.5965317919075145
E01000524,0.6545086119554204
E01000525,0.5949868073878628
E01000526,0.5321782178217822
E01000527,0.5747282608695652
E01000528,0.5300546448087432
E01000530,0.3620178041543027
E01000531,0.6204889406286379
E01000532,0.5073891625615764
E01000533,0.5995449374288965
E01000534,0.3282674772036474
E01000535,0.5064935064935064
E01000536,0.2261904761904762
E01000538,0.08024691358024691
E01000539,0.23333333333333334
E01000540,0.13664596273291926
E01000541,0.2962962962962963
E01000543,0.2388663967611336
E01000544,0.6391891891891892
E01000545,0.6692307692307692
E01000546,0.5994694960212201
E01000547,0.5145348837209303
E01000548,0.6976047904191617
E01000549,0.5838926174496645
E01000550,0.6527472527472528
E01000551,0.6096938775510204
E01000552,0.5682210708117443
E01000553,0.5679676985195155
E01000554,0.4570673712021136
E01000555,0.3889943074003795
E01000556,0.7104651162790697
E01000557,0.6385542168674698
E01000558,0.5420560747663551
E01000559,0.5685975609756098
E01000560,0.4917043740573152
E01000561,0.5589307411907655
E01000562,0.15932914046121593
E01000563,0.1
E01000564,0.3075356415478615
E01000565,0.3140495867768595
E01000566,0.14870689655172414
E01000567,0.21304347826086956
E01000568,0.45852187028657615
E01000569,0.12396694214876033
E01000570,0.30994152046783624
E01000571,0.23232323232323232
E01000572,0.19438444924406048
E01000573,0.22083333333333333
E01000574,0.1925601750547046
E01000575,0.3207261724659607
E01000576,0.2867132867132867
E01000577,0.4037122969837587
E01000578,0.3985594237695078
E01000579,0.49133858267716535
E01000580,0.43259085580304807
E01000581,0.37268128161888703
E01000582,0.3781021897810219
E01000583,0.4878048780487805
E01000584,0.3527272727272727
E01000585,0.4206081081081081
E01000586,0.6458141674333027
E01000587,0.1437908496732026
E01000589,0.2503113325031133
E01000590,0.24247226624405704
E01000591,0.3297045101088647
E01000592,0.27346278317152106
E01000593,0.2537313432835821
E01000594,0.30341113105924594
E01000595,0.557427258805513
E01000596,0.4952076677316294
E01000599,0.497134670487106
E01000601,0.4766536964980545
E01000602,0.4402390438247012
E01000603,0.5443262411347518
E01000604,0.3586744639376218
E01000605,0.45709281961471104
E01000606,0.3652173913043478
E01000607,0.3125
E01000608,0.42574257425742573
E01000609,0.2958860759493671
E01000610,0.3522561863173217
E01000611,0.3421487603305785
E01000612,0.31066176470588236
E01000613,0.4043887147335423
E01000615,0.5199516324062878
E01000616,0.4957698815566836
E01000617,0.4708333333333333
E01000618,0.25416666666666665
E01000619,0.22012578616352202
E01000620,0.32612966601178783
E01000621,0.35019455252918286
E01000622,0.3980169971671388
E01000623,0.2239858906525573
E01000624,0.18845500848896435
E01000625,0.30612244897959184
E01000626,0.46864686468646866
E01000627,0.44040697674418605
E01000628,0.46801872074882994
E01000629,0.2247191011235955
E01000630,0.5644983461962514
E01000631,0.3448275862068966
E01000632,0.3794266441821248
E01000633,0.5333333333333333
E01000634,0.4549019607843137
E01000636,0.4869451697127937
E01000637,0.6016260162601627
E01000638,0.6075949367088608
E01000639,0.6106666666666667
E01000640,0.6360294117647058
E01000641,0.5878378378378378
E01000642,0.7069133398247323
E01000643,0.5111607142857143
E01000644,0.5439056356487549
E01000645,0.07024029574861368
E01000646,0.26181353767560667
E01000647,0.1858678955453149
E01000648,0.15405777166437415
E01000649,0.12239902080783353
E01000650,0.14572192513368984
E01000651,0.16987179487179488
E01000652,0.12202380952380952
E01000653,0.10588235294117647
E01000654,0.05102040816326531
E01000655,0.0653061224489796
E01000656,0.06394316163410302
E01000657,0.14792899408284024
E01000658,0.13012477718360071
E01000659,0.045889101338432124
E01000661,0.3228813559322034
E01000662,0.16104294478527606
E01000663,0.2063253012048193
E01000664,0.1264559068219634
E01000665,0.14131897711978467
E01000666,0.07347447073474471
E01000667,0.07655502392344497
E01000668,0.25667351129363447
E01000669,0.21505376344086022
E01000670,0.2715311004784689
E01000671,0.33136676499508355
E01000672,0.1884892086330935
E01000673,0.15905511811023623
E01000674,0.32540675844806005
E01000676,0.5092975206611571
E01000677,0.28125
E01000678,0.20457796852646637
E01000679,0.18020679468242246
E01000680,0.05873261205564142
E01000681,0.11384615384615385
E01000682,0.165625
E01000683,0.15177304964539007
E01000684,0.07446808510638298
E01000685,0.15171288743882544
E01000686,0.1747269890795632
E01000687,0.11818181818181818
E01000688,0.08464566929133858
E01000689,0.19155844155844157
E01000690,0.1044776119402985
E01000691,0.1949685534591195
E01000692,0.18740849194729137
E01000693,0.2186046511627907
E01000694,0.09378531073446328
E01000695,0.11774193548387096
E01000696,0.12063953488372094
E01000697,0.13917525773195877
E01000698,0.06407322654462243
E01000699,0.39097744360902253
E01000700,0.291044776119403
E01000701,0.2504118616144975
E01000702,0.284375
E01000703,0.2738944365192582
E01000704,0.2591973244147157
E01000705,0.34797891036906853
E01000706,0.2836065573770492
E01000707,0.1320754716981132
E01000708,0.23562412342215988
E01000709,0.36425648021828105
E01000710,0.2763385146804836
E01000711,0.3557504873294347
E01000712,0.27695800227014755
E01000713,0.22972972972972974
E01000714,0.3663003663003663
E01000715,0.27939590075512405
E01000716,0.18899858956276447
E01000717,0.2728323699421965
E01000718,0.35021551724137934
E01000719,0.29976851851851855
E01000720,0.21637426900584794
E01000721,0.3338762214983713
E01000722,0.23289473684210527
E01000723,0.1539855072463768
E01000724,0.31901840490797545
E01000725,0.32997481108312343
E01000726,0.16753022452504318
E01000727,0.2699868938401048
E01000728,0.22746781115879827
E01000729,0.3393285371702638
E01000730,0.3048048048048048
E01000731,0.21011673151750973
E01000732,0.1269296740994854
E01000733,0.1826771653543307
E01000734,0.11568627450980393
E01000735,0.23423423423423423
E01000736,0.2082670906200318
E01000737,0.24013722126929674
E01000738,0.1813953488372093
E01000739,0.3359497645211931
E01000741,0.5241675617615468
E01000742,0.4577603143418468
E01000743,0.49471210340775557
E01000744,0.49016641452344933
E01000745,0.4142538975501114
E01000746,0.47614107883817425
E01000747,0.0986093552465234
E01000748,0.07092198581560284
E01000749,0.1189358372456964
E01000750,0.28177641653905056
E01000751,0.19729425028184894
E01000752,0.20153061224489796
E01000753,0.10052910052910052
E01000754,0.17414965986394557
E01000755,0.12519809825673534
E01000756,0.11556240369799692
E01000757,0.07296849087893864
E01000758,0.11191335740072202
E01000759,0.053726169844020795
E01000760,0.1566265060240964
E01000761,0.08900523560209424
E01000762,0.19302949061662197
E01000763,0.0777988614800759
E01000764,0.1540785498489426
E01000765,0.12944523470839261
E01000766,0.08527131782945736
E01000767,0.12603648424543948
E01000768,0.16693944353518822
E01000769,0.13245033112582782
E01000770,0.24347826086956523
E01000771,0.16559485530546625
E01000772,0.223841059602649
E01000773,0.18719211822660098
E01000774,0.1958762886597938
E01000775,0.11695906432748537
E01000777,0.11071428571428571
E01000778,0.18309859154929578
E01000779,0.20408163265306123
E01000780,0.2782071097372488
E01000781,0.3488
E01000782,0.40519877675840976
E01000783,0.31711145996860285
E01000784,0.12121212121212122
E01000785,0.33544303797468356
E01000786,0.1619496855345912
E01000787,0.2253731343283582
E01000788,0.18729641693811075
E01000789,0.3716012084592145
E01000790,0.3355640535372849
E01000791,0.17307692307692307
E01000792,0.15532286212914484
E01000793,0.12400635930047695
E01000794,0.10578512396694215
E01000795,0.1704119850187266
E01000796,0.47649918962722854
E01000797,0.2525399129172714
E01000798,0.5129251700680272
E01000799,0.4077025232403719
E01000800,0.45375
E01000801,0.3579109062980031
E01000802,0.3781094527363184
E01000803,0.403485254691689
E01000804,0.1413237924865832
E01000805,0.42857142857142855
E01000806,0.5758354755784062
E01000807,0.18009478672985782
E01000808,0.13804173354735153
E01000809,0.14330218068535824
E01000810,0.08067226890756303
E01000811,0.17770034843205576
E01000812,0.21185185185185185
E01000813,0.1495176848874598
E01000814,0.07241379310344828
E01000815,0.06417112299465241
E01000816,0.16639477977161501
E01000818,0.10641627543035993
E01000819,0.32407407407407407
E01000820,0.26495726495726496
E01000822,0.2791023842917251
E01000823,0.23328785811732605
E01000824,0.29809358752166376
E01000825,0.33908754623921084
E01000826,0.06417112299465241
E01000827,0.23017902813299232
E01000828,0.23376623376623376
E01000829,0.25213675213675213
E01000830,0.05063291139240506
E01000831,0.24645161290322581
E01000832,0.14334470989761092
E01000833,0.07028112449799197
E01000834,0.07127429805615551
E01000835,0.2088698140200286
E01000836,0.09533468559837728
E01000837,0.2085889570552147
E01000838,0.11743119266055047
E01000839,0.08872458410351201
E01000840,0.22707423580786026
E01000841,0.14242424242424243
E01000842,0.5375886524822695
E01000843,0.593558282208589
E01000844,0.5749086479902558
E01000845,0.5408895265423243
E01000846,0.5662650602409639
E01000847,0.4975767366720517
E01000848,0.5856950067476383
E01000849,0.6788617886178862
E01000850,0.8045375218150087
E01000851,0.8132911392405063
E01000853,0.8388888888888889
E01000855,0.8555555555555555
E01000856,0.7023255813953488
E01000857,0.5196850393700787
E01000858,0.6361355081555834
E01000859,0.4928571428571429
E01000860,0.6765140324963073
E01000861,0.7614942528735632
E01000862,0.5452292441140025
E01000863,0.7276657060518732
E01000866,0.6652221018418202
E01000867,0.7526041666666666
E01000868,0.7064343163538874
E01000869,0.639269406392694
E01000870,0.6332417582417582
E01000871,0.38556067588325654
E01000872,0.6807017543859649
E01000873,0.4407796101949025
E01000874,0.5047619047619047
E01000875,0.62890625
E01000876,0.6215235792019347
E01000877,0.5694864048338368
E01000878,0.418848167539267
E01000879,0.5130890052356021
E01000880,0.4532871972318339
E01000881,0.5959933222036727
E01000882,0.5188536953242836
E01000883,0.6609271523178808
E01000884,0.33505154639175255
E01000885,0.2916666666666667
E01000886,0.46037099494097805
E01000887,0.5865237366003063
E01000888,0.51875
E01000889,0.611032531824611
E01000890,0.7109634551495017
E01000891,0.7219512195121951
E01000892,0.5772058823529411
E01000893,0.4490106544901065
E01000894,0.3992932862190813
E01000895,0.6611253196930946
E01000896,0.4294385432473445
E01000897,0.40735068912710565
E01000898,0.7248484848484849
E01000899,0.35127478753541075
E01000900,0.5963687150837989
E01000901,0.6502732240437158
E01000902,0.653211009174312
E01000903,0.5682182985553772
E01000904,0.6726256983240223
E01000905,0.6981627296587927
E01000906,0.6049046321525886
E01000907,0.637987012987013
E01000908,0.5958549222797928
E01000909,0.35714285714285715
E01000910,0.4254937163375224
E01000911,0.5079365079365079
E01000912,0.6363636363636364
E01000913,0.2543859649122807
E01000914,0.8133159268929504
E01000915,0.7186440677966102
E01000916,0.8070739549839229
E01000917,0.788
E01000918,0.8085889570552147
E01000919,0.8008415147265077
E01000920,0.7209302325581395
E01000921,0.6952277657266811
E01000922,0.6797671033478894
E01000923,0.5205696202531646
E01000924,0.6033057851239669
E01000925,0.6649029982363316
E01000926,0.690671031096563
E01000927,0.6090116279069767
E01000928,0.574468085106383
E01000929,0.6346153846153846
E01000930,0.7710407239819005
E01000931,0.7224622030237581
E01000932,0.6700796359499431
E01000933,0.6429447852760736
E01000934,0.741307371349096
E01000935,0.6968838526912181
E01000937,0.8588516746411483
E01000938,0.8144
E01000939,0.7711340206185567
E01000941,0.7457627118644068
E01000942,0.8051181102362205
E01000943,0.7972350230414746
E01000944,0.7014134275618374
E01000946,0.6370262390670554
E01000947,0.7794117647058824
E01000948,0.6233243967828418
E01000949,0.7247838616714697
E01000951,0.6850533807829181
E01000952,0.69558599695586
E01000954,0.7288135593220338
E01000955,0.7238805970149254
E01000956,0.7715231788079471
E01000957,0.6871165644171779
E01000958,0.720125786163522
E01000959,0.7682215743440233
E01000960,0.6860986547085202
E01000961,0.5895316804407713
E01000962,0.6063408190224571
E01000963,0.5700483091787439
E01000964,0.6085219707057257
E01000965,0.6206896551724138
E01000966,0.48424068767908307
E01000967,0.4379905808477237
E01000968,0.6016483516483516
E01000969,0.5838020247469067
E01000970,0.6407894736842106
E01000971,0.47150259067357514
E01000972,0.6941544885177453
E01000973,0.6815343443354148
E01000974,0.6662303664921466
E01000975,0.49085659287776706
E01000976,0.518348623853211
E01000977,0.5512143611404435
E01000978,0.5095465393794749
E01000979,0.472258064516129
E01000980,0.3217993079584775
E01000981,0.270516717325228
E01000982,0.36
E01000983,0.32044198895027626
E01000984,0.49044585987261147
E01000985,0.15384615384615385
E01000986,0.2761627906976744
E01000987,0.22718446601941747
E01000989,0.13513513513513514
E01000990,0.3464419475655431
E01000991,0.11273792093704246
E01000992,0.30994152046783624
E01000993,0.2628099173553719
E01000994,0.2565543071161049
E01000995,0.4214876033057851
E01000996,0.2733333333333333
E01000997,0.34285714285714286
E01000998,0.5127768313458262
E01000999,0.2863741339491917
E01001000,0.4588235294117647
E01001001,0.49312714776632305
E01001002,0.36259541984732824
E01001003,0.4211409395973154
E01001004,0.35723431498079383
E01001005,0.4475873544093178
E01001006,0.31746031746031744
E01001007,0.22278056951423786
E01001008,0.3113207547169811
E01001009,0.3748125937031484
E01001010,0.3371710526315789
E01001011,0.5669383003492433
E01001012,0.5320987654320988
E01001013,0.5780730897009967
E01001015,0.19569120287253142
E01001016,0.12442396313364056
E01001017,0.07765451664025357
E01001018,0.1263823064770932
E01001019,0.13322091062394603
E01001020,0.15109034267912771
E01001021,0.3137614678899083
E01001022,0.11093247588424437
E01001023,0.289544235924933
E01001024,0.15500945179584122
E01001025,0.09330628803245436
E01001026,0.13582089552238805
E01001027,0.07971745711402624
E01001028,0.06088560885608856
E01001029,0.20251177394034536
E01001030,0.09127789046653144
E01001031,0.06796116504854369
E01001032,0.08828828828828829
E01001033,0.3093841642228739
E01001034,0.2511278195488722
E01001035,0.3747016706443914
E01001036,0.19818456883509833
E01001037,0.3815789473684211
E01001038,0.38250790305584825
E01001039,0.14214046822742474
E01001040,0.353494623655914
E01001041,0.4016506189821183
E01001042,0.5561440677966102
E01001044,0.27577937649880097
E01001046,0.38095238095238093
E01001047,0.5230769230769231
E01001049,0.12307692307692308
E01001050,0.5151898734177215
E01001051,0.4495575221238938
E01001052,0.33771929824561403
E01001053,0.26454033771106944
E01001054,0.33163265306122447
E01001055,0.35602094240837695
