lsoa,deprived_1plus_share,deprived_2plus_share
E01000052,0.6264150943396226,0.2440251572327044
E01000053,0.728110599078341,0.29185867895545314
E01000054,0.6421875,0.2609375
E01000055,0.6144366197183099,0.23943661971830985
E01000056,0.6660746003552398,0.27708703374777977
E01000057,0.6799242424242424,0.2840909090909091
E01000058,0.6585365853658537,0.2898134863701578
E01000059,0.656140350877193,0.25087719298245614
E01000060,0.6415327564894932,0.26452410383189123
E01000061,0.6693227091633466,0.3399734395750332
E01000062,0.618798955613577,0.22715404699738903
E01000063,0.6089743589743589,0.25
E01000064,0.5937106918238994,0.25031446540880503
E01000065,0.6909323116219668,0.33077905491698595
E01000066,0.613540197461213,0.2609308885754584
E01000067,0.5915279878971256,0.23903177004538578
E01000068,0.59958071278826,0.20964360587002095
E01000069,0.5671641791044776,0.18097014925373134
E01000070,0.5788561525129983,0.23743500866551126
E01000071,0.5347394540942928,0.21464019851116625
E01000072,0.6720867208672087,0.2859078590785908
E01000073,0.5864661654135338,0.22406015037593985
E01000074,0.65814696485623,0.3019169329073482
E01000075,0.6390625,0.284375
E01000076,0.7329974811083123,0.3350125944584383
E01000077,0.6661045531197302,0.2799325463743676
E01000078,0.6902086677367576,0.33226324237560195
E01000079,0.657556270096463,0.27813504823151125
E01000080,0.662828947368421,0.29769736842105265
E01000081,0.6487730061349694,0.27607361963190186
E01000082,0.6226685796269728,0.2223816355810617
E01000083,0.6872037914691943,0.3080568720379147
E01000084,0.6347305389221557,0.29740518962075846
E01000085,0.6475694444444444,0.3055555555555556
E01000086,0.6516393442622951,0.26434426229508196
E01000087,0.6274131274131274,0.25675675675675674
E01000088,0.5830564784053156,0.20764119601328904
E01000089,0.5790349417637272,0.19633943427620631
E01000090,0.5978456014362658,0.19748653500897667
E01000091,0.6979166666666666,0.3556547619047619
E01000093,0.6701807228915663,0.27710843373493976
E01000094,0.5492289442467378,0.18149466192170818
E01000095,0.55359565807327,0.22116689280868385
E01000096,0.6721649484536083,0.2948453608247423
E01000097,0.6554744525547446,0.28613138686131384
E01000098,0.6639871382636656,0.3086816720257235
E01000099,0.5758547008547008,0.2264957264957265
E01000100,0.6692073170731707,0.3155487804878049
E01000101,0.6323024054982818,0.28865979381443296
E01000102,0.6576433121019108,0.27388535031847133
E01000103,0.5853658536585366,0.24390243902439024
E01000104,0.6430635838150289,0.2630057803468208
E01000105,0.6802139037433155,0.30267379679144385
E01000106,0.6857798165137615,0.28784403669724773
E01000107,0.6196013289036545,0.22093023255813954
E01000108,0.618421052631579,0.24561403508771928
E01000110,0.47126436781609193,0.14942528735632185
E01000111,0.6284953395472703,0.24633821571238348
E01000112,0.5728571428571428,0.18571428571428572
E01000113,0.5834633385335414,0.1981279251170047
E01000114,0.52443857331572,0.16248348745046234
E01000115,0.430062630480167,0.09812108559498957
E01000116,0.47249190938511326,0.127831715210356
E01000117,0.47398843930635837,0.15173410404624277
E01000118,0.45006657789613846,0.12117177097203728
E01000119,0.4419713831478537,0.12241653418124006
E01000120,0.4777327935222672,0.11133603238866396
E01000121,0.6552380952380953,0.34285714285714286
E01000122,0.4393063583815029,0.10789980732177264
E01000123,0.4022038567493113,0.12534435261707988
E01000124,0.5610062893081761,0.19874213836477989
E01000126,0.6462140992167101,0.2950391644908616
E01000127,0.6686046511627907,0.28488372093023256
E01000128,0.6204724409448819,0.2110236220472441
E01000129,0.7630662020905923,0.29442508710801396
E01000130,0.6778115501519757,0.29635258358662614
E01000131,0.5806451612903226,0.2061711079943899
E01000132,0.6732673267326733,0.29504950495049503
E01000133,0.6788194444444444,0.2899305555555556
E01000134,0.6740157480314961,0.262992125984252
E01000135,0.4391025641025641,0.13942307692307693
E01000136,0.3670212765957447,0.09929078014184398
E01000137,0.6214605067064084,0.2608047690014903
E01000138,0.5709923664122137,0.23511450381679388
E01000139,0.4354243542435424,0.14022140221402213
E01000140,0.4405997693194925,0.14186851211072665
E01000141,0.6269035532994924,0.26015228426395937
E01000142,0.5722284434490481,0.19932810750279956
E01000143,0.5905743740795287,0.22827687776141384
E01000144,0.5639300134589502,0.18707940780619112
E01000145,0.49284253578732107,0.19222903885480572
E01000146,0.5512082853855006,0.20138089758342922
E01000147,0.5285714285714286,0.1625
E01000150,0.5535483870967742,0.16903225806451613
E01000151,0.7560975609756098,0.3597560975609756
E01000152,0.5075431034482759,0.1875
E01000153,0.6226415094339622,0.2641509433962264
E01000154,0.6076487252124646,0.2563739376770538
E01000156,0.4444444444444444,0.13788487282463185
E01000157,0.48502994011976047,0.15868263473053892
E01000158,0.48628884826325414,0.1663619744058501
E01000159,0.4753846153846154,0.16307692307692306
E01000160,0.41625,0.11875
E01000161,0.5049627791563276,0.1761786600496278
E01000162,0.5462794918330308,0.21052631578947367
E01000163,0.6092964824120602,0.2876884422110553
E01000164,0.6027820710973725,0.23647604327666152
