,part_001,part_002,part_003,part_004,part_005,part_006,part_007,part_008,part_009,part_010,part_011,part_012,part_013,part_014,part_015,part_016,part_017,part_018,part_019,part_020,part_021,part_022,part_023,part_024,part_025,part_026,part_027,part_028,part_029,part_030,part_031,part_032,part_033,part_034,part_035,part_036,part_037,part_038,part_039,part_040,part_041,part_042,part_043,part_044,part_045,part_046,part_047,part_048,part_049,part_050,part_051,part_052,part_053,part_054,part_055,part_056,part_057,part_058,part_059,part_060,part_061,part_062,part_063,part_064,part_065,part_066,part_067,part_068,part_069,part_070,part_071,part_072,part_073,part_074,part_075,part_076,part_077,part_078,part_079,part_080,part_081,part_082,part_083,part_084,part_085,part_086,part_087,part_088,part_089,part_090,part_091,part_092,part_093,part_094,part_095,part_096,part_097,part_098,part_099,part_100,part_101,part_102,part_103,part_104,part_105,part_106,part_107,part_108,part_109,part_110,part_111,part_112,part_113,part_114,part_115,part_116,part_117,part_118,part_119,part_120,part_121,part_122,part_123,part_124,part_125,part_126,part_127,part_128,part_129,part_130,part_131,part_132,part_133,part_134,part_135,part_136,part_137,part_138,part_139,part_140,part_141,part_142,part_143,part_144,part_145,part_146,part_147,part_148,part_149,part_150,part_151,part_152,part_153,part_154,part_155,part_156,part_157,part_158,part_159,part_160,part_161,part_162,part_163,part_164,part_165,part_166,part_167,part_168,part_169,part_170,part_171,part_172
balance_070,0.01418475390906605,0.01418475390906605,0.01418475390906605,0.01418475390906605,0.01418475390906605,0.01418475390906605,0.01418475390906605,0.01418475390906605,0.01418475390906605,0.01418475390906605,0.01418475390906605,0.01418475390906605,0.01418475390906605,0.01418475390906605,0.01418475390906605,0.01418475390906605,0.01418475390906605,0.01418475390906605,0.01418475390906605,0.01418475390906605,0.01418475390906605,0.01418475390906605,0.01418475390906605,0.01418475390906605,0.01418475390906605,0.01418475390906605,0.01418475390906605,0.01418475390906605,0.01418475390906605,0.01418475390906605,0.01418475390906605,0.01418475390906605,0.01418475390906605,0.01418475390906605,0.01418475390906605,0.01418475390906605,0.01418475390906605,0.01418475390906605,0.01418475390906605,0.01418475390906605,0.01418475390906605,0.01418475390906605,0.01418475390906605,0.01418475390906605,0.01418475390906605,0.01418475390906605,0.01418475390906605,0.01418475390906605,0.01418475390906605,0.01418475390906605,0.01418475390906605,0.01418475390906605,0.01418475390906605,0.01418475390906605,0.01418475390906605,0.01418475390906605,0.01418475390906605,0.01418475390906605,0.01418475390906605,0.01418475390906605,0.01418475390906605,0.01418475390906605,0.01418475390906605,0.01418475390906605,0.01418475390906605,0.01418475390906605,0.01418475390906605,0.01418475390906605,0.01418475390906605,0.01418475390906605,-0.9929327736346234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
balance_071,0.013986355971611485,0.013986355971611485,0.013986355971611485,0.013986355971611485,0.013986355971611485,0.013986355971611485,0.013986355971611485,0.013986355971611485,0.013986355971611485,0.013986355971611485,0.013986355971611485,0.013986355971611485,0.013986355971611485,0.013986355971611485,0.013986355971611485,0.013986355971611485,0.013986355971611485,0.013986355971611485,0.013986355971611485,0.013986355971611485,0.013986355971611485,0.013986355971611485,0.013986355971611485,0.013986355971611485,0.013986355971611485,0.013986355971611485,0.013986355971611485,0.013986355971611485,0.013986355971611485,0.013986355971611485,0.013986355971611485,0.013986355971611485,0.013986355971611485,0.013986355971611485,0.013986355971611485,0.013986355971611485,0.013986355971611485,0.013986355971611485,0.013986355971611485,0.013986355971611485,0.013986355971611485,0.013986355971611485,0.013986355971611485,0.013986355971611485,0.013986355971611485,0.013986355971611485,0.013986355971611485,0.013986355971611485,0.013986355971611485,0.013986355971611485,0.013986355971611485,0.013986355971611485,0.013986355971611485,0.013986355971611485,0.013986355971611485,0.013986355971611485,0.013986355971611485,0.013986355971611485,0.013986355971611485,0.013986355971611485,0.013986355971611485,0.013986355971611485,0.013986355971611485,0.013986355971611485,0.013986355971611485,0.013986355971611485,0.013986355971611485,0.013986355971611485,0.013986355971611485,0.013986355971611485,0.013986355971611485,-0.9930312739844154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
balance_072,0.013793431476706133,0.013793431476706133,0.013793431476706133,0.013793431476706133,0.013793431476706133,0.013793431476706133,0.013793431476706133,0.013793431476706133,0.013793431476706133,0.013793431476706133,0.013793431476706133,0.013793431476706133,0.013793431476706133,0.013793431476706133,0.013793431476706133,0.013793431476706133,0.013793431476706133,0.013793431476706133,0.013793431476706133,0.013793431476706133,0.013793431476706133,0.013793431476706133,0.013793431476706133,0.013793431476706133,0.013793431476706133,0.013793431476706133,0.013793431476706133,0.013793431476706133,0.013793431476706133,0.013793431476706133,0.013793431476706133,0.013793431476706133,0.013793431476706133,0.013793431476706133,0.013793431476706133,0.013793431476706133,0.013793431476706133,0.013793431476706133,0.013793431476706133,0.013793431476706133,0.013793431476706133,0.013793431476706133,0.013793431476706133,0.013793431476706133,0.013793431476706133,0.013793431476706133,0.013793431476706133,0.013793431476706133,0.013793431476706133,0.013793431476706133,0.013793431476706133,0.013793431476706133,0.013793431476706133,0.013793431476706133,0.013793431476706133,0.013793431476706133,0.013793431476706133,0.013793431476706133,0.013793431476706133,0.013793431476706133,0.013793431476706133,0.013793431476706133,0.013793431476706133,0.013793431476706133,0.013793431476706133,0.013793431476706133,0.013793431476706133,0.013793431476706133,0.013793431476706133,0.013793431476706133,0.013793431476706133,0.013793431476706133,-0.9931270663228415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
balance_073,0.01360575699741796,0.01360575699741796,0.01360575699741796,0.01360575699741796,0.01360575699741796,0.01360575699741796,0.01360575699741796,0.01360575699741796,0.01360575699741796,0.01360575699741796,0.01360575699741796,0.01360575699741796,0.01360575699741796,0.01360575699741796,0.01360575699741796,0.01360575699741796,0.01360575699741796,0.01360575699741796,0.01360575699741796,0.01360575699741796,0.01360575699741796,0.01360575699741796,0.01360575699741796,0.01360575699741796,0.01360575699741796,0.01360575699741796,0.01360575699741796,0.01360575699741796,0.01360575699741796,0.01360575699741796,0.01360575699741796,0.01360575699741796,0.01360575699741796,0.01360575699741796,0.01360575699741796,0.01360575699741796,0.01360575699741796,0.01360575699741796,0.01360575699741796,0.01360575699741796,0.01360575699741796,0.01360575699741796,0.01360575699741796,0.01360575699741796,0.01360575699741796,0.01360575699741796,0.01360575699741796,0.01360575699741796,0.01360575699741796,0.01360575699741796,0.01360575699741796,0.01360575699741796,0.01360575699741796,0.01360575699741796,0.01360575699741796,0.01360575699741796,0.01360575699741796,0.01360575699741796,0.01360575699741796,0.01360575699741796,0.01360575699741796,0.01360575699741796,0.01360575699741796,0.01360575699741796,0.01360575699741796,0.01360575699741796,0.01360575699741796,0.01360575699741796,0.01360575699741796,0.01360575699741796,0.01360575699741796,0.01360575699741796,0.01360575699741796,-0.9932202608115112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
balance_074,0.013423121104280487,0.013423121104280487,0.013423121104280487,0.013423121104280487,0.013423121104280487,0.013423121104280487,0.013423121104280487,0.013423121104280487,0.013423121104280487,0.013423121104280487,0.013423121104280487,0.013423121104280487,0.013423121104280487,0.013423121104280487,0.013423121104280487,0.013423121104280487,0.013423121104280487,0.013423121104280487,0.013423121104280487,0.013423121104280487,0.013423121104280487,0.013423121104280487,0.013423121104280487,0.013423121104280487,0.013423121104280487,0.013423121104280487,0.013423121104280487,0.013423121104280487,0.013423121104280487,0.013423121104280487,0.013423121104280487,0.013423121104280487,0.013423121104280487,0.013423121104280487,0.013423121104280487,0.013423121104280487,0.013423121104280487,0.013423121104280487,0.013423121104280487,0.013423121104280487,0.013423121104280487,0.013423121104280487,0.013423121104280487,0.013423121104280487,0.013423121104280487,0.013423121104280487,0.013423121104280487,0.013423121104280487,0.013423121104280487,0.013423121104280487,0.013423121104280487,0.013423121104280487,0.013423121104280487,0.013423121104280487,0.013423121104280487,0.013423121104280487,0.013423121104280487,0.013423121104280487,0.013423121104280487,0.013423121104280487,0.013423121104280487,0.013423121104280487,0.013423121104280487,0.013423121104280487,0.013423121104280487,0.013423121104280487,0.013423121104280487,0.013423121104280487,0.013423121104280487,0.013423121104280487,0.013423121104280487,0.013423121104280487,0.013423121104280487,0.013423121104280487,-0.993310961716756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
balance_075,0.01324532357065044,0.01324532357065044,0.01324532357065044,0.01324532357065044,0.01324532357065044,0.01324532357065044,0.01324532357065044,0.01324532357065044,0.01324532357065044,0.01324532357065044,0.01324532357065044,0.01324532357065044,0.01324532357065044,0.01324532357065044,0.01324532357065044,0.01324532357065044,0.01324532357065044,0.01324532357065044,0.01324532357065044,0.01324532357065044,0.01324532357065044,0.01324532357065044,0.01324532357065044,0.01324532357065044,0.01324532357065044,0.01324532357065044,0.01324532357065044,0.01324532357065044,0.01324532357065044,0.01324532357065044,0.01324532357065044,0.01324532357065044,0.01324532357065044,0.01324532357065044,0.01324532357065044,0.01324532357065044,0.01324532357065044,0.01324532357065044,0.01324532357065044,0.01324532357065044,0.01324532357065044,0.01324532357065044,0.01324532357065044,0.01324532357065044,0.01324532357065044,0.01324532357065044,0.01324532357065044,0.01324532357065044,0.01324532357065044,0.01324532357065044,0.01324532357065044,0.01324532357065044,0.01324532357065044,0.01324532357065044,0.01324532357065044,0.01324532357065044,0.01324532357065044,0.01324532357065044,0.01324532357065044,0.01324532357065044,0.01324532357065044,0.01324532357065044,0.01324532357065044,0.01324532357065044,0.01324532357065044,0.01324532357065044,0.01324532357065044,0.01324532357065044,0.01324532357065044,0.01324532357065044,0.01324532357065044,0.01324532357065044,0.01324532357065044,0.01324532357065044,0.01324532357065044,-0.993399267798783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
balance_076,0.013072174640400051,0.013072174640400051,0.013072174640400051,0.013072174640400051,0.013072174640400051,0.013072174640400051,0.013072174640400051,0.013072174640400051,0.013072174640400051,0.013072174640400051,0.013072174640400051,0.013072174640400051,0.013072174640400051,0.013072174640400051,0.013072174640400051,0.013072174640400051,0.013072174640400051,0.013072174640400051,0.013072174640400051,0.013072174640400051,0.013072174640400051,0.013072174640400051,0.013072174640400051,0.013072174640400051,0.013072174640400051,0.013072174640400051,0.013072174640400051,0.013072174640400051,0.013072174640400051,0.013072174640400051,0.013072174640400051,0.013072174640400051,0.013072174640400051,0.013072174640400051,0.013072174640400051,0.013072174640400051,0.013072174640400051,0.013072174640400051,0.013072174640400051,0.013072174640400051,0.013072174640400051,0.013072174640400051,0.013072174640400051,0.013072174640400051,0.013072174640400051,0.013072174640400051,0.013072174640400051,0.013072174640400051,0.013072174640400051,0.013072174640400051,0.013072174640400051,0.013072174640400051,0.013072174640400051,0.013072174640400051,0.013072174640400051,0.013072174640400051,0.013072174640400051,0.013072174640400051,0.013072174640400051,0.013072174640400051,0.013072174640400051,0.013072174640400051,0.013072174640400051,0.013072174640400051,0.013072174640400051,0.013072174640400051,0.013072174640400051,0.013072174640400051,0.013072174640400051,0.013072174640400051,0.013072174640400051,0.013072174640400051,0.013072174640400051,0.013072174640400051,0.013072174640400051,0.013072174640400051,-0.993485272670404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
balance_077,0.012903494352312729,0.012903494352312729,0.012903494352312729,0.012903494352312729,0.012903494352312729,0.012903494352312729,0.012903494352312729,0.012903494352312729,0.012903494352312729,0.012903494352312729,0.012903494352312729,0.012903494352312729,0.012903494352312729,0.012903494352312729,0.012903494352312729,0.012903494352312729,0.012903494352312729,0.012903494352312729,0.012903494352312729,0.012903494352312729,0.012903494352312729,0.012903494352312729,0.012903494352312729,0.012903494352312729,0.012903494352312729,0.012903494352312729,0.012903494352312729,0.012903494352312729,0.012903494352312729,0.012903494352312729,0.012903494352312729,0.012903494352312729,0.012903494352312729,0.012903494352312729,0.012903494352312729,0.012903494352312729,0.012903494352312729,0.012903494352312729,0.012903494352312729,0.012903494352312729,0.012903494352312729,0.012903494352312729,0.012903494352312729,0.012903494352312729,0.012903494352312729,0.012903494352312729,0.012903494352312729,0.012903494352312729,0.012903494352312729,0.012903494352312729,0.012903494352312729,0.012903494352312729,0.012903494352312729,0.012903494352312729,0.012903494352312729,0.012903494352312729,0.012903494352312729,0.012903494352312729,0.012903494352312729,0.012903494352312729,0.012903494352312729,0.012903494352312729,0.012903494352312729,0.012903494352312729,0.012903494352312729,0.012903494352312729,0.012903494352312729,0.012903494352312729,0.012903494352312729,0.012903494352312729,0.012903494352312729,0.012903494352312729,0.012903494352312729,0.012903494352312729,0.012903494352312729,0.012903494352312729,0.012903494352312729,-0.9935690651280802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
balance_078,0.012739111916124871,0.012739111916124871,0.012739111916124871,0.012739111916124871,0.012739111916124871,0.012739111916124871,0.012739111916124871,0.012739111916124871,0.012739111916124871,0.012739111916124871,0.012739111916124871,0.012739111916124871,0.012739111916124871,0.012739111916124871,0.012739111916124871,0.012739111916124871,0.012739111916124871,0.012739111916124871,0.012739111916124871,0.012739111916124871,0.012739111916124871,0.012739111916124871,0.012739111916124871,0.012739111916124871,0.012739111916124871,0.012739111916124871,0.012739111916124871,0.012739111916124871,0.012739111916124871,0.012739111916124871,0.012739111916124871,0.012739111916124871,0.012739111916124871,0.012739111916124871,0.012739111916124871,0.012739111916124871,0.012739111916124871,0.012739111916124871,0.012739111916124871,0.012739111916124871,0.012739111916124871,0.012739111916124871,0.012739111916124871,0.012739111916124871,0.012739111916124871,0.012739111916124871,0.012739111916124871,0.012739111916124871,0.012739111916124871,0.012739111916124871,0.012739111916124871,0.012739111916124871,0.012739111916124871,0.012739111916124871,0.012739111916124871,0.012739111916124871,0.012739111916124871,0.012739111916124871,0.012739111916124871,0.012739111916124871,0.012739111916124871,0.012739111916124871,0.012739111916124871,0.012739111916124871,0.012739111916124871,0.012739111916124871,0.012739111916124871,0.012739111916124871,0.012739111916124871,0.012739111916124871,0.012739111916124871,0.012739111916124871,0.012739111916124871,0.012739111916124871,0.012739111916124871,0.012739111916124871,0.012739111916124871,0.012739111916124871,-0.99365072945774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
balance_079,0.01257886513566569,0.01257886513566569,0.01257886513566569,0.01257886513566569,0.01257886513566569,0.01257886513566569,0.01257886513566569,0.01257886513566569,0.01257886513566569,0.01257886513566569,0.01257886513566569,0.01257886513566569,0.01257886513566569,0.01257886513566569,0.01257886513566569,0.01257886513566569,0.01257886513566569,0.01257886513566569,0.01257886513566569,0.01257886513566569,0.01257886513566569,0.01257886513566569,0.01257886513566569,0.01257886513566569,0.01257886513566569,0.01257886513566569,0.01257886513566569,0.01257886513566569,0.01257886513566569,0.01257886513566569,0.01257886513566569,0.01257886513566569,0.01257886513566569,0.01257886513566569,0.01257886513566569,0.01257886513566569,0.01257886513566569,0.01257886513566569,0.01257886513566569,0.01257886513566569,0.01257886513566569,0.01257886513566569,0.01257886513566569,0.01257886513566569,0.01257886513566569,0.01257886513566569,0.01257886513566569,0.01257886513566569,0.01257886513566569,0.01257886513566569,0.01257886513566569,0.01257886513566569,0.01257886513566569,0.01257886513566569,0.01257886513566569,0.01257886513566569,0.01257886513566569,0.01257886513566569,0.01257886513566569,0.01257886513566569,0.01257886513566569,0.01257886513566569,0.01257886513566569,0.01257886513566569,0.01257886513566569,0.01257886513566569,0.01257886513566569,0.01257886513566569,0.01257886513566569,0.01257886513566569,0.01257886513566569,0.01257886513566569,0.01257886513566569,0.01257886513566569,0.01257886513566569,0.01257886513566569,0.01257886513566569,0.01257886513566569,0.01257886513566569,-0.9937303457175896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
balance_080,0.012422599874998832,0.012422599874998832,0.012422599874998832,0.012422599874998832,0.012422599874998832,0.012422599874998832,0.012422599874998832,0.012422599874998832,0.012422599874998832,0.012422599874998832,0.012422599874998832,0.012422599874998832,0.012422599874998832,0.012422599874998832,0.012422599874998832,0.012422599874998832,0.012422599874998832,0.012422599874998832,0.012422599874998832,0.012422599874998832,0.012422599874998832,0.012422599874998832,0.012422599874998832,0.012422599874998832,0.012422599874998832,0.012422599874998832,0.012422599874998832,0.012422599874998832,0.012422599874998832,0.012422599874998832,0.012422599874998832,0.012422599874998832,0.012422599874998832,0.012422599874998832,0.012422599874998832,0.012422599874998832,0.012422599874998832,0.012422599874998832,0.012422599874998832,0.012422599874998832,0.012422599874998832,0.012422599874998832,0.012422599874998832,0.012422599874998832,0.012422599874998832,0.012422599874998832,0.012422599874998832,0.012422599874998832,0.012422599874998832,0.012422599874998832,0.012422599874998832,0.012422599874998832,0.012422599874998832,0.012422599874998832,0.012422599874998832,0.012422599874998832,0.012422599874998832,0.012422599874998832,0.012422599874998832,0.012422599874998832,0.012422599874998832,0.012422599874998832,0.012422599874998832,0.012422599874998832,0.012422599874998832,0.012422599874998832,0.012422599874998832,0.012422599874998832,0.012422599874998832,0.012422599874998832,0.012422599874998832,0.012422599874998832,0.012422599874998832,0.012422599874998832,0.012422599874998832,0.012422599874998832,0.012422599874998832,0.012422599874998832,0.012422599874998832,0.012422599874998832,-0.9938079899999065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
balance_081,0.012270169563871839,0.012270169563871839,0.012270169563871839,0.012270169563871839,0.012270169563871839,0.012270169563871839,0.012270169563871839,0.012270169563871839,0.012270169563871839,0.012270169563871839,0.012270169563871839,0.012270169563871839,0.012270169563871839,0.012270169563871839,0.012270169563871839,0.012270169563871839,0.012270169563871839,0.012270169563871839,0.012270169563871839,0.012270169563871839,0.012270169563871839,0.012270169563871839,0.012270169563871839,0.012270169563871839,0.012270169563871839,0.012270169563871839,0.012270169563871839,0.012270169563871839,0.012270169563871839,0.012270169563871839,0.012270169563871839,0.012270169563871839,0.012270169563871839,0.012270169563871839,0.012270169563871839,0.012270169563871839,0.012270169563871839,0.012270169563871839,0.012270169563871839,0.012270169563871839,0.012270169563871839,0.012270169563871839,0.012270169563871839,0.012270169563871839,0.012270169563871839,0.012270169563871839,0.012270169563871839,0.012270169563871839,0.012270169563871839,0.012270169563871839,0.012270169563871839,0.012270169563871839,0.012270169563871839,0.012270169563871839,0.012270169563871839,0.012270169563871839,0.012270169563871839,0.012270169563871839,0.012270169563871839,0.012270169563871839,0.012270169563871839,0.012270169563871839,0.012270169563871839,0.012270169563871839,0.012270169563871839,0.012270169563871839,0.012270169563871839,0.012270169563871839,0.012270169563871839,0.012270169563871839,0.012270169563871839,0.012270169563871839,0.012270169563871839,0.012270169563871839,0.012270169563871839,0.012270169563871839,0.012270169563871839,0.012270169563871839,0.012270169563871839,0.012270169563871839,0.012270169563871839,-0.9938837346736189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
