K,n,share_at_1.0,share_ge_0.999,share_ge_0.99,share_ge_0.95,share_ge_0.9,uncertain_n,uncertain_share,uncertain_min,uncertain_max,uncertain_median,overall_mean,overall_min
5,403,0.8982630272952854,0.9727047146401985,0.9851116625310173,0.9950372208436724,1.0,41,0.10173697270471464,0.9305409685114506,0.9999987843523852,0.9999679038363416,0.9994300144856674,0.9305409685114506
