component,metric,value
bus,input_rows,4100.0
bus,matched_imd_rows,3965.0
bus,unmatched_imd_rows,135.0
bus,match_rate,0.9670731707317073
rail,input_rows,270.0
rail,lnwc_eligible_stations,254.0
rail,imd_matched_stations,257.0
rail,both_eligible,254.0
