metric,kruskal_h,df,p_value,epsilon_squared,n,p_fdr_bh
log_total_activity,343.57167938492967,9,1.4456262460252889e-68,0.08459460919972937,3965,2.8912524920505777e-68
post_midnight_share,575.3807396634691,9,4.013761364651352e-118,0.14320625528785563,3965,1.605504545860541e-117
direction_balance,16.833680816245327,9,0.05138512106871066,0.0019807031140948992,3965,0.05138512106871066
weekend_ratio,178.1225313801806,9,1.2492790995364747e-33,0.04276170199246033,3965,1.6657054660486328e-33
