variant,K,n,share_at_1.0,share_ge_0.999,share_ge_0.99,share_ge_0.95,share_ge_0.9,uncertain_n,uncertain_share,uncertain_min,uncertain_max,uncertain_median,overall_mean,overall_min
clr,4,3383,0.9263966893289979,0.9751699674844813,0.9902453443689033,0.9967484481229678,0.9994088087496305,249,0.07360331067100206,0.8564998379617534,0.9999988794680189,0.9998613284720255,0.9994682029190919,0.8564998379617534
