lsoa,alightings_old,boardings_old,alightings_hub_first,boardings_hub_first,boardings_delta,alightings_delta,total_old,total_hub_first,total_delta
E01000606,252.60479,133.85069,289.49159000000003,175.6366,41.78591,36.88680000000002,386.45547999999997,465.12819,78.67271000000005
E01000608,4324.85899,3353.99918,4324.85899,3353.99918,0.0,0.0,7678.8581699999995,7678.8581699999995,0.0
E01000609,122.03664,29.58485,173.12921,83.56901,53.98416,51.092569999999995,151.62149,256.69822,105.07673
E01000611,0.0,259.19577,0.0,0.0,-259.19577,0.0,259.19577,0.0,-259.19577
E01000612,1850.63632,647.45714,2144.97252,1232.3931499999999,584.9360099999999,294.33619999999974,2498.09346,3377.3656699999997,879.2722099999996
E01000615,269.78062,365.63974,90.1159,209.26944,-156.37030000000001,-179.66472,635.4203600000001,299.38534,-336.0350200000001
E01000616,872.50364,756.36864,988.83642,784.20563,27.836990000000014,116.33277999999996,1628.87228,1773.04205,144.16976999999997
E01000620,2133.31053,1524.5274,2133.31053,1524.5274,0.0,0.0,3657.83793,3657.83793,0.0
E01000621,1926.8849,1713.65781,1926.8849,1713.65781,0.0,0.0,3640.5427099999997,3640.5427099999997,0.0
E01000622,9.060899999999998,0.8190999999999999,37.875,54.34149,53.52239,28.814100000000003,9.879999999999999,92.21649,82.33649
E01000623,789.32783,451.01589,789.3278300000001,451.01589,0.0,1.1368683772161603e-13,1240.3437199999998,1240.34372,2.2737367544323206e-13
E01000625,1141.98315,766.72702,327.40519,272.44334,-494.28368000000006,-814.5779600000001,1908.71017,599.84853,-1308.86164
E01000626,1474.65425,922.66422,1405.76259,978.8733100000001,56.20909000000006,-68.89166,2397.31847,2384.6359,-12.682569999999942
E01000627,638.18173,369.95838,841.30258,506.27988,136.32150000000001,203.12085000000002,1008.14011,1347.58246,339.44235000000003
E01000628,1312.80601,983.42146,1283.36497,953.07492,-30.346540000000005,-29.44103999999993,2296.22747,2236.43989,-59.78757999999971
E01000631,91.36586,188.29273,11.469199999999999,16.2546,-172.03813,-79.89666,279.65859,27.723799999999997,-251.93479000000002
E01000633,9695.61612,10284.93684,12637.41011,12446.57072,2161.6338799999994,2941.79399,19980.55296,25083.98083,5103.4278699999995
E01000634,1581.31869,2087.25779,1581.31869,2087.25779,0.0,0.0,3668.57648,3668.57648,0.0
E01000636,1449.20379,1426.48229,1449.20379,1426.48229,0.0,0.0,2875.68608,2875.68608,0.0
E01000638,5865.27717,3825.49772,4131.67478,2122.08226,-1703.4154599999997,-1733.60239,9690.77489,6253.75704,-3437.01785
E01000640,2758.43278,2132.68788,3795.52008,3105.48633,972.7984500000002,1037.0872999999997,4891.1206600000005,6901.00641,2009.8857499999995
E01000642,2324.90304,1730.31023,4724.10271,4354.6457900000005,2624.3355600000004,2399.19967,4055.21327,9078.748500000002,5023.535230000001
E01000643,1199.08403,886.15141,1895.59912,1616.76842,730.61701,696.5150900000001,2085.23544,3512.36754,1427.1321000000003
E01000644,1450.51095,1142.66846,0.0,0.0,-1142.66846,-1450.51095,2593.17941,0.0,-2593.17941
E01000645,31.25961,23.40018,31.25961,23.40018,0.0,0.0,54.65979,54.65979,0.0
E01000646,197.22866,130.56477999999998,197.22866,130.56477999999998,0.0,0.0,327.79344,327.79344,0.0
E01000648,122.02111,71.52219,122.02111000000001,71.52219,0.0,1.4210854715202004e-14,193.5433,193.5433,0.0
E01000649,246.10875,259.7061,246.10875,259.7061,0.0,0.0,505.81485,505.81485,0.0
E01000650,79.78381999999999,71.32366999999999,81.86429,81.71968,10.396010000000004,2.0804700000000054,151.10748999999998,163.58397,12.47648000000001
E01000651,128.50806,65.59752,126.42759,55.20151,-10.396010000000004,-2.0804700000000054,194.10558,181.6291,-12.47648000000001
E01000652,18.686339999999998,13.06174,18.686339999999998,13.06174,0.0,0.0,31.748079999999998,31.748079999999998,0.0
E01000653,70.74229,60.81613,78.51339,68.75483,7.938699999999997,7.771100000000004,131.55842,147.26821999999999,15.709799999999973
E01000654,10.15384,5.67416,10.15384,5.67416,0.0,0.0,15.828,15.828,0.0
E01000655,13.244219999999999,4.9075299999999995,11.953199999999999,2.09182,-2.8157099999999997,-1.2910199999999996,18.15175,14.04502,-4.106730000000001
E01000656,87.89424,69.79445,90.84872,65.29619,-4.498260000000002,2.9544800000000038,157.68869,156.14490999999998,-1.5437800000000266
E01000657,142.61337,116.63419,142.61337,116.63419,0.0,0.0,259.24756,259.24756,0.0
E01000658,24.145500000000002,14.421249999999999,31.099349999999998,15.301269999999999,0.88002,6.953849999999996,38.56675,46.400619999999996,7.8338699999999974
E01000659,268.09836,116.64555,266.43489999999997,123.95952,7.313969999999998,-1.6634600000000432,384.74391,390.39441999999997,5.65050999999994
E01000661,744.3062,397.57049,744.3062,397.57049,0.0,0.0,1141.87669,1141.87669,0.0
E01000662,248.70588,213.27634,224.32218,182.44667,-30.829669999999993,-24.383700000000005,461.98222,406.76885000000004,-55.21336999999994
E01000663,90.19045999999999,55.302499999999995,122.83353,88.57392,33.271420000000006,32.64307000000001,145.49295999999998,211.40744999999998,65.91449
E01000664,50.83929,22.847350000000002,50.83929,22.84735,-3.552713678800501e-15,0.0,73.68664,73.68664,0.0
E01000665,640.31199,396.41634,640.31199,396.41634,0.0,0.0,1036.72833,1036.72833,0.0
E01000666,237.02371,185.53724,234.9313,177.75207,-7.785169999999994,-2.092410000000001,422.56095,412.68336999999997,-9.877580000000023
E01000667,156.87419,253.46122,99.34486999999999,42.89636,-210.56486,-57.52932000000001,410.33541,142.24122999999997,-268.09418000000005
E01000668,1329.7060099999999,668.52116,1329.7060099999999,668.52116,0.0,0.0,1998.22717,1998.22717,0.0
E01000670,408.34326999999996,570.95935,248.65589,359.63565,-211.32369999999997,-159.68737999999996,979.3026199999999,608.2915399999999,-371.01108
E01000671,166.23933,146.66120999999998,490.87820999999997,245.84976,99.18855000000002,324.63888,312.90054,736.7279699999999,423.82742999999994
E01000672,183.34043,91.64573,103.02955,75.1704,-16.47533,-80.31088,274.98616,178.19995,-96.78620999999998
E01000673,88.10978999999999,49.13114,88.10978999999999,49.13114,0.0,0.0,137.24093,137.24093,0.0
E01000674,222.38631999999998,170.38974,198.66029,160.52074,-9.869,-23.72602999999998,392.77606,359.18102999999996,-33.59503000000001
E01000676,4282.1735,5039.43756,3282.81422,3790.85919,-1248.5783700000002,-999.3592799999997,9321.61106,7073.67341,-2247.937649999999
E01000677,155.70786999999999,173.49748,155.70787,173.49748,0.0,2.842170943040401e-14,329.20534999999995,329.20535,5.684341886080802e-14
E01000678,477.04992,155.44524,243.69800999999998,208.76599,53.320749999999975,-233.35191,632.4951599999999,452.46399999999994,-180.03116
E01000679,59.16837,52.50098,59.168369999999996,52.50098,0.0,-7.105427357601002e-15,111.66935000000001,111.66935,-1.4210854715202004e-14
E01000680,11.748,14.84827,11.748,14.84827,0.0,0.0,26.596269999999997,26.596269999999997,0.0
E01000681,8.39049,0.22066,9.32882,8.489329999999999,8.268669999999998,0.9383300000000006,8.61115,17.81815,9.206999999999999
E01000682,64.59011,18.41378,172.6939,89.40791,70.99413,108.10379000000002,83.00389,262.10181,179.09792
E01000683,170.62451,111.02251,118.40649,75.38329,-35.639219999999995,-52.21801999999998,281.64702,193.78978,-87.85723999999999
E01000684,37.7614,66.91954,37.7614,66.91954,0.0,0.0,104.68093999999999,104.68093999999999,0.0
E01000685,122.99056999999999,49.92827,122.99056999999999,51.87781,1.949539999999999,0.0,172.91884,174.86838,1.9495400000000132
E01000686,448.78371,277.00234,415.09434,247.16772,-29.83462,-33.68937,725.7860499999999,662.26206,-63.52398999999991
E01000687,101.17707,91.78538,66.02893,90.06986,-1.715519999999998,-35.14814,192.96245,156.09879,-36.86365999999998
E01000688,1.72079,10.14874,18.53869,10.20404,0.05530000000000079,16.817899999999998,11.869530000000001,28.74273,16.8732
E01000689,62.98929,30.080729999999996,58.694559999999996,25.66272,-4.418009999999995,-4.294730000000001,93.07002,84.35728,-8.712739999999997
E01000690,231.68883,127.11856,325.22867,141.88031,14.761750000000006,93.53984000000003,358.80739,467.10898000000003,108.30159000000003
E01000691,363.28024999999997,160.82573,363.28025,160.82573,0.0,5.684341886080802e-14,524.1059799999999,524.10598,1.1368683772161603e-13
E01000692,618.05756,651.66576,565.26129,615.4075399999999,-36.25822000000005,-52.796269999999936,1269.72332,1180.66883,-89.05448999999999
E01000693,224.8816,345.67058,330.93279,483.86291,138.19233000000003,106.05119000000002,570.5521799999999,814.7957,244.2435200000001
E01000694,48.35371,117.37585,48.35371,117.37585,0.0,0.0,165.72956,165.72956,0.0
E01000696,566.16024,492.30591999999996,509.36879,382.09265999999997,-110.21325999999999,-56.791450000000054,1058.46616,891.46145,-167.00470999999993
E01000697,244.89535999999998,524.57513,248.43189,532.85428,8.279150000000072,3.5365300000000275,769.4704899999999,781.2861700000001,11.815680000000157
E01000698,75.04974,40.88067,75.04974,40.88067,0.0,0.0,115.93041,115.93041,0.0
E01000699,417.11868,243.79053,190.84192,156.72517,-87.06536,-226.27676,660.90921,347.56709,-313.34212
E01000700,59.491569999999996,32.26675,39.728069999999995,45.19273,12.925979999999996,-19.7635,91.75832,84.92079999999999,-6.837520000000012
E01000702,262.40514,375.50752,256.14648,355.15778,-20.349739999999997,-6.25866000000002,637.91266,611.30426,-26.60839999999996
E01000703,628.99974,769.5531,924.65119,1181.60276,412.04966,295.65145000000007,1398.5528399999998,2106.2539500000003,707.7011100000004
E01000704,98.33312,72.82873,96.07451999999999,70.61764,-2.2110899999999987,-2.2586000000000013,171.16185,166.69216,-4.469689999999986
E01000705,24.537619999999997,14.4743,585.13261,311.13779999999997,296.6635,560.59499,39.011919999999996,896.27041,857.2584899999999
E01000706,479.20191,461.09423000000004,507.48267,470.72908,9.634849999999972,28.280759999999987,940.29614,978.2117499999999,37.9156099999999
E01000707,34.07581,81.94557999999999,138.676,126.17576,44.230180000000004,104.60019,116.02139,264.85176,148.83037000000002
E01000708,150.17732,314.95514,286.9621,351.61073,36.65559000000002,136.78478,465.13246,638.5728300000001,173.4403700000001
E01000709,89.82545999999999,104.00522,40.983019999999996,23.75623,-80.24898999999999,-48.842439999999996,193.83067999999997,64.73925,-129.09142999999997
E01000710,95.75974,96.62845,96.47859,102.33767999999999,5.709229999999991,0.7188500000000033,192.38819,198.81626999999997,6.428079999999966
E01000711,49.07176,30.98548,49.07176,30.98548,0.0,0.0,80.05724,80.05724,0.0
E01000712,160.75361,284.92941,160.75361,284.92941,0.0,0.0,445.68302000000006,445.68302000000006,0.0
E01000713,58.196799999999996,33.28164,58.196799999999996,33.28164,0.0,0.0,91.47844,91.47844,0.0
E01000714,2333.24892,2801.7746700000002,2110.10041,2545.45003,-256.3246400000003,-223.14851,5135.023590000001,4655.55044,-479.4731500000007
E01000715,240.57953,185.63853,240.57953,185.63853,0.0,0.0,426.21806000000004,426.21806000000004,0.0
E01000716,66.2047,62.41227,66.2047,62.41227,0.0,0.0,128.61697,128.61697,0.0
E01000717,224.41671,145.27121,213.06925,136.05841,-9.212799999999987,-11.347459999999984,369.68791999999996,349.12766,-20.56025999999997
E01000718,199.02067,100.80071,198.30182,95.09148,-5.709229999999991,-0.7188500000000033,299.82138,293.3933,-6.428079999999966
E01000719,236.15666000000002,75.3901,56.40028,64.10055,-11.289550000000006,-179.75638,311.54676,120.50083000000001,-191.04593
E01000720,21.6772,20.878159999999998,19.95491,8.46923,-12.408929999999998,-1.7222899999999974,42.55535999999999,28.42414,-14.131219999999992
E01000721,44.22562,46.61268,29.82893,20.74469,-25.86799,-14.39669,90.8383,50.57362,-40.264680000000006
E01000722,788.30483,534.97453,792.5060599999999,556.69768,21.723150000000032,4.201229999999896,1323.27936,1349.20374,25.92437999999993
E01000723,10.200459999999998,33.17219,9.898829999999998,11.297410000000001,-21.87478,-0.3016299999999994,43.37265,21.19624,-22.17641
E01000724,33.12918,27.523419999999998,46.47826,33.015769999999996,5.492349999999998,13.34908,60.65259999999999,79.49403,18.841430000000003
E01000725,40.60532,21.799439999999997,33.51419,15.08185,-6.717589999999998,-7.09113,62.404759999999996,48.59604,-13.808719999999994
E01000726,18.00623,10.6746,18.958579999999998,10.6746,0.0,0.9523499999999991,28.68083,29.633179999999996,0.9523499999999956
E01000727,780.41879,402.63953,786.55757,409.35712,6.71759000000003,6.138780000000111,1183.0583199999999,1195.91469,12.856370000000197
E01000728,168.78683,81.93977,168.78683,81.93977,0.0,0.0,250.72660000000002,250.72660000000002,0.0
E01000729,24.58902,8.64244,24.58902,8.64244,0.0,0.0,33.23146,33.23146,0.0
E01000730,835.64527,913.0931899999999,1015.40165,924.38274,11.289550000000077,179.75638000000004,1748.73846,1939.78439,191.04593
E01000731,35.759049999999995,22.99835,38.95422,26.60833,3.60998,3.1951700000000045,58.75739999999999,65.56255,6.805150000000012
E01000732,137.28463,40.983869999999996,116.77488,37.51367,-3.4701999999999984,-20.509749999999997,178.2685,154.28855,-23.979950000000002
E01000733,31.758139999999997,16.9192,25.40935,11.96171,-4.95749,-6.3487899999999975,48.67734,37.37106,-11.306280000000001
E01000734,16.385709999999996,4.89793,42.8602,12.556849999999999,7.658919999999999,26.474490000000003,21.283639999999995,55.417049999999996,34.13341
E01000735,287.10609,156.9751,287.10609,156.9751,0.0,0.0,444.08119,444.08119,0.0
E01000736,190.87706999999997,71.34663,132.06696,51.1057,-20.240930000000006,-58.81010999999998,262.2237,183.17266,-79.05104
E01000737,128.80276,97.98886999999999,187.61287,118.2298,20.240930000000006,58.81010999999998,226.79163,305.84267,79.05104
E01000738,282.77782,244.77013,282.77782,244.77013,0.0,0.0,527.54795,527.54795,0.0
E01000739,71.20565,28.01633,71.20564999999999,28.01633,0.0,-1.4210854715202004e-14,99.22198,99.22197999999999,-1.4210854715202004e-14
E01000741,551.58958,753.29933,948.97074,1147.79876,394.49942999999985,397.38116,1304.8889100000001,2096.7695,791.8805899999998
E01000742,77.52541,30.816319999999997,83.52564,38.602129999999995,7.785809999999998,6.000230000000002,108.34172999999998,122.12777,13.786040000000014
E01000743,1464.44629,839.47523,1397.56655,922.32327,82.84803999999997,-66.87974000000008,2303.92152,2319.88982,15.9683
E01000744,512.49903,273.00637,349.02369999999996,286.30444,13.298069999999996,-163.47532999999999,785.5054,635.32814,-150.17726000000005
E01000745,956.63906,494.25451,599.85592,431.94225,-62.31225999999998,-356.78314,1450.89357,1031.79817,-419.0953999999999
E01000747,86.27932999999999,59.17641,81.41789,64.13623,4.959820000000001,-4.8614399999999875,145.45574,145.55412,0.09838000000002012
E01000748,23.248309999999996,20.082060000000002,23.248309999999996,20.08206,-3.552713678800501e-15,0.0,43.33037,43.330369999999995,-7.105427357601002e-15
E01000749,70.05064,13.552,57.714,14.39884,0.8468400000000003,-12.336640000000003,83.60264000000001,72.11284,-11.489800000000002
E01000750,49.2736,12.81159,0.0,0.0,-12.81159,-49.2736,62.085190000000004,0.0,-62.085190000000004
E01000751,668.85312,426.19783,537.34222,352.30741,-73.89042,-131.5109,1095.05095,889.64963,-205.40132000000006
E01000752,195.55481,128.52344,253.29889,138.57345,10.050010000000015,57.74408,324.07825,391.87234,67.79408999999998
E01000753,135.40707,80.68139,104.4695,53.4656,-27.21578999999999,-30.937570000000008,216.08846,157.9351,-58.15335999999999
E01000754,393.93318,666.81452,949.13135,757.6432599999999,90.82873999999993,555.19817,1060.7477,1706.77461,646.02691
E01000755,226.62788,126.72581,165.94509,97.99636,-28.72945,-60.68279000000001,353.35369000000003,263.94145,-89.41224000000005
E01000756,626.27047,862.18941,815.31069,1146.6446899999999,284.4552799999999,189.04021999999998,1488.4598799999999,1961.9553799999999,473.4955
E01000757,74.86518,43.4668,166.48554,99.41203999999999,55.94523999999999,91.62035999999999,118.33197999999999,265.89757999999995,147.56559999999996
E01000758,2.9024699999999997,12.6359,1.9641399999999996,4.36723,-8.26867,-0.9383300000000001,15.538369999999999,6.33137,-9.206999999999999
E01000759,8.018969999999998,4.59514,8.018969999999998,4.59514,0.0,0.0,12.614109999999997,12.614109999999997,0.0
E01000760,276.19921999999997,161.99698,412.16472,264.70844999999997,102.71146999999996,135.96550000000002,438.1962,676.87317,238.67696999999998
E01000761,124.23957,53.99733,124.23957,53.99733,0.0,0.0,178.2369,178.2369,0.0
E01000762,186.29023,126.84338,185.27877,112.40641,-14.436970000000002,-1.0114599999999996,313.13361,297.68518,-15.448429999999973
E01000763,184.26263,97.49437,239.26801999999998,160.06121,62.566839999999985,55.00538999999998,281.757,399.32922999999994,117.57222999999993
E01000764,8.08207,20.6819,3.2030199999999995,10.203809999999999,-10.47809,-4.87905,28.76397,13.40683,-15.357140000000001
E01000765,556.98286,722.72207,556.98286,722.7220699999999,-1.1368683772161603e-13,0.0,1279.7049299999999,1279.7049299999999,0.0
E01000766,115.36393,45.5916,115.36393,45.5916,0.0,0.0,160.95553,160.95553,0.0
E01000767,380.86769,419.54497,380.86769,419.54497,0.0,0.0,800.41266,800.41266,0.0
E01000768,36.56516,21.03645,36.56516,21.03645,0.0,0.0,57.601609999999994,57.601609999999994,0.0
E01000769,120.81162,192.33051,120.81162,192.33051,0.0,0.0,313.14213,313.14213,0.0
E01000770,223.10316,229.42929,235.17104999999998,234.53418,5.104889999999983,12.067889999999977,452.53245000000004,469.70523,17.172779999999932
E01000771,374.80818999999997,233.48318999999998,280.8011,225.78124,-7.701949999999982,-94.00708999999995,608.2913799999999,506.58234000000004,-101.70903999999985
E01000772,50.3482,34.332049999999995,94.80063,55.18738999999999,20.855339999999998,44.45243,84.68025,149.98802,65.30777
E01000773,73.34689,48.01674,61.278999999999996,42.91185,-5.1048899999999975,-12.067890000000006,121.36363,104.19085,-17.172780000000003
E01000774,267.99989999999997,177.0341,115.44565,61.36273,-115.67137,-152.55424999999997,445.034,176.80838,-268.22562
E01000775,397.3363,435.84236,359.98998,412.62611,-23.216250000000002,-37.34631999999999,833.17866,772.61609,-60.56257000000005
E01000777,235.32493,154.7381,104.25979,97.63204,-57.10606,-131.06513999999999,390.06303,201.89183,-188.17120000000003
E01000778,268.21168,212.37415,436.62314,292.69646,80.32231000000002,168.41145999999998,480.58583,729.3196,248.73377000000005
E01000779,0.0,0.0,314.81306,217.91152,217.91152,314.81306,0.0,532.7245800000001,532.7245800000001
E01000780,270.11509,115.12912999999999,270.11509,115.12912999999999,0.0,0.0,385.24422,385.24422,0.0
E01000781,801.04838,508.57051,725.5305,372.12319,-136.44732,-75.51787999999999,1309.61889,1097.65369,-211.96519999999987
E01000782,249.13801,123.18244,150.77773,86.07743,-37.10500999999999,-98.36028000000002,372.32045,236.85516,-135.46528999999998
E01000784,169.34234,55.82143,169.34234,55.82143,0.0,0.0,225.16377,225.16377,0.0
E01000785,122.33476999999999,56.974779999999996,122.33477,56.974779999999996,0.0,1.4210854715202004e-14,179.30955,179.30955,0.0
E01000786,0.8896999999999998,41.861549999999994,0.7792899999999998,32.43298,-9.428569999999993,-0.11041000000000001,42.75124999999999,33.212270000000004,-9.538979999999988
E01000787,232.93725,56.36094,232.93725,56.36094,0.0,0.0,289.29819,289.29819,0.0
E01000788,558.83213,570.92243,456.09653000000003,503.3326,-67.58982999999995,-102.73559999999998,1129.7545599999999,959.42913,-170.32542999999987
E01000789,154.73538,79.09136000000001,155.03701,100.96614,21.874779999999987,0.30163000000001716,233.82674,256.00315,22.176410000000004
E01000790,4047.37898,4928.88255,3594.91641,4905.64364,-23.238910000000033,-452.46257000000014,8976.26153,8500.56005,-475.7014799999997
E01000791,94.29240999999999,68.957,94.29240999999999,68.957,0.0,0.0,163.24940999999998,163.24940999999998,0.0
E01000792,319.6668,23.89171,319.6668,23.89171,0.0,0.0,343.55851,343.55851,0.0
E01000794,79.8146,63.02842,79.8146,63.02842,0.0,0.0,142.84302,142.84302,0.0
E01000795,105.22626,33.31226,105.33667,40.79129,7.4790299999999945,0.11041000000000167,138.53852,146.12796,7.589439999999996
E01000797,170.51734,158.11252,170.51734,158.11252,0.0,0.0,328.62986,328.62986,0.0
E01000798,125.49145,121.15433,216.65525,195.2825,74.12817,91.1638,246.64578,411.93775,165.29197
E01000799,3135.88041,3250.21635,2839.86522,2643.02722,-607.1891300000002,-296.0151900000001,6386.09676,5482.89244,-903.2043200000007
E01000800,284.77393,209.77326,193.61013,0.0,-209.77326,-91.16380000000001,494.54719,193.61013,-300.93706
E01000801,465.4503,373.00124,465.45029999999997,373.00124,0.0,-5.684341886080802e-14,838.45154,838.45154,0.0
E01000802,225.20469,239.1989,259.2904,271.17683999999997,31.97793999999996,34.08570999999998,464.40359,530.46724,66.06364999999994
E01000803,54.093619999999994,33.90369,54.093619999999994,33.90369,0.0,0.0,87.99731,87.99731,0.0
E01000804,20.966299999999997,25.957669999999997,20.966299999999997,25.957669999999997,0.0,0.0,46.92397,46.92397,0.0
E01000805,162.40005,223.84232,128.31434,191.86437999999998,-31.977940000000018,-34.085710000000006,386.24237,320.17872,-66.06365
E01000806,1035.1413,588.8685,1331.15649,1196.05763,607.18913,296.0151900000001,1624.0098,2527.21412,903.20432
E01000807,570.44334,1000.70471,570.44334,1000.70471,0.0,0.0,1571.14805,1571.14805,0.0
E01000808,8.18015,11.41108,37.19227,19.69995,8.288870000000001,29.012120000000003,19.59123,56.89222,37.30099
E01000809,82.07466,96.36090999999999,73.81528999999999,93.91915999999999,-2.441749999999999,-8.259370000000004,178.43556999999998,167.73444999999998,-10.701120000000003
E01000810,30.24561,9.28355,1.2334899999999998,0.9946799999999999,-8.28887,-29.01212,39.52916,2.2281699999999995,-37.30099
E01000811,0.5269199999999999,0.2767799999999998,0.0,0.0,-0.2767799999999998,-0.5269199999999999,0.8036999999999997,0.0,-0.8036999999999997
E01000813,226.48604,117.96398,227.01296,118.24076,0.27677999999998804,0.5269199999999898,344.45002,345.25372,0.8036999999999921
E01000815,32.01676,12.92541,26.05202,8.73669,-4.18872,-5.964739999999999,44.94217,34.788709999999995,-10.153460000000003
E01000816,85.14083,35.42189,85.14083,35.42189,0.0,0.0,120.56271999999998,120.56271999999998,0.0
E01000818,17.956879999999998,14.42386,17.956879999999998,14.42386,0.0,0.0,32.380739999999996,32.380739999999996,0.0
E01000819,866.10422,444.39943,866.1042199999999,444.39943,0.0,-1.1368683772161603e-13,1310.50365,1310.5036499999999,-2.2737367544323206e-13
E01000820,117.80425,94.33088,118.64219,89.4736,-4.857279999999989,0.8379400000000032,212.13513,208.11579,-4.01934
E01000822,120.40218999999999,120.50396,0.0,0.0,-120.50396,-120.40218999999999,240.90615,0.0,-240.90615
E01000823,127.45739,69.68776,0.0,0.0,-69.68776,-127.45739,197.14515,0.0,-197.14515
E01000824,438.51851,192.68291,670.74314,347.35711,154.67419999999998,232.22463000000005,631.20142,1018.10025,386.89883
E01000825,25.02236,19.43772,25.02236,19.43772,0.0,0.0,44.46008,44.46008,0.0
E01000826,24.611659999999997,26.57463,24.611659999999997,26.57463,0.0,0.0,51.18629,51.18629,0.0
E01000827,507.46235,210.23366,507.46235,210.23366,0.0,0.0,717.69601,717.69601,0.0
E01000828,179.71993,145.64185,185.50073999999998,150.66961,5.027760000000001,5.780809999999974,325.36178,336.17035,10.808569999999975
E01000829,11.21203,16.194779999999998,0.0,0.0,-16.194779999999998,-11.21203,27.40681,0.0,-27.40681
E01000830,58.196749999999994,42.12802,19.310969999999998,25.45772,-16.6703,-38.88578,100.32477,44.76868999999999,-55.55608000000001
E01000831,50.22276,23.71097,50.222759999999994,23.71097,0.0,-7.105427357601002e-15,73.93373,73.93373,0.0
E01000832,192.97027,185.18882,192.97027,185.18882,0.0,0.0,378.15909,378.15909,0.0
E01000834,87.4679,42.71004,87.4679,42.71004,0.0,0.0,130.17794,130.17794,0.0
E01000835,565.1226,541.16554,626.01958,606.13881,64.97327000000007,60.896979999999985,1106.28814,1232.15839,125.87024999999994
E01000837,65.68854999999999,72.71491999999999,4.791569999999999,7.74165,-64.97326999999999,-60.89697999999999,138.40346999999997,12.53322,-125.87024999999997
E01000838,253.22599,177.93407,158.25875,99.20906,-78.72501,-94.96724,431.16006,257.46781,-173.69225
E01000840,97.57704,88.1301,35.81749,34.97544,-53.15466,-61.75955,185.70713999999998,70.79293,-114.91420999999998
E01000841,26.930429999999998,18.02646,47.69172,47.19466,29.1682,20.76129,44.95689,94.88638,49.92949
E01000843,61.85749,55.44265,61.85749,55.44265,0.0,0.0,117.30014,117.30014,0.0
E01000844,37.55672,3.77733,37.55672,3.7773299999999996,-4.440892098500626e-16,0.0,41.33405,41.33405,0.0
E01000845,36.3801,35.25385,0.0,0.0,-35.25385,-36.3801,71.63395,0.0,-71.63395
E01000846,236.17672,210.82907,272.55682,246.08292,35.25385,36.38010000000003,447.00579,518.6397400000001,71.63395000000008
E01000847,39.83586,91.88313,39.83586,91.88313,0.0,0.0,131.71899,131.71899,0.0
E01000848,116.07941,436.99469,116.07941,436.99469,0.0,0.0,553.0741,553.0741,0.0
E01000849,799.3841600000001,362.41038,809.15978,404.94631,42.53593000000001,9.77561999999989,1161.79454,1214.10609,52.3115499999999
E01000850,3516.32471,4786.89089,2921.32825,1625.94613,-3160.9447599999994,-594.9964599999998,8303.2156,4547.27438,-3755.9412199999997
E01000851,379.56803,288.21184,0.0,0.0,-288.21184,-379.56803,667.7798700000001,0.0,-667.7798700000001
E01000855,3434.34194,2486.6097,10431.1438,13666.41487,11179.80517,6996.80186,5920.951639999999,24097.55867,18176.60703
E01000856,2826.79995,4959.61326,2007.3466799999999,2456.91385,-2502.69941,-819.4532700000002,7786.413210000001,4464.26053,-3322.152680000001
E01000858,759.12966,1092.57861,759.12966,1092.57861,0.0,0.0,1851.70827,1851.70827,0.0
E01000860,82.13771,94.50138,0.0,0.0,-94.50138,-82.13771,176.63909,0.0,-176.63909
E01000861,836.76325,1186.37608,2483.52384,2906.65854,1720.28246,1646.7605899999999,2023.13933,5390.18238,3367.04305
E01000862,143.93612000000002,170.31055,143.93612000000002,170.31055,0.0,0.0,314.24667,314.24667,0.0
E01000863,8310.53867,7481.61864,9121.3078,10054.59968,2572.9810399999997,810.7691300000006,15792.157309999999,19175.90748,3383.750170000003
E01000867,1427.65755,878.94875,883.21734,722.06696,-156.88179000000002,-544.4402099999999,2306.6063,1605.2843,-701.3219999999999
E01000868,622.89392,300.58497,84.20178,228.27166,-72.31331,-538.69214,923.47889,312.47344,-611.00545
E01000869,1641.4986,540.163,1299.34904,620.40696,80.24396000000002,-342.14955999999984,2181.6616,1919.756,-261.9055999999998
E01000871,696.15341,438.05912,696.56439,362.62889,-75.43023,0.410979999999995,1134.21253,1059.19328,-75.01925000000006
E01000872,342.25336,839.37256,1446.62146,1134.60507,295.23251000000005,1104.3681000000001,1181.62592,2581.22653,1399.60061
E01000873,67.65679,95.62373,52.4347,50.53061,-45.09311999999999,-15.222090000000001,163.28052,102.96531,-60.31520999999999
E01000874,133.60439,82.71249999999999,149.18791,160.31943,77.60693000000002,15.583519999999993,216.31689,309.50734,93.19045
E01000875,283.44964999999996,223.80729,905.12491,506.82012,283.01283,621.67526,507.25694,1411.9450299999999,904.6880899999999
E01000876,1148.30683,378.2817,2073.2718,2884.97735,2506.69565,924.96497,1526.58853,4958.24915,3431.6606199999997
E01000877,670.15972,686.50643,356.03609,438.04573,-248.46070000000003,-314.12363,1356.66615,794.08182,-562.58433
E01000878,32.87775,38.31211,0.0,0.0,-38.31211,-32.87775,71.18986,0.0,-71.18986
E01000879,70.2296,91.46607,70.2296,91.46607,0.0,0.0,161.69567,161.69567,0.0
E01000880,247.93647,224.0836,247.93646999999999,224.0836,0.0,-2.842170943040401e-14,472.02007000000003,472.02007,-5.684341886080802e-14
E01000881,368.28592,210.00322,646.43661,690.0557,480.05248,278.15069,578.28914,1336.49231,758.2031700000001
