alpha,cluster_aligned_to_alpha5,direction,day_type,hour_bin,mean_share
20.0,1,boardings,Weekday,1200,0.05437585576018741
20.0,1,boardings,Weekday,1260,0.03464535333039573
20.0,1,boardings,Weekday,1320,0.024661358926523613
20.0,1,boardings,Weekday,1380,0.014759572870470585
20.0,1,boardings,Weekday,1440,0.005523785135122461
20.0,1,boardings,Weekday,1500,0.001468479239910547
20.0,1,boardings,Weekday,1560,0.0008805422594484597
20.0,1,boardings,Weekday,1620,0.0010700796594067582
20.0,1,boardings,Weekday,1680,0.0038444796118065607
20.0,1,boardings,Weekday,1740,0.03662682497663614
20.0,1,boardings,Saturday,1080,0.10602963120653917
20.0,1,boardings,Saturday,1140,0.08441814713922369
20.0,1,boardings,Saturday,1200,0.05711500901308279
20.0,1,boardings,Saturday,1260,0.03776271582684554
20.0,1,boardings,Saturday,1320,0.030381531455769616
20.0,1,boardings,Saturday,1380,0.022304289668960146
20.0,1,boardings,Saturday,1440,0.003932043204313074
20.0,1,boardings,Saturday,1500,0.0010136839611705486
20.0,1,boardings,Saturday,1560,0.000657233803907611
20.0,1,boardings,Saturday,1620,0.0009920730518063912
20.0,1,boardings,Saturday,1680,0.00238556277238552
20.0,1,boardings,Saturday,1740,0.006309375384235653
20.0,1,boardings,Sunday,1080,0.06334385022728072
20.0,1,boardings,Sunday,1140,0.05331212900400907
20.0,1,boardings,Sunday,1200,0.04046123717051307
20.0,1,boardings,Sunday,1260,0.026480740779020042
20.0,1,boardings,Sunday,1320,0.018465284562989896
20.0,1,boardings,Sunday,1380,0.010379091402942171
20.0,1,boardings,Sunday,1440,0.005523785135122461
20.0,1,boardings,Sunday,1500,0.001468479239910547
20.0,1,boardings,Sunday,1560,0.0008805422594484597
20.0,1,boardings,Sunday,1620,0.0010700796594067582
20.0,1,boardings,Sunday,1680,0.0038444796118065607
20.0,1,boardings,Sunday,1740,0.03662682497663614
20.0,1,alightings,Weekday,1080,0.12839411801943107
20.0,1,alightings,Weekday,1140,0.09197953695298379
20.0,1,alightings,Weekday,1200,0.05852143074484863
20.0,1,alightings,Weekday,1260,0.04305021857295038
20.0,1,alightings,Weekday,1320,0.03506365891161747
20.0,1,alightings,Weekday,1380,0.025619470390835782
20.0,1,alightings,Weekday,1440,0.011634380130494023
20.0,1,alightings,Weekday,1500,0.0023570513647632584
20.0,1,alightings,Weekday,1560,0.0008943338041940736
20.0,1,alightings,Weekday,1620,0.000774222066146465
20.0,1,alightings,Weekday,1680,0.0011833497711429511
20.0,1,alightings,Weekday,1740,0.006992719148533658
20.0,1,alightings,Saturday,1080,0.09183508233780081
20.0,1,alightings,Saturday,1140,0.07640216041736782
20.0,1,alightings,Saturday,1200,0.05686020313643657
20.0,1,alightings,Saturday,1260,0.04375277565023268
20.0,1,alightings,Saturday,1320,0.037800693856165996
20.0,1,alightings,Saturday,1380,0.03250841455597767
20.0,1,alightings,Saturday,1440,0.007526241092111962
20.0,1,alightings,Saturday,1500,0.0014444343087314843
20.0,1,alightings,Saturday,1560,0.0005740967543297339
20.0,1,alightings,Saturday,1620,0.0005561270777442803
20.0,1,alightings,Saturday,1680,0.001006731974687351
20.0,1,alightings,Saturday,1740,0.002103597774816896
20.0,1,alightings,Sunday,1080,0.05879208256640585
20.0,1,alightings,Sunday,1140,0.050247325749344145
20.0,1,alightings,Sunday,1200,0.03822343572995008
20.0,1,alightings,Sunday,1260,0.030006227539291993
20.0,1,alightings,Sunday,1320,0.02345093111544441
20.0,1,alightings,Sunday,1380,0.016608892199944315
20.0,1,alightings,Sunday,1440,0.011634380130494023
20.0,1,alightings,Sunday,1500,0.0023570513647632584
20.0,1,alightings,Sunday,1560,0.0008943338041940736
20.0,1,alightings,Sunday,1620,0.000774222066146465
20.0,1,alightings,Sunday,1680,0.0011833497711429511
20.0,1,alightings,Sunday,1740,0.006992719148533658
20.0,2,boardings,Weekday,1080,0.10071262707972266
20.0,2,boardings,Weekday,1140,0.07140463568465
20.0,2,boardings,Weekday,1200,0.04807337488728182
20.0,2,boardings,Weekday,1260,0.03595601662654522
20.0,2,boardings,Weekday,1320,0.029356048439374373
20.0,2,boardings,Weekday,1380,0.018948763138920563
20.0,2,boardings,Weekday,1440,0.008145224979120291
20.0,2,boardings,Weekday,1500,0.004689960566134652
20.0,2,boardings,Weekday,1560,0.003766881199416516
20.0,2,boardings,Weekday,1620,0.0054694588143009695
20.0,2,boardings,Weekday,1680,0.011998385850373574
20.0,2,boardings,Weekday,1740,0.03492430287911891
20.0,2,boardings,Saturday,1080,0.08681130773131192
20.0,2,boardings,Saturday,1140,0.06921970972180232
20.0,2,boardings,Saturday,1200,0.05029011386095881
20.0,2,boardings,Saturday,1260,0.039458576588972664
20.0,2,boardings,Saturday,1320,0.033786098857863135
20.0,2,boardings,Saturday,1380,0.02638694371889447
20.0,2,boardings,Saturday,1440,0.007232123994976233
20.0,2,boardings,Saturday,1500,0.00367888095437581
20.0,2,boardings,Saturday,1560,0.0033305663039154914
20.0,2,boardings,Saturday,1620,0.005829556005001418
20.0,2,boardings,Saturday,1680,0.010677314208375263
20.0,2,boardings,Saturday,1740,0.015294754834297944
20.0,2,boardings,Sunday,1080,0.0553400926230145
20.0,2,boardings,Sunday,1140,0.04923635077130496
20.0,2,boardings,Sunday,1200,0.036680492169015894
20.0,2,boardings,Sunday,1260,0.02772664982203136
20.0,2,boardings,Sunday,1320,0.02244794178076008
20.0,2,boardings,Sunday,1380,0.01413263161970328
20.0,2,boardings,Sunday,1440,0.008145224979120291
20.0,2,boardings,Sunday,1500,0.004689960566134652
20.0,2,boardings,Sunday,1560,0.003766881199416516
20.0,2,boardings,Sunday,1620,0.0054694588143009695
20.0,2,boardings,Sunday,1680,0.011998385850373574
20.0,2,boardings,Sunday,1740,0.03492430287911891
20.0,2,alightings,Weekday,1080,0.10459475821729526
20.0,2,alightings,Weekday,1140,0.07694505509374379
20.0,2,alightings,Weekday,1200,0.052676969329029204
20.0,2,alightings,Weekday,1260,0.03988859155387775
20.0,2,alightings,Weekday,1320,0.03280771744241433
20.0,2,alightings,Weekday,1380,0.02483676963177442
20.0,2,alightings,Weekday,1440,0.012575475445098372
20.0,2,alightings,Weekday,1500,0.006087113366998673
20.0,2,alightings,Weekday,1560,0.0040482907648258
20.0,2,alightings,Weekday,1620,0.00430680313304293
20.0,2,alightings,Weekday,1680,0.005959942288090297
20.0,2,alightings,Weekday,1740,0.0183664341152484
20.0,2,alightings,Saturday,1080,0.08290962966257527
20.0,2,alightings,Saturday,1140,0.0688862987776727
20.0,2,alightings,Saturday,1200,0.053890743096887496
20.0,2,alightings,Saturday,1260,0.04100234190938084
20.0,2,alightings,Saturday,1320,0.0354074940073047
20.0,2,alightings,Saturday,1380,0.02975506339127671
20.0,2,alightings,Saturday,1440,0.011077409353388414
20.0,2,alightings,Saturday,1500,0.004900430281366453
20.0,2,alightings,Saturday,1560,0.003231221016439828
20.0,2,alightings,Saturday,1620,0.003870934340287465
20.0,2,alightings,Saturday,1680,0.0057312144628122366
20.0,2,alightings,Saturday,1740,0.010118761011298633
20.0,2,alightings,Sunday,1080,0.055294525012564065
20.0,2,alightings,Sunday,1140,0.04704290626911372
20.0,2,alightings,Sunday,1200,0.038688291401832595
20.0,2,alightings,Sunday,1260,0.029985339225370666
20.0,2,alightings,Sunday,1320,0.024670572627564117
20.0,2,alightings,Sunday,1380,0.019098844658120423
20.0,2,alightings,Sunday,1440,0.012575475445098372
20.0,2,alightings,Sunday,1500,0.006087113366998673
20.0,2,alightings,Sunday,1560,0.0040482907648258
20.0,2,alightings,Sunday,1620,0.00430680313304293
20.0,2,alightings,Sunday,1680,0.005959942288090297
20.0,2,alightings,Sunday,1740,0.0183664341152484
50.0,0,boardings,Weekday,1080,0.10187344482385753
50.0,0,boardings,Weekday,1140,0.07372058137514799
50.0,0,boardings,Weekday,1200,0.0498780556042495
50.0,0,boardings,Weekday,1260,0.03579565639669932
50.0,0,boardings,Weekday,1320,0.027641354543846437
50.0,0,boardings,Weekday,1380,0.018420634268140133
50.0,0,boardings,Weekday,1440,0.008557277000849696
50.0,0,boardings,Weekday,1500,0.0037803156778829262
50.0,0,boardings,Weekday,1560,0.002995195324161399
50.0,0,boardings,Weekday,1620,0.004789523087852735
50.0,0,boardings,Weekday,1680,0.011190519250866442
50.0,0,boardings,Weekday,1740,0.03555014552533794
50.0,0,boardings,Saturday,1080,0.08775205931998185
50.0,0,boardings,Saturday,1140,0.07284615237218306
50.0,0,boardings,Saturday,1200,0.05195016790363691
50.0,0,boardings,Saturday,1260,0.038371908907336195
50.0,0,boardings,Saturday,1320,0.032168184569241066
50.0,0,boardings,Saturday,1380,0.025057822931248745
50.0,0,boardings,Saturday,1440,0.006913028825037575
50.0,0,boardings,Saturday,1500,0.002900594920672606
50.0,0,boardings,Saturday,1560,0.002584661642693512
50.0,0,boardings,Saturday,1620,0.004952768149064418
50.0,0,boardings,Saturday,1680,0.0096860194889992
50.0,0,boardings,Saturday,1740,0.013919592466425207
50.0,0,boardings,Sunday,1080,0.05842747915945347
50.0,0,boardings,Sunday,1140,0.050317855794982436
50.0,0,boardings,Sunday,1200,0.038139082481913826
50.0,0,boardings,Sunday,1260,0.027774265774758014
50.0,0,boardings,Sunday,1320,0.02126218007143765
50.0,0,boardings,Sunday,1380,0.013920496475091028
50.0,0,boardings,Sunday,1440,0.008557277000849696
50.0,0,boardings,Sunday,1500,0.0037803156778829262
50.0,0,boardings,Sunday,1560,0.002995195324161399
50.0,0,boardings,Sunday,1620,0.004789523087852735
50.0,0,boardings,Sunday,1680,0.011190519250866442
50.0,0,boardings,Sunday,1740,0.03555014552533794
50.0,0,alightings,Weekday,1080,0.10921234551886572
50.0,0,alightings,Weekday,1140,0.08091794413327996
50.0,0,alightings,Weekday,1200,0.056209839052252436
50.0,0,alightings,Weekday,1260,0.04230744614417483
50.0,0,alightings,Weekday,1320,0.03500850616601629
50.0,0,alightings,Weekday,1380,0.026328319330060038
50.0,0,alightings,Weekday,1440,0.013283638442181575
50.0,0,alightings,Weekday,1500,0.005282574799629068
50.0,0,alightings,Weekday,1560,0.003232213899461946
50.0,0,alightings,Weekday,1620,0.0027724261090799327
50.0,0,alightings,Weekday,1680,0.003646983103518855
50.0,0,alightings,Weekday,1740,0.011813131082721888
50.0,0,alightings,Saturday,1080,0.0830439662104493
50.0,0,alightings,Saturday,1140,0.07013856855509089
50.0,0,alightings,Saturday,1200,0.0549521211889956
50.0,0,alightings,Saturday,1260,0.04258925212857303
50.0,0,alightings,Saturday,1320,0.03707753835909594
50.0,0,alightings,Saturday,1380,0.03175300870755881
50.0,0,alightings,Saturday,1440,0.010077190937277027
50.0,0,alightings,Saturday,1500,0.003951813215903592
50.0,0,alightings,Saturday,1560,0.0023211362954885136
50.0,0,alightings,Saturday,1620,0.0021183576654127635
50.0,0,alightings,Saturday,1680,0.0033167088453625645
50.0,0,alightings,Saturday,1740,0.005770626791288488
50.0,0,alightings,Sunday,1080,0.057698019784864135
50.0,0,alightings,Sunday,1140,0.04934697173238669
50.0,0,alightings,Sunday,1200,0.040045344517987976
50.0,0,alightings,Sunday,1260,0.031593451132765606
50.0,0,alightings,Sunday,1320,0.02540794654449564
50.0,0,alightings,Sunday,1380,0.01875164216916763
50.0,0,alightings,Sunday,1440,0.013283638442181575
50.0,0,alightings,Sunday,1500,0.005282574799629068
50.0,0,alightings,Sunday,1560,0.003232213899461946
50.0,0,alightings,Sunday,1620,0.0027724261090799327
50.0,0,alightings,Sunday,1680,0.003646983103518855
50.0,0,alightings,Sunday,1740,0.011813131082721888
50.0,1,boardings,Weekday,1080,0.1191188545260042
50.0,1,boardings,Weekday,1140,0.08252629421524386
50.0,1,boardings,Weekday,1200,0.05433858513582714
50.0,1,boardings,Weekday,1260,0.03625087348515651
50.0,1,boardings,Weekday,1320,0.0273069277926395
50.0,1,boardings,Weekday,1380,0.017021362473100706
50.0,1,boardings,Weekday,1440,0.0067566437961549064
50.0,1,boardings,Weekday,1500,0.002135125760212234
50.0,1,boardings,Weekday,1560,0.0013752717099225367
50.0,1,boardings,Weekday,1620,0.0016652672667460157
50.0,1,boardings,Weekday,1680,0.004146875278461975
50.0,1,boardings,Weekday,1740,0.031117212971030882
50.0,1,boardings,Saturday,1080,0.10146756303904741
50.0,1,boardings,Saturday,1140,0.08162329974682593
50.0,1,boardings,Saturday,1200,0.05647027454535504
50.0,1,boardings,Saturday,1260,0.03892151482982884
50.0,1,boardings,Saturday,1320,0.03293480717146144
50.0,1,boardings,Saturday,1380,0.025103482936202338
50.0,1,boardings,Saturday,1440,0.0049343083573624566
50.0,1,boardings,Saturday,1500,0.0015000595215739249
50.0,1,boardings,Saturday,1560,0.0010239890706770316
50.0,1,boardings,Saturday,1620,0.0015653734670335309
50.0,1,boardings,Saturday,1680,0.0031502797561712382
50.0,1,boardings,Saturday,1740,0.0065883210054144895
50.0,1,boardings,Sunday,1080,0.062222166585558965
50.0,1,boardings,Sunday,1140,0.05239022140681473
50.0,1,boardings,Sunday,1200,0.03997879565063033
50.0,1,boardings,Sunday,1260,0.027281112646228532
50.0,1,boardings,Sunday,1320,0.019982386479707976
50.0,1,boardings,Sunday,1380,0.011906352591076674
50.0,1,boardings,Sunday,1440,0.0067566437961549064
50.0,1,boardings,Sunday,1500,0.002135125760212234
50.0,1,boardings,Sunday,1560,0.0013752717099225367
50.0,1,boardings,Sunday,1620,0.0016652672667460157
50.0,1,boardings,Sunday,1680,0.004146875278461975
50.0,1,boardings,Sunday,1740,0.031117212971030882
50.0,1,alightings,Weekday,1080,0.12390373779858666
50.0,1,alightings,Weekday,1140,0.08937333659208585
50.0,1,alightings,Weekday,1200,0.05746890403522563
50.0,1,alightings,Weekday,1260,0.0423365537152767
50.0,1,alightings,Weekday,1320,0.03470713634259618
50.0,1,alightings,Weekday,1380,0.025248896838938065
50.0,1,alightings,Weekday,1440,0.011592748504509556
50.0,1,alightings,Weekday,1500,0.0028767578436186664
50.0,1,alightings,Weekday,1560,0.0013773404576257022
50.0,1,alightings,Weekday,1620,0.0012540411581701317
50.0,1,alightings,Weekday,1680,0.00187847220476465
50.0,1,alightings,Weekday,1740,0.009004789075186969
50.0,1,alightings,Saturday,1080,0.09137975338564272
50.0,1,alightings,Saturday,1140,0.07623670784468844
50.0,1,alightings,Saturday,1200,0.05644483269994119
50.0,1,alightings,Saturday,1260,0.04317651995903587
50.0,1,alightings,Saturday,1320,0.03752284198531427
50.0,1,alightings,Saturday,1380,0.03207392346935639
50.0,1,alightings,Saturday,1440,0.0077396120181284075
50.0,1,alightings,Saturday,1500,0.001918280561267675
50.0,1,alightings,Saturday,1560,0.0009323459545650376
50.0,1,alightings,Saturday,1620,0.0009410595158281958
50.0,1,alightings,Saturday,1680,0.0016643623792372889
50.0,1,alightings,Saturday,1740,0.0032034003305587647
50.0,1,alightings,Sunday,1080,0.059011337733941134
50.0,1,alightings,Sunday,1140,0.05059115848208033
50.0,1,alightings,Sunday,1200,0.03845344217946913
50.0,1,alightings,Sunday,1260,0.02985845119267879
50.0,1,alightings,Sunday,1320,0.02342608052589542
50.0,1,alightings,Sunday,1380,0.016419025971910493
50.0,1,alightings,Sunday,1440,0.011592748504509556
50.0,1,alightings,Sunday,1500,0.0028767578436186664
50.0,1,alightings,Sunday,1560,0.0013773404576257022
50.0,1,alightings,Sunday,1620,0.0012540411581701317
50.0,1,alightings,Sunday,1680,0.00187847220476465
50.0,1,alightings,Sunday,1740,0.009004789075186969
50.0,2,boardings,Weekday,1080,0.09933857289365773
50.0,2,boardings,Weekday,1140,0.0704948221398141
50.0,2,boardings,Weekday,1200,0.04897666494866393
50.0,2,boardings,Weekday,1260,0.0403839742820243
50.0,2,boardings,Weekday,1320,0.03456870302683811
50.0,2,boardings,Weekday,1380,0.02330160933046373
50.0,2,boardings,Weekday,1440,0.010079084718313066
50.0,2,boardings,Weekday,1500,0.005578592054242529
50.0,2,boardings,Weekday,1560,0.004250213637812541
50.0,2,boardings,Weekday,1620,0.004749942528547073
50.0,2,boardings,Weekday,1680,0.008374134275999704
50.0,2,boardings,Weekday,1740,0.023535974481520387
50.0,2,boardings,Saturday,1080,0.08315599961416673
50.0,2,boardings,Saturday,1140,0.06835203341372074
50.0,2,boardings,Saturday,1200,0.050299540775869844
50.0,2,boardings,Saturday,1260,0.04390190487168767
50.0,2,boardings,Saturday,1320,0.03878536713993684
50.0,2,boardings,Saturday,1380,0.032108057385128265
50.0,2,boardings,Saturday,1440,0.009034375920493528
50.0,2,boardings,Saturday,1500,0.004347031626791779
50.0,2,boardings,Saturday,1560,0.0035199296034920673
50.0,2,boardings,Saturday,1620,0.004529028638347795
50.0,2,boardings,Saturday,1680,0.007400679984949355
50.0,2,boardings,Saturday,1740,0.01191286049840598
50.0,2,boardings,Sunday,1080,0.05409136183621128
50.0,2,boardings,Sunday,1140,0.048367167893921426
50.0,2,boardings,Sunday,1200,0.036264304434196204
50.0,2,boardings,Sunday,1260,0.03059910907322074
50.0,2,boardings,Sunday,1320,0.025964631587608818
50.0,2,boardings,Sunday,1380,0.017166385687518423
50.0,2,boardings,Sunday,1440,0.010079084718313066
50.0,2,boardings,Sunday,1500,0.005578592054242529
50.0,2,boardings,Sunday,1560,0.004250213637812541
50.0,2,boardings,Sunday,1620,0.004749942528547073
50.0,2,boardings,Sunday,1680,0.008374134275999704
50.0,2,boardings,Sunday,1740,0.023535974481520387
50.0,2,alightings,Weekday,1080,0.09937979484188658
50.0,2,alightings,Weekday,1140,0.07332771578606463
50.0,2,alightings,Weekday,1200,0.050173977273382686
50.0,2,alightings,Weekday,1260,0.03788773814780589
50.0,2,alightings,Weekday,1320,0.03130595788624255
50.0,2,alightings,Weekday,1380,0.022873546875970534
50.0,2,alightings,Weekday,1440,0.011399618304599254
50.0,2,alightings,Weekday,1500,0.006077696278631879
50.0,2,alightings,Weekday,1560,0.00447135538628454
50.0,2,alightings,Weekday,1620,0.005103816537677012
50.0,2,alightings,Weekday,1680,0.007692837943323625
50.0,2,alightings,Weekday,1740,0.02573534784867466
50.0,2,alightings,Saturday,1080,0.08314512950996934
50.0,2,alightings,Saturday,1140,0.06922649171588621
50.0,2,alightings,Saturday,1200,0.05322253336595282
50.0,2,alightings,Saturday,1260,0.03987411974492205
50.0,2,alightings,Saturday,1320,0.034226215258202825
50.0,2,alightings,Saturday,1380,0.028644210322620392
50.0,2,alightings,Saturday,1440,0.010515519585693836
50.0,2,alightings,Saturday,1500,0.00511752280540149
50.0,2,alightings,Saturday,1560,0.0036162156565846927
50.0,2,alightings,Saturday,1620,0.004804149879388829
50.0,2,alightings,Saturday,1680,0.007687342344146339
50.0,2,alightings,Saturday,1740,0.013073315178979729
50.0,2,alightings,Sunday,1080,0.0548464711124943
50.0,2,alightings,Sunday,1140,0.04729609602477737
50.0,2,alightings,Sunday,1200,0.037672269327014375
50.0,2,alightings,Sunday,1260,0.029017621241312817
50.0,2,alightings,Sunday,1320,0.024133054897722665
50.0,2,alightings,Sunday,1380,0.017971646619195116
50.0,2,alightings,Sunday,1440,0.011399618304599254
50.0,2,alightings,Sunday,1500,0.006077696278631879
50.0,2,alightings,Sunday,1560,0.00447135538628454
50.0,2,alightings,Sunday,1620,0.005103816537677012
50.0,2,alightings,Sunday,1680,0.007692837943323625
50.0,2,alightings,Sunday,1740,0.02573534784867466
100.0,0,boardings,Weekday,1080,0.09863659239374636
100.0,0,boardings,Weekday,1140,0.07153884699891176
100.0,0,boardings,Weekday,1200,0.048337020159626494
100.0,0,boardings,Weekday,1260,0.03433150364699091
100.0,0,boardings,Weekday,1320,0.02585648390379848
100.0,0,boardings,Weekday,1380,0.01680164022362089
100.0,0,boardings,Weekday,1440,0.007859584959892557
100.0,0,boardings,Weekday,1500,0.003729397771699516
100.0,0,boardings,Weekday,1560,0.0031710350568174787
100.0,0,boardings,Weekday,1620,0.00536958066179161
100.0,0,boardings,Weekday,1680,0.01307203699673102
100.0,0,boardings,Weekday,1740,0.04281389249148647
100.0,0,boardings,Saturday,1080,0.0860995535638283
100.0,0,boardings,Saturday,1140,0.07178247668482018
100.0,0,boardings,Saturday,1200,0.05107570662756176
100.0,0,boardings,Saturday,1260,0.03728208346361452
100.0,0,boardings,Saturday,1320,0.030385872666914063
100.0,0,boardings,Saturday,1380,0.02297521007939052
100.0,0,boardings,Saturday,1440,0.006555465829976922
100.0,0,boardings,Saturday,1500,0.002930862497726128
100.0,0,boardings,Saturday,1560,0.0028654576926948417
100.0,0,boardings,Saturday,1620,0.005623980619888647
100.0,0,boardings,Saturday,1680,0.011111342196318595
100.0,0,boardings,Saturday,1740,0.016119537318028083
100.0,0,boardings,Sunday,1080,0.05806289935807354
100.0,0,boardings,Sunday,1140,0.05025380554587094
100.0,0,boardings,Sunday,1200,0.038080489819341756
100.0,0,boardings,Sunday,1260,0.02754873444104944
100.0,0,boardings,Sunday,1320,0.020670961586311883
100.0,0,boardings,Sunday,1380,0.013042416805057607
100.0,0,boardings,Sunday,1440,0.007859584959892557
100.0,0,boardings,Sunday,1500,0.003729397771699516
100.0,0,boardings,Sunday,1560,0.0031710350568174787
100.0,0,boardings,Sunday,1620,0.00536958066179161
100.0,0,boardings,Sunday,1680,0.01307203699673102
100.0,0,boardings,Sunday,1740,0.04281389249148647
100.0,0,alightings,Weekday,1080,0.11035952057397316
100.0,0,alightings,Weekday,1140,0.08179600338882097
100.0,0,alightings,Weekday,1200,0.056703004475539616
100.0,0,alightings,Weekday,1260,0.042956276945286746
100.0,0,alightings,Weekday,1320,0.03561125577786731
100.0,0,alightings,Weekday,1380,0.02722174445311854
100.0,0,alightings,Weekday,1440,0.013916098935047501
100.0,0,alightings,Weekday,1500,0.0054729075571687035
100.0,0,alightings,Weekday,1560,0.003269072270233287
100.0,0,alightings,Weekday,1620,0.0028384406446085295
100.0,0,alightings,Weekday,1680,0.003604905028369273
100.0,0,alightings,Weekday,1740,0.010140321009654825
100.0,0,alightings,Saturday,1080,0.08102739622873154
100.0,0,alightings,Saturday,1140,0.06884214612930735
100.0,0,alightings,Saturday,1200,0.05446615370452235
100.0,0,alightings,Saturday,1260,0.0425483048310377
100.0,0,alightings,Saturday,1320,0.03677028489395448
100.0,0,alightings,Saturday,1380,0.03190930383293766
100.0,0,alightings,Saturday,1440,0.010413868432759597
100.0,0,alightings,Saturday,1500,0.004061412343906159
100.0,0,alightings,Saturday,1560,0.002446411126250157
100.0,0,alightings,Saturday,1620,0.002193800115684719
100.0,0,alightings,Saturday,1680,0.0033130226674411354
100.0,0,alightings,Saturday,1740,0.005539711521693384
100.0,0,alightings,Sunday,1080,0.05699551383226887
100.0,0,alightings,Sunday,1140,0.04920299438931781
100.0,0,alightings,Sunday,1200,0.04003410355231127
100.0,0,alightings,Sunday,1260,0.03179356884727482
100.0,0,alightings,Sunday,1320,0.025741965268544897
100.0,0,alightings,Sunday,1380,0.019568741777285535
100.0,0,alightings,Sunday,1440,0.013916098935047501
100.0,0,alightings,Sunday,1500,0.0054729075571687035
100.0,0,alightings,Sunday,1560,0.003269072270233287
100.0,0,alightings,Sunday,1620,0.0028384406446085295
100.0,0,alightings,Sunday,1680,0.003604905028369273
100.0,0,alightings,Sunday,1740,0.010140321009654825
100.0,1,boardings,Weekday,1080,0.11498370101022644
100.0,1,boardings,Weekday,1140,0.08067722265744945
100.0,1,boardings,Weekday,1200,0.05421591851298351
100.0,1,boardings,Weekday,1260,0.03781057723167356
100.0,1,boardings,Weekday,1320,0.029646462117396778
100.0,1,boardings,Weekday,1380,0.01921901756644704
100.0,1,boardings,Weekday,1440,0.008102358230973349
100.0,1,boardings,Weekday,1500,0.002862817831052337
100.0,1,boardings,Weekday,1560,0.0018827139137995153
100.0,1,boardings,Weekday,1620,0.002256119833048979
100.0,1,boardings,Weekday,1680,0.004769043826013626
100.0,1,boardings,Weekday,1740,0.026306529607646182
100.0,1,boardings,Saturday,1080,0.09698026133776726
100.0,1,boardings,Saturday,1140,0.07864550698418094
100.0,1,boardings,Saturday,1200,0.055679501114230416
100.0,1,boardings,Saturday,1260,0.03989951426527681
100.0,1,boardings,Saturday,1320,0.03479448350059565
100.0,1,boardings,Saturday,1380,0.027299678583596304
100.0,1,boardings,Saturday,1440,0.006075178744404626
100.0,1,boardings,Saturday,1500,0.002022959677814144
100.0,1,boardings,Saturday,1560,0.0014174808118251662
100.0,1,boardings,Saturday,1620,0.0021122594509438114
100.0,1,boardings,Saturday,1680,0.003969627679054442
100.0,1,boardings,Saturday,1740,0.007189147268382436
100.0,1,boardings,Sunday,1080,0.060973671274687724
100.0,1,boardings,Sunday,1140,0.051500653473593866
100.0,1,boardings,Sunday,1200,0.039506182977641566
100.0,1,boardings,Sunday,1260,0.028115145465831402
100.0,1,boardings,Sunday,1320,0.021399997778360585
100.0,1,boardings,Sunday,1380,0.013506684030567984
100.0,1,boardings,Sunday,1440,0.008102358230973349
100.0,1,boardings,Sunday,1500,0.002862817831052337
100.0,1,boardings,Sunday,1560,0.0018827139137995153
100.0,1,boardings,Sunday,1620,0.002256119833048979
100.0,1,boardings,Sunday,1680,0.004769043826013626
100.0,1,boardings,Sunday,1740,0.026306529607646182
100.0,1,alightings,Weekday,1080,0.11875461182816557
100.0,1,alightings,Weekday,1140,0.08629936165531878
100.0,1,alightings,Weekday,1200,0.056629335773966435
100.0,1,alightings,Weekday,1260,0.041778101022359175
100.0,1,alightings,Weekday,1320,0.03432827630166041
100.0,1,alightings,Weekday,1380,0.02494308527867663
100.0,1,alightings,Weekday,1440,0.011642351598543411
100.0,1,alightings,Weekday,1500,0.00347086644925005
100.0,1,alightings,Weekday,1560,0.0019122492410427643
100.0,1,alightings,Weekday,1620,0.0017554671136292813
100.0,1,alightings,Weekday,1680,0.002649443475095537
100.0,1,alightings,Weekday,1740,0.011210127000455098
100.0,1,alightings,Saturday,1080,0.09017676935416508
100.0,1,alightings,Saturday,1140,0.07521371100494076
100.0,1,alightings,Saturday,1200,0.056194686006819664
100.0,1,alightings,Saturday,1260,0.04277161394383628
100.0,1,alightings,Saturday,1320,0.03727136893764772
100.0,1,alightings,Saturday,1380,0.03175419103346959
100.0,1,alightings,Saturday,1440,0.00816086138775893
100.0,1,alightings,Saturday,1500,0.002428312350833177
100.0,1,alightings,Saturday,1560,0.0013175065266720766
100.0,1,alightings,Saturday,1620,0.0013559132453881406
100.0,1,alightings,Saturday,1680,0.002417619214439548
100.0,1,alightings,Saturday,1740,0.004424586599682943
100.0,1,alightings,Sunday,1080,0.05904742375906206
100.0,1,alightings,Sunday,1140,0.05038130835329353
100.0,1,alightings,Sunday,1200,0.038833405249658524
100.0,1,alightings,Sunday,1260,0.030036506928550658
100.0,1,alightings,Sunday,1320,0.023638951380536215
100.0,1,alightings,Sunday,1380,0.01656148310706581
100.0,1,alightings,Sunday,1440,0.011642351598543411
100.0,1,alightings,Sunday,1500,0.00347086644925005
100.0,1,alightings,Sunday,1560,0.0019122492410427643
100.0,1,alightings,Sunday,1620,0.0017554671136292813
100.0,1,alightings,Sunday,1680,0.002649443475095537
100.0,1,alightings,Sunday,1740,0.011210127000455098
100.0,2,boardings,Weekday,1080,0.09795199878863046
100.0,2,boardings,Weekday,1140,0.0702921807497762
100.0,2,boardings,Weekday,1200,0.04935824100107674
100.0,2,boardings,Weekday,1260,0.04069384335073931
100.0,2,boardings,Weekday,1320,0.035249393232025805
100.0,2,boardings,Weekday,1380,0.024696236959584207
100.0,2,boardings,Weekday,1440,0.011315112244573796
100.0,2,boardings,Weekday,1500,0.005977475406438802
100.0,2,boardings,Weekday,1560,0.0043552251488000425
100.0,2,boardings,Weekday,1620,0.004618349553752403
100.0,2,boardings,Weekday,1680,0.007599619431074766
100.0,2,boardings,Weekday,1740,0.02069932152385485
