lsoa,alpha,cluster_raw,cluster_aligned_to_alpha5,max_posterior,normalized_entropy,total_activity,activity_band,min_direction_reliability
E01002082,5.0,0,0,0.9999999999967599,8.074671845329097e-11,1951.57375,at_least_450,0.9910896581761207
E01002083,5.0,0,0,0.6837208889039711,0.5680192866678956,360.92261,below_450,0.9702018301559148
E01002084,5.0,1,1,0.994086678040571,0.03298197248686076,946.2210699999999,at_least_450,0.9827498760664846
E01002085,5.0,0,0,0.9999999999980673,4.881526251177161e-11,7712.37343,at_least_450,0.9966021840481375
E01002086,5.0,1,1,0.9998429862028335,0.0013947729108572068,536.77729,at_least_450,0.967345623004042
E01002087,5.0,1,1,0.9999999999987494,3.2165428383901425e-11,96.53235,below_450,0.8321299851099296
E01002088,5.0,0,0,0.9999999999996021,1.0247546125613529e-11,2893.29639,at_least_450,0.9959616880825481
E01002089,5.0,1,1,0.9999992501487296,1.0308807997365526e-05,642.70009,at_least_450,0.9732740430450401
E01002090,5.0,1,1,0.9999999638984611,5.961397040510686e-07,729.87136,at_least_450,0.9817192544000475
E01002091,5.0,0,0,0.9999999970603426,5.524164220031176e-08,2746.63629,at_least_450,0.9954244854470132
E01002092,5.0,0,0,0.9777997240903312,0.09692491141966145,796.93435,at_least_450,0.9855037050790263
E01002094,5.0,1,1,1.0,1.4397721781859814e-19,73.45098,below_450,0.7982273058179945
E01002095,5.0,1,1,1.0,2.1872384425107634e-13,84.87946,below_450,0.8644031024570157
E01002096,5.0,0,0,0.9495257590751472,0.18196524768611788,1134.98478,at_least_450,0.9869253084711972
E01002098,5.0,0,0,0.9999999999788542,4.922509792207419e-10,2422.8474,at_least_450,0.9946873087530764
E01002099,5.0,1,1,0.9999999999999432,2.3639437268112196e-12,135.01334,below_450,0.9073319515909528
E01002100,5.0,0,0,0.9999999787118556,3.616795829227629e-07,1395.17086,at_least_450,0.9912710897672574
E01002102,5.0,1,1,0.9999999999891429,2.59110970938053e-10,247.55333,below_450,0.9333830739714346
E01002103,5.0,0,0,0.9999999999994316,1.5006603094096298e-11,1265.40962,at_least_450,0.9901369011922849
E01002104,5.0,1,1,0.9999999935259325,1.1759331713359349e-07,913.88319,at_least_450,0.9853314017723187
E01002105,5.0,0,0,1.0,1.7322317689093641e-15,17379.91963,at_least_450,0.999266165007477
E01002106,5.0,1,1,0.9999999999999432,9.026133811418616e-13,213.07593,below_450,0.9474261084469
E01002108,5.0,1,1,1.0,7.378420482188095e-13,265.5965,below_450,0.9345288110549935
E01002109,5.0,1,1,0.9999999915240778,1.5188722002082462e-07,443.3895,below_450,0.9725046695319733
E01002110,5.0,2,2,1.0,2.775476124628856e-70,235.38791999999998,below_450,0.9492118749543542
E01002111,5.0,0,0,0.9218028142697927,0.24971870794863382,1151.77945,at_least_450,0.9885056956002446
E01002112,5.0,0,0,0.9999999999974989,6.258146115278378e-11,3019.77276,at_least_450,0.9963429015463017
E01002113,5.0,1,1,1.0,7.051151677901726e-41,158.31796,below_450,0.9385693841605335
E01002114,5.0,2,2,0.9999999982173335,3.4402955256292955e-08,420.46109,below_450,0.9754218495431807
E01002116,5.0,1,1,1.0,1.124119381674468e-17,63.2786,below_450,0.5759074731888705
E01002118,5.0,0,0,0.9999998457784732,2.342197408421572e-06,2935.24122,at_least_450,0.9927872873227083
E01002119,5.0,0,0,0.9998910244474415,0.0010642071075438304,1007.27989,at_least_450,0.9609858440256178
E01002121,5.0,1,1,1.0,1.931525289072708e-13,324.94351,below_450,0.951335968782608
E01002122,5.0,1,1,0.99830566264213,0.011381229798636034,813.25938,at_least_450,0.9852589537483458
E01002123,5.0,0,0,0.9999999955023782,8.397838185278747e-08,931.2850099999999,at_least_450,0.988243761928467
E01002125,5.0,0,0,0.995708967065385,0.025189242568210243,1125.93203,at_least_450,0.9889059958432985
E01002128,5.0,2,2,1.0,5.228777483431043e-145,65.28032999999999,below_450,0.8597547447073545
E01002129,5.0,0,0,1.0,9.054030195882657e-15,30594.84332,at_least_450,0.9996260735354946
E01002130,5.0,0,0,0.9999983618908802,2.135507300696799e-05,9879.84053,at_least_450,0.9989810798739251
E01002132,5.0,1,1,0.9999999999999432,8.880060616267015e-13,735.68174,at_least_450,0.9806790965251857
E01002133,5.0,0,0,0.99998987662664,0.00011518971728115213,1978.94733,at_least_450,0.9939949071287767
E01002135,5.0,1,1,0.9994370523560798,0.00434634317403393,1783.11936,at_least_450,0.9934381858736215
E01002136,5.0,0,0,0.999999999988745,2.694630978546159e-10,2130.30672,at_least_450,0.9936802869291296
E01002137,5.0,1,1,1.0,8.62529171440552e-26,82.66472999999999,below_450,0.8877116831277596
E01002139,5.0,1,1,1.0,9.279177280851152e-15,120.01048,below_450,0.8935647774343705
E01002140,5.0,1,1,0.9999999998513545,3.1968801500636427e-09,78.9405,below_450,0.8643291851529459
E01002141,5.0,1,1,0.9999999999998295,4.797129163977487e-12,259.76796,below_450,0.9565095239793437
E01002142,5.0,0,0,0.9999999982805434,3.315152914835699e-08,5095.66438,at_least_450,0.9973484740274466
E01002144,5.0,1,1,0.9999999999420197,1.2965096882429716e-09,536.16596,at_least_450,0.9730060704488653
E01002145,5.0,1,1,1.0,1.6112419519960216e-14,185.63226,below_450,0.9472828361243733
E01002148,5.0,2,2,1.0,4.249741601991219e-39,223.18588,below_450,0.9201981766560196
E01002150,5.0,0,0,0.8664586061289918,0.3577820241095647,794.65361,at_least_450,0.9870263202490054
E01002151,5.0,0,0,0.9997905053332937,0.0018059717127772836,1077.35799,at_least_450,0.9874844979863183
E01002152,5.0,1,1,0.999999999990905,2.2019316283240097e-10,784.9098,at_least_450,0.9856156543108014
E01002153,5.0,1,1,0.9999999999733973,6.138016748922316e-10,256.39714,below_450,0.9504475429265503
E01002155,5.0,1,1,0.9999999999964757,8.780149251062726e-11,183.98114999999999,below_450,0.935357463530297
E01002157,5.0,0,0,0.9049709513655023,0.28583459651677917,607.29811,at_least_450,0.9818244282664892
E01002159,5.0,1,1,0.999999995132498,8.923510063900935e-08,435.7554,below_450,0.9210248822165094
E01002160,5.0,1,1,0.9896406631686286,0.05247191050341057,885.41278,at_least_450,0.9877253156404396
E01002161,5.0,0,0,0.9991873796623532,0.0060023761051548035,1711.84054,at_least_450,0.993697020542532
E01002162,5.0,1,1,1.0,3.508834243993919e-21,122.45973000000001,below_450,0.7720736420945339
E01002163,5.0,1,1,0.9999999998964313,2.2871781741910143e-09,262.11048999999997,below_450,0.9521499688879098
E01002165,5.0,2,2,1.0,4.1642081308252085e-65,96.29902,below_450,0.8714390546553719
E01002166,5.0,1,1,1.0,2.997533135084327e-13,393.92445,below_450,0.9683267142500773
E01002169,5.0,1,1,0.999999999922295,1.7166356623273038e-09,114.69543,below_450,0.8599958222753367
E01002172,5.0,1,1,0.9999999999999432,1.6186534416413388e-12,252.49793,below_450,0.9507926225937838
E01002174,5.0,0,0,0.999998557685518,1.8969729412926368e-05,2039.31086,at_least_450,0.993161582465072
E01002175,5.0,0,0,0.9981789290097893,0.012112853314613155,1670.0863200000001,at_least_450,0.9921898648845063
E01002176,5.0,0,0,0.9999921351829407,9.129777383144868e-05,1750.8666699999999,at_least_450,0.9939827828161274
E01002177,5.0,1,1,1.0,4.050067218733729e-19,125.69793,below_450,0.9262493688789741
E01002179,5.0,0,0,1.0,1.367683991433668e-14,7605.08753,at_least_450,0.9986412181870282
E01002181,5.0,1,1,0.870311687076573,0.3511646379161771,832.29821,at_least_450,0.987598767446457
E01002184,5.0,1,1,0.9999999999781721,5.08060565000039e-10,338.8874,below_450,0.9578881904504902
E01002185,5.0,1,1,0.99999999999784,5.4770103866599514e-11,160.6293,below_450,0.9051547447761604
E01002186,5.0,1,1,0.819871518479913,0.4292581274740807,965.86617,at_least_450,0.9873314304297267
E01002187,5.0,1,1,1.0,5.597295533003517e-16,122.48697,below_450,0.9052669671598468
E01002189,5.0,0,0,0.9996261832223184,0.003025465741914604,1086.6682,at_least_450,0.9900693917142936
E01002191,5.0,1,1,0.9999999999972147,7.037736279250197e-11,288.71157999999997,below_450,0.9502993371521997
E01002192,5.0,0,0,0.9724004721151965,0.11495976949293632,1262.6225,at_least_450,0.991112463122721
E01002193,5.0,1,1,0.9999999999982947,4.439099139103034e-11,946.43744,at_least_450,0.9892616414169556
E01002195,5.0,1,1,0.9999998160976302,2.763506889009269e-06,291.40903,below_450,0.9610818407635494
E01002196,5.0,1,1,0.9999999999998863,3.638418966611493e-12,61.06502,below_450,0.7788005059274828
E01002198,5.0,1,1,1.0,1.5296810040044023e-14,206.49841,below_450,0.9337250096894036
E01002199,5.0,1,1,0.9999999999973284,6.883720940935624e-11,441.64272,below_450,0.9652964429895171
E01002200,5.0,1,1,0.9999999999998295,4.257633076676643e-12,334.92887,below_450,0.9529113765737489
E01002201,5.0,1,1,0.9999999766538397,3.9476964466906647e-07,539.45485,at_least_450,0.9781542680923948
E01002202,5.0,0,0,0.9999999996087467,8.091362851566439e-09,2885.021,at_least_450,0.9957212909512141
E01002203,5.0,2,2,1.0,1.0066197227339167e-20,440.26298,below_450,0.9699061945991851
E01002204,5.0,0,0,0.963310668499831,0.14315909321517667,1148.20798,at_least_450,0.9904610831939873
E01002207,5.0,1,1,0.9999999050299994,1.4853158872268315e-06,227.54288,below_450,0.943335925148117
E01002208,5.0,1,1,1.0,2.368838344631674e-15,61.99115,below_450,0.7886432077535817
E01002209,5.0,0,0,0.999999994684913,9.701543423400284e-08,2923.16179,at_least_450,0.9961239279763491
E01002211,5.0,1,1,0.9999999998692601,2.8267274726868968e-09,223.06727999999998,below_450,0.9281239694774124
E01002212,5.0,0,0,0.9999777432513112,0.00023729033408138978,2419.5363,at_least_450,0.993829174316125
E01002214,5.0,0,0,0.9959267299266034,0.02410444736306335,841.27592,at_least_450,0.9847019391607746
E01002215,5.0,1,1,1.0,7.760931316178856e-14,80.42793999999999,below_450,0.8443312767419408
E01002216,5.0,1,1,0.999999848808227,2.2993128176663904e-06,549.89228,at_least_450,0.9716032245787949
E01002217,5.0,1,1,0.9999999999999432,2.061396685048524e-12,188.05719,below_450,0.9337304821359249
E01002218,5.0,0,0,0.9999016098078816,0.0009158730036340617,695.29532,at_least_450,0.9804314773150531
E01002219,5.0,0,0,0.9999999999843112,3.700420774784778e-10,11241.32214,at_least_450,0.9991022000048406
E01002221,5.0,0,0,1.0,1.0787407386947548e-13,2641.63717,at_least_450,0.9957913779660674
E01002225,5.0,1,1,1.0,3.5614444045108126e-13,566.27604,at_least_450,0.980382859876926
E01002226,5.0,0,0,0.9999831986370986,0.00018342800125277075,2819.22466,at_least_450,0.9963954031123791
E01002227,5.0,1,1,0.9999999306555789,1.103604756882342e-06,776.45186,at_least_450,0.983702005911478
E01002228,5.0,1,1,0.9999787096012459,0.00022784876247162065,556.03613,at_least_450,0.9750528331100395
E01002232,5.0,0,0,0.9999999999985221,3.7942187130474315e-11,1897.07688,at_least_450,0.9946369503949446
E01002233,5.0,0,0,1.0,9.991736823954485e-14,2854.83563,at_least_450,0.9959662150502888
E01002235,5.0,1,1,0.9999999999999432,1.1180924033543116e-12,255.09181,below_450,0.9534041354388948
E01002240,5.0,0,0,0.9999997061603813,4.2901903429293425e-06,889.9542,at_least_450,0.984584084615123
E01002242,5.0,2,2,1.0,3.7736861792063624e-24,188.95917,below_450,0.9376783800566827
E01002243,5.0,0,0,0.9996141593021026,0.003111659743804918,838.31266,at_least_450,0.986481491945808
E01002244,5.0,2,2,0.9999995989406565,5.74208459101794e-06,119.17771,below_450,0.8953917557824299
E01002245,5.0,2,2,0.9939919064638288,0.033564965161326635,396.63101,below_450,0.968877096213158
E01002246,5.0,0,0,0.9862933368579127,0.06701977312333661,864.9974,at_least_450,0.9860148528975099
E01002247,5.0,2,2,0.9999998350624674,2.4948586719042294e-06,298.8797,below_450,0.9640790637049903
E01002248,5.0,0,0,0.999999940625516,9.533226913891282e-07,2024.7228,at_least_450,0.9944358766217959
E01002250,5.0,2,2,1.0,5.11865968768805e-52,126.64554,below_450,0.9140649397500699
E01002251,5.0,0,0,0.9999996866427445,4.556813189748879e-06,544.56929,at_least_450,0.9774856161230006
E01002253,5.0,1,1,1.0,7.141764562691843e-17,302.07466,below_450,0.9509072439503488
E01002254,5.0,1,1,0.999999999994202,1.4198790110294574e-10,332.48054,below_450,0.9648181117486538
E01002258,5.0,1,1,0.9999999999581064,9.532885008626146e-10,859.83324,at_least_450,0.9766116776022666
E01002259,5.0,1,1,1.0,2.308232364457074e-24,137.49205,below_450,0.9216929115483848
E01002260,5.0,1,1,0.9999999499149238,8.11926158584429e-07,145.92919,below_450,0.9235742431136954
E01002261,5.0,0,0,0.9999999996301199,7.648137139027552e-09,2647.73425,at_least_450,0.995677550861589
E01002262,5.0,1,1,0.9999598184330231,0.0004067883564838054,253.24374,below_450,0.9599139914600767
E01002263,5.0,1,1,0.9999999792307792,3.6596241093802486e-07,302.63072,below_450,0.9519494769892772
E01002265,5.0,1,1,0.9994836482399234,0.004027212210978915,352.41089999999997,below_450,0.962940919672961
E01002266,5.0,0,0,0.9999998285105254,2.5878961080649692e-06,610.86876,at_least_450,0.9782240862597947
E01002269,5.0,1,1,1.0,2.2800840745538376e-14,197.05164,below_450,0.9173404521940158
E01002272,5.0,1,1,0.9999999999992042,2.1421398565540675e-11,194.49857,below_450,0.9252125086566523
E01002273,5.0,1,1,1.0,6.72366373293413e-19,160.14571,below_450,0.9408628069161183
E01002274,5.0,1,1,0.9999999710963725,4.830818813172576e-07,506.93825999999996,at_least_450,0.9787685946240637
E01002276,5.0,1,1,1.0,7.160097101543023e-13,350.56732999999997,below_450,0.9488620528306132
E01002277,5.0,2,2,0.9999861517098274,0.0001536381347527357,639.52653,at_least_450,0.9716977661046786
E01002278,5.0,2,2,0.9999967776460799,4.002349013827179e-05,417.69453999999996,below_450,0.9715312136044358
E01002279,5.0,2,2,0.7848732813706549,0.5075808840399999,543.58136,at_least_450,0.9755514086398193
E01002281,5.0,0,0,0.9999707182518079,0.0003048877681352409,826.33521,at_least_450,0.9848557490408616
E01002282,5.0,0,0,0.9999952484508067,5.7337315171335614e-05,2074.07984,at_least_450,0.9935796831178128
E01002283,5.0,1,1,0.9999999999893703,2.5394777118321474e-10,198.02535,below_450,0.9430333877896169
E01002284,5.0,1,1,0.9999999999853912,3.454885477956638e-10,186.32499,below_450,0.8644016315195695
E01002285,5.0,2,2,1.0,2.830165673925638e-24,89.69236,below_450,0.8960183124229626
E01002288,5.0,2,2,0.991684648040595,0.04379018603139255,259.4551,below_450,0.9469879283030814
E01002291,5.0,0,0,0.9999998324108927,2.634940432432298e-06,1211.68337,at_least_450,0.9909002524069788
E01002292,5.0,1,1,1.0,5.841721556229946e-14,192.07032999999998,below_450,0.9345328743825959
E01002294,5.0,1,1,1.0,2.789479239314441e-20,225.29121999999998,below_450,0.9468718969867334
E01002295,5.0,1,1,0.9999999999665761,7.688807272258385e-10,304.06817,below_450,0.9618029613400132
E01002296,5.0,1,1,1.0,5.093439477918209e-18,135.22919,below_450,0.8980457823375328
E01002297,5.0,1,1,1.0,2.527766966607173e-13,115.88448,below_450,0.8052806334454657
E01002298,5.0,1,1,1.0,1.3310322186051143e-15,77.20732,below_450,0.8264351125932781
E01002299,5.0,1,1,0.9999999927476892,1.3036938942575815e-07,501.57692,at_least_450,0.9737266475218002
E01002300,5.0,1,1,0.9999990317900964,1.3086182472451597e-05,324.00718,below_450,0.9584097934622026
E01002301,5.0,2,2,1.0,1.9614741894295164e-13,319.31587,below_450,0.9532028704236151
E01002302,5.0,1,1,0.8540117709659264,0.3837413801194349,405.90182,below_450,0.9549567891469645
E01002303,5.0,1,1,0.9999454254945039,0.0005372910011439404,761.7769,at_least_450,0.9767013598950256
E01002304,5.0,1,1,1.0,8.266779934378997e-16,400.7125,below_450,0.9690877663846276
E01002305,5.0,1,1,0.9999999999999432,1.5540393126162893e-12,121.87941000000001,below_450,0.8704809173059512
E01002306,5.0,2,2,0.9980310085908484,0.01295664435269872,560.10958,at_least_450,0.9650068138732026
E01002307,5.0,2,2,1.0,4.5362562222235824e-18,294.23756,below_450,0.9296662438201245
E01002308,5.0,1,1,0.9999999999999432,1.925074615489634e-12,185.86232,below_450,0.9103980709063074
E01002310,5.0,0,0,0.9999998814686321,1.8987466327051031e-06,1726.66148,at_least_450,0.9923430687436838
E01002312,5.0,1,1,1.0,2.3575741486885005e-18,97.12769,below_450,0.8848752565842719
E01002313,5.0,1,1,1.0,1.6239383704583574e-15,373.84158,below_450,0.9651042099956059
E01002314,5.0,1,1,0.9863422411936644,0.06572285278362139,909.48436,at_least_450,0.9837663686951174
E01002315,5.0,1,1,0.9932358278914817,0.03689892138201733,525.15067,at_least_450,0.9721221702399818
E01002316,5.0,1,1,0.8753583128349163,0.4013774108564369,768.8473399999999,at_least_450,0.9832257500035562
E01002317,5.0,1,1,1.0,3.2241785680555274e-16,84.78601,below_450,0.8764416784953166
E01002319,5.0,0,0,0.9999999997197051,6.013342347235968e-09,1517.16226,at_least_450,0.9921372792051683
E01002321,5.0,1,1,0.9991202007863926,0.006435016797961605,813.85442,at_least_450,0.9860000542077901
E01002322,5.0,1,1,0.9999999826222848,2.9866831821304234e-07,311.57939,below_450,0.9548838299225058
E01002323,5.0,1,1,0.9999999998069597,4.106181170951724e-09,69.65371999999999,below_450,0.8625228865024694
E01002325,5.0,1,1,0.9964216175415308,0.021598956301946057,872.94648,at_least_450,0.9852128133456607
E01002326,5.0,0,0,0.9999999835299037,2.8367247760542663e-07,1895.86134,at_least_450,0.9939891372891262
E01002328,5.0,1,1,0.9973541598263396,0.01669911234104939,660.42094,at_least_450,0.9765882178426998
E01002329,5.0,0,0,0.9819623324780452,0.08219508805932652,1190.16473,at_least_450,0.9884285137066916
E01002331,5.0,1,1,1.0,3.232773159795293e-17,143.14753,below_450,0.8930653293844498
E01002334,5.0,1,1,1.0,3.182265966457434e-14,56.4306,below_450,0.6720522250272689
E01002335,5.0,1,1,0.9986903561798534,0.009118430428872127,414.91901,below_450,0.9672777974292783
E01002336,5.0,1,1,0.9999999730154062,4.526692482887325e-07,496.64425,at_least_450,0.9687408019809829
E01002337,5.0,0,0,0.9809290466332506,0.08592755713935822,423.92913,below_450,0.9742004313791072
E01002338,5.0,1,1,0.9950782411952244,0.028324588260475368,432.96619,below_450,0.9674519682185394
E01002341,5.0,1,1,1.0,1.882333350832362e-17,210.08974,below_450,0.9438387011553951
E01002342,5.0,1,1,0.9999951635499401,5.881641062951725e-05,240.98378,below_450,0.9434025226174839
E01002344,5.0,1,1,0.9999999999984084,4.0260669897538634e-11,609.85518,at_least_450,0.9767172126666559
E01002345,5.0,0,0,0.9999913365148361,9.981278639143834e-05,3708.74805,at_least_450,0.9971926153408512
E01002346,5.0,1,1,0.9999999999999432,2.316766387239912e-12,148.45721,below_450,0.9032108447215453
E01002348,5.0,1,1,0.9999999999996021,1.0206481637895954e-11,200.98237999999998,below_450,0.9387112120115237
E01002349,5.0,1,1,0.9931155261656038,0.037442674031733666,229.49325,below_450,0.9209341534886303
E01002350,5.0,0,0,0.9999999483436581,8.359458440482409e-07,1091.1564,at_least_450,0.9906007631278013
E01002352,5.0,1,1,0.9999998012314306,2.9730136143129272e-06,442.07039,below_450,0.9672716395010365
E01002353,5.0,0,0,1.0,1.428718426603137e-13,3904.79114,at_least_450,0.9972862167884226
E01002356,5.0,0,0,1.0,1.3562701766172364e-14,23564.58723,at_least_450,0.9994765093764578
E01002358,5.0,1,1,0.9999999999980105,5.023238995815813e-11,381.86251,below_450,0.9680827458643537
E01002360,5.0,1,1,0.9999999974722869,4.852062280492453e-08,284.82899,below_450,0.955555437036721
E01002361,5.0,0,0,0.9999875172227699,0.00013965595002411247,4510.68831,at_least_450,0.9977308823571057
E01002362,5.0,1,1,0.999999999797808,4.293507796851134e-09,350.46151,below_450,0.9694941743634898
E01002363,5.0,2,2,1.0,1.9281261737086608e-44,164.21823,below_450,0.9295896626359096
E01002364,5.0,1,1,1.0,1.383733465264935e-23,65.33785,below_450,0.8611920053257852
E01002365,5.0,2,2,0.9999902031544388,0.00011190476507008756,392.25266,below_450,0.9690836970481794
E01002366,5.0,2,2,0.9999999981646965,3.558014815799426e-08,331.34970999999996,below_450,0.9619767236711626
E01002367,5.0,1,1,0.99999999999892,2.8736486455874144e-11,202.98423,below_450,0.9463415623555582
E01002368,5.0,1,1,0.9999997365248198,3.873014274366823e-06,2816.72133,at_least_450,0.9954733498588052
E01002369,5.0,2,2,1.0,1.8478061085799437e-73,60.69242,below_450,0.4863539658096654
E01002370,5.0,1,1,0.9999985933152065,1.8536250010800386e-05,1566.52835,at_least_450,0.992898871926156
E01002371,5.0,0,0,0.9999982376687807,2.286756631381837e-05,598.64761,at_least_450,0.9792843462535347
E01002372,5.0,1,1,0.9940943941398896,0.03316084788386903,466.65825,at_least_450,0.968245133344401
E01002373,5.0,1,1,0.9984405489907544,0.011455913677479956,487.18237,at_least_450,0.969133199750053
E01002374,5.0,1,1,0.9987075866853037,0.009084062086157108,437.06281,below_450,0.9693779247909584
E01002375,5.0,1,1,1.0,3.2864655800403583e-13,511.12721,at_least_450,0.9755007307642027
E01002377,5.0,1,1,0.9999938437568612,7.283694969922049e-05,415.65485,below_450,0.9736004935229339
E01002379,5.0,0,0,0.9999990016499832,1.3464928811985497e-05,1670.20795,at_least_450,0.9938031802549889
E01002380,5.0,1,1,1.0,2.2100911907704452e-13,178.46908,below_450,0.9439555123340466
E01002382,5.0,1,1,0.9999999999796501,4.749255154760439e-10,132.04912,below_450,0.8918111420675496
E01002383,5.0,1,1,1.0,5.127729222834208e-13,79.60691999999999,below_450,0.8666022444439168
E01002384,5.0,1,1,1.0,1.4520483033575322e-16,200.78796,below_450,0.9370139444828309
E01002385,5.0,1,1,1.0,2.2648716391568838e-17,93.68799,below_450,0.8971129058278542
E01002386,5.0,0,0,0.9999999981504288,3.554676170233083e-08,3190.4646,at_least_450,0.9960120531068826
E01002388,5.0,1,1,0.9999999999999432,1.5197377151052742e-12,80.55503,below_450,0.8487641307234459
E01002390,5.0,1,1,1.0,3.622477061183884e-14,62.70939,below_450,0.8343957947130527
E01002392,5.0,2,2,1.0,2.674294126368668e-46,128.71716999999998,below_450,0.8705033250861217
E01002393,5.0,0,0,0.9999999999994316,1.534315124045681e-11,2439.55788,at_least_450,0.9949790331957705
E01002396,5.0,0,0,1.0,2.2482232828889115e-15,11498.6892,at_least_450,0.9990800537214772
E01002400,5.0,0,0,0.9999999999936904,1.5443619686783006e-10,1000.9653999999999,at_least_450,0.9888431776522244
E01002401,5.0,0,0,0.9999999999990905,2.408029565086707e-11,2990.752,at_least_450,0.9946230662435765
E01002402,5.0,1,1,0.999531819651599,0.0036932504639583348,364.00108,below_450,0.9602487663999677
E01002403,5.0,1,1,0.9999999998017302,4.33747705169579e-09,574.44982,at_least_450,0.9706870320661005
E01002404,5.0,1,1,0.9999999910118618,1.6014325371881307e-07,622.2931600000001,at_least_450,0.9709447568012223
E01002405,5.0,2,2,0.9999809013902721,0.00020628015725124077,928.69115,at_least_450,0.9892161637024309
E01002408,5.0,0,0,0.9999999926781129,1.3157137329144417e-07,415.69732999999997,below_450,0.9690441808879764
E01002409,5.0,1,1,0.9999304720740525,0.0006692626549901585,477.28797,at_least_450,0.9611191162530647
E01002410,5.0,0,0,1.0,6.659569927963453e-13,2734.51984,at_least_450,0.995373053999051
E01002411,5.0,2,2,0.9790336630566645,0.09455728843289811,344.94779,below_450,0.9543649305078289
E01002412,5.0,1,1,0.9751728388484923,0.10583627228489922,3221.20004,at_least_450,0.9967177036182735
E01002413,5.0,2,2,0.9999665506064067,0.0003443033866382882,272.44256,below_450,0.9528009207973963
E01002414,5.0,0,0,0.9994514303376748,0.004248258146040532,1622.98707,at_least_450,0.9930366301802336
E01002417,5.0,0,0,0.9999967146852634,4.0747635178971135e-05,1266.4616700000001,at_least_450,0.9898286050790331
E01002419,5.0,1,1,1.0,4.1850654255791386e-22,59.232769999999995,below_450,0.8313512609191626
E01002421,5.0,1,1,1.0,3.062771002475404e-15,222.43623,below_450,0.9566731532733129
E01002422,5.0,1,1,0.9999039339801089,0.0008963340333713595,240.65272,below_450,0.957624274442827
E01002423,5.0,2,2,1.0,4.440722807040754e-17,407.34327,below_450,0.945934448979583
E01002424,5.0,0,0,0.9999999999896545,2.5459312186146423e-10,1813.87399,at_least_450,0.9921313746940069
E01002425,5.0,1,1,0.9999951608895105,5.8315889805545895e-05,274.22736,below_450,0.9211090676606504
E01002426,5.0,0,0,0.9999999955575731,8.1820503305178e-08,1209.41021,at_least_450,0.9908339526525991
E01002428,5.0,2,2,0.9989748791817874,0.007355138198135098,112.95882,below_450,0.8860349248252174
E01002429,5.0,1,1,0.9999218967883475,0.0007434466950447053,356.58292,below_450,0.9538463100586428
E01002431,5.0,1,1,1.0,1.285620829843169e-22,50.64138,below_450,0.7790223240487353
E01002432,5.0,1,1,0.9999999927424028,1.3041315438753962e-07,183.30369,below_450,0.9233675017207829
E01002433,5.0,1,1,0.999999999999261,2.0078420430203973e-11,230.98861,below_450,0.9571115853616694
E01002436,5.0,1,1,1.0,3.267365292025213e-14,259.32641,below_450,0.960206486947489
E01002437,5.0,1,1,1.0,2.0117597501020873e-30,259.65012,below_450,0.9618615004967159
E01002439,5.0,1,1,1.0,1.4515341275904823e-26,677.73291,at_least_450,0.9840698855395787
E01002440,5.0,1,1,1.0,1.91322252469836e-14,96.78032999999999,below_450,0.8571222010953583
E01002441,5.0,1,1,1.0,4.8199571469148556e-14,277.10033,below_450,0.9312289104857618
E01002442,5.0,1,1,1.0,1.361111328492173e-16,99.39757999999999,below_450,0.8704157632485627
E01002443,5.0,2,2,0.9412025890717725,0.20357104721840424,18923.58793,at_least_450,0.9994369536083094
E01002444,5.0,2,2,1.0,2.3231528204041773e-115,45505.59458,at_least_450,0.9997691312710598
E01002445,5.0,2,2,0.9999407920383105,0.0005785147562301563,554.69102,at_least_450,0.9739244718154049
E01002446,5.0,0,0,0.9999999976125764,4.531599438114248e-08,2526.02669,at_least_450,0.9943750286732913
E01002447,5.0,0,0,0.9998401766667329,0.0014171486137827477,7040.28243,at_least_450,0.9984121844998296
E01002448,5.0,0,0,0.9999999881306394,2.0796899705918951e-07,2908.68869,at_least_450,0.9957443832476353
E01002451,5.0,1,1,1.0,1.271524357041499e-13,101.8956,below_450,0.8535754102743792
E01002452,5.0,1,1,0.9999869214284772,0.00015145634335098272,638.58096,at_least_450,0.9829232167372695
E01002453,5.0,1,1,1.0,3.4198724034114894e-14,226.8624,below_450,0.9429373045317366
E01002455,5.0,2,2,0.9999999995664552,8.967592915620142e-09,391.9212,below_450,0.9694379573113056
E01002456,5.0,2,2,1.0,1.9860006913035813e-23,240.68751,below_450,0.956089534142451
E01002457,5.0,0,0,0.9999997881387455,3.173151111330373e-06,815.24536,at_least_450,0.9867558390724256
E01002458,5.0,1,1,1.0,1.98054035997514e-15,139.03342,below_450,0.9155368024733527
E01002460,5.0,2,2,1.0,3.699050898847645e-14,292.10850999999997,below_450,0.9634354794903023
E01002461,5.0,1,1,1.0,1.0610946786301736e-14,124.10185,below_450,0.9234819858995663
E01002465,5.0,1,1,0.9999998768040048,1.89619319173952e-06,144.83643,below_450,0.9320455235192482
E01002468,5.0,1,1,1.0,5.452635281241268e-13,129.92456,below_450,0.9083129360178328
E01002469,5.0,2,2,1.0,3.982265405105993e-19,135.19476,below_450,0.9235474824415324
E01002470,5.0,1,1,0.9944933340176664,0.031071971283948646,813.0462,at_least_450,0.986446079318357
E01002472,5.0,1,1,0.999999999937188,1.4095522100102706e-09,341.5438,below_450,0.9657987319674669
E01002473,5.0,1,1,1.0,1.871799782113848e-20,84.44272,below_450,0.8622365618654271
