lsoa,alpha,cluster_raw,cluster_aligned_to_alpha5,max_posterior,normalized_entropy,total_activity,activity_band,min_direction_reliability
E01001884,50.0,2,1,0.9999805249130541,0.00021004099965698814,491.86066,at_least_450,0.8268728633947255
E01001886,50.0,0,0,0.9940773414283092,0.03302550251132367,1566.69562,at_least_450,0.9289720172619023
E01001887,50.0,0,0,0.9781907728207822,0.09557435734872506,2558.66356,at_least_450,0.9540661177812723
E01001891,50.0,2,1,0.9702211073753223,0.12194723879603844,4334.08008,at_least_450,0.9769745566779001
E01001894,50.0,0,0,0.9980503287799759,0.01284702731565168,664.93562,at_least_450,0.8198011505696535
E01001898,50.0,0,0,0.9999996640981403,4.863431713261002e-06,31310.44566,at_least_450,0.996652333041394
E01001899,50.0,1,2,1.0,3.747770257728216e-14,309.87189,below_450,0.7393126801544896
E01001902,50.0,0,0,0.9057405133268792,0.28425269129363717,664.3444,at_least_450,0.8530426462011113
E01001903,50.0,2,1,0.9568792845524089,0.16178427692592648,1021.03519,at_least_450,0.8734255146619833
E01001905,50.0,2,1,0.9999999991719051,1.6515947021890488e-08,205.93374,below_450,0.651263924159668
E01001909,50.0,0,0,0.6589779046481615,0.5841106253349305,1893.1771999999999,at_least_450,0.9436292780826
E01001911,50.0,2,1,0.5446516563353391,0.6272954906571816,579.95103,at_least_450,0.8313218349701412
E01001912,50.0,0,0,0.9999997030235349,4.3332785518068144e-06,1106.63841,at_least_450,0.9147175257684833
E01001914,50.0,0,0,0.9605437662284615,0.1512961510415984,1253.0227,at_least_450,0.9131917166147061
E01001915,50.0,0,0,0.9999950856496544,5.9174617457331005e-05,2814.47258,at_least_450,0.9624868479826856
E01001916,50.0,0,0,0.6786565348761968,0.5715191936299249,3449.30556,at_least_450,0.964825317037156
E01001918,50.0,2,1,0.9999799319550372,0.00021584649889799088,1466.01379,at_least_450,0.9251183870812084
E01001920,50.0,0,0,0.8815345076576366,0.33119639991563815,5345.8021,at_least_450,0.97876170873369
E01001921,50.0,0,0,0.9999999781524596,3.7066887834257006e-07,1497.57307,at_least_450,0.9245397490644816
E01001922,50.0,2,1,0.995181583561479,0.02777722788000661,522.94245,at_least_450,0.8167984465973885
E01001924,50.0,1,2,0.9738655790785912,0.11846664020033978,547.43223,at_least_450,0.8336377817381597
E01001925,50.0,2,1,0.9999422519958683,0.0005655727283275444,566.00641,at_least_450,0.8329380592126993
E01001928,50.0,2,1,0.9999972088137115,3.503309748128954e-05,1123.36128,at_least_450,0.8958183181484365
E01001929,50.0,1,2,0.9999992907578658,9.787174462116348e-06,571.09129,at_least_450,0.8441152914574837
E01001930,50.0,2,1,0.9817544240773897,0.08295040754611567,1990.8349,at_least_450,0.9377621791542311
E01001932,50.0,2,1,0.9999992683180329,1.0244721520229333e-05,817.20618,at_least_450,0.8900203763647894
E01001933,50.0,0,0,0.9980005837305569,0.013152387310985164,794.54622,at_least_450,0.87761095607139
E01001937,50.0,2,1,0.9994918482414126,0.003970681655654504,1073.87843,at_least_450,0.9102208966357562
E01001938,50.0,0,0,0.8181121763982119,0.4316756054996307,1358.23358,at_least_450,0.9251897565565456
E01001940,50.0,0,0,0.9705616389778771,0.1208655733246535,2204.64794,at_least_450,0.9562025283036563
E01001941,50.0,0,0,0.9998304604002685,0.0014942584715193117,5762.76938,at_least_450,0.9828936237392053
E01001942,50.0,2,1,0.9980723715942474,0.013519144839464212,1955.1798,at_least_450,0.9450443053909052
E01001943,50.0,0,0,0.999965217312028,0.00035670942257569305,37484.94251,at_least_450,0.9969861419582412
E01001948,50.0,1,2,0.9436740536058744,0.2019243499939843,431.70444,below_450,0.8005062751748612
E01001950,50.0,1,2,1.0,2.0899270295616066e-26,841.12909,at_least_450,0.8547954555856472
E01001951,50.0,0,0,0.9829998960462794,0.07951579104153568,624.68008,at_least_450,0.8614157193599579
E01001952,50.0,2,1,0.9999768939217817,0.0002601352536612312,329.07041,below_450,0.7306128971446099
E01001953,50.0,0,0,0.9999999338274983,1.0668382843760907e-06,4854.88196,at_least_450,0.9794044747864679
E01001954,50.0,0,0,0.9999975899302224,3.060553440130978e-05,837.60653,at_least_450,0.8775951271305578
E01001955,50.0,2,1,0.999999729296442,3.972600613050784e-06,229.92356,below_450,0.5320241490514317
E01001956,50.0,1,2,1.0,3.5407955133192773e-13,375.0688,below_450,0.5913919022374072
E01001958,50.0,2,1,0.9999997391910027,3.855378007016212e-06,94.54369,below_450,0.2846591579722948
E01001959,50.0,1,2,0.9998314894762149,0.0014891809082484303,548.99305,at_least_450,0.8340015710755306
E01001962,50.0,2,1,0.9999995615995483,6.241183745693383e-06,972.50622,at_least_450,0.8938075846955661
E01001963,50.0,2,1,0.9999999977789571,4.2319841748176655e-08,816.04418,at_least_450,0.8716739327024738
E01001964,50.0,1,2,1.0,1.646291295137813e-14,861.71118,at_least_450,0.8660645787313123
E01001966,50.0,1,2,1.0,1.1725345729347205e-34,983.12961,at_least_450,0.9055159076157978
E01001968,50.0,2,1,0.9999997018309035,4.349600066058946e-06,355.84774,below_450,0.744035292823369
E01001969,50.0,2,1,0.9999959485910141,4.947651106291612e-05,1211.81107,at_least_450,0.9002475516609451
E01001970,50.0,1,2,0.9999988536882005,1.5316290812789035e-05,420.46136,below_450,0.8008328215400737
E01001971,50.0,1,2,1.0,6.604474923390115e-13,298.1467,below_450,0.6894659329533349
E01001972,50.0,2,1,0.9999999937775783,1.1291771114449645e-07,1149.67417,at_least_450,0.9101706755368215
E01001973,50.0,0,0,0.9457172855598388,0.19200355825652646,3920.96988,at_least_450,0.9747693661451671
E01001975,50.0,0,0,0.9999999999998863,3.3857491556804513e-12,1953.75326,at_least_450,0.9287048899619151
E01001976,50.0,2,1,0.999999821123895,2.6925067883742493e-06,203.51998,below_450,0.6021945178108256
E01001977,50.0,0,0,0.9999999993199822,1.3684947613229266e-08,515.3432,at_least_450,0.7170242725259999
E01001978,50.0,0,0,0.9999999999813554,4.3654560397905897e-10,1623.81704,at_least_450,0.9254751788301335
E01001979,50.0,0,0,0.9929172340412782,0.03833741863532537,5090.00671,at_least_450,0.9802042916311834
E01001980,50.0,2,1,0.9999999951339191,8.92100270503508e-08,267.70578,below_450,0.6754354487844928
E01001981,50.0,0,0,0.9999999931958996,1.2284933226761803e-07,418.20373,below_450,0.7960074329995593
E01001983,50.0,0,0,0.9999999999999432,1.0372862125959737e-12,949.55054,at_least_450,0.8930001626611527
E01001984,50.0,0,0,0.999999999502279,1.0157708922424379e-08,1126.31815,at_least_450,0.8609418773758776
E01001986,50.0,2,1,0.9999998505810593,2.273562625952612e-06,1041.86327,at_least_450,0.8469525700811069
E01001987,50.0,2,1,0.9999999999954525,1.1163382463233245e-10,57.48151,below_450,0.33057817160012704
E01001988,50.0,2,1,0.9999999999732267,6.188972000715087e-10,146.80250999999998,below_450,0.3532585743361361
E01001989,50.0,2,1,0.999999997208306,5.259317795361046e-08,1100.71891,at_least_450,0.9037569995128181
E01001990,50.0,2,1,0.9961419476077138,0.02302184760261996,5666.58821,at_least_450,0.9818268340955111
E01001991,50.0,2,1,0.9980773572037528,0.012693383894714404,723.80252,at_least_450,0.8724932231423168
E01001992,50.0,2,1,0.9999919332671757,9.34555581396645e-05,114.53815999999999,below_450,0.4217608953546815
E01001994,50.0,2,1,0.9972657528918787,0.017174172700545665,421.51921,below_450,0.7547827298969534
E01001995,50.0,2,1,0.9999999990351967,1.910993300336341e-08,222.3659,below_450,0.5576854671279359
E01001997,50.0,2,1,0.9800865424315464,0.08893230987087805,1361.93968,at_least_450,0.8990044260300336
E01001999,50.0,0,0,0.9999999050999168,1.4832526788133438e-06,4599.49907,at_least_450,0.9691489916560795
E01002002,50.0,0,0,0.9999989556906481,1.4575082744251604e-05,1857.69934,at_least_450,0.9444354713904577
E01002003,50.0,0,0,0.9999999973308036,5.042929111060124e-08,5383.31732,at_least_450,0.9787647154682102
E01002005,50.0,2,1,0.9529516252929987,0.17270073382876822,902.5285,at_least_450,0.8989840053698487
E01002008,50.0,2,1,0.9998908236009664,0.0010059393473420678,1186.60858,at_least_450,0.9195413172795304
E01002009,50.0,2,1,0.9996455871803223,0.0028856194095709226,2149.79186,at_least_450,0.9535740812489418
E01002010,50.0,2,1,0.9999997157635625,4.159078140847945e-06,432.49555,below_450,0.7990748199157842
E01002011,50.0,2,1,0.9549726381555679,0.16712423774722657,4771.63412,at_least_450,0.9768397725065348
E01002013,50.0,2,1,0.9998170796653106,0.0015994724913168743,1228.37928,at_least_450,0.8803866382305834
E01002014,50.0,2,1,0.9659058792860812,0.13535060631597245,1884.58273,at_least_450,0.9469429594368314
E01002015,50.0,2,1,1.0,2.4012833514202044e-13,551.34112,at_least_450,0.8433881973712145
E01002017,50.0,2,1,0.5447394227288762,0.6272809802634498,4053.72827,at_least_450,0.9695780267879833
E01002019,50.0,2,1,0.9999999996382485,7.494920374467156e-09,1407.50612,at_least_450,0.9112645374864559
E01002020,50.0,2,1,0.9999963896414473,4.446918111109277e-05,1639.06847,at_least_450,0.9411887448431351
E01002021,50.0,2,1,0.9999999999989768,2.739268333155241e-11,513.55637,at_least_450,0.7910942911375972
E01002022,50.0,0,0,0.7466893036622209,0.5151436763209478,14787.51431,at_least_450,0.9924428307704958
E01002028,50.0,0,0,0.9999999856794375,2.4851067714529327e-07,2280.21318,at_least_450,0.9466302505653165
E01002029,50.0,0,0,0.9760270598506935,0.10296828257392023,13328.86219,at_least_450,0.9832632575410732
E01002030,50.0,1,2,0.9999999989209982,2.131328405556845e-08,1088.08706,at_least_450,0.904165983290266
E01002031,50.0,0,0,0.9999927079481226,8.515089454825899e-05,20426.24402,at_least_450,0.9939333608027522
E01002032,50.0,0,0,0.9999874100173122,0.0001407583995335667,115.31103,below_450,0.4140149573854096
E01002033,50.0,0,0,0.9999988316101285,1.569951067893549e-05,514.01246,at_least_450,0.812920342267472
E01002034,50.0,0,0,0.9999390390094471,0.0005940267329403702,6822.66202,at_least_450,0.9851956018229319
E01002036,50.0,2,1,0.9986835139898904,0.009145745486878423,262.89552,below_450,0.7158831491034437
E01002037,50.0,0,0,0.9999989076717097,1.4685648023133014e-05,3738.79362,at_least_450,0.9657710581892421
E01002038,50.0,0,0,0.9999999984673877,2.970958222454379e-08,1903.79479,at_least_450,0.9494771052167779
E01002042,50.0,0,0,0.9999780385747644,0.00023441270106306207,1125.96137,at_least_450,0.9084794787928281
E01002043,50.0,0,0,0.998749552808775,0.00874565487962577,1189.5849,at_least_450,0.9157732070966867
E01002046,50.0,0,0,0.9999999996151132,7.950060075984149e-09,1103.25524,at_least_450,0.9164404961576165
E01002047,50.0,0,0,0.9999999985016075,2.9077041034473155e-08,7230.09209,at_least_450,0.9862164470139879
E01002048,50.0,0,0,0.8668600461641085,0.3570981254345305,822.4088399999999,at_least_450,0.8818270325437244
E01002049,50.0,0,0,1.0,7.976062462140537e-13,611.31122,at_least_450,0.809206219648287
E01002051,50.0,2,1,0.9999999999754436,5.679045921307954e-10,945.23646,at_least_450,0.8936884015981015
E01002052,50.0,2,1,0.9999999999991473,2.166844198132533e-11,176.78361999999998,below_450,0.48889428616522695
E01002053,50.0,0,0,0.9999999974520506,4.881560653340633e-08,1861.12902,at_least_450,0.9398468973607128
E01002055,50.0,0,0,0.9999975536817169,3.144633382651108e-05,2313.02405,at_least_450,0.9582279738403522
E01002056,50.0,0,0,0.999999838202952,2.4544073820997746e-06,1620.87817,at_least_450,0.9336345827746914
E01002058,50.0,2,1,0.9999995707721963,6.1188667530853114e-06,212.77912,below_450,0.5734736798285296
E01002059,50.0,2,1,0.9999925736662539,8.65955116508404e-05,76.02346,below_450,0.36264243348217756
E01002060,50.0,2,1,0.9999999996033466,8.176712412852145e-09,537.88865,at_least_450,0.7486414826211224
E01002061,50.0,2,1,0.999999974822288,4.2429272336404833e-07,200.98699,below_450,0.4458059145809572
E01002062,50.0,2,1,0.9999999997997975,4.319765730747858e-09,628.01386,at_least_450,0.8380177362155766
E01002064,50.0,2,1,0.9997207053779843,0.0023345751821329283,1172.47292,at_least_450,0.898256070383683
E01002066,50.0,0,0,0.9999999835188761,2.838494357896502e-07,9811.43173,at_least_450,0.9886913842925115
E01002067,50.0,0,0,0.9999999999999432,1.1941972135609731e-12,3590.39686,at_least_450,0.96951940564109
E01002068,50.0,2,1,1.0,1.4670241021915554e-15,547.38078,at_least_450,0.8363640778831062
E01002069,50.0,0,0,0.999986701386867,0.00014803754156421487,3790.68743,at_least_450,0.967152908296609
E01002070,50.0,0,0,0.9999999833536891,2.8690303049589855e-07,1307.2858,at_least_450,0.915866595853263
E01002071,50.0,0,0,0.9999997087262924,4.255051957593863e-06,967.04087,at_least_450,0.8887632407895407
E01002072,50.0,0,0,0.9999999976531626,4.461005838569191e-08,22970.726029999998,at_least_450,0.9950065499733148
E01002074,50.0,0,0,0.9999997490243433,3.7003828344106013e-06,1416.2866099999999,at_least_450,0.9053267667473824
E01002075,50.0,0,0,0.9999999995609414,9.016590652927794e-09,1245.90887,at_least_450,0.9036138168051432
E01002076,50.0,2,1,1.0,3.949499838172008e-14,131.14031,below_450,0.512025354381827
E01002077,50.0,0,0,0.999999999997101,7.276368050378823e-11,8117.27517,at_least_450,0.9877096708944587
E01002078,50.0,0,0,0.9999999983097609,3.261521096030392e-08,248.75934999999998,below_450,0.5978308281813453
E01002081,50.0,0,0,0.9999999999955094,1.1136871167057228e-10,9149.470440000001,at_least_450,0.9873835771640405
E01002082,50.0,0,0,0.9999999994876703,1.0502002220502227e-08,1951.57375,at_least_450,0.9175115817863593
E01002083,50.0,2,1,0.9980675585746063,0.012749124457964984,360.92261,below_450,0.7650326693877136
E01002084,50.0,2,1,0.9999998875585511,1.7400138301526864e-06,946.2210699999999,at_least_450,0.8506807420175642
E01002085,50.0,0,0,0.9997931828238051,0.0017853227315853233,7712.37343,at_least_450,0.9670300722008449
E01002086,50.0,2,1,0.9999951474407069,5.8463286612179044e-05,536.77729,at_least_450,0.7476262099872082
E01002087,50.0,2,1,0.9999965124088698,4.306687077739726e-05,96.53235,below_450,0.3314162809495761
E01002088,50.0,0,0,0.9999999998534008,3.155489326886881e-09,2893.29639,at_least_450,0.9610331244082734
E01002089,50.0,2,1,0.9999996076454837,5.625292531899482e-06,642.70009,at_least_450,0.784560799613795
E01002090,50.0,2,1,0.9999999883767714,2.0387773302375258e-07,729.87136,at_least_450,0.8430199544870894
E01002091,50.0,0,0,0.9310542639616389,0.22838204120631964,2746.63629,at_least_450,0.9560545133917586
E01002092,50.0,2,1,0.9999339239099567,0.0006390213349295756,796.93435,at_least_450,0.8717671603494211
E01002094,50.0,2,1,0.9999999998011617,4.237562608607248e-09,73.45098,below_450,0.2834660067675202
E01002095,50.0,2,1,0.9999959523436878,4.943409594187314e-05,84.87946,below_450,0.38930551823533716
E01002096,50.0,2,1,0.9979644371134618,0.013333036835441674,1134.98478,at_least_450,0.8830185518538985
E01002098,50.0,0,0,0.9672293547011095,0.13129850456230993,2422.8474,at_least_450,0.9492973931893561
E01002099,50.0,2,1,0.9999999968624707,5.8774780916889625e-08,135.01334,below_450,0.49472508143263233
E01002100,50.0,0,0,0.8923469332318695,0.3109196959515606,1395.17086,at_least_450,0.9190688633168439
E01002102,50.0,2,1,0.9999999993662527,1.2794241353521836e-08,247.55333,below_450,0.5835276870793629
E01002103,50.0,0,0,0.9999999999999432,2.2571977409944803e-12,1265.40962,at_least_450,0.9094104546531655
E01002104,50.0,2,1,0.9999999960789978,7.26556824465926e-08,913.88319,at_least_450,0.8704207335119454
E01002105,50.0,0,0,0.9999999993559641,1.3063529679335438e-08,17379.91963,at_least_450,0.9927097983206239
E01002106,50.0,2,1,0.9999999989607886,2.0511995014143707e-08,213.07593,below_450,0.6431228633765832
E01002108,50.0,2,1,0.9999999999844817,3.6625941380139054e-10,265.5965,below_450,0.5880347833767421
E01002109,50.0,2,1,0.9999999279388047,1.1443287478793502e-06,443.3895,below_450,0.7795891241515394
E01002110,50.0,1,2,1.0,8.025491481900626e-27,235.38791999999998,below_450,0.6514421476573322
E01002111,50.0,2,1,0.9996456285162425,0.002885320473208766,1151.77945,at_least_450,0.8958329101545308
E01002112,50.0,0,0,0.9993636156403479,0.004842299374314163,3019.77276,at_least_450,0.9645943528984231
E01002113,50.0,1,2,1.0,6.024324734522705e-27,158.31796,below_450,0.604407345237824
E01002114,50.0,2,1,0.9999961664079974,4.7013198533884765e-05,420.46109,below_450,0.7987382660383866
E01002116,50.0,2,1,0.998076192682418,0.012700009709178343,63.2786,below_450,0.1195614429894904
E01002118,50.0,2,1,0.9684775100271613,0.12742921607003885,2935.24122,at_least_450,0.9322695553574877
E01002119,50.0,2,1,0.997883836921198,0.013795013002833006,1007.27989,at_least_450,0.7112473933580317
E01002121,50.0,2,1,0.9999999999995453,1.2738767325556186e-11,324.94351,below_450,0.6615797363151136
E01002122,50.0,1,2,0.9999999999997726,6.876736820507533e-12,813.25938,at_least_450,0.8698557051159331
E01002123,50.0,0,0,0.8537898241495757,0.37873117505668386,931.2850099999999,at_least_450,0.8936862654477046
E01002125,50.0,2,1,0.9967120524272066,0.020099310447609382,1125.93203,at_least_450,0.8991312985695407
E01002128,50.0,1,2,1.0,6.79406604563758e-32,65.28032999999999,below_450,0.38005126480081114
E01002129,50.0,0,0,0.9999896997680495,0.00011703980020449993,30594.84332,at_least_450,0.9962732770380177
E01002130,50.0,2,1,0.9946018141480745,0.030558227750676528,9879.84053,at_least_450,0.9899033875142531
E01002132,50.0,2,1,1.0,2.1958392490960498e-17,735.68174,at_least_450,0.8354110331292244
E01002133,50.0,2,1,0.9464136386230034,0.19018778442371742,1978.94733,at_least_450,0.9430281618974192
E01002135,50.0,2,1,0.9999999978082883,4.177232253417033e-08,1783.11936,at_least_450,0.9380409336289525
E01002136,50.0,0,0,0.999496628075363,0.003937643223083062,2130.30672,at_least_450,0.9402039161268555
E01002137,50.0,2,1,1.0,5.231531098141981e-13,82.66472999999999,below_450,0.4415169382886269
E01002139,50.0,2,1,0.9999999983577936,3.173035681059646e-08,120.01048,below_450,0.4563854218661136
E01002140,50.0,2,1,0.9999992068069635,1.0895794485047304e-05,78.9405,below_450,0.3891556310504899
E01002141,50.0,2,1,0.9999999999985789,3.6362135285012346e-11,259.76796,below_450,0.6874369013244549
E01002142,50.0,0,0,0.605308419093057,0.6105889224319193,5095.66438,at_least_450,0.9741027454617017
E01002144,50.0,2,1,0.9999999999915872,2.0775157618194027e-10,536.16596,at_least_450,0.7828228795053991
E01002145,50.0,2,1,0.9999999999996589,9.116336481169091e-12,185.63226,below_450,0.6424632650669376
E01002148,50.0,0,0,1.0,1.5414990751242507e-18,223.18588,below_450,0.5355542941210184
E01002150,50.0,2,1,0.9999357902840902,0.0006226463234777877,794.65361,at_least_450,0.8838278275429676
E01002151,50.0,2,1,0.9981475867373851,0.012292526917107083,1077.35799,at_least_450,0.8875152121614953
E01002152,50.0,2,1,0.9999415341335113,0.000571935075190627,784.9098,at_least_450,0.8726439448181496
E01002153,50.0,2,1,0.9999993657106949,8.816650286213934e-06,256.39714,below_450,0.6573069659829873
E01002155,50.0,2,1,0.9999958880228933,5.01607237139776e-05,183.98114999999999,below_450,0.5913311529488113
E01002157,50.0,2,1,0.9858280095739252,0.06771633318352495,607.29811,at_least_450,0.8437961338355975
E01002159,50.0,2,1,0.9999999234090098,1.21642253864316e-06,435.7554,below_450,0.5383667118821084
E01002160,50.0,2,1,0.9999905404907338,0.00010821989649106757,885.41278,at_least_450,0.8894642764569188
E01002161,50.0,2,1,0.9997730681039054,0.0019397751464087988,1711.84054,at_least_450,0.940353747370659
E01002162,50.0,2,1,0.999999998251667,3.3725827467011974e-08,122.45973000000001,below_450,0.25302796319698656
E01002163,50.0,2,1,0.9999996361280616,5.241891488460906e-06,262.11048999999997,below_450,0.6655364921761628
E01002165,50.0,0,0,0.9999999474706001,8.492732049461961e-07,96.29902,below_450,0.40399603967288444
E01002166,50.0,2,1,0.9999999999999432,9.483166450775875e-13,393.92445,below_450,0.7535267123312657
E01002169,50.0,2,1,0.9999999992126618,1.6129934853916395e-08,114.69543,below_450,0.3805227941593706
E01002172,50.0,2,1,0.9999999995282565,9.650446113269129e-09,252.49793,below_450,0.6589609577140234
E01002174,50.0,2,1,0.6861941378449276,0.5662707690134628,2039.31086,at_least_450,0.9355805674452713
E01002175,50.0,2,1,0.9996697587064378,0.0027100531135780264,1670.0863200000001,at_least_450,0.9270279434377244
E01002176,50.0,2,1,0.9940206723703494,0.033289512920959455,1750.8666699999999,at_least_450,0.9429190447068316
E01002177,50.0,2,1,1.0,2.3625822934811305e-18,125.69793,below_450,0.556721987467112
E01002179,50.0,0,0,0.9995833848579421,0.003330738985421949,7605.08753,at_least_450,0.986576340292351
E01002181,50.0,2,1,0.9990313732751313,0.006999804130519636,832.29821,at_least_450,0.888439107599432
E01002184,50.0,2,1,0.9999999997534132,5.1903880333191784e-09,338.8874,below_450,0.6946220624321984
E01002185,50.0,2,1,0.9999999893385052,1.878480787181408e-07,160.6293,below_450,0.4883206633001578
E01002186,50.0,2,1,0.9999939003528349,7.221820045043394e-05,965.86617,at_least_450,0.8862802979137779
E01002187,50.0,2,1,0.9999999999994884,1.3870430753978289e-11,122.48697,below_450,0.4886474623107611
E01002189,50.0,2,1,0.9986064241654887,0.009609058366607156,1086.6682,at_least_450,0.908841271742291
E01002191,50.0,2,1,0.9999999993328856,1.3436731193716859e-08,288.71157999999997,below_450,0.6565987840300302
E01002192,50.0,2,1,0.9999984912188906,1.978226041432702e-05,1262.6225,at_least_450,0.9177070647020139
E01002193,50.0,2,1,0.9999999999972147,6.970324220777399e-11,946.43744,at_least_450,0.9020799223282276
E01002195,50.0,2,1,0.9999999724158787,4.6214149720606566e-07,291.40903,below_450,0.7117735822387503
E01002196,50.0,2,1,0.999075573912339,0.006719705908423012,61.06502,below_450,0.2603991211766518
E01002198,50.0,2,1,1.0,1.8137672736823868e-14,206.49841,below_450,0.5848666973754608
E01002199,50.0,2,1,0.9999999999061515,2.0573038918948575e-09,441.64272,below_450,0.7355581006619245
E01002200,50.0,2,1,0.9999999999816964,4.2898534926101256e-10,334.92887,below_450,0.6692744596010815
E01002201,50.0,2,1,0.9999999979016252,4.0076066118189864e-08,539.45485,at_least_450,0.8174367343433561
E01002202,50.0,0,0,0.9978210095427756,0.01413730498446373,2885.021,at_least_450,0.9587994750426873
E01002203,50.0,0,0,0.9999996939474627,4.457159678566267e-06,440.26298,below_450,0.7631983192763909
E01002204,50.0,0,0,0.8811249617311906,0.33194384289447654,1148.20798,at_least_450,0.9121525569939716
E01002207,50.0,2,1,0.9999482619357669,0.0005118785687999756,227.54288,below_450,0.6247354290958982
E01002208,50.0,2,1,0.9999980487209251,2.5126967693507665e-05,61.99115,below_450,0.2717387441396817
E01002209,50.0,0,0,0.9944102610118921,0.03146430769950187,2923.16179,at_least_450,0.9625458544549432
E01002211,50.0,2,1,0.9999998890704721,1.7185318857045102e-06,223.06727999999998,below_450,0.5635635628645662
E01002212,50.0,0,0,0.9405909891013616,0.20511175025506878,2419.5363,at_least_450,0.94153854234119
E01002214,50.0,0,0,0.9062955371650181,0.28310791599810553,841.27592,at_least_450,0.8655331324882414
E01002215,50.0,2,1,0.9999999999861302,3.337266439908513e-10,80.42793999999999,below_450,0.3516554634891906
E01002216,50.0,2,1,0.9999915518226768,9.751941736954969e-05,549.89228,at_least_450,0.7738337704448052
E01002217,50.0,2,1,0.9999999991767368,1.6424577065828016e-08,188.05719,below_450,0.584888169287918
E01002218,50.0,0,0,0.5194005966727245,0.630244386420815,695.29532,at_least_450,0.8336175090817387
E01002219,50.0,0,0,0.9972219701444925,0.017408951741280015,11241.32214,at_least_450,0.9910939626113258
E01002221,50.0,0,0,0.9999999908855557,1.6233204914258764e-07,2641.63717,at_least_450,0.9594497266266825
E01002225,50.0,2,1,1.0,2.2819431059657174e-20,566.27604,at_least_450,0.8332661673877628
E01002226,50.0,2,1,0.9868721112841203,0.06364820406106521,2819.22466,at_least_450,0.9650866675298173
E01002227,50.0,2,1,0.9999999999991473,2.1764185017379552e-11,776.45186,at_least_450,0.8578682246280142
E01002228,50.0,2,1,0.9999977944291794,2.815559213160466e-05,556.03613,at_least_450,0.7962705780977181
E01002232,50.0,0,0,0.9959824091484407,0.02382537604224828,1897.07688,at_least_450,0.9488389187011331
E01002233,50.0,0,0,0.9999997434124214,3.777973546127538e-06,2854.83563,at_least_450,0.9610752761886262
E01002235,50.0,2,1,0.9999999998414069,3.401720108581327e-09,255.09181,below_450,0.6717127912383557
E01002240,50.0,0,0,0.9999999999961346,9.621712962511009e-11,889.9542,at_least_450,0.8646234298991555
E01002242,50.0,1,2,0.9999999999996021,1.0844326104884147e-11,188.95917,below_450,0.6007313961991864
E01002243,50.0,2,1,0.9983635185964499,0.011044396725977547,838.31266,at_least_450,0.8794783727555558
E01002244,50.0,0,0,0.9994573032859391,0.004208094473309942,119.17771,below_450,0.46119168450661
E01002245,50.0,2,1,0.9999993877044231,8.531317126543526e-06,396.63101,below_450,0.7568724736314826
E01002246,50.0,2,1,0.8322560566421128,0.41266431969317097,864.9974,at_least_450,0.8757832363813212
E01002247,50.0,1,2,0.9909891201987572,0.047156728486206285,298.8797,below_450,0.7285479448663503
E01002248,50.0,2,1,0.7567250574164667,0.505024004816426,2024.7228,at_least_450,0.9470122401195447
E01002250,50.0,0,0,0.9421372640555643,0.20120456811146706,126.64554,below_450,0.5154262596518608
E01002251,50.0,0,0,0.9999997596819132,3.5546215183369206e-06,544.56929,at_least_450,0.8127903504658244
E01002253,50.0,2,1,1.0,3.1611226303622923e-17,302.07466,below_450,0.6595119225986159
E01002254,50.0,2,1,0.9999999999998863,3.807583869947993e-12,332.48054,below_450,0.7327897635820024
E01002258,50.0,2,1,0.999998047659149,2.5139671508803838e-05,859.83324,at_least_450,0.8067871052805471
E01002259,50.0,2,1,1.0,2.221243982502472e-18,137.49205,below_450,0.5406572533251363
E01002260,50.0,2,1,0.9999525671827718,0.0004730353384335443,145.92919,below_450,0.5471956604681073
E01002261,50.0,1,2,0.9926915422674312,0.039349609778333246,2647.73425,at_least_450,0.9583940644772675
E01002262,50.0,2,1,0.9998673840480299,0.0012000615841987776,253.24374,below_450,0.7054176058935332
E01002263,50.0,2,1,0.9915869136062705,0.044214911673052894,302.63072,below_450,0.6645581687666889
E01002265,50.0,2,1,0.9990260528118701,0.007033393044382231,352.41089999999997,below_450,0.7220982471624842
E01002266,50.0,0,0,0.9839586642047919,0.07482547486532183,610.86876,at_least_450,0.8179245886616032
E01002269,50.0,2,1,0.999999999977149,5.304422284133484e-10,197.05164,below_450,0.5260172901308836
E01002272,50.0,2,1,0.9999999608950824,6.427361920315813e-07,194.49857,below_450,0.5529971096793113
E01002273,50.0,2,1,0.9999994525558484,7.682871548550954e-06,160.14571,below_450,0.61404612735428
E01002274,50.0,2,1,0.9999999977498533,4.283385482886517e-08,506.93825999999996,at_least_450,0.8217470013121917
E01002276,50.0,2,1,0.9999999852994392,2.5471289648244694e-07,350.56732999999997,below_450,0.6497980210086167
E01002277,50.0,0,0,0.9999999704951397,4.925133810857465e-07,639.52653,at_least_450,0.774433885443993
E01002278,50.0,0,0,0.9999999997951363,4.3461809602417734e-09,417.69453999999996,below_450,0.773377216569117
E01002279,50.0,0,0,0.9999999988507398,2.2578888884693207e-08,543.58136,at_least_450,0.7996078405596616
E01002281,50.0,2,1,0.578654917637216,0.6196202714470258,826.33521,at_least_450,0.8667229238090407
E01002282,50.0,0,0,0.9918640950965517,0.043007316956390554,2074.07984,at_least_450,0.9393040181128464
E01002283,50.0,2,1,0.9999997423768482,3.792259490969093e-06,198.02535,below_450,0.6234109164589088
E01002284,50.0,2,1,0.9999997329672184,3.922068764209062e-06,186.32499,below_450,0.3893025346387602
