K,replicate,base_cluster,matched_jaccard
4,6,0,0.828003120124805
4,6,1,0.020100502512562814
4,6,2,0.32989690721649484
4,6,3,0.6702127659574468
4,7,0,0.8909090909090909
4,7,1,0.5189873417721519
4,7,2,0.32748538011695905
4,7,3,0.875
4,8,0,0.8085347432024169
4,8,1,0.5652173913043478
4,8,2,0.014767932489451477
4,8,3,0.7289719626168224
4,9,0,0.8421253822629969
4,9,1,0.9761904761904762
4,9,2,0.034990791896869246
4,9,3,0.43434343434343436
4,10,0,0.8962406015037594
4,10,1,0.2971014492753623
4,10,2,0.0
4,10,3,0.8164251207729468
4,11,0,0.9593338497288924
4,11,1,0.8723404255319149
4,11,2,0.5743243243243243
4,11,3,0.812807881773399
4,12,0,0.9433070866141732
4,12,1,0.38461538461538464
4,12,2,0.6778846153846154
4,12,3,0.7487684729064039
4,13,0,0.9101654846335697
4,13,1,0.005263157894736842
4,13,2,0.8606060606060606
4,13,3,0.8272727272727273
4,14,0,0.7432485322896282
4,14,1,0.0024509803921568627
4,14,2,0.3560371517027864
4,14,3,0.7325581395348837
4,15,0,0.8858836606150426
4,15,1,0.6097560975609756
4,15,2,0.004366812227074236
4,15,3,0.6380090497737556
4,16,0,0.8600760456273764
4,16,1,0.4794520547945205
4,16,2,0.003236245954692557
4,16,3,0.7109375
4,17,0,0.7841698841698842
4,17,1,0.5857142857142857
4,17,2,0.06635071090047394
4,17,3,0.7135678391959799
4,18,0,0.8645675265553869
4,18,1,0.3942307692307692
4,18,2,0.0
4,18,3,0.8008849557522124
4,19,0,0.8473743860974688
4,19,1,0.4939759036144578
4,19,2,0.011494252873563218
4,19,3,0.8365384615384616
4,20,0,0.9041870992078461
4,20,1,0.5909090909090909
4,20,2,0.004807692307692308
4,20,3,0.8293838862559242
5,1,0,0.009900990099009901
5,1,1,0.6559139784946236
5,1,2,0.06571936056838366
5,1,3,0.2803030303030303
5,1,4,0.7307245253777606
5,2,0,0.6724137931034483
5,2,1,0.8723404255319149
5,2,2,0.8465608465608465
5,2,3,0.5194805194805194
5,2,4,0.9434436531210725
5,3,0,0.13714285714285715
5,3,1,0.6070175438596491
5,3,2,0.35735735735735735
5,3,3,0.47560975609756095
5,3,4,0.6982687551525144
5,4,0,0.039735099337748346
5,4,1,0.40437158469945356
5,4,2,0.7045454545454546
5,4,3,0.46987951807228917
5,4,4,0.8296925566343042
5,5,0,0.4139344262295082
5,5,1,0.8151658767772512
5,5,2,0.31417624521072796
5,5,3,0.6153846153846154
5,5,4,0.8600488201790073
5,6,0,0.09523809523809523
5,6,1,0.7912621359223301
5,6,2,0.7630331753554502
5,6,3,0.4823529411764706
5,6,4,0.815359477124183
5,7,0,0.18275154004106775
5,7,1,0.757847533632287
5,7,2,0.4457831325301205
5,7,3,0.0
5,7,4,0.7537067545304778
5,8,0,0.2906574394463668
5,8,1,0.5955555555555555
5,8,2,0.1782477341389728
5,8,3,0.5942028985507246
5,8,4,0.8129265355279004
5,9,0,0.01195219123505976
5,9,1,0.5957446808510638
5,9,2,0.12052117263843648
5,9,3,0.7346938775510204
5,9,4,0.7337254901960785
5,10,0,0.11455108359133127
5,10,1,0.7887323943661971
5,10,2,0.7123893805309734
5,10,3,0.7884615384615384
5,10,4,0.8462479608482871
5,11,0,0.18969555035128804
5,11,1,0.7711442786069652
5,11,2,0.1626984126984127
5,11,3,0.25675675675675674
5,11,4,0.5807119205298014
5,12,0,0.3793103448275862
5,12,1,0.7751196172248804
5,12,2,0.014035087719298246
5,12,3,0.2085889570552147
5,12,4,0.7848496680983991
5,13,0,0.10344827586206896
5,13,1,0.8137254901960784
5,13,2,0.6296296296296297
5,13,3,0.7843137254901961
5,13,4,0.830625507717303
5,14,0,0.1708185053380783
5,14,1,0.8529411764705882
5,14,2,0.8647058823529412
5,14,3,0.8163265306122449
5,14,4,0.8879837067209776
5,15,0,0.04357298474945534
5,15,1,0.32967032967032966
5,15,2,0.7844311377245509
5,15,3,0.43157894736842106
5,15,4,0.8423586040914561
5,16,0,0.2594142259414226
5,16,1,0.5645161290322581
5,16,2,0.07364975450081833
5,16,3,0.6451612903225806
