K,cluster,metric,value
3,0,weekend_ratio,0.880814730081385
3,0,weekend_ratio,0.8432138627496621
3,0,weekend_ratio,0.6604677246159552
3,0,weekend_ratio,0.7588690796125033
3,0,weekend_ratio,0.7328741657539027
3,0,weekend_ratio,0.825183491547339
3,0,weekend_ratio,0.6458454629227104
3,0,weekend_ratio,0.8945576390194087
3,0,weekend_ratio,0.7937805070347248
3,0,weekend_ratio,0.7365329482302017
3,0,weekend_ratio,0.8538722421039352
3,0,weekend_ratio,0.8262106082609276
3,0,weekend_ratio,0.8311306224297337
3,0,weekend_ratio,0.7327279169908935
3,0,weekend_ratio,0.8211446435453974
3,0,weekend_ratio,0.8167009619363953
3,0,weekend_ratio,0.8300253514203888
3,0,weekend_ratio,0.845684224287278
3,0,weekend_ratio,0.750918004935503
3,0,weekend_ratio,0.7548387855726136
3,0,weekend_ratio,0.7874754654118828
3,0,weekend_ratio,0.7382468273487027
3,0,weekend_ratio,0.7972857256903207
3,0,weekend_ratio,0.656076005769629
3,0,weekend_ratio,1.1067439849501468
3,0,weekend_ratio,0.8062072214757581
3,0,weekend_ratio,0.8326586617506717
3,0,weekend_ratio,0.8077970718237958
3,0,weekend_ratio,0.8256706801019913
3,0,weekend_ratio,0.8407252914750328
3,0,weekend_ratio,0.7767671261613727
3,0,weekend_ratio,0.7960727321273613
3,0,weekend_ratio,0.7730334841690227
3,0,weekend_ratio,0.8014299413011584
3,0,weekend_ratio,0.8197892369104426
3,0,weekend_ratio,0.6619877345509061
3,0,weekend_ratio,0.7938825293156709
3,0,weekend_ratio,0.7527470115378095
3,0,weekend_ratio,0.783493212150766
3,0,weekend_ratio,0.6955562909983464
3,0,weekend_ratio,0.8298519008539069
3,0,weekend_ratio,0.8247036089703371
3,0,weekend_ratio,0.730581340231562
3,0,weekend_ratio,0.758598614400858
3,0,weekend_ratio,0.6944157545895432
3,0,weekend_ratio,0.7730299544445025
3,0,weekend_ratio,0.7078757181892639
3,0,weekend_ratio,0.7893641753604225
3,0,weekend_ratio,0.794055097854595
3,0,weekend_ratio,0.8112857402749389
3,0,weekend_ratio,0.5899288234280339
3,0,weekend_ratio,0.6857967766520051
3,0,weekend_ratio,0.8620483805150556
3,0,weekend_ratio,0.8166490966548046
3,0,weekend_ratio,0.7998619785167116
3,0,weekend_ratio,0.8761813297122621
3,0,weekend_ratio,0.8070117534389502
3,0,weekend_ratio,0.7467032866299705
3,0,weekend_ratio,0.7186826425946164
3,0,weekend_ratio,0.7738418704342741
3,0,weekend_ratio,0.9047212591210864
3,0,weekend_ratio,0.8210779308055134
3,0,weekend_ratio,0.8065491823751308
3,0,weekend_ratio,0.7603896507309339
3,0,weekend_ratio,1.0056559763302864
3,0,weekend_ratio,0.8096372777760847
3,0,weekend_ratio,0.7118198901043798
3,0,weekend_ratio,0.7898698264106998
3,0,weekend_ratio,0.8817373042583296
3,0,weekend_ratio,0.8596554998874101
3,0,weekend_ratio,0.8120901591161447
3,0,weekend_ratio,0.7642926526670821
3,0,weekend_ratio,0.7579956609379007
3,0,weekend_ratio,0.764760477707525
3,0,weekend_ratio,0.9943009835483811
3,0,weekend_ratio,0.8532854953075777
3,0,weekend_ratio,0.7989788898231002
3,0,weekend_ratio,0.829403223461112
3,0,weekend_ratio,0.8181207926135949
3,0,weekend_ratio,0.5615949649988384
3,0,weekend_ratio,0.8096038782423822
3,0,weekend_ratio,0.9002617083524669
3,0,weekend_ratio,0.8557494795881289
3,0,weekend_ratio,0.7579352313323104
3,0,weekend_ratio,0.7614386408560486
3,0,weekend_ratio,0.7531382606176343
3,0,weekend_ratio,0.7595598535924081
3,0,weekend_ratio,0.8424173906068974
3,0,weekend_ratio,0.7677821112082874
3,0,weekend_ratio,0.952543691294226
3,0,weekend_ratio,0.9548468883181194
3,0,weekend_ratio,0.802722235883925
3,0,weekend_ratio,0.9885587979504749
3,0,weekend_ratio,0.7786129701564589
3,0,weekend_ratio,0.7982333680391622
3,0,weekend_ratio,0.7818975653231289
3,0,weekend_ratio,0.8297001191064325
3,0,weekend_ratio,0.7810537069870359
3,0,weekend_ratio,0.8939798151548226
3,0,weekend_ratio,0.7539860136828571
3,0,weekend_ratio,0.9462862571259816
3,0,weekend_ratio,0.8504306554849669
3,0,weekend_ratio,0.8135383604021152
3,0,weekend_ratio,0.6975250188196703
3,0,weekend_ratio,0.7756192295425826
3,0,weekend_ratio,0.7110077002919576
3,0,weekend_ratio,0.7188569968182258
3,0,weekend_ratio,0.7935754034339895
3,0,weekend_ratio,0.7978155970644816
3,0,weekend_ratio,0.7488681339432084
3,0,weekend_ratio,0.7363325209533663
3,0,weekend_ratio,0.8230522565985487
3,0,weekend_ratio,0.8932941231258545
3,0,weekend_ratio,1.00525016874622
3,0,weekend_ratio,0.7890576228803015
3,0,weekend_ratio,0.8943909119188596
3,0,weekend_ratio,0.8501357581220017
3,0,weekend_ratio,0.8989103145153379
3,0,weekend_ratio,0.7991529720687598
3,0,weekend_ratio,1.0562301188658207
3,0,weekend_ratio,0.7683859526656444
3,0,weekend_ratio,0.7735896656648317
3,0,weekend_ratio,0.8332749027196016
3,0,weekend_ratio,0.8047298875441385
3,0,weekend_ratio,0.8209770249246681
3,0,weekend_ratio,0.7086699393244762
3,0,weekend_ratio,0.7507534295566588
3,0,weekend_ratio,0.8367523592933271
3,0,weekend_ratio,0.9660338656344616
3,0,weekend_ratio,0.7111909826223788
3,0,weekend_ratio,0.843140549893639
3,0,weekend_ratio,0.8619102057105757
3,0,weekend_ratio,0.7168132585750859
3,0,weekend_ratio,0.7051332697952701
3,0,weekend_ratio,0.8372766193732671
3,0,weekend_ratio,0.5516429147393885
3,0,weekend_ratio,0.8657336646510313
3,0,weekend_ratio,0.8504196533610728
3,0,weekend_ratio,0.8637224645265725
3,0,weekend_ratio,0.844232260613604
3,0,weekend_ratio,0.8590333728398485
3,0,weekend_ratio,0.9548551500539756
3,0,weekend_ratio,0.7550525122875668
3,0,weekend_ratio,0.8334939936974173
3,0,weekend_ratio,0.7514638110813348
3,0,weekend_ratio,0.6234233260420782
3,0,weekend_ratio,0.840512190245669
3,0,weekend_ratio,0.6091558386133364
3,0,weekend_ratio,0.7722238657312831
3,0,weekend_ratio,0.7922674056282786
3,0,weekend_ratio,0.6971556759139234
3,0,weekend_ratio,0.707713876149138
3,0,weekend_ratio,0.8299521606530796
3,0,weekend_ratio,0.9056911064757012
3,0,weekend_ratio,0.8112105286409204
3,0,weekend_ratio,0.8104275397303442
3,0,weekend_ratio,0.6950584499852279
3,0,weekend_ratio,0.8453117007702728
3,0,weekend_ratio,0.7905658482541708
3,0,weekend_ratio,0.807295571575958
3,0,weekend_ratio,0.7514899077110833
3,0,weekend_ratio,0.7561667349244632
3,0,weekend_ratio,0.857120803403945
3,0,weekend_ratio,0.8769607675369805
3,0,weekend_ratio,0.7172335855448737
3,0,weekend_ratio,0.8791261387555642
3,0,weekend_ratio,0.860667236323636
3,0,weekend_ratio,0.8108721910017386
3,0,weekend_ratio,0.7205818245941935
3,0,weekend_ratio,0.7830254835492187
3,0,weekend_ratio,0.832204659204865
3,0,weekend_ratio,0.8398742655528186
3,0,weekend_ratio,0.6966516676664392
3,0,weekend_ratio,0.6679946938241483
3,0,weekend_ratio,0.7888400413399937
3,0,weekend_ratio,0.8137431690902285
3,0,weekend_ratio,0.7232391345356851
3,0,weekend_ratio,0.6744069915434963
3,0,weekend_ratio,0.5230836966122846
3,0,weekend_ratio,0.7587972214954418
3,0,weekend_ratio,0.5154360887540088
3,0,weekend_ratio,0.8785838952090288
3,0,weekend_ratio,0.7171649778439004
3,0,weekend_ratio,0.6489995496309836
3,0,weekend_ratio,0.8478587412896013
3,0,weekend_ratio,0.8048055554539899
3,0,weekend_ratio,0.7977131056201936
3,0,weekend_ratio,0.6670349487892812
3,0,weekend_ratio,0.7729927206458951
3,0,weekend_ratio,0.757926210898513
3,0,weekend_ratio,0.8734442773468741
3,0,weekend_ratio,0.8207388653293275
3,0,weekend_ratio,0.9406649837466377
3,0,weekend_ratio,0.7255789663809185
3,0,weekend_ratio,0.5844532744173208
3,0,weekend_ratio,0.6785856500960632
3,0,weekend_ratio,0.6024089813842002
3,0,weekend_ratio,0.6534488013470663
3,0,weekend_ratio,0.8081839389860677
3,0,weekend_ratio,0.584486281957169
3,0,weekend_ratio,0.7755433047004957
3,0,weekend_ratio,0.6856737773899381
3,0,weekend_ratio,0.7238708514695655
3,0,weekend_ratio,0.6752370725880763
3,0,weekend_ratio,0.5257294080933657
3,0,weekend_ratio,0.907001472989935
3,0,weekend_ratio,0.9105090565786216
3,0,weekend_ratio,0.8037777997799768
3,0,weekend_ratio,0.7901250771338811
3,0,weekend_ratio,0.6978747355537209
3,0,weekend_ratio,0.7657583795655283
3,0,weekend_ratio,0.6832757108924226
3,0,weekend_ratio,0.8486214595753634
3,0,weekend_ratio,0.7409251899616771
3,0,weekend_ratio,0.7956929121908621
3,0,weekend_ratio,0.9173258794965908
3,0,weekend_ratio,0.8510119459006288
3,0,weekend_ratio,0.7534446013258316
3,0,weekend_ratio,0.8201903946569514
3,0,weekend_ratio,0.8417904034368874
3,0,weekend_ratio,0.8735120326726574
3,0,weekend_ratio,0.831326012393037
3,0,weekend_ratio,0.949156696583406
3,0,weekend_ratio,0.796455246469713
3,0,weekend_ratio,0.7393385821157473
3,0,weekend_ratio,0.8294824836351646
3,0,weekend_ratio,0.7394227610398987
3,0,weekend_ratio,0.719105418480895
3,0,weekend_ratio,0.7725231505877476
3,0,weekend_ratio,0.866312362488289
3,0,weekend_ratio,0.8666906333988683
3,0,weekend_ratio,0.7171817764197599
3,0,weekend_ratio,0.8575345349048689
3,0,weekend_ratio,0.7939213347672099
3,0,weekend_ratio,0.8390452711146216
3,0,weekend_ratio,0.7973020803735014
3,0,weekend_ratio,0.7178295957019104
3,0,weekend_ratio,0.8266481691558257
3,0,weekend_ratio,0.8165576431272736
3,0,weekend_ratio,0.8204791879701121
3,0,weekend_ratio,0.7787959037276561
3,0,weekend_ratio,0.9062564129378758
3,0,weekend_ratio,0.8703353418674342
3,0,weekend_ratio,0.7892889421545272
3,0,weekend_ratio,0.657407841007833
3,0,weekend_ratio,0.7063537218937042
3,0,weekend_ratio,0.7748677460742869
3,0,weekend_ratio,0.7307495140610435
3,0,weekend_ratio,0.7310153802742719
3,0,weekend_ratio,0.7380211701587965
3,0,weekend_ratio,0.7446217788715874
3,0,weekend_ratio,0.753354448454191
3,0,weekend_ratio,0.798824333442731
3,0,weekend_ratio,0.8005951984471827
3,0,weekend_ratio,0.664526366733581
3,0,weekend_ratio,0.8458664765126905
3,0,weekend_ratio,0.8177853231993212
3,0,weekend_ratio,0.7063958525229457
3,0,weekend_ratio,0.7903307380924105
3,0,weekend_ratio,0.6972291817393081
3,0,weekend_ratio,0.6966020503605329
3,0,weekend_ratio,0.7358135294828846
3,0,weekend_ratio,0.6564515079298937
3,0,weekend_ratio,0.7089477231253004
3,0,weekend_ratio,0.7875482561497985
3,0,weekend_ratio,0.9415725607652992
3,0,weekend_ratio,0.7505082068569198
3,0,weekend_ratio,0.840994683102876
3,0,weekend_ratio,0.8818556001841719
3,0,weekend_ratio,0.6106716842102344
3,0,weekend_ratio,0.8229487842080068
3,0,weekend_ratio,0.8453692708466854
3,0,weekend_ratio,0.699520788291383
3,0,weekend_ratio,0.8419346938535156
3,0,weekend_ratio,0.7719902948110865
3,0,weekend_ratio,0.8089589016375244
3,0,weekend_ratio,0.7606825955891536
3,0,weekend_ratio,0.8047816235033751
3,0,weekend_ratio,0.826546145174494
3,0,weekend_ratio,0.7498554267939124
3,0,weekend_ratio,0.7016170534630226
3,0,weekend_ratio,0.7352726275289078
3,0,weekend_ratio,0.7532602616151021
3,0,weekend_ratio,0.7850286745453386
3,0,weekend_ratio,0.963645586834641
3,0,weekend_ratio,0.7728697685656557
3,0,weekend_ratio,0.7564435490860894
3,0,weekend_ratio,0.8166625827680172
3,0,weekend_ratio,0.7810962071218122
3,0,weekend_ratio,0.6576301614599769
3,0,weekend_ratio,0.7046069839116247
3,0,weekend_ratio,0.810513906475848
3,0,weekend_ratio,0.8208021391095865
3,0,weekend_ratio,0.7797684201975276
3,0,weekend_ratio,0.7623045727461223
3,0,weekend_ratio,0.650958468305521
3,0,weekend_ratio,0.8825216294508179
3,0,weekend_ratio,0.7279971546611139
3,0,weekend_ratio,0.7413139683955534
3,0,weekend_ratio,0.8245465761805858
3,0,weekend_ratio,0.7219844745658625
3,0,weekend_ratio,0.8336672881296227
3,0,weekend_ratio,0.8634483218991251
3,0,weekend_ratio,0.7766438598414814
3,0,weekend_ratio,0.7169379609964398
3,0,weekend_ratio,0.7923321070108594
3,0,weekend_ratio,0.6509854040416994
3,0,weekend_ratio,0.806258964125965
3,0,weekend_ratio,0.7388584998774745
3,0,weekend_ratio,0.7193136377411624
3,0,weekend_ratio,0.771771163309811
3,0,weekend_ratio,0.7188966134487731
3,0,weekend_ratio,0.675418765936293
3,0,weekend_ratio,0.7483018606597476
3,0,weekend_ratio,0.7511993491640914
3,0,weekend_ratio,0.8201082486946457
3,0,weekend_ratio,0.8291856284160248
3,0,weekend_ratio,0.8446979482040284
3,0,weekend_ratio,0.8876907452330127
3,0,weekend_ratio,0.7724018813367831
3,0,weekend_ratio,0.8264645202156775
3,0,weekend_ratio,0.7614744826925517
3,0,weekend_ratio,0.8717374933715466
3,0,weekend_ratio,0.6892621615250417
3,0,weekend_ratio,0.8493286101491085
3,0,weekend_ratio,0.7633678516489841
3,0,weekend_ratio,0.722690818295009
3,0,weekend_ratio,0.6638503503706807
3,0,weekend_ratio,0.7141344172269726
3,0,weekend_ratio,0.750348917941707
3,0,weekend_ratio,0.7227383939128893
3,0,weekend_ratio,0.7294485727248553
3,0,weekend_ratio,0.8443799523831176
3,0,weekend_ratio,0.7169299086929246
3,0,weekend_ratio,0.6079053904684464
3,0,weekend_ratio,0.7734350998722589
3,0,weekend_ratio,0.7430311816936674
3,0,weekend_ratio,0.813360708777126
3,0,weekend_ratio,0.7287220084096694
3,0,weekend_ratio,0.8322703522933022
3,0,weekend_ratio,0.7239256677146794
3,0,weekend_ratio,0.7926119784261736
3,0,weekend_ratio,0.6212332786500805
3,0,weekend_ratio,0.7667455944120289
3,0,weekend_ratio,0.7564923673825996
3,0,weekend_ratio,0.7269874540802113
3,0,weekend_ratio,0.7692231848570088
3,0,weekend_ratio,0.8642375118010066
3,0,weekend_ratio,0.664053155685732
3,0,weekend_ratio,0.8141159564279905
3,0,weekend_ratio,0.589401600386239
3,0,weekend_ratio,0.6966897404797555
3,0,weekend_ratio,0.7610232501804578
3,0,weekend_ratio,0.7613415274917511
3,0,weekend_ratio,0.7605496444075833
3,0,weekend_ratio,0.7395066744189336
3,0,weekend_ratio,0.6814713622348193
3,0,weekend_ratio,0.7008236437804836
3,0,weekend_ratio,0.7320822611402223
3,0,weekend_ratio,0.7030713763848428
3,0,weekend_ratio,0.689206245241413
3,0,weekend_ratio,0.7920067025209024
3,0,weekend_ratio,0.6513811645542802
3,0,weekend_ratio,0.8235993345470062
3,0,weekend_ratio,0.7747718684167082
3,0,weekend_ratio,0.8120037819561783
3,0,weekend_ratio,0.908897432155928
3,0,weekend_ratio,0.4769921553288634
3,0,weekend_ratio,0.6599834984533159
3,0,weekend_ratio,0.7650598782857768
3,0,weekend_ratio,0.7552413468235315
3,0,weekend_ratio,0.9129555066315128
3,0,weekend_ratio,0.7648150025734475
3,0,weekend_ratio,0.7972568560834835
3,0,weekend_ratio,0.8170286787445018
3,0,weekend_ratio,0.8909235624737831
3,0,weekend_ratio,0.7701571125182125
3,0,weekend_ratio,0.8782169455508914
3,0,weekend_ratio,0.8236759421329655
3,0,weekend_ratio,0.909819444253928
3,0,weekend_ratio,0.7779633797656396
3,0,weekend_ratio,0.8601040968765714
3,0,weekend_ratio,0.8864098729769291
3,0,weekend_ratio,1.0174882090012165
3,0,weekend_ratio,0.9856765243284094
3,0,weekend_ratio,0.8298769334413448
3,0,weekend_ratio,0.7604096113711306
3,0,weekend_ratio,0.7754858736767407
3,0,weekend_ratio,0.8104204904880743
3,0,weekend_ratio,0.7254741165968379
3,0,weekend_ratio,0.8557298925780543
3,0,weekend_ratio,0.8696693538175507
3,0,weekend_ratio,1.026570988164089
3,0,weekend_ratio,1.008766500530261
3,0,weekend_ratio,0.8676708225518117
3,0,weekend_ratio,0.8524913118703938
3,0,weekend_ratio,0.8308830471005315
3,0,weekend_ratio,0.8203652917892326
3,0,weekend_ratio,0.7716545673519406
3,0,weekend_ratio,0.9162300990098794
3,0,weekend_ratio,0.8351062712564747
3,0,weekend_ratio,0.8149822149715171
3,0,weekend_ratio,0.7745962946656829
3,0,weekend_ratio,0.8082540996332654
3,0,weekend_ratio,0.7756926776510188
3,0,weekend_ratio,0.8031515898737934
3,0,weekend_ratio,0.6773407083764109
3,0,weekend_ratio,0.7816781387044155
3,0,weekend_ratio,0.8857926460801194
3,0,weekend_ratio,0.8509078421770453
3,0,weekend_ratio,0.8010607915875908
3,0,weekend_ratio,0.8235849586366418
3,0,weekend_ratio,0.8364754279924494
3,0,weekend_ratio,0.6743013904471655
3,0,weekend_ratio,1.0112991996047496
3,0,weekend_ratio,0.6548276245316145
3,0,weekend_ratio,0.787699051514868
3,0,weekend_ratio,0.7441518505349146
3,0,weekend_ratio,0.8837454850069216
3,0,weekend_ratio,0.790683293661043
3,0,weekend_ratio,0.743041820056573
3,0,weekend_ratio,0.8533609519414928
3,0,weekend_ratio,0.7675857720060004
3,0,weekend_ratio,0.7673327924000249
3,0,weekend_ratio,0.666239076927084
3,0,weekend_ratio,0.7924965287273213
3,0,weekend_ratio,0.8907149779133577
3,0,weekend_ratio,0.842596234712648
3,0,weekend_ratio,0.7837677206750457
3,0,weekend_ratio,0.7753191925153466
3,0,weekend_ratio,0.8912220133576848
3,0,weekend_ratio,0.7853934022355422
3,0,weekend_ratio,0.6549367617428451
3,0,weekend_ratio,0.8099009482173083
3,0,weekend_ratio,0.7457186701969077
3,0,weekend_ratio,0.7055549481625337
3,0,weekend_ratio,0.8155736399766991
3,0,weekend_ratio,0.7263879206230407
3,0,weekend_ratio,0.8195226823867465
3,0,weekend_ratio,0.7056471230866953
3,0,weekend_ratio,0.8835346465424623
3,0,weekend_ratio,0.7881257813102515
3,0,weekend_ratio,0.819917075906489
3,0,weekend_ratio,0.8225972066442864
3,0,weekend_ratio,0.8136869320962957
3,0,weekend_ratio,0.7178093539305537
3,0,weekend_ratio,0.8094343357014184
3,0,weekend_ratio,0.828984828473865
3,0,weekend_ratio,0.6777738299508085
3,0,weekend_ratio,0.7545243383358665
3,0,weekend_ratio,0.7746564437374908
3,0,weekend_ratio,0.7821972227361317
3,0,weekend_ratio,0.7334462469293291
3,0,weekend_ratio,0.7723169372250897
3,0,weekend_ratio,0.7294471645664365
3,0,weekend_ratio,0.8130256081871432
3,0,weekend_ratio,0.6323624796306376
3,0,weekend_ratio,0.754390057874678
3,0,weekend_ratio,0.6660609510512627
3,0,weekend_ratio,0.8386389761401534
3,0,weekend_ratio,0.6966597393401067
3,0,weekend_ratio,0.7327361909008655
3,0,weekend_ratio,0.750915745471753
3,0,weekend_ratio,0.9488468747196104
3,0,weekend_ratio,0.8607512496102402
3,0,weekend_ratio,0.8559933626733525
3,0,weekend_ratio,0.8628878110214339
3,0,weekend_ratio,0.7720226777839568
3,0,weekend_ratio,0.7184207832569491
3,0,weekend_ratio,0.7043321035205545
3,0,weekend_ratio,0.873578356353475
3,0,weekend_ratio,0.752559193278371
3,0,weekend_ratio,0.6577983159902158
3,0,weekend_ratio,0.6938882389681928
3,0,weekend_ratio,0.9636626559340254
3,0,weekend_ratio,0.7747131849711527
3,0,weekend_ratio,0.9237039989494338
3,0,weekend_ratio,0.7339862349321978
3,0,weekend_ratio,0.7037461249089
3,0,weekend_ratio,0.7846670489304886
3,0,weekend_ratio,0.9343098178269906
3,0,weekend_ratio,0.7446992762268988
3,0,weekend_ratio,0.7584671330406016
3,0,weekend_ratio,0.687999356201056
3,0,weekend_ratio,1.0711552590140607
3,0,weekend_ratio,0.8366245463830158
3,0,weekend_ratio,1.0727271008632513
3,0,weekend_ratio,0.8503311131731499
3,0,weekend_ratio,0.86317195839377
3,0,weekend_ratio,0.6602054071885726
3,0,weekend_ratio,0.7771808734606392
3,0,weekend_ratio,0.8181977803917603
3,0,weekend_ratio,1.1103949456873936
3,0,weekend_ratio,0.7967785636568563
3,0,weekend_ratio,0.7615045657435773
3,0,weekend_ratio,0.7354076586037829
3,0,weekend_ratio,0.7120530957800066
3,0,weekend_ratio,0.7350661048469126
3,0,weekend_ratio,0.9139722723668908
3,0,weekend_ratio,0.8087836221619402
3,0,weekend_ratio,0.9784199101368648
3,0,weekend_ratio,0.901459005269572
3,0,weekend_ratio,0.8887310647985198
3,0,weekend_ratio,0.8283475588479303
3,0,weekend_ratio,0.7587790312514596
3,0,weekend_ratio,0.8415397764214623
3,0,weekend_ratio,0.8035908146678017
3,0,weekend_ratio,0.6276247354830251
3,0,weekend_ratio,0.7139681499134504
3,0,weekend_ratio,0.6598382624060208
3,0,weekend_ratio,0.7456629013443915
3,0,weekend_ratio,0.7057985028004959
3,0,weekend_ratio,0.812554079580679
3,0,weekend_ratio,0.9025251239590636
3,0,weekend_ratio,0.891277713140265
3,0,weekend_ratio,0.765864986074796
3,0,weekend_ratio,0.8218665517707988
3,0,weekend_ratio,0.6697029678969937
3,0,weekend_ratio,0.7727182236432116
3,0,weekend_ratio,0.7358467879851796
3,0,weekend_ratio,0.8265678685974266
3,0,weekend_ratio,0.8962548283752286
3,0,weekend_ratio,0.966247311190247
3,0,weekend_ratio,0.8495778987497588
3,0,weekend_ratio,0.976534943152461
3,0,weekend_ratio,0.8154829664696231
3,0,weekend_ratio,0.967928973615636
3,0,weekend_ratio,0.651435818805595
3,0,weekend_ratio,0.862681568729517
3,0,weekend_ratio,0.7517075769457898
3,0,weekend_ratio,0.6685196120544529
3,0,weekend_ratio,0.7202250546121256
3,0,weekend_ratio,0.7946941677224956
3,0,weekend_ratio,0.746794110140895
3,0,weekend_ratio,0.8582139212653669
3,0,weekend_ratio,0.9286475469193352
3,0,weekend_ratio,0.8254326355929282
3,0,weekend_ratio,0.7817244463405373
3,0,weekend_ratio,0.8369074375570822
3,0,weekend_ratio,0.7456835405765093
3,0,weekend_ratio,0.8474318751400821
3,0,weekend_ratio,0.8822590901127586
3,0,weekend_ratio,0.919192538701369
3,0,weekend_ratio,0.8677780988001313
3,0,weekend_ratio,0.8139683721936916
3,0,weekend_ratio,0.7647225795163057
3,0,weekend_ratio,0.7007860860943992
3,0,weekend_ratio,0.7274590077294125
3,0,weekend_ratio,0.8860726568628277
3,0,weekend_ratio,0.6538603284195438
3,0,weekend_ratio,0.8365325854746517
3,0,weekend_ratio,0.8274093460310188
3,0,weekend_ratio,0.7656740629786762
3,0,weekend_ratio,0.8567119099644637
3,0,weekend_ratio,0.9045637378383132
3,0,weekend_ratio,0.9393324627480928
3,0,weekend_ratio,0.8350858250626048
3,0,weekend_ratio,0.7799239008723673
3,0,weekend_ratio,0.8416836096328137
3,0,weekend_ratio,0.8793744154593532
3,0,weekend_ratio,0.8208105092959586
3,0,weekend_ratio,0.7201155509670303
3,0,weekend_ratio,0.8349137236121622
3,0,weekend_ratio,0.8182525455373179
3,0,weekend_ratio,0.8565721807741526
3,0,weekend_ratio,0.8797527344139792
3,0,weekend_ratio,0.7248569895287769
3,0,weekend_ratio,0.8268485160905394
3,0,weekend_ratio,0.832019310831531
3,0,weekend_ratio,0.8099774758710373
3,0,weekend_ratio,0.9012347519562018
3,0,weekend_ratio,0.8316678286122163
3,0,weekend_ratio,0.9517273269233708
3,0,weekend_ratio,0.796620455283603
3,0,weekend_ratio,1.0121679945380206
3,0,weekend_ratio,0.7781224083141903
3,0,weekend_ratio,0.9218231304822212
3,0,weekend_ratio,0.7925813116692146
3,0,weekend_ratio,0.8289519228200045
3,0,weekend_ratio,0.5285803932476113
3,0,weekend_ratio,0.8687246400103465
3,0,weekend_ratio,0.7156973016208622
3,0,weekend_ratio,0.6326310407759502
3,0,weekend_ratio,0.6562755027667813
3,0,weekend_ratio,0.689286098499441
3,0,weekend_ratio,0.7393864833993486
3,0,weekend_ratio,0.8648339096591364
3,0,weekend_ratio,0.7733030986380873
3,0,weekend_ratio,0.8573599196602878
3,0,weekend_ratio,0.9026060877317028
3,0,weekend_ratio,0.7989988392186499
3,0,weekend_ratio,0.6808029978976305
3,0,weekend_ratio,0.7722324335007508
3,0,weekend_ratio,0.6670688338029221
3,0,weekend_ratio,0.7292693751458424
3,0,weekend_ratio,0.9146480239015348
3,0,weekend_ratio,0.7154674807712011
3,0,weekend_ratio,0.7373545953355585
3,0,weekend_ratio,0.6805830120825894
3,0,weekend_ratio,0.6114903727800144
3,0,weekend_ratio,0.6436079713354669
3,0,weekend_ratio,0.6957311627151673
3,0,weekend_ratio,0.60107072582468
3,0,weekend_ratio,0.8530761694991328
3,0,weekend_ratio,0.8690351501864662
3,0,weekend_ratio,0.7684596735909512
3,0,weekend_ratio,0.7508603085332891
3,0,weekend_ratio,0.7530540997401199
3,0,weekend_ratio,0.6631496457592214
3,0,weekend_ratio,0.9262097007442862
3,0,weekend_ratio,0.8193649644383671
3,0,weekend_ratio,0.8627594904818191
3,0,weekend_ratio,0.7023409030955124
3,0,weekend_ratio,0.867240951700866
3,0,weekend_ratio,0.7210268450885684
3,0,weekend_ratio,0.6656747990739287
3,0,weekend_ratio,0.6712075586495525
3,0,weekend_ratio,0.7279433272946234
3,0,weekend_ratio,0.6605062395147533
3,0,weekend_ratio,0.6556108836645085
3,0,weekend_ratio,0.6917239328363729
3,0,weekend_ratio,0.6689607847068487
3,0,weekend_ratio,0.8540179389850072
3,0,weekend_ratio,0.723510701129684
3,0,weekend_ratio,0.7610126749512386
3,0,weekend_ratio,0.6332466890026489
3,0,weekend_ratio,0.7525198595060729
3,0,weekend_ratio,0.7295352567852706
3,0,weekend_ratio,0.6797993310091786
3,0,weekend_ratio,0.7447554963774816
3,0,weekend_ratio,0.6178839838444914
3,0,weekend_ratio,0.7088672082652229
3,0,weekend_ratio,0.6347024477981567
3,0,weekend_ratio,0.6685316707265402
3,0,weekend_ratio,0.804120393381638
3,0,weekend_ratio,0.7099361239665872
3,0,weekend_ratio,0.7552449176197554
3,0,weekend_ratio,0.6578723008031573
3,0,weekend_ratio,0.7982477765237931
3,0,weekend_ratio,0.7778353950415526
3,0,weekend_ratio,0.8409338597433672
3,0,weekend_ratio,0.7407935872475326
3,0,weekend_ratio,0.5846638891570959
3,0,weekend_ratio,0.856428900402064
3,0,weekend_ratio,0.8079694251480403
3,0,weekend_ratio,0.8468823681009182
3,0,weekend_ratio,0.8803699730625391
3,0,weekend_ratio,1.4111149834313006
3,0,weekend_ratio,1.191786633039881
3,0,weekend_ratio,1.0840226879754808
3,0,weekend_ratio,0.8037925404223629
3,0,weekend_ratio,0.7876499762116366
3,0,weekend_ratio,0.8729302483951522
3,0,weekend_ratio,0.8841876030626226
3,0,weekend_ratio,1.1207141829478673
3,0,weekend_ratio,1.1364447023601338
3,0,weekend_ratio,0.9921215307960142
3,0,weekend_ratio,1.1450837264596916
3,0,weekend_ratio,1.1325388662432458
3,0,weekend_ratio,0.998403748169463
3,0,weekend_ratio,1.1156280517123194
3,0,weekend_ratio,1.1242490835552437
3,0,weekend_ratio,0.7801502864615028
3,0,weekend_ratio,1.096373687657858
3,0,weekend_ratio,0.8514726540943605
3,0,weekend_ratio,0.7750495315514359
3,0,weekend_ratio,0.7852278284782959
3,0,weekend_ratio,0.7146533238988041
3,0,weekend_ratio,0.7270528935941336
3,0,weekend_ratio,0.7674987773947626
