alpha,resample_all_ari_mean,resample_all_ari_sd,resample_below450_ari_mean,resample_below450_ari_sd,resample_at_least450_ari_mean,resample_at_least450_ari_sd,resample_base_vs_a_below450_mean,resample_base_vs_a_at_least450_mean
0.0,0.6136090051881196,0.009245562528518247,0.6177197351393151,0.02530349129650784,0.5602036105858726,0.01256902306487215,0.661642873159546,0.11875281478424773
5.0,0.5859408065831829,0.009720783223421816,0.5916562564328645,0.025890812709192124,0.5340053637122372,0.01017112180403462,0.6511334634625908,0.11909107810416064
20.0,0.5448433526563454,0.014476578452340927,0.5255953911259598,0.03209190401004152,0.5106265832475088,0.016614664537764574,0.5657212734470013,0.13741349268875794
50.0,0.5228884135566063,0.016267257341901525,0.5067853906229012,0.0321579236685263,0.47117619354084406,0.014830193562540978,0.5540826155409675,0.29144673829460854
100.0,0.5252184060304991,0.01080520527388957,0.5181511678311479,0.019298189508737903,0.4874239947716161,0.014769018385482986,0.5690051889979104,0.5567435168704008
200.0,0.5098138117124154,0.011196622709086187,0.5164175396023831,0.01681252121311138,0.46098854189487304,0.01506960077402082,0.565645084353257,0.5497781354181327
