unit,reference_cluster,seed_assignment_stability,bootstrap_assignment_stability
E01000001,3,1.0,1.0
E01000002,4,0.8333333333333334,0.3
E01000005,3,1.0,1.0
E01000007,3,0.6666666666666666,0.4
E01000009,3,1.0,1.0
E01000011,0,0.8333333333333334,0.8
E01000012,0,0.6666666666666666,0.1
E01000013,3,1.0,1.0
E01000015,1,0.5,0.5
E01000016,0,0.8333333333333334,0.8
E01000017,0,0.6666666666666666,0.1
E01000018,4,0.8333333333333334,0.3
E01000019,0,0.8333333333333334,0.8
E01000020,0,0.8333333333333334,0.8
E01000021,0,0.6666666666666666,0.5
E01000024,3,0.8333333333333334,1.0
E01000027,3,0.5,0.9
E01000029,0,0.6666666666666666,0.2
E01000030,0,0.6666666666666666,0.2
E01000031,0,0.6666666666666666,0.1
E01000032,0,0.6666666666666666,0.0
E01000034,0,0.6666666666666666,0.4
E01000035,3,0.8333333333333334,1.0
E01000036,3,1.0,0.9
E01000038,0,0.6666666666666666,0.6
E01000039,4,0.8333333333333334,0.3
E01000040,0,0.6666666666666666,0.1
E01000041,0,0.6666666666666666,0.6
E01000042,0,0.8333333333333334,0.8
E01000043,0,0.8333333333333334,0.8
E01000045,0,0.6666666666666666,0.1
E01000049,4,0.8333333333333334,0.2
E01000050,3,1.0,1.0
E01000052,0,0.6666666666666666,0.1
E01000053,0,0.6666666666666666,0.5
E01000056,1,0.8333333333333334,0.7
E01000057,0,0.6666666666666666,0.5
E01000058,0,0.6666666666666666,0.5
E01000060,3,1.0,1.0
E01000061,3,1.0,1.0
E01000062,4,0.8333333333333334,0.2
E01000063,1,1.0,0.7
E01000064,0,0.6666666666666666,0.1
E01000065,0,0.8333333333333334,0.8
E01000067,0,0.6666666666666666,0.1
E01000068,0,0.6666666666666666,0.1
E01000069,4,0.8333333333333334,0.3
E01000070,3,1.0,1.0
E01000071,1,1.0,0.5
E01000072,0,0.8333333333333334,0.8
E01000073,0,0.8333333333333334,0.8
E01000074,0,0.8333333333333334,0.8
E01000075,3,1.0,1.0
E01000076,4,0.8333333333333334,0.3
E01000077,3,1.0,1.0
E01000078,0,0.6666666666666666,0.1
E01000079,0,0.8333333333333334,0.8
E01000080,0,0.8333333333333334,0.8
E01000081,1,1.0,0.7
E01000082,3,1.0,1.0
E01000083,3,1.0,1.0
E01000084,0,0.6666666666666666,0.0
E01000085,0,0.6666666666666666,0.1
E01000086,0,0.6666666666666666,0.7
E01000087,3,1.0,1.0
E01000088,0,0.6666666666666666,0.8
E01000090,0,0.6666666666666666,0.1
E01000091,3,0.8333333333333334,1.0
E01000093,3,1.0,1.0
E01000094,3,1.0,1.0
E01000095,3,1.0,0.9
E01000096,0,0.6666666666666666,0.5
E01000097,0,0.6666666666666666,0.1
E01000098,0,0.6666666666666666,0.1
E01000099,3,1.0,1.0
E01000101,1,1.0,0.6
E01000102,0,0.6666666666666666,0.4
E01000103,4,0.8333333333333334,0.3
E01000104,0,0.6666666666666666,0.1
E01000105,3,1.0,1.0
E01000106,0,0.6666666666666666,0.5
E01000108,4,0.8333333333333334,0.3
E01000110,0,0.6666666666666666,0.1
E01000111,0,0.6666666666666666,0.1
E01000112,3,1.0,1.0
E01000113,3,1.0,1.0
E01000114,3,1.0,1.0
E01000115,4,0.8333333333333334,0.3
E01000116,4,0.8333333333333334,0.3
E01000117,0,0.8333333333333334,0.7
E01000118,0,0.6666666666666666,0.1
E01000120,0,0.6666666666666666,0.2
E01000121,0,0.8333333333333334,0.8
E01000123,0,0.8333333333333334,0.8
E01000124,0,0.6666666666666666,0.1
E01000126,0,0.6666666666666666,0.0
E01000127,0,0.6666666666666666,0.1
E01000128,0,0.8333333333333334,0.8
E01000129,3,1.0,1.0
E01000130,3,0.6666666666666666,1.0
E01000131,0,0.5,0.0
E01000133,0,0.6666666666666666,0.1
E01000134,0,0.6666666666666666,0.5
E01000135,0,0.6666666666666666,0.1
E01000136,0,0.6666666666666666,0.1
E01000137,0,0.8333333333333334,0.8
E01000138,3,1.0,1.0
E01000139,3,1.0,1.0
E01000140,3,1.0,1.0
E01000141,3,1.0,1.0
E01000143,0,0.6666666666666666,0.1
E01000144,3,1.0,1.0
E01000145,3,1.0,1.0
E01000146,3,1.0,1.0
E01000147,4,0.8333333333333334,0.3
E01000150,1,1.0,0.7
