unit,reference_cluster,seed_assignment_stability,bootstrap_assignment_stability
E01000001,3,1.0,1.0
E01000002,3,1.0,1.0
E01000005,3,1.0,1.0
E01000007,3,1.0,1.0
E01000009,3,1.0,1.0
E01000011,3,1.0,1.0
E01000012,3,1.0,1.0
E01000013,3,1.0,1.0
E01000015,1,0.8333333333333334,0.4
E01000016,0,1.0,0.5
E01000017,0,1.0,0.5
E01000018,3,1.0,1.0
E01000019,0,1.0,0.5
E01000020,3,0.8333333333333334,0.9
E01000021,3,0.8333333333333334,0.9
E01000024,3,1.0,0.9
E01000027,3,1.0,0.9
E01000029,0,1.0,0.5
E01000030,0,1.0,0.5
E01000031,3,0.8333333333333334,0.9
E01000032,3,0.8333333333333334,0.9
E01000034,0,1.0,0.5
E01000035,3,0.8333333333333334,0.9
E01000036,3,1.0,0.9
E01000038,0,1.0,0.3
E01000039,3,0.8333333333333334,0.9
E01000040,3,0.8333333333333334,0.9
E01000041,0,1.0,0.3
E01000042,3,1.0,1.0
E01000043,3,0.8333333333333334,0.9
E01000045,0,1.0,0.3
E01000049,3,0.8333333333333334,0.9
E01000050,3,1.0,1.0
E01000052,3,1.0,0.8
E01000053,3,0.8333333333333334,0.9
E01000056,3,1.0,0.8
E01000057,3,0.8333333333333334,0.9
E01000058,0,1.0,0.3
E01000060,3,1.0,1.0
E01000061,3,1.0,1.0
E01000062,0,1.0,0.3
E01000063,0,0.8333333333333334,0.4
E01000064,0,1.0,0.3
E01000065,0,1.0,0.5
E01000067,3,1.0,1.0
E01000068,3,1.0,1.0
E01000069,3,0.8333333333333334,0.8
E01000070,3,1.0,1.0
E01000071,3,0.8333333333333334,0.9
E01000072,0,1.0,0.4
E01000073,0,1.0,0.3
E01000074,0,1.0,0.2
E01000075,3,1.0,0.9
E01000076,3,0.8333333333333334,0.9
E01000077,3,1.0,1.0
E01000078,3,0.8333333333333334,0.9
E01000079,3,0.8333333333333334,0.9
E01000080,0,1.0,0.5
E01000081,0,0.8333333333333334,0.4
E01000082,3,1.0,0.9
E01000083,3,1.0,1.0
E01000084,3,1.0,0.9
E01000085,3,0.8333333333333334,0.9
E01000086,3,1.0,0.8
E01000087,3,0.8333333333333334,0.9
E01000088,0,1.0,0.5
E01000090,0,1.0,0.5
E01000091,3,1.0,0.8
E01000093,3,1.0,0.9
E01000094,3,1.0,0.9
E01000095,3,1.0,0.9
E01000096,3,0.8333333333333334,0.9
E01000097,3,0.8333333333333334,0.9
E01000098,3,1.0,1.0
E01000099,3,1.0,1.0
E01000101,3,1.0,1.0
E01000102,0,1.0,0.3
E01000103,3,0.8333333333333334,0.9
E01000104,3,0.8333333333333334,0.9
E01000105,3,1.0,1.0
E01000106,3,0.8333333333333334,0.9
E01000108,3,0.8333333333333334,0.9
E01000110,3,1.0,0.9
E01000111,3,0.8333333333333334,0.9
E01000112,3,1.0,1.0
E01000113,3,1.0,0.9
E01000114,3,0.8333333333333334,1.0
E01000115,3,0.8333333333333334,0.9
E01000116,3,0.8333333333333334,0.9
E01000117,3,0.8333333333333334,0.9
E01000118,3,0.8333333333333334,0.9
E01000120,3,0.8333333333333334,0.9
E01000121,3,0.8333333333333334,0.9
E01000123,3,0.8333333333333334,0.9
E01000124,3,0.8333333333333334,0.9
E01000126,3,1.0,0.9
E01000127,3,1.0,0.9
E01000128,0,1.0,0.4
E01000129,3,1.0,1.0
E01000130,3,0.8333333333333334,0.9
E01000131,3,1.0,0.9
E01000133,3,0.8333333333333334,0.9
E01000134,0,1.0,0.4
E01000135,3,1.0,1.0
E01000136,3,0.8333333333333334,0.9
E01000137,3,0.8333333333333334,0.9
E01000138,3,1.0,1.0
E01000139,3,1.0,1.0
E01000140,3,1.0,1.0
E01000141,3,1.0,1.0
E01000143,3,1.0,1.0
E01000144,3,1.0,1.0
E01000145,3,1.0,1.0
E01000146,3,1.0,1.0
E01000147,3,0.8333333333333334,0.9
E01000150,0,0.0,0.5
E01000151,3,0.8333333333333334,0.9
E01000152,3,0.8333333333333334,0.9
E01000153,2,1.0,1.0
E01000154,3,1.0,0.9
E01000156,3,0.8333333333333334,0.9
E01000158,3,0.8333333333333334,0.9
E01000159,3,0.8333333333333334,0.9
E01000160,3,0.8333333333333334,0.9
E01000161,3,1.0,1.0
E01000162,3,0.8333333333333334,0.9
E01000164,3,0.8333333333333334,0.9
E01000166,2,1.0,0.7
E01000167,3,0.8333333333333334,0.9
E01000168,2,1.0,0.5
E01000169,3,0.8333333333333334,0.9
E01000170,3,0.8333333333333334,0.9
E01000171,3,0.8333333333333334,0.9
E01000172,3,0.8333333333333334,0.9
E01000173,3,0.8333333333333334,0.8
E01000174,3,0.8333333333333334,0.9
E01000175,3,0.8333333333333334,0.8
E01000176,3,1.0,0.9
E01000178,3,1.0,0.9
E01000180,3,0.8333333333333334,0.9
E01000181,3,1.0,1.0
E01000182,3,1.0,1.0
E01000183,3,1.0,0.9
E01000184,3,0.8333333333333334,0.9
E01000185,3,1.0,1.0
E01000186,3,1.0,1.0
E01000187,3,0.8333333333333334,0.9
E01000188,3,0.8333333333333334,0.9
E01000189,3,0.8333333333333334,0.9
E01000190,3,0.8333333333333334,0.8
E01000191,3,0.8333333333333334,0.9
E01000192,3,0.8333333333333334,0.9
E01000193,3,1.0,1.0
E01000194,3,1.0,0.9
E01000195,0,0.8333333333333334,0.2
E01000196,3,1.0,1.0
E01000197,3,1.0,1.0
E01000198,3,0.8333333333333334,0.9
E01000199,3,0.8333333333333334,0.9
E01000200,3,0.8333333333333334,0.9
E01000201,3,0.8333333333333334,0.9
E01000202,3,1.0,0.9
E01000203,3,1.0,1.0
E01000204,3,0.8333333333333334,0.9
E01000205,3,0.8333333333333334,0.9
E01000206,3,0.8333333333333334,0.9
E01000207,3,0.8333333333333334,0.9
E01000208,3,1.0,1.0
E01000209,3,0.8333333333333334,0.9
E01000210,3,0.8333333333333334,0.9
E01000211,3,1.0,0.9
E01000212,3,0.8333333333333334,0.9
E01000213,3,0.8333333333333334,0.9
E01000214,3,1.0,1.0
E01000215,3,1.0,1.0
E01000218,3,1.0,1.0
E01000219,3,1.0,0.9
E01000221,3,0.8333333333333334,0.9
E01000222,3,0.8333333333333334,0.9
E01000223,3,1.0,1.0
E01000224,3,0.8333333333333334,0.9
E01000225,3,0.8333333333333334,0.9
E01000226,0,0.16666666666666666,0.4
E01000227,3,0.8333333333333334,0.9
E01000228,3,0.8333333333333334,0.8
E01000229,0,0.0,0.4
E01000230,3,0.8333333333333334,0.9
E01000231,3,1.0,0.9
E01000232,3,0.8333333333333334,0.9
E01000233,3,0.8333333333333334,0.9
E01000234,3,0.8333333333333334,0.9
E01000235,3,0.8333333333333334,0.8
E01000236,3,1.0,1.0
E01000237,3,1.0,1.0
E01000238,3,0.8333333333333334,0.9
E01000239,3,1.0,1.0
E01000240,3,1.0,0.9
E01000242,3,0.8333333333333334,0.9
E01000243,3,0.8333333333333334,0.9
E01000244,3,1.0,1.0
E01000245,3,0.8333333333333334,0.9
E01000246,3,1.0,1.0
E01000247,0,1.0,0.4
E01000248,3,0.8333333333333334,0.9
E01000249,3,0.8333333333333334,0.9
E01000250,3,1.0,1.0
E01000251,3,0.8333333333333334,0.9
E01000252,3,0.8333333333333334,0.9
E01000253,3,0.8333333333333334,0.9
E01000255,3,0.8333333333333334,0.9
E01000256,3,0.8333333333333334,0.9
E01000257,3,0.8333333333333334,0.9
E01000258,3,0.8333333333333334,0.9
E01000259,3,0.8333333333333334,0.9
E01000260,3,1.0,1.0
E01000261,3,1.0,0.9
E01000263,3,1.0,0.9
E01000264,3,0.8333333333333334,0.9
E01000265,3,0.8333333333333334,0.8
E01000266,3,0.8333333333333334,0.9
E01000267,3,0.8333333333333334,0.9
E01000268,3,1.0,1.0
E01000269,3,0.8333333333333334,0.9
E01000270,3,0.8333333333333334,0.9
E01000271,3,0.8333333333333334,0.9
E01000272,2,1.0,1.0
E01000273,3,1.0,1.0
E01000274,3,1.0,0.9
E01000275,3,1.0,1.0
E01000276,3,0.8333333333333334,0.9
E01000277,2,1.0,1.0
E01000278,3,0.8333333333333334,0.9
E01000279,3,0.8333333333333334,0.9
E01000280,3,0.8333333333333334,0.8
E01000281,3,1.0,0.9
E01000282,3,1.0,1.0
E01000283,3,0.8333333333333334,0.9
E01000284,3,1.0,1.0
E01000285,3,0.8333333333333334,0.9
E01000286,3,1.0,0.9
E01000287,3,0.8333333333333334,0.8
E01000288,3,0.8333333333333334,0.9
E01000289,3,0.8333333333333334,0.9
E01000290,3,0.8333333333333334,1.0
E01000292,3,0.8333333333333334,0.9
E01000293,3,0.8333333333333334,0.9
E01000294,3,0.16666666666666666,0.5
E01000296,3,1.0,1.0
E01000297,3,0.8333333333333334,0.9
E01000298,3,1.0,1.0
E01000299,3,1.0,1.0
E01000301,3,0.8333333333333334,0.9
E01000302,3,1.0,1.0
E01000304,2,1.0,1.0
E01000305,3,1.0,1.0
E01000307,3,0.8333333333333334,0.9
E01000308,3,1.0,1.0
E01000309,3,1.0,1.0
E01000310,3,1.0,1.0
E01000311,3,1.0,1.0
E01000312,3,1.0,1.0
E01000313,3,1.0,1.0
E01000314,3,1.0,1.0
E01000315,3,0.8333333333333334,0.9
E01000316,3,1.0,1.0
E01000318,3,0.8333333333333334,0.9
E01000321,3,1.0,0.9
E01000323,3,1.0,1.0
E01000324,3,1.0,0.9
E01000325,3,1.0,0.9
E01000326,0,1.0,0.5
E01000327,3,1.0,1.0
E01000328,3,0.8333333333333334,0.9
E01000329,3,0.8333333333333334,0.9
E01000330,3,0.8333333333333334,0.9
E01000331,3,1.0,0.8
E01000332,3,0.8333333333333334,0.9
E01000333,0,1.0,0.5
E01000334,0,1.0,0.5
E01000335,3,0.8333333333333334,0.9
E01000336,3,0.16666666666666666,0.7
E01000337,0,1.0,0.5
E01000338,3,0.0,0.7
E01000340,3,1.0,1.0
E01000342,3,0.0,0.7
E01000343,3,1.0,1.0
E01000344,3,0.8333333333333334,0.9
E01000345,3,0.8333333333333334,0.8
E01000347,3,1.0,1.0
E01000349,3,0.8333333333333334,0.9
E01000350,3,0.8333333333333334,0.9
E01000352,3,0.8333333333333334,1.0
E01000353,3,0.8333333333333334,0.9
E01000354,3,0.8333333333333334,0.9
E01000356,3,0.8333333333333334,0.9
E01000357,3,0.8333333333333334,0.9
E01000358,3,0.8333333333333334,0.9
E01000359,3,0.8333333333333334,0.9
E01000360,3,1.0,1.0
E01000361,3,1.0,0.9
E01000362,3,1.0,0.9
E01000363,3,0.8333333333333334,0.9
E01000364,3,0.8333333333333334,0.6
E01000365,3,0.8333333333333334,0.9
E01000367,3,1.0,0.9
E01000369,3,1.0,0.9
E01000370,3,1.0,1.0
E01000372,0,1.0,0.3
E01000374,3,0.8333333333333334,0.9
E01000375,3,1.0,1.0
E01000376,2,0.0,0.1
E01000377,3,0.8333333333333334,0.8
E01000379,3,0.8333333333333334,0.9
E01000380,0,0.16666666666666666,0.6
E01000381,3,1.0,1.0
E01000382,2,1.0,0.8
E01000383,3,0.8333333333333334,0.9
E01000384,3,0.8333333333333334,0.8
E01000385,3,0.8333333333333334,0.9
E01000386,3,0.8333333333333334,0.9
E01000387,2,1.0,0.7
E01000389,3,0.8333333333333334,0.9
E01000390,3,0.8333333333333334,0.8
E01000391,2,1.0,0.7
E01000392,3,1.0,1.0
E01000394,3,0.8333333333333334,0.9
E01000396,3,0.8333333333333334,0.9
E01000398,0,1.0,0.5
E01000399,3,1.0,0.8
E01000400,3,1.0,0.9
E01000401,3,0.8333333333333334,0.9
E01000402,3,1.0,0.9
E01000403,3,1.0,0.9
E01000404,0,1.0,0.5
E01000405,0,0.8333333333333334,0.4
E01000406,3,0.8333333333333334,0.9
E01000407,0,1.0,0.5
E01000408,0,0.16666666666666666,0.3
E01000409,0,0.16666666666666666,0.4
E01000410,3,0.8333333333333334,0.9
E01000411,0,1.0,0.7
E01000412,3,0.8333333333333334,0.9
E01000413,3,1.0,0.7
E01000414,3,1.0,1.0
E01000415,3,0.8333333333333334,0.7
E01000416,3,1.0,1.0
E01000417,3,1.0,0.9
E01000418,3,1.0,0.8
E01000419,2,0.0,0.3
E01000420,3,1.0,0.9
E01000421,3,0.8333333333333334,0.9
E01000422,3,1.0,1.0
E01000423,3,1.0,1.0
E01000424,3,0.8333333333333334,0.9
E01000425,3,0.8333333333333334,0.9
E01000426,3,0.8333333333333334,0.8
E01000427,3,1.0,0.9
E01000428,3,0.8333333333333334,0.9
E01000429,3,1.0,0.7
E01000430,3,1.0,0.6
E01000431,3,0.0,0.8
E01000433,3,1.0,0.8
E01000434,3,1.0,0.9
E01000435,0,1.0,0.5
E01000436,3,1.0,0.9
E01000437,2,0.16666666666666666,0.2
E01000439,3,0.8333333333333334,0.9
E01000440,0,1.0,0.4
E01000442,3,0.8333333333333334,0.6
E01000443,3,0.8333333333333334,0.9
E01000444,0,1.0,0.4
E01000445,3,0.8333333333333334,0.9
E01000447,3,1.0,1.0
E01000448,3,1.0,1.0
E01000449,3,1.0,1.0
E01000450,3,0.8333333333333334,0.9
E01000451,3,1.0,0.6
E01000452,3,1.0,0.5
E01000454,3,0.8333333333333334,0.7
E01000455,3,0.8333333333333334,0.9
E01000456,3,0.8333333333333334,0.8
E01000457,3,1.0,1.0
E01000459,3,1.0,1.0
E01000460,3,1.0,0.9
E01000461,3,0.8333333333333334,0.9
E01000462,3,1.0,0.9
E01000463,3,0.8333333333333334,0.9
E01000464,0,1.0,0.2
E01000465,0,0.16666666666666666,0.4
E01000466,0,1.0,0.4
E01000467,3,1.0,0.9
E01000469,3,1.0,0.9
E01000470,3,1.0,0.9
E01000472,3,1.0,1.0
E01000473,3,1.0,1.0
E01000474,3,1.0,1.0
E01000475,3,1.0,1.0
E01000476,0,1.0,0.4
E01000477,3,1.0,1.0
E01000478,3,1.0,1.0
E01000479,3,1.0,1.0
E01000480,3,0.8333333333333334,0.9
E01000481,3,1.0,1.0
E01000483,3,1.0,1.0
E01000485,3,0.8333333333333334,0.8
E01000486,3,0.8333333333333334,0.9
E01000487,3,1.0,1.0
E01000488,3,1.0,1.0
E01000489,3,1.0,0.9
E01000490,3,1.0,1.0
E01000491,3,0.8333333333333334,0.9
E01000493,3,1.0,1.0
E01000494,3,1.0,0.9
E01000495,3,1.0,1.0
E01000497,3,1.0,1.0
E01000498,0,1.0,0.5
E01000499,3,1.0,1.0
E01000501,3,1.0,1.0
E01000502,3,0.8333333333333334,0.9
E01000503,3,0.8333333333333334,0.9
E01000506,3,1.0,1.0
E01000507,0,0.16666666666666666,0.4
E01000508,3,1.0,1.0
E01000510,3,1.0,1.0
E01000511,3,1.0,1.0
E01000512,3,1.0,0.9
E01000513,3,1.0,1.0
E01000515,3,1.0,1.0
E01000516,3,1.0,1.0
E01000518,3,1.0,1.0
E01000519,0,0.0,0.1
E01000520,3,0.8333333333333334,0.9
E01000521,3,1.0,1.0
E01000523,3,1.0,1.0
E01000524,3,1.0,1.0
E01000525,3,1.0,1.0
E01000526,3,1.0,1.0
E01000528,3,1.0,0.9
E01000530,3,0.8333333333333334,0.9
E01000531,3,1.0,1.0
E01000532,3,1.0,1.0
E01000533,3,1.0,1.0
E01000535,3,1.0,1.0
E01000536,2,1.0,0.4
E01000541,3,1.0,1.0
E01000543,3,1.0,1.0
E01000544,3,1.0,1.0
E01000545,3,1.0,1.0
E01000546,3,1.0,0.8
E01000547,3,1.0,1.0
E01000548,3,1.0,1.0
E01000549,3,0.8333333333333334,0.9
E01000550,3,1.0,1.0
E01000551,3,1.0,1.0
E01000552,3,1.0,1.0
E01000553,3,1.0,1.0
E01000554,3,0.8333333333333334,0.9
E01000555,0,1.0,0.2
E01000556,3,1.0,1.0
E01000557,3,1.0,1.0
E01000558,3,1.0,1.0
E01000559,3,1.0,1.0
E01000561,3,1.0,1.0
E01000562,0,0.16666666666666666,0.4
E01000563,3,1.0,1.0
E01000564,3,1.0,1.0
E01000565,3,1.0,1.0
E01000567,0,1.0,0.3
E01000568,3,1.0,0.9
E01000571,3,0.8333333333333334,0.9
E01000572,0,1.0,0.3
E01000573,3,0.16666666666666666,0.6
E01000574,0,1.0,0.4
E01000575,3,1.0,0.9
E01000576,3,0.8333333333333334,0.9
E01000577,3,1.0,0.9
E01000578,3,1.0,1.0
E01000580,3,1.0,1.0
E01000581,3,1.0,1.0
E01000583,3,1.0,1.0
E01000584,3,0.8333333333333334,0.7
E01000586,3,1.0,1.0
E01000587,3,1.0,0.8
E01000589,3,0.8333333333333334,0.9
E01000590,3,0.8333333333333334,0.9
E01000591,3,1.0,1.0
E01000592,3,1.0,1.0
E01000594,3,1.0,1.0
E01000595,3,1.0,1.0
E01000596,3,0.8333333333333334,0.9
E01000599,3,1.0,1.0
E01000601,3,0.8333333333333334,0.9
E01000602,3,1.0,1.0
E01000603,3,1.0,0.9
E01000604,3,0.8333333333333334,0.9
E01000605,3,1.0,1.0
E01000606,0,1.0,0.5
E01000608,3,1.0,1.0
E01000609,0,1.0,0.4
E01000611,3,1.0,0.3
E01000612,3,1.0,1.0
E01000615,3,0.8333333333333334,0.9
E01000616,3,1.0,1.0
E01000620,3,1.0,1.0
E01000621,3,1.0,1.0
E01000622,3,0.8333333333333334,0.9
E01000623,3,1.0,1.0
E01000625,3,1.0,1.0
E01000626,3,1.0,1.0
E01000627,3,0.8333333333333334,0.9
E01000628,3,1.0,1.0
E01000631,3,1.0,0.8
E01000633,3,1.0,1.0
E01000634,3,1.0,1.0
E01000636,3,1.0,1.0
E01000638,3,1.0,1.0
E01000640,3,1.0,1.0
E01000642,3,1.0,1.0
E01000643,3,0.8333333333333334,0.9
E01000644,3,1.0,1.0
E01000645,3,0.8333333333333334,0.9
E01000646,3,0.8333333333333334,0.9
E01000648,3,0.8333333333333334,0.9
E01000649,3,0.8333333333333334,0.9
E01000650,3,0.8333333333333334,0.9
E01000651,3,0.8333333333333334,0.9
E01000652,2,0.16666666666666666,0.2
E01000653,3,0.8333333333333334,0.9
E01000654,2,1.0,0.8
E01000655,2,1.0,1.0
E01000656,3,0.8333333333333334,0.9
E01000657,3,0.8333333333333334,0.9
E01000658,3,0.8333333333333334,0.9
E01000659,0,1.0,0.3
E01000661,3,0.8333333333333334,0.9
E01000662,3,0.8333333333333334,0.9
E01000663,3,0.8333333333333334,0.9
E01000664,3,0.8333333333333334,0.9
E01000665,3,1.0,0.9
E01000666,3,0.8333333333333334,0.9
E01000667,3,0.8333333333333334,0.9
E01000668,3,0.8333333333333334,0.9
E01000670,3,1.0,1.0
E01000671,3,1.0,1.0
E01000672,3,0.0,0.8
E01000673,3,0.8333333333333334,0.9
E01000674,3,1.0,1.0
E01000676,3,1.0,0.9
E01000677,3,0.8333333333333334,0.9
E01000678,3,0.8333333333333334,0.9
E01000679,3,0.8333333333333334,0.9
E01000680,3,0.8333333333333334,0.6
E01000681,2,1.0,1.0
E01000682,2,1.0,0.8
E01000683,3,0.8333333333333334,0.9
E01000684,3,0.8333333333333334,0.9
E01000685,3,0.8333333333333334,0.9
E01000686,3,0.8333333333333334,0.9
E01000687,3,0.8333333333333334,0.9
E01000688,2,0.0,0.0
E01000689,3,0.8333333333333334,0.9
