covariance,K,BIC,AIC,converged,fit_seconds,min_cluster_n,min_cluster_share
spherical,2,565083.5277559119,564183.408342001,True,3.380447400000776,1554,0.4608540925266904
spherical,3,530907.3479666475,529554.1072151216,True,0.4678383999998914,1021,0.3027876631079478
spherical,4,516290.71600706736,514484.35391792643,True,0.657873400000426,644,0.19098457888493475
spherical,5,501650.68220290646,499391.19877615053,True,0.6742932999995901,564,0.16725978647686832
spherical,6,492936.85957742156,490224.2548130506,True,1.0315005000002202,312,0.09252669039145907
spherical,7,481278.09966197266,478112.3735599867,True,1.0749570000007225,311,0.09223013048635824
spherical,8,474688.3293822998,471069.4819426988,True,1.2406467999999222,309,0.09163701067615658
spherical,9,470113.15766659036,466041.1888893744,True,1.9164488999995228,193,0.057236061684460264
spherical,10,466880.6062904459,462355.5161756149,True,1.5054762999998275,188,0.05575326215895611
spherical,11,464073.09833979,459094.886887344,True,1.2833561999996164,175,0.051897983392645314
spherical,12,459717.24032019573,454285.9075301347,True,1.7257638000000952,159,0.04715302491103203
diag,2,475194.008633138,473424.3861119118,True,0.2502322999998796,1389,0.41192170818505336
diag,3,436412.1906032065,433754.6951907077,True,0.9867803000006461,1025,0.3039739027283511
diag,4,418703.43517668615,415158.0668729147,True,1.2387179000006654,622,0.18446026097271648
diag,5,399317.23648016376,394883.9952851196,True,2.2702362999998513,508,0.1506524317912218
diag,6,386627.3356083832,381306.2215220664,True,1.7853259000003163,398,0.11803084223013048
diag,7,375186.31631229667,368977.32933470723,True,2.5157200000003286,380,0.11269276393831554
diag,8,367700.43091131176,360603.5710424497,True,2.1194672000001447,303,0.0898576512455516
diag,9,361086.54202428414,353101.8092641494,True,3.009045900000274,253,0.07502965599051008
diag,10,357098.79632255645,348226.19067114906,True,3.1030114000004687,200,0.05931198102016608
diag,11,352930.3271868278,343169.84864414774,True,3.109883699999955,202,0.059905100830367736
diag,12,347923.9835165745,337275.6320826218,True,3.0481450999996014,206,0.06109134045077105
tied,2,-137703.46798687414,-154683.27162479874,True,0.947815300000002,1227,0.3638790035587189
tied,3,-142703.93622294295,-160130.73793716345,True,1.522905200000423,502,0.14887307236061684
tied,4,-145920.33308916714,-163794.13287968352,True,2.0748925999996573,431,0.1278173190984579
tied,5,-148752.21021248653,-167073.0080792988,True,2.9577046000003975,141,0.04181494661921708
tied,6,-151557.6792967846,-170325.47523989275,True,3.3758434999999736,166,0.04922894424673784
tied,7,-153029.2892315252,-172244.08325092925,True,4.445108800000526,112,0.033214709371293
tied,8,-151952.43752527962,-171614.22962097955,True,5.182022799999686,133,0.03944246737841044
tied,9,-154980.22195563174,-175089.01212762756,True,5.462999800000034,52,0.01542111506524318
tied,10,-155607.66439285607,-176163.45264114777,True,6.365677599999799,49,0.014531435349940688
tied,11,-157798.37663075715,-178801.16295534474,True,7.164863800000603,59,0.01749703440094899
tied,12,-160924.6723923083,-182374.45679319178,True,7.977024199999505,81,0.02402135231316726
full,2,-238644.0112521347,-271715.74563671125,True,3.0263003000000026,1681,0.4985172004744958
full,3,-325155.2971834102,-374765.9603909346,True,3.7027428000001237,817,0.2422894424673784
full,4,-327167.8750727471,-393317.4671032193,True,4.158780200000365,290,0.08600237247924081
full,5,-355488.7434183606,-438177.2642717806,True,6.497267300000203,377,0.11180308422301305
full,6,-338087.69764233555,-437315.1473187034,True,7.761046200000237,83,0.02461447212336892
full,7,-321773.2713567816,-437539.64985609736,True,10.925748900000144,65,0.019276393831553974
full,8,-308715.983083985,-441021.29040624853,True,13.048291600000084,64,0.018979833926453145
full,9,-296111.05500941444,-444955.2911546258,True,12.873764799999663,76,0.022538552787663108
full,10,-274437.2463715037,-439820.4113396629,True,16.977197700000033,73,0.021648873072360617
full,11,-251977.60568383557,-433899.69947494264,True,14.25207539999974,81,0.02402135231316726
full,12,-232147.4578378838,-430608.4804519387,True,18.901972900000146,55,0.01631079478054567
