NLC,tot_entry,tot_exit,total_activity
602,3261.1709368446545,10659.307203560002,13920.478140404655
603,34983.95479493609,37616.29122729858,72600.24602223467
604,5282.295213712017,13855.511879370013,19137.807093082032
605,21121.76072831201,13871.593791580006,34993.35451989202
606,1094.3682070146006,3939.399160034002,5033.767367048602
607,56482.01078501932,21626.501396616324,78108.51218163565
608,4406.618131160289,5281.816892010216,9688.435023170505
609,6938.850824795222,12516.000417189996,19454.85124198522
610,1185.4439385092048,4032.199325984999,5217.643264494204
611,2722.2669551468357,10169.450272136,12891.717227282836
612,3091.1422846880737,12099.770273803993,15190.912558492068
613,2598.978885594109,10418.408613122003,13017.387498716113
614,9195.562922127241,3410.0484673161127,12605.611389443355
615,669.041866268491,2007.7841236816182,2676.825989950109
616,8310.500372500175,15789.110597473,24099.610969973175
617,2140.7131600454486,5576.3787784773995,7717.091938522848
618,4157.6481541231005,3176.2041785699994,7333.8523326931
619,16353.330916270634,19803.893132165587,36157.22404843622
620,2174.729974153384,4120.85822071835,6295.588194871734
621,3711.125700539765,6607.8828711059095,10319.008571645674
622,7999.522029542407,15731.579012960625,23731.101042503033
623,3831.573675300002,7792.906557049599,11624.4802323496
624,3352.9151847691983,10707.352160442,14060.2673452112
625,165503.72199652885,147894.4407795046,313398.16277603345
626,41321.24294272093,12722.754548238869,54043.997490959795
627,9052.627566275532,8884.542339580723,17937.169905856255
628,4394.678497737194,5698.446763130001,10093.125260867197
629,5595.048566227669,7681.0713155205385,13276.119881748207
630,3592.7851276240917,3683.248772744552,7276.033900368644
631,126260.87123717726,51449.700169598014,177710.57140677527
632,10325.331992830475,26936.553376778054,37261.88536960853
633,7850.679045055606,20541.00703686268,28391.686081918288
634,137703.02264102545,113240.68832696816,250943.7109679936
635,127041.33533627666,107071.77140498198,234113.10674125864
636,2139.079681359888,7823.933277885923,9963.01295924581
637,4263.104911652434,7703.604318893763,11966.709230546196
638,7803.819625565152,20293.09549875989,28096.91512432504
639,9717.260828280003,3335.628295982146,13052.889124262148
640,24236.505006095995,12464.8915875144,36701.39659361039
641,13683.19471474027,21371.986086169232,35055.180800909504
642,18064.180295909995,29694.63567952501,47758.815975435005
643,1110.4053839699147,4352.183246220003,5462.588630189917
645,51641.45654079142,19441.871986538594,71083.32852733001
646,556.3450779950892,1637.117849435119,2193.4629274302083
647,8471.570968880003,27685.02448220001,36156.595451080015
648,7961.459898851605,5951.54855414091,13913.008452992515
649,2588.2311780357163,6852.553725674892,9440.784903710608
650,2168.4989757644994,10419.392888553906,12587.891864318406
653,7525.278690068025,16223.400354665075,23748.6790447331
654,528.7408139576887,1393.021658721338,1921.7624726790268
655,2476.542399230311,7781.612828880254,10258.155228110565
656,1051.3881399229654,4473.580994666221,5524.969134589186
657,3266.440495599829,13242.800136349999,16509.240631949826
659,1237.5399300418826,3876.292743733472,5113.832673775354
660,4309.776147470053,6601.169043491752,10910.945190961804
661,1872.7165519311034,5312.95867036335,7185.675222294454
662,1186.6833692806201,3455.4304074482225,4642.113776728843
663,24282.924372860405,21197.76644536831,45480.690818228715
664,2118.379627283991,7327.72039023327,9446.100017517261
665,41948.51177641799,31573.248248620293,73521.76002503828
667,1327.4188559626718,5175.539772351201,6502.958628313872
668,9577.951053534602,15342.317509543402,24920.268563078003
669,155964.3350003712,62769.688671967575,218734.02367233878
670,98728.15520177706,114908.10801611135,213636.26321788842
671,2820.0325509583135,4154.572704535271,6974.605255493585
672,8191.652944706249,13449.167469122702,21640.82041382895
673,1594.4729334007427,4678.934237759999,6273.407171160741
674,120705.18641041455,52224.22475496996,172929.41116538452
675,1888.4234539423674,6702.999424748005,8591.422878690373
676,4361.464861542025,13620.759968669996,17982.22483021202
677,1962.1067528572053,7069.313509952401,9031.420262809606
678,6695.2133970818195,11586.003991368214,18281.217388450033
679,2335.776344804092,9518.402242684997,11854.178587489088
680,6156.322475647653,14252.977987371514,20409.300463019168
681,11048.235545430029,16914.006053269,27962.24159869903
682,3853.238391685199,5383.262772811088,9236.501164496287
683,2745.8959300558413,10005.912706198,12751.808636253842
684,1722.9052393359934,6663.585160224425,8386.490399560418
685,4059.2499955855596,2377.4646861700003,6436.71468175556
686,17277.70059551183,36051.12095901764,53328.821554529466
687,1484.1199445664147,4572.55086933596,6056.670813902374
688,68.82392440237025,527.862520878233,596.6864452806033
690,3766.6737741913344,5045.963569120002,8812.637343311337
691,1369.1119007054772,3388.6791263300006,4757.791027035478
692,548.2006136067607,2478.0829117859194,3026.28352539268
693,1135.1417761113576,3611.0141923490005,4746.155968460358
694,16961.799446863726,14485.716047708001,31447.51549457173
695,16261.405731740006,8234.79622232,24496.201954060005
696,9371.729247069701,10694.614173047472,20066.343420117173
697,19542.028783677277,6631.529187240315,26173.55797091759
698,15998.830868857925,38481.97396432041,54480.804833178336
700,30530.899080614952,25752.356178509574,56283.255259124526
702,30166.163134500017,17157.562022179987,47323.725156680004
703,1790.3165470355493,4819.338828903056,6609.655375938606
704,2492.0020781598573,6374.2133880329975,8866.215466192854
705,4511.147136029097,14128.549550596188,18639.696686625284
706,3753.7286465642005,12054.447963018007,15808.176609582208
707,2085.0727093208156,5836.565959456402,7921.638668777217
708,64840.749567854655,33206.591218796,98047.34078665066
709,833.4626661991517,2476.5702346709363,3310.0329008700883
710,1336.1161568561022,4675.353387702297,6011.469544558399
711,5377.384112114038,10635.146303431993,16012.53041554603
712,3527.1906896958776,11960.422652434356,15487.613342130233
713,3141.833861529746,5951.706564779551,9093.540426309297
714,2940.2459311199987,9864.30611794,12804.552049059997
715,9211.999976390001,12439.099285079998,21651.09926147
716,11734.554633516093,23840.268217588015,35574.82285110411
717,2741.5231935802963,6815.794483907234,9557.31767748753
718,47642.083590239294,25478.029962169756,73120.11355240905
719,109412.07920527432,109541.3797164371,218953.45892171143
720,1325.4806219414481,4942.9987287824915,6268.479350723939
721,1412.2104128747358,4830.552004385999,6242.762417260735
723,9136.820310518158,12429.64556587238,21566.46587639054
724,21168.162285120005,6445.522787027799,27613.685072147804
725,553.4518174163296,2017.794610891821,2571.246428308151
726,8554.179452075798,21233.871855663216,29788.051307739013
727,18894.925007615984,35813.427876112495,54708.35288372848
728,215067.84166969336,90121.40062885474,305189.2422985481
729,22952.977822733694,33958.984854072405,56911.9626768061
730,1709.5141837205751,6577.551912209003,8287.066095929578
731,27071.89899645992,30802.739606752715,57874.63860321263
733,5200.455433111411,10364.314367393032,15564.769800504444
734,7078.445830639661,13246.824661478653,20325.270492118314
735,8909.175894506996,27410.88117236101,36320.057066868
736,3630.84487467141,11528.280302080799,15159.125176752208
737,409.97082885510116,1554.9469583829662,1964.9177872380674
738,1879.7516242600614,5749.963384139999,7629.7150084000605
739,14569.287761268895,31938.220878200013,46507.508639468906
740,5919.985832640004,9937.99282379999,15857.978656439995
741,118852.27373182659,128193.1719837549,247045.44571558147
742,14030.681545118421,39422.96433818623,53453.645883304656
743,1959.7640256713955,5537.50752486535,7497.271550536746
745,35320.10242782365,14599.169605895659,49919.27203371931
746,4908.696617133999,8117.6901485647,13026.386765698699
747,141466.4145885128,170092.31470263758,311558.72929115035
748,1159.3153321135999,4344.612152500002,5503.927484613601
751,6906.714141521948,13049.335189473999,19956.049330995946
752,25514.550000508287,46076.63378531693,71591.18378582521
753,870.0469471988299,2942.672126184184,3812.719073383014
754,5889.088989706005,8784.389760499453,14673.478750205457
755,9876.374540451963,10669.698506315026,20546.07304676699
756,1050.4194972581886,4160.949216254003,5211.368713512191
757,5693.765180864077,14421.414191802563,20115.17937266664
758,13941.183723486827,20433.933027012572,34375.1167504994
759,976.1055755849021,3779.9824510500007,4756.088026634903
760,6172.225404896399,10763.909639078403,16936.135043974802
761,42281.13814857905,16480.57027100801,58761.708419587056
762,1256.225057699999,3921.8008921842543,5178.025949884253
763,38759.25328268322,35777.216058536455,74536.46934121966
764,16943.290736537016,11206.10260381538,28149.393340352395
765,6227.098727833901,18285.791156180374,24512.889884014276
766,6503.429628335798,11261.493145301807,17764.922773637605
767,20925.38110845778,51243.25973514366,72168.64084360145
768,1997.9071780468214,5026.865282101053,7024.772460147874
769,3480.179652937329,13477.845396889865,16958.025049827193
770,11124.255778444256,25365.63148798399,36489.887266428246
771,3068.549971717467,8254.396205319003,11322.946177036469
773,15578.78193565373,19921.777858630398,35500.55979428413
774,3199.0167495672436,10894.49529365355,14093.512043220793
775,5906.125685307519,8152.467646409326,14058.593331716846
776,11521.092957872997,14113.44765306361,25634.54061093661
777,39594.79181555274,51545.06893010624,91139.86074565898
778,37832.371000914,71032.99421379139,108865.36521470538
779,3371.1303871440005,10142.416252218007,13513.546639362008
780,15251.526517437995,8104.563943844002,23356.090461281998
781,4162.828290904813,3243.4926047999998,7406.320895704813
783,12339.402558185,4254.567916039997,16593.970474224996
784,16902.720789834613,14051.054124354516,30953.77491418913
787,12634.148269400797,19250.377115828,31884.525385228797
788,15442.348537975318,29585.438767491323,45027.78730546664
789,67020.79229772002,63763.320132370005,130784.11243009003
831,5842.220887648704,11292.08282486345,17134.303712512155
832,20620.084559603834,18547.561115038778,39167.64567464261
852,74655.54987976946,52483.34852353438,127138.89840330384
884,16691.787978325956,41924.96406517065,58616.752043496606
