lsoa,tot_boardings,tot_alightings,total_activity
E01000001,1752.0304699999997,1034.11056,2786.14103
E01000002,71.70143999999999,33.04689,104.74832999999998
E01000005,6021.373470000001,6358.735539999999,12380.10901
E01000007,6752.28858,3382.3220200000005,10134.6106
E01000009,5629.766900000001,6736.759330000002,12366.526230000003
E01000011,360.13489999999996,300.5427700000001,660.67767
E01000012,453.93178000000006,1055.28905,1509.2208300000002
E01000013,2851.8937899999987,1914.1687200000001,4766.062509999999
E01000015,1.53776,0.27312,1.81088
E01000016,60.60476,50.10079999999999,110.70555999999999
E01000017,478.37063000000006,790.49981,1268.8704400000001
E01000018,81.58763000000002,157.89174000000003,239.47937000000005
E01000019,108.87362000000002,123.53927,232.41289
E01000020,146.34117,197.01646999999997,343.35763999999995
E01000021,249.22104999999996,318.27825000000007,567.4993000000001
E01000024,830.26479,940.4639500000002,1770.72874
E01000027,677.9397000000001,1135.25859,1813.19829
E01000029,215.59393,559.71493,775.30886
E01000030,197.89828,502.2738700000001,700.1721500000001
E01000031,130.83197,195.28832,326.12029
E01000032,311.8444599999999,285.97339,597.8178499999999
E01000034,372.9371,562.9557200000003,935.8928200000003
E01000035,694.1173,865.2506599999998,1559.3679599999998
E01000036,688.2474999999998,689.43792,1377.6854199999998
E01000038,118.46068999999997,157.92192999999995,276.3826199999999
E01000039,18.86636,9.275619999999998,28.141979999999997
E01000040,331.11322000000007,586.32963,917.44285
E01000041,146.96089,310.33889000000005,457.29978000000006
E01000042,109.68860999999998,223.63828000000007,333.32689000000005
E01000043,108.08937,124.63328999999999,232.72266
E01000045,617.61221,696.5997499999999,1314.2119599999999
E01000049,89.48281,34.53660000000001,124.01941000000001
E01000050,1128.75595,1399.6947200000006,2528.4506700000006
E01000052,442.62109000000004,764.76649,1207.38758
E01000053,328.1718699999999,325.9229900000001,654.0948599999999
E01000056,28.520269999999996,20.35541,48.875679999999996
E01000057,148.52031,150.62524999999997,299.14555999999993
E01000058,136.87653000000003,195.77280000000002,332.6493300000001
E01000060,2156.4885499999996,2529.3057800000006,4685.794330000001
E01000061,720.2581499999999,874.0520500000001,1594.3102
E01000062,21.37593,130.77705999999998,152.15299
E01000063,225.45502,75.39097,300.84599
E01000064,373.70453000000003,472.94701999999995,846.65155
E01000065,193.04520999999994,316.9174300000001,509.96264
E01000067,515.9261500000001,299.5759999999999,815.50215
E01000068,176.10181999999998,180.41654999999997,356.51836999999995
E01000069,16.43341,74.92798,91.36139
E01000070,925.4096099999998,1118.9576399999996,2044.3672499999993
E01000071,146.37768,102.75161,249.12929
E01000072,223.72885000000002,365.17729,588.90614
E01000073,88.40006,90.08482000000001,178.48488
E01000074,112.02137000000003,136.51215,248.53352
E01000075,1272.13834,1179.7675199999996,2451.90586
E01000076,36.95394,47.16991000000001,84.12385
E01000077,884.62072,699.4763,1584.0970200000002
E01000078,411.58169000000015,532.65064,944.23233
E01000079,116.00552000000002,157.09548,273.101
E01000080,89.86012,96.78161,186.64173
E01000081,243.41173999999995,96.02599,339.43772999999993
E01000082,469.84999,1321.0939899999994,1790.9439799999993
E01000083,775.8286700000001,2055.89907,2831.7277400000003
E01000084,365.84486,449.87550000000005,815.72036
E01000085,357.18582999999995,322.12650999999994,679.31234
E01000086,149.18012,52.61713999999999,201.79726
E01000087,1590.77057,2635.8403700000003,4226.6109400000005
E01000088,148.52464,194.50522,343.02986
E01000090,323.67835999999994,597.02689,920.70525
E01000091,408.4928799999999,1535.0932899999996,1943.5861699999996
E01000093,731.1779600000002,1103.2293100000002,1834.4072700000004
E01000094,853.02623,1145.0300300000001,1998.0562600000003
