logical_hub_code,logical_hub_source,logical_hub_name,n_stops,n_lsoa,has_unmatched_stop,hub_boardings,hub_alightings,cross_lsoa,both_directions_positive,hub_total_activity
490G00003252,stop_area,All Saints Road,1,1,False,35.54228,8.50161,False,True,44.04389
490G00015514,stop_area,Woodcote Lane,2,1,False,13.11957,30.8521,False,True,43.97167
490G00019880,stop_area,Northwood Iron Bridge,1,1,False,3.1384399999999997,40.83124,False,True,43.969680000000004
490G00007172,stop_area,Gibbs Green,2,1,False,13.74092,30.222809999999996,False,True,43.96373
490G00012146,stop_area,Sidewood Road,2,1,False,18.485419999999998,25.450249999999997,False,True,43.935669999999995
490G00014942,stop_area,Wordsworth Health Centre,2,1,False,6.5298799999999995,37.39322,False,True,43.9231
490G00003379,stop_area,Arlington Drive,2,2,False,19.57714,24.298139999999997,True,True,43.87528
490G00009578,stop_area,Manor Road (IG7),1,1,False,41.106790000000004,2.76187,False,True,43.868660000000006
490G00013677,stop_area,Timbercroft Lane / Pegwell St.,1,1,False,42.02809,1.7592199999999996,False,True,43.78731
490G00019200,stop_area,Richmond Road / Greenwood Road,1,1,False,14.54124,29.24505,False,True,43.78629
490G00013641,stop_area,Thorpe Close,1,1,False,42.26374,1.50819,False,True,43.77193
490G00004095,stop_area,Blandford Road (W4),1,1,False,30.48226,13.25841,False,True,43.74067
490G00014733,stop_area,Wimbledon Fire Station,2,2,False,36.439769999999996,7.286009999999999,True,True,43.72577999999999
490G00013370,stop_area,Kingfisher Way (CR0),1,1,False,13.38064,30.34177,False,True,43.722409999999996
490G00003648,stop_area,Barnmead Road,1,1,False,38.73254,4.977949999999999,False,True,43.71049
490G00003043,stop_area,Abbots Gardens,1,1,False,25.29194,18.38506,False,True,43.677
490G00009885,stop_area,Whalebone Grove,1,1,False,35.59494,8.05581,False,True,43.65075
490G00014337,stop_area,Welbeck Avenue,1,1,False,11.521939999999999,32.11961,False,True,43.64155
490G00019150,stop_area,Park Road (TW7),1,1,False,16.87237,26.73575,False,True,43.60812
490G00009587,stop_area,Manor Road / Grange Hill Station,1,1,False,1.0987999999999998,42.49675,False,True,43.595549999999996
490G00014787,stop_area,Winsor Park Estate,1,1,False,12.657309999999999,30.93695,False,True,43.59426
490G00011864,stop_area,Salisbury Avenue,2,1,False,18.965429999999998,24.601409999999998,False,True,43.56684
490G00007658,stop_area,Broxhill Road,1,1,False,1.8165699999999998,41.71693,False,True,43.5335
490G00013590,stop_area,Thesiger Road,1,1,False,22.48365,20.99638,False,True,43.48003
490G00020346,stop_area,Valley Park Retail Park,2,1,False,31.77141,11.70473,False,True,43.47614
490G00004309,stop_area,Briarleas Gardens,2,1,False,26.758029999999998,16.63174,False,True,43.38977
490G00007894,stop_area,Hastings Road / Trinity Church,1,1,False,13.355599999999999,29.97578,False,True,43.331379999999996
490G00009455,stop_area,Lutwyche Road,1,1,False,14.40035,28.81147,False,True,43.21182
490G00011424,stop_area,Rangefield Road / Southover,2,1,False,13.61695,29.543239999999997,False,True,43.16019
490G00010837,stop_area,Parkstone Avenue,1,1,False,42.45451,0.7031499999999998,False,True,43.15766
490G00009593,stop_area,Manor Vale,1,1,False,10.7991,32.34451,False,True,43.143609999999995
490G00007322,stop_area,Gosling Close,1,1,False,16.10353,27.03671,False,True,43.14024
490G00016453,stop_area,Darwin Close,2,1,False,11.49547,31.600649999999998,False,True,43.09612
490G00012408,stop_area,Lyndhurst Road / Akenside Road,2,1,False,18.365540000000003,24.717239999999997,False,True,43.08278
490G00005551,stop_area,Lonsdale Road / Suffolk Road,1,1,False,28.177809999999997,14.8967,False,True,43.07451
490G00019173,stop_area,Eastcote Road Pinner,1,1,False,19.848409999999998,23.21779,False,True,43.066199999999995
490G00007839,stop_area,Harrington Road,1,1,False,0.2736099999999999,42.78201,False,True,43.05562
490G00010498,stop_area,Bromley Common / Holy Trinity Church,1,1,False,19.46079,23.538469999999997,False,True,42.99925999999999
490G00016618,stop_area,Spencer Rise,1,1,False,4.8926099999999995,38.09116,False,True,42.98377
490G000915,stop_area,Higham Road,1,1,False,29.32681,13.63728,False,True,42.96409
490G00014543,stop_area,Harraden Road,2,2,False,12.253829999999999,30.69874,True,True,42.95257
490G00010780,stop_area,Parkland Avenue,2,1,False,13.70307,29.229249999999997,False,True,42.93232
490G00010148,stop_area,Nallhead Road,2,2,False,20.44699,22.47587,True,True,42.92286
490G00019034,stop_area,Haverstock Hill Belsize Park,1,1,False,20.22801,22.67574,False,True,42.90375
490G00003593,stop_area,Barden Street,1,1,False,42.60099,0.2278099999999998,False,True,42.8288
490G000296,stop_area,Smitham Downs Road / Woodcote,2,1,False,14.06659,28.7215,False,True,42.78809
490G00006732,stop_area,Vista Drive,1,1,False,0.7699,41.98122,False,True,42.75112
490G00016718,stop_area,Twyford Abbey Road/Park Avenue,2,1,False,6.313749999999999,36.416709999999995,False,True,42.730459999999994
490G00005192,stop_area,Chipstead Valley School,2,1,False,13.614609999999999,29.09176,False,True,42.70637
490G00004328,stop_area,Bridge Road (KT9),1,1,False,2.6215999999999995,40.059979999999996,False,True,42.68158
490G00012877,stop_area,St Paul's Church (SE24),1,1,False,10.16617,32.49,False,True,42.65617
490G00016448,stop_area,Beaumont Primary School,2,1,False,16.02581,26.6265,False,True,42.65231
490G00003788,stop_area,Bedfont Lane,1,1,False,1.8089599999999997,40.82758,False,True,42.63654
490G000412,stop_area,Berkeley Street,1,1,False,34.95623,7.628949999999999,False,True,42.585179999999994
490G00009647,stop_area,Margaret Road,1,1,False,12.029809999999998,30.536229999999996,False,True,42.566039999999994
490G00014750,stop_area,Winchester Road,2,1,False,12.379620000000001,30.1802,False,True,42.55982
490G00011815,stop_area,Bedford Place,1,1,False,41.99928,0.5504899999999997,False,True,42.549769999999995
490G00013562,stop_area,The Stanley Arms,2,2,False,20.623350000000002,21.91087,True,True,42.534220000000005
490G00004764,stop_area,Cook's Road,1,1,False,25.68079,16.85071,False,True,42.531499999999994
490G00009049,stop_area,Lea Valley High School,2,2,False,26.3704,16.132509999999996,True,True,42.50291
490G00011154,stop_area,Chislehurst Road / Poverest Road,2,2,False,10.898229999999998,31.594189999999998,True,True,42.492419999999996
490G00003451,stop_area,Ashton Road,3,1,False,9.536999999999999,32.93853,False,True,42.47553
490G00006788,stop_area,Feltham Young Offenders Institute,1,1,False,33.07756,9.354709999999999,False,True,42.432269999999995
490G00016807,stop_area,Marshall Close,2,2,False,19.708419999999997,22.67222,True,True,42.38064
490G000294,stop_area,Homesdale Close,2,1,False,9.08353,33.28552,False,True,42.36905
490G00019347,stop_area,Streatfield Road,1,1,False,15.46744,26.88426,False,True,42.3517
490G00010903,stop_area,Pendula Drive,2,2,False,18.09725,24.223799999999997,True,True,42.32105
490G00018822,stop_area,St Gothard Road / St Louis Road,1,1,False,4.843369999999999,37.46302,False,True,42.30639
490G00011452,stop_area,Rayners Lane Pinner,1,1,False,37.22466,5.0492099999999995,False,True,42.27387
490G000279,stop_area,Pellatt Grove,1,1,False,34.2467,8.022189999999998,False,True,42.26889
490G00010895,stop_area,Larksfield Grove,1,1,False,7.582859999999999,34.65364,False,True,42.2365
490G00008242,stop_area,Christchurch Road / Hillside Road,2,1,False,19.21578,22.9994,False,True,42.215180000000004
490G00010734,stop_area,Palm Avenue,1,1,False,14.72333,27.481679999999997,False,True,42.20501
490G00014700,stop_area,Berens Road,1,1,False,33.66309,8.522689999999999,False,True,42.185779999999994
490G000913,stop_area,Hastings Road,1,1,False,19.27212,22.902459999999998,False,True,42.17458
490G00016358,stop_area,Richmond Road /Martello Street,1,1,False,34.29877,7.857399999999999,False,True,42.156169999999996
490G00004015,stop_area,Birch Walk,2,2,False,12.13393,29.88872,True,True,42.02265
490G00013157,stop_area,Tarling Road,1,1,False,24.69007,17.280599999999996,False,True,41.97067
490G00006591,stop_area,England's Lane,1,1,False,31.81914,10.09136,False,True,41.9105
490G00006899,stop_area,Baring Road,2,1,False,13.55957,28.34937,False,True,41.90894
490G00012275,stop_area,South Drive,2,1,False,27.26996,14.59422,False,True,41.864180000000005
490G00015414,stop_area,Park Royal Asda / Western Road,1,1,False,31.0281,10.82907,False,True,41.857169999999996
490G00008076,stop_area,Gordonbrock Sch / Brockley Cem,1,1,False,21.77254,20.07357,False,True,41.846109999999996
490G00003326,stop_area,Basil Gardens,2,1,False,9.25908,32.58267,False,True,41.841750000000005
490G00011982,stop_area,Selby Close,1,1,False,0.11026,41.72627,False,True,41.836529999999996
490G00005993,stop_area,Dawson Road (NW2),2,1,False,13.258429999999999,28.552139999999994,False,True,41.81056999999999
490G00015684,stop_area,Shetland Road,1,1,False,14.754299999999999,27.05601,False,True,41.81031
490G00007434,stop_area,Greencroft,1,1,False,23.08574,18.67522,False,True,41.76096
490G00004227,stop_area,Bradenham Avenue,1,1,False,12.97519,28.74319,False,True,41.718379999999996
490G00006316,stop_area,East Barnet War Memorial,1,1,False,33.26237,8.45495,False,True,41.71732
490G00004981,stop_area,Chandos Road (NW10),2,1,False,32.40687,9.310309999999998,False,True,41.71718
490G00014392,stop_area,Wennington Hall Farm,2,1,False,22.76313,18.950889999999998,False,True,41.71402
490G00004336,stop_area,Turpington Lane Community Centre,2,1,False,12.672649999999999,29.03981,False,True,41.71246
490G00000277,stop_area,Northumberland Gardens,1,1,False,30.2765,11.43333,False,True,41.70983
490G00008346,stop_area,Hornchurch Country Park,2,1,False,11.676639999999999,30.00237,False,True,41.67901
490G00004681,stop_area,Calne Avenue,1,1,False,41.50789,0.1656899999999999,False,True,41.67358
490G00004968,stop_area,Dale Road,1,1,False,10.65411,31.01151,False,True,41.665620000000004
490G00012970,stop_area,St Vincent's Nursing Home,1,1,False,13.398859999999999,28.26247,False,True,41.66133
490G00019018,stop_area,Richmond Road Beddington,1,1,False,21.85659,19.80227,False,True,41.658860000000004
490G00011345,stop_area,Queens Road (TW12),2,1,False,18.194229999999997,23.372899999999998,False,True,41.56712999999999
490G00008681,stop_area,Al-Emaan Centre / Keston Mosque,2,1,False,18.090719999999997,23.471539999999997,False,True,41.562259999999995
490G00014970,stop_area,Wrythe Recreation Ground,1,1,False,26.56629,14.99306,False,True,41.559349999999995
490G00005810,stop_area,Cross Lane,2,1,False,17.504099999999998,24.04976,False,True,41.55386
490G00006400,stop_area,Ebury Bridge,1,1,False,31.68213,9.85215,False,True,41.53428
490G00011738,stop_area,Longmead Primary School,2,1,False,16.93725,24.55119,False,True,41.48844
490G00009226,stop_area,Lowther Road,1,1,False,13.657689999999999,27.80717,False,True,41.46486
490G00004113,stop_area,Edgware Community Hospital / Deansbrook Road,2,1,False,16.54343,24.92068,False,True,41.464110000000005
490G00003064,stop_area,Acacia Road Hampton,2,1,False,18.7153,22.73903,False,True,41.45433
490G00003553,stop_area,Balchen Road,2,1,False,11.66737,29.694619999999997,False,True,41.36199
490G00007195,stop_area,Gipsy Road Welling,2,2,False,16.90325,24.44783,True,True,41.351079999999996
490G00004561,stop_area,Buckland Crescent,2,1,False,3.7773299999999996,37.55672,False,True,41.33405
490G00006544,stop_area,Eltham Park Gardens,2,2,False,17.55446,23.77713,True,True,41.33159
490G00013368,stop_area,Brickfield Lane,2,1,False,26.39165,14.932809999999998,False,True,41.324459999999995
490G00009051,stop_area,Leaves Green / Ashmore Lane,2,1,False,27.158340000000003,14.088549999999998,False,True,41.24689
490G00009625,stop_area,Maple Leaf Close,1,1,False,35.83069,5.35225,False,True,41.182939999999995
490G00003230,stop_area,Lea Bridge Roundabout / B6 College,1,1,False,17.72457,23.41699,False,True,41.14156
490G000121,stop_area,Rushgrove Park,2,1,False,13.76595,27.29714,False,True,41.06309
490G00010026,stop_area,Abbotsbury Road,2,1,False,7.88462,33.17789,False,True,41.062509999999996
490G00013253,stop_area,Tine Road,2,1,False,13.08117,27.92184,False,True,41.00301
490G00005207,stop_area,Upham Park Road,1,1,False,16.20953,24.72383,False,True,40.93336
490G00015013,stop_area,Stratford School,1,1,False,21.83248,19.09001,False,True,40.922489999999996
490G00014178,stop_area,Waltheof Gardens,1,1,False,2.11141,38.80119,False,True,40.9126
490G00009785,stop_area,Medway Road (DA1),1,1,False,20.173189999999998,20.72588,False,True,40.899069999999995
490G00010442,stop_area,Norwich Walk,1,1,False,29.49681,11.35746,False,True,40.85427
490G00012610,stop_area,Station Road (BR5),1,1,False,12.15951,28.68628,False,True,40.84579
490G00009752,stop_area,May Road,2,1,False,9.281089999999999,31.544340000000002,False,True,40.82543
490G000020,stop_area,Foxborough Gardens,1,1,False,8.165479999999999,32.59448,False,True,40.75995999999999
490G00018563,stop_area,Wellmeadow Road,1,1,False,40.69912,0.05457,False,True,40.75369
490G00020071,stop_area,Innova Park,2,1,False,31.577009999999998,9.135689999999999,False,True,40.7127
490G00009776,stop_area,Mead Way / Chaldon Way,2,1,False,9.76255,30.933929999999997,False,True,40.696479999999994
490G00008630,stop_area,Morley Crescent,1,1,False,40.675779999999996,0.0,False,False,40.675779999999996
490G00013000,stop_area,Summit Close,1,1,False,11.93505,28.68394,False,True,40.61899
490G00004238,stop_area,Bramley Avenue,2,1,False,26.17206,14.443549999999998,False,True,40.61561
490G00010104,stop_area,Mountview Road,2,1,False,10.22799,30.376939999999998,False,True,40.604929999999996
490G00008777,stop_area,Kings Gardens,2,1,False,14.6483,25.95593,False,True,40.60423
490G00004235,stop_area,Jeffreys Road,2,1,False,12.642869999999998,27.956129999999998,False,True,40.599
490G00010652,stop_area,Peacock Gardens,2,1,False,10.452919999999999,30.145619999999997,False,True,40.59854
490G00003255,stop_area,Doyle Gardens,1,1,False,8.20776,32.35123,False,True,40.55899
490G00014366,stop_area,Rochester Way / Falconwood Stn,2,1,False,20.752959999999998,19.675469999999997,False,True,40.42842999999999
490G00015896,stop_area,Stirling Drive,2,1,False,5.08164,35.325309999999995,False,True,40.406949999999995
490G00012386,stop_area,Spencer Road Clapham Junction,2,1,False,29.306869999999996,11.094669999999999,False,True,40.40154
490G00006487,stop_area,Ellerslie Road,2,2,False,22.301750000000002,18.09888,True,True,40.40063000000001
490G00006122,stop_area,Dorking Road,2,1,False,8.91,31.47893,False,True,40.38893
490G00013455,stop_area,Argyle Gardens,2,1,False,22.819979999999997,17.56539,False,True,40.385369999999995
490G00005788,stop_area,Crofton Lane / Crofton Road,1,1,False,17.672549999999998,22.670379999999998,False,True,40.342929999999996
490G00006186,stop_area,Downtown Road,2,1,False,12.37243,27.939619999999998,False,True,40.31205
490G00005398,stop_area,Villier Street,1,1,False,14.15059,26.159869999999998,False,True,40.31046
490G00008900,stop_area,Ladygate Lane,2,1,False,7.00801,33.30095,False,True,40.30896
490G00006502,stop_area,Elm Drive,2,1,False,14.285969999999999,25.96895,False,True,40.25492
490G00012149,stop_area,Queen Mary's Hospital / Frognal Avenue,1,1,False,0.0,40.24402,False,False,40.24402
490G000109,stop_area,Stanmore College,2,1,False,26.43293,13.788929999999997,False,True,40.22185999999999
490G00013688,stop_area,Mead Way / Tollers Lane,1,1,False,40.16259,0.0,False,False,40.16259
490G00014535,stop_area,Crystal Palace Park Road / Charleville Circus,1,1,False,27.51569,12.62267,False,True,40.13836
490G00006898,stop_area,Abbey Road Thamesmead South,1,1,False,30.73578,9.34785,False,True,40.08363
490G00019726,stop_area,Welling Way / Bellegrove Road,2,1,False,18.833979999999997,21.23787,False,True,40.07185
490G00013878,stop_area,Bispham Road,1,1,False,26.88793,13.12529,False,True,40.013220000000004
490G00002248,stop_area,Carlton Road / Silver Spring Road,1,1,False,9.92295,30.079639999999998,False,True,40.00259
490G00019606,stop_area,York Hill,2,1,False,4.34723,35.65426,False,True,40.001490000000004
490G00007080,stop_area,Gainsborough Road (TW9),2,1,False,13.019879999999999,26.965719999999997,False,True,39.9856
490G00005917,stop_area,Dabbs Hill Lane,1,1,False,6.27067,33.70567,False,True,39.97634
490G00007204,stop_area,Gladstone Park,2,1,False,10.44409,29.45087,False,True,39.89496
490G00006385,stop_area,Eastway,2,2,False,13.52458,26.29498,True,True,39.819559999999996
490G00012344,stop_area,South View Crescent,1,1,False,19.38214,20.38329,False,True,39.765429999999995
490G000372,stop_area,Roxbourne Medical Centre,1,1,False,8.36164,31.38615,False,True,39.74779
490G00006127,stop_area,Dorking Walk,2,1,False,17.5891,22.09603,False,True,39.68513
490G00004863,stop_area,Stanstead Road / St Dunstan's College,1,1,False,12.14545,27.51705,False,True,39.6625
490G00009067,stop_area,St Pauls Cray Road / Leesons Hill,2,1,False,16.26067,23.33623,False,True,39.596900000000005
490G00011241,stop_area,Beckmead College,1,1,False,7.1469,32.43736,False,True,39.58426
490G00012366,stop_area,Spalding Road,1,1,False,37.94609,1.5886899999999997,False,True,39.53478
490G000810,stop_area,Faringdon Avenue / Ashton Road,1,1,False,36.26666,3.2358699999999994,False,True,39.50253
490G00006741,stop_area,Farm Close,2,1,False,21.49947,17.991249999999997,False,True,39.490719999999996
490G00006653,stop_area,Eton Grove,2,1,False,11.464459999999999,27.98979,False,True,39.45425
490G00012668,stop_area,Haverstock Hill / Steeles Village,1,1,False,32.91013,6.49104,False,True,39.40117
490G00011565,stop_area,Myrtleside Close,1,1,False,2.1438499999999996,37.24735,False,True,39.3912
490G000833,stop_area,Whitmore Close,1,1,False,13.93065,25.424259999999997,False,True,39.35491
490G00003818,stop_area,Beech Street,1,1,False,10.78098,28.51773,False,True,39.29871
490G00007018,stop_area,Friary Road (N12),2,1,False,21.34464,17.929879999999997,False,True,39.274519999999995
490G00009744,stop_area,Mayfields Close,1,1,False,20.46873,18.79724,False,True,39.265969999999996
490G00007491,stop_area,Bush Road / Green Man Rbt,2,1,False,24.448439999999998,14.811049999999996,False,True,39.25948999999999
490G00005036,stop_area,Chase Lane School,2,1,False,19.92411,19.25837,False,True,39.18248
490G00020227,stop_area,Roe Green Park,1,1,False,24.75348,14.398839999999998,False,True,39.152319999999996
490G00003097,stop_area,Glebe Way,1,1,False,4.75479,34.38858,False,True,39.14337
490G00019831,stop_area,Essex Close,1,1,False,8.32305,30.80195,False,True,39.125
490G00007436,stop_area,Greencroft Road,1,1,False,24.083380000000002,15.02503,False,True,39.10841
490G00010467,stop_area,Nutter Lane,1,1,False,28.80164,10.298039999999999,False,True,39.09968
490G00007155,stop_area,Museum of the Home,1,1,False,18.58059,20.518919999999998,False,True,39.099509999999995
490G00010609,stop_area,The Orange Tree,2,1,False,23.60358,15.4939,False,True,39.097480000000004
490G00009402,stop_area,Lowden Rd / Carnegie Library,1,1,False,17.73313,21.34396,False,True,39.07709
490G00008933,stop_area,York Road (EN5),1,1,False,30.188129999999997,8.818489999999999,False,True,39.00662
490G00009756,stop_area,Mayfields,1,1,False,10.20374,28.79233,False,True,38.99607
490G00019118,stop_area,Avondale Road Finchley,1,1,False,18.14824,20.81354,False,True,38.961780000000005
490G00010668,stop_area,Overbury Avenue,2,1,False,12.37611,26.55914,False,True,38.935249999999996
490G00019122,stop_area,Cathall Leisure Centre,1,1,False,23.003089999999997,15.87159,False,True,38.87468
490G00011449,stop_area,Dartmouth Park Hill,1,1,False,4.29488,34.55175,False,True,38.84663
490G00003505,stop_area,Bexley Road / Reinickendorf Avenue,1,1,False,33.78413,5.056669999999999,False,True,38.840799999999994
490G00012824,stop_area,Stock Hill,2,1,False,29.9321,8.90523,False,True,38.837329999999994
490G00011568,stop_area,Riddlesdown Mitchley Avenue,2,1,False,14.20597,24.58088,False,True,38.78685
490G00003069,stop_area,Acorn Gardens,1,1,False,16.72141,22.04599,False,True,38.767399999999995
490G00011800,stop_area,Rushley Close,1,1,False,3.5791299999999997,35.17331,False,True,38.75244
490G00011316,stop_area,Glenthorpe Road,2,2,False,16.37043,22.374359999999996,True,True,38.744789999999995
490G00009288,stop_area,London Road / Reenglass Road,2,1,False,23.448189999999997,15.280009999999997,False,True,38.728199999999994
490G00009446,stop_area,Ludwick Mews,1,1,False,14.88736,23.81755,False,True,38.70491
490G00020141,stop_area,Fountayne Business Centre,1,1,False,4.625929999999999,34.07494,False,True,38.700869999999995
490G00003357,stop_area,Arbuthnot Lane,2,1,False,11.26813,27.387520000000002,False,True,38.65565
490G00008477,stop_area,Inca Drive,1,1,False,11.10526,27.53642,False,True,38.64168
490G00015313,stop_area,Crossway Pinner Green,1,1,False,3.86629,34.74661,False,True,38.612899999999996
490G00003866,stop_area,Edgebury Primary School,2,1,False,8.63698,29.919829999999997,False,True,38.55681
490G00016689,stop_area,Clyston Street,1,1,False,35.87403,2.66688,False,True,38.54091
490G00013605,stop_area,Mosaic & The Woodlands,2,1,False,14.006979999999999,24.49486,False,True,38.50184
490G00007993,stop_area,Heathfield Farm,2,1,False,8.9674,29.513519999999996,False,True,38.48092
490G00012314,stop_area,Saracens High School / South Mead,2,1,False,14.59722,23.881349999999998,False,True,38.47857
490G00011880,stop_area,Saltram Crescent,1,1,False,25.80253,12.65593,False,True,38.45846
490G00016613,stop_area,Imperial Road /Chelsea Harbour,1,1,False,37.10257,1.3067799999999996,False,True,38.409349999999996
910GNBCKNHM,parent_stop_area,New Beckenham Station,2,1,False,17.56608,20.81467,False,True,38.38075
490G00008633,stop_area,Kenley Treatment Works,2,1,False,12.587409999999998,25.76112,False,True,38.34853
490G00009003,stop_area,Lavender Avenue (CR4),2,1,False,14.375889999999998,23.946409999999997,False,True,38.3223
490G00003088,stop_area,Acton Old Town Hall / Salisbury Street,1,1,False,0.0,38.22916,False,False,38.22916
490G00005738,stop_area,Crescent Drive,2,1,False,23.78257,14.439199999999996,False,True,38.22176999999999
490G00007532,stop_area,Griggs Approach,1,1,False,17.84463,20.37324,False,True,38.21787
490G00019893,stop_area,Sevenoaks Road / Orpington War Memorial,1,1,False,3.5254,34.68557,False,True,38.210969999999996
490G00020234,stop_area,Browning Avenue,2,1,False,13.33009,24.8616,False,True,38.19169
490G00002412,stop_area,Lonsdale Road / Castelnau,1,1,False,1.3203699999999996,36.85327,False,True,38.17364
490G00010452,stop_area,Norwood School,1,1,False,19.320349999999998,18.83627,False,True,38.15662
490G00006504,stop_area,Elmers End / Station Parade,1,1,False,12.105129999999999,26.01738,False,True,38.12251
490G00003187,stop_area,Wolsey Crescent,2,1,False,7.429839999999999,30.68731,False,True,38.117149999999995
490G00003940,stop_area,Thorn Lane,1,1,False,38.09138,0.0,False,False,38.09138
490G000310,stop_area,Montpelier Rise,1,1,False,7.1865,30.88513,False,True,38.07163
490G00006508,stop_area,Elmfield Way,2,1,False,15.996739999999999,22.06373,False,True,38.060469999999995
490G000633,stop_area,Leighton Road / Bartholomew Road,1,1,False,19.17455,18.79392,False,True,37.968469999999996
490G00014674,stop_area,Wigram Road,1,1,False,12.161579999999999,25.79335,False,True,37.95493
490G00011708,stop_area,Roslin Road,2,1,False,23.56395,14.382029999999999,False,True,37.94598
490G00007795,stop_area,Hargood Road,1,1,False,15.60075,22.30084,False,True,37.90159
490G00012440,stop_area,Love Lane St Helier,2,2,False,12.307139999999999,25.58603,True,True,37.89317
490G00006210,stop_area,Nuxley Road / Dryhill Road,1,1,False,17.8581,20.03426,False,True,37.89236
490G000916,stop_area,Downhills Way,1,1,False,12.5776,25.309739999999998,False,True,37.887339999999995
490G00003571,stop_area,Balmoral Court,1,1,False,15.525989999999998,22.30219,False,True,37.828179999999996
490G00006100,stop_area,Dolman Road,1,1,False,31.13287,6.685459999999999,False,True,37.81833
490G00007496,stop_area,High Street / Worlds End Lane,1,1,False,0.0,37.80971,False,False,37.80971
490G00006731,stop_area,Seaford Road,1,1,False,0.0,37.78072,False,False,37.78072
490G00006909,stop_area,East Entrance,2,1,False,11.79855,25.976519999999997,False,True,37.77507
490G00009681,stop_area,Marlow Road (UB2),1,1,False,9.478769999999999,28.28455,False,True,37.76332
490G00011020,stop_area,Pinner Park Avenue Headstone,2,1,False,14.39107,23.37097,False,True,37.76204
490G00003477,stop_area,Audley Road (W5),1,1,False,23.6501,14.10834,False,True,37.75844
490G00007381,stop_area,Gleneldon Road,2,2,False,13.04215,24.70346,True,True,37.74561
490G00015714,stop_area,Belvoir Road,2,1,False,14.926459999999999,22.804229999999997,False,True,37.730689999999996
490G00012407,stop_area,Spring Lane,1,1,False,21.68978,16.00745,False,True,37.69723
490G00005389,stop_area,Clement Road,2,2,False,8.80779,28.836019999999998,True,True,37.64381
490G00005715,stop_area,Cranston Park Avenue,2,2,False,14.357869999999998,23.26484,True,True,37.62271
490G00013669,stop_area,Tilehurst Road,2,1,False,12.67932,24.92445,False,True,37.60377
490G00010410,stop_area,Northumberland Avenue Falconwood,2,1,False,25.43613,12.08537,False,True,37.521499999999996
490G00014879,stop_area,Wood Lodge Gardens,2,1,False,13.91396,23.565849999999998,False,True,37.47981
490G00015144,stop_area,Beaconsfield Road (SE3),2,1,False,10.024899999999999,27.45209,False,True,37.47699
490G00012556,stop_area,Stanley Road (N2),1,1,False,12.313189999999999,25.15862,False,True,37.47181
490G00012897,stop_area,Stansfeld Road / Royal Albert DLR Station,2,2,False,24.26232,13.181269999999998,True,True,37.44359
490G00009358,stop_area,Lordsbury Field,2,1,False,13.44052,23.9517,False,True,37.392219999999995
490G00008048,stop_area,Hemlock Road,2,1,False,13.112400000000001,24.273349999999997,False,True,37.38575
490G00012778,stop_area,St Marks Close,2,1,False,11.770999999999999,25.610389999999995,False,True,37.381389999999996
490G00014280,stop_area,Water Mill Way,1,1,False,37.29995,0.0,False,False,37.29995
490G00011564,stop_area,Rickman Hill /Chipstead Valley,1,1,False,6.40586,30.88626,False,True,37.29212
490G00012678,stop_area,Steventon Road,1,1,False,22.13719,15.14828,False,True,37.285470000000004
490G00014506,stop_area,Pollards Hill / Westmorland Way,1,1,False,24.60672,12.64477,False,True,37.25149
490G00005727,stop_area,Crayford High Street,2,1,False,17.66094,19.57497,False,True,37.235910000000004
490G00013827,stop_area,Tudor Crescent,1,1,False,17.79224,19.41864,False,True,37.21088
490G00013365,stop_area,Barham Park,1,1,False,3.6667499999999995,33.54253,False,True,37.20928
490G00013545,stop_area,The Roystons,2,1,False,12.40996,24.76324,False,True,37.1732
490G00010540,stop_area,Old Farm Road,1,1,False,35.169959999999996,2.0015899999999993,False,True,37.171549999999996
490G00012012,stop_area,Seymour Court,2,1,False,12.294640000000001,24.83524,False,True,37.12988
490G00007119,stop_area,Garlies Road,2,1,False,14.26706,22.83316,False,True,37.10022
490G00019930,stop_area,The Glade (CR0),1,1,False,31.930709999999998,5.167799999999999,False,True,37.09851
490G00019477,stop_area,Warren Drive Sth/Tolworth Rise,1,1,False,1.3144799999999996,35.73505,False,True,37.049530000000004
490G00005672,stop_area,Middle Park Avenue /Court Road,2,1,False,19.089299999999998,17.95543,False,True,37.04473
490G00012101,stop_area,Shirley Park / Shirley Avenue,1,1,False,27.33309,9.69384,False,True,37.02693
490G00008379,stop_area,Horseshoe Crescent,1,1,False,19.59618,17.423189999999998,False,True,37.019369999999995
490G000288,stop_area,Princes Avenue / Tottenhall Road,1,1,False,36.26863,0.7318299999999999,False,True,37.000460000000004
490G00007113,stop_area,Garden Close (TW12),1,1,False,25.08929,11.88778,False,True,36.97707
490G00005734,stop_area,Long Reach Road,1,1,False,36.33766,0.6046099999999999,False,True,36.94227
490G00018655,stop_area,Burleigh Road / Hillingdon,1,1,False,3.1410199999999997,33.78762,False,True,36.928639999999994
490G00005983,stop_area,David Drive,2,1,False,9.383709999999999,27.52795,False,True,36.91166
490G00004647,stop_area,Bushey Road / Grand Drive,2,1,False,19.89884,16.90159,False,True,36.80043
490G00013581,stop_area,The Vicarage,1,1,False,12.766770000000001,24.02442,False,True,36.79119
490G000022,stop_area,Chigwell Road / Broadmead Road,1,1,False,0.5501099999999999,36.23602,False,True,36.78613
490G00003286,stop_area,Bury Lodge Gardens,2,1,False,16.62212,20.15091,False,True,36.77303
490G00005079,stop_area,Chelsfield Centre,2,1,False,11.54017,25.193849999999998,False,True,36.73402
