logical_hub_code,logical_hub_source,logical_hub_name,n_stops,n_lsoa,has_unmatched_stop,hub_boardings,hub_alightings,cross_lsoa,both_directions_positive,hub_total_activity
940GZZLUBXN,parent_stop_area,Brixton Station,8,2,False,31514.30086,19876.27373,True,True,51390.574590000004
490G000773,stop_area,Stratford Bus Station,7,1,False,24359.36375,16341.71527,False,True,40701.079020000005
490G000682,stop_area,North Greenwich Station,5,1,False,20277.62172,11824.784360000001,False,True,32102.40608
910GBARKING,parent_stop_area,Barking Station,4,3,False,16272.09591,12982.79061,True,True,29254.88652
490G000574,stop_area,Harrow Bus Station,5,1,False,16519.11885,12705.401249999999,False,True,29224.520099999998
910GWOLWCHA,parent_stop_area,Woolwich Arsenal Station,6,3,False,16911.11545,11520.50771,True,True,28431.623160000003
490G000642,stop_area,Elephant & Castle / London Road,5,1,False,15225.42486,12674.54694,False,True,27899.9718
940GZZLUSBC,parent_stop_area,Shepherd's Bush (Central Line),8,1,False,13545.46503,10658.51069,False,True,24203.97572
910GROMFORD,parent_stop_area,Romford Station,7,1,False,13563.93921,9329.18634,False,True,22893.12555
940GZZLUFPK,parent_stop_area,Finsbury Park Station,6,2,False,12553.91994,10085.09493,True,True,22639.01487
940GZZLUVIC,parent_stop_area,Victoria Station,8,1,False,9526.30572,12861.12949,False,True,22387.43521
490G000565,stop_area,Hammersmith Bus Station,10,1,False,11629.98782,10591.984030000001,False,True,22221.97185
490G00020252,parent_stop_area,Vauxhall Bus Station,9,1,False,11222.3173,10345.65949,False,True,21567.97679
940GZZLULVT,parent_stop_area,Liverpool Street Station,6,1,False,11177.20547,9898.1463,False,True,21075.35177
940GZZDLLEW,parent_stop_area,Lewisham Station,8,2,False,10072.528409999999,10079.411680000001,True,True,20151.94009
910GWOLWXR,stop_area,,3,1,False,12413.34555,7674.07434,False,True,20087.41989
490G000817,stop_area,Walthamstow Bus Station,6,1,False,10216.03718,9578.53984,False,True,19794.577019999997
940GZZLUEAC,parent_stop_area,Elephant & Castle Station,5,2,False,9445.19787,9999.71669,True,True,19444.914559999997
910GWMBY,parent_stop_area,Wembley Central Station,5,2,False,9522.99934,9874.40433,True,True,19397.40367
940GZZLUTCR,parent_stop_area,Tottenham Court Road Station,6,3,False,11185.62574,7429.12401,True,True,18614.74975
490G000824,stop_area,West Croydon Bus Station,6,1,False,9877.3346,8349.35617,False,True,18226.69077
910GCLPHMJC,parent_stop_area,Clapham Junction Station,5,1,False,9408.449760000001,8368.752260000001,False,True,17777.202020000004
940GZZLUAGL,parent_stop_area,Angel Station,5,3,False,9597.35791,8033.1853200000005,True,True,17630.543230000003
910GECROYDN,parent_stop_area,East Croydon Rail Station,5,2,False,10829.09246,6594.3148,True,True,17423.40726
940GZZLUWOG,parent_stop_area,Wood Green Station,4,2,False,6808.520820000001,10571.39881,True,True,17379.91963
490G00009983,stop_area,Edmonton Green Bus Station,6,1,False,7729.80473,9139.85974,False,True,16869.66447
910GSEVNSIS,parent_stop_area,Seven Sisters Station,4,2,False,10622.92755,5897.190049999999,True,True,16520.117599999998
490G00004687,stop_area,Denmark Hill /Camberwell Green,4,2,False,7299.82452,8978.63205,True,True,16278.45657
940GZZDLCGT,parent_stop_area,Canning Town,7,1,False,8919.01111,7345.12648,False,True,16264.137589999998
940GZZLUCPC,parent_stop_area,Clapham Common,6,2,False,8873.91671,7254.85626,True,True,16128.772969999998
940GZZLUHNX,parent_stop_area,Hatton Cross Station,5,1,False,8533.57452,7060.72997,False,True,15594.30449
910GHAYESAH,parent_stop_area,Hayes & Harlington Station,2,1,False,8815.229739999999,6779.06033,False,True,15594.29007
910GHTRWCBS,stop_area,,3,1,False,8223.90426,6992.3315600000005,False,True,15216.23582
490G00006412,stop_area,Eden Street,5,1,False,9344.38068,5708.64796,False,True,15053.02864
490G00007811,stop_area,Harlington Corner,3,2,False,6776.0598199999995,7889.08222,True,True,14665.142039999999
490G000462,stop_area,Clapham Junction Station / The Falcon,3,1,False,6708.13027,7956.56222,False,True,14664.69249
490G00010204,stop_area,New Cross Bus Garage,4,1,False,6786.14857,7856.13785,False,True,14642.28642
910GWIMBLDN,parent_stop_area,Wimbledon Station,3,2,False,8703.31388,5831.52827,True,True,14534.84215
910GEALINGB,parent_stop_area,Ealing Broadway Station,4,2,False,8432.60282,5705.17867,True,True,14137.781490000001
490G000162,stop_area,Hayes Town Centre,2,1,False,7351.42116,6771.03552,False,True,14122.45668
940GZZLUPCC,parent_stop_area,Piccadilly Circus,4,2,False,9142.759610000001,4882.61051,True,True,14025.370120000001
940GZZLUTPN,parent_stop_area,Turnpike Lane Station,4,3,False,4304.57909,9357.97894,True,True,13662.55803
490G00019703,stop_area,Aldwych / Drury Lane,3,1,False,7987.1672,5608.41881,False,True,13595.586009999999
490G000601,stop_area,Hounslow Bus Station,7,2,False,5283.64382,7945.0957100000005,True,True,13228.73953
940GZZLUBST,parent_stop_area,Baker Street Station,5,2,False,6387.35161,6825.56064,True,True,13212.91225
940GZZLUTBY,parent_stop_area,Tooting Broadway Station,7,4,False,2914.80703,9928.01877,True,True,12842.8258
910GSTRETHM,parent_stop_area,Streatham Station,6,2,False,5509.9741699999995,7019.741599999999,True,True,12529.715769999999
940GZZLUMDN,parent_stop_area,Morden,5,1,False,6751.49274,5505.3477299999995,False,True,12256.84047
490G000922,stop_area,London Bridge Borough High St,2,2,False,7789.18577,4257.60456,True,True,12046.79033
910GRICHMND,parent_stop_area,Richmond Station,4,1,False,7177.7409800000005,4636.43844,False,True,11814.17942
940GZZLUGGN,parent_stop_area,Golders Green Station,11,3,False,4977.99818,6695.74078,True,True,11673.738959999999
490G000804,stop_area,Trafalgar Square,8,1,False,5747.56741,5919.55452,False,True,11667.12193
490G000645,stop_area,Elephant & Castle / New Kent Road,4,1,False,4946.25077,6673.53336,False,True,11619.78413
490G00004282,stop_area,Brent Cross Shopping Centre,4,1,False,6375.59184,5199.70226,False,True,11575.2941
940GZZLUCHX,parent_stop_area,Charing Cross,3,2,False,6463.11934,5023.7086500000005,True,True,11486.827990000002
940GZZLUCTN,parent_stop_area,Camden Town Station,4,1,False,5305.39157,5986.15053,False,True,11291.542099999999
910GILFORD,parent_stop_area,Ilford Station,4,2,False,7413.77614,3864.62421,True,True,11278.40035
940GZZLUKSX,parent_stop_area,King's Cross St. Pancras Underground Station,3,2,False,6664.536969999999,4515.76333,True,True,11180.300299999999
490G000401,stop_area,Waterloo Station / Waterloo Road,3,1,False,5865.099560000001,5201.25076,False,True,11066.350320000001
940GZZLUADE,parent_stop_area,Aldgate East,5,4,False,5652.35066,5397.441159999999,True,True,11049.791819999999
490G00012241,stop_area,Southall Broadway,3,1,False,6488.297,4416.419980000001,False,True,10904.716980000001
490G00013384,stop_area,Hayes / The Grapes,4,1,False,5181.22689,5718.7258,False,True,10899.95269
940GZZLUACY,parent_stop_area,Archway Station,5,1,False,5079.31901,5769.61304,False,True,10848.93205
940GZZLUMMT,parent_stop_area,Monument,4,1,False,5851.218,4983.22108,False,True,10834.43908
490G000417,stop_area,Mitcham Road /Tooting Broadway,2,1,False,8685.76255,1959.9173,False,True,10645.67985
490G00000399,stop_area,Marble Arch Station / Park Lane,2,1,False,5991.60634,4507.94795,False,True,10499.55429
490G00013777,stop_area,Treaty Centre,4,1,False,4568.31813,5915.11673,False,True,10483.43486
940GZZLUSHH,parent_stop_area,South Harrow Station,3,1,False,5126.60264,5334.290730000001,False,True,10460.893370000002
490G00008466,stop_area,Redbridge Central Library,2,1,False,5293.95454,4999.16139,False,True,10293.11593
940GZZLUHPC,parent_stop_area,Hyde Park Corner,8,3,False,5240.43891,5017.2053,True,True,10257.644209999999
940GZZLUMRH,parent_stop_area,Manor House,7,3,False,4495.7584799999995,5641.26002,True,True,10137.018499999998
490G000812,stop_area,Victoria Bus Station,4,1,False,3053.93079,6985.932,False,True,10039.86279
490G00010878,stop_area,Peckham Library,3,2,False,4044.87563,5818.845780000001,True,True,9863.72141
940GZZLUHWT,parent_stop_area,Hounslow West Station,3,2,False,4719.82106,5124.3634999999995,True,True,9844.18456
490G000438,stop_area,Canada Water Bus Station,4,1,False,5475.4012299999995,4345.29686,False,True,9820.69809
910GBROMLYS,parent_stop_area,Bromley South Station,4,1,False,6083.5454,3432.78712,False,True,9516.33252
490G00003975,stop_area,Bexleyheath Clock Tower,4,1,False,5584.2101,3759.54115,False,True,9343.751250000001
910GOLDST,parent_stop_area,Old Street Station,5,3,False,3972.9101,5274.52958,True,True,9247.43968
490G000970,stop_area,London Bridge Bus Station,5,2,False,2782.5377200000003,6461.7606,True,True,9244.29832
490G000644,stop_area,Elephant & Castle / Newington Causeway,3,2,False,4311.15705,4906.49444,True,True,9217.65149
940GZZLUWRR,parent_stop_area,Warren Street Station,3,2,False,5759.98156,3230.69915,True,True,8990.68071
910GPUTNEY,parent_stop_area,Putney Station,6,2,False,4542.34286,4240.58317,True,True,8782.926029999999
940GZZLUMED,parent_stop_area,Mile End,5,3,False,4336.86614,4437.83399,True,True,8774.700130000001
940GZZLUEHM,parent_stop_area,East Ham Station,2,1,False,4454.71277,4255.45658,False,True,8710.16935
490G000691,stop_area,Great Titchfield Street / Oxford Circus Station,2,1,False,4880.94264,3744.63227,False,True,8625.57491
490G000389,stop_area,Angel Corner Silver Street Station,2,2,False,4506.5459,4088.93671,True,True,8595.48261
940GZZLUBLG,parent_stop_area,Bethnal Green,4,4,False,3529.449,5053.97168,True,True,8583.42068
940GZZLUWYP,parent_stop_area,Wembley Park Station,3,1,False,5060.179099999999,3435.74498,False,True,8495.924079999999
940GZZLULYN,parent_stop_area,Leyton,2,2,False,4738.70129,3745.21086,True,True,8483.91215
940GZZLUNHT,parent_stop_area,Northolt Station,2,1,False,4536.2077,3878.14275,False,True,8414.35045
490G00013259,stop_area,The Bell,3,1,False,3313.43805,5035.09842,False,True,8348.536470000001
910GEUSTON,parent_stop_area,Euston Station,6,3,False,4935.90839,3398.18898,True,True,8334.09737
910GBLCHSRD,parent_stop_area,Blackhorse Road Station,4,3,False,5143.08566,3139.2738600000002,True,True,8282.35952
490G00015443,stop_area,North Finchley Bus Station,4,1,False,4050.68329,4228.38058,False,True,8279.06387
490G000667,parent_stop_area,Tottenham Hale Bus Station,6,1,False,4901.71063,3342.41059,False,True,8244.121219999999
940GZZLUMBA,parent_stop_area,Marble Arch,4,2,False,4187.48295,3961.6111300000002,True,True,8149.09408
910GDALS,stop_area,Dalston Junction Station,5,3,False,3514.60802,4600.10577,True,True,8114.71379
490G000605,stop_area,Ilford Station / Ilford Hill,1,1,False,1507.88477,6468.2208200000005,False,True,7976.10559
490G000479,stop_area,King's Cross Stn / York Way,1,1,False,3983.19157,3979.26721,False,True,7962.45878
490G00005869,stop_area,Crystal Palace Parade,4,2,False,2275.6089500000003,5663.65011,True,True,7939.25906
490G00012761,stop_area,St Leonard's Church,2,1,False,4017.72848,3829.6722499999996,False,True,7847.400729999999
490G00004695,stop_area,Cambridge Circus,2,2,False,5293.2811,2503.0823499999997,True,True,7796.36345
490G000808,stop_area,Turnpike Lane Bus Station,4,1,False,6245.83993,1466.5335,False,True,7712.37343
490G00015299,stop_area,Camberwell Church Street / Camberwell Green,2,1,False,3510.04183,4192.253290000001,False,True,7702.295120000001
490G00009117,stop_area,Catford Rd /Lewisham Town Hall,3,1,False,4188.08684,3430.60973,False,True,7618.69657
490G00003322,stop_area,Angel Corner,5,3,False,3777.74779,3763.37252,True,True,7541.12031
490G00019793,stop_area,Stratford City Bus Station,4,1,False,4060.0641100000003,3480.5931,False,True,7540.65721
490G00012524,stop_area,Stamford Hill Broadway,6,1,False,3578.79282,3954.42351,False,True,7533.21633
490G00003083,stop_area,Acton Old Town Hall,2,2,False,3501.1187999999997,4016.7705000000005,True,True,7517.889300000001
490G00003758,stop_area,Becmead Avenue,4,2,False,3568.5766700000004,3935.99018,True,True,7504.56685
940GZZLUEGW,parent_stop_area,Edgware Station,2,2,False,1363.11113,6136.91346,True,True,7500.02459
490G000536,stop_area,Putney Bridge Station / Gonville Street,3,0,True,3598.51757,3844.93595,False,True,7443.45352
940GZZLUALD,parent_stop_area,Aldgate,3,1,False,2545.7323699999997,4838.65341,False,True,7384.38578
490G00007267,stop_area,Golders Green / Finchley Road,2,1,False,4011.53291,3319.4853299999995,False,True,7331.018239999999
490G000892,stop_area,London Road / Morden Station,3,1,False,4677.20871,2618.8338,False,True,7296.042509999999
490G00014452,stop_area,Western Road,4,1,False,4621.504569999999,2626.27508,False,True,7247.779649999999
490G00011516,stop_area,Regent Street / St James's,2,1,False,3962.66832,3227.37766,False,True,7190.045980000001
910GNEWXGTE,parent_stop_area,New Cross Gate Station,3,2,False,3589.74587,3595.0978800000003,True,True,7184.84375
490G00006379,stop_area,Old Kent Road / East Street,2,2,False,3263.67169,3826.48344,True,True,7090.15513
910GPCKHMRY,parent_stop_area,Peckham Rye Station,2,2,False,4212.41323,2803.05291,True,True,7015.46614
940GZZLUSKS,parent_stop_area,South Kensington Station,4,1,False,4344.21122,2601.4027699999997,False,True,6945.61399
490G00013736,stop_area,Tottenham Police Station,3,2,False,3139.87131,3788.0806,True,True,6927.95191
490G000878,stop_area,Gants Hill Station / Cranbrook Road,2,1,False,3318.15334,3574.8812500000004,False,True,6893.03459
490G000969,stop_area,Streatham Hill Station / Streatham Hill,3,1,False,2682.51343,4202.8182,False,True,6885.33163
940GZZLUKBY,parent_stop_area,Kingsbury Station,2,1,False,3971.63261,2909.83394,False,True,6881.46655
490G000796,stop_area,Whitechapel Station / Royal London Hospital,2,1,False,3345.2084499999996,3459.7952800000003,False,True,6805.00373
490G00003616,stop_area,Barking Town Centre,4,1,False,3370.59838,3428.58667,False,True,6799.18505
910GSHRDHST,parent_stop_area,Shoreditch High Street Station,6,3,False,3932.58892,2855.4346800000003,True,True,6788.0236
490G00010754,stop_area,Park Avenue (UB1),2,1,False,3824.40669,2935.8133099999995,False,True,6760.219999999999
490G00008962,stop_area,Uxbridge County Court,3,2,False,2702.57219,4040.1229299999995,True,True,6742.695119999999
490G00002268,stop_area,Ilford / Chapel Road,1,1,False,2715.42938,3956.90411,False,True,6672.33349
490G000627,stop_area,Lambeth Town Hall,5,2,False,3034.52348,3614.51662,True,True,6649.0401
490G00019182,stop_area,Southall / North Road,2,1,False,2672.51993,3968.2866999999997,False,True,6640.806629999999
490G00020361,stop_area,Westminster Station / Parliament Square,3,1,False,3542.27283,3088.81104,False,True,6631.08387
490G000549,stop_area,Brixton Road / Brixton Police Station,4,2,False,3842.31156,2748.93256,True,True,6591.24412
490G00002303,stop_area,Camomile Street,2,1,False,3463.85159,3089.29393,False,True,6553.14552
490G000860,stop_area,Tottenham Town Hall,3,1,False,2878.95701,3650.42798,False,True,6529.3849900000005
490G00018956,stop_area,St Thomas' Hospital / County Hall,2,1,False,4266.19535,2229.1470099999997,False,True,6495.34236
490G00007657,stop_area,Hainault Street,4,1,False,3331.15703,3005.66522,False,True,6336.822249999999
490G00007960,stop_area,Haymarket / Charles II Street,1,1,False,5791.95229,534.55137,False,True,6326.50366
490G00008833,stop_area,King Street (UB2),2,1,False,2878.1737000000003,3434.7207399999998,False,True,6312.89444
940GZZLUHCL,parent_stop_area,Hendon Central Station,5,2,False,3262.28458,3023.20651,True,True,6285.4910899999995
910GWCROYDN,parent_stop_area,West Croydon Station,4,1,False,3613.2426100000002,2664.3689400000003,False,True,6277.6115500000005
490G00012933,stop_area,Streatham / St Leonard's Church,3,2,False,2385.17865,3836.95641,True,True,6222.13506
490G00010622,stop_area,Orchard Street / Selfridges,2,1,False,4674.1622800000005,1539.57482,False,True,6213.7371
940GZZLUSGT,parent_stop_area,Southgate,6,1,False,3637.5793400000002,2543.24224,False,True,6180.82158
490G000516,stop_area,Finsbury Park Interchange,3,1,False,2778.90068,3395.54085,False,True,6174.44153
490G00019157,stop_area,Denmark Street,1,1,False,4127.70896,2021.5994699999999,False,True,6149.30843
490G00010269,stop_area,Nigel Road,2,1,False,2835.11378,3310.53986,False,True,6145.65364
940GZZLUDGY,parent_stop_area,Dagenham Heathway,2,2,False,3658.74319,2433.59582,True,True,6092.33901
490G000408,stop_area,Feltham Station / Victoria Road,2,1,False,3382.3125,2666.19281,False,True,6048.5053100000005
490G00002450,parent_stop_area,Burgess Park / Dunton Road,2,1,False,2291.75463,3636.16122,False,True,5927.915849999999
940GZZLUOVL,parent_stop_area,Oval,4,1,False,2853.38441,3038.60666,False,True,5891.99107
490G00009689,stop_area,Marquis Of Granby,2,1,False,2758.46673,3111.83026,False,True,5870.296990000001
490G00007441,stop_area,Clifton Road (UB6),3,1,False,2292.57263,3558.62038,False,True,5851.19301
490G00010218,stop_area,Newham Town Hall,5,2,False,2759.31777,3083.55091,True,True,5842.86868
490G000560,stop_area,Hackney Town Hall,2,2,False,3037.9883499999996,2798.02236,True,True,5836.01071
940GZZLUHBN,parent_stop_area,Holborn Station,3,1,False,1933.7993300000003,3807.57392,False,True,5741.373250000001
490G00009420,stop_area,Lower Marsh,2,1,False,2963.5426899999998,2759.2611399999996,False,True,5722.803829999999
490G00007768,stop_area,Hanover Park,1,1,False,3737.9686,1979.273,False,True,5717.2416
490G00009035,stop_area,Lea Bridge Roundabout,4,2,False,2118.36541,3577.07746,True,True,5695.44287
490G00010839,stop_area,Park Street,2,1,False,2054.28096,3612.67742,False,True,5666.95838
490G00003909,stop_area,Kingston / Wood Street,3,1,False,3459.88393,2202.33566,False,True,5662.219590000001
910GSDBRYHR,parent_stop_area,Sudbury & Harrow Road,3,1,False,2527.69228,3105.30904,False,True,5633.00132
490G00014501,stop_area,Westmoreland Road,4,1,False,2607.4539,2997.8004300000002,False,True,5605.25433
940GZZLUGPK,parent_stop_area,Green Park Station,3,1,False,2860.96537,2718.99862,False,True,5579.96399
490G000893,stop_area,Newington Green,2,2,False,2368.94419,3196.71487,True,True,5565.65906
910GTHTH,parent_stop_area,Thornton Heath Station,2,1,False,2846.30918,2683.02511,False,True,5529.334290000001
940GZZLUOXC,parent_stop_area,Oxford Circus Station,3,1,False,2605.00582,2828.0048,False,True,5433.01062
490G00009277,stop_area,London Hilton Hotel,3,3,False,3282.67922,2136.13045,True,True,5418.809670000001
490G00014430,stop_area,West Ealing Broadway,4,2,False,2648.89807,2731.5548,True,True,5380.45287
490G00009949,stop_area,Mitcham Fair Green,3,2,False,2325.61125,3041.4358,True,True,5367.04705
910GPADTON,parent_stop_area,Paddington Station,2,2,False,2335.50809,3016.48729,True,True,5351.99538
490G00002444,stop_area,Haven Green / Ealing Broadway Station,1,1,False,5232.77656,63.45849,False,True,5296.23505
490G00014691,stop_area,Willesden Green Library,4,3,False,2215.59778,3073.45484,True,True,5289.05262
940GZZLUHSK,parent_stop_area,High Street Kensington Station,4,3,False,2870.1423299999997,2418.12882,True,True,5288.27115
490G00004292,stop_area,Market Place Brentford,2,1,False,2380.77918,2891.78913,False,True,5272.568310000001
490G000600,stop_area,Bell Corner / Hounslow House,3,1,False,4026.96284,1209.2405899999999,False,True,5236.20343
940GZZLUALP,parent_stop_area,Alperton Station,4,2,False,2544.65127,2651.62907,True,True,5196.280339999999
490G00007497,stop_area,Green Street (E7),2,2,False,2062.70771,3090.2479000000003,True,True,5152.955610000001
910GHROW,parent_stop_area,Harrow & Wealdstone Station,4,1,False,2583.97125,2559.99786,False,True,5143.96911
490G000455,stop_area,Ealing / Christchurch,2,1,False,3155.34065,1981.31263,False,True,5136.65328
490G00006380,stop_area,East Street,5,2,False,2517.74805,2607.73635,True,True,5125.4844
490G00010877,stop_area,Peckham Bus Station,3,1,False,1768.46263,3349.64139,False,True,5118.10402
910GLNDNBDC,parent_stop_area,London Bridge Station,2,1,False,2511.43508,2601.66836,False,True,5113.103440000001
490G00000350,stop_area,Kingsway / Holborn Station,1,1,False,3626.76929,1445.39784,False,True,5072.16713
490G00003375,stop_area,White City Bus Station,5,1,False,3007.25735,2060.54388,False,True,5067.80123
490G00013282,stop_area,The Catford Centre,3,2,False,2759.24713,2292.05383,True,True,5051.3009600000005
490G00004065,stop_area,Blackheath / Royal Standard,4,2,False,2129.65603,2919.30862,True,True,5048.96465
490G00008296,stop_area,Holloway Nags Head,3,3,False,2451.994,2593.639,True,True,5045.633
490G00005520,stop_area,Colyton Way,2,2,False,2272.48024,2772.03031,True,True,5044.51055
490G00014195,stop_area,Wandsworth Town Hall,3,2,False,2258.4784099999997,2763.67465,True,True,5022.15306
490G000473,stop_area,Cricklewood Broadway,2,1,False,2365.77855,2637.0265099999997,False,True,5002.80506
490G00008450,stop_area,Marble Arch Station / Edgware Road,2,2,False,2955.84528,2039.90521,True,True,4995.75049
910GWHHRTLA,parent_stop_area,White Hart Lane Station,4,2,False,2282.502,2706.1301200000003,True,True,4988.63212
490G000932,stop_area,Archway Station / Holloway Road,2,1,False,2294.95133,2693.12453,False,True,4988.07586
940GZZLUKBN,parent_stop_area,Kilburn Station,2,2,False,2884.97735,2073.2718,True,True,4958.24915
910GDALSKLD,parent_stop_area,Dalston Kingsland Station,2,1,False,2722.77595,2185.63788,False,True,4908.41383
490G000957,stop_area,Harrow Manorway / Abbey Wood Station,1,1,False,3444.54016,1454.36855,False,True,4898.90871
490G000819,stop_area,Waterloo Bridge / South Bank,2,1,False,3303.1075199999996,1576.81073,False,True,4879.91825
490G00000352,stop_area,Fulham Broadway,2,1,False,2377.71182,2477.17014,False,True,4854.881960000001
490G00014992,stop_area,Yeading / White Hart Roundabout,2,1,False,2100.36196,2747.67728,False,True,4848.03924
490G00002436,stop_area,Stratford Centre / Moorfields Eye Hospital,2,2,False,2743.43179,2102.52094,True,True,4845.95273
490G000917,stop_area,Canary Wharf Station,2,1,False,3464.96995,1374.05195,False,True,4839.0219
940GZZLUCSD,parent_stop_area,Colliers Wood Station,5,2,False,2844.94782,1972.26647,True,True,4817.21429
910GHRGYGL,parent_stop_area,Harringay Green Lanes Station,2,2,False,2168.9584,2648.1226500000002,True,True,4817.081050000001
910GHGHI,parent_stop_area,Highbury & Islington Station,2,1,False,2780.8827300000003,1989.30259,False,True,4770.1853200000005
490G00013632,stop_area,Thornton Heath Pond,3,2,False,2180.4159,2580.13044,True,True,4760.54634
490G00008642,stop_area,St. Mark's Church Kennington,3,2,False,2130.3331,2610.6645,True,True,4740.9976
910GSTKNWNG,parent_stop_area,Stoke Newington Station,4,2,False,2126.42882,2609.19054,True,True,4735.619360000001
490G00010880,stop_area,Peckham Park Road,4,1,False,1911.01527,2819.70813,False,True,4730.7234
940GZZLUASG,parent_stop_area,Arnos Grove Station,3,1,False,2802.9222800000002,1885.66786,False,True,4688.59014
910GBRUCGRV,parent_stop_area,Bruce Grove Station,3,1,False,2264.82664,2391.32866,False,True,4656.1553
940GZZLUFYC,parent_stop_area,Finchley Central Station,4,1,False,2700.30193,1946.98884,False,True,4647.29077
490G00019763,stop_area,Streatham Hill/Christchurch Rd,1,1,False,1835.42945,2799.08619,False,True,4634.51564
910GRAYNSPK,parent_stop_area,Raynes Park,4,1,False,2343.53851,2283.58245,False,True,4627.12096
490G00008143,stop_area,Highbury Corner,3,2,False,1045.99326,3580.39591,True,True,4626.38917
490G000444,stop_area,Catford & Catford Bridge Stns,4,1,False,2564.1783100000002,2051.42582,False,True,4615.60413
910GGRVPK,parent_stop_area,Grove Park Station,4,2,False,2385.1894,2221.01389,True,True,4606.20329
490G000742,stop_area,Shepherd's Bush Green,2,1,False,2386.8179,2215.36092,False,True,4602.17882
940GZZLUUPK,parent_stop_area,Upton Park,2,2,False,2321.2684200000003,2272.42546,True,True,4593.693880000001
940GZZLUEFY,parent_stop_area,East Finchley,4,2,False,2925.68336,1649.1481999999999,True,True,4574.83156
490G00014614,stop_area,Whitgift Centre,4,2,False,2232.70252,2321.67484,True,True,4554.37736
490G00006706,stop_area,Fairfield Halls,4,2,False,2148.82453,2403.95133,True,True,4552.77586
490G00015187,stop_area,Muswell Hill,2,2,False,1677.18839,2873.0525100000004,True,True,4550.240900000001
490G000803,stop_area,Trafalgar Square/Charing Cross,2,2,False,2871.8919,1675.9139,True,True,4547.8058
940GZZLUERB,parent_stop_area,Edgware Road (Bakerloo line) Station,3,2,False,2156.83282,2390.93961,True,True,4547.77243
490G00007834,stop_area,Red Lion Square,3,1,False,2278.04065,2217.8008,False,True,4495.84145
490G00015188,stop_area,Muswell Hill Broadway,2,2,False,1757.04967,2729.74902,True,True,4486.7986900000005
490G00013805,stop_area,Southall Trinity Road,2,1,False,1936.0944499999998,2549.6713600000003,False,True,4485.76581
940GZZLULSQ,parent_stop_area,Leicester Square,2,1,False,2906.0069599999997,1564.55393,False,True,4470.56089
490G00014165,stop_area,Walthamstow Market Walthamstow,2,1,False,3240.17301,1221.94929,False,True,4462.1223
940GZZDLDEP,parent_stop_area,Deptford Bridge,5,3,False,1988.41429,2472.6215899999997,True,True,4461.035879999999
490G00013186,stop_area,Telford Avenue,4,2,False,1887.88863,2566.09477,True,True,4453.9834
490G00007758,stop_area,The Aylesham Centre,3,1,False,2218.79733,2228.72195,False,True,4447.51928
490G00009360,stop_area,Lordship Lane (N17),2,2,False,1913.13498,2527.22777,True,True,4440.36275
490G000426,stop_area,Gresham Rd /Brixton Police Stn,2,1,False,2342.15358,2063.07915,False,True,4405.23273
490G00015585,stop_area,Belmont Road,2,1,False,3.2845899999999997,4401.00296,False,True,4404.28755
490G000402,stop_area,Waterloo Station / Tenison Way,3,1,False,2753.3419599999997,1641.69539,False,True,4395.03735
490G00008764,stop_area,King's College Hospital,3,1,False,2744.60273,1649.5601,False,True,4394.16283
490G00007276,stop_area,Marquis of Granby / Goldsmiths,2,2,False,2024.579,2367.6218200000003,True,True,4392.20082
490G00019847,stop_area,Southside Shopping Centre,3,1,False,2292.66996,2081.99647,False,True,4374.66643
940GZZLUNHG,parent_stop_area,Notting Hill Gate Station,4,2,False,1371.51088,3001.76988,True,True,4373.28076
490G00005826,stop_area,Crouch End Broadway,3,1,False,1829.8191700000002,2538.30668,False,True,4368.12585
490G000456,stop_area,Forest Hill Station /London Rd,3,1,False,1998.39529,2352.73786,False,True,4351.13315
490G00006292,stop_area,Ealing Hospital,7,1,False,2055.16651,2288.2108200000002,False,True,4343.37733
490G00010323,stop_area,North Cheam / London Road,4,1,False,1812.09761,2509.9982600000003,False,True,4322.09587
490G00007573,stop_area,Grove Road (TW3),2,1,False,2088.28105,2203.80025,False,True,4292.0813
910GENFLDTN,parent_stop_area,Enfield Town Station,5,3,False,2310.03951,1975.0169600000002,True,True,4285.05647
940GZZLUPLW,parent_stop_area,Plaistow,2,2,False,2020.77092,2239.48117,True,True,4260.25209
490G000578,stop_area,Haven Green / Ealing Broadway,2,1,False,1854.6940299999999,2391.6166599999997,False,True,4246.310689999999
490G000730,stop_area,Manor House Stn / Woodberry Grove,1,1,False,2281.3836,1940.36526,False,True,4221.74886
490G00006456,stop_area,Egerton Road (N16),2,1,False,1853.69813,2359.68606,False,True,4213.38419
940GZZLULAD,parent_stop_area,Ladbroke Grove,2,2,False,2196.14538,2005.7994999999999,True,True,4201.94488
490G00009461,stop_area,Brampton Park Road,3,2,False,2691.23158,1505.3575999999998,True,True,4196.58918
490G00006360,stop_area,High Street North East Ham,2,1,False,1458.2754,2736.35979,False,True,4194.63519
490G00005340,stop_area,Clapton Pond,3,3,False,1693.53248,2494.30194,True,True,4187.83442
490G000832,stop_area,Whitehall / Trafalgar Square,2,1,False,2858.6918,1322.1837699999999,False,True,4180.87557
490G00007803,stop_area,Harlesden Jubilee Clock,2,2,False,2021.52835,2158.93683,True,True,4180.46518
490G00019892,stop_area,High Street /Orpington War Memorial,2,1,False,2025.4929,2137.01918,False,True,4162.5120799999995
490G00008739,stop_area,King Edward's Road,2,2,False,2164.77372,1985.25701,True,True,4150.03073
