lsoa,boardings,alightings,total_activity,direction_ratio,exact_direction_zero,near_zero_ratio_lt_0_01,hub_split_supported,supporting_hubs,missing_direction,eligible_two_direction_clustering,exclusion_reason
E01000809,96.36091,82.07466,178.43556999999998,0.8517422676892528,False,False,False,,,True,
E01000810,9.28355,30.24561,39.52916,0.30693875904635415,False,False,False,,,True,
E01000811,0.2767799999999998,0.5269199999999999,0.8036999999999997,0.5252789797312681,False,False,False,,,True,
E01000813,117.96397999999999,226.48604,344.45002,0.5208443752206537,False,False,False,,,True,
E01000815,12.92541,32.01676,44.94217,0.4037076206336931,False,False,False,,,True,
E01000816,35.42189,85.14083,120.56271999999998,0.41603881474963306,False,False,False,,,True,
E01000818,14.42386,17.956879999999998,32.380739999999996,0.8032497850406084,False,False,False,,,True,
E01000819,444.39943,866.10422,1310.50365,0.5131015641512519,False,False,False,,,True,
E01000820,94.33088,117.80425,212.13513,0.8007425878098625,False,False,False,,,True,
E01000822,120.50396,120.40218999999999,240.90615,0.9991554634387118,False,False,False,,,True,
E01000823,69.68776,127.45738999999999,197.14515,0.5467533895053084,False,False,False,,,True,
E01000824,192.68291,438.51851,631.20142,0.4393951580287911,False,False,False,,,True,
E01000825,19.43772,25.02236,44.46008,0.7768140175427097,False,False,False,,,True,
E01000826,26.57463,24.611659999999997,51.18629,0.9261336846458444,False,False,False,,,True,
E01000827,210.23366,507.46235,717.69601,0.4142842518267611,False,False,False,,,True,
E01000828,145.64185,179.71993,325.36178,0.8103822987244653,False,False,False,,,True,
E01000829,16.194779999999998,11.212029999999999,27.406809999999997,0.692323699364857,False,False,False,,,True,
E01000830,42.12802,58.19675,100.32477,0.7238895642797922,False,False,False,,,True,
E01000831,23.71097,50.22276,73.93373,0.47211602866907354,False,False,False,,,True,
E01000832,185.18882,192.97027,378.15909,0.9596753945568921,False,False,False,,,True,
E01000834,42.71003999999999,87.4679,130.17793999999998,0.4882938769537166,False,False,False,,,True,
E01000835,541.16554,565.1226,1106.28814,0.9576073227296165,False,False,False,,,True,
E01000837,72.71492,65.68854999999999,138.40347,0.9033710000643608,False,False,False,,,True,
E01000838,177.93407,253.22599,431.16006,0.7026690664729951,False,False,False,,,True,
E01000840,88.1301,97.57704,185.70713999999998,0.903184806589747,False,False,False,,,True,
E01000841,18.02646,26.93043,44.95689,0.6693714136759049,False,False,False,,,True,
E01000843,55.44265,61.85749,117.30014,0.8962964711306586,False,False,False,,,True,
E01000844,3.7773299999999996,37.55672,41.33405,0.10057667442737278,False,False,False,,,True,
E01000845,35.25385,36.3801,71.63395,0.9690421411705851,False,False,False,,,True,
E01000846,210.82907,236.17672,447.00579,0.8926750697528529,False,False,False,,,True,
E01000847,91.88313,39.83586,131.71899,0.43354922715410327,False,False,False,,,True,
E01000848,436.99469,116.07941,553.0741,0.2656311681956593,False,False,False,,,True,
E01000849,362.41038000000003,799.3841600000001,1161.79454,0.4533619730468515,False,False,False,,,True,
E01000850,4786.89089,3516.32471,8303.2156,0.7345738164506189,False,False,False,,,True,
E01000851,288.21184,379.56802999999996,667.77987,0.7593153722667318,False,False,False,,,True,
E01000855,2486.6097,3434.3419400000002,5920.95164,0.7240425512201618,False,False,False,,,True,
E01000856,4959.61326,2826.79995,7786.413210000001,0.569963785845673,False,False,False,,,True,
E01000858,1092.57861,759.1296600000001,1851.70827,0.6948055298281924,False,False,False,,,True,
E01000860,94.50138,82.13771,176.63909,0.8691694237692613,False,False,False,,,True,
E01000861,1186.37608,836.76325,2023.13933,0.7053102840711353,False,False,False,,,True,
E01000862,170.31055,143.93612,314.24667,0.8451391883826339,False,False,False,,,True,
E01000863,7481.61864,8310.53867,15792.157309999999,0.9002567627785312,False,False,False,,,True,
E01000867,878.94875,1427.6575500000001,2306.6063000000004,0.6156579706386871,False,False,False,,,True,
E01000868,300.58497,622.89392,923.47889,0.48256205486802634,False,False,False,,,True,
E01000869,540.163,1641.4986,2181.6616,0.3290669879340744,False,False,False,,,True,
E01000871,438.05912,696.15341,1134.21253,0.6292565887165589,False,False,False,,,True,
E01000872,839.37256,342.25336,1181.62592,0.40774904531070205,False,False,False,,,True,
E01000873,95.62373,67.65679,163.28052,0.7075313836847821,False,False,False,,,True,
E01000874,82.7125,133.60439,216.31689,0.6190851962274594,False,False,False,,,True,
E01000875,223.80729,283.44965,507.25694,0.7895839349245977,False,False,False,,,True,
E01000876,378.2817,1148.30683,1526.58853,0.3294256292109662,False,False,False,,,True,
E01000877,686.50643,670.15972,1356.66615,0.976188555145798,False,False,False,,,True,
E01000878,38.31211,32.87775,71.18986,0.8581555544708971,False,False,False,,,True,
E01000879,91.46607,70.2296,161.69567,0.7678213352776609,False,False,False,,,True,
E01000880,224.0836,247.93646999999999,472.02007,0.9037944276612473,False,False,False,,,True,
E01000881,210.00322,368.28592,578.28914,0.5702178894050579,False,False,False,,,True,
E01000882,33.709019999999995,47.35805,81.06707,0.7117907092880724,False,False,False,,,True,
E01000883,602.96813,652.79238,1255.76051,0.923675196698834,False,False,False,,,True,
E01000884,180.99776,105.21646999999999,286.21423,0.5813136582463783,False,False,False,,,True,
E01000886,171.68175000000002,227.21902,398.90077,0.7555782522079358,False,False,False,,,True,
E01000887,699.4267600000001,932.56984,1631.9966,0.7499993351704362,False,False,False,,,True,
E01000888,223.16105,181.06766,404.22871,0.8113766268800043,False,False,False,,,True,
E01000890,158.19324,533.95358,692.1468199999999,0.2962677766857561,False,False,False,,,True,
E01000891,228.65495,25.377689999999998,254.03264000000001,0.11098683846555693,False,False,False,,,True,
E01000895,583.37028,377.61985,960.9901299999999,0.6473073156897879,False,False,False,,,True,
E01000896,137.68453,412.92962,550.61415,0.33343340688420464,False,False,False,,,True,
E01000897,137.76236,106.50407,244.26643,0.7730999236656515,False,False,False,,,True,
E01000898,1315.02742,772.31887,2087.34629,0.5873024837763459,False,False,False,,,True,
E01000899,411.1947,234.43496,645.6296600000001,0.5701312784430344,False,False,False,,,True,
E01000900,566.56845,857.5704800000001,1424.13893,0.6606669226767227,False,False,False,,,True,
E01000901,111.76915,58.08363,169.85278,0.5196749729241029,False,False,False,,,True,
E01000902,82.81577,8.98302,91.79879,0.10846992064434105,False,False,False,,,True,
E01000903,111.21641,392.81683000000004,504.03324000000003,0.28312536914469777,False,False,False,,,True,
E01000904,1057.7762500000001,899.56572,1957.3419700000002,0.8504310056120091,False,False,False,,,True,
E01000905,25.13759,46.51285,71.65044,0.5404439848342985,False,False,False,,,True,
E01000906,497.62429999999995,713.77229,1211.3965899999998,0.6971751453113989,False,False,False,,,True,
E01000907,7.92409,94.95080999999999,102.8749,0.08345468564196556,False,False,False,,,True,
E01000908,60.73379,69.51566,130.24945,0.8736706232811428,False,False,False,,,True,
E01000909,589.25631,883.43612,1472.69243,0.667005000882237,False,False,False,,,True,
E01000911,28.552459999999996,87.53766,116.09012,0.3261734435213369,False,False,False,,,True,
E01000912,668.88734,1191.86943,1860.75677,0.5612085713113726,False,False,False,,,True,
E01000913,318.12494000000004,451.44293,769.5678700000001,0.7046847316891197,False,False,False,,,True,
E01000914,12522.5898,11509.65864,24032.24844,0.9191116872645625,False,False,False,,,True,
E01000916,554.79193,847.52116,1402.31309,0.6546054024185072,False,False,False,,,True,
E01000917,509.37901999999997,527.41273,1036.7917499999999,0.9658072151576621,False,False,False,,,True,
E01000918,2366.28135,1135.08704,3501.36839,0.47969234089598,False,False,False,,,True,
E01000919,7992.658880000001,6280.48821,14273.147090000002,0.7857820913282865,False,False,False,,,True,
E01000920,1073.93998,980.8039299999999,2054.74391,0.9132762987369181,False,False,False,,,True,
E01000921,476.43397,841.5541400000001,1317.98811,0.5661358519369888,False,False,False,,,True,
E01000922,708.54959,637.04883,1345.5984199999998,0.8990885592072673,False,False,False,,,True,
E01000924,126.36053000000001,371.85612,498.21664999999996,0.33981027393068053,False,False,False,,,True,
E01000925,122.68856,52.3857,175.07425999999998,0.4269811301069961,False,False,False,,,True,
E01000926,235.45635,603.8357100000001,839.29206,0.38993445750334965,False,False,False,,,True,
E01000927,1017.94621,1152.55584,2170.50205,0.8832077151246746,False,False,False,,,True,
E01000928,894.2824599999999,813.01688,1707.29934,0.9091276150043244,False,False,False,,,True,
E01000929,574.55596,623.63423,1198.19019,0.9213027963522785,False,False,False,,,True,
E01000930,697.15525,1103.0453400000001,1800.2005900000001,0.6320277369559442,False,False,False,,,True,
E01000931,886.87814,960.64994,1847.52808,0.9232063658901598,False,False,False,,,True,
E01000932,289.01698,564.74607,853.76305,0.5117644820441158,False,False,False,,,True,
E01000933,1761.4099700000002,1729.09764,3490.50761,0.9816554177901013,False,False,False,,,True,
E01000934,190.29012,188.27008,378.5602,0.9893844199583247,False,False,False,,,True,
E01000935,132.00751,218.38272999999998,350.39023999999995,0.6044777899790886,False,False,False,,,True,
E01000938,1416.52132,2561.51109,3978.03241,0.5530022202636647,False,False,False,,,True,
E01000942,2539.89376,2093.00782,4632.90158,0.8240532942606229,False,False,False,,,True,
E01000946,475.24452,1580.72117,2055.96569,0.30065044298736127,False,False,False,,,True,
E01000947,2971.67059,3341.22931,6312.8999,0.8893943858046666,False,False,False,,,True,
E01000948,236.21502999999998,75.26366,311.47869,0.3186235016459368,False,False,False,,,True,
E01000952,20.99205,119.03193,140.02398,0.17635646166536995,False,False,False,,,True,
E01000954,209.10144,84.47484,293.57628,0.403989757315875,False,False,False,,,True,
E01000955,65.10943,140.46172,205.57115000000002,0.46353860681757275,False,False,False,,,True,
E01000956,2802.0649,1691.66942,4493.73432,0.6037224262721396,False,False,False,,,True,
E01000957,35.02706,13.81739,48.844449999999995,0.39447758390227444,False,False,False,,,True,
E01000958,68.78718,91.68290999999999,160.47009,0.7502726516861213,False,False,False,,,True,
E01000959,1365.80125,1093.35689,2459.15814,0.8005241538620645,False,False,False,,,True,
E01000960,2666.27221,2238.50011,4904.77232,0.8395617302705938,False,False,False,,,True,
E01000963,1802.59205,2173.75544,3976.34749,0.8292524618132756,False,False,False,,,True,
E01000964,25.534119999999998,15.26846,40.80258,0.5979630392588426,False,False,False,,,True,
E01000965,14.043289999999999,52.43289,66.47618,0.267833605967552,False,False,False,,,True,
E01000969,1070.96971,982.1718,2053.14151,0.9170864412215728,False,False,False,,,True,
E01000970,25.64657,23.9382,49.58477,0.933387973518486,False,False,False,,,True,
E01000972,1238.80681,669.93605,1908.74286,0.5407913845743227,False,False,False,,,True,
E01000973,1816.73107,1959.8505,3776.5815700000003,0.9269743125814954,False,False,False,,,True,
E01000974,501.9485,765.96327,1267.91177,0.6553166707327885,False,False,False,,,True,
E01000975,7482.879199999999,1686.13347,9169.01267,0.22533217828773716,False,False,False,,,True,
E01000976,627.99729,1048.6827600000001,1676.6800500000002,0.5988439153896264,False,False,False,,,True,
E01000977,256.55503999999996,475.43397000000004,731.98901,0.5396228628762054,False,False,False,,,True,
E01000978,119.99558999999999,243.47605,363.47164,0.4928435055521888,False,False,False,,,True,
E01000979,238.97743,504.93249000000003,743.90992,0.47328590402253573,False,False,False,,,True,
E01000980,99.23032,277.09088,376.32120000000003,0.35811470951335533,False,False,False,,,True,
E01000981,130.76562,202.4689,333.23452,0.6458553387705471,False,False,False,,,True,
E01000982,70.70318,48.53648,119.23966,0.6864822770347812,False,False,False,,,True,
E01000983,87.46973,214.99094,302.46067,0.4068530980886916,False,False,False,,,True,
E01000984,129.30081,302.15391,431.45472,0.4279302889047506,False,False,False,,,True,
E01000985,111.48383,91.40737999999999,202.89121,0.8199160362538674,False,False,False,,,True,
E01000986,106.5012,51.02589,157.52709,0.4791109395950468,False,False,False,,,True,
E01000989,17.191,42.20891,59.399910000000006,0.407283675413556,False,False,False,,,True,
E01000990,6.58761,50.47658,57.064189999999996,0.13050824758729693,False,False,False,,,True,
E01000991,20.23799,56.20641,76.4444,0.360065515659157,False,False,False,,,True,
E01000992,451.38851,576.91755,1028.30606,0.7824142461951452,False,False,False,,,True,
E01000993,180.95559,210.0088,390.96439,0.8616571781753907,False,False,False,,,True,
E01000994,111.22057,198.07474000000002,309.29531000000003,0.5615080953785424,False,False,False,,,True,
E01000995,135.76914,68.36595,204.13509,0.503545577441236,False,False,False,,,True,
E01000997,308.11923,510.85909000000004,818.97832,0.6031393705845578,False,False,False,,,True,
E01000998,370.15126,516.57238,886.7236399999999,0.7165525574557432,False,False,False,,,True,
E01001000,472.71941000000004,480.31517,953.03458,0.9841858836147108,False,False,False,,,True,
E01001003,126.00711,270.65627,396.66338,0.46556139268452934,False,False,False,,,True,
E01001004,145.30104,397.17053,542.4715699999999,0.3658404363485881,False,False,False,,,True,
E01001005,300.08974,1010.30154,1310.39128,0.2970298748629048,False,False,False,,,True,
E01001006,162.50628,170.76615,333.27243,0.9516305192803141,False,False,False,,,True,
E01001007,307.72765,274.43105,582.1587,0.8917984782972868,False,False,False,,,True,
E01001008,229.68747000000002,326.97907000000004,556.66654,0.7024531264340559,False,False,False,,,True,
E01001010,823.63786,536.42079,1360.05865,0.6512823366327526,False,False,False,,,True,
E01001011,1976.17383,2713.5995300000004,4689.77336,0.7282481472127907,False,False,False,,,True,
E01001013,4510.11382,3119.63236,7629.74618,0.6916970357080701,False,False,False,,,True,
E01001015,216.89482999999998,356.78825,573.68308,0.6079091169622317,False,False,False,,,True,
E01001016,77.55727999999999,244.66512999999998,322.22240999999997,0.316993598556525,False,False,False,,,True,
E01001018,244.93194999999997,477.84754,722.7794899999999,0.5125734245696859,False,False,False,,,True,
E01001019,54.37772,109.01191,163.38963,0.49882366064405254,False,False,False,,,True,
E01001020,155.74628,210.27412,366.0204,0.740682115326413,False,False,False,,,True,
E01001021,57.15871,151.80271,208.96141999999998,0.37653286953836335,False,False,False,,,True,
E01001022,30.45273,81.7595,112.21223,0.37246717506834065,False,False,False,,,True,
E01001023,1355.23035,1286.33338,2641.56373,0.9491621701063586,False,False,False,,,True,
E01001024,31.33936,54.556039999999996,85.8954,0.5744434530072198,False,False,False,,,True,
E01001025,59.3685,53.08912,112.45761999999999,0.8942304420694477,False,False,False,,,True,
E01001026,43.70834,124.44986,168.1582,0.35121244812971264,False,False,False,,,True,
E01001027,47.79273,83.5758,131.36853,0.5718489084160726,False,False,False,,,True,
E01001028,32.56796,55.72636,88.29432,0.5844264724988317,False,False,False,,,True,
E01001029,207.81294,58.77513999999999,266.58808,0.28282714252538843,False,False,False,,,True,
E01001030,1.91817,9.2614,11.17957,0.20711447513334916,False,False,False,,,True,
E01001031,33.9461,35.960679999999996,69.90678,0.9439782562509943,False,False,False,,,True,
E01001032,62.423730000000006,54.2271,116.65083000000001,0.8686936842767966,False,False,False,,,True,
E01001033,451.07839,952.10479,1403.18318,0.47376968873352693,False,False,False,,,True,
E01001034,258.33167000000003,360.51486,618.84653,0.716563167465552,False,False,False,,,True,
E01001035,189.74609999999998,549.2490700000001,738.99517,0.34546458130552676,False,False,False,,,True,
E01001036,69.46323,275.74766999999997,345.2109,0.25190867433258823,False,False,False,,,True,
E01001037,479.29735,869.9789,1349.27625,0.5509298558850105,False,False,False,,,True,
E01001038,334.19037,321.7653,655.95567,0.9628203828853598,False,False,False,,,True,
E01001039,24.64375,55.44334,80.08709,0.44448530698186656,False,False,False,,,True,
E01001040,105.83008000000001,386.45694000000003,492.28702000000004,0.27384701643603554,False,False,False,,,True,
E01001041,750.44055,727.13949,1477.58004,0.9689501586767932,False,False,False,,,True,
E01001042,1011.00593,615.98864,1626.99457,0.6092829148885408,False,False,False,,,True,
E01001044,275.58191999999997,252.92748,528.5093999999999,0.9177941716931214,False,False,False,,,True,
E01001047,42.17114,83.76358,125.93472,0.5034543652503869,False,False,False,,,True,
E01001049,176.32976,343.50467,519.83443,0.5133256558054946,False,False,False,,,True,
E01001050,424.41649,315.61007,740.02656,0.7436329111529102,False,False,False,,,True,
E01001051,134.19051,362.63743,496.82794,0.3700404285349143,False,False,False,,,True,
E01001052,164.72518,296.87293999999997,461.59812,0.5548676144076992,False,False,False,,,True,
E01001053,152.822,299.55254,452.37454,0.5101675986456332,False,False,False,,,True,
E01001054,238.14066,328.93261,567.07327,0.7239800882010452,False,False,False,,,True,
E01001055,256.67809,490.50566,747.1837499999999,0.5232928199034441,False,False,False,,,True,
E01001057,53.60225,32.66379,86.26604,0.6093734871204101,False,False,False,,,True,
E01001058,45.976789999999994,151.14628,197.12306999999998,0.304187373979697,False,False,False,,,True,
E01001059,47.690659999999994,146.89528,194.58594,0.32465753834976857,False,False,False,,,True,
E01001060,90.31161,281.79216,372.10377000000005,0.32049014422544614,False,False,False,,,True,
E01001061,204.8528,221.40663999999998,426.25944,0.9252333173024984,False,False,False,,,True,
E01001062,541.81071,722.51931,1264.3300199999999,0.7498909752322052,False,False,False,,,True,
E01001063,388.75347,273.30622999999997,662.0597,0.703032258464471,False,False,False,,,True,
E01001064,353.46582,628.10427,981.57009,0.5627502261686582,False,False,False,,,True,
E01001065,1529.14662,1516.8966899999998,3046.04331,0.9919890415740512,False,False,False,,,True,
E01001066,29.82667,397.62519,427.45185999999995,0.07501202325737964,False,False,False,,,True,
E01001067,10.97762,50.05983,61.03745,0.21928999758888515,False,False,False,,,True,
E01001068,49.11918,105.4974,154.61658,0.4655961189564861,False,False,False,,,True,
E01001069,17.010620000000003,12.63036,29.640980000000003,0.7424985097544944,False,False,False,,,True,
E01001070,81.84933000000001,256.27043,338.11976,0.31938655583478753,False,False,False,,,True,
E01001071,56.19052,110.37158,166.5621,0.5091031586210871,False,False,False,,,True,
E01001073,21.41854,64.06475999999999,85.48329999999999,0.334326390983124,False,False,False,,,True,
E01001074,471.52502,859.18416,1330.70918,0.5488055319828056,False,False,False,,,True,
E01001075,215.98666,346.3107,562.29736,0.6236788525448391,False,False,False,,,True,
E01001076,312.75957999999997,455.34341,768.10299,0.6868652826226254,False,False,False,,,True,
E01001077,29.79894,108.25309999999999,138.05203999999998,0.27527100840530205,False,False,False,,,True,
E01001078,285.28638,169.76439,455.05077,0.5950665783624159,False,False,False,,,True,
E01001079,215.88490000000002,479.81675,695.70165,0.4499319792399911,False,False,False,,,True,
E01001080,213.62804999999997,217.14359000000002,430.77164,0.9838100677989157,False,False,False,,,True,
E01001081,122.71674999999999,273.54889,396.26563999999996,0.4486099358692335,False,False,False,,,True,
E01001082,72.91458,141.18216999999999,214.09675,0.5164574251833642,False,False,False,,,True,
E01001083,310.80039,491.03164,801.83203,0.6329538968201723,False,False,False,,,True,
E01001084,814.66811,1014.5867400000001,1829.25485,0.8029556053531706,False,False,False,,,True,
E01001085,1046.33902,1022.39093,2068.72995,0.9771124945717882,False,False,False,,,True,
E01001087,1848.2813,2029.95401,3878.23531,0.9105040266404854,False,False,False,,,True,
E01001089,181.23265,213.9526,395.18525,0.8470691639176154,False,False,False,,,True,
E01001090,127.77623,296.57313,424.34936,0.43084223442629477,False,False,False,,,True,
E01001091,188.35714,142.58547,330.94260999999995,0.7569953015850633,False,False,False,,,True,
E01001092,49.34868,99.75126999999999,149.09994999999998,0.4947173103660736,False,False,False,,,True,
E01001093,288.89364,245.613,534.5066400000001,0.850184863882777,False,False,False,,,True,
E01001094,173.67167,234.18229,407.85396000000003,0.7416088979230667,False,False,False,,,True,
E01001095,442.08711,589.96544,1032.0525499999999,0.7493440802227331,False,False,False,,,True,
E01001096,1.67484,1.8971299999999998,3.57197,0.8828282721795556,False,False,False,,,True,
E01001097,4470.2554,4283.87309,8754.12849,0.9583061160219168,False,False,False,,,True,
E01001099,75.77211,153.99954000000002,229.77165000000002,0.49202815800618616,False,False,False,,,True,
E01001101,6.86377,6.817609999999999,13.681379999999999,0.993274832927094,False,False,False,,,True,
E01001102,199.39171,221.25647,420.64818,0.9011791158016756,False,False,False,,,True,
E01001103,66.93332,131.61418,198.5475,0.508557056694043,False,False,False,,,True,
E01001104,70.37881,131.84421,202.22302000000002,0.5338028116668908,False,False,False,,,True,
E01001105,78.07851000000001,189.16505999999998,267.24357,0.4127533382750494,False,False,False,,,True,
E01001106,127.01722000000001,113.1371,240.15432,0.8907225335273438,False,False,False,,,True,
E01001107,21.535549999999997,18.874249999999996,40.40979999999999,0.876422937886425,False,False,False,,,True,
E01001108,44.87929,92.63235,137.51164,0.48448830241271,False,False,False,,,True,
E01001109,239.78385,294.03803,533.82188,0.8154858403860208,False,False,False,,,True,
E01001110,519.18223,767.3676,1286.54983,0.6765756464046696,False,False,False,,,True,
E01001111,791.30518,1230.53212,2021.8373000000001,0.6430593457406052,False,False,False,,,True,
E01001112,280.71047999999996,438.10884,718.81932,0.6407322892640103,False,False,False,,,True,
E01001113,308.6913,135.43962,444.13092,0.43875425060570217,False,False,False,,,True,
E01001114,611.03635,835.904,1446.9403499999999,0.7309886661626215,False,False,False,,,True,
E01001115,75.30648,112.38558,187.69206,0.6700724416780159,False,False,False,,,True,
E01001116,343.03331000000003,876.3457,1219.37901,0.391436062275424,False,False,False,,,True,
E01001118,1193.91193,1200.12508,2394.03701,0.9948229146248656,False,False,False,,,True,
E01001119,64.67186,150.33308,215.00493999999998,0.4301904810305223,False,False,False,,,True,
E01001120,47.64975,12.01198,59.66173,0.2520890455878572,False,False,False,,,True,
E01001121,41.92655,73.61795000000001,115.5445,0.5695153152186389,False,False,False,,,True,
E01001122,105.24562,275.50287,380.74848999999995,0.38201278992120846,False,False,False,,,True,
E01001123,31.20037,186.17753,217.37789999999998,0.167583972136702,False,False,False,,,True,
E01001124,43.565709999999996,30.083859999999994,73.64956999999998,0.6905398764303393,False,False,False,,,True,
E01001125,871.9151300000001,1040.85545,1912.77058,0.8376908916603166,False,False,False,,,True,
E01001126,135.91733,74.87899,210.79631999999998,0.550915692649348,False,False,False,,,True,
E01001127,220.80811,631.54795,852.3560600000001,0.3496300003823938,False,False,False,,,True,
E01001129,62.826359999999994,132.94713,195.77348999999998,0.47256650068339195,False,False,False,,,True,
E01001130,124.13207,263.83844,387.97051,0.4704851575077536,False,False,False,,,True,
E01001132,62.15407999999999,92.97859,155.13267,0.6684773344056949,False,False,False,,,True,
E01001133,49.965559999999996,184.07189,234.03744999999998,0.27144590083798237,False,False,False,,,True,
E01001134,249.16441,747.26412,996.42853,0.3334355328073292,False,False,False,,,True,
E01001135,571.73059,739.87324,1311.60383,0.7727412738971341,False,False,False,,,True,
E01001136,2547.53935,2829.59219,5377.13154,0.9003203214241272,False,False,False,,,True,
E01001137,386.75146,640.5506399999999,1027.3020999999999,0.6037796793084151,False,False,False,,,True,
E01001138,84.37252000000001,124.33791,208.71043,0.6785743784819932,False,False,False,,,True,
E01001139,439.50505,766.14133,1205.6463800000001,0.5736605411954475,False,False,False,,,True,
E01001140,103.76668,310.39714000000004,414.16382000000004,0.33430295137384314,False,False,False,,,True,
E01001142,329.91112999999996,396.98505,726.89618,0.8310416979178434,False,False,False,,,True,
E01001143,251.70629,259.1605,510.86679000000004,0.9712370905288421,False,False,False,,,True,
E01001144,27.18279,15.843559999999998,43.02635,0.5828526063733708,False,False,False,,,True,
E01001145,680.98689,455.51628,1136.50317,0.6689060930380025,False,False,False,,,True,
E01001147,534.08871,955.9261,1490.0148100000001,0.5587133879909755,False,False,False,,,True,
E01001148,109.86193,149.60334999999998,259.46528,0.7343547453984153,False,False,False,,,True,
E01001149,66.8951,203.57074,270.46584,0.32860862027617527,False,False,False,,,True,
E01001150,92.73316,181.08665,273.81980999999996,0.5120927467596313,False,False,False,,,True,
E01001151,100.32282000000001,289.01375,389.33657000000005,0.347121270181782,False,False,False,,,True,
E01001152,495.53062,599.3986,1094.92922,0.8267130086723593,False,False,False,,,True,
E01001154,211.08576,323.85717,534.9429299999999,0.6517865885136958,False,False,False,,,True,
E01001155,3729.39921,3806.44426,7535.84347,0.9797593121723527,False,False,False,,,True,
E01001156,683.90864,1342.58231,2026.4909499999999,0.5093979228729746,False,False,False,,,True,
E01001157,616.8497600000001,735.2187799999999,1352.06854,0.8390016370365296,False,False,False,,,True,
E01001158,322.76381,392.41798,715.18179,0.8225000546611039,False,False,False,,,True,
E01001159,364.49152,596.16963,960.6611499999999,0.611388943110034,False,False,False,,,True,
E01001162,206.03781999999998,488.00026,694.03808,0.42220842259387314,False,False,False,,,True,
E01001163,67.45733999999999,60.21414,127.67147999999999,0.892625472632037,False,False,False,,,True,
E01001164,1699.56339,1901.80887,3601.37226,0.8936562536907297,False,False,False,,,True,
E01001165,373.54286,535.82551,909.36837,0.6971352670387044,False,False,False,,,True,
E01001166,273.06584,357.2085,630.2743399999999,0.7644438472208808,False,False,False,,,True,
E01001167,1028.4679099999998,1186.71933,2215.1872399999997,0.8666479798555231,False,False,False,,,True,
E01001168,210.44771,204.04788,414.49559,0.9695894528859449,False,False,False,,,True,
E01001169,88.42303,4.86663,93.28966,0.055038037036278895,False,False,False,,,True,
E01001170,961.49837,1067.16987,2028.66824,0.9009796818945048,False,False,False,,,True,
E01001171,230.75976,580.94728,811.70704,0.3972129106104086,False,False,False,,,True,
E01001172,773.37505,646.37619,1419.75124,0.8357861945507551,False,False,False,,,True,
E01001173,379.93299,521.9621,901.89509,0.7278938260076738,False,False,False,,,True,
E01001175,167.65735,198.56003,366.21738000000005,0.8443660589696728,False,False,False,,,True,
E01001176,211.83984999999998,640.34129,852.1811399999999,0.3308233489050815,False,False,False,,,True,
E01001177,216.45276,474.57612,691.0288800000001,0.45609703244234034,False,False,False,,,True,
E01001178,2966.25809,3654.81718,6621.075269999999,0.8116023165897452,False,False,False,,,True,
E01001180,275.37684,547.96469,823.34153,0.5025448628815846,False,False,False,,,True,
E01001181,602.97398,432.40573,1035.37971,0.7171217073081662,False,False,False,,,True,
E01001182,1055.7663400000001,1754.40065,2810.16699,0.6017817765856391,False,False,False,,,True,
E01001183,3310.51154,4275.26716,7585.778700000001,0.7743402730415565,False,False,False,,,True,
E01001185,187.28988999999999,327.65846999999997,514.94836,0.5716009416756417,False,False,False,,,True,
E01001186,682.95758,812.1297,1495.08728,0.8409464399590362,False,False,False,,,True,
E01001187,93.07976,255.17146,348.25122,0.3647733958962338,False,False,False,,,True,
E01001191,440.97478,783.62607,1224.60085,0.5627362295386625,False,False,False,,,True,
E01001192,203.39329999999998,214.92912,418.32241999999997,0.9463273287491242,False,False,False,,,True,
E01001193,115.46009000000001,262.6927,378.15279,0.4395253084687927,False,False,False,,,True,
E01001195,73.05908,144.59091,217.64999,0.505281279438659,False,False,False,,,True,
E01001196,338.07906,432.34087999999997,770.41994,0.7819733817445161,False,False,False,,,True,
E01001197,78.34595,138.469,216.81495,0.5658013707039121,False,False,False,,,True,
E01001199,329.62777,341.61861999999996,671.24639,0.9648998933371958,False,False,False,,,True,
E01001202,526.2523699999999,298.07146,824.3238299999999,0.5664040239856782,False,False,False,,,True,
E01001203,1370.11928,2049.3907600000002,3419.51004,0.6685495546979043,False,False,False,,,True,
E01001204,47.51445,157.58092,205.09537,0.30152413122096255,False,False,False,,,True,
E01001205,101.58579,147.61951,249.2053,0.6881596477322002,False,False,False,,,True,
E01001206,130.0621,281.87082,411.93291999999997,0.4614244922549982,False,False,False,,,True,
E01001207,174.48559999999998,239.65293,414.13852999999995,0.7280762225606838,False,False,False,,,True,
E01001208,669.0785,1039.69693,1708.7754300000001,0.6435322454977336,False,False,False,,,True,
E01001209,461.68584,562.38329,1024.0691299999999,0.8209451600171122,False,False,False,,,True,
E01001210,329.5471,569.86823,899.41533,0.5782864926511169,False,False,False,,,True,
E01001211,39.48352,434.30163000000005,473.78515000000004,0.09091266823014225,False,False,False,,,True,
E01001212,304.55334,481.00398,785.55732,0.6331617879752263,False,False,False,,,True,
E01001213,114.12648,42.497609999999995,156.62409,0.37237291468202643,False,False,False,,,True,
E01001214,426.84168999999997,758.39152,1185.2332099999999,0.562824977262404,False,False,False,,,True,
E01001215,1592.51062,1408.2593299999999,3000.76995,0.8843013743920903,False,False,False,,,True,
