lsoa,boardings_audit,alightings_audit,total_activity,direction_ratio,exact_direction_zero,near_zero_ratio_lt_0_01,alightings_current,boardings_current,boarding_abs_diff,alighting_abs_diff
E01000215,317.24164,424.27117,741.51281,0.7477332009148773,False,False,424.27117,317.24164,0.0,0.0
E01000218,697.45025,745.13575,1442.586,0.9360042784150404,False,False,745.13575,697.45025,0.0,0.0
E01000219,281.80913,382.4228,664.2319299999999,0.7369046249334505,False,False,382.4228,281.80913,0.0,0.0
E01000221,952.06948,982.57866,1934.64814,0.9689498853964527,False,False,982.57866,952.06948,0.0,0.0
E01000222,544.2914900000001,1065.2299,1609.52139,0.5109615210763423,False,False,1065.2299,544.29149,1.1368683772161603e-13,0.0
E01000223,1269.25136,1838.12277,3107.37413,0.6905150084180721,False,False,1838.12277,1269.25136,0.0,0.0
E01000224,305.87696,163.44897,469.32592999999997,0.5343618231330663,False,False,163.44897,305.87696,0.0,0.0
E01000225,22.4028,13.5999,36.0027,0.6070625100433874,False,False,13.5999,22.4028,0.0,0.0
E01000226,56.025909999999996,287.63574,343.66165,0.19478076681291412,False,False,287.63574,56.025909999999996,0.0,0.0
E01000227,100.52902999999999,72.36737,172.89639999999997,0.7198653960950384,False,False,72.36737,100.52902999999999,0.0,0.0
E01000228,89.3551,118.60493,207.96003,0.7533843660630296,False,False,118.60493,89.3551,0.0,0.0
E01000229,171.84809,347.2988,519.14689,0.49481337107988854,False,False,347.29879999999997,171.84809,0.0,5.684341886080802e-14
E01000230,154.79792,151.8183,306.61622,0.9807515501500278,False,False,151.8183,154.79792,0.0,0.0
E01000231,158.43833,308.99262,467.43095,0.5127576509756123,False,False,308.99262,158.43833,0.0,0.0
E01000232,184.66419,262.94018,447.60437,0.7023049501221152,False,False,262.94018,184.66419,0.0,0.0
E01000233,394.86746999999997,585.60043,980.4678999999999,0.6742950479049341,False,False,585.60043,394.86747,5.684341886080802e-14,0.0
E01000234,90.4339,170.22629,260.66019,0.5312569521429387,False,False,170.22629,90.4339,0.0,0.0
E01000235,361.29046999999997,679.68863,1040.9791,0.5315529112205393,False,False,679.68863,361.29046999999997,0.0,0.0
E01000236,349.06551,403.45752,752.5230300000001,0.8651852864212323,False,False,403.45752,349.06550999999996,5.684341886080802e-14,0.0
E01000237,778.99416,1073.97524,1852.9694,0.7253371688531665,False,False,1073.97524,778.99416,0.0,0.0
E01000238,34.57452,57.33006999999999,91.90458999999998,0.6030782798625574,False,False,57.33007,34.57452,0.0,7.105427357601002e-15
E01000239,569.36793,1316.34817,1885.7161,0.43253596804863564,False,False,1316.34817,569.36793,0.0,0.0
E01000240,239.17408,492.62217999999996,731.79626,0.4855122032873145,False,False,492.62218,239.17408,0.0,5.684341886080802e-14
E01000242,153.93285,224.33344,378.26629,0.6861787970620876,False,False,224.33344,153.93285,0.0,0.0
E01000243,957.79632,1273.94768,2231.744,0.7518333248976128,False,False,1273.94768,957.79632,0.0,0.0
E01000244,1074.85722,1114.36665,2189.22387,0.9645453944624062,False,False,1114.36665,1074.8572199999999,2.2737367544323206e-13,0.0
E01000245,450.30526,589.82539,1040.13065,0.7634551981561866,False,False,589.82539,450.30526,0.0,0.0
E01000246,407.69847,260.19559000000004,667.8940600000001,0.6382059515700416,False,False,260.19559,407.69847,0.0,5.684341886080802e-14
E01000247,27.85579,58.55674,86.41253,0.47570595630836005,False,False,58.55674,27.85579,0.0,0.0
E01000248,1130.93977,833.41148,1964.35125,0.7369194205629536,False,False,833.41148,1130.93977,0.0,0.0
E01000249,26.405730000000002,20.316779999999998,46.72251,0.7694080034901515,False,False,20.316779999999998,26.40573,3.552713678800501e-15,0.0
E01000250,2863.18087,2489.00586,5352.18673,0.8693149238594906,False,False,2489.00586,2863.18087,0.0,0.0
E01000251,728.4138399999999,976.55324,1704.96708,0.7459028449897929,False,False,976.55324,728.41384,1.1368683772161603e-13,0.0
E01000252,40.08119,52.35695,92.43814,0.7655371445433701,False,False,52.35695,40.08119,0.0,0.0
E01000253,95.11399,87.87631999999999,182.99031,0.9239053056232841,False,False,87.87631999999999,95.11399,0.0,0.0
E01000255,251.41109,311.52693999999997,562.93803,0.8070284065962322,False,False,311.52693999999997,251.41109,0.0,0.0
E01000256,181.55159,355.02475000000004,536.5763400000001,0.5113772772179968,False,False,355.02475,181.55159,0.0,5.684341886080802e-14
E01000257,1069.7456300000001,1058.12303,2127.86866,0.9891351741254599,False,False,1058.12303,1069.7456300000001,0.0,0.0
E01000258,114.17688,190.02420999999998,304.20108999999997,0.6008543858700952,False,False,190.02421,114.17688,0.0,2.842170943040401e-14
E01000259,91.45687,134.28465999999997,225.74152999999995,0.681067144973968,False,False,134.28466,91.45687,0.0,2.842170943040401e-14
E01000260,272.9425,611.7823,884.7248,0.4461431787091585,False,False,611.7823000000001,272.9425,0.0,1.1368683772161603e-13
E01000261,212.86747,169.2518,382.11927000000003,0.7951041086738148,False,False,169.2518,212.86747,0.0,0.0
E01000263,234.69831,333.75259,568.4509,0.7032104529885446,False,False,333.75259,234.69831,0.0,0.0
E01000264,2546.9938300000003,2595.71195,5142.70578,0.98123130727198,False,False,2595.71195,2546.99383,4.547473508864641e-13,0.0
E01000265,297.571,550.22456,847.79556,0.5408173710021232,False,False,550.22456,297.571,0.0,0.0
E01000266,50.4556,52.35847,102.81406999999999,0.9636568830219828,False,False,52.35847,50.4556,0.0,0.0
E01000267,34.756919999999994,37.509049999999995,72.26596999999998,0.9266275738788372,False,False,37.50905,34.75692,7.105427357601002e-15,7.105427357601002e-15
E01000268,1033.4395299999999,1374.3024500000001,2407.74198,0.7519738686342295,False,False,1374.30245,1033.43953,2.2737367544323206e-13,2.2737367544323206e-13
E01000269,76.93381,248.32341,325.25721999999996,0.3098129572238074,False,False,248.32341,76.93381,0.0,0.0
E01000270,30.63264,77.93835999999999,108.57099999999998,0.39303675366020024,False,False,77.93836,30.63264,0.0,1.4210854715202004e-14
E01000271,236.79864999999998,326.99387,563.79252,0.7241684683569144,False,False,326.99387,236.79864999999998,0.0,0.0
E01000272,9.37276,9.214220000000001,18.58698,0.9830850251153344,False,False,9.21422,9.37276,0.0,1.7763568394002505e-15
E01000273,1593.27143,1339.90778,2933.1792100000002,0.8409789787042123,False,False,1339.90778,1593.27143,0.0,0.0
E01000274,326.06219,677.74694,1003.80913,0.4810972514313381,False,False,677.74694,326.06219,0.0,0.0
E01000275,13.10518,13.174639999999998,26.27982,0.9947277496766517,False,False,13.174639999999998,13.105179999999999,1.7763568394002505e-15,0.0
E01000276,19.58757,18.96063,38.548199999999994,0.9679929669683375,False,False,18.96063,19.58757,0.0,0.0
E01000277,41.75666,19.701439999999998,61.458099999999995,0.4718155139802848,False,False,19.701439999999998,41.75666,0.0,0.0
E01000278,170.98881,227.00041000000002,397.98922000000005,0.7532533091019527,False,False,227.00041,170.98881,0.0,2.842170943040401e-14
E01000279,75.76579,73.67859,149.44438,0.9724519469802929,False,False,73.67859,75.76579,0.0,0.0
E01000280,42.33308,25.263819999999996,67.5969,0.5967867209284086,False,False,25.263819999999996,42.333079999999995,7.105427357601002e-15,0.0
E01000281,845.57721,1184.86061,2030.43782,0.7136512116813472,False,False,1184.86061,845.57721,0.0,0.0
E01000282,616.00082,339.95414,955.95496,0.5518728692601416,False,False,339.95414,616.00082,0.0,0.0
E01000283,33.12244,36.26918,69.39161999999999,0.9132392847039827,False,False,36.26918,33.12244,0.0,0.0
E01000284,255.38875,286.63966999999997,542.02842,0.8909748954148601,False,False,286.63966999999997,255.38875,0.0,0.0
E01000285,49.94531,294.54015,344.48546,0.16957046433228204,False,False,294.54015,49.94531,0.0,0.0
E01000286,200.29135,41.80005,242.0914,0.20869623176437724,False,False,41.80005,200.29135,0.0,0.0
