logical_hub_code,lsoa_for_audit,n_stops,boardings,alightings,logical_hub_source,logical_hub_name,n_lsoa,cross_lsoa,has_unmatched_stop
490G000001,E01034216,1,27.24652,15.284229999999999,stop_area,Sir Ludwig Guttmann Health Centre,2,True,False
490G000001,E01034218,1,12.9041,3.5330799999999996,stop_area,Sir Ludwig Guttmann Health Centre,2,True,False
490G000002,E01002444,1,253.21598,31.02904,stop_area,Starlight Way,1,False,False
490G00000277,E01003432,1,30.2765,11.43333,stop_area,Northumberland Gardens,1,False,False
490G00000279,E01000975,1,25.62137,218.4345,stop_area,Addiscombe Road,1,False,False
490G00000281,E01000013,2,178.90424,247.37654000000003,stop_area,Reede Road / Heathway,1,False,False
490G00000282,E01034386,1,84.37171000000001,33.79339,stop_area,Ringers Road,1,False,False
490G00000284,E01001905,1,93.3749,112.55884,stop_area,Lambrook Terrace,1,False,False
490G00000286,E01003041,2,919.76431,614.9741899999999,stop_area,Nelson's Row,1,False,False
490G00000288,E01003039,1,0.0,160.91299,stop_area,Omnibus Clapham,1,False,False
490G00000289,E01034477,1,12.207089999999999,220.84099,stop_area,Rivergate Centre,1,False,False
490G00000290,E01034045,1,71.53866,108.77846,stop_area,Great West Quarter,1,False,False
490G00000300,E01034175,2,8.65937,3.85728,stop_area,Kidbrooke Park Road / Tudway Road,1,False,False
490G00000301,E01001658,1,0.0,32.34446,stop_area,Kidbrooke Park Road,1,False,False
490G00000307,E01000972,1,200.86233,202.36328,stop_area,O2 Centre,1,False,False
490G00000331,E01000704,2,33.33113,58.74125,stop_area,Birkbeck Station,1,False,False
490G00000333,E01002738,2,246.84892,229.46864,stop_area,Highbury Barn,2,True,False
490G00000333,E01002745,1,152.29325,506.76353,stop_area,Highbury Barn,2,True,False
490G00000335,E01002953,2,22.96246,64.12863,stop_area,Coombe Lane West / New Victoria Hospital,1,False,False
490G00000341,E01003638,1,126.12306000000001,30.477059999999998,stop_area,Brandville Gardens,2,True,False
490G00000341,E01003648,1,36.83228,245.01154,stop_area,Brandville Gardens,2,True,False
490G00000342,E01003881,2,132.58476000000002,122.56051,stop_area,Southfield Gardens,1,False,False
490G00000343,E01000524,1,785.83845,316.1612,stop_area,Buckingham Road Harlesden,1,False,False
490G00000346,E01034221,1,14.021149999999999,5.520169999999999,stop_area,Carpenters Primary School,1,False,False
490G00000347,E01003039,1,125.55953,0.0,stop_area,Wingate Square,1,False,False
490G00000348,E01000439,1,56.28747,92.25843,stop_area,Barnehurst Avenue,1,False,False
490G00000349,E01002248,1,352.28308,216.99204,stop_area,Rush Green Road / Dagenham Road,1,False,False
490G00000350,E01000914,1,3626.76929,1445.39784,stop_area,Kingsway / Holborn Station,1,False,False
490G00000351,E01004659,1,216.66832,0.0,stop_area,Marylebone Station,3,True,False
490G00000351,E01004661,2,568.50405,701.20586,stop_area,Marylebone Station,3,True,False
490G00000351,E01004662,1,440.2366,557.18296,stop_area,Marylebone Station,3,True,False
490G00000352,E01001953,2,2377.71182,2477.17014,stop_area,Fulham Broadway,1,False,False
490G00000353,E01034153,1,114.88235,173.8219,stop_area,Hackbridge Corner,1,False,False
490G00000354,E01000099,1,58.76946,103.29213,stop_area,Valence Avenue / Green Lane,1,False,False
490G00000355,E01032574,1,0.0,15.84438,stop_area,Bridport Road,1,False,False
490G00000356,E01000855,1,0.0,639.70448,stop_area,Tottenham Court Road / Great Russell Street,1,False,False
490G00000372,E01004735,1,984.90984,0.0,stop_area,Aldwych / Bush House,1,False,False
490G00000373,E01004733,1,493.53703,89.80684,parent_stop_area,Parliament Square / Westminster Abbey,1,False,False
490G00000374,E01000261,1,40.82785,15.56362,stop_area,Mill Hill Village / The Ridgeway,1,False,False
490G00000375,E01000301,2,2.5844699999999996,13.240369999999999,stop_area,Argyle Road / Courthouse Road,1,False,False
490G00000378,E01001543,1,0.66116,11.467929999999999,stop_area,Aldersbrook Avenue,1,False,False
490G00000390,E01001777,1,473.09779,478.39971,stop_area,Pearson Street,1,False,False
490G00000399,E01035718,2,5991.60634,4507.94795,stop_area,Marble Arch Station / Park Lane,1,False,False
490G000004,E01003442,1,11.497679999999999,8.04947,stop_area,Copse Hill / Christ Church,1,False,False
490G00000402,E01001246,1,9.26045,1.03747,stop_area,Bethune Road,1,False,False
490G00000433,E01004423,1,94.92313,322.60201,stop_area,Shrubland Road,1,False,False
490G00000442,E01000223,1,101.17136,109.91598,stop_area,Brent Cross West Station / Edgware Road,1,False,False
490G00000454,E01000791,1,7.95804,1.3603799999999997,stop_area,Ramsden Road / Court Road,1,False,False
490G00000456,E01034597,1,322.08601,44.001419999999996,stop_area,Gayton Road Harrow,1,False,False
490G00000490,E01000958,1,49.39894,40.51251,stop_area,Royal Veterinary College,1,False,False
490G00000498,E01002693,2,566.28441,418.16701,stop_area,Windmill Road / Chiswick,1,False,False
490G00000499,E01004427,1,145.59747,57.18763,stop_area,Bloxhall Road,1,False,False
490G000005,E01000275,1,0.05509,0.0155699999999999,stop_area,Chanctonbury Way,2,True,False
490G000005,E01000276,1,0.8290199999999999,3.0053699999999997,stop_area,Chanctonbury Way,2,True,False
490G00000501,E01001390,1,63.633939999999996,162.26154,stop_area,Warwick Road Palmers Green,1,False,False
490G00000503,E01000135,1,144.53019,133.508,stop_area,The Vale Cricklewood,2,True,False
490G00000503,E01000138,1,40.85751,196.71626,stop_area,The Vale Cricklewood,2,True,False
490G000006,E01003601,2,710.63119,642.81861,stop_area,Newham University Hospital / New Vic College,1,False,False
490G00000658,E01000735,1,0.0,2.2108299999999996,stop_area,Wisley Road,1,False,False
490G00000659,E01000735,1,0.05502,11.171289999999999,stop_area,Bostall Road,1,False,False
490G000007,E01003744,1,14.42213,10.09891,stop_area,Newlands Road,1,False,False
490G00000788,E01000728,1,8.60482,61.45814,stop_area,Augustine Road,1,False,False
490G00000825,E01003241,1,59.32653,40.61936,stop_area,Primrose Close,1,False,False
490G00000882,E01003428,1,0.05542,0.0,stop_area,Mostyn Road / Sheridan Road,1,False,False
490G00000883,E01002927,1,0.1106,0.25318999999999997,stop_area,South Lane / West,1,False,False
490G00000887,E01000301,2,0.16499999999999998,0.31408999999999987,stop_area,Courthouse Road,1,False,False
490G00000896,E01001019,1,0.11084,0.40272999999999987,stop_area,Territorial Army Centre,1,False,False
490G00000912,E01000301,1,0.0,0.0,stop_area,Chilvins Court,2,True,False
490G00000912,E01000303,1,0.21944,0.12264999999999981,stop_area,Chilvins Court,2,True,False
490G00000940,E01000296,2,43.14947,43.66306,stop_area,Nether Street / West Finchley,1,False,False
490G00000942,E01000296,1,1.5964800000000001,0.8716199999999998,stop_area,Elm Park Road / West Finchley,1,False,False
490G00000990,E01000296,1,5.51569,7.95524,stop_area,Eversleigh Road,1,False,False
490G00001008,E01001427,2,68.97586,20.54459,parent_stop_area,Angel Road,1,False,False
490G00001028,E01000182,1,3.8065299999999995,78.8325,stop_area,High Road East Finchley,1,False,False
490G00001030,E01000315,2,24.27012,8.85398,stop_area,Sunny Way,1,False,False
490G000012,E01003517,2,94.90041,278.69513,stop_area,Canning Town Recreation Ground,1,False,False
490G00001203,E01000251,2,582.75407,747.91913,stop_area,New Barnet Station / Station Road,1,False,False
490G00001232,E01000790,3,1131.60543,19.069399999999998,stop_area,Orpington Bus Station,1,False,False
490G00001251,E01034224,2,174.49981,209.09345000000002,stop_area,Constance Street,1,False,False
490G00001287,E01003115,1,195.23613,190.53994,stop_area,Tankerville Road,1,False,False
490G000013,E01002385,2,1.5393999999999997,2.2046299999999994,stop_area,Stubbers Adventure Centre,1,False,False
490G00001314,E01003034,1,184.98225,415.77193,stop_area,Westbury Street,1,False,False
490G00001337,E01000832,2,57.0001,64.78488999999999,parent_stop_area,Red Lodge Road / West Wickham Station,1,False,False
490G00001377,E01004031,1,11.141079999999999,59.321209999999994,stop_area,Gomm Road,1,False,False
490G000014,E01002369,1,1.3138499999999995,25.254649999999998,stop_area,Spencer Road,1,False,False
490G000015,E01034391,1,20.03306,7.699959999999999,stop_area,Sussex Mews,1,False,False
490G00001550,E01034149,1,1281.59648,65.68871,stop_area,Park Lane / Fairfield Halls,1,False,False
490G000016,E01034391,1,8.57064,9.0299,stop_area,Bourneville Road,1,False,False
490G000017,E01003225,1,2.42121,5.73461,stop_area,Brightling Road,1,False,False
490G000018,E01003274,1,7.7713399999999995,7.031129999999999,stop_area,Francemary Road,1,False,False
490G000019,E01003276,1,14.38924,14.966999999999999,stop_area,Amyruth Road,1,False,False
490G00001971,E01001213,1,114.12648,42.497609999999995,stop_area,North Road / Southall,2,True,False
490G00001971,E01001298,1,45.6083,228.50516,stop_area,North Road / Southall,2,True,False
490G00001985,E01000280,1,6.60907,7.28715,stop_area,Hill Crescent,1,False,False
490G000020,E01003276,1,8.165479999999999,32.59448,stop_area,Foxborough Gardens,1,False,False
490G00002043,E01000379,1,4.44996,2.9178599999999997,stop_area,Station Road / Chastilian Road,1,False,False
490G00002092,E01004217,1,21.85545,86.09871,stop_area,Mudchute Station / Spindrift Ave,1,False,False
490G000021,E01003275,1,7.84866,17.67473,stop_area,Gordonbrock Road,1,False,False
490G00002136,E01003797,1,10.617609999999999,53.11704,stop_area,Swedish School London,1,False,False
490G00002139,E01000290,1,2.84224,13.23214,stop_area,Scratchwood Open Space,1,False,False
490G000022,E01003659,1,0.5501099999999999,36.23602,stop_area,Chigwell Road / Broadmead Road,1,False,False
490G00002217,E01000169,1,0.27574,4.45061,stop_area,Edgeworth Road,1,False,False
490G00002218,E01000228,1,4.76232,0.34667,stop_area,Moat Mount Open Space,1,False,False
490G00002219,E01035721,1,25.203449999999997,46.802519999999994,stop_area,Ebury Bridge Road / Chelsea Bridge Road,1,False,False
490G00002220,E01035492,2,17.79743,13.031489999999998,stop_area,Osiers Road,1,False,False
490G00002224,E01001570,2,11.87476,18.95636,stop_area,Farm Road / Winchmore Hill,1,False,False
490G00002225,E01001570,2,1.87739,2.8944099999999997,stop_area,Hyde Park Avenue,1,False,False
490G00002226,E01001404,1,2.32689,5.63699,stop_area,The Fairway / Winchmore Hill,2,True,False
490G00002226,E01001494,1,5.64459,2.60745,stop_area,The Fairway / Winchmore Hill,2,True,False
490G00002227,E01001499,2,86.75552,175.45468,stop_area,Hedge Lane / Firs Lane,1,False,False
490G00002228,E01001523,2,8.296959999999999,10.39469,stop_area,Winchmore Hill Road,1,False,False
490G00002229,E01001567,1,1.82727,1.4284,stop_area,Denleigh Gardens / St Paul's Church,2,True,False
490G00002229,E01001568,1,3.2530099999999997,1.51551,stop_area,Denleigh Gardens / St Paul's Church,2,True,False
490G00002230,E01002984,2,724.17971,911.19103,stop_area,New Malden / Kingston Road,1,False,False
490G00002231,E01000347,2,13.83192,14.34723,stop_area,Meadow View,1,False,False
490G00002233,E01003866,2,28.06531,32.67891,stop_area,St Stephens C of E Primary School,1,False,False
490G00002234,E01003869,2,4.119579999999999,16.62175,stop_area,Cole Park Road,1,False,False
490G00002235,E01003867,1,5.42566,44.56425,stop_area,Marlow Crescent,1,False,False
490G00002238,E01000403,2,1.04321,0.0,stop_area,Victoria Road / Erith,1,False,False
490G00002239,E01000403,2,0.0,12.31489,stop_area,Erith Leisure Centre,1,False,False
490G00002240,E01000372,2,0.10999999999999999,6.951779999999999,stop_area,Avenue Road / Erith,1,False,False
490G00002241,E01000372,1,6.44493,0.0,stop_area,Lesney Park / Avenue Road,1,False,False
490G00002242,E01000407,2,7.25965,18.06851,stop_area,Erith & District Hospital,1,False,False
490G00002243,E01000372,2,5.32987,23.90091,stop_area,King Henry School,1,False,False
490G00002244,E01000372,1,0.0,6.13585,stop_area,Beechfield Road / Erith,1,False,False
490G00002245,E01000407,2,16.9259,34.41046,stop_area,Carlton Road / Bexley Road,1,False,False
490G00002246,E01000407,2,13.31453,8.833929999999999,stop_area,Carlton Road / The Quarry,1,False,False
490G00002247,E01000437,1,7.98194,4.260079999999999,stop_area,Carlton Road / Brook Street,1,False,False
490G00002248,E01000402,1,9.92295,30.079639999999998,stop_area,Carlton Road / Silver Spring Road,1,False,False
490G00002250,E01000437,2,2.96868,14.15033,stop_area,Erith Cemetery,1,False,False
490G00002252,E01004727,1,247.60022,73.24648,stop_area,Rossmore Road / London Business School,1,False,False
490G00002253,E01000288,1,8.81469,3.6693499999999997,stop_area,Elton Avenue,1,False,False
490G00002254,E01000288,1,2.47837,17.6118,stop_area,Vale Avenue,1,False,False
490G00002255,E01000288,1,4.89955,5.002079999999999,stop_area,Mays Lane / Brent Place,1,False,False
490G00002256,E01000280,1,7.60044,5.199479999999999,stop_area,Greenway / Totteridge,2,True,False
490G00002256,E01000282,1,1.3236999999999999,3.2256399999999994,stop_area,Greenway / Totteridge,2,True,False
490G00002257,E01000283,2,12.78598,13.438030000000001,stop_area,Laurel Way,1,False,False
490G00002258,E01000283,2,12.2838,3.623719999999999,stop_area,Chiddingfold,1,False,False
490G00002259,E01000283,2,8.05266,19.20743,stop_area,Northiam,1,False,False
490G00002260,E01000275,2,3.79308,3.7030899999999995,stop_area,Tillingham Way,1,False,False
490G00002261,E01000275,2,9.257010000000001,9.455979999999998,stop_area,Southover,1,False,False
490G00002264,E01003515,2,207.41241000000002,386.59241,parent_stop_area,Chauntler Close / Cundy Park,1,False,False
490G00002265,E01000929,2,125.83091,181.16313,stop_area,Priory Terrace,1,False,False
490G00002266,E01001647,1,9.064839999999998,86.44996,stop_area,Rochester Way / Kidbrooke Way,1,False,False
490G00002267,E01004244,1,271.36147,514.64184,stop_area,Chrisp Street Market / All Saints DLR,1,False,False
490G00002268,E01034484,1,2715.42938,3956.90411,stop_area,Ilford / Chapel Road,1,False,False
490G00002273,E01000418,1,6.37982,238.56585,stop_area,Gayton Road / Abbey Wood Station,1,False,False
490G00002275,E01000408,2,53.77093,11.66331,stop_area,Mulberry Way / Belvedere,1,False,False
490G00002276,E01000408,2,217.99158999999997,367.30852000000004,stop_area,Church Manorway / War Memorial,1,False,False
490G00002277,E01000405,2,17.08637,18.733420000000002,stop_area,Church Manorway / Viking Way,1,False,False
490G00002278,E01000406,1,5.68607,40.31016,stop_area,Erith Quarry / Fraser Road,1,False,False
490G00002279,E01001062,1,40.395599999999995,65.90366,stop_area,Valley Walk,1,False,False
490G00002280,E01001933,1,104.44565,75.74575,stop_area,Westcroft Square,1,False,False
490G00002296,E01003767,1,136.19035,81.55282,stop_area,Blythswood Road,1,False,False
490G00002298,E01034230,1,69.95896,511.35391,stop_area,Royal Crest Avenue,1,False,False
490G00002299,E01001269,2,99.38144,80.58159,stop_area,Berkeley Avenue / Greenford Quay,1,False,False
490G000023,E01004735,1,55.862109999999994,252.14193,stop_area,Aldwych / Australia House,1,False,False
490G00002301,<UNMATCHED>,1,67.09334,47.68584,parent_stop_area,Millbank Millennium Pier,0,False,True
490G00002302,E01002921,1,68.35024,316.08547,stop_area,South Terrace / Surbiton Library,1,False,False
490G00002303,E01032739,2,3463.85159,3089.29393,stop_area,Camomile Street,1,False,False
490G00002304,E01001536,1,94.35981,64.95414,stop_area,Enfield Town / Silver Street,1,False,False
490G00002312,E01035657,2,49.05773,58.57545,stop_area,Monier Bridge,1,False,False
490G00002313,E01001391,1,465.348,488.82391,stop_area,Palmers Green / Palmerston Road,2,True,False
490G00002313,E01001501,1,559.12276,682.17996,stop_area,Palmers Green / Palmerston Road,2,True,False
490G00002314,E01000223,2,30.49427,4.712179999999998,stop_area,Brent Cross West Station / Arbour Street,1,False,False
490G00002316,E01002578,1,50.55762,36.98504,stop_area,Alexandra Gardens,1,False,False
490G00002317,E01004170,1,117.86359,428.1675,stop_area,Wallington Station / Manor Road,1,False,False
490G00002319,E01035710,1,322.9437,460.80043,stop_area,William Road,1,False,False
490G00002320,E01000281,1,425.34167,690.20233,stop_area,Athenaeum Road,1,False,False
490G00002321,E01002956,1,8.00031,8.63307,stop_area,Woodview Close / Dorich House Museum,1,False,False
490G00002323,E01004076,1,37.91204,30.78502,stop_area,Therapia Lane Tram Stop / Coomber Way,1,False,False
490G00002324,E01002817,1,103.16887,63.012969999999996,stop_area,Pembroke Place,1,False,False
490G00002325,E01002344,1,14.30724,0.5718499999999997,stop_area,Laundry Cottages,1,False,False
490G00002330,E01000863,1,888.32639,690.37218,stop_area,Camden Town Station / Bayham Street,1,False,False
490G00002331,E01002112,1,14.061779999999999,193.59312,stop_area,London Road / Rees Drive,1,False,False
490G00002336,E01002593,2,336.14847,100.64918,stop_area,Feltham Station / New Road,1,False,False
490G00002345,E01002560,1,33.806889999999996,66.35134,stop_area,Colonial Road,1,False,False
490G00002364,E01000904,1,598.9844,0.0,stop_area,Camden Market,1,False,False
490G00002365,E01002136,1,307.0391,319.22406,stop_area,Shaftesbury Avenue / Roxeth,1,False,False
490G00002372,E01033081,1,102.39338,63.260389999999994,stop_area,Wilkes Road,1,False,False
490G00002373,E01000162,1,42.79855,111.21616,stop_area,Friern Barnet Lane,1,False,False
490G00002374,E01000719,1,41.90258,197.59275,stop_area,Station Approach / St Mary Cray,2,True,False
490G00002374,E01000730,1,180.67517,88.34068,stop_area,Station Approach / St Mary Cray,2,True,False
490G00002375,E01001808,1,264.86461,719.04049,stop_area,Stamford Hill,1,False,False
490G00002379,E01002698,1,15.4176,74.63125,stop_area,Westbourne Road / Arundel Square,1,False,False
490G00002403,E01003352,2,516.76562,738.3059000000001,stop_area,Southend Lane / Bellingham,1,False,False
490G00002406,E01034150,3,1185.7285299999999,848.71609,stop_area,St George's Walk / Croydon Town Centre,1,False,False
490G00002407,E01001322,1,0.33154,0.05588,stop_area,Howden Road / Belvue Road,1,False,False
490G00002408,E01004141,1,4.351319999999999,1.7261599999999997,stop_area,Thicket Road / Oakhill Road,1,False,False
490G00002409,E01000352,1,0.5522099999999996,4.094169999999999,stop_area,Penhill Road / Blackfen Road,1,False,False
490G00002410,E01004107,1,1.05471,3.76997,stop_area,Stanley Road / Stanley Park Road,1,False,False
490G00002411,E01004085,1,0.10834,0.8570899999999998,stop_area,Foresters Drive / The Newlands,1,False,False
490G00002412,E01003801,1,1.3203699999999996,36.85327,stop_area,Lonsdale Road / Castelnau,1,False,False
490G00002413,E01001226,1,0.8782199999999994,6.58067,stop_area,Montpelier Road / Eaton Rise,1,False,False
490G00002414,E01003677,1,27.55499,0.0,stop_area,Roding Lane South / Whitney Avenue,1,False,False
490G00002415,E01003675,1,0.6577599999999997,3.6361999999999997,stop_area,Redbridge Lane East,1,False,False
490G00002416,E01003676,1,0.05488,20.54489,stop_area,Falmouth Gardens / South,1,False,False
490G00002417,E01032574,2,21.34929,0.25195,stop_area,Bull Lane / Edmonton,1,False,False
490G00002418,E01003771,1,10.13109,33.91587,stop_area,Percy Road / Douglas Road,1,False,False
490G00002419,E01003771,1,104.46392,42.32701,stop_area,Reede Road / Douglas Road,1,False,False
490G00002420,E01000035,2,95.83815,70.92675,stop_area,Reede Road / Dagenham East,1,False,False
490G00002421,E01003677,1,0.0,1.7618399999999994,stop_area,Falmouth Gardens / Roding Lane,1,False,False
490G00002422,E01003798,1,13.18262,9.41485,stop_area,Lonsdale Road / Gerard Road,1,False,False
490G00002423,E01002034,1,164.02581,45.77509,stop_area,Worcester Avenue,1,False,False
490G00002424,E01004733,1,85.98942,85.13538,parent_stop_area,Horseferry Road / Lambeth Bridge,1,False,False
490G00002425,E01002189,1,0.0,306.28727,stop_area,Pinner Station / Bridge Street,1,False,False
490G00002428,E01004529,1,533.91712,190.55118,stop_area,Mitcham Road / Tooting Station,1,False,False
490G00002430,E01001514,1,1.9800499999999999,39.24865,stop_area,Bush Hill Park / Enfield,2,True,False
490G00002430,E01001518,1,0.0,49.66755,stop_area,Bush Hill Park / Enfield,2,True,False
490G00002435,E01003966,1,2203.54039,1440.8839600000001,parent_stop_area,Dunton Road,1,False,False
490G00002436,E01003619,1,1257.44612,1669.0072,stop_area,Stratford Centre / Moorfields Eye Hospital,2,True,False
490G00002436,E01034200,1,1485.98567,433.51374,stop_area,Stratford Centre / Moorfields Eye Hospital,2,True,False
490G00002439,E01000278,1,7.231859999999999,21.57914,stop_area,Cissbury Ring South,1,False,False
490G00002440,E01000288,1,114.99135,244.85715,stop_area,Barnet Hill / Underhill,1,False,False
490G00002441,E01000193,3,3472.45381,586.2013300000001,stop_area,Edgware Bus Station,1,False,False
490G00002443,E01004730,1,116.56079,48.67986,stop_area,ZSL London Zoo,1,False,False
490G00002444,E01001225,1,5232.77656,63.45849,stop_area,Haven Green / Ealing Broadway Station,1,False,False
490G00002445,E01004247,1,1040.00282,785.35736,stop_area,Bazely Street,1,False,False
490G00002446,E01032739,1,326.1539,307.99344,stop_area,Cannon Street Station / Bank Station,1,False,False
490G00002447,E01033699,1,1877.01945,1754.5814,stop_area,Kingsland High Street / Dalston Junction,1,False,False
490G00002448,E01001614,1,36.20778,41.56726,stop_area,Leigh Stationers' Academy,1,False,False
490G00002449,E01001614,1,48.4341,335.18496,stop_area,Riefield Road,1,False,False
490G00002450,E01004040,2,2291.75463,3636.16122,parent_stop_area,Burgess Park / Dunton Road,1,False,False
490G00002452,E01002433,1,9.947049999999999,2.74538,stop_area,Hume Way,1,False,False
490G00002466,E01001454,1,0.33269,1.5277199999999995,stop_area,The Grangeway,1,False,False
490G00002473,E01003019,1,114.67131,453.48825,stop_area,Harris Clapham Sixth Form,2,True,False
490G00002473,E01003159,1,219.62429,114.38127,stop_area,Harris Clapham Sixth Form,2,True,False
490G00002475,E01003798,1,24.44242,6.80091,stop_area,Barnes Baptist Church,1,False,False
490G00002485,E01000279,1,0.32984,0.34389999999999976,stop_area,Ellern Mede Farm,1,False,False
490G00002487,E01001620,1,41.47688,71.90952,stop_area,Westhorne Avenue / Haimo Road,1,False,False
490G00002500,E01002082,2,459.31549,1072.35609,stop_area,Lordship Lane Primary Care Centre,1,False,False
490G000028,E01002248,1,4.57536,21.896449999999998,stop_area,Beechfield Gardens,1,False,False
490G000030,E01000919,1,2874.25577,660.88498,parent_stop_area,Tottenham Court Road Station / New Oxford Street,1,False,False
490G00003002,E01000186,2,93.51997,145.69725,stop_area,Broadfields Avenue,1,False,False
490G00003003,E01001741,2,496.42143999999996,680.68374,stop_area,Stoke Newington Town Hall,1,False,False
490G00003004,E01001760,1,64.54959,63.34477,stop_area,Clarence Road Hackney,1,False,False
490G00003023,E01000260,2,186.96569,395.84054000000003,stop_area,Fiveways Corner,1,False,False
490G00003025,E01034223,1,487.34056,916.2121,stop_area,Abbey Lane,1,False,False
490G00003026,E01001576,1,13.30799,10.793349999999998,stop_area,Finchale Road / Eynsham Drive,2,True,False
490G00003026,E01001577,1,6.672409999999999,44.89842,stop_area,Finchale Road / Eynsham Drive,2,True,False
490G00003027,E01000935,1,40.02243,105.60409,stop_area,Abbey Road South Hampstead,1,False,False
490G00003028,E01001247,1,228.3361,145.85104,stop_area,Abbey Road North Acton,1,False,False
490G00003029,E01033938,1,41.74948,41.36942,stop_area,Abbey Road Park Royal,1,False,False
490G00003030,E01004651,1,90.78416,326.81007,stop_area,Abbey Road Studios / Grove End Road,1,False,False
490G00003031,E01033938,2,29.61731,39.38884,stop_area,Commercial Way,1,False,False
490G00003032,E01000070,1,3.2471099999999997,3.9745299999999997,stop_area,Abbey School,1,False,False
490G00003033,E01034479,1,28.89622,18.1379,stop_area,Abbey Sports Centre,1,False,False
490G00003034,E01004028,2,432.99747,581.61126,stop_area,Jamaica Road / Abbey Street,1,False,False
490G00003035,E01003976,2,500.90502,412.04105000000004,stop_area,Abbey Street,1,False,False
490G00003037,E01002349,1,20.09182,67.44381,stop_area,Abbey Wood Lane,1,False,False
490G00003038,E01001576,2,15.891409999999999,17.98064,stop_area,Abbey Wood Pumping Station,1,False,False
490G00003040,E01001576,1,2.89365,10.05161,stop_area,Penmon Road,2,True,False
490G00003040,E01001579,1,13.985999999999999,9.53132,stop_area,Penmon Road,2,True,False
490G00003041,E01001064,2,156.53438,268.72046,stop_area,Gravel Hill (CR2),1,False,False
490G00003042,E01002049,2,212.06305,399.24816999999996,stop_area,Abbotsford Avenue,1,False,False
490G00003043,E01000180,1,25.29194,18.38506,stop_area,Abbots Gardens,1,False,False
490G00003044,E01001730,2,44.18636,90.32887000000001,stop_area,Homerton High Street,1,False,False
490G00003045,E01035493,2,1064.78292,844.88491,stop_area,Wandsworth Police Station,1,False,False
490G00003046,E01000778,2,79.35644,136.90564999999998,stop_area,Abbots Way,1,False,False
490G00003048,E01004118,1,0.0,463.77746,stop_area,Priory Road (SM3),2,True,False
490G00003048,E01004120,1,154.32202,0.0,stop_area,Priory Road (SM3),2,True,False
490G00003049,E01002361,2,115.28559,205.54652,stop_area,Abbs Cross Lane,1,False,False
490G00003050,E01002366,2,34.04172,46.887,stop_area,Abbs Cross Academy,1,False,False
490G00003051,E01002109,2,41.14547,45.2874,stop_area,Abercorn Road Canons Park,1,False,False
490G00003052,E01000257,1,62.23384,29.611909999999998,stop_area,Abercorn Road Mill Hill,1,False,False
490G00003053,E01002738,1,102.4184,303.56604999999996,stop_area,Aberdeen Park,1,False,False
490G00003054,E01000512,2,42.831089999999996,77.49701,stop_area,Aberdeen Road Dollis Hill,1,False,False
490G00003057,E01003146,2,723.19249,542.36251,stop_area,Streatham Common Station,1,False,False
490G00003058,E01001089,2,67.5282,63.53851,stop_area,Freeman Court,1,False,False
490G00003059,E01004733,1,103.08243,44.42979,stop_area,Abingdon Street,1,False,False
490G00003060,E01002573,2,113.46700999999999,208.27607,stop_area,Abinger Road,1,False,False
490G00003061,E01000510,1,192.53059,134.22919,stop_area,Neasden Underpass / North Circular Road,2,True,False
490G00003061,E01000627,1,29.7943,151.92474,stop_area,Neasden Underpass / North Circular Road,2,True,False
490G00003062,E01002512,2,0.8757599999999999,4.05692,stop_area,Colnedale Road,1,False,False
490G00003063,E01001199,2,94.90122,132.53149,stop_area,Acacia Road Acton,1,False,False
490G00003064,E01003828,2,18.7153,22.73903,stop_area,Acacia Road Hampton,1,False,False
490G00003065,E01002738,1,152.6047,121.54538,stop_area,Highbury Grove School / Aberdeen Park,1,False,False
490G00003066,E01002348,2,26.35946,57.72595,stop_area,Acer Avenue,1,False,False
490G00003067,E01001733,1,101.5271,48.06778,stop_area,Brooksby's Walk,1,False,False
490G00003068,E01000932,1,119.72559,271.75864,stop_area,West End Lane,1,False,False
490G00003069,E01001140,1,16.72141,22.04599,stop_area,Acorn Gardens,1,False,False
490G00003070,E01003057,2,25.68339,42.087149999999994,stop_area,Clapham Park Road,1,False,False
490G00003071,E01003020,1,264.55893,174.40988,stop_area,Belvedere Place,2,True,False
490G00003071,E01003055,1,148.50363,173.4494,stop_area,Belvedere Place,2,True,False
490G00003072,E01035707,1,9.04779,76.42559,stop_area,York Way Camden,1,False,False
490G00003074,E01000868,1,72.31331,538.69214,stop_area,Agar Grove / Maiden Lane,1,False,False
490G00003075,E01001351,1,37.78136,58.84713,stop_area,Acton Fire Station,1,False,False
490G00003076,E01032572,2,209.63071,576.97317,stop_area,Acton Green,1,False,False
490G00003077,E01001354,1,67.57407,51.251149999999996,stop_area,Mill Hill Road,1,False,False
490G00003078,E01001247,1,391.47293,220.72108,stop_area,Acton Lane,1,False,False
490G00003079,E01000525,1,223.00673,86.75959,stop_area,Acton Lane Harlesden,1,False,False
490G00003080,E01001354,1,18.73066,26.45637,stop_area,Hillcrest Road (W3),1,False,False
490G00003082,E01001509,1,30.9548,90.62736,stop_area,Alexandra Road (EN3),1,False,False
490G00003083,E01001203,1,1370.11928,2049.3907600000002,stop_area,Acton Old Town Hall,2,True,False
490G00003083,E01001355,1,2130.99952,1967.37974,stop_area,Acton Old Town Hall,2,True,False
490G00003084,E01001244,2,164.73808,127.0466,stop_area,Acton Park,1,False,False
490G00003085,E01000020,1,5.658969999999999,42.68475,stop_area,Bennetts Castle Lane Beacontree,1,False,False
