NLC,Station,cluster,n_intersecting_lsoa,imd_income,imd_employment,imd_education,imd_health,imd_living_env,population_density,no_car_household_share,deprived_1plus_share,deprived_2plus_share,private_rented_share,social_rented_share,asian_share,black_share,dependent_children_share,lone_parent_dependent_share,one_person_share,age_0_19_share,age_20_34_share,age_35_64_share,age_65plus_share,self_employed_share,part_time_employee_share,unemployed_share,hospitality_industry_share,shiftwork_industry_share,accom_food_share,transport_storage_share,admin_support_share,wholesale_retail_share,health_social_share,manufacturing_share,public_admin_share,bres_manufacturing_share,bres_wholesale_retail_share,bres_transport_storage_share,bres_accom_food_share,bres_info_comms_share,bres_professional_sci_share,bres_education_share,bres_health_social_share,bres_admin_support_share,poi_count,shannon_group,bres_total_jobs,bres_manufacturing_per_km2,bres_wholesale_retail_per_km2,bres_transport_storage_per_km2,bres_accom_food_per_km2,bres_info_comms_per_km2,bres_professional_sci_per_km2,bres_education_per_km2,bres_health_social_per_km2,bres_admin_support_per_km2,cluster_name,log1p_poi_count
556,Dagenham Heathway,0,18.0,0.3992222222222222,0.18383333333333335,27.04416666666667,0.47688888888888886,24.043166666666664,8762.139279330113,0.34590362563170474,0.6468837358711712,0.27083362465266103,0.23029675374027903,0.3473128646191971,0.1594797460105515,0.22630642764291084,0.4400827581890032,0.1362730125414973,0.23826923708088069,0.3064139241645203,0.20363152982140703,0.3929759002213615,0.09697864579271102,0.12222323869452897,0.1276444768348678,0.05002082307399728,0.05695112816198281,0.3105197234726765,0.05695112816198281,0.07927687000907833,0.08884019581143107,0.14240265765216698,0.17656787166156548,0.0310538812726653,0.043995414750390524,0.00898148148148148,0.14650132275132274,0.028412698412698403,0.08384259259259258,0.006944444444444444,0.052433862433862416,0.19052910052910055,0.16097883597883594,0.047023809523809516,38.55555555555556,1.5638103926165903,270.8333333333333,8.641726771881942,268.8029980658905,27.19023845108496,118.66540376502114,11.056717605390695,47.21493987098126,253.19908407549826,224.02358130674804,60.53836987393351,C0 outer arrival-oriented,3.6777061535158113
557,Debden,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C0 outer arrival-oriented,
558,Dollis Hill,4,18.0,0.4522777777777778,0.1861111111111111,22.995222222222225,0.020166666666666676,32.07044444444445,10919.524386912302,0.4849368422354444,0.6221638991113732,0.2545926166836597,0.38472201877552964,0.23832034415412076,0.20451109886184415,0.18528360383990095,0.345510357810809,0.10628467803401584,0.28358022865684135,0.2565193639430658,0.2323506035035988,0.3985638511327793,0.11256618142055592,0.13589101787885224,0.1189557027698438,0.049652161365008635,0.08368367356920056,0.28014384148197086,0.08368367356920056,0.0535397055093852,0.08299978446236987,0.14360435151021572,0.12901067297758387,0.027149728336167623,0.02981915678156876,0.021119929453262774,0.13816137566137565,0.022685185185185176,0.09683421516754849,0.04773809523809522,0.06678571428571427,0.14059082892416225,0.1072663139329806,0.030462962962962945,56.55555555555556,1.596111772635285,409.1666666666667,49.306429291586795,343.40043134287816,165.7419307397289,215.08158870003376,63.27453008876874,105.0382211811473,215.14227700059803,297.80857191445125,77.26321638806644,C4 inner-middle ring mixed,4.052750664923264
559,West Silvertown,3,8.0,0.21437499999999998,0.074375,7.5329999999999995,-0.3845,27.392249999999997,17945.83543718778,0.6068383099787661,0.4002723736290099,0.12969892165031727,0.4750826897429529,0.2684495052034024,0.2621639956180032,0.1943801294878414,0.25893541098226014,0.0678603482389908,0.3087742271731091,0.18859052248592784,0.43848016656661065,0.34319429905158605,0.029735011895875248,0.1058089853241619,0.08094036198810158,0.04404738757758908,0.06421607809116715,0.19937833967728177,0.06421607809116715,0.035207510519905144,0.0615554908065768,0.10261533835079978,0.10476785519607658,0.02227903092485438,0.038628735605445,0.04927083333333332,0.08656249999999999,0.03442708333333333,0.11093749999999997,0.07062499999999998,0.07276041666666665,0.12343749999999999,0.06755208333333333,0.11135416666666667,56.125,1.6817379103305972,840.625,93.42984566622552,200.16700448332142,62.44486255528759,361.143327256022,145.60693515255457,195.73505051646185,343.38655886702315,134.1430830826032,329.0111889313237,"C3 late-night, extended-duration persistent",4.045241849214369
5595,Clapham Junction,2,27.0,0.17044444444444448,0.0807777777777778,7.35374074074074,-0.5192962962962964,44.80092592592592,16315.946815111729,0.5229095839938727,0.3905049307412103,0.12815388733107008,0.37804640399324496,0.21992065447259268,0.0828484855530426,0.11515958672472104,0.22103743381203522,0.05841839754419412,0.3104938531183297,0.17715044742771932,0.39186519402263925,0.3528456669530243,0.07813869159661714,0.11525655789017354,0.07040678714618821,0.03219919329595428,0.046303194760767406,0.1727699996259982,0.046303194760767406,0.028688779361266157,0.048353185603110645,0.09572803466162129,0.11456362215054151,0.028931991886422394,0.04575811398470768,0.010619635508524393,0.11696575543797766,0.024035861258083473,0.11655673133450911,0.043918136390358596,0.10410243974132861,0.13503086419753085,0.09365902410346853,0.09450396825396823,62.7037037037037,1.7143867818105614,561.1111111111111,42.39358191333782,798.5300375183326,170.043004202217,758.9169181695509,201.1175277730001,382.8618701216502,384.0234671032085,346.8197649863807,742.6667142021863,"C2 central interchange, direction-balanced",4.1542427038031695
560,Ealing Broadway,4,15.0,0.18433333333333332,0.09766666666666665,3.7614,-0.5332666666666666,40.2772,82277.19093498729,0.42902844881988095,0.4348568161206303,0.12339839348797693,0.47571989204676834,0.10575835086723191,0.17246225816153338,0.047531533488441455,0.22601809560342762,0.0410672452199959,0.34501202004549386,0.1740873836556293,0.2744394190399453,0.4187263131070416,0.13274688419738362,0.1367746685675712,0.07448133734918003,0.037191860750419095,0.047989476293056825,0.1877131432325429,0.047989476293056825,0.040165240990448305,0.045797630368624026,0.10175027187347045,0.09902653850865283,0.049124330433751286,0.03059168482213224,0.0066825396825396675,0.07635052910052907,0.008690476190476188,0.13812037037037034,0.04665608465608463,0.10517592592592592,0.19062566137566136,0.1797724867724867,0.035231481481481454,79.6,1.4851602169921374,1165.0,1614.9651560170983,87071.82500810415,1092.2032111717806,44518.61055921274,2095.1821586871265,3801.5067727777073,2779.9001756701687,2342.8463693050007,13719.393757560472,C4 inner-middle ring mixed,4.389498649512583
561,Ealing Common,4,10.0,0.22600000000000003,0.1121,6.242,-0.31989999999999996,38.4317,7399.178785012936,0.4190178226812057,0.47401257182995493,0.1535726030868574,0.43301875728793104,0.1294433600418043,0.15926401486808464,0.07335225205933729,0.2354949986297902,0.0490818934619454,0.32855671691294447,0.18113476353260702,0.27483826348261087,0.40953401216596896,0.13449296081881307,0.14278714141712864,0.08478791169162661,0.042200055188827405,0.0638763624073834,0.19984877042872382,0.0638763624073834,0.0332336013554012,0.05493057263572291,0.1116845964375996,0.10702922200451599,0.044575410228286184,0.03030555524981137,0.01,0.10991269841269839,0.044285714285714275,0.12906349206349205,0.0696111111111111,0.11156349206349206,0.13476190476190475,0.16845238095238094,0.03650793650793649,56.9,1.757788894294406,427.5,4.817368133115483,218.96717649977555,142.98295955959944,242.71842908587465,97.37103988033292,174.5933144447832,269.51236998980477,316.8099328828612,75.83494859534008,C4 inner-middle ring mixed,4.05871738457895
562,Earl's Court,4,17.0,0.15352941176470591,0.08558823529411763,5.405411764705882,-0.7209411764705882,54.539882352941184,18072.678734406494,0.6319447214022699,0.4500607852809952,0.1381472512804524,0.5090985035693419,0.15161539949314828,0.15016817403420937,0.04381218993491923,0.1738742877455267,0.03322927285324975,0.45784243598462754,0.15775935078986444,0.3209586357548634,0.40295266280262,0.11832935065265217,0.133346086479516,0.056940083712296995,0.03437432650617095,0.04576837046743975,0.15279724568130476,0.04576837046743975,0.022628910650195594,0.03865460964496777,0.09151372538614129,0.08491422881973772,0.0381600812194422,0.021046802839551577,0.0010126050420168058,0.08311694677871148,0.024323062558356673,0.2585833333333333,0.04280228758169933,0.12660784313725487,0.067281279178338,0.1278188608776844,0.06338188608776842,61.76470588235294,1.6765602269040123,977.9411764705883,25.105797696619604,854.199300179128,359.24195934011004,2296.570777305096,439.7366233957641,1401.6783503998035,352.2383879657409,2013.2708032753028,664.5556794144696,C4 inner-middle ring mixed,4.139392907245537
563,East Acton,4,14.0,0.38257142857142856,0.16478571428571429,18.906785714285714,0.2127857142857143,33.64414285714286,9219.28765141504,0.530762319192682,0.5993401421038003,0.24839144812974623,0.30076821430788014,0.37745100283396865,0.1392633143831342,0.18225136768425518,0.2871411609783739,0.09622634511692123,0.30715236718370054,0.23212110016259305,0.290131926235867,0.3765855792356247,0.10116139436591509,0.11121308888840811,0.10199890256319424,0.052041261068168816,0.0881716074609442,0.24343549544206763,0.0881716074609442,0.048879506489569235,0.061298025650166295,0.13325796330233206,0.14905000164310492,0.033163949999881585,0.032321580514246384,0.03631632653061224,0.15947052154195007,0.011515873015873012,0.08573582766439906,0.04328231292517005,0.05807653061224489,0.11358276643990929,0.15412925170068026,0.03825963718820861,65.57142857142857,1.732803035115151,1032.142857142857,171.12167393385653,320.9132886526468,31.27940698811875,147.0607963529473,57.213552383591264,145.57927608538262,138.16878817161935,458.2055943442296,72.87144156131642,C4 inner-middle ring mixed,4.198275485070332
564,Eastcote,0,11.0,0.12090909090909091,0.06572727272727273,5.549272727272727,-1.1076363636363635,16.33090909090909,4999.97271374448,0.14685267433412297,0.4255192472647478,0.11486776255835672,0.15027212183852762,0.07314186817882894,0.3054496393550947,0.030704994761154094,0.3323298563387588,0.040171087801143056,0.2331759122847785,0.2289606568636616,0.15414637349800756,0.4175755756653599,0.1993173939729708,0.11012276533184152,0.10678429666124806,0.02748400026910113,0.03190155689369661,0.20511436985919881,0.03190155689369661,0.050002131302380355,0.037463453982313724,0.11764878457450459,0.12209658558244739,0.04429466065065383,0.0584897449191212,0.003896103896103891,0.10079365079365078,0.012554112554112538,0.07077922077922075,0.06565656565656565,0.10826118326118324,0.13668831168831166,0.13914141414141412,0.09877344877344876,50.27272727272727,1.7185064709130058,331.8181818181818,7.6369458062965005,132.9717014054547,10.473552400759678,100.5253135745977,50.74773586704932,71.4847976302973,123.31168692452735,155.33966944871548,124.46420449099031,C0 outer arrival-oriented,3.9371589786996886
565,East Finchley,4,16.0,0.1126875,0.06618750000000001,2.2600000000000002,-1.4281875,40.85725,5612.347645910582,0.2925045002300018,0.39357413162679644,0.10319978574080779,0.2757830500858802,0.10104308347646823,0.10284554914168809,0.035098774004380134,0.3264927297040372,0.045992986074218936,0.2715256279111614,0.2419781539058376,0.17128911940462338,0.41483298285531245,0.17189974383422646,0.16658844628621677,0.09257256573269217,0.030751169584305793,0.039477324001803926,0.1425905327102886,0.039477324001803926,0.017092066738539947,0.03844699289471921,0.08705147307702935,0.12936725800112528,0.023661191696405712,0.03886034335026023,0.02363591269841268,0.07804315476190474,0.026388888888888882,0.11865699404761902,0.054676339285714255,0.10752232142857142,0.1771031746031746,0.11357142857142855,0.06995287698412696,63.0,1.775764776998067,489.0625,34.92911953306631,163.50369088891173,51.25902288884915,434.34334937034515,83.62358788508918,158.95199446134095,170.62767088571113,181.48968123051077,125.58182863647127,C4 inner-middle ring mixed,4.1588830833596715
566,East Ham,4,24.0,0.42674999999999996,0.141625,31.628541666666667,-0.109375,42.02641666666667,21233.5876445968,0.4548598690084204,0.688892737796723,0.2947411929448981,0.43691942893732555,0.15556779369587728,0.6569475119141904,0.09210839372054001,0.48554239083176415,0.06480309307864779,0.16142180423462393,0.28848996151382356,0.24692651634428422,0.3834249148168974,0.08115860732499468,0.1188765247235013,0.1383721832215476,0.0475067866457717,0.08336114715928665,0.3700738184964479,0.08336114715928665,0.08178816615766138,0.09240683490991959,0.1958788174288668,0.10959791633230687,0.029264904172567285,0.04217098757389565,0.020208333333333325,0.16761739417989419,0.0281464947089947,0.0826190476190476,0.04604828042328041,0.023039021164021154,0.14545800264550265,0.08395006613756613,0.06574570105820104,51.333333333333336,1.4923131278230268,393.3333333333333,123.74763003862392,638.5872258322935,62.605096577561596,370.888589822569,138.65643236921844,110.04919850136226,403.93916989189665,235.20014483934105,401.8075788983171,C4 inner-middle ring mixed,3.9576335166801986
567,East Putney,4,19.0,0.13863157894736844,0.06342105263157895,3.788842105263158,-0.9702105263157892,39.375947368421045,14423.075167816101,0.45855182319893717,0.3568705815252036,0.10182552845922632,0.4028812659094572,0.11228954019362322,0.10613112079293661,0.0485274961269981,0.22671856552713854,0.04171925362578275,0.3057204079483023,0.1734099533994831,0.3422319380192887,0.38513335640888047,0.09922475217234754,0.12269428306799102,0.06838335692794516,0.030265168217328386,0.044985982106975964,0.15573662391880652,0.044985982106975964,0.02112189223979863,0.044754886417843996,0.08985984526116379,0.1113662326645228,0.031569209628204115,0.04590352499398927,0.010725981620718458,0.08193191311612362,0.011566416040100242,0.1016844193817878,0.06611925647451962,0.12303258145363408,0.19915413533834583,0.12837552213868,0.07435923141186296,67.05263157894737,1.6690997051999719,809.2105263157895,83.27331823788685,1098.7117132193434,139.33248019909118,950.1753635209803,409.455645998713,1090.9617670874788,549.021320025062,647.0542533519754,445.6646919482329,C4 inner-middle ring mixed,4.220281399605417
568,Edgware,4,16.0,0.282625,0.1163125,13.5335625,-0.78575,26.1411875,7852.107889214636,0.24661992081966957,0.5264132403458066,0.18067546275952634,0.30381957821584926,0.10681393860137972,0.24827852999651823,0.08253075658698455,0.37244866218764305,0.07465401365329052,0.2302780681893804,0.2646870791089197,0.19469874995899855,0.3748699916918729,0.16574417924020873,0.16379644421602008,0.126994806565255,0.03710999223063147,0.04671234649443175,0.23781563965030092,0.04671234649443175,0.0454311298714863,0.06286573603588337,0.12951877374293116,0.14682596709820234,0.029269077505771908,0.03410144160069331,0.0018749999999999939,0.12311061507936505,0.04427281746031743,0.04621527777777776,0.0563814484126984,0.08499206349206348,0.10518849206349204,0.17626190476190473,0.07955059523809521,69.4375,1.5753729080588472,696.875,9.456544706951146,344.9179757350251,150.587705171472,141.6144071164627,91.52565262873304,216.02879275485765,252.55254686395278,641.8371157826109,283.32337054552386,C4 inner-middle ring mixed,4.254725791799995
569,Edgware Road (DIS),2,12.0,0.24258333333333335,0.12833333333333333,12.654666666666666,-0.4254166666666667,56.2115,20352.75068883193,0.6870559876488777,0.5033872177123196,0.208191002829568,0.5288158171837214,0.19390659401996216,0.21570977920627166,0.05777893456712351,0.18034662329838644,0.04046345719087618,0.42942521393531735,0.1651272099365387,0.343647223148193,0.37204187410467715,0.11918369281059103,0.11470112496697014,0.07522440651013947,0.03381944967752445,0.0777486533446977,0.1703799673862357,0.0777486533446977,0.019858532634581573,0.03559599545965224,0.11492543929200179,0.09724005844176552,0.02508552477793106,0.024152972106439408,0.007652777777777768,0.10720667989417987,0.025173941798941783,0.2181845238095238,0.09686309523809522,0.10471296296296297,0.024201058201058178,0.1220701058201058,0.09867195767195763,140.25,1.7243089706917158,3316.6666666666665,151.37380961847984,2136.812566453918,708.8453339168759,5616.8038249582305,2557.2438169479037,3272.400060197138,433.45035446000855,6008.503454059738,3729.7176306257497,"C2 central interchange, direction-balanced",4.9505313700265505
570,Elephant & Castle LU,4,17.0,0.23617647058823527,0.10852941176470587,9.535470588235293,0.2446470588235294,41.458176470588235,21103.47699906212,0.7482767927206595,0.47068635058167724,0.16540346117931018,0.37345373465188103,0.35565119435927106,0.1734903570775778,0.2001240052198566,0.18535379576675326,0.08264677185231953,0.3627845033012494,0.18327470280345778,0.43111994568942186,0.328135416598958,0.057469934908162254,0.08283687913156344,0.08183976207838246,0.037987986741610295,0.0649548726962857,0.1795510065480869,0.0649548726962857,0.032335078374893515,0.062062105692760786,0.08515382248043252,0.12693195615751288,0.021973077480865078,0.058165808199294726,0.007455436720142594,0.07858697266785498,0.02697574484339189,0.09772833375774549,0.061594516594516584,0.0903931117901706,0.15137764196587722,0.17228662677192086,0.06795454545454542,69.70588235294117,1.755580516820837,2357.3529411764707,97.45904158226395,615.1311285473696,291.4061721496584,1127.1406843697387,3904.7129452079253,1851.1693135215864,1553.6264654581503,2501.8951123088373,1399.0418512065073,C4 inner-middle ring mixed,4.258528771038937
