MSOA11CD,od_origin_total,bus_boarding_total,std_residual
E02000647,587,221.4311,-0.607182618641202
E02000648,1204,538.7767699999999,-0.4025664490685899
E02000649,4619,5523.48053,0.9241294934298964
E02000650,1352,863.44946,0.09533403370038415
E02000651,1208,1080.15569,0.5776453047928712
E02000652,579,542.92367,0.6809908168744101
E02000653,2150,303.14699,-2.066143787493283
E02000654,1025,932.76995,0.610588629515175
E02000655,2961,702.00152,-1.3473197445544927
E02000657,1502,1371.54746,0.5967358201858852
E02000658,1593,2828.81579,1.5365743358303576
E02000659,860,506.63583,0.0035016215775498104
E02000660,745,595.32054,0.44216671162259424
E02000661,1832,1205.6093,0.12281162411323072
E02000662,885,343.1486,-0.5897011623688774
E02000663,356,180.74439,-0.16163087611995405
E02000664,11559,9677.1274,0.37374579725694196
E02000665,1329,646.69774,-0.2888818640276275
E02000666,718,472.06986,0.16790143003892097
E02000667,493,455.78325,0.6688338298257903
E02000668,1327,435.03143,-0.8478407404569819
E02000669,1006,254.9719,-1.1972755529942536
E02000670,637,632.39982,0.7571383423324882
E02000671,1184,788.02726,0.1603719260911007
E02000672,5912,5322.67104,0.5096189052305692
E02000673,1689,1062.55753,0.06301185190310436
E02000674,987,413.80904,-0.48472977803088935
E02000675,1057,565.48464,-0.14321922723102729
E02000676,612,229.10043,-0.6201945670648351
E02000677,1087,902.69868,0.4780917293932545
E02000678,920,175.37266,-1.5945198397917408
E02000679,883,325.804,-0.659721325786265
E02000680,1331,611.73462,-0.3697812558396227
E02000681,1700,469.18539,-1.1040484518142795
E02000682,1011,187.4926,-1.6385010922519045
E02000683,1057,1310.51161,1.047277742007294
E02000685,1776,1022.53621,-0.06502385517557191
E02000686,1605,538.67592,-0.8242614967023166
E02000687,1117,973.71417,0.5454669574057428
E02000689,966,372.7341,-0.6010850462172368
E02000690,1386,474.26806,-0.7894189175691976
E02000691,4891,4240.45289,0.4654184442538303
E02000692,2452,1748.85857,0.22252741014719613
E02000693,2962,1443.42663,-0.32660969274106927
E02000694,1082,1458.00861,1.1641551274196724
E02000695,878,124.27735,-2.0111431328949934
E02000696,820,335.77295,-0.5086454412261637
E02000697,2749,1362.03729,-0.2994140824150649
E02000698,408,181.06123,-0.358646915991071
E02000699,592,402.28775,0.22422738287199412
E02000700,806,201.59922,-1.2040757699254943
E02000701,2327,2015.53548,0.5004120141424616
E02000702,893,389.62114,-0.42326162522476674
E02000703,636,212.73517,-0.7811622772455435
E02000704,3288,1474.17506,-0.449868707664233
E02000705,1224,522.27988,-0.4707331916666315
E02000706,2227,411.29827,-1.686296401649814
E02000707,1186,822.80831,0.2190717343442031
E02000708,860,448.09341,-0.17026627083036203
E02000709,697,213.27239,-0.9117616115339595
E02000710,2168,1293.36635,-0.024545396759766698
E02000711,5562,5894.60958,0.74384351776063
E02000712,942,460.68474,-0.2645116717382599
E02000713,665,247.50361,-0.6327350423564468
E02000714,1328,725.14523,-0.1256498200970283
E02000715,641,718.44874,0.9286151886789029
E02000716,490,1211.11495,2.0617382888349614
E02000717,1304,1602.48953,1.0245070842255826
E02000718,533,210.10423,-0.5399807122787883
E02000719,671,67.60394,-2.471173602081352
E02000720,835,521.85232,0.08861302843872064
E02000721,2229,2143.39771,0.6506893572555129
E02000722,679,783.892,0.9677175369943165
E02000723,2790,2086.88098,0.28361285529034724
E02000724,389,184.13361,-0.26513055404646846
E02000725,4818,2753.05651,-0.12491600274350369
E02000726,20461,11605.33787,-0.20630772030418418
E02000727,2129,1124.31751,-0.19640257727013827
E02000729,495,294.26084,0.044107136882137854
E02000730,1683,1578.15279,0.6287710602096489
E02000731,3665,3425.93622,0.5862571516469239
E02000732,594,185.97178,-0.8708155808346923
E02000733,812,560.77239,0.23135781765282018
E02000734,708,1576.21628,1.8961191066723468
E02000735,930,628.4094,0.19375354154261082
E02000736,944,548.37903,-0.02099860681806724
E02000737,2310,737.61776,-0.9131392794549688
E02000738,1309,939.62488,0.2624781184911828
E02000739,697,512.00482,0.32631563079884995
E02000740,1375,268.74386,-1.5809734213391646
E02000741,2012,2299.52869,0.9005437141097636
E02000742,1088,539.48544,-0.2522132072708095
E02000743,2342,2095.79298,0.5463365875887264
E02000744,810,190.97732,-1.2876990086527969
E02000745,650,389.61786,0.04206346817627823
E02000746,3985,2589.10142,0.06645317493139002
E02000747,4708,3643.98912,0.30642938353891974
E02000748,702,226.60175,-0.8366499827799644
E02000749,1242,1353.70176,0.8568178248228023
E02000750,1921,786.35439,-0.5521293239266513
E02000751,937,337.85651,-0.6953468387657958
E02000752,1188,482.13511,-0.5401692503257249
E02000753,387,587.38812,1.3822046051019445
E02000754,883,265.53931,-0.9487906400835622
E02000755,580,206.51914,-0.6880223714966117
E02000756,2636,1198.02443,-0.41967298788746116
E02000757,1567,638.45483,-0.548551220915173
E02000758,286,267.61716,0.7125962639069175
E02000759,1259,827.69773,0.1399073240004968
E02000760,1063,429.23765,-0.5416593554894225
E02000762,775,212.48485,-1.0723911722153616
E02000763,1026,757.57445,0.31448814692067834
E02000764,1266,406.50535,-0.8748085464550212
E02000765,828,1276.6196,1.3679806342189562
E02000767,888,143.21582,-1.8280936353003447
E02000768,245,355.39848,1.3397329853495916
E02000769,1277,765.04889,0.007619817390235984
E02000770,362,198.1294,-0.05653099138570346
E02000772,1911,1043.85092,-0.14321616033607543
E02000773,789,608.86912,0.3899546621053576
E02000774,687,364.22306,-0.1343614303200945
E02000776,425,552.85191,1.1593521829026585
E02000777,443,227.56275,-0.15652603846172333
E02000779,1550,2940.27708,1.6314782461624815
E02000780,5091,4933.77657,0.6213417707124256
E02000781,1124,947.11596,0.4970742871465658
E02000782,1307,3510.08919,2.1325867960885803
E02000783,656,490.50511,0.3544084420284171
E02000784,911,1005.82281,0.8902002838639279
E02000785,2743,417.15559,-1.9718925562789416
E02000786,1657,1043.65823,0.06562979432375284
E02000787,1001,401.12652,-0.5494067441261543
E02000788,1179,600.25715,-0.2188407979423893
E02000789,1722,288.77667,-1.8092974877473043
E02000790,363,269.98561,0.37637334874760997
E02000791,5691,5548.32047,0.6243703682431598
E02000792,410,740.34091,1.6254132105915242
E02000793,1340,340.34443,-1.2093209295709488
E02000794,1158,243.32556,-1.4695504164868485
E02000795,770,408.77287,-0.13823682713610427
E02000796,1353,463.51222,-0.7865553263318149
E02000797,3965,2564.40239,0.06024458012509716
E02000798,1954,500.41341,-1.2170300187461303
E02000799,1032,628.0548699999999,0.04043715265832949
E02000800,269,61.58418,-1.2637172062499205
E02000801,1037,480.68597,-0.34518155011555796
E02000802,1172,457.22625,-0.5953599274759879
E02000803,1303,350.37745,-1.1271929492286121
E02000804,2081,1020.03719,-0.30087200547141135
E02000805,938,492.33571,-0.16424300884915016
E02000806,1653,509.76291,-0.9455523043665058
E02000807,805,154.20811,-1.5801348534575859
E02000808,6891,3552.76301,-0.28828665753665045
E02000809,7127,5464.342900000001,0.2727090731124962
E02000810,1476,1255.71698,0.4973055356385084
E02000812,4739,2180.27444,-0.4313253288417122
E02000813,4976,2442.50947,-0.34190783863740365
E02000814,1724,949.64447,-0.12622299073667492
E02000815,2795,2467.18177,0.5182851403991133
E02000816,1398,746.91309,-0.15906709275219671
E02000817,1021,283.44109,-1.069413420558947
E02000818,1693,3084.50267,1.5699834162138047
E02000819,1835,162.92545,-2.710391784222708
E02000820,1106,1130.82816,0.7719047417515997
E02000821,3051,3518.55096,0.8929869817700768
E02000823,1701,1449.82687,0.49298030468858695
E02000824,2798,888.83286,-0.9300656293385612
E02000825,1358,975.5244,0.2617221386387233
E02000826,1770,1163.76735,0.12324194021370806
E02000827,4801,7163.59964,1.2361069868077263
E02000828,5910,6050.4542,0.6918275488772392
E02000829,1981,1843.87832,0.6102947375041287
E02000830,1146,233.18793,-1.5143788675769525
E02000831,3662,3008.62349,0.4033120875837497
E02000832,1231,758.38377,0.04900493644139096
E02000833,1413,1569.97066,0.8777671145308725
E02000834,1230,1149.01258,0.6387483438152467
E02000835,726,436.5806,0.04107997256201502
E02000836,1087,702.45595,0.12286416965610308
E02000837,1416,833.91472,-0.02176739410929686
E02000838,888,1098.79982,1.052933385115344
E02000839,1142,641.8715100000001,-0.07719990403315487
E02000840,740,178.25522999999998,-1.2525098622448805
E02000841,1961,1263.17547,0.08913125957426475
E02000842,1339,502.99246,-0.6556261697378698
E02000843,1623,349.01643,-1.4546452996148476
E02000844,726,315.89663,-0.4165286090842056
E02000845,575,188.22906,-0.8061865975309409
E02000846,721,445.00407,0.07824410660077348
E02000847,961,287.89912,-0.958600711504238
E02000848,1192,807.05508,0.1842942322461269
E02000849,826,341.44827,-0.4956285345005821
E02000850,3757,367.1422,-2.613877591495881
E02000851,6359,3197.27902,-0.31989792778616843
E02000852,670,199.19394,-0.9502651863217366
E02000853,426,142.10193,-0.7632951903394822
E02000854,1704,731.59032,-0.4786124027977762
E02000855,776,523.66442,0.20088902187041693
E02000856,2278,1108.18446,-0.3160736706608547
E02000857,1422,908.20451,0.09291563713651382
E02000858,2015,494.22696,-1.2797105314219388
E02000859,680,261.16912,-0.589493973469076
E02000860,624,260.20684,-0.46882170719637295
E02000861,647,101.05622,-1.8545782651456904
E02000863,380,33.407779999999995,-2.617295655351875
E02000864,1473,500.56233,-0.8023036932561326
E02000865,602,771.11611,1.1207458942726078
E02000866,1456,2479.71501,1.4816948765679885
E02000867,956,1271.67092,1.1518357961328336
E02000868,1088,646.82457,0.004683594300380324
E02000870,458,668.50634,1.318833826533268
E02000871,1158,281.62224,-1.2630576187460751
E02000872,1510,608.68766,-0.561829076898244
E02000873,1118,746.35093,0.16748758675856187
E02000874,553,1220.78649,1.895907734063509
E02000875,517,311.36352,0.06029147177986204
E02000876,1615,2012.1539,1.0335802704631873
E02000877,1213,1277.73285,0.8096077380796716
E02000878,3823,3215.40841,0.434443416718257
E02000879,460,589.02424,1.1332368113058968
E02000880,1023,521.86285,-0.20893594511701266
E02000881,400,329.13787,0.5143550095720609
E02000882,664,99.34286,-1.9165792233949397
E02000883,976,575.96676,-0.0003707107241522684
E02000884,2257,898.24103,-0.6000572957832203
E02000885,480,138.72794,-0.9718305825946769
E02000886,705,447.95685,0.12047795417838392
E02000887,752,978.46584,1.1321807422678587
E02000888,539,322.99317,0.05111120742954484
E02000889,322,178.41946,-0.03306334350899794
E02000890,1430,638.41232,-0.4145185104489122
E02000891,2411,1621.67572,0.14024524713682276
E02000893,756,308.9714,-0.5071850229570234
E02000894,573,433.95736,0.37920837119989614
E02000895,540,239.32592,-0.37523490376839613
E02000896,1294,1006.07703,0.37617863607259616
E02000897,816,218.09927,-1.1111104333475466
E02000898,601,242.24705,-0.5148367284929637
E02000899,1645,933.40989,-0.08187721153954704
E02000900,1808,535.80565,-1.0064412720218676
E02000901,2081,595.17679,-1.0638765681030933
E02000902,754,1156.50207,1.365133866071992
E02000903,1199,714.29507,0.002792104832344055
E02000904,1051,522.35481,-0.24717778957971095
E02000905,1575,581.98952,-0.6871182801691093
E02000906,723,311.22277,-0.4315338127159114
E02000907,2123,806.5965,-0.662739034074482
E02000908,2848,2982.80634,0.7597810446113253
E02000909,781,232.48562,-0.9566907904917823
E02000910,1539,2519.47593,1.4229665548404504
E02000911,7638,5513.00737,0.18370898439554306
E02000912,1331,306.68866,-1.346648529145901
E02000913,2139,1663.8789,0.3521880406763238
E02000914,2680,1910.18216,0.21720071798467125
E02000915,949,227.50606,-1.2727575533891327
E02000916,1750,1596.00944,0.5874804106118406
E02000917,742,726.60262,0.7302523571649179
E02000918,3849,2139.64282,-0.15290066215140347
E02000919,1471,314.68725,-1.4568701976533918
E02000920,3628,4112.00853,0.8599300301851639
E02000921,1369,851.54682,0.05735417548199678
E02000922,1686,392.91806,-1.342910070383018
E02000923,871,927.2349,0.8407462373678743
E02000924,3575,2663.2378,0.26571072804471796
E02000925,879,479.1117,-0.10757411130825535
E02000926,1086,692.06505,0.10310946022750728
E02000927,467,683.73818,1.322248915620178
E02000928,636,471.59892,0.34413443430602203
E02000929,975,888.02877,0.6142514814501386
E02000930,2260,2436.91592,0.8123601945543093
E02000931,219,127.98877,0.0623301520467216
E02000932,5323,5028.37413,0.5829068897304812
E02000933,962,919.84783,0.683791883976598
E02000934,5499,7535.42823,1.1087595985764604
E02000935,770,551.3310299999999,0.28513710512172774
E02000936,895,737.9811100000001,0.4775643159702369
E02000937,303,444.96711,1.3471058414632324
E02000938,1400,1423.67667,0.7526969033441003
E02000939,326,66.80934,-1.4309940648523702
E02000940,2428,1278.31991,-0.20721481174535672
E02000941,383,348.74658,0.6597289503751851
E02000942,862,741.03212,0.5384586903417437
E02000943,2306,809.93388,-0.7781363675050907
E02000944,627,232.26049,-0.6363172430721338
E02000945,1876,1658.93954,0.540348020793853
E02000946,884,905.77149,0.7858606210449748
E02000947,459,159.19162,-0.7125208195723768
E02000948,465,195.5489,-0.4414679386385345
E02000949,792,1086.86677,1.2051060206623971
E02000950,576,203.79989,-0.6965927945099901
E02000951,1132,1732.36663,1.3422971552555614
E02000952,615,79.13768999999999,-2.1231534511756474
E02000953,552,489.71874,0.6049455813348814
E02000954,259,118.6186,-0.2896944517702919
E02000955,477,415.12128,0.5849204466970079
E02000956,2266,2903.0069,1.0565706077020813
E02000957,4302,5818.86645,1.1022769685897662
E02000958,508,380.60239,0.3699298226144197
E02000959,738,739.45895,0.7630102782360174
E02000960,413,459.61459,0.9398589206419761
E02000961,120,386.16779,2.498085868358072
E02000962,692,1354.09927,1.7143520953798084
E02000963,458,272.38236,0.0486614741788251
E02000964,1304,1380.70473,0.8133988579933515
E02000965,228,125.04688,-0.029207944984237934
E02000966,538,479.40953,0.6124539031424401
E02000967,2462,3266.86359,1.1023229499990772
E02000968,887,1896.31922,1.827908476369997
E02000969,929,1517.0585,1.4438567012485473
E02000970,7697,3154.8635,-0.6189346102953126
E02000971,2132,4988.34219,1.9134618377435921
E02000972,32605,13243.8129,-0.7025671949454078
E02000973,868,932.58491,0.8539521728476267
E02000974,2620,3103.91625,0.9385722908905099
E02000975,1242,1343.20021,0.8457817793677869
E02000976,1798,1105.49153,0.02744081117060108
E02000977,41237,26054.39182,-0.08758904737433613
E02000978,7201,7767.60318,0.7562608294821623
E02000979,9014,4511.57175,-0.3434927505434311
E02000980,1605,433.78784,-1.1307337171076255
E02000981,868,374.5396,-0.4374903185326323
E02000982,7110,6480.84921,0.5181146492022961
E02000983,866,467.90768,-0.11922642344385796
E02006782,921,243.71929,-1.131657440428559
E02006783,1807,372.20553,-1.5211287763581633
E02006784,1793,1109.67834,0.03687971014784393
E02006785,743,419.94047,-0.04780988348607096
E02006786,534,880.5064199999999,1.484174986687532
E02006787,1406,367.05255,-1.1729705649536781
E02006788,512,42.93199,-2.7071697822498524
E02006789,669,74.72319,-2.326782923269433
E02006791,363,164.36627,-0.324043467555476
E02006792,3709,2471.01944,0.10554996005053886
E02006793,1240,1233.20928,0.7270805407438257
E02006794,1929,1517.81116,0.3734929414410953
E02006795,1214,229.08439,-1.62394077981966
E02006796,2043,688.38579,-0.8308509502832587
E02006798,3172,4095.21337,1.0511199073640487
E02006799,2109,645.3208099999999,-0.9689485044997791
E02006800,1723,1283.59664,0.30156876493579576
E02006801,16345,9431.00434,-0.1710123596924756
E02006802,4178,13360.00142,2.3237259473052934
E02006836,265,114.226,-0.3762205945560675
E02006853,873,136.00651,-1.8758544055450541
E02006854,9491,2877.45859,-1.0567393150051985
E02006882,2625,1054.43063,-0.5944359581872438
E02006918,738,641.0488,0.5607770836621665
E02006921,594,630.95092,0.8562556063603299
E02006924,1459,1892.20603,1.095392984867616
E02006925,1239,560.4903,-0.3886409871126553
E02006927,1507,846.32831,-0.09214924796132708
E02006928,1623,570.36968,-0.7596833900664158
E02006929,11035,9692.51915,0.4440523459519468
E02006930,2563,1551.92192,-0.011718347204147736
E02006931,2972,2107.31216,0.20474785615144156
