MSOA11CD,rail_entry_total,rail_exit_total,bus_alighting_total,bus_boarding_total,origin_total,destination_total
E02000363,1267.7293670000001,2673.77141748,1101.52902,1030.66968,2298.399047,3775.30043748
E02000364,0.0,0.0,524.88614,469.71772,469.71772,524.88614
E02000365,6165.53996026386,8437.98339183091,5523.595600000001,5198.68875,11364.22871026386,13961.578991830911
E02000366,0.0,0.0,1335.44893,635.958,635.958,1335.44893
E02000367,570.28440042,1099.384615652,2799.85767,2618.70466,3188.98906042,3899.2422856519997
E02000368,0.0,0.0,503.66758000000004,405.13343,405.13343,503.66758000000004
E02000369,0.0,0.0,1685.859,1328.41886,1328.41886,1685.859
E02000370,0.0,0.0,1812.79919,1635.27596,1635.27596,1812.79919
E02000371,1986.9469954000003,1674.763073588,5139.46249,5675.09176,7662.038755400001,6814.225563588
E02000372,9494.262199638693,9094.527205183462,2965.51499,2660.74944,12155.011639638693,12060.042195183461
E02000373,0.0,0.0,33.335829999999994,91.11882,91.11882,33.335829999999994
E02000374,0.0,0.0,444.96306,237.67504,237.67504,444.96306
E02000375,12440.18684291517,11222.36255079957,6165.50294,7359.71589,19799.90273291517,17387.86549079957
E02000376,599.91856225,1298.095163444,1814.72794,1869.79531,2469.71387225,3112.823103444
E02000377,0.0,0.0,1419.99396,896.5861,896.5861,1419.99396
E02000378,0.0,0.0,307.44003,254.53667,254.53667,307.44003
E02000379,0.0,0.0,502.77126,286.58082,286.58082,502.77126
E02000380,0.0,0.0,111.21099,124.91893,124.91893,111.21099
E02000381,0.0,0.0,331.69125,412.02215,412.02215,331.69125
E02000382,906.2013409375,1386.108335735052,602.74455,438.69885999999997,1344.9002009375,1988.852885735052
E02000383,1108.737936,639.8846989794,1097.86067,627.90525,1736.643186,1737.7453689794002
E02000384,16393.2871780077,15393.06622637616,5620.96362,6604.05648,22997.3436580077,21014.02984637616
E02000385,3214.0662268374003,5731.99847028465,276.09543,176.71074,3390.7769668374003,6008.09390028465
E02000386,0.0,0.0,702.78602,584.01077,584.01077,702.78602
E02000387,0.0,0.0,963.61125,630.54563,630.54563,963.61125
E02000388,2727.5837200421456,3531.50699282,467.52479999999997,399.19828,3126.7820000421457,3999.03179282
E02000389,0.0,0.0,1241.8020900000001,1162.4314,1162.4314,1241.8020900000001
E02000390,0.0,0.0,585.6923,328.84882,328.84882,585.6923
E02000391,0.0,0.0,1723.18384,1258.18441,1258.18441,1723.18384
E02000392,1809.252125182615,3826.297608854829,1347.8577,1197.97303,3007.225155182615,5174.155308854829
E02000393,0.0,0.0,46.01144,47.71178,47.71178,46.01144
E02000394,1590.51335710244,942.5341931449807,518.00021,361.77413,1952.28748710244,1460.5344031449808
E02000395,1673.1872209982323,3173.4624148284083,1228.1021700000001,1349.71776,3022.9049809982325,4401.564584828408
E02000396,0.0,0.0,673.8580900000001,588.72922,588.72922,673.8580900000001
E02000397,0.0,0.0,1203.1818,1030.28282,1030.28282,1203.1818
E02000398,0.0,0.0,978.01874,603.47801,603.47801,978.01874
E02000400,855.637823288875,3331.2334969467793,916.97117,747.28268,1602.920503288875,4248.204666946779
E02000401,0.0,0.0,501.31172,236.01244,236.01244,501.31172
E02000402,0.0,0.0,934.43636,571.7842899999999,571.7842899999999,934.43636
E02000403,2297.21765876,5718.9514776000005,4121.63279,2979.66083,5276.8784887599995,9840.5842676
E02000404,0.0,0.0,906.13991,567.37285,567.37285,906.13991
E02000405,0.0,0.0,501.18272,381.17841,381.17841,501.18272
E02000406,0.0,0.0,626.76062,445.29875,445.29875,626.76062
E02000407,321.18158124800004,759.0069689396,1496.32081,1306.06601,1627.247591248,2255.3277789395997
E02000408,0.0,0.0,3831.66718,2916.45272,2916.45272,3831.66718
E02000409,0.0,0.0,1541.29902,719.29964,719.29964,1541.29902
E02000410,0.0,0.0,527.94437,232.16768,232.16768,527.94437
E02000411,3565.08019818129,7991.383097983,2011.25005,2380.9813599999998,5946.06155818129,10002.633147983
E02000412,0.0,0.0,5711.85232,6951.02134,6951.02134,5711.85232
E02000413,0.0,0.0,258.26943,195.85766,195.85766,258.26943
E02000414,0.0,0.0,344.90841,250.2037,250.2037,344.90841
E02000415,1864.3546550580002,6520.181326996,859.0791300000001,2580.24236,4444.597015058001,7379.260456996
E02000416,0.0,0.0,522.29356,424.438,424.438,522.29356
E02000417,0.0,0.0,3591.82192,2698.1119400000002,2698.1119400000002,3591.82192
E02000418,0.0,0.0,892.0384200000001,435.10321,435.10321,892.0384200000001
E02000419,0.0,0.0,2038.70738,1595.10797,1595.10797,2038.70738
E02000420,0.0,0.0,1656.0965,1660.97711,1660.97711,1656.0965
E02000421,4454.779278260694,9230.08458961309,5665.04947,6763.95745,11218.736728260694,14895.13405961309
E02000422,0.0,0.0,626.05169,449.09252,449.09252,626.05169
E02000423,0.0,0.0,1778.46133,1521.22824,1521.22824,1778.46133
E02000424,0.0,0.0,1178.55174,653.37247,653.37247,1178.55174
E02000425,0.0,0.0,718.12287,668.12811,668.12811,718.12287
E02000426,975.7052015697005,3648.668431522,1274.48011,1555.08973,2530.7949315697006,4923.1485415219995
E02000427,832.5097831103889,795.141148433834,342.87329,343.73593,1176.2457131103888,1138.0144384338341
E02000428,0.0,0.0,792.69412,491.92784,491.92784,792.69412
E02000429,0.0,0.0,575.09587,285.88535,285.88535,575.09587
E02000430,0.0,0.0,1792.27577,1277.10181,1277.10181,1792.27577
E02000431,0.0,0.0,603.8876,539.47076,539.47076,603.8876
E02000432,0.0,0.0,243.70699,289.35296,289.35296,243.70699
E02000433,648.5327773,2346.03601472,1325.40028,1509.1594,2157.6921773,3671.4362947199998
E02000434,462.527630185,1749.8329872454,795.25905,1434.16031,1896.6879401850001,2545.0920372454
E02000435,0.0,0.0,368.11012999999997,198.87107,198.87107,368.11012999999997
E02000436,0.0,0.0,145.31585,70.12232,70.12232,145.31585
E02000437,0.0,0.0,1439.1071299999999,825.81528,825.81528,1439.1071299999999
E02000438,159.1866352451397,476.1908286984377,667.53023,521.67374,680.8603752451397,1143.7210586984377
E02000439,0.0,0.0,803.95664,350.91843,350.91843,803.95664
E02000440,0.0,0.0,614.64391,339.52949,339.52949,614.64391
E02000441,0.0,0.0,340.23511,200.92310999999998,200.92310999999998,340.23511
E02000442,0.0,0.0,543.9677,287.09081,287.09081,543.9677
E02000443,0.0,0.0,1073.9206,840.5397,840.5397,1073.9206
E02000444,0.0,0.0,942.52696,560.0273,560.0273,942.52696
E02000445,1205.9833642705603,3577.262169094248,1642.8278500000001,1614.12563,2820.1089942705603,5220.090019094248
E02000447,134.19938035701801,359.0799989372261,452.6841,150.32981999999998,284.529200357018,811.7640989372261
E02000448,389.3002352393271,1899.0751951817808,588.51842,720.96441,1110.2646452393271,2487.593615181781
E02000449,0.0,0.0,136.39252,92.28984,92.28984,136.39252
E02000451,238.2888238075,1185.7017179409002,219.17381,197.61083,435.8996538075,1404.8755279409002
E02000452,0.0,0.0,2086.12792,1821.04152,1821.04152,2086.12792
E02000453,0.0,0.0,677.05584,466.79418,466.79418,677.05584
E02000454,0.0,0.0,187.61671,99.89502999999999,99.89502999999999,187.61671
E02000455,2021.1299175047284,5393.61376533,5618.5944500000005,7262.21717,9283.347087504728,11012.20821533
E02000456,246.76530456094673,1025.0683797590666,278.15755,156.71119,403.4764945609467,1303.2259297590667
E02000457,683.5024474501719,2534.116516648,541.17011,692.48322,1375.9856674501718,3075.286626648
E02000459,528.933439156322,1427.174852099,1001.71086,646.28775,1175.221189156322,2428.885712099
E02000460,0.0,0.0,910.26237,419.38527,419.38527,910.26237
E02000461,390.54463385239603,1223.8003123633669,695.3938,458.8257,849.370333852396,1919.194112363367
E02000462,0.0,0.0,2923.71767,2647.86835,2647.86835,2923.71767
E02000463,0.0,0.0,224.70161000000002,137.22797,137.22797,224.70161000000002
E02000464,0.0,0.0,369.72477,187.40048000000002,187.40048000000002,369.72477
E02000465,0.0,0.0,778.77656,394.99390999999997,394.99390999999997,778.77656
E02000466,0.0,0.0,772.56604,264.76905,264.76905,772.56604
E02000467,0.0,0.0,1149.91714,616.13862,616.13862,1149.91714
E02000468,0.0,0.0,738.3056799999999,396.10688999999996,396.10688999999996,738.3056799999999
E02000469,0.0,0.0,643.66713,343.95876,343.95876,643.66713
E02000470,956.3692718950001,3198.4067892278804,694.30592,1066.88724,2023.2565118950001,3892.7127092278806
E02000471,0.0,0.0,231.22118,131.31718,131.31718,231.22118
E02000472,0.0,0.0,449.72581,204.46674,204.46674,449.72581
E02000473,0.0,0.0,272.65055,160.80273,160.80273,272.65055
E02000474,0.0,0.0,789.13114,387.50481,387.50481,789.13114
E02000475,759.9794925540001,3151.8827810084,459.78654,475.36148,1235.340972554,3611.6693210084
E02000476,3890.2920115028,10730.769225961601,5945.5949,8812.27598,12702.567991502801,16676.3641259616
E02000477,0.0,0.0,229.17224,155.31453,155.31453,229.17224
E02000478,60.647788685,293.42319879222003,49.07835,40.466229999999996,101.11401868499999,342.50154879222004
E02000479,0.0,0.0,844.1748299999999,569.91379,569.91379,844.1748299999999
E02000480,0.0,0.0,1709.58439,1647.4487199999999,1647.4487199999999,1709.58439
E02000481,0.0,0.0,345.92845,113.44975,113.44975,345.92845
E02000482,936.2445400060002,3271.1730144041003,241.91787,126.35158999999999,1062.5961300060003,3513.0908844041005
E02000483,0.0,0.0,986.85495,959.17868,959.17868,986.85495
E02000484,0.0,0.0,315.14655,179.51708,179.51708,315.14655
E02000485,141.28072691088715,493.35648165133694,598.4147,1014.8830099999999,1156.163736910887,1091.771181651337
E02000486,356.4649568093047,1168.87426917436,382.07358999999997,491.31647999999996,847.7814368093046,1550.94785917436
E02000487,0.0,0.0,70.60683999999999,41.25771,41.25771,70.60683999999999
E02000488,0.0,0.0,181.75297,103.58448999999999,103.58448999999999,181.75297
E02000489,558.9675660026205,1981.5621439440001,618.66568,819.22473,1378.1922960026204,2600.227823944
E02000490,0.0,0.0,568.6756399999999,267.71084,267.71084,568.6756399999999
E02000491,0.0,0.0,1441.1673,917.61886,917.61886,1441.1673
E02000492,0.0,0.0,321.32037,139.11195,139.11195,321.32037
E02000493,0.0,0.0,838.98039,904.54398,904.54398,838.98039
E02000494,0.0,0.0,199.5131,158.39637,158.39637,199.5131
E02000495,682.4638344093377,2337.6947721098504,603.24342,687.10675,1369.5705844093377,2940.93819210985
E02000496,0.0,0.0,271.60213,185.70607,185.70607,271.60213
E02000497,0.0,0.0,208.73136,153.85622999999998,153.85622999999998,208.73136
E02000498,0.0,0.0,132.68157,78.83833,78.83833,132.68157
E02000499,0.0,0.0,90.43312999999999,107.89703999999999,107.89703999999999,90.43312999999999
E02000500,550.419050231303,1885.1654501236,740.2907700000001,778.04061,1328.4596602313031,2625.4562201236004
E02000501,392.01061355854057,1655.487061534,248.70653000000001,367.24254,759.2531535585406,1904.193591534
E02000502,334.494014389188,961.6098519621279,154.12581,208.06187,542.555884389188,1115.7356619621278
E02000503,145.9870499262493,653.1896048868,147.63512,98.13432,244.12136992624932,800.8247248868
E02000504,154.73775047992783,577.747432949188,98.72045999999999,85.17025,239.9080004799278,676.467892949188
E02000506,282.1973967107,1041.1592943160001,345.97138,385.1421,667.3394967107,1387.130674316
E02000507,0.0,0.0,236.94985,163.22895,163.22895,236.94985
E02000508,1558.0969134000002,2278.2278423000002,3003.509,3320.1899000000003,4878.2868134,5281.736842300001
E02000509,0.0,0.0,788.76729,998.32744,998.32744,788.76729
E02000510,0.0,0.0,1590.27882,1154.21593,1154.21593,1590.27882
E02000511,0.0,0.0,663.2294899999999,422.58905,422.58905,663.2294899999999
E02000512,0.0,0.0,582.33769,375.22053,375.22053,582.33769
E02000513,0.0,0.0,870.90572,466.69313999999997,466.69313999999997,870.90572
E02000514,0.0,0.0,271.59689,208.51952,208.51952,271.59689
E02000515,988.551045718,2848.652841035116,1616.42776,1667.3688300000001,2655.919875718,4465.080601035116
E02000516,0.0,0.0,367.45049,192.89065,192.89065,367.45049
E02000517,0.0,0.0,1466.27402,662.47562,662.47562,1466.27402
E02000518,0.0,0.0,508.07421999999997,265.89477,265.89477,508.07421999999997
E02000519,0.0,0.0,5537.63779,4538.89739,4538.89739,5537.63779
E02000520,0.0,0.0,3634.0314399999997,3953.0908600000002,3953.0908600000002,3634.0314399999997
E02000521,0.0,0.0,904.89591,599.36586,599.36586,904.89591
E02000522,0.0,0.0,868.96799,725.84942,725.84942,868.96799
E02000523,2145.67455085469,6813.2754072601,4722.1069,5284.3942799999995,7430.06883085469,11535.3823072601
E02000524,14620.648090973322,11066.236810583001,9743.44531,9834.16699,24454.81508097332,20809.682120583
E02000525,0.0,0.0,4259.2718,3631.34648,3631.34648,4259.2718
E02000526,2285.2485905197937,4924.896492039074,1250.56196,1244.96806,3530.216650519794,6175.458452039074
E02000528,0.0,0.0,3188.23239,2403.7151,2403.7151,3188.23239
E02000529,0.0,0.0,563.38206,330.90031,330.90031,563.38206
E02000530,0.0,0.0,1595.65953,1219.65502,1219.65502,1595.65953
E02000531,287.14356755800003,852.8818093900001,1697.89578,1404.94908,1692.0926475580002,2550.7775893900002
E02000532,0.0,0.0,479.36384,282.6866,282.6866,479.36384
E02000533,0.0,0.0,318.26131,200.0347,200.0347,318.26131
E02000534,0.0,0.0,373.33804,305.30506,305.30506,373.33804
E02000535,0.0,0.0,1417.29743,956.59977,956.59977,1417.29743
E02000536,0.0,0.0,1635.10699,1074.93331,1074.93331,1635.10699
E02000537,332.075551366256,1197.8129896260002,276.09856,226.163,558.2385513662559,1473.9115496260001
E02000538,0.0,0.0,2064.4902,1496.02925,1496.02925,2064.4902
E02000539,0.0,0.0,1345.44318,1149.10836,1149.10836,1345.44318
E02000540,665.197786297075,2690.2406412920004,4276.22176,4248.21669,4913.414476297075,6966.462401292001
E02000541,0.0,0.0,1175.22356,836.63528,836.63528,1175.22356
E02000542,618.9341918712754,2264.661356916,3963.25027,4644.89291,5263.827101871275,6227.911626916
E02000543,667.31377597066,2409.70762419442,6724.09097,5699.4341,6366.74787597066,9133.79859419442
E02000544,0.0,0.0,296.04736,129.92633999999998,129.92633999999998,296.04736
E02000545,0.0,0.0,742.027,448.79918,448.79918,742.027
E02000546,0.0,0.0,689.59053,421.71175,421.71175,689.59053
E02000547,0.0,0.0,1073.21256,893.6977599999999,893.6977599999999,1073.21256
E02000548,0.0,0.0,1054.7527,577.9126,577.9126,1054.7527
E02000549,0.0,0.0,3679.60749,3442.56831,3442.56831,3679.60749
E02000550,0.0,0.0,106.34617,110.83164,110.83164,106.34617
E02000551,0.0,0.0,1480.56032,863.95442,863.95442,1480.56032
E02000552,0.0,0.0,998.5306,621.40082,621.40082,998.5306
E02000553,0.0,0.0,587.07667,346.09047999999996,346.09047999999996,587.07667
E02000554,433.013516094,416.68814987400003,1788.33699,864.32869,1297.3422060940002,2205.025139874
E02000555,0.0,0.0,280.52796,395.45161,395.45161,280.52796
E02000556,0.0,0.0,2416.9385199999997,4323.63026,4323.63026,2416.9385199999997
E02000557,2876.8644855699013,5331.90040238637,4737.55367,4334.6798,7211.544285569901,10069.45407238637
E02000558,7072.89772318021,14728.726979193118,3542.7504200000003,2989.99546,10062.893183180211,18271.477399193118
E02000559,521.63538195175,1743.7819937680001,807.4290100000001,390.37909,912.01447195175,2551.2110037680004
E02000560,0.0,0.0,2095.79325,2073.72403,2073.72403,2095.79325
E02000561,0.0,0.0,654.96885,524.51554,524.51554,654.96885
E02000562,0.0,0.0,1092.81729,667.20639,667.20639,1092.81729
E02000563,0.0,0.0,2409.11499,1656.13339,1656.13339,2409.11499
E02000564,1587.69787535,2931.47981792,2138.24612,1934.38248,3522.08035535,5069.72593792
E02000565,0.0,0.0,1702.1231,1102.5442500000001,1102.5442500000001,1702.1231
E02000566,7024.1087546280005,7955.16715192,986.79587,1394.15038,8418.259134628,8941.96302192
E02000567,799.0756918370495,1765.9044913376001,1835.76096,835.43643,1634.5121218370496,3601.6654513376
E02000568,2049.432588427148,3229.9490488591478,1907.97558,1332.37836,3381.810948427148,5137.924628859148
E02000569,0.0,0.0,3699.99659,2764.69107,2764.69107,3699.99659
E02000570,0.0,0.0,441.96169,343.99103,343.99103,441.96169
E02000571,0.0,0.0,417.57734,271.01242,271.01242,417.57734
E02000572,0.0,0.0,1019.87923,1011.47586,1011.47586,1019.87923
E02000573,0.0,0.0,5166.32173,6473.45647,6473.45647,5166.32173
E02000574,0.0,0.0,1732.85702,1263.78968,1263.78968,1732.85702
E02000575,35611.149452594,15876.490858889601,3655.45221,4239.14432,39850.293772594,19531.943068889603
E02000576,12034.2016052838,5816.2802996272,3531.31001,3502.51887,15536.7204752838,9347.590309627201
E02000577,0.0,0.0,1483.44956,1058.72813,1058.72813,1483.44956
E02000578,0.0,0.0,599.02978,543.72641,543.72641,599.02978
E02000579,1799.2237726300002,2163.732549096,652.65835,473.79247,2273.0162426300003,2816.3908990960003
E02000580,0.0,0.0,845.9346400000001,950.46343,950.46343,845.9346400000001
E02000581,982.8654816100001,948.696342508,361.00691,287.33594,1270.2014216100001,1309.703252508
E02000582,4726.425249194,4826.0591077126,1548.64725,1970.81097,6697.236219193999,6374.7063577126
E02000583,0.0,0.0,674.5778,793.14036,793.14036,674.5778
E02000584,0.0,0.0,3142.9577600000002,3361.98943,3361.98943,3142.9577600000002
E02000585,895.4708792700001,1304.6996987280002,814.85745,672.27079,1567.74166927,2119.5571487280004
E02000586,4693.8378947182,3101.4814856122002,213.21984,448.88345999999996,5142.7213547182,3314.7013256122004
E02000587,0.0,0.0,620.19695,893.39549,893.39549,620.19695
E02000588,0.0,0.0,1476.69108,1531.50779,1531.50779,1476.69108
E02000589,5748.88684278,9177.228008240001,77.89135999999999,101.51507,5850.40191278,9255.11936824
E02000590,13700.591894204,6987.44017538,1861.40295,2094.83711,15795.429004204001,8848.84312538
E02000591,0.0,0.0,485.21144,493.75423,493.75423,485.21144
E02000592,5230.508122268,5582.227600206001,898.79681,1172.4850099999999,6402.993132268,6481.0244102060005
E02000593,2163.693345413333,2323.9503132907316,1187.15321,1105.8210100000001,3269.5143554133333,3511.1035232907316
E02000594,7168.153568780001,4652.09455884,2312.02732,3499.25621,10667.40977878,6964.12187884
E02000595,0.0,0.0,1641.10836,2117.20288,2117.20288,1641.10836
E02000596,0.0,0.0,797.35852,1110.56484,1110.56484,797.35852
E02000597,0.0,0.0,1149.07368,960.74218,960.74218,1149.07368
E02000598,0.0,0.0,636.11165,291.15837,291.15837,636.11165
E02000599,0.0,0.0,613.77471,457.89957,457.89957,613.77471
E02000600,0.0,0.0,1341.73181,958.04315,958.04315,1341.73181
E02000601,0.0,0.0,286.6285,169.6555,169.6555,286.6285
E02000602,0.0,0.0,1938.75654,719.89944,719.89944,1938.75654
E02000603,0.0,0.0,630.3605200000001,339.50351,339.50351,630.3605200000001
E02000604,0.0,0.0,897.79557,1071.58478,1071.58478,897.79557
E02000605,0.0,0.0,233.24572999999998,142.70179000000002,142.70179000000002,233.24572999999998
E02000606,0.0,0.0,4341.65545,6702.81059,6702.81059,4341.65545
E02000607,0.0,0.0,256.27929,129.01674,129.01674,256.27929
E02000608,0.0,0.0,1333.92655,1873.4851,1873.4851,1333.92655
E02000609,0.0,0.0,1196.86318,986.13069,986.13069,1196.86318
E02000610,0.0,0.0,547.04797,541.02681,541.02681,547.04797
E02000611,0.0,0.0,493.26064,287.54152,287.54152,493.26064
E02000612,0.0,0.0,712.71785,464.55845999999997,464.55845999999997,712.71785
E02000613,0.0,0.0,1101.29325,487.68038,487.68038,1101.29325
E02000614,0.0,0.0,879.5947,712.6102099999999,712.6102099999999,879.5947
E02000615,0.0,0.0,427.19847,229.94717,229.94717,427.19847
E02000616,0.0,0.0,213.87534,99.73599,99.73599,213.87534
E02000617,0.0,0.0,509.57626,301.34578,301.34578,509.57626
E02000619,1655.30159913,3515.6392763,793.70889,632.22464,2287.5262391300002,4309.3481663
E02000620,0.0,0.0,1329.72805,905.01097,905.01097,1329.72805
E02000621,9113.484753280365,14185.42623646506,5278.3146,5311.8346200000005,14425.319373280367,19463.740836465062
E02000622,1979.3894716000002,3529.7281097800005,3657.9981900000002,3008.15186,4987.5413316,7187.726299780001
E02000623,0.0,0.0,741.29931,573.08853,573.08853,741.29931
E02000624,0.0,0.0,1692.8573,1223.60236,1223.60236,1692.8573
E02000625,2420.4739458539343,5887.489967883963,2285.45476,1557.01127,3977.4852158539343,8172.944727883963
E02000626,0.0,0.0,138.94732,58.29733,58.29733,138.94732
E02000627,0.0,0.0,947.85528,842.41386,842.41386,947.85528
E02000628,6611.2852800988,15647.582758549146,10040.47715,15610.559940000001,22221.845220098803,25688.05990854915
E02000629,2171.179871467433,5060.593940307443,783.8096400000001,652.73631,2823.9161814674326,5844.403580307443
E02000630,0.0,0.0,1466.16789,841.53914,841.53914,1466.16789
E02000631,0.0,0.0,2491.2485,2694.36452,2694.36452,2491.2485
E02000632,0.0,0.0,756.7354300000001,530.93602,530.93602,756.7354300000001
E02000633,0.0,0.0,2683.9904699999997,2664.78216,2664.78216,2683.9904699999997
E02000634,2527.18992058,6551.80327146,3638.77175,4592.89318,7120.08310058,10190.575021460001
E02000635,0.0,0.0,1651.57074,1618.65312,1618.65312,1651.57074
E02000636,1479.49255988,5637.600297098001,215.88902,260.56588,1740.0584398800002,5853.489317098
E02000637,0.0,0.0,1276.01395,933.47543,933.47543,1276.01395
E02000638,0.0,0.0,2599.01827,1322.84599,1322.84599,2599.01827
E02000639,0.0,0.0,4493.9412,2560.00281,2560.00281,4493.9412
E02000640,0.0,0.0,194.15962,149.59963,149.59963,194.15962
E02000641,0.0,0.0,1239.88637,531.90581,531.90581,1239.88637
E02000642,0.0,0.0,2156.78424,1325.5102,1325.5102,2156.78424
E02000643,0.0,0.0,1916.12347,1198.29383,1198.29383,1916.12347
E02000644,0.0,0.0,391.46222,157.08158,157.08158,391.46222
E02000645,0.0,0.0,2766.9716,2111.93559,2111.93559,2766.9716
E02000646,0.0,0.0,3575.17638,2918.1107500000003,2918.1107500000003,3575.17638
E02000647,0.0,0.0,399.00433,221.4311,221.4311,399.00433
E02000648,0.0,0.0,961.03012,538.7767699999999,538.7767699999999,961.03012
E02000649,0.0,0.0,6661.48709,5523.48053,5523.48053,6661.48709
E02000650,0.0,0.0,515.6073299999999,863.44946,863.44946,515.6073299999999
E02000651,0.0,0.0,1580.16871,1080.15569,1080.15569,1580.16871
E02000652,0.0,0.0,545.49243,542.92367,542.92367,545.49243
E02000653,0.0,0.0,507.72941,303.14699,303.14699,507.72941
E02000654,0.0,0.0,1605.40294,932.76995,932.76995,1605.40294
E02000655,0.0,0.0,1214.14361,702.00152,702.00152,1214.14361
E02000657,0.0,0.0,1703.92962,1371.54746,1371.54746,1703.92962
E02000658,0.0,0.0,3497.55647,2828.81579,2828.81579,3497.55647
E02000659,0.0,0.0,457.26466999999997,506.63583,506.63583,457.26466999999997
E02000660,0.0,0.0,708.60954,595.32054,595.32054,708.60954
E02000661,0.0,0.0,949.00131,1205.6093,1205.6093,949.00131
E02000662,1005.283274774,3318.7130107788003,839.3096,343.1486,1348.4318747739999,4158.0226107788
E02000663,0.0,0.0,319.56107,180.74439,180.74439,319.56107
E02000664,2569.32707221713,4678.597643340195,8567.42505,9677.1274,12246.45447221713,13246.022693340194
E02000665,0.0,0.0,906.53294,646.69774,646.69774,906.53294
E02000666,0.0,0.0,569.73874,472.06986,472.06986,569.73874
E02000667,0.0,0.0,615.86199,455.78325,455.78325,615.86199
E02000668,0.0,0.0,494.81025,435.03143,435.03143,494.81025
E02000669,0.0,0.0,588.33444,254.9719,254.9719,588.33444
E02000670,0.0,0.0,990.4346,632.39982,632.39982,990.4346
E02000671,515.328476634,2188.5936602242587,1091.1142399999999,788.02726,1303.355736634,3279.7079002242585
E02000672,0.0,0.0,5138.19569,5322.67104,5322.67104,5138.19569
E02000673,765.6094988899171,4931.935855769888,1285.2046,1062.55753,1828.1670288899172,6217.140455769888
E02000674,0.0,0.0,912.83248,413.80904,413.80904,912.83248
E02000675,0.0,0.0,507.88211,565.48464,565.48464,507.88211
E02000676,0.0,0.0,401.72441,229.10043,229.10043,401.72441
E02000677,0.0,0.0,1408.32701,902.69868,902.69868,1408.32701
E02000678,0.0,0.0,363.25045,175.37266,175.37266,363.25045
E02000679,0.0,0.0,365.78681,325.804,325.804,365.78681
E02000680,0.0,0.0,970.64101,611.73462,611.73462,970.64101
E02000681,0.0,0.0,510.4338,469.18539,469.18539,510.4338
E02000682,0.0,0.0,425.10759,187.49259999999998,187.49259999999998,425.10759
E02000683,0.0,0.0,1406.36086,1310.51161,1310.51161,1406.36086
E02000685,789.832903477488,4170.223428418,1332.93557,1022.53621,1812.369113477488,5503.158998418001
E02000686,0.0,0.0,733.03329,538.67592,538.67592,733.03329
E02000687,0.0,0.0,793.31099,973.71417,973.71417,793.31099
E02000689,446.11083211527057,1413.6262252408,596.11254,372.7341,818.8449321152706,2009.7387652408001
E02000690,0.0,0.0,435.48604,474.26806,474.26806,435.48604
E02000691,4510.929663147001,12987.9544199554,2869.82249,4240.45289,8751.382553147,15857.7769099554
E02000692,0.0,0.0,994.41842,1748.8585699999999,1748.8585699999999,994.41842
E02000693,1266.898524292,4316.38417112,1139.1989700000001,1443.42663,2710.3251542919998,5455.583141120001
E02000694,0.0,0.0,1539.39002,1458.00861,1458.00861,1539.39002
E02000695,0.0,0.0,245.03830000000002,124.27735,124.27735,245.03830000000002
E02000696,0.0,0.0,1014.12063,335.77295,335.77295,1014.12063
E02000697,1107.6262594860002,2616.415776958,1095.0189,1362.03729,2469.663549486,3711.434676958
E02000698,0.0,0.0,427.42746999999997,181.06123,181.06123,427.42746999999997
E02000699,0.0,0.0,761.1212,402.28775,402.28775,761.1212
E02000700,0.0,0.0,455.61584,201.59922,201.59922,455.61584
E02000701,0.0,0.0,2830.01204,2015.53548,2015.53548,2830.01204
E02000702,0.0,0.0,529.80472,389.62113999999997,389.62113999999997,529.80472
E02000703,0.0,0.0,536.55966,212.73516999999998,212.73516999999998,536.55966
E02000704,0.0,0.0,1432.3389300000001,1474.17506,1474.17506,1432.3389300000001
E02000705,0.0,0.0,1017.74487,522.27988,522.27988,1017.74487
E02000706,0.0,0.0,930.42287,411.29827,411.29827,930.42287
E02000707,0.0,0.0,1730.16632,822.80831,822.80831,1730.16632
E02000708,0.0,0.0,674.00236,448.09341,448.09341,674.00236
E02000709,0.0,0.0,577.2327799999999,213.27239,213.27239,577.2327799999999
E02000710,0.0,0.0,1711.72835,1293.36635,1293.36635,1711.72835
E02000711,1941.7475160000001,6459.3191058,3981.19374,5894.60958,7836.357096000001,10440.5128458
E02000712,0.0,0.0,841.01343,460.68474,460.68474,841.01343
E02000713,0.0,0.0,383.61517,247.50360999999998,247.50360999999998,383.61517
E02000714,2244.1419870647096,5021.08577831191,680.43797,725.14523,2969.2872170647097,5701.52374831191
E02000715,0.0,0.0,1158.24908,718.44874,718.44874,1158.24908
E02000716,955.8603369739617,3103.4301110494425,1408.62814,1211.11495,2166.9752869739614,4512.058251049442
E02000717,316.4724781615422,563.0076169378616,1791.20626,1602.48953,1918.9620081615421,2354.2138769378616
E02000718,0.0,0.0,401.9199,210.10423,210.10423,401.9199
E02000719,0.0,0.0,77.88915,67.60394,67.60394,77.88915
E02000720,0.0,0.0,790.88552,521.85232,521.85232,790.88552
E02000721,0.0,0.0,2694.08175,2143.39771,2143.39771,2694.08175
E02000722,0.0,0.0,1316.5125600000001,783.892,783.892,1316.5125600000001
E02000723,0.0,0.0,2019.9887,2086.88098,2086.88098,2019.9887
E02000724,0.0,0.0,219.49764,184.13361,184.13361,219.49764
E02000725,1637.3843348538958,3444.8994362459516,2123.26671,2753.05651,4390.440844853896,5568.1661462459515
