lsoa,bus_cluster,n_stopareas,bus_activity,dist_min_m,dist_mean_m,dist_wmean_m,nearest_rail_nlc,nearest_rail_cluster,dist_centre_wmean_m,log_total_activity,direction_balance,post_midnight_share,deep_night_share,post_midnight_persistence,weekend_ratio,within_800m,within_1200m,bus_cluster_name,nearest_rail_cluster_name
E01001060,0,6,372.10377,5834.718936032823,6004.467266008021,5966.873693209579,5411,0,19250.27457756691,5.8308495392946265,-0.659319068464862,0.0245340800673167,0.0,0.0346151655711916,0.6453208681385627,False,False,"C0 low activity, weak night-persistence",C0 outer arrival-oriented
E01001061,2,10,426.25944,4493.902820767267,5020.143468505828,5206.460953801259,5411,0,18514.79011208104,5.963760098489527,-0.0879842086351772,0.0882409919934098,0.0590235295500052,0.1262987416896299,0.7279681986021672,False,False,"C2 moderate activity and persistence, transitional",C0 outer arrival-oriented
E01001062,2,6,1301.3569499999999,2487.228265448212,2852.735681706197,2791.732094394699,5376,0,15551.313428888277,7.121362947947532,-0.1173611681424398,0.0409193308290562,0.0135464647078641,0.0584043706380214,0.5569179746523906,False,False,"C2 moderate activity and persistence, transitional",C0 outer arrival-oriented
E01001063,2,4,1273.4503,3050.246347064104,3317.4644006521885,3149.749308245563,5376,0,15782.344794360115,7.090070744090871,-0.182615750559747,0.0390675359330172,0.0142946159246392,0.0557292756143223,0.6668008414719242,False,False,"C2 moderate activity and persistence, transitional",C0 outer arrival-oriented
E01001064,2,8,981.5700899999999,3685.850520911015,4497.116403490822,4941.663003028971,5411,0,17931.053106396044,6.834320363351972,-0.3109198566140005,0.0578305596501741,0.0197380270572413,0.0863555740306293,0.7264991429934866,False,False,"C2 moderate activity and persistence, transitional",C0 outer arrival-oriented
E01001065,2,3,3021.91091,5400.353702407959,5653.544464979019,5408.132672737164,5376,0,18049.153555925914,7.979916885727898,-0.0100909230222457,0.0258440389094321,0.002071658987278,0.0371766944247675,0.6956213285983476,False,False,"C2 moderate activity and persistence, transitional",C0 outer arrival-oriented
E01001066,2,3,597.64964,4666.836461940787,4866.415133147949,5026.27095141998,5411,0,18577.036861531666,6.333742877838963,-0.5671165236876613,0.0747364297287841,0.02526421587901,0.1176515138025196,0.675497469901679,False,False,"C2 moderate activity and persistence, transitional",C0 outer arrival-oriented
E01001068,3,5,154.61658,6042.242842066181,6318.243445114298,6328.04719836557,5411,0,20763.349943602883,5.014874031276861,-0.4100427995292079,0.0385146309913927,0.0,0.0561202639684266,0.7115223434739129,False,False,C3 moderate activity with destination characteristics,C0 outer arrival-oriented
E01001070,3,2,338.11976000000004,6729.8381899195765,6897.277516131824,6909.750397921322,5411,0,21195.10907160451,5.771699968131431,-0.5806069736265365,0.0453102334987382,0.0072702682522132,0.0744000623393135,0.7402267413822939,False,False,C3 moderate activity with destination characteristics,C0 outer arrival-oriented
E01001071,3,3,162.22719,6733.756162982144,6973.26263270304,6834.480049866995,5411,0,21267.212275123722,5.0008548881383685,-0.4544193378220117,0.0441196016621651,0.0,0.0652326018602697,0.7532283308595523,False,False,C3 moderate activity with destination characteristics,C0 outer arrival-oriented
E01001074,2,6,1127.51535,5188.811526978023,5692.281095984164,5690.4820698367475,5411,0,19779.602431046114,6.993059263372898,-0.1248435374734867,0.0358169101848597,0.0104613760309321,0.0529759649880986,0.7656438180590832,False,False,"C2 moderate activity and persistence, transitional",C0 outer arrival-oriented
E01001075,3,4,578.27077,5603.828518298896,5874.25813046622,5841.837480686417,5411,0,20248.28327044847,6.318355006915928,-0.236893346587922,0.0234103131520305,0.0,0.031721787974857,0.8511081574540533,False,False,C3 moderate activity with destination characteristics,C0 outer arrival-oriented
E01001076,2,2,762.8260300000001,7158.981286642675,7499.017530029094,7184.698302328176,5411,0,19885.227213266375,6.622868589138585,-0.1760540318314963,0.0512418814514674,0.0062040118334792,0.0750831508183283,0.6867201981974227,False,False,"C2 moderate activity and persistence, transitional",C0 outer arrival-oriented
E01001078,2,3,445.76144,6621.161043389596,6827.306491266779,7020.704944061608,5411,0,19739.010916600022,5.985229776254687,0.3360765582337162,0.0689942860760097,0.0465177193684407,0.0979773197886309,0.7105492276080334,False,False,"C2 moderate activity and persistence, transitional",C0 outer arrival-oriented
E01001079,2,4,695.70165,7717.0701766351385,7962.231414034331,7909.970270163557,5376,0,20382.05218421784,6.489314864492171,-0.4431737607460391,0.0930001710313966,0.0329011566671639,0.1456946357086928,0.6462350863670678,False,False,"C2 moderate activity and persistence, transitional",C0 outer arrival-oriented
E01001080,2,5,445.33793,7483.760489386335,7590.374990455835,7538.196562255312,5411,0,20296.28221591311,6.034862149899758,-0.087725951370973,0.0795606923644366,0.0359270436459345,0.1177349335368055,0.7598416946462718,False,False,"C2 moderate activity and persistence, transitional",C0 outer arrival-oriented
E01001081,2,4,396.26563999999996,8034.254076297314,8337.381285014568,8274.961812572508,5411,0,20923.710300832852,5.9065762874361685,-0.4869573814660863,0.0678148268351811,0.0257004600159745,0.099087273941744,0.7270029264232805,False,False,"C2 moderate activity and persistence, transitional",C0 outer arrival-oriented
E01001083,2,2,367.03585,2876.251032159745,3030.1403558348293,2985.27347575889,5356,0,10407.543077358805,5.834761934702199,-0.3007552774357196,0.0836574669886335,0.0235988969665406,0.1226982518021835,0.7234854320962849,False,False,"C2 moderate activity and persistence, transitional",C0 outer arrival-oriented
E01001084,1,2,1829.25485,2337.827410225143,2339.4102877645673,2338.010409853091,5356,0,9643.267352487188,7.481635839543481,-0.1268755591610537,0.0579502066421111,0.0159378877313811,0.08278188305808,0.683970254698697,False,False,"C1 relatively high activity, stronger night-persistence",C0 outer arrival-oriented
E01001085,1,1,2068.72995,3559.5357980648982,3559.5357980648982,3559.5357980648982,727,4,10607.320585331623,7.575891799254903,-0.0140550593113498,0.092621214527379,0.0355343990912839,0.1496278259706323,0.7599753244799987,False,False,"C1 relatively high activity, stronger night-persistence",C4 inner–middle ring mixed
E01001087,1,5,2534.97635,2865.0284078482655,3267.9054730217904,3418.515597466671,5376,0,11046.164278040027,7.788469986308944,-0.076180720936027,0.1127183244584609,0.0431124609127923,0.1900993745865919,0.8859891432517368,False,False,"C1 relatively high activity, stronger night-persistence",C0 outer arrival-oriented
E01001089,2,3,1738.44421,3528.004677477942,3570.0929618035275,3561.471397251157,5356,0,10911.471214724801,7.427226265669221,-0.1014243966271176,0.0849858785712771,0.013059337438857,0.1417314882115904,0.7632746624559368,False,False,"C2 moderate activity and persistence, transitional",C0 outer arrival-oriented
E01001091,2,3,763.5036699999999,2838.202346997127,2973.4945090632787,3060.0298180874547,5411,0,11530.057183790186,6.579790150090214,-0.2166139408414489,0.1215856296991496,0.054228972971392,0.2020778047254095,0.8139729721860908,False,False,"C2 moderate activity and persistence, transitional",C0 outer arrival-oriented
E01001092,0,3,805.4514700000001,3839.670501813925,4280.6641014131155,4471.671730238343,5411,0,18654.465518836078,6.6796480916836485,0.1445578646067055,0.0093692770491125,0.0,0.0130744394440322,0.6903708148424396,False,False,"C0 low activity, weak night-persistence",C0 outer arrival-oriented
E01001093,2,5,617.67193,3485.38972892559,3998.0453102266874,4062.791366070891,5411,0,18371.480718768107,6.38058405750139,0.0540544273958479,0.0450642721474328,0.0213054622144503,0.0666906237736506,0.7136272867021566,False,False,"C2 moderate activity and persistence, transitional",C0 outer arrival-oriented
E01001094,0,5,407.85396000000003,4445.607277133237,4937.312245646007,4763.170299651594,5411,0,18455.37752884531,5.991666676678424,-0.1692056091088908,0.0045308862970777,0.0,0.005617769299538,0.6973716566645886,False,False,"C0 low activity, weak night-persistence",C0 outer arrival-oriented
E01001095,2,2,1149.79775,3587.4958623669518,3715.5026022133134,3771.8319758883154,5411,0,18157.840098953224,7.0080632942291405,-0.1225252563717361,0.0668295513623408,0.013705662317395,0.104821924996557,0.7513807873187591,False,False,"C2 moderate activity and persistence, transitional",C0 outer arrival-oriented
E01001097,1,10,8014.66664,4126.381715559044,4528.7235311927325,4592.367851807044,5411,0,18828.83177305856,8.959784701908303,0.0062024984815419,0.0305865980661803,0.0054903955872679,0.0438012988055738,0.7400483315194183,False,False,"C1 relatively high activity, stronger night-persistence",C0 outer arrival-oriented
E01001099,0,3,229.77164999999997,5075.348516358261,5229.163561405267,5286.402681716287,5411,0,19636.81728858645,5.4183745698792825,-0.3693667611128781,0.0213645338849408,0.0,0.0295997857924854,0.7947170243504221,False,False,"C0 low activity, weak night-persistence",C0 outer arrival-oriented
E01001102,0,6,468.07967,4876.563037888468,5174.783520472938,5157.834500247812,5411,0,19501.548105748072,6.118295240103733,-0.0814137732307087,0.0082745164580134,0.0,0.0118140267800362,0.7541376807530508,False,False,"C0 low activity, weak night-persistence",C0 outer arrival-oriented
E01001103,0,2,151.11601000000002,5866.013856316741,6004.204457726438,5966.415892957007,5411,0,20291.04051647577,4.978051150119921,-0.4224363977955651,0.0229894137053487,0.0,0.0312240907593224,0.6167414149687851,False,False,"C0 low activity, weak night-persistence",C0 outer arrival-oriented
E01001104,0,4,202.22302,5335.345121217558,5388.549341218406,5391.394503550042,5411,0,19820.124624767763,5.301909706361956,-0.3191252583119467,0.0091061595507625,0.0,0.0125211594224051,0.7130479707235513,False,False,"C0 low activity, weak night-persistence",C0 outer arrival-oriented
E01001105,0,2,267.24357,6313.000994970617,6458.868229980435,6502.633945482052,5411,0,20798.00734430631,5.529684412056194,-0.5055869142711819,0.0297620510438857,0.0,0.0428485903963565,0.7671298799250456,False,False,"C0 low activity, weak night-persistence",C0 outer arrival-oriented
E01001106,0,2,240.15432,6953.03678708088,7044.032393600566,7023.1062207272,5411,0,21305.79237251792,5.419422167915714,-0.0016074846993512,0.0124799420365791,0.0,0.0194594115325761,0.6741131226050038,False,False,"C0 low activity, weak night-persistence",C0 outer arrival-oriented
E01001107,0,3,107.89166,3698.992844342903,4028.160006383576,3727.350741144566,5411,0,18158.55355690158,4.682433959074056,-0.2845349131620523,0.0157288380093186,0.0,0.0224656576359215,0.6707609633972236,False,False,"C0 low activity, weak night-persistence",C0 outer arrival-oriented
E01001108,0,3,137.51164,4394.938175048655,4640.607521926423,4590.84593583943,5411,0,18981.574081999668,4.908838937788227,-0.3776168739880617,0.0094677340509906,0.0,0.0130510759521696,0.6386307882562937,False,False,"C0 low activity, weak night-persistence",C0 outer arrival-oriented
E01001109,3,1,507.11828,1403.5542185624195,1403.5542185624195,1403.5542185624195,5376,0,13402.226979125522,6.15551314481657,-0.1259922659722404,0.0610183359807792,0.0275745737432034,0.0922929681560323,0.7185187985267566,False,False,C3 moderate activity with destination characteristics,C0 outer arrival-oriented
E01001110,1,2,1218.36304,548.2714314096622,588.2511652214062,616.9525732557267,5411,0,13923.673077149027,7.047097863874019,-0.2268454793875905,0.0955109848358994,0.0402329492766085,0.1493422375536075,0.7839778354770679,True,True,"C1 relatively high activity, stronger night-persistence",C0 outer arrival-oriented
E01001111,1,1,1777.7823,1304.4645559683395,1304.4645559683395,1304.4645559683395,5376,0,12553.927273964908,7.41613754217234,-0.2842433251524403,0.0964963894997143,0.0418673425471989,0.1503979851976797,0.8206278831322087,False,False,"C1 relatively high activity, stronger night-persistence",C0 outer arrival-oriented
E01001112,3,7,1481.1418400000002,544.0625985225184,735.5268297002539,961.509844125595,5376,0,12993.66480419877,7.244918069972931,-0.0510591066671558,0.0648014080845084,0.0236799705958806,0.097568853489095,0.8230062488943187,True,True,C3 moderate activity with destination characteristics,C0 outer arrival-oriented
E01001114,1,2,1155.45235,1450.6422930895128,1456.0890265479884,1458.9556289710845,5376,0,12972.219748556918,6.981158795922683,-0.2252602601257277,0.1240604811523294,0.0606792522113123,0.2000679285210407,0.789578879420392,False,False,"C1 relatively high activity, stronger night-persistence",C0 outer arrival-oriented
E01001115,0,2,187.69206,835.6868806556676,957.7023484001188,901.2967685096191,5411,0,13554.454064127744,5.182883506915683,-0.2684896208095108,0.0217907412078947,0.0,0.030983979243816,0.6953931504276529,False,True,"C0 low activity, weak night-persistence",C0 outer arrival-oriented
E01001116,1,4,1219.3790099999999,1099.458531505395,1202.6174438168914,1185.989972267083,5411,0,13454.90348135912,7.060347962906691,-0.485323019430624,0.0714389053534903,0.0215150500181973,0.1090458340660942,0.8001536679758723,False,True,"C1 relatively high activity, stronger night-persistence",C0 outer arrival-oriented
E01001118,1,3,2394.03701,874.8260184173765,893.3621464589669,908.5653106327884,5411,0,13655.569503227685,7.713473572249128,-0.0523119239673355,0.0681219904845461,0.0310646697725004,0.1053800344601475,0.7673009289782572,False,True,"C1 relatively high activity, stronger night-persistence",C0 outer arrival-oriented
E01001119,0,6,299.5357,5429.526320269569,5520.587628051736,5512.9741432166165,5411,0,19270.771549195404,5.636968299514391,-0.5756294018791126,0.0269161373295084,0.0,0.0373861321137219,0.5352031115918838,False,False,"C0 low activity, weak night-persistence",C0 outer arrival-oriented
E01001120,2,1,177.01871,4801.215425545911,4801.215425545911,4801.215425545911,5411,0,18580.078390577364,5.142132101688978,-0.3998587959770023,0.0844764121196043,0.0242078822371618,0.1233239554175767,0.6152032608390613,False,False,"C2 moderate activity and persistence, transitional",C0 outer arrival-oriented
E01001122,2,4,399.87058999999994,3255.8832998896014,3710.314421448038,3669.995077796372,5411,0,17691.340605534908,5.952784189936108,-0.447065155794228,0.0639002945287814,0.0326718075222484,0.0934193399175458,0.5829452779564082,False,False,"C2 moderate activity and persistence, transitional",C0 outer arrival-oriented
E01001125,2,7,1880.72134,4506.333660804535,4743.872035217921,4747.6414214097285,5411,0,18754.50118511726,7.497314139284595,-0.0944880269690126,0.0426999047238442,0.0148894337485915,0.0613343153396426,0.6581639853925516,False,False,"C2 moderate activity and persistence, transitional",C0 outer arrival-oriented
E01001127,0,3,799.0892200000001,4236.497937893752,4343.477140740014,4278.294055681494,5376,0,16701.43018731435,6.645246770111922,-0.5628306271279395,0.0328303206653357,0.005062647647863,0.0492777307436959,0.7273373005935934,False,False,"C0 low activity, weak night-persistence",C0 outer arrival-oriented
E01001129,0,2,161.94402,3710.381172392485,3808.0193748456295,3814.4715238051067,5376,0,16317.753764599885,5.040200439359754,-0.4035096062578884,0.0238642124630083,0.0,0.0321261267819016,0.7823929985632276,False,False,"C0 low activity, weak night-persistence",C0 outer arrival-oriented
E01001130,0,3,387.97051,4484.584385549163,4640.030895366145,4749.110521726718,5376,0,17159.381812480024,5.891555340473515,-0.4596938458477033,0.0486522857175388,0.0257355897892618,0.0739722336919599,0.6368849235120063,False,False,"C0 low activity, weak night-persistence",C0 outer arrival-oriented
E01001132,0,3,149.32220999999998,2586.6051968641473,2810.3173480022087,2701.526163725103,5376,0,15040.528290720666,4.967835302963206,-0.2794721244266125,0.0440818425755585,0.0,0.0688931212444293,0.6689224618986453,False,False,"C0 low activity, weak night-persistence",C0 outer arrival-oriented
E01001133,2,4,386.81537000000003,3113.622987953306,3253.710230091445,3386.431911298102,5376,0,15814.76799282742,5.909771104804749,-0.1256319776709632,0.1138918405185851,0.0275201329888597,0.2018154323170706,0.7841822360466633,False,False,"C2 moderate activity and persistence, transitional",C0 outer arrival-oriented
E01001134,2,5,418.8674,2393.434584673503,2607.567334042117,2918.399141339248,5376,0,15584.062508717172,6.023677276024958,-0.5505324781160222,0.0439129465503902,0.0033360522056486,0.0680721665853583,0.6314013721178489,False,False,"C2 moderate activity and persistence, transitional",C0 outer arrival-oriented
E01001135,1,8,1217.90321,3839.401486921891,3964.914940818652,3922.6076755169256,5376,0,16119.40178668283,7.045646455173632,-0.2625915198738653,0.0633238872615869,0.0221853913094157,0.0956602517706153,0.685203752312611,False,False,"C1 relatively high activity, stronger night-persistence",C0 outer arrival-oriented
E01001136,3,4,4277.13285,143.6341803950957,326.53854137497996,250.90258599991245,5376,0,12664.030599688656,8.328446747969455,-0.1340932634905897,0.0477300467294601,0.0088555492479392,0.0718274704492924,0.7547023257255503,True,True,C3 moderate activity with destination characteristics,C0 outer arrival-oriented
E01001137,2,5,1027.3020999999999,650.3414487790241,989.5782481217273,1074.4391191233303,5356,0,10988.710429402876,6.9194166896573766,-0.2623760218694282,0.0562133196307574,0.0108137816910034,0.086482612764001,0.8221233203071319,True,True,"C2 moderate activity and persistence, transitional",C0 outer arrival-oriented
E01001138,0,3,208.71043,628.0702588086782,761.3095010474382,739.6849909536039,5397,0,11291.078056297838,5.308426051199214,-0.2068619526673341,0.0324749309798903,0.0,0.0459374828046682,0.5211243095682205,True,True,"C0 low activity, weak night-persistence",C0 outer arrival-oriented
E01001139,1,4,1407.17848,837.0426777915152,869.0705170100214,860.5344631264186,5376,0,12125.858529978374,7.178256456492095,-0.3142408192952658,0.1936119861351657,0.0902873712011093,0.3336614437836221,0.735158358496512,False,True,"C1 relatively high activity, stronger night-persistence",C0 outer arrival-oriented
E01001140,3,3,180.61614,1033.8807689692335,1082.3539168439995,1093.104516252802,5397,0,11546.37598166982,5.174738567857573,-0.354812734423364,0.0351236753941954,0.0,0.0460562172349333,0.7036677985798191,False,True,C3 moderate activity with destination characteristics,C0 outer arrival-oriented
E01001142,3,6,726.89618,302.70631164728155,612.7748316704657,439.2034878072399,5376,0,12340.638540095531,6.551579381927363,-0.1272575874875251,0.0235577231192956,0.0,0.0341314190606693,0.7495870650487305,True,True,C3 moderate activity with destination characteristics,C0 outer arrival-oriented
E01001143,3,1,313.56855,533.1329832019329,533.1329832019329,533.1329832019329,5376,0,12368.042084339784,5.667692495636493,-0.201586733251019,0.0477439005042375,0.0125966631647518,0.0710126633400552,0.7224621132024664,True,True,C3 moderate activity with destination characteristics,C0 outer arrival-oriented
E01001144,0,1,85.54925,663.1011318879343,663.1011318879343,663.1011318879343,5376,0,12557.361824842032,4.4361415258605605,-0.1045784302576189,0.0099964684792902,0.0,0.0133960007753136,0.9244816293978796,True,True,"C0 low activity, weak night-persistence",C0 outer arrival-oriented
E01001145,3,2,2236.50186,112.00049603067579,164.2520121785303,179.49825317042112,5376,0,12619.214209139558,7.679449506195175,0.1936316562310923,0.0584885838236435,0.0134983238220284,0.0900722718190212,0.8741623353649833,True,True,C3 moderate activity with destination characteristics,C0 outer arrival-oriented
E01001147,2,5,750.5276899999999,2026.6195444082832,2131.410239107621,2166.7441752063437,5376,0,11340.854801401016,6.561792002597453,-0.3787566301945314,0.0604599208872519,0.026957357325497,0.0910206774230802,0.7297549152707576,False,False,"C2 moderate activity and persistence, transitional",C0 outer arrival-oriented
E01001148,0,2,259.46528,1874.0768394065383,1919.9979107867407,1910.2634222682343,5356,0,11240.709016987219,5.513951029106337,-0.2107280893471424,0.024576865673212,0.0,0.0360722148676201,0.7745234414638754,False,False,"C0 low activity, weak night-persistence",C0 outer arrival-oriented
E01001149,2,1,270.46584,1437.061237386911,1437.061237386911,1437.061237386911,5356,0,11422.6781448135,5.578235275739922,-0.5388584037950225,0.0644861023479743,0.016556979508372,0.0993591703185666,0.6539453966724181,False,False,"C2 moderate activity and persistence, transitional",C0 outer arrival-oriented
E01001150,2,2,507.36749000000003,1090.5106347231983,1179.6903241020552,1186.7689330291369,5376,0,11664.078599588596,6.1932741188043305,-0.5184249542103929,0.0840891333758313,0.0389169127993045,0.1345448936178785,0.7213489854656152,False,True,"C2 moderate activity and persistence, transitional",C0 outer arrival-oriented
E01001151,1,1,738.756,2092.7392203627023,2092.7392203627023,2092.7392203627023,5376,0,11609.218965976997,6.51921623836562,-0.3152647730751237,0.1764692615391773,0.09040879377975,0.315891242702887,0.699294682740617,False,False,"C1 relatively high activity, stronger night-persistence",C0 outer arrival-oriented
E01001152,1,3,1712.3362000000002,1884.9110795413228,1912.258980079423,1899.3452618951274,5376,0,11878.997573975092,7.377732232872089,-0.2954534646365671,0.0702759220615094,0.0338281887348938,0.1089227511778327,0.7578181858744303,False,False,"C1 relatively high activity, stronger night-persistence",C0 outer arrival-oriented
E01001154,2,1,534.94293,1145.3459933331744,1145.3459933331744,1145.3459933331744,5376,0,12399.043229217325,6.235187424010146,-0.2524174156202596,0.1031086858959528,0.049953840455094,0.1638999817542808,0.7543686404164672,False,True,"C2 moderate activity and persistence, transitional",C0 outer arrival-oriented
E01001155,1,4,6918.43649,1364.8574203108808,1569.4267648456616,1773.8933110758776,5376,0,12274.60892764953,8.802804961770804,0.0134417674977135,0.0600403862131026,0.0189045413067973,0.0905826858673324,0.7099354655022768,False,False,"C1 relatively high activity, stronger night-persistence",C0 outer arrival-oriented
E01001156,1,7,2402.36488,1115.8180855318667,1281.1902437433398,1352.8224748583534,5356,0,10719.21429264662,7.736221573240616,-0.3430976025489223,0.0634190126603055,0.0202954935209485,0.0929086429526414,0.6896234750830261,False,True,"C1 relatively high activity, stronger night-persistence",C0 outer arrival-oriented
E01001157,1,3,1742.13623,2443.5073380513795,2532.86726664551,2512.417499663639,5356,0,11046.936694949558,7.396728216596535,-0.2605988047953567,0.1074927570379184,0.0446453656385669,0.1755079953548149,0.7325815887272361,False,False,"C1 relatively high activity, stronger night-persistence",C0 outer arrival-oriented
E01001158,2,2,339.30786,1343.800580443393,1516.117235088358,1518.3213745734377,5356,0,11131.400549419255,5.727679583925822,-0.0645878401914637,0.0734762035931569,0.0438787903485025,0.1135103192162298,0.8180861860153236,False,False,"C2 moderate activity and persistence, transitional",C0 outer arrival-oriented
E01001159,1,3,1387.9344099999998,1699.5728875220386,1939.339712884309,1889.238495975845,5356,0,10168.416014971606,7.1886871248309046,-0.4721807844548573,0.0633594247820103,0.0189769047100851,0.0939334349890588,0.713616775938916,False,False,"C1 relatively high activity, stronger night-persistence",C0 outer arrival-oriented
E01001162,0,2,101.15772999999999,1435.806741870228,1465.4856406553101,1452.2566611901061,5356,0,9979.216214734553,4.597283870588764,-0.2505947443385888,0.0110493901764169,0.0,0.0145445962940034,0.9150587033171468,False,False,"C0 low activity, weak night-persistence",C0 outer arrival-oriented
E01001163,2,2,217.2974,1845.2891372356798,1942.7946801210442,2006.0569973831791,5356,0,9613.911810311512,5.319992063956373,-0.0319949242377383,0.1673803310082206,0.0869133325590934,0.2700838967520771,0.6206683821625166,False,False,"C2 moderate activity and persistence, transitional",C0 outer arrival-oriented
E01001164,1,4,3766.97935,483.41493564018066,754.3287470258088,650.5491414061983,5356,0,10304.198566760379,8.198553656787299,-0.0535984291691827,0.0677491621323596,0.0223102447540167,0.1089709695581803,0.831417986759712,True,True,"C1 relatively high activity, stronger night-persistence",C0 outer arrival-oriented
E01001165,3,3,1025.38604,1047.5643476655741,1187.1837651320757,1200.254810670592,5411,0,15133.88115559409,6.889558293552864,-0.1255476761015894,0.0523374890737979,0.0,0.08042828051778,0.8366672087092646,False,True,C3 moderate activity with destination characteristics,C0 outer arrival-oriented
E01001166,2,4,630.2743399999999,685.650466710262,997.6754013061134,944.6148441080168,5411,0,15221.774921533359,6.367465296348019,-0.1874635013224077,0.0732286048218807,0.0278067157446407,0.1143030876313902,0.8186668519879792,True,True,"C2 moderate activity and persistence, transitional",C0 outer arrival-oriented
E01001167,1,5,1983.9271599999997,1713.941820045243,1851.428881984295,1858.998040170729,5411,0,15825.075972909146,7.542368954815513,-0.0807715391633921,0.0509583209250074,0.0170332649782743,0.0742472834749004,0.687555078866083,False,False,"C1 relatively high activity, stronger night-persistence",C0 outer arrival-oriented
E01001168,3,3,645.75567,1279.2259622521738,1475.272870993449,1509.313250160991,5411,0,15481.898226481508,6.41888990415217,-0.0214998193188879,0.0571953258113963,0.0249597642181304,0.0816538949863476,0.6822571650853536,False,False,C3 moderate activity with destination characteristics,C0 outer arrival-oriented
E01001169,2,1,270.70338,1858.8367498250082,1858.8367498250082,1858.8367498250082,5411,0,16125.415498522823,5.5126865756632855,-0.4246829450002048,0.1073359058028691,0.0450170149010998,0.1718491593102816,0.6936296134806013,False,False,"C2 moderate activity and persistence, transitional",C0 outer arrival-oriented
E01001170,1,2,3174.26525,1682.3237091891679,1708.7944183132354,1718.6105279225094,5411,0,16155.430542562424,8.015918099122345,-0.1246778189304713,0.059774310219816,0.0198789192317687,0.091934843416286,0.7397887493412345,False,False,"C1 relatively high activity, stronger night-persistence",C0 outer arrival-oriented
E01001171,2,3,634.29332,1765.399830774887,1831.1874246769523,1812.4842667847333,5411,0,16202.914431443449,6.424780122060705,-0.3161876832701743,0.0297673908139385,0.0086261577025162,0.0432397488695396,0.6783645514236256,False,False,"C2 moderate activity and persistence, transitional",C0 outer arrival-oriented
E01001172,2,5,1419.75124,2160.403101853911,2495.1531630158934,2499.4756051969625,5411,0,16632.196063959622,7.208698164411157,0.1172979901663997,0.061086797154089,0.0246089980953494,0.0957085473467443,0.8048963966329701,False,False,"C2 moderate activity and persistence, transitional",C0 outer arrival-oriented
E01001173,0,7,675.88024,2202.7144759364523,2710.5920143167937,2795.410268543663,5411,0,17172.103232183228,6.508447117915996,-0.4170451917062929,0.0115036496245744,0.0,0.0146419271985157,0.6017271508193013,False,False,"C0 low activity, weak night-persistence",C0 outer arrival-oriented
E01001175,2,1,366.21738,1900.0235689327646,1900.0235689327646,1900.0235689327646,5411,0,12567.577053672676,5.814453375227914,-0.1836513905062543,0.0992712928869713,0.0409729579495167,0.1449884732167145,0.7129631256609235,False,False,"C2 moderate activity and persistence, transitional",C0 outer arrival-oriented
E01001176,0,2,852.18114,1829.0143691343708,1844.267847654735,1852.7842400535094,5411,0,12785.682611410935,6.720045375085312,-0.5211693321411118,0.0236507808274471,0.0,0.0344656479002343,0.733558128547212,False,False,"C0 low activity, weak night-persistence",C0 outer arrival-oriented
E01001177,1,3,1035.0035,1909.4456165337624,2169.8101097021445,2144.9942780996716,5411,0,13222.745136218358,6.861741915929527,-0.3542434340584124,0.164762399306017,0.0572488347316832,0.3015970519388349,0.8024606277793679,False,False,"C1 relatively high activity, stronger night-persistence",C0 outer arrival-oriented
E01001178,1,3,4721.32049,1230.8789796320352,1398.3681330089205,1420.3131605856977,5411,0,13124.903669617766,8.421426258716188,-0.0645162146062905,0.0588930751168274,0.0240339397316719,0.085301914987139,0.8819938909403623,False,False,"C1 relatively high activity, stronger night-persistence",C0 outer arrival-oriented
E01001180,2,3,614.70247,1546.2192802122213,1648.431148877372,1649.2797763802698,5411,0,13395.189463433431,6.362210873146931,0.0460317613964588,0.0469752623130983,0.0175697142151902,0.0745077393114945,0.8479028862361373,False,False,"C2 moderate activity and persistence, transitional",C0 outer arrival-oriented
E01001181,1,1,1035.37971,1092.6802196891824,1092.6802196891824,1092.6802196891824,5411,0,13464.503926992631,6.830135149494992,0.0790336325073984,0.1229706909930118,0.060474273372308,0.2155876186166856,0.8915030437910523,False,True,"C1 relatively high activity, stronger night-persistence",C0 outer arrival-oriented
E01001182,1,5,1699.08597,2428.5559623982313,2645.443626588581,2694.67171443577,5411,0,11918.905790932957,7.356062943699403,-0.1729794873305153,0.0891389320846329,0.0469387183027687,0.1404032651415042,0.9141631539000658,False,False,"C1 relatively high activity, stronger night-persistence",C0 outer arrival-oriented
E01001183,1,4,9485.53348,1781.6695997013587,1992.013914073985,1943.984884632564,5411,0,12612.540187890903,9.103879241975646,-0.1978543342301616,0.0951544790482204,0.0335080989955221,0.1560672898611738,0.8086898195688681,False,False,"C1 relatively high activity, stronger night-persistence",C0 outer arrival-oriented
E01001185,0,4,618.54366,1087.9536346329983,1199.0556823694724,1230.765235041778,5376,0,13991.436352997725,6.334241208302039,-0.3604873651750893,0.0407935142506697,0.010988164555928,0.0632050544543353,0.7736617058893744,False,True,"C0 low activity, weak night-persistence",C0 outer arrival-oriented
E01001186,3,2,1495.08728,734.9451982593562,856.0204757782105,843.274928118657,5376,0,13553.65955643344,7.236070609744615,-0.1487738511359661,0.0363020235167268,0.0020705783726658,0.0541456803802575,0.784754484230656,True,True,C3 moderate activity with destination characteristics,C0 outer arrival-oriented
