stoparea_unit_code,lsoa,unit_easting,unit_northing,activity,dist_m,nearest_rail_nlc,nearest_rail_cluster,dist_centre_m
AREA::490G00008737,E01000246,525322.0,196484.0,56.88717,421.18552406173285,602,4,16778.2464220788
AREA::490G00008738,E01004370,538163.0,187329.0,58.15387,207.32703634596237,7402,0,10693.705859055597
AREA::490G00008739,E01033704,534846.0,183956.0,4150.03073,298.68419777417085,6966,2,5994.661708553703
AREA::490G00008740,E01004396,536256.0,189498.0,287.26452,511.5675828240388,522,4,11037.797470510139
AREA::490G00008741,E01000050,544767.0,183765.0,1800.28022,739.9546694143432,514,4,15116.638019083475
AREA::490G00008742,E01000049,544897.0,183203.0,118.80816,1296.1931788078923,514,4,15128.531091946767
AREA::490G00008743,E01000001,532061.0,181570.0,1168.24177,291.90863829100067,501,2,2349.989361678048
AREA::490G00008744,E01001243,521455.0,180759.0,44.5801,513.102091752655,563,4,8587.323506192137
AREA::490G00008745,E01001119,535888.0,162106.0,62.559439999999995,5459.026933666842,5411,0,19189.70924740654
AREA::490G00008746,E01000596,520673.0,184978.0,474.18937,790.1460593949025,649,4,10428.84125874011
AREA::490G00008747,E01002328,550430.0,189561.0,75.29708,1445.2305179451478,6886,4,22366.698817661938
AREA::490G00008749,E01033926,537389.0,195013.0,2.3946199999999997,1858.800688616184,6914,0,16376.551804332925
AREA::490G00008750,E01000549,524959.0,183460.0,19.26989,420.017695007827,623,4,5935.980626653021
AREA::490G00008751,E01003417,524335.0,166913.0,20.24447,2153.0518476225616,647,4,14624.145274169017
AREA::490G00008753,E01001053,538640.0,162933.0,175.9796,7010.5627290381,5376,0,19454.972115117514
AREA::490G00008754,E01002540,512030.0,182214.0,156.92877,2491.3821465202805,3187,0,18097.068961574965
AREA::490G00008755,E01003162,529837.0,173785.0,398.51414,1138.0119721384401,549,4,6598.9412029506675
AREA::490G00008757,E01032783,537223.0,178916.0,503.84255,709.964787859229,857,4,7336.753096567991
AREA::490G00008758,E01032783,537244.0,178880.0,1718.61595,682.7569113527888,857,4,7364.584238095183
AREA::490G00008759,E01002299,554413.0,191734.0,266.45887,1165.4691115598046,6879,0,26892.86615442839
AREA::490G00008761,E01000518,520490.0,188471.0,1519.0656999999999,1156.926542490723,624,0,12511.436208525383
AREA::490G00008762,E01000150,521477.0,188719.0,1173.64326,1252.572441474171,551,4,11947.572682348495
AREA::490G00008764,E01003076,532630.0,176133.0,4394.16283,153.37861650177967,5421,0,4978.42545389604
AREA::490G00008765,E01003117,530200.0,172269.0,2904.82642,1977.0778038199758,512,4,8113.6982936266495
AREA::490G00008767,E01001806,532369.0,186499.0,156.80291,1033.989721523227,638,4,6548.4463042770685
AREA::490G00008768,E01000875,524476.0,184899.0,458.16884,275.86093352129706,622,4,7162.659282696616
AREA::490G00008773,E01001671,545488.0,177495.0,175.37831,2227.926415102412,573,3,15721.167641113685
AREA::490G00008774,E01002163,513887.0,189103.0,104.57934,599.5618656410162,656,0,18352.08143508523
AREA::490G00008775,E01004088,530358.0,163287.0,465.73137,3347.4398519614956,5411,0,17097.0702753425
AREA::490G00008776,E01003486,542738.0,181679.0,562.44438,389.1015291668744,895,0,12770.137822278975
AREA::490G00008777,E01002258,557253.0,187622.0,40.60423,1339.0668697545768,736,0,28165.689091517004
AREA::490G00008778,E01001621,542258.0,174497.0,182.00518,4390.201982192177,940,3,13566.415591452298
AREA::490G00008779,E01001655,542119.0,174059.0,108.62509,4421.848381741599,940,3,13638.728276492644
AREA::490G00008781,E01004358,538404.0,194359.0,229.26248999999999,861.450520923866,6914,0,16292.371957452973
AREA::490G00008782,E01001669,546152.0,177652.0,831.83513,1849.3041634325475,5131,4,16347.396275859957
AREA::490G00008784,E01001331,511310.0,182817.0,905.80823,2556.593553235945,657,4,18881.797372072397
AREA::490G00008785,E01002174,516764.0,189476.0,212.69261,1162.0864057693052,620,2,16087.632672335603
AREA::490G00008789,E01004101,526957.0,164552.0,94.02120000000001,4249.991112973707,647,4,16125.295966276091
AREA::490G00008790,E01001214,513228.0,180840.0,195.48426,1211.7380079868751,3187,0,16812.26686083706
AREA::490G00008792,E01000078,547866.0,185693.0,194.93369,1189.7992534875286,518,0,18606.38514059085
AREA::490G00008793,E01000547,524806.0,183976.0,462.00313,484.6452310711414,1437,2,6344.762328093937
AREA::490G00008794,E01003700,544170.0,190860.0,66.41486,810.3032916581619,576,0,17596.475129979866
AREA::490G000088,E01000749,544654.0,161371.0,0.0,12615.02386486494,5376,0,23981.753480510968
AREA::490G00008800,E01000213,526118.0,188175.0,52.35039,1107.8086109344404,584,4,8722.470521589627
AREA::490G00008803,E01001786,536515.0,185358.0,1793.55274,795.2106639124,6979,4,8171.529232646727
AREA::490G00008804,E01002970,519670.0,168843.0,302.43788,5450.582803675933,767,0,15509.285605726654
AREA::490G00008805,E01004635,524027.0,172886.0,347.17194,819.3474205429563,705,0,9605.1587181056
AREA::490G00008807,E01004064,534409.0,175569.0,1682.75466,800.2649561239077,5423,2,6503.535115612124
AREA::490G00008809,E01004064,534347.0,175470.0,891.21221,882.8912730342281,5423,2,6536.045440478516
AREA::490G00008810,E01003877,518622.0,174599.0,24.315119999999997,783.0918053966014,686,0,12793.172710473349
AREA::490G00008811,E01002526,506626.0,179506.0,109.57621999999999,779.9756406452705,3174,4,23424.348208648196
AREA::490G00008812,E01002212,512976.0,186062.0,1266.96234,1377.4386223908195,707,4,17979.130262612816
AREA::490G00008813,E01033569,518224.0,169941.0,426.34658,5222.536629003118,686,0,15762.9216834951
AREA::490G00008814,E01003814,514721.0,171227.0,70.17437,4882.530702587538,611,4,17840.506859391637
AREA::490G00008816,E01000659,541307.0,158796.0,1.6763599999999996,11699.757820677316,5411,0,24351.442544539328
AREA::490G00008819,E01033569,518217.0,169721.0,111.33653,5442.268785155622,686,0,15914.681555092455
AREA::490G00008821,E01002968,517911.0,168968.0,261.46752,6195.699999586747,686,0,16650.03597593711
AREA::490G00008822,E01000027,548165.0,190048.0,68.07509,2476.8498137755546,6874,0,20547.117802747907
AREA::490G00008824,E01002414,506536.0,182368.0,22.431169999999998,1995.2686699231183,740,4,23581.861101278668
AREA::490G00008825,E01002951,519719.0,170245.0,290.68576,5100.279823512409,767,0,14461.594690766298
AREA::490G00008829,E01002965,518056.0,168637.0,409.46485,6524.505989673029,686,0,16774.803128501986
AREA::490G00008830,E01002965,518038.0,168501.0,247.15662,6660.586777160044,686,0,16883.0807615198
AREA::490G00008831,E01002956,520442.0,171437.0,630.98537,4411.824027596673,686,0,13114.938047890277
AREA::490G00008832,E01004573,521877.0,172535.0,1926.72684,2953.6528033182376,705,0,11317.966469291205
AREA::490G00008833,E01001367,512352.0,179248.0,6312.89444,606.4495032564541,3187,0,17718.262132613345
AREA::490G00008834,E01003501,540193.0,182139.0,860.76931,1053.740243133952,889,3,10309.987633358247
AREA::490G00008835,E01001351,519951.0,180166.0,2355.48176,701.2162647856936,1404,2,10085.291964043481
AREA::490G00008836,E01001120,535467.0,162613.0,177.01871,4801.215425545911,5411,0,18580.078390577364
AREA::490G00008837,E01000336,548666.0,179022.0,152.09238,1315.2061519861134,5131,4,18681.49632657941
AREA::490G00008839,E01003946,533437.0,171541.0,694.87238,1194.069512214427,5356,0,9472.38137956871
AREA::490G00008840,E01003946,533421.0,171610.0,221.16269,1260.8683515736288,5356,0,9402.24494469273
AREA::490G00008841,E01003947,533596.0,171814.0,180.72427,1365.7012850546785,5356,0,9278.002640654939
AREA::490G00008842,E01000828,539434.0,168973.0,8.68018,4772.378547433135,5378,0,14781.828844902784
AREA::490G00008844,E01000830,538925.0,168326.0,19.073059999999998,4567.542118032411,5378,0,14979.082281635281
AREA::490G00008847,E01004024,534735.0,179417.0,296.9235,275.2632960768235,787,4,4798.822459729053
AREA::490G00008849,E01003257,534613.0,172606.0,82.27574,865.3456679269851,5362,0,9023.18491443016
AREA::490G00008850,E01003259,534804.0,172351.0,15.379489999999999,856.0473847866133,5362,0,9339.903639759888
AREA::490G00008852,E01004438,539530.0,187497.0,493.94246,267.16124373616213,633,4,11866.400970808292
AREA::490G00008853,E01001704,544240.0,177863.0,247.83306,1116.1923868421723,573,3,14427.430817716646
AREA::490G00008854,E01001581,540359.0,177764.0,476.51557,2117.3969868685467,879,2,10651.493510301736
AREA::490G00008856,E01002672,515939.0,174506.0,81.89469,2236.3678081387316,686,0,15270.384736476026
AREA::490G00008857,E01000181,527213.0,189615.0,269.84342,431.43314752838165,565,4,9655.298907853656
AREA::490G00008858,E01001119,536062.0,162169.0,59.89018,5534.067632627921,5411,0,19183.683900648488
AREA::490G00008859,E01003342,535971.0,176114.0,295.84404,552.6119796023246,5404,4,7311.31027928647
AREA::490G00008865,E01033937,520923.0,183868.0,1137.89357,456.35226649459895,596,4,9755.48512376499
AREA::490G00008867,E01001574,547425.0,177961.0,20.872429999999998,1101.1336077979797,5131,4,17558.56716819456
AREA::490G00008868,E01003905,514545.0,174368.0,25.14662,1857.7745124608384,612,4,16615.212607727895
AREA::490G00008869,E01003905,514899.0,174045.0,246.64407,2252.1042869166718,612,4,16407.715288851155
AREA::490G00008870,E01003905,514481.0,174209.0,61.807849999999995,1984.956716632387,611,4,16732.883582933337
AREA::490G00008871,E01003744,540639.0,193539.0,46.273289999999996,1148.3113177413595,688,0,16899.67422762936
AREA::490G00008872,E01003326,535987.0,171444.0,123.80041,644.8872425126792,5437,0,10738.164554522342
AREA::490G00008874,E01001229,518473.0,179437.0,311.55018,902.2342599129096,704,4,11599.476583018735
AREA::490G00008875,E01035718,527378.0,179690.0,278.93897,336.0463588968443,626,2,2744.415602637472
AREA::490G00008876,E01002356,550916.0,188570.0,54.162839999999996,476.6647144482167,6886,4,22430.284104308623
AREA::490G00008885,E01000384,546852.0,171321.0,254.29049999999998,7754.759542084812,5131,4,19103.10770529235
AREA::490G00008888,E01034594,514463.0,189904.0,346.94618,885.8511443803637,1434,4,18252.22096074886
AREA::490G00008889,E01002312,553425.0,192914.0,19.850369999999998,2659.010765303518,6879,0,26537.049007001515
AREA::490G00008890,E01000663,543488.0,167002.0,12.06543,9262.884216052795,5378,0,18973.87037480756
AREA::490G00008892,E01002322,551868.0,186446.0,63.46165,993.493242264028,571,0,22660.710072722788
AREA::490G00008893,E01035645,533477.0,183603.0,1871.22902,336.6481843111589,1022,4,4715.456817743112
AREA::490G00008895,E01001021,531464.0,157224.0,92.5393,8906.197171773147,5411,0,23201.11094322856
AREA::490G00008897,E01002852,523894.0,182274.0,1915.59555,819.4892764669321,617,4,6425.188635363167
AREA::490G00008898,E01002905,524125.0,181787.0,623.4435,461.21729524406317,627,4,6073.970447738448
AREA::490G000089,E01000608,516638.0,185521.0,111.78626,673.8027248654024,721,4,14348.254806770055
AREA::490G00008900,E01002539,508746.0,188116.0,40.30896,1328.4730253479677,691,0,22649.70571552752
AREA::490G00008902,E01003498,539790.0,182587.0,114.4372,741.4702681111962,676,4,10002.298335882608
AREA::490G00008903,E01001512,533301.0,196581.0,500.83159,385.12887453422655,6959,0,16526.139567364182
AREA::490G00008904,E01000921,529057.0,185637.0,186.16707,240.76748964272502,733,3,5346.032641127437
AREA::490G00008905,E01000921,529193.0,185792.0,190.32646,80.83799767778939,733,3,5475.965850879642
AREA::490G00008906,E01000815,545465.0,167848.0,25.42628,10778.894356823264,5437,0,19879.43283899216
AREA::490G00008907,E01002348,553927.0,183073.0,116.89697,2983.9936849828373,571,0,24044.17420083293
AREA::490G00008908,E01001673,545249.0,178615.0,3778.33683,1474.2923726316974,6562,4,15317.146633756563
AREA::490G00008909,E01002083,531861.0,190028.0,360.92261,522.9056203218678,735,4,9818.479413840007
AREA::490G00008910,E01003791,540414.0,186887.0,120.86169,1093.592702974924,7403,2,12250.405544307503
AREA::490G00008912,E01001470,529887.0,196433.0,70.33032,703.2036925403587,664,4,16052.673079583974
AREA::490G00008913,E01000667,542526.0,165589.0,102.1622,8850.22781878778,5376,0,19361.129305905688
AREA::490G00008914,E01002559,508731.0,172858.0,32.32349,1700.8720752921222,781,1,22592.329184924693
AREA::490G00008916,E01003112,530512.0,178804.0,134.24987,849.2642164407866,777,4,1647.8510248199016
AREA::490G00008917,E01003013,530603.0,179004.0,154.4892,697.1337162040488,628,4,1489.929528534823
AREA::490G00008918,E01003930,531535.0,179342.0,136.41975,417.3450599546078,628,4,1825.5196520443158
AREA::490G00008921,E01003037,528798.0,175862.0,143.67189,713.6841037882236,5372,2,4684.982070403258
AREA::490G00008922,E01003266,541397.0,172120.0,248.24187999999998,5014.4815728492,940,3,14048.554729935746
AREA::490G00008923,E01002344,553569.0,182636.0,50.51352,3246.809148628326,571,0,23642.784311497664
AREA::490G00008924,E01003202,539681.0,175034.0,307.28342,1803.4659532257108,940,3,11029.733360331065
AREA::490G00008925,E01002629,513732.0,176839.0,676.8866,823.1919479405072,612,4,16682.354989629013
AREA::490G00008926,E01004726,526295.0,182575.0,392.17382,400.94480951878586,637,4,4335.176697667582
AREA::490G00008927,E01003166,531833.0,172538.0,1592.4128,2994.2034249487892,778,3,8046.679439371249
AREA::490G00008928,E01003166,532314.0,172891.0,106.2307,2833.9682728596376,778,3,7829.33585944555
AREA::490G00008932,E01004735,530646.0,180751.0,2123.9586,316.92776520405965,724,1,715.1531304552893
AREA::490G00008933,E01000267,526602.0,195475.0,39.00662,1561.9008494072,730,0,15479.259026193728
AREA::490G00008934,E01000418,547693.0,179089.0,11.243939999999998,342.923541850847,5131,4,17706.20075001975
AREA::490G00008935,E01001684,544861.0,177371.0,19.134629999999998,1868.5005872207842,573,3,15129.442455027878
AREA::490G00008936,E01000233,520294.0,192028.0,18.368309999999997,748.6374888930305,568,4,15182.891984072072
AREA::490G00008938,E01002672,515927.0,174508.0,35.83958,2247.261167750476,686,0,15280.692981668077
AREA::490G00008939,E01001183,531174.0,168174.0,2038.6808,2298.297862005706,5411,0,12260.116190314022
AREA::490G00008940,E01001347,517016.0,182872.0,35.21813,776.4256163270562,673,4,13254.184433604356
AREA::490G00008941,E01001552,535716.0,199827.0,63.407019999999996,1093.9268714132586,6952,0,20259.122389679174
AREA::490G00008943,E01002009,529022.0,187533.0,586.0855,810.5557705000308,604,4,7223.243592735884
AREA::490G00008944,E01003448,526203.0,167724.0,253.99278,1027.546607580038,647,4,13224.07690540251
AREA::490G00008946,E01001133,536702.0,166028.0,285.71985,3439.7940022300727,5376,0,15826.270343956596
AREA::490G00008947,E01000880,525934.0,185204.0,472.02007,226.27416997969522,1445,2,6330.191861231379
AREA::490G00008948,E01004196,523804.0,165606.0,746.9176199999999,3529.7879317536244,647,4,16034.759898420682
AREA::490G00008949,E01002995,518346.0,166578.0,204.91217,7598.416816097405,647,4,18086.794989715563
AREA::490G00008950,E01000775,537621.0,167652.0,33.269239999999996,3583.500864300819,5376,0,14818.569769043164
AREA::490G00008952,E01000770,537724.0,168192.0,11.523589999999999,3554.7250596916774,5397,0,14412.072057827078
AREA::490G00008953,E01002953,521193.0,169319.0,88.47125,3856.8776944735637,767,0,14160.901277814206
AREA::490G00008956,E01000775,537611.0,167181.0,118.56484,3684.0389218598184,5376,0,15220.083081244991
AREA::490G00008959,E01004018,534700.0,173848.0,216.86572999999999,1126.7642277779323,5362,0,8028.178186861574
AREA::490G00008961,E01002153,512920.0,188497.0,19.862769999999998,631.9492467988883,656,0,18940.920041011734
AREA::490G00008962,E01002508,509676.0,181566.0,6742.69512,2130.8031936337998,3186,4,20392.459120959393
AREA::490G00008963,E01002424,509752.0,182659.0,1242.73268,3084.033493487403,710,0,20409.52738306304
AREA::490G00008966,E01034142,532816.0,166452.0,218.00641,735.4821972692473,5411,0,14204.10380840692
AREA::490G00008969,E01003121,529926.0,176921.0,2034.27278,429.3146024577703,831,4,3461.685138772734
AREA::490G00008970,E01003125,530549.0,176748.0,880.11497,327.34896401186256,716,4,3669.3206455691493
AREA::490G00008973,E01000663,543378.0,166837.0,15.273249999999999,9225.886895036163,5378,0,19013.213089848858
AREA::490G00008974,E01002301,550080.0,191803.0,152.79135,3574.453979281311,6886,4,23071.718618256422
AREA::490G00008975,E01032639,532219.0,178523.0,4030.68216,659.219266592691,616,4,2868.1682307702945
AREA::490G00008976,E01001244,521257.0,180081.0,530.10061,656.1587079358164,1404,2,8782.125539981764
AREA::490G00008978,E01003089,529818.0,176735.0,2018.4365,634.189552644241,831,4,3652.3926404481763
AREA::490G00008979,E01004413,538599.0,192893.0,455.33114,1070.9599017288717,6919,0,15162.762578105614
AREA::490G00008980,E01004413,538574.0,192611.0,66.97634,788.2622941917532,6919,0,14916.58472975634
AREA::490G00008981,E01004454,537351.0,192391.0,184.94377,1330.0492889780505,6919,0,14063.377581505803
AREA::490G00008982,E01004415,537748.0,192829.0,68.45102,1288.850176621672,6919,0,14644.401660702973
AREA::490G00008983,E01000431,551603.0,177348.0,93.68356,4583.281817892269,5131,4,21781.20405303619
AREA::490G00008984,E01002240,514815.0,187759.0,889.9542,600.1981529141445,598,4,16913.096848300727
AREA::490G00008985,E01003762,540909.0,190564.0,10.17321,625.0264269241363,712,4,14898.292318249096
AREA::490G00008986,E01003009,518634.0,171027.0,129.09633,4171.802359997328,686,0,14746.434009617376
AREA::490G00008987,E01003009,518974.0,170781.0,70.73487,4471.338394181241,686,0,14645.258618406164
AREA::490G00008989,E01000362,548984.0,174847.0,9.96097,4517.981948712132,5131,4,19741.521116671836
AREA::490G00008993,E01003265,540612.0,171805.0,199.28177,4801.737058375602,940,3,13617.703918061958
AREA::490G00008995,E01001127,537178.0,165030.0,53.88607,4473.231059436943,5376,0,16931.92065301512
AREA::490G00008996,E01002530,506302.0,178884.0,105.83185999999999,1227.0264870816766,3174,4,23779.168046843017
AREA::490G00008997,E01001867,523736.0,178650.0,444.59740999999997,311.999205958547,593,2,6531.551500217999
AREA::490G00008998,E01002141,515773.0,191130.0,55.82889,1716.1250155053067,597,4,17858.25081019975
AREA::490G00008999,E01001744,533941.0,184680.0,120.23371,384.4492814403481,1443,3,5809.13504749201
AREA::490G00008O,E01002770,529381.0,186814.0,10848.93205,94.39081109433758,508,4,6466.057376794611
AREA::490G00009002,E01000623,520512.0,187350.0,644.94015,1534.6714004178752,752,3,11799.806989946912
AREA::490G00009003,E01003407,527183.0,169531.0,38.3223,925.7766531589168,552,4,11218.319883119753
AREA::490G00009004,E01000661,542186.0,167469.0,9.74869,7881.342842434911,5378,0,17731.070131269575
AREA::490G00009005,E01001876,522318.0,180951.0,113.75184,645.9914968181108,563,4,7737.025009653258
AREA::490G00009006,E01001540,532439.0,197704.0,116.15638,1200.0863510597894,6959,0,17489.149607685333
AREA::490G00009007,E01004588,527695.0,175522.0,1915.48487,472.0340147818915,5595,2,5392.661865906299
AREA::490G00009008,E01001408,532427.0,197813.0,135.8913,1305.2625214875359,6959,0,17595.48444914206
AREA::490G00009009,E01004597,525370.0,173050.0,99.0521,695.1966524306129,705,0,8688.86971935936
AREA::490G00009010,E01004080,530557.0,164858.0,197.63541,2036.345270944984,5411,0,15531.807943700565
AREA::490G00009011,E01033867,532079.0,180205.0,288.80122,503.98440125457194,784,2,2052.559621545742
AREA::490G00009012,E01002576,520259.0,177524.0,337.27590000000004,957.5814943862401,591,2,10183.961606369105
AREA::490G00009013,E01003849,519090.0,176433.0,28.712229999999998,317.0707367734988,621,0,11634.338829516699
AREA::490G00009017,E01000888,527625.0,185418.0,370.198,426.4491568877781,519,4,5583.4263673841
AREA::490G00009018,E01002301,550352.0,191310.0,83.98746,3017.121351553497,6886,4,23070.850981270716
AREA::490G00009019,E01004398,535935.0,190702.0,498.93199,1343.0694749700797,522,4,11888.853687382985
AREA::490G00009021,E01000266,526751.0,193422.0,26.494339999999998,848.2080479334062,730,0,13447.89091270449
AREA::490G00009023,E01002070,533123.0,189121.0,721.94408,553.5589126565291,698,4,9269.817743623658
AREA::490G00009027,E01000806,535126.0,170502.0,1117.91835,206.9685966517626,5378,0,11114.09487992612
AREA::490G00009028,E01001294,512944.0,182249.0,372.58776,2290.785586048767,657,4,17191.786527292617
AREA::490G00009029,E01000167,526731.0,196577.0,3.3217199999999996,1424.6104957978664,550,4,16529.37461006919
AREA::490G00009030,E01001821,534300.0,183737.0,85.98832,695.8672646417563,6966,2,5427.8441392508685
AREA::490G00009031,E01001350,519332.0,180589.0,57.4514,499.17363292363785,561,4,10704.021113581568
AREA::490G00009032,E01000760,539007.0,165232.0,155.97885,5777.677599558911,5376,0,17607.013659334738
AREA::490G00009035,E01001792,534872.0,186185.0,5695.44287,348.8624370722649,6926,0,7555.96850178718
AREA::490G00009036,E01004421,536906.0,187637.0,1112.72831,1173.9318549217412,7407,2,9993.694011725594
AREA::490G00009038,E01003085,531209.0,171403.0,51.452369999999995,3005.563175180319,5356,0,9054.562882878445
AREA::490G00009041,E01000693,545655.0,170866.0,19.50885,8215.785219793517,573,3,18290.731696681793
AREA::490G00009042,E01000465,548799.0,179402.0,231.21131,1487.5923127284516,5131,4,18790.520642068437
AREA::490G00009048,E01002948,517657.0,163265.0,78.63701,9627.68357947842,647,4,21122.205969074348
AREA::490G00009049,E01001551,535414.0,199847.0,42.50291,988.7244307692614,6952,0,20195.780648442385
AREA::490G00009050,E01004350,537609.0,194870.0,179.67965,1618.3451424217271,6914,0,16349.671128190928
AREA::490G00009051,E01000747,541545.0,161986.0,41.24689,9747.72006391469,5376,0,21699.74990639293
AREA::490G00009053,E01003896,516580.0,173557.0,413.21551,2194.4922515423114,686,0,15085.65848745092
AREA::490G00009054,E01000421,548240.0,177518.0,81.08342999999999,1779.4562527793305,5131,4,18429.736975876785
AREA::490G00009058,E01001786,536655.0,185363.0,97.88766,883.1320682661229,6978,3,8286.010197917934
AREA::490G00009059,E01002273,554997.0,187402.0,58.26141,638.4693347764579,737,0,25931.560115041284
AREA::490G00009060,E01003286,539759.0,174981.0,648.62795,1897.3287655133245,940,3,11123.651603677634
AREA::490G00009061,E01001846,536674.0,185337.0,90.33727999999999,851.4882559378021,6978,3,8285.622245794217
AREA::490G00009063,E01003286,539856.0,174906.0,1077.02853,2018.5509103754705,940,3,11244.879234567172
AREA::490G00009064,E01001341,517188.0,183655.0,604.9914,820.2286253187377,505,0,13256.650859097104
AREA::490G00009065,E01000292,524337.0,195664.0,206.27411,864.3156904033688,602,4,16310.300365106708
AREA::490G00009066,E01002037,534829.0,191554.0,127.20467,1160.2055852304798,6956,0,12158.451957383391
AREA::490G00009067,E01000698,545249.0,169063.0,39.5969,9891.251914921786,940,3,18962.94673831048
AREA::490G00009068,E01000730,546538.0,168644.0,91.48725999999999,10447.37398690322,5131,4,20251.893368275472
AREA::490G00009069,E01002410,507813.0,182370.0,2424.61055,2673.2644392217535,606,0,22309.840026320224
AREA::490G00009070,E01002408,507620.0,181877.0,299.47498,2329.680020947083,3174,4,22463.86903451852
AREA::490G00009072,E01004422,535664.0,186691.0,442.27391,912.5486288412251,6926,0,8456.535933820656
AREA::490G00009073,E01004422,535947.0,186897.0,68.23191999999999,1238.4191535986513,6926,0,8798.967268946964
AREA::490G00009074,E01001075,532036.0,160500.0,124.42014999999999,5603.828518298896,5411,0,19981.545610888064
AREA::490G00009075,E01003286,539920.0,174948.0,509.45069,2054.8890751354365,940,3,11280.535669905043
AREA::490G00009077,E01003087,531187.0,171071.0,271.38871,2949.1968398192753,5356,0,9381.125145738117
AREA::490G00009081,E01004694,526296.0,180660.0,732.44723,398.49054240230276,681,4,3748.3976576665395
AREA::490G00009082,E01000316,526480.0,191224.0,1103.73551,1017.0740939216303,756,0,11410.590037329359
AREA::490G00009083,E01000420,548514.0,177649.0,112.10411,1828.052029407835,5131,4,18680.85180070759
AREA::490G00009084,E01004137,526018.0,164627.0,95.34761,3990.5925784218284,647,4,16257.821871333195
AREA::490G00009085,E01000804,536125.0,170589.0,12.165619999999999,1206.8612182019936,5378,0,11531.849157875766
AREA::490G00009089,E01003436,526186.0,167521.0,369.50173,1198.2652224568844,647,4,13423.364108896101
AREA::490G00009090,E01002248,550543.0,187349.0,490.66535,1404.4038770951895,6886,4,21660.38099849585
AREA::490G00009091,E01004418,537365.0,191954.0,1512.53548,1195.8634723263156,6919,0,13699.558022067718
AREA::490G00009092,E01003515,540683.0,181022.0,2058.47149,153.41483341292573,887,4,10668.274555897031
AREA::490G00009094,E01000407,550605.0,177892.0,73.89189999999999,3456.8471505436783,5131,4,20721.0318758502
AREA::490G00009096,E01002590,509674.0,173701.0,104.54571,1662.8593412038128,779,3,21427.832368207477
AREA::490G00009097,E01004635,523995.0,173073.0,307.3209,769.7106498878449,705,0,9480.315659301647
AREA::490G00009098,E01004249,538477.0,181457.0,405.5172,592.6021009075145,853,3,8511.28809287995
AREA::490G00009099,E01002703,531894.0,182567.0,17.856779999999997,628.6422154157034,507,1,2870.225775091569
AREA::490G00009100,E01003737,546265.0,186164.0,63.8339,1151.5263783344262,6878,0,17230.451241914707
AREA::490G00009101,E01000070,545370.0,184901.0,35.50856,802.7671155717261,738,0,15988.22366618631
AREA::490G00009102,E01000324,527208.0,191898.0,161.79404,1641.6598546311884,771,0,11858.649375034242
AREA::490G00009103,E01000184,526654.0,190448.0,132.42222999999998,1385.9467131842534,565,4,10619.269701820365
AREA::490G00009105,E01033327,538282.0,175394.0,3304.24559,534.2968380133806,940,3,9638.447644719558
AREA::490G00009106,E01033327,538346.0,175605.0,612.94765,382.6662311263238,940,3,9586.423733593252
AREA::490G00009109,E01003291,537916.0,174523.0,1879.99674,1383.800603812242,940,3,9820.49326663381
AREA::490G00009111,E01033327,538088.0,174975.0,3485.56162,920.0377407717822,940,3,9700.090308857954
AREA::490G00009113,E01003291,537944.0,174691.0,1162.5076099999999,1213.5985515995214,940,3,9743.931444750624
AREA::490G00009114,E01033327,537906.0,174946.0,360.33324,967.898640239665,940,3,9565.960955387598
AREA::490G00009115,E01001644,538032.0,176724.0,957.94199,462.680235151665,898,4,8794.410327020227
AREA::490G00009116,E01034392,538175.0,176013.0,102.46309000000001,141.81835016822873,940,3,9238.79348183517
AREA::490G00009117,E01003318,537654.0,173629.0,7618.69657,1840.7721206059157,5418,0,10181.056133820302
AREA::490G00009118,E01003209,536662.0,176663.0,507.69021,465.58780052746226,5150,4,7599.59919995785
AREA::490G00009119,E01003405,527364.0,169304.0,84.76391,1210.1547020666983,552,4,11394.245433551096
AREA::490G00009120,E01001138,533990.0,169780.0,87.70015,628.0702588086782,5397,0,11315.084489300112
AREA::490G00009121,E01003163,529825.0,173388.0,56.18167,1352.3099356138068,512,4,6996.122497498168
AREA::490G00009122,E01003318,537552.0,173510.0,238.65903,1781.3682943176013,5418,0,10184.839959469171
AREA::490G00009127,E01001433,536299.0,197878.0,86.43874,1543.2569455537855,6952,0,18584.8119172619
AREA::490G00009129,E01003755,544572.0,188141.0,378.45031,425.09545152572264,650,4,16479.41273225475
AREA::490G00009130,E01004420,537754.0,188092.0,2240.88512,679.8400547187551,7402,0,10911.366596352631
AREA::490G00009131,E01004427,536677.0,187388.0,1600.41275,1388.0295385905877,6973,0,9655.438778222355
AREA::490G00009133,E01004364,538003.0,187999.0,1379.44737,484.6178907139108,7402,0,11024.46756083939
AREA::490G00009135,E01004364,538153.0,188372.0,656.3186099999999,836.5431847788851,7402,0,11391.84980589193
AREA::490G00009137,E01004430,538220.0,186340.0,2104.099,302.5080289054447,632,4,10125.229725788942
AREA::490G00009140,E01004335,539123.0,185725.0,249.5,778.5435119503597,6970,4,10543.635852968368
AREA::490G00009141,E01004341,539282.0,186507.0,813.79305,346.2036972650639,7403,2,11092.942801619416
AREA::490G00009142,E01004335,539155.0,185595.0,315.58714,647.2232999514156,6970,4,10506.114267415904
AREA::490G00009143,E01004362,539729.0,188038.0,164.42873,776.7080918553419,633,4,12354.054961833383
AREA::490G00009144,E01003631,539303.0,183281.0,28.00282,251.03834368478454,750,3,9712.072950714486
