stoparea_unit_code,lsoa,unit_easting,unit_northing,activity,dist_m,nearest_rail_nlc,nearest_rail_cluster,dist_centre_m
AREA::490G00007504,E01003570,540958.0,184969.0,1070.08741,616.7308975558141,6876,4,11848.355160105559
AREA::490G00007509,E01001646,542356.0,177102.0,1300.37495,2217.7310727658296,573,3,12750.824483146178
AREA::490G00007510,E01034185,539515.0,178174.0,169.04397,1276.7278488385848,856,4,9734.485605310638
AREA::490G00007512,E01001642,539218.0,176745.0,174.88773,1381.687374191427,879,2,9877.568121759525
AREA::490G00007513,E01001641,538272.0,177484.0,544.08795,240.87548650703334,879,2,8732.539893982736
AREA::490G00007516,E01001641,538271.0,177451.0,629.56067,273.5415873317986,879,2,8742.600814403
AREA::490G00007519,E01003438,526771.0,167225.0,259.15967,1763.4685505985663,647,4,13554.611945754847
AREA::490G00007520,E01004125,527156.0,166504.0,244.03771,2571.3791240405635,647,4,14172.297379041975
AREA::490G00007521,E01001334,513295.0,179206.0,76.30188,896.0457577601716,3187,0,16780.18909309427
AREA::490G00007522,E01001077,538177.0,162459.0,10.174629999999999,7026.331515271679,5411,0,19685.18562269607
AREA::490G00007524,E01002630,514121.0,176930.0,154.73053,432.72669404505666,667,4,16282.904224983944
AREA::490G00007525,E01000710,537217.0,171141.0,15.294799999999999,1911.5911057429903,5437,0,11703.550273314504
AREA::490G00007526,E01003061,531033.0,175698.0,3705.96735,270.04094129436106,778,3,4788.370286433579
AREA::490G00007527,E01000239,522415.0,189695.0,1381.89995,1128.2996179821248,551,4,12033.277068197174
AREA::490G00007530,E01001891,523692.0,177708.0,2048.75724,713.5328663152295,516,4,6882.28835490057
AREA::490G00007531,E01003139,529302.0,169883.0,740.69727,2434.0866969164094,727,4,10523.489345269467
AREA::490G00007532,E01003782,544106.0,186827.0,38.21787,700.7453175013017,6881,4,15478.11681051671
AREA::490G00007533,E01003979,533333.0,179244.0,824.11194,1027.1471732722716,525,2,3489.436917326347
AREA::490G00007534,E01003247,536017.0,178104.0,126.61285,967.54651050996,1083,4,6401.6418206581975
AREA::490G00007535,E01001840,535599.0,184260.0,89.20936999999999,718.0111419748304,6979,4,6783.499539323342
AREA::490G00007536,E01002424,509926.0,182720.0,27.758509999999998,2956.0959714380447,710,0,20243.581328411234
AREA::490G00007539,E01002453,507901.0,183971.0,226.8624,1105.096639670386,606,0,22422.261014447227
AREA::490G00007540,E01002516,507604.0,184119.0,121.19009,915.9440161991771,606,0,22739.339128479525
AREA::490G00007542,E01003782,544164.0,186883.0,87.0287,779.5434561331396,6881,4,15554.192489486557
AREA::490G00007545,E01002020,529096.0,189497.0,315.22989,1430.8582561158105,604,4,9164.131164491264
AREA::490G00007547,E01004406,537519.0,188613.0,1037.92592,512.5799464153762,742,4,11126.142593010392
AREA::490G00007549,E01001250,516045.0,180285.0,823.01915,682.1248052959223,3191,4,13989.329397794592
AREA::490G00007553,E01001250,515940.0,180267.0,330.45551,591.7104443898214,3191,4,14094.461039713438
AREA::490G00007555,E01002467,509603.0,186675.0,13.33847,353.98812166116744,691,0,21378.49847393404
AREA::490G00007556,E01001577,547019.0,179575.0,126.84387,613.1997137058404,5131,4,17004.113061256678
AREA::490G00007557,E01004726,526565.0,182868.0,133.73695,549.9017476913997,696,4,4268.38728327222
AREA::490G00007558,E01003891,516264.0,171703.0,92.59131000000001,3904.939172186836,686,0,16276.381170272463
AREA::490G00007559,E01000735,546481.0,170116.0,87.07818,8985.914174726768,5131,4,19387.47105736073
AREA::490G00007560,E01001074,530904.0,161070.0,329.99555,5188.811526978023,5411,0,19330.58770446465
AREA::490G00007564,E01002052,534272.0,188291.0,176.78361999999998,707.0685963893461,7404,2,8973.780919991306
AREA::490G00007566,E01000590,520222.0,189436.0,284.93300999999997,1126.250133105224,624,0,13351.71782955287
AREA::490G00007568,E01003264,540910.0,172365.0,3.8818899999999994,4514.15774105324,940,3,13510.87088236728
AREA::490G00007569,E01003267,541555.0,171673.0,177.62189,5457.807170568675,940,3,14441.700211540192
AREA::490G00007573,E01033084,513804.0,175427.0,4292.0813,593.4411617857414,611,4,16969.23734290967
AREA::490G00007574,E01004415,538066.0,192886.0,381.84119,1169.5245947724827,6919,0,14862.302950754301
AREA::490G00007575,E01000318,526724.0,191885.0,80.14768,1205.7848538302724,756,0,11970.719109560629
AREA::490G00007576,E01004406,537524.0,188415.0,706.88775,652.800122549008,7407,2,10983.863436878664
AREA::490G00007577,E01002116,519115.0,191786.0,63.2786,462.08022266273264,568,4,15789.192062927095
AREA::490G00007578,E01003773,546949.0,187632.0,336.61683,664.6540453499098,6878,0,18403.64708420589
AREA::490G00007580,E01004234,536080.0,183164.0,677.76213,757.1901021459843,642,4,6655.764794522114
AREA::490G00007581,E01000318,526619.0,191923.0,67.6887,1112.9465074865407,756,0,12036.610361725598
AREA::490G00007582,E01034388,536553.0,178642.0,376.19272,1007.8354280337638,1083,4,6746.960945492422
AREA::490G00007585,E01003251,536783.0,177917.0,1762.72866,798.4566362677438,5150,4,7184.726647548951
AREA::490G00007586,E01003950,534352.0,173417.0,586.9191,1141.4491337768845,5362,0,8194.047839743187
AREA::490G00007587,E01003186,531170.0,176605.0,2114.04223,730.2372557185062,716,4,3943.1804422318796
AREA::490G00007588,E01001518,534272.0,197474.0,206.16208,1345.3594315275006,6947,2,17610.54493762189
AREA::490G00007590,E01002294,554883.0,190232.0,13.870569999999999,409.53174480130355,6879,0,26730.41342740512
AREA::490G00007591,E01002300,554703.0,191198.0,107.59199,574.1047378309989,6879,0,26936.35183167906
AREA::490G00007592,E01004074,532162.0,174005.0,145.91587,1805.006303139981,778,3,6721.737870521283
AREA::490G00007595,E01002968,517886.0,169123.0,531.61891,6041.4964953129975,686,0,16562.50186415084
AREA::490G00007596,E01032739,532561.0,181138.0,1582.57298,150.24957071766352,513,1,2637.949582535648
AREA::490G00007597,E01004403,536597.0,190818.0,1058.05108,1671.9327881815047,522,4,12328.987711892652
AREA::490G00007598,E01000920,530870.0,182200.0,549.43344,637.3142133604899,541,1,2001.9133347874977
AREA::490G00007599,E01032739,532510.0,181149.0,1374.24417,202.25973919898007,513,1,2592.373429890069
AREA::490G000076,E01033929,520493.0,189808.0,204.20434,839.7818434203139,551,4,13412.643661858761
AREA::490G00007600,E01033150,537351.0,198700.0,537.05548,2219.7589959272605,6952,0,19726.23253436905
AREA::490G00007601,E01001699,543302.0,178106.0,706.53948,853.9627886766671,573,3,13461.628764752057
AREA::490G00007603,E01001235,518608.0,180605.0,516.56999,387.3097280035389,561,4,11428.195483102309
AREA::490G00007604,E01001351,519894.0,180192.0,2067.63612,730.2103339171367,500,4,10141.761237576045
AREA::490G00007605,E01002692,519209.0,178438.0,149.19648,638.2488401812934,591,2,10997.994089832928
AREA::490G00007608,E01002913,526210.0,177437.0,238.61344,767.4064010252172,581,4,4825.983008672948
AREA::490G00007609,E01001210,515796.0,182376.0,899.41533,1104.9127426583557,673,4,14377.08833526455
AREA::490G00007610,E01001329,510833.0,182812.0,624.02021,2635.39971160969,710,0,19354.28019844706
AREA::490G00007611,E01000392,547105.0,175691.0,603.90754,3377.6612059563013,5131,4,17703.534703555673
AREA::490G00007613,E01035712,530870.0,182618.0,287.80877,741.1070256894714,625,2,2388.1090846106677
AREA::490G00007614,E01002764,530142.0,185450.0,644.24287,635.5872738604934,534,4,5070.150392246763
AREA::490G00007615,E01002713,530605.0,184656.0,1130.65704,317.2252608060388,534,4,4312.964873494798
AREA::490G00007617,E01000718,537359.0,170872.0,61.182469999999995,2127.2083949523435,5437,0,12003.195657823795
AREA::490G00007618,E01001731,535109.0,184864.0,1518.67736,241.31954956032882,6977,2,6771.477977517168
AREA::490G00007619,E01001734,535128.0,185337.0,1982.68433,471.9386877550939,6977,2,7107.093076638296
AREA::490G00007621,E01001731,535014.0,184804.0,811.88332,189.162958847656,6977,2,6660.580229979968
AREA::490G00007622,E01001848,536009.0,185147.0,1477.50913,269.71281022598833,6979,4,7642.995551483725
AREA::490G00007625,E01033706,533425.0,182650.0,2072.48081,431.5669125408017,1024,1,4080.1031849697133
AREA::490G00007628,E01002360,554606.0,186953.0,178.93409,515.9164145962577,737,0,25435.690830012853
AREA::490G00007629,E01001687,545247.0,179032.0,28.51515,1415.0353352478517,6562,4,15272.693606564626
AREA::490G00007630,E01003353,538892.0,172093.0,119.22733,3561.3297454119324,5437,0,12130.750512643477
AREA::490G00007634,E01001468,530986.0,198029.0,21.066609999999997,2400.063801235292,6959,0,17673.658591248164
AREA::490G00007635,E01001454,531577.0,195227.0,62.528909999999996,1920.3219131176938,6959,0,14925.969482750526
AREA::490G00007637,E01000457,546496.0,171868.0,2.0197099999999995,7242.3521424710825,5131,4,18532.90622109765
AREA::490G00007639,E01001488,534173.0,194368.0,130.70885,812.7238153271995,6941,0,14586.551682971545
AREA::490G00007640,E01001701,542763.0,177739.0,12.451629999999998,1466.8509732681628,573,3,13000.29249670945
AREA::490G00007641,E01032570,542094.0,158665.0,7.4673099999999994,12402.351090115939,5411,0,24840.053462100277
AREA::490G00007642,E01000794,546329.0,164693.0,15.329139999999999,12749.520727375548,5376,0,22619.468804549764
AREA::490G00007643,E01000335,549389.0,179458.0,686.43438,2076.2357498339966,5131,4,19376.995484336574
AREA::490G00007644,E01002313,552972.0,192318.0,129.17437,2478.256292234522,6879,0,25858.147903513895
AREA::490G00007645,E01001620,541819.0,174910.0,100.28476,3850.7755207374553,940,3,12993.000654198398
AREA::490G00007646,E01003722,546930.0,192586.0,424.58048,1962.8796762873135,587,0,20843.148538548583
AREA::490G00007647,E01004362,538957.0,189026.0,26.94115,609.2922123250879,6954,0,12424.007163552345
AREA::490G00007648,E01003720,545732.0,191801.0,332.80809,718.9875328517114,592,0,19412.46001927628
AREA::490G00007649,E01003726,547879.0,191749.0,97.43872,2810.3226656375978,592,0,21158.342302741963
AREA::490G00007650,E01003723,546484.0,192194.0,89.57559,1559.91903327737,587,0,20252.147268870034
AREA::490G00007651,E01003640,547335.0,189668.0,16.332749999999997,2085.3692718557068,6874,0,19636.012069664248
AREA::490G00007652,E01003640,546941.0,189543.0,12.51787,2072.386064419465,6874,0,19229.895813550316
AREA::490G00007653,E01004370,538111.0,187339.0,337.68417,199.33514491930418,7402,0,10660.754804421684
AREA::490G00007654,E01000110,548873.0,188185.0,277.37641,1303.2589919121986,6874,0,20391.42802748253
AREA::490G00007655,E01002328,550223.0,190115.0,585.12386,2009.1889532843843,6886,4,22413.087181376864
AREA::490G00007656,E01002313,552857.0,192337.0,26.62254,2576.202486218814,6879,0,25765.000776246834
AREA::490G00007657,E01033589,544052.0,186572.0,6336.82225,556.3856576152912,6881,4,15324.255446839823
AREA::490G00007658,E01002313,553063.0,192533.0,43.5335,2567.462025035619,6879,0,26038.547290507588
AREA::490G00007659,E01000110,548784.0,188167.0,172.58204,1215.5628326006024,6874,0,20302.322428727213
AREA::490G00007661,E01000017,549030.0,185206.0,436.37758,496.31474845241615,556,0,19599.20000918405
AREA::490G00007662,E01000362,549616.0,174849.0,74.50796999999999,4781.048931865123,5131,4,20348.408979573807
AREA::490G00007663,E01004381,538434.0,191409.0,132.67964,430.94792157649607,6919,0,13862.784135951912
AREA::490G00007664,E01004378,538650.0,190101.0,302.85996,722.2721093881446,6954,0,12988.989799056739
AREA::490G00007665,E01000234,521135.0,192056.0,48.59686,1527.9998743553085,532,0,14679.8442089826
AREA::490G00007666,E01004721,524466.0,182352.0,734.59389,738.1718915253618,754,4,5906.561182278569
AREA::490G00007667,E01000344,545047.0,173500.0,129.3567,5512.7636243337765,573,3,16514.79124905913
AREA::490G00007668,E01002296,555750.0,191426.0,31.99757,1249.7792805131633,6879,0,27987.580835077548
AREA::490G00007669,E01001173,531954.0,163834.0,31.48343,2278.416788583687,5411,0,16658.019360055983
AREA::490G00007670,E01001040,532554.0,163780.0,648.51867,2353.9477612088167,5411,0,16791.17628398916
AREA::490G00007671,E01002344,553820.0,180975.0,17.09706,4910.331394561193,571,0,23793.41572788573
AREA::490G00007672,E01001285,515378.0,181348.0,512.70285,832.8752907848809,3191,4,14687.866591169734
AREA::490G00007673,E01003561,541324.0,184822.0,126.09658999999999,739.1346291441093,7467,2,12132.0476837177
AREA::490G00007674,E01004453,536432.0,192099.0,263.25479,2139.5432794043404,6919,0,13350.877424349308
AREA::490G00007675,E01000240,522436.0,190271.0,254.64293,1159.4365778849071,551,4,12471.635979293174
AREA::490G00007677,E01000615,520038.0,185798.0,51.13209,932.8075692555873,752,3,11369.428525655983
AREA::490G00007678,E01003378,527261.0,168642.0,170.23777,1591.7061942291316,647,4,12062.074862974447
AREA::490G00007679,E01004726,526282.0,182641.0,92.42157,362.49579925831284,637,4,4380.080364559536
AREA::490G00007680,E01004181,529075.0,162936.0,220.71831,4426.960024949401,5411,0,17471.33955940414
AREA::490G00007681,E01003661,547448.0,188118.0,76.96288,563.0435151922096,6874,0,19055.407762627387
AREA::490G00007682,E01001173,531935.0,163912.0,28.4228,2202.7144759364523,5411,0,16578.352210035835
AREA::490G00007684,E01001613,543444.0,173947.0,100.98711,4911.42777385331,573,3,14873.616103691798
AREA::490G00007685,E01004453,536195.0,192253.0,100.95707,2282.5654426543833,6972,0,13375.436628387128
AREA::490G00007688,E01000335,549848.0,179005.0,51.173559999999995,2497.265081822251,5131,4,19861.721274854302
AREA::490G00007689,E01000338,549349.0,178752.0,71.77094,2021.2201485461023,5131,4,19383.572065024546
AREA::490G00007691,E01003817,517811.0,171793.0,29.29404,3378.9701034308155,686,0,14938.389237129952
AREA::490G00007692,E01003817,517890.0,172079.0,413.35462,3088.147986946102,686,0,14710.538399392457
AREA::490G00007694,E01003643,544466.0,188667.0,115.12994,534.8496058789784,650,4,16641.526973207718
AREA::490G00007695,E01003650,543871.0,189084.0,285.57225,885.5722406712283,582,4,16346.399542406885
AREA::490G00007696,E01001276,518865.0,183227.0,76.57206,682.2521654994907,595,4,11525.89593046892
AREA::490G00007697,E01002602,510065.0,171619.0,140.24072,3440.2233567176986,781,1,21806.733019872554
AREA::490G000077,E01001996,528200.0,190192.0,44.66873,1404.933935737282,565,4,9980.945696676243
AREA::490G00007707,E01001876,522529.0,181166.0,1920.2741,808.6252059895995,563,4,7545.942618387712
AREA::490G00007709,E01001866,524321.0,178796.0,350.77325,367.00760149953817,618,2,5928.7936378322365
AREA::490G00007711,E01001894,522787.0,178557.0,664.93562,271.94189095690217,682,4,7473.01712830902
AREA::490G00007713,E01003823,515377.0,168732.0,574.30434,6973.4447746059595,686,0,18722.362297530726
AREA::490G00007714,E01000164,528314.0,191100.0,711.14581,1710.8147373975428,527,4,10856.120900211088
AREA::490G00007715,E01000120,528624.0,194233.0,172.49035,1052.336678107061,706,4,13923.577270227648
AREA::490G00007716,E01000120,528661.0,194250.0,212.32448,1014.9610162412151,706,4,13936.796260260104
AREA::490G00007717,E01000899,526443.0,186803.0,15.151259999999999,1043.9634356818606,594,4,7357.809796400013
AREA::490G00007719,E01000212,525416.0,188224.0,16.645509999999998,760.9238636423872,584,4,9101.569809653716
AREA::490G00007720,E01000164,528262.0,191239.0,360.77893,1667.3021037599046,509,4,11001.642968211612
AREA::490G00007724,E01003823,513996.0,169486.0,82.81105,6499.492244561372,611,4,19388.61699554664
AREA::490G00007725,E01003823,514119.0,169605.0,131.52697,6390.190558450757,611,4,19220.026040565084
AREA::490G00007727,E01003823,515693.0,168827.0,117.27765,6768.287580228782,686,0,18416.27532917555
AREA::490G00007729,E01003823,515456.0,168675.0,394.82015,6996.053004378909,686,0,18696.216729595322
AREA::490G00007730,E01002605,512508.0,172264.0,141.78361999999998,3855.8409011664266,611,4,19314.40822287859
AREA::490G00007732,E01003815,514365.0,170984.0,588.86165,5050.693021785272,611,4,18270.77365630695
AREA::490G00007733,E01003815,514271.0,170795.0,299.5336,5223.924553677132,611,4,18448.94482077498
AREA::490G00007734,E01003823,515137.0,168903.0,27.636359999999996,6914.69211860363,686,0,18805.985563112612
AREA::490G00007735,E01003827,513723.0,169687.0,127.74987999999999,6286.283397438667,611,4,19504.11128454716
AREA::490G00007736,E01003823,514216.0,170073.0,28.12773,5933.886075019663,611,4,18880.25391778405
AREA::490G00007737,E01004454,537330.0,192325.0,856.49198,1322.63529028641,6919,0,13996.097741870768
AREA::490G00007738,E01004371,538903.0,187094.0,317.13788999999997,483.50077559400046,7403,2,11123.107928991789
AREA::490G00007739,E01033874,532114.0,178771.0,852.22508,423.788399846905,570,4,2630.304164920856
AREA::490G00007741,E01003834,517488.0,169352.0,327.30467999999996,5839.269010131253,686,0,16704.51905922466
AREA::490G00007745,E01003817,517380.0,172554.0,133.74582,2699.0611019907,686,0,14879.033738788283
AREA::490G00007746,E01000747,541098.0,160804.0,23.21121,10237.142640622185,5376,0,22487.130208187973
AREA::490G00007747,E01003285,539884.0,174589.0,107.9804,2213.9078822550346,940,3,11426.712738141272
AREA::490G00007749,E01001235,518531.0,180588.0,381.89727,437.9130566747381,561,4,11504.862363366195
AREA::490G00007751,E01002807,530238.0,187067.0,505.0235,546.9808040507454,7406,2,6689.111450708532
AREA::490G00007753,E01000601,520429.0,185547.0,308.9125,925.4238159769294,649,4,10906.125847430883
AREA::490G00007754,E01001903,524267.0,177360.0,156.95222,992.6342064990682,516,4,6510.355597046908
AREA::490G00007755,E01004086,530581.0,164086.0,314.05138,2566.516717751903,5411,0,16304.178421496743
AREA::490G00007757,E01002402,508457.0,181605.0,19.642339999999997,2517.2539105143924,3186,4,21611.68908253124
AREA::490G00007758,E01004067,534164.0,176538.0,4447.51928,200.8233054204616,5423,2,5641.413741253162
AREA::490G00007759,E01001903,524238.0,177365.0,317.69909,981.6720446829655,516,4,6533.748694279571
AREA::490G00007760,E01001252,515547.0,180186.0,3229.6938,359.5917824422577,3191,4,14488.31232407695
AREA::490G00007761,E01001252,515668.0,180251.0,509.0043,374.41320756618614,3191,4,14366.58818230689
AREA::490G00007762,E01001251,515659.0,180316.0,224.50811,324.55546521357485,3191,4,14375.146955770573
AREA::490G00007763,E01001252,515446.0,180144.0,594.97211,373.98028022878424,3191,4,14589.925051212565
AREA::490G00007764,E01002605,512939.0,172100.0,264.55271,3922.0815331030844,611,4,18995.10426399392
AREA::490G00007765,E01003830,513639.0,170919.0,6.04172,5052.867828640542,611,4,18929.48676007884
AREA::490G00007766,E01033084,514110.0,175738.0,1088.91229,486.8818944588793,612,4,16587.08006250648
AREA::490G00007767,E01003841,512718.0,173627.0,1093.93215,2493.5976978865706,611,4,18586.56428714032
AREA::490G00007768,E01004067,534156.0,176635.0,5717.2416,298.0620740718282,5423,2,5569.865348462205
AREA::490G00007770,E01003829,513039.0,171890.0,341.00878,4115.465646352629,611,4,18998.081639997235
AREA::490G00007771,E01002610,511957.0,171292.0,14.002329999999999,4699.548997065996,779,3,20233.335118066916
AREA::490G00007773,E01001427,535883.0,192294.0,250.86581,1968.4308471470365,6972,0,13271.41175610191
AREA::490G00007775,E01001102,534296.0,161714.0,9.81589,4876.563037888468,5411,0,19147.363604423455
AREA::490G00007777,E01035703,537984.0,179703.0,274.07860999999997,205.5723716845238,861,2,7978.858564982838
AREA::490G00007779,E01002380,553611.0,189426.0,81.74074,712.7259290919617,6877,0,25252.4643153891
AREA::490G00007780,E01002726,531368.0,182676.0,673.73918,465.61027738089643,507,1,2654.5396964445645
AREA::490G00007781,E01001469,531468.0,197764.0,258.25751,1856.3602155831718,6959,0,17442.048188214594
AREA::490G00007782,E01001258,513278.0,182753.0,706.37102,1772.0779643254457,657,4,16923.05882516515
AREA::490G00007783,E01003072,532406.0,175212.0,49.44247,949.0921978395987,5421,0,5687.261643357021
AREA::490G00007784,E01002439,505154.0,190422.0,225.13393,4195.8207843422215,661,4,26829.761105906255
AREA::490G00007785,E01002439,505286.0,190768.0,13.23089,3857.2006266254957,687,0,26839.397776403257
AREA::490G00007786,E01002439,505161.0,190617.0,28.81807,4022.6174454501775,687,0,26896.873888985687
AREA::490G00007787,E01002512,506184.0,185330.0,55.43071,1280.4984924539024,740,4,24358.06028812639
AREA::490G00007788,E01003163,529829.0,173202.0,29.620089999999998,1349.341469146875,512,4,7181.926343259168
AREA::490G00007789,E01002438,504235.0,190920.0,23.69822,3967.800446020448,687,0,27868.601005432618
AREA::490G00007790,E01033737,543387.0,179106.0,217.04126,419.62377329116623,573,3,13413.733037450835
AREA::490G00007791,E01001106,534907.0,159711.0,147.69119,6953.03678708088,5411,0,21236.643543648795
AREA::490G00007792,E01001336,512920.0,178761.0,580.78921,1075.2804285394577,3187,0,17190.50307582649
AREA::490G00007795,E01001647,541236.0,176350.0,37.90159,3172.4646219899023,940,3,11905.199074354028
AREA::490G00007797,E01002098,530882.0,190670.0,743.77773,275.75448478705084,770,4,10323.886138465496
AREA::490G00007798,E01002090,532242.0,191486.0,729.87136,1445.4238132810735,6956,0,11322.38000598814
AREA::490G00007799,E01002281,554514.0,192406.0,226.95412,1796.7838629061648,6879,0,27273.999065043616
AREA::490G000078,E01000680,547109.0,162575.0,0.05481,14208.302740925066,5376,0,24670.007316577754
AREA::490G00007801,E01003268,540137.0,173511.0,196.91169,3138.116703445601,940,3,12217.508297521226
AREA::490G00007802,E01002637,511102.0,178752.0,229.03351,1529.023299364663,3186,4,19001.95424160368
AREA::490G00007803,E01000524,521660.0,183334.0,4180.46518,423.56572679781175,766,4,8879.419181455507
AREA::490G00007804,E01000521,521170.0,183923.0,760.28481,588.1829146913956,596,4,9545.483748873075
AREA::490G00007806,E01003102,530753.0,177870.0,827.83789,428.76140349257986,777,4,2611.9115605242073
AREA::490G00007807,E01004716,528475.0,182106.0,1713.9003,224.40911284498588,685,2,2325.1034385592397
AREA::490G00007808,E01002448,508746.0,177892.0,754.7116,1833.3216439021278,3186,4,21433.01343721876
AREA::490G00007810,E01002488,508628.0,178806.0,15.79042,1273.2801145074088,3186,4,21463.86407429939
AREA::490G00007811,E01002443,508819.0,176916.0,14665.14204,1636.964446575474,780,1,21496.103135219648
AREA::490G00007812,E01002490,509260.0,178683.0,1141.94566,890.0332858944097,3186,4,20843.27901266977
AREA::490G00007813,E01002593,510607.0,174257.0,3063.85363,1489.8403410533267,779,3,20369.38155664035
AREA::490G00007815,E01002408,507496.0,181945.0,84.78531,2305.806800232838,3174,4,22592.20086667078
AREA::490G00007817,E01002592,510653.0,174389.0,712.7727,1427.9965981157502,779,3,20286.13381105429
AREA::490G00007819,E01001515,533950.0,195800.0,142.58506,477.0138886866922,6913,0,15908.507692426716
AREA::490G00007820,E01002446,506008.0,177848.0,177.20929,2123.67080047472,783,1,24159.15489002047
AREA::490G00007821,E01002446,507171.0,177954.0,185.13702,2154.6387900880572,780,1,22991.45706561461
AREA::490G00007822,E01002530,506399.0,178691.0,506.51248,1434.0013946994613,3174,4,23695.343951924395
AREA::490G00007824,E01000904,528472.0,184629.0,93.17455,158.95911424010893,1449,2,4526.074237128684
AREA::490G00007825,E01002489,509886.0,178994.0,123.51031,467.24324500200106,3186,4,20195.684514271856
AREA::490G00007826,E01002296,555739.0,191694.0,102.07506,1428.05890984931,6879,0,28084.354968558564
AREA::490G00007827,E01002281,554245.0,191965.0,241.02176,1440.641263465683,6879,0,26839.552473914315
AREA::490G00007828,E01002282,554057.0,192199.0,565.2117,1730.2980234630102,6879,0,26772.55409930102
AREA::490G00007829,E01001156,532978.0,170310.0,53.74527,1133.5784048754633,5356,0,10492.481927551746
AREA::490G00007831,E01002294,554802.0,190297.0,160.30459,333.3605405563172,6879,0,26679.221877708504
AREA::490G00007832,E01001282,515700.0,181809.0,46.542229999999996,1327.1590899360936,3191,4,14404.955397362395
AREA::490G00007834,E01000914,530562.0,181777.0,4495.84145,256.83092728204633,607,1,1492.5146565444509
AREA::490G00007836,E01001999,531815.0,188774.0,377.2561,591.52852847517,7401,2,8579.884031850313
AREA::490G00007839,E01035713,526538.0,178828.0,43.05562,355.7219430108472,583,4,3825.4182777834894
AREA::490G00007840,E01003797,521825.0,177301.0,11.085519999999999,1488.2437587031384,713,4,8767.786550777795
AREA::490G00007841,E01002819,527541.0,179430.0,1021.77714,266.2369646157692,626,2,2668.2297502276674
AREA::490G00007842,E01002150,513389.0,191281.0,228.96801,342.4061915328051,1398,2,19896.382208833846
AREA::490G00007844,E01002233,515386.0,189955.0,2291.62079,512.429037080347,597,4,17499.296557290523
AREA::490G00007846,E01002130,515616.0,189112.0,2402.69004,375.74725979448556,597,4,16855.535737555183
AREA::490G00007847,E01002181,515045.0,189574.0,167.36676,418.6031151856194,597,4,17583.55396386066
AREA::490G00007849,E01004341,539192.0,186184.0,1047.77659,679.3599929345265,7403,2,10841.760604256118
AREA::490G00007850,E01034591,515859.0,189453.0,266.27977,415.57146923610657,597,4,16829.492238329713
AREA::490G00007851,E01002321,553095.0,187295.0,236.49561,1040.4787359672468,7473,0,24075.15559658961
AREA::490G00007852,E01002260,551997.0,185976.0,23.990589999999997,603.8011934596893,571,0,22664.45221045503
AREA::490G00007854,E01002132,515156.0,186947.0,326.99764,1020.3506169232087,707,4,16262.448770096094
AREA::490G00007855,E01000605,519965.0,184332.0,567.68155,367.53925547026864,717,4,10816.430187450942
AREA::490G00007856,E01002559,507277.0,173094.0,107.13424,1559.8939709188733,781,1,23895.21747128492
AREA::490G00007858,E01004329,539966.0,186244.0,58.116859999999996,834.5351999766098,7408,2,11533.40335720554
AREA::490G00007859,E01001877,522372.0,182856.0,491.03555,523.9022791683384,766,4,8051.82395485644
AREA::490G00007860,E01000586,523854.0,182576.0,670.81534,633.9718134462205,617,4,6558.233374926513
AREA::490G00007863,E01002135,515669.0,186014.0,321.1789,537.4385609238066,720,0,15429.96804922162
AREA::490G00007865,E01004755,525023.0,182068.0,2090.15509,334.9190449021041,754,4,5287.351889178552
AREA::490G00007866,E01002137,515324.0,187292.0,80.10627,746.7289900369273,598,4,16252.569673746979
AREA::490G00007870,E01002142,515036.0,191010.0,1912.26683,1223.5482213627708,1434,4,18382.482014135087
AREA::490G00007871,E01000761,540257.0,165190.0,10.50841,6891.414642711484,5376,0,18310.54914523319
AREA::490G00007872,E01000447,549654.0,173947.0,147.68241999999998,5607.284032597416,5131,4,20648.020631527856
AREA::490G00007873,E01002681,516179.0,176672.0,701.33865,1712.2670196377671,667,4,14342.86254553114
AREA::490G00007874,E01002572,520522.0,176600.0,193.17033999999998,1332.4652599291794,621,0,10235.922283800322
AREA::490G00007875,E01001882,525043.0,177263.0,465.50997,413.42754181882685,581,4,5884.896345731163
AREA::490G00007876,E01000858,528578.0,184243.0,1274.1465699999999,403.5101565102357,540,1,4127.345393833669
AREA::490G00007877,E01034225,541760.0,180376.0,331.0466,507.2208591925218,890,4,11726.001066007115
AREA::490G00007878,E01000008,543732.0,184559.0,422.68066,651.2683201169614,514,4,14320.994658193264
AREA::490G00007879,E01000422,547807.0,179638.0,128.03554,736.2754617366596,5131,4,17788.523772365148
AREA::490G00007880,E01002017,530612.0,188920.0,586.79466,1151.8539484519488,735,4,8558.539887153649
AREA::490G00007881,E01001326,511196.0,184053.0,30.00302,1384.621040629857,710,0,19192.54615729763
AREA::490G00007882,E01004440,539451.0,187317.0,1229.1685,192.83809155614279,633,4,11695.639572079845
AREA::490G00007887,E01001027,529425.0,158489.0,8.880299999999998,8092.657879986031,5411,0,21900.46905890374
AREA::490G00007889,E01001461,533433.0,193889.0,145.52843,949.2086177442765,6941,0,13929.079833212243
AREA::490G00007893,E01000270,526068.0,195369.0,35.519439999999996,1317.346280701082,602,4,15503.847909470733
AREA::490G00007894,E01000665,542201.0,166336.0,43.33138,8337.041908121753,5376,0,18582.193465788692
AREA::490G00007896,E01002152,512621.0,191101.0,648.43593,476.28772816439437,1398,2,20448.251001002507
AREA::490G00007897,E01002444,506004.0,176963.0,1150.7547,1371.2154643194965,783,1,24271.8689844849
