K,silhouette,calinski_harabasz,davies_bouldin,min_cluster_size,max_cluster_size,BIC_refit,AIC_refit,log_likelihood_per_station,saved_vs_refit_ARI,converged,n_iter,BIC_original,silhouette_original,bootstrap_ARI_original_20,bootstrap_ARI_sd_original_20,bootstrap_ARI_mean_200,bootstrap_ARI_sd_200,bootstrap_ARI_q025_200,bootstrap_ARI_q975_200,bootstrap_convergence_rate,weakest_cluster_jaccard,weak_cluster_count,seed_ARI_mean,seed_ARI_min,seed_convergence_rate
5,0.10405473997554672,44.842920768929865,2.1786378879731774,26,167,-1899714.2933389144,-1917325.6099577276,2389.7439329500344,1.0,True,23,-1899714.2933389144,0.1040547399755465,0.5238228014372123,0.1521961315534785,0.4801142953183497,0.14966713581344315,0.2770007197724905,0.8139717255127958,1.0,0.3991648679647751,3,0.8593535965868531,0.5821719347905637,1.0
7,0.12166027736536439,46.640028329136605,1.935045795317565,20,155,-1897934.0863003617,-1922591.5291413248,2400.649539877574,1.0,True,19,-1897934.0863003617,0.1216602773653641,0.4586310457242857,0.1123088435259051,0.4808968498084274,0.11388066494337504,0.3017512276256029,0.6843767981057317,1.0,0.2441101934667805,3,0.5593427788413544,0.34178642383930197,1.0
