replicates,ARI_difference_K5_minus_K6_mean,ARI_difference_K5_minus_K6_sd,ARI_difference_K5_minus_K6_median,ARI_difference_K5_minus_K6_q025,ARI_difference_K5_minus_K6_q975,ARI_difference_K5_minus_K6_min,ARI_difference_K5_minus_K6_max,share_K5_greater_than_K6,share_K6_greater_than_K5,share_equal
200,0.025721487552600255,0.19652579485409416,0.045136318515751894,-0.3486997666330884,0.39226885813980433,-0.4684803915960419,0.6171639463998286,0.57,0.43,0.0
