K,replicates,ARI_mean,ARI_sd,ARI_median,ARI_q025,ARI_q975,ARI_min,ARI_max,convergence_rate,total_convergence_warnings
5,200,0.4801142953183497,0.14966713581344315,0.4444682558928621,0.2770007197724905,0.8139717255127958,0.18810574787790077,0.8770253730704182,1.0,0
6,200,0.4543928077657494,0.13994572860665425,0.4664418774646675,0.23238493547948982,0.7012229091150591,0.19606924333814899,0.886764527901278,1.0,0
