replicates,ARI_difference_K5_minus_K7_mean,ARI_difference_K5_minus_K7_sd,ARI_difference_K5_minus_K7_median,ARI_difference_K5_minus_K7_q025,ARI_difference_K5_minus_K7_q975,ARI_difference_K5_minus_K7_min,ARI_difference_K5_minus_K7_max,share_K5_greater_than_K7,share_K7_greater_than_K5,share_equal
200,-0.0007825544900776915,0.17925309607095066,-0.009548618479751414,-0.31114634359602494,0.3453864251029458,-0.4756491353317576,0.41873691582920763,0.465,0.535,0.0
