K,silhouette,calinski_harabasz,davies_bouldin,min_cluster_size,max_cluster_size,BIC_refit,AIC_refit,log_likelihood_per_station,saved_vs_refit_ARI,converged,n_iter,BIC_original,silhouette_original,bootstrap_ARI_original_20,bootstrap_ARI_sd_original_20,bootstrap_ARI_mean_200,bootstrap_ARI_sd_200,bootstrap_ARI_q025_200,bootstrap_ARI_q975_200,bootstrap_convergence_rate,weakest_cluster_jaccard,weak_cluster_count,seed_ARI_mean,seed_ARI_min,seed_convergence_rate
5,0.10405473997554672,44.842920768929865,2.1786378879731774,26,167,-1899714.2933389144,-1917325.6099577276,2389.7439329500344,1.0,True,23,-1899714.2933389144,0.1040547399755465,0.5238228014372123,0.1521961315534785,0.4801142953183497,0.14966713581344315,0.2770007197724905,0.8139717255127958,1.0,0.3991648679647751,3,0.8593535965868531,0.5821719347905637,1.0
6,0.10787266668839016,43.42501630907491,2.073253303738224,14,158,-1898930.0050494967,-1920064.3847793848,2395.3280208180954,1.0,True,30,-1898930.005049497,0.10787266668839,0.4830052648464202,0.1158886490073259,0.4543928077657494,0.13994572860665425,0.23238493547948982,0.7012229091150591,1.0,0.3163119073811067,5,0.6722931882838474,0.33572445224108277,1.0
