K,reference_cluster,runs,jaccard_mean,jaccard_sd,jaccard_median,jaccard_q025,jaccard_q975,jaccard_min,jaccard_max,share_exact_jaccard_1
5,0,20,0.8896372736809628,0.08817598061762294,0.8987628865979381,0.7010677083333333,0.9888888888888889,0.671875,0.9888888888888889,0.0
5,1,20,0.7259753183001236,0.1974532148630528,0.698005698005698,0.2823414905450501,0.9629629629629629,0.22580645161290322,0.9629629629629629,0.0
5,2,20,0.85810729773195,0.13118475611823835,0.8556701030927835,0.5421701528559936,0.9837271062271062,0.5309734513274337,0.9888888888888889,0.0
5,3,20,0.8897650904203322,0.05468908485052812,0.8910068426197458,0.7967008797653958,0.967741935483871,0.7878787878787878,0.967741935483871,0.0
5,4,20,0.919702027582162,0.05952467224498462,0.9211012311901505,0.784375,0.9880952380952381,0.7663043478260869,0.9880952380952381,0.0
7,0,20,0.6428745034284085,0.2705806099130363,0.6694444444444444,0.28205128205128205,0.9636574074074074,0.28205128205128205,0.9642857142857143,0.0
7,1,20,0.46338545924965874,0.1899053582031675,0.4742971887550201,0.0793456127360237,0.756008064516129,0.0410958904109589,0.7833333333333333,0.0
7,2,20,0.614433240885287,0.24768794769181554,0.5607142857142857,0.261375,0.9090909090909091,0.20833333333333334,0.9090909090909091,0.0
7,3,20,0.4137346602978399,0.2420763058397703,0.43663594470046085,0.045454545454545456,0.7122767857142857,0.045454545454545456,0.7346938775510204,0.0
7,4,20,0.5656623327356044,0.17360091076621118,0.5240963855421686,0.34217877094972066,0.8135542168674699,0.3333333333333333,0.8192771084337349,0.0
7,5,20,0.702076373408694,0.15790839428402317,0.702581184835539,0.43236069277108435,0.8994889937106918,0.42771084337349397,0.9166666666666666,0.0
7,6,20,0.6281085495423675,0.3286617865044469,0.6181818181818182,0.020833333333333332,1.0,0.020833333333333332,1.0,0.2
