K,silhouette,calinski_harabasz,davies_bouldin,min_cluster_size,max_cluster_size
5,0.10405473997554672,44.842920768929865,2.1786378879731774,26,167
7,0.12166027736536439,46.640028329136605,1.935045795317565,20,155
