iteration,K,sample_unique_n,model_seed,adjusted_rand_index,converged,n_iter,convergence_warnings
1,6,258,1991796164,0.5956084348837026,True,13,0
1,7,258,1991796165,0.31984016253135855,True,25,0
2,6,263,1409327035,0.4030525101757054,True,11,0
2,7,263,1409327036,0.4309080663142686,True,29,0
3,6,270,954499893,0.31912280713218416,True,23,0
3,7,270,954499894,0.2548249108545159,True,25,0
4,6,261,1709458313,0.4878028570182239,True,6,0
4,7,261,1709458314,0.33800753207855905,True,18,0
5,6,259,1870805688,0.38951979209962345,True,18,0
5,7,259,1870805689,0.55762246542253,True,7,0
6,6,262,695648705,0.33254056646069885,True,22,0
6,7,262,695648706,0.30332685110938457,True,19,0
7,6,257,1264533454,0.27805100251358994,True,21,0
7,7,257,1264533455,0.3006087465872894,True,12,0
8,6,273,618163644,0.6490655580267005,True,15,0
8,7,273,618163645,0.3753434362248526,True,18,0
9,6,261,2096139823,0.6234432516893922,True,17,0
9,7,261,2096139824,0.5474210463502502,True,20,0
10,6,277,1302517772,0.532045893532516,True,20,0
10,7,277,1302517773,0.33913230079843687,True,8,0
11,6,259,317566844,0.7017421282914532,True,25,0
11,7,259,317566845,0.6408695910515605,True,22,0
12,6,277,324255286,0.45017768051063006,True,25,0
12,7,277,324255287,0.5130957907165845,True,9,0
13,6,273,1716714378,0.42898487305961347,True,18,0
13,7,273,1716714379,0.24635510308263692,True,13,0
14,6,265,696655864,0.34857916625504193,True,43,0
14,7,265,696655865,0.682391125606597,True,21,0
15,6,266,1830373800,0.5060912145411292,True,15,0
15,7,266,1830373801,0.4070995474561922,True,11,0
16,6,269,1390304160,0.563018579739195,True,39,0
16,7,269,1390304161,0.5756647432384514,True,51,0
17,6,268,1564299809,0.5359520969271879,True,21,0
17,7,268,1564299810,0.3745812960210037,True,18,0
18,6,271,749480872,0.5857023371265325,True,17,0
18,7,271,749480873,0.35673389558665003,True,17,0
19,6,269,283452148,0.3960108997819634,True,20,0
19,7,269,283452149,0.3693395330436475,True,33,0
20,6,268,434833973,0.4678244665089892,True,29,0
20,7,268,434833974,0.4066051112450503,True,25,0
21,6,255,617766971,0.6414876237841769,True,25,0
21,7,255,617766972,0.29556533833875737,True,9,0
22,6,270,586120720,0.23570306067562505,True,35,0
22,7,270,586120721,0.5461605319271179,True,23,0
23,6,275,942341785,0.6196388726478809,True,22,0
23,7,275,942341786,0.5326126190266945,True,13,0
24,6,259,905569281,0.4527691118180429,True,31,0
24,7,259,905569282,0.2912997420372182,True,12,0
25,6,274,861439074,0.5958814791323973,True,33,0
25,7,274,861439075,0.6358999302323657,True,21,0
26,6,258,2028257199,0.3988564270019766,True,12,0
26,7,258,2028257200,0.49936079767216757,True,12,0
27,6,270,1604592578,0.2668820578659198,True,22,0
27,7,270,1604592579,0.2422858429237727,True,14,0
28,6,265,1819671610,0.3609602064885566,True,17,0
28,7,265,1819671611,0.28474306827655554,True,22,0
29,6,276,1553386907,0.49063954818207,True,19,0
29,7,276,1553386908,0.49335785690161754,True,23,0
30,6,269,1485756912,0.22366600022512273,True,18,0
30,7,269,1485756913,0.488727327251085,True,62,0
31,6,265,308740187,0.5269637471431791,True,18,0
31,7,265,308740188,0.439800221750278,True,16,0
32,6,272,2098105204,0.4760982404246561,True,41,0
32,7,272,2098105205,0.5820789165561804,True,34,0
33,6,269,1827150273,0.23767781458246837,True,12,0
33,7,269,1827150274,0.17998831445958172,True,23,0
34,6,266,1837834554,0.3963798547979465,True,17,0
34,7,266,1837834555,0.4378100601081879,True,16,0
35,6,258,1793691114,0.6302680396764306,True,22,0
35,7,258,1793691115,0.373679922102052,True,22,0
36,6,262,60242411,0.32881408359838027,True,16,0
36,7,262,60242412,0.29438510539002355,True,15,0
37,6,267,1463010579,0.3539606858819951,True,9,0
37,7,267,1463010580,0.25320467036729527,True,8,0
38,6,265,498744832,0.3577679264976913,True,10,0
38,7,265,498744833,0.3815176934907739,True,17,0
39,6,267,620136151,0.5641354019963293,True,26,0
39,7,267,620136152,0.511455727395228,True,16,0
40,6,264,200854476,0.559149028639362,True,14,0
40,7,264,200854477,0.31786623513379586,True,16,0
41,6,265,505130899,0.4583571843433784,True,26,0
41,7,265,505130900,0.68499178466141,True,23,0
42,6,261,384501689,0.31514294981260055,True,15,0
42,7,261,384501690,0.6159948736256242,True,33,0
43,6,267,830328522,0.5824172912367933,True,28,0
43,7,267,830328523,0.2895320622513061,True,7,0
44,6,265,242778714,0.49359306628439187,True,32,0
44,7,265,242778715,0.5308690528864631,True,41,0
45,6,263,336610952,0.8156491913129824,True,45,0
