K,silhouette,calinski_harabasz,davies_bouldin,min_cluster_size,max_cluster_size,BIC_refit,AIC_refit,log_likelihood_per_station,saved_vs_refit_ARI,converged,n_iter,BIC_original,silhouette_original,bootstrap_ARI_original_20,bootstrap_ARI_sd_original_20,bootstrap_ARI_mean_200,bootstrap_ARI_sd_200,bootstrap_ARI_q025_200,bootstrap_ARI_q975_200,bootstrap_convergence_rate,weakest_cluster_jaccard,weak_cluster_count,seed_ARI_mean,seed_ARI_min,seed_convergence_rate
6,0.08741621243926792,34.448592895742564,2.8562188753179805,13,170,-1501451.3942591287,-1518149.7669808383,1817.1616273581408,1.0,True,26,-1501451.3942591287,0.0874162124392679,0.454981715583688,0.0929384913555197,0.4597026310266905,0.12579523899517112,0.23836369952989214,0.6652485029214145,1.0,0.21383493806248105,5,0.5982111695246837,0.32903338015378497,1.0
7,0.11309559975249786,39.49124401176757,2.235595002255621,17,180,-1499670.2606578853,-1519152.3688756651,1819.9956772329347,1.0,True,30,-1499670.260657885,0.1130955997524978,0.399026322639458,0.1360483966860996,0.4378745258420993,0.1283885822875048,0.2531169921735707,0.6857201231119975,1.0,0.3040818278660691,5,0.5094034641797343,0.3567443159829101,1.0
