reference_cluster,matched_candidate_cluster,intersection,reference_size,candidate_size,jaccard,recall,precision
0,2,50,86,74,0.45454545454545453,0.5813953488372093,0.6756756756756757
1,5,27,33,27,0.8181818181818182,0.8181818181818182,1.0
2,3,40,78,42,0.5,0.5128205128205128,0.9523809523809523
3,1,161,170,180,0.8518518518518519,0.9470588235294117,0.8944444444444445
4,4,10,13,17,0.5,0.7692307692307693,0.5882352941176471
5,0,20,40,29,0.40816326530612246,0.5,0.6896551724137931
