unit,k6,k7,Station,mode_label,lon,lat,best_matched_k7_for_k6,follows_best_match
781,4,4,Heathrow Terminal 4 LU,"EZL,LU",-0.4457139637605832,51.45854050640025,4,True
783,4,4,Heathrow Terminal 5 LU,"EZL,LU",-0.4880396396312293,51.4725252187983,4,True
784,0,0,Southwark,LU,-0.1053973366341109,51.50428757953954,2,False
787,3,1,Bermondsey,LU,-0.064359176466293,51.49770238120657,1,True
788,3,1,Canada Water,"LO,LU",-0.0499871649569907,51.49792096344705,1,True
789,4,4,North Greenwich,LU,0.0042875767123523,51.50053431205634,4,True
831,3,1,Nine Elms,LU,-0.1294852953806878,51.48013931574214,1,True
832,0,2,Battersea Power Station,LU,-0.1434008238398742,51.47947593806482,2,True
850,1,5,All Saints,DLR,-0.01301,51.511165000000005,5,True
851,1,5,Bow Church,DLR,-0.02094,51.52781,5,True
852,0,0,Canary Wharf LU,"DLR,EZL,LU",-0.0177536397113479,51.50343011540573,2,False
853,1,2,Langdon Park,DLR,-0.01426,51.51512,5,False
854,3,2,Crossharbour,DLR,-0.01431,51.4957,1,False
855,5,2,Heron Quays,DLR,-0.02134,51.50317,0,False
856,3,1,Island Gardens,DLR,-0.01001,51.48782,1,True
857,1,5,Mudchute,DLR,-0.014825,51.491075,5,True
858,1,5,Poplar,DLR,-0.017795,51.507715000000005,5,True
859,4,4,Pudding Mill Lane,DLR,-0.0131,51.53401,4,True
861,0,2,South Quay,DLR,-0.016275,51.50009,2,True
862,1,5,Limehouse DLR,DLR,-0.040395,51.51226,5,True
864,5,2,Tower Gateway,DLR,-0.073825,51.51048,0,False
865,1,5,Westferry,DLR,-0.02589,51.50915,5,True
866,5,2,West India Quay,DLR,-0.02051,51.50744,0,False
867,3,1,Devons Road,DLR,-0.01748,51.52268,1,True
879,0,2,Cutty Sark,DLR,-0.01057,51.481575,2,True
882,1,5,Blackwall,DLR,-0.006765,51.508095,5,True
883,0,6,East India,DLR,-0.0022333333333333,51.50953666666667,2,False
884,3,1,Canning Town,"DLR,LU",0.0079466982897018,51.51412171801386,1,True
886,3,2,Royal Victoria,DLR,0.0186049999999999,51.50927,1,False
887,3,1,Custom House DLR,"DLR,EZL",0.02721,51.50952,1,True
888,0,1,Prince Regent,DLR,0.033925,51.50933499999999,2,False
889,1,5,Star Lane,DLR,0.00408,51.520835000000005,5,True
890,0,1,Royal Albert,DLR,0.04572,51.50809,2,False
891,2,3,Beckton Park,DLR,0.05485,51.50927,3,True
893,0,6,Cyprus,DLR,0.06375,51.50821,2,False
894,3,1,Gallions Reach,DLR,0.07196,51.50875,1,True
895,2,6,Beckton,DLR,0.06064,51.51432,3,False
897,0,2,Deptford Bridge,DLR,-0.022535,51.47437,2,True
898,3,1,Elverson Road,DLR,-0.01634,51.46876,1,True
928,3,1,Greenwich,DLR,-0.01476,51.47812666666667,1,True
940,1,5,Lewisham DLR,DLR,-0.0133833333333333,51.46518666666666,5,True
9586,0,6,Imperial Wharf,LO,-0.1828133333333333,51.47491,2,False
