iteration,ARI_K5,ARI_K7,ARI_difference_K5_minus_K7
1,0.6892003069866708,0.36317790260976685,0.32602240437690394
2,0.6919906839868095,0.46602225484077947,0.22596842914603005
3,0.419380433456676,0.3464116970939426,0.07296873636273343
4,0.4409708993573678,0.5129886332036322,-0.07201773384626442
5,0.6642868555158961,0.36466228056083333,0.29962457495506273
6,0.40765230264006025,0.5380091362468973,-0.13035683360683703
7,0.5484998549297023,0.3749632791584497,0.17353657577125264
8,0.42320754283047946,0.49062349959123946,-0.06741595676076001
9,0.32656419784545604,0.8022133331772137,-0.4756491353317576
10,0.6227697230438068,0.5763076814775948,0.04646204156621203
11,0.6283987025803109,0.5549691033482826,0.0734295992320283
12,0.6086820845217449,0.34737542001872235,0.26130666450302253
13,0.4765577053009651,0.5874781899482542,-0.1109204846472891
14,0.7145549021754781,0.6114075216781207,0.10314738049735739
15,0.5651369061462714,0.4514157709851339,0.11372113516113752
16,0.4005464751362554,0.3965867417949333,0.0039597333413221025
17,0.38208327590669766,0.6196144013664814,-0.23753112545978372
18,0.4019609883573022,0.4050631508029542,-0.003102162445651979
19,0.35084127100080326,0.35707837776571294,-0.006237106764909683
20,0.4297239317406219,0.49939773645841024,-0.06967380471778833
21,0.8137173374958029,0.6028640512466181,0.21085328624918476
22,0.3631356362032703,0.4339964025240406,-0.07086076632077032
23,0.5628746659163018,0.5809259250700088,-0.01805125915370709
24,0.4932614205045399,0.671693307505613,-0.17843188700107304
25,0.49080779308329664,0.590430826550157,-0.09962303346686036
26,0.6334665881784071,0.5093502704782269,0.12411631770018017
27,0.6788065454478714,0.3534080259430929,0.32539851950477855
28,0.6138335702021761,0.31932092624574304,0.29451264395643306
29,0.3216702308724839,0.6894927407426107,-0.36782250987012677
30,0.6726309157329146,0.5698104694701287,0.10282044626278586
31,0.3277453273267108,0.4011196444693807,-0.0733743171426699
32,0.6979808012029158,0.5797535466407564,0.11822725456215943
33,0.31436420252687997,0.4854182786331668,-0.1710540761062868
34,0.35006057834848275,0.5989749370204199,-0.24891435867193717
35,0.6832946589963499,0.3382156201266823,0.34507903886966756
36,0.4610069707906381,0.5432967693191205,-0.0822897985284824
37,0.3675186925841163,0.651267508106987,-0.2837488155228707
38,0.2315322539721235,0.5300518252655498,-0.2985195712934263
39,0.6483789785410193,0.36426779107642376,0.28411118746459557
40,0.4224047767643378,0.262451509855576,0.15995326690876177
41,0.3630815310989455,0.35593512559963436,0.007146405499311115
42,0.294627704052199,0.4585584955813229,-0.16393079152912388
43,0.3632235377498494,0.35744325615813144,0.005780281591717951
44,0.44307913182436365,0.47853684219555015,-0.0354577103711865
45,0.31108611883314796,0.3751277520642196,-0.06404163323107165
46,0.7586538061290853,0.4763160050242722,0.2823378011048131
47,0.516834675833392,0.3308499996784361,0.18598467615495595
48,0.4825794441047196,0.4993373746808786,-0.016757930576158986
49,0.5191250143891234,0.5428518088177683,-0.023726794428644893
50,0.7376000890764456,0.4232427321025323,0.31435735697391326
51,0.32498520435098927,0.5972044544152743,-0.272219250064285
52,0.6022697900366781,0.3839041163340281,0.21836567370265003
53,0.32043120002683095,0.35665817158803653,-0.03622697156120558
54,0.540057656969078,0.673085090131664,-0.13302743316258592
55,0.33860420909657063,0.3646775638173394,-0.02607335472076877
56,0.6438749392320823,0.5950568190547625,0.04881812017731979
57,0.3364486825605208,0.39276844036870234,-0.05631975780818155
58,0.3759774450375566,0.3849467146256967,-0.008969269588140094
59,0.6998046723625434,0.3292843030995843,0.3705203692629591
60,0.8770253730704182,0.5439076602815287,0.33311771278888946
61,0.5059865518458473,0.35919734380045776,0.14678920804538953
62,0.37907445056243705,0.6093135800468935,-0.23023912948445646
63,0.6684035316806044,0.6216806274182715,0.04672290426233294
64,0.7466443867691109,0.5002537860843861,0.24639060068472485
65,0.4480860810080735,0.49027521409532815,-0.04218913308725464
66,0.5942151738624726,0.4208567129945643,0.1733584608679083
67,0.4963225982394953,0.5047047159603286,-0.008382117720833304
68,0.4446472513387151,0.3933217807416731,0.051325470597041956
69,0.3215980404077296,0.3693011697413476,-0.04770312933361798
70,0.6624132100675241,0.6028173581785237,0.059595851889000406
71,0.33442405575753187,0.653177066080634,-0.3187530103231021
72,0.7243330538228476,0.4092173157686708,0.3151157380541768
73,0.42687440999170156,0.6842267545820503,-0.2573523445903487
74,0.3799279684466256,0.5988983707481542,-0.21897040230152864
75,0.4515512411098171,0.3088680206248641,0.14268322048495297
76,0.5870391451849614,0.6548675512106767,-0.06782840602571538
77,0.5491510564564982,0.4594965153562814,0.08965454110021681
78,0.8249802368025148,0.4062433209733071,0.41873691582920763
79,0.35913368305260474,0.4469318323914162,-0.08779814933881147
80,0.5684958424537608,0.44352081604802684,0.12497502640573399
81,0.5311655504288714,0.5311445045465639,2.104588230744664e-05
82,0.18810574787790077,0.5303385195515026,-0.3422327716736018
83,0.49167216524507895,0.6607892304087265,-0.16911706516364755
84,0.3185548780672875,0.5216531105158568,-0.20309823244856934
85,0.6271398762548163,0.581821691311343,0.04531818494347328
86,0.5774901341719497,0.5478726599465464,0.029617474225403284
87,0.2586207239307985,0.3018722415159299,-0.043251517585131405
88,0.6056861899076561,0.3665967959623941,0.23908939394526202
89,0.5086947737311872,0.4656405162781122,0.04305425745307501
90,0.5534862582816973,0.45939600253493096,0.09409025574676633
91,0.6749601492630662,0.3128416194765314,0.36211852978653486
92,0.4934037457552869,0.3681073736683281,0.12529637208695882
93,0.30325988057621195,0.6092498838985427,-0.3059900033223308
94,0.7699184714546772,0.3848208437595071,0.3850976276951701
95,0.42774108443247905,0.5121710242535809,-0.08442993982110181
96,0.5646851629741352,0.6418379096195763,-0.07715274664544114
97,0.38878573787837584,0.47718009004022305,-0.08839435216184721
98,0.32997803030072126,0.3669143984486233,-0.03693636814790202
99,0.5131520747789707,0.5083948175719335,0.004757257207037235
100,0.4354652623901789,0.41939332031701976,0.01607194207315915
101,0.8490343125989928,0.5535531058017832,0.2954812067972096
102,0.33217917190480023,0.28906292181086285,0.04311625009393738
103,0.42954291997872723,0.401759766303405,0.027783153675322247
104,0.6908071791969291,0.44135493288087513,0.249452246316054
105,0.5616365145940903,0.6233889879527961,-0.06175247335870582
106,0.6416561823825583,0.5699176628708136,0.0717385195117447
107,0.4245152218510567,0.4213688055777081,0.0031464162733486067
108,0.5029869252400453,0.3662584083877205,0.1367285168523248
109,0.40175401252167653,0.5449444355274083,-0.14319042300573182
110,0.3396631199265147,0.6438150102844228,-0.3041518903579081
111,0.3339627581268352,0.39841661408026025,-0.06445385595342507
112,0.341708052117488,0.3844216024611062,-0.04271355034361818
113,0.5161597214126059,0.4276044994828827,0.0885552219297232
114,0.3450249999939271,0.5552092429534771,-0.21018424295954996
115,0.4267958988387051,0.3414647666233482,0.08533113221535693
116,0.2419767980052786,0.38174759925470014,-0.13977080124942154
117,0.6511292509553326,0.43094705722225407,0.2201821937330785
118,0.5049629551241078,0.5944178676423826,-0.08945491251827475
119,0.2777623652432358,0.28949211926545826,-0.011729754022222483
120,0.3793290108602343,0.44608733182979005,-0.06675832096955575
121,0.31324047012887873,0.39681424407714255,-0.08357377394826382
122,0.41682876105956007,0.3670047461082126,0.04982401495134747
123,0.5919014117444891,0.5105822340611257,0.08131917768336339
124,0.408123825966646,0.5851366032158267,-0.17701277724918074
125,0.38346586831631846,0.33088851636746697,0.05257735194885149
126,0.5858411274595969,0.5690347787524607,0.016806348707136265
127,0.3223673639136932,0.5428882835448868,-0.22052091963119363
128,0.5663336106538622,0.4585331777680138,0.10780043288584845
129,0.6994147061649935,0.5378724310541713,0.1615422751108222
130,0.3616335562179407,0.31944797220122806,0.04218558401671263
131,0.30841235682649965,0.6091895744157514,-0.30077721758925174
132,0.48003197618032434,0.5337818125276426,-0.053749836347318225
133,0.8069076899869334,0.44953320178613826,0.35737448820079515
134,0.28523940930939956,0.43995469287513783,-0.15471528356573827
135,0.4214189313158119,0.6681221041322244,-0.24670317281641252
136,0.7177061180385196,0.7547364942151256,-0.037030376176605984
137,0.29796160574675645,0.6089129066061897,-0.31095130085943323
138,0.36885563200233046,0.45386174632237336,-0.0850061143200429
139,0.6334478959493187,0.36630326001219965,0.26714463593711907
140,0.38787955976163124,0.5667053353336013,-0.1788257755719701
141,0.2517108622612811,0.35681326553920856,-0.10510240327792747
142,0.3612934338481698,0.4120443259241442,-0.050750892075974385
143,0.6189220320532915,0.42253816540905476,0.1963838666442368
144,0.4219852894914523,0.4025833748206909,0.01940191467076141
145,0.45678866124863177,0.5307544890171779,-0.07396582776854616
146,0.3534502509363194,0.440683729680011,-0.08723347874369164
147,0.3391692466568357,0.49533201832735385,-0.15616277167051817
148,0.8324414254338113,0.6842456200894015,0.1481958053444098
149,0.2774720017171493,0.449739005742705,-0.17226700402555567
150,0.49238720981682005,0.4211791296985234,0.07120808011829666
151,0.7250776457486695,0.5170751184972815,0.20800252725138801
152,0.3413196266284939,0.42659566523243064,-0.08527603860393673
153,0.7084178135201479,0.44201798946249454,0.26639982405765333
154,0.3082231611166554,0.29703168590285134,0.011191475213804036
155,0.5316925301454271,0.5408451139586614,-0.00915258381323436
156,0.31567050487264164,0.6377143933082305,-0.3220438884355889
157,0.3258964353860362,0.40590986496918097,-0.08001342958314478
158,0.3272648346373232,0.5756595491836926,-0.24839471454636936
159,0.33192697871279414,0.51199683977519,-0.1800698610623958
160,0.4496656187752734,0.6510007596177085,-0.20133514084243515
161,0.420161146754736,0.3664877935357735,0.053673353218962494
162,0.44919060563877294,0.6297883961158588,-0.18059779047708585
163,0.4965900569107822,0.5597922555679936,-0.06320219865721144
164,0.32998656726835907,0.5437147959842457,-0.2137282287158866
165,0.5520889307353433,0.30244141697170784,0.24964751376363542
166,0.518771674326153,0.5589060415510537,-0.04013436722490071
167,0.3113337427477298,0.5536730753658944,-0.2423393326181646
168,0.6697582766039402,0.5090597694855764,0.16069850711836375
169,0.34756773369398,0.24044639844776078,0.1071213352462192
170,0.8238928581755188,0.7903003019208527,0.03359255625466617
171,0.6121457472311124,0.39785210174858704,0.21429364548252533
172,0.42043595871791123,0.4169674303468766,0.003468528371034618
173,0.4588063919121009,0.6502360541493958,-0.1914296622372949
174,0.5997617340752371,0.3277301078261325,0.27203162624910465
175,0.577349538673692,0.690261977605451,-0.11291243893175906
176,0.33401144054802,0.37096700389665305,-0.036955563348633036
177,0.6886833175349554,0.43360913453277006,0.2550741830021853
178,0.38782241068732587,0.4873703473724263,-0.09954793668510042
179,0.7149320613578167,0.37669328024397963,0.3382387811138371
180,0.6228483920073394,0.3588353428109542,0.26401304919638524
181,0.3443291493109158,0.34988745903396357,-0.005558309723047772
182,0.5221510984647769,0.5320957516110454,-0.009944653146268467
183,0.30236016491815515,0.5931903500257684,-0.2908301851076132
184,0.3174461220826727,0.31020086079471243,0.00724526128796027
185,0.3556118958450376,0.4360809673431956,-0.08046907149815802
186,0.41828413630523614,0.45082991115622995,-0.0325457748509938
187,0.38130982466696484,0.38569946362105606,-0.004389638954091224
188,0.45368338625634486,0.4352328846531587,0.018450501603186176
189,0.3481108882009137,0.4373140685838135,-0.08920318038289982
190,0.42737053349800225,0.682411582784766,-0.25504104928676374
191,0.4841438846297727,0.6562816202814008,-0.1721377356516281
192,0.3259407246715419,0.554169607447038,-0.22822888277549613
193,0.31274362367214187,0.6002753481383936,-0.2875317244662517
194,0.3818374275575726,0.36848310217926644,0.013354325378306164
195,0.38749091880477815,0.5839172799220603,-0.19642636111728218
196,0.44428926044700906,0.440754994731041,0.0035342657159680435
197,0.6185163450364156,0.36926470144462364,0.24925164359179197
198,0.35075852875581903,0.37729704637708783,-0.026538517621268798
199,0.5467710205911188,0.6438596187666745,-0.09708859817555571
