cluster,DUN,LOU,DRN,CRN,ACS,WAL,REU,OPS,DIS,URB,MEU,OTHER_RARE
0,0.1423841059602649,0.06788079470198675,0.1390728476821192,0.13079470198675497,0.17052980132450332,0.12251655629139073,0.016556291390728478,0.09437086092715231,0.054635761589403975,0.05132450331125828,0.008278145695364239,0.0016556291390728477
1,0.2724867724867725,0.25925925925925924,0.15343915343915343,0.08465608465608465,0.015873015873015872,0.043209876543209874,0.09435626102292768,0.01763668430335097,0.013227513227513227,0.0026455026455026454,0.023809523809523808,0.019400352733686066
2,0.20018709073900842,0.15902712815715622,0.1814780168381665,0.08606173994387278,0.07764265668849392,0.1028999064546305,0.06361085126286249,0.04864359214218896,0.047708138447146865,0.011225444340505144,0.01403180542563143,0.007483629560336763
3,0.2222222222222222,0.0920138888888889,0.18055555555555555,0.14583333333333334,0.09375,0.08680555555555555,0.026041666666666668,0.06076388888888889,0.05555555555555555,0.024305555555555556,0.003472222222222222,0.008680555555555556
