lsoa,retained_for_fit,min_direction_activity,exclusion_reason,cluster,LSOA21CD,COA,ACS,OPS,WIC,WAL,GRQ,URB,DIS,DRN,CRN,DUN,LOU,DIU,REU,MEU,HDU,OUT,n_lsoa11_sources,signature_dominant_code,signature_dominant_type,distance_centre_km,signature_dominant_collapsed
E01000001,True,848.25751,retained,1,E01000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,DIU,Concentrated urbanity,2.3797048735499833,OTHER_RARE
E01000005,True,5818.1283,retained,1,E01000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35972703967622743,0.06551043748937264,0.5747625228344,0.0,0.0,1,MEU,Metropolitan urbanity,3.549148304810311,MEU
E01000008,True,87.66761,retained,0,E01000008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,DUN,Dense urban neighbourhoods,14.10307637833426,DUN
E01000009,True,12043.68535,retained,1,E01000009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,DUN,Dense urban neighbourhoods,15.020524651212993,DUN
E01000011,True,183.51076,retained,2,E01000011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10412195765166783,0.8958780423483322,0.0,0.0,0.0,0.0,0.0,0.0,1,DUN,Dense urban neighbourhoods,14.901101881798308,DUN
E01000013,True,2948.13232,retained,3,E01000013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00028545948272640334,0.8580691361257368,0.14164540439153675,0.0,0.0,0.0,0.0,0.0,0.0,1,CRN,Connected residential neighbourhoods,19.338684230284482,CRN
E01000017,True,492.95451,retained,3,E01000017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07162152278649953,0.9283784772135004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,CRN,Connected residential neighbourhoods,19.476830722430932,CRN
E01000019,True,71.65642,retained,0,E01000019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04216306843914213,0.9578369315608579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,CRN,Connected residential neighbourhoods,18.06251311656905,CRN
E01000021,True,219.06466,retained,0,E01000021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,CRN,Connected residential neighbourhoods,17.617999687174674,CRN
E01000024,True,879.8379199999999,retained,1,E01000024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,CRN,Connected residential neighbourhoods,17.83508358659168,CRN
E01000027,True,607.7230000000001,retained,3,E01000027,0.0,0.0,0.0,0.0,0.9772563590210004,0.0,0.0,0.0,0.022743640978999672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,WAL,Warehouse/Park land,20.76919447596808,WAL
E01000029,True,240.51676,retained,3,E01000029,0.0,0.0,3.0213534828621217e-05,0.0,0.049194655999467374,0.0,0.0,0.0,0.9507751304657039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,DRN,Dense residential neighbourhoods,19.847153710527262,DRN
E01000030,True,124.5355,retained,3,E01000030,0.0,0.0,0.0,0.0,0.4277417725504959,0.0,0.0,0.0,0.572258227449504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,DRN,Dense residential neighbourhoods,20.188025946282625,DRN
E01000031,True,117.31279,retained,0,E01000031,0.0,0.0,0.3115318117475688,0.0,0.4466713443654415,0.0,0.0,0.0,0.24179684388698983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,WAL,Warehouse/Park land,20.38485872181116,WAL
E01000032,True,481.82026,retained,2,E01000032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,DRN,Dense residential neighbourhoods,19.544468558787,DRN
E01000034,True,279.92898,retained,3,E01000034,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,OPS,Open sprawl,21.452211638347162,OPS
E01000035,True,628.38371,retained,3,E01000035,0.0,0.0,0.5159820023811321,0.0,0.048558269188187377,0.0,0.0,0.0,0.43545972843068037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,OPS,Open sprawl,20.565084363389555,OPS
E01000036,True,567.85177,retained,0,E01000036,0.0,0.0,0.6921697597282137,0.0,0.018947912136560045,0.0,0.0,0.01877967674953486,0.27010265138569156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,OPS,Open sprawl,20.755228891801828,OPS
E01000038,True,40.01843,retained,3,E01000038,0.0,0.009157398398228501,0.7654017263885767,0.0,0.0017535247311194668,0.0,0.0,0.0,0.22368735048207533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,OPS,Open sprawl,21.673169371168616,OPS
E01000040,True,290.55586,retained,0,E01000040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2575434725354867,0.0,0.7424565274645133,0.0,0.0,0.0,0.0,0.0,0.0,1,DUN,Dense urban neighbourhoods,15.889024144776881,DUN
E01000041,True,123.06615,retained,0,E01000041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6497829552362808,0.11367788303130778,0.2365391617324114,0.0,0.0,0.0,0.0,0.0,0.0,1,DRN,Dense residential neighbourhoods,17.215210067401742,DRN
E01000042,True,185.79436,retained,0,E01000042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9420641272251248,0.04782808999968176,0.010107782775193527,0.0,0.0,0.0,0.0,0.0,0.0,1,DRN,Dense residential neighbourhoods,16.50423952630859,DRN
E01000043,True,103.54773,retained,0,E01000043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9440572079276726,0.0,0.05594279207232739,0.0,0.0,0.0,0.0,0.0,0.0,1,DRN,Dense residential neighbourhoods,15.996168528862157,DRN
E01000045,True,547.10684,retained,0,E01000045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8004434305130185,0.0,0.19955656948698144,0.0,0.0,0.0,0.0,0.0,0.0,1,DRN,Dense residential neighbourhoods,16.75738181462156,DRN
E01000049,True,65.16989,retained,0,E01000049,0.0,0.0,0.0,0.0,0.44259681032072073,0.0,0.0,0.0,0.0,0.0,0.5574031896792794,0.0,0.0,0.0,0.0,0.0,0.0,1,DUN,Dense urban neighbourhoods,14.97169539084246,DUN
E01000050,True,1030.01112,retained,1,E01000050,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9693384909218259,0.03066150907817425,0.0,0.0,0.0,0.0,0.0,1,DUN,Dense urban neighbourhoods,15.043827404418236,DUN
E01000052,True,272.95798,retained,2,E01000052,0.0,0.0,0.0,0.0,0.002137280901606794,0.0,0.0,0.0,0.09375139909434657,0.0,0.9041113200040466,0.0,0.0,0.0,0.0,0.0,0.0,1,DUN,Dense urban neighbourhoods,15.47580526122663,DUN
E01000057,True,167.75599,retained,0,E01000057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11179626083094789,0.6787736168182498,0.20943012235080224,0.0,0.0,0.0,0.0,0.0,0.0,1,CRN,Connected residential neighbourhoods,17.93092093426009,CRN
E01000058,True,113.32689,retained,0,E01000058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5595929813889085,0.4404070186110914,0.0,0.0,0.0,0.0,0.0,0.0,1,CRN,Connected residential neighbourhoods,18.539303190764496,CRN
E01000060,True,1608.00038,retained,1,E01000060,0.0,0.0,0.508552936373545,0.0,0.00606816716582211,0.0,0.0,0.0,0.4853788964606328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,OPS,Open sprawl,20.416256678248438,OPS
E01000061,True,621.50667,retained,1,E01000061,0.0,0.0,0.5794950933272487,0.0,0.2536604182229059,0.0,0.0,0.0,0.16684448844984529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,OPS,Open sprawl,20.642269791549364,OPS
E01000062,True,53.86195,retained,3,E01000062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999802395720481,1.9760427951840466e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,DRN,Dense residential neighbourhoods,19.945482210890127,DRN
E01000063,True,73.68533,retained,2,E01000063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5904347623321463,0.40956523766785374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,DRN,Dense residential neighbourhoods,19.633612588241284,DRN
E01000064,True,315.548,retained,3,E01000064,0.0,0.0,0.10967198620895369,0.0,0.0,0.0,0.0,0.0040137229778450705,0.8863142908132012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,DRN,Dense residential neighbourhoods,20.312939559134403,DRN
E01000065,True,92.63884,retained,0,E01000065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17247918175985136,0.8275208182401487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,CRN,Connected residential neighbourhoods,19.42812086178714,CRN
E01000067,True,366.36064,retained,1,E01000067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,CRN,Connected residential neighbourhoods,16.363983048363217,CRN
E01000068,True,163.92042,retained,2,E01000068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7344412230269554,0.2655587769730446,0.0,0.0,0.0,0.0,0.0,0.0,1,CRN,Connected residential neighbourhoods,15.390554627793128,CRN
E01000070,True,834.41099,retained,1,E01000070,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99838606854684,0.0016139314531600944,0.0,0.0,0.0,0.0,0.0,0.0,1,CRN,Connected residential neighbourhoods,15.777824155677656,CRN
E01000071,True,68.00044,retained,0,E01000071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035798979636625004,0.7202093241858436,0.2439916961775314,0.0,0.0,0.0,0.0,0.0,0.0,1,CRN,Connected residential neighbourhoods,16.155449987988433,CRN
E01000072,True,185.43703,retained,0,E01000072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051093576096065706,0.9455485334310331,0.0033578904729012773,0.0,0.0,0.0,0.0,0.0,0.0,1,CRN,Connected residential neighbourhoods,16.948383864022507,CRN
E01000073,True,71.2012,retained,0,E01000073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034007390967243596,0.8822702293608536,0.08372237967190266,0.0,0.0,0.0,0.0,0.0,0.0,1,CRN,Connected residential neighbourhoods,17.24752593200004,CRN
E01000074,True,96.46039,retained,0,E01000074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9946271258871483,0.005372874112851748,0.0,0.0,0.0,0.0,0.0,0.0,1,CRN,Connected residential neighbourhoods,17.69700164252242,CRN
E01000075,True,1096.53498,retained,0,E01000075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,CRN,Connected residential neighbourhoods,18.04062955925185,CRN
E01000077,True,75.42492,retained,0,E01000077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,CRN,Connected residential neighbourhoods,18.108487608023257,CRN
E01000078,True,385.31067,retained,0,E01000078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006316139319164905,0.9094567873097212,0.08422707337111393,0.0,0.0,0.0,0.0,0.0,0.0,1,CRN,Connected residential neighbourhoods,18.637400874024344,CRN
E01000079,True,74.09518,retained,0,E01000079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,CRN,Connected residential neighbourhoods,18.83613231876258,CRN
E01000080,True,59.65978,retained,0,E01000080,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,CRN,Connected residential neighbourhoods,18.451848267073878,CRN
E01000082,True,515.97509,retained,1,E01000082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02724653151107005,0.97275346848893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,CRN,Connected residential neighbourhoods,19.06712484658234,CRN
E01000083,True,1300.50704,retained,1,E01000083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.978677872536792,0.021322127463208045,0.0,0.0,0.0,0.0,0.0,0.0,1,CRN,Connected residential neighbourhoods,18.407388679355318,CRN
E01000084,True,168.39713,retained,3,E01000084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.455677411729053,0.544322588270947,0.0,0.0,0.0,0.0,0.0,0.0,1,DUN,Dense urban neighbourhoods,19.17278529949767,DUN
E01000085,True,114.30333,retained,0,E01000085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17180785327079176,0.12656657877747823,0.7016255679517299,0.0,0.0,0.0,0.0,0.0,0.0,1,DUN,Dense urban neighbourhoods,19.49828759568744,DUN
E01000086,True,170.3199,retained,3,E01000086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027741515752834275,0.0,0.9722584842471658,0.0,0.0,0.0,0.0,0.0,0.0,1,DUN,Dense urban neighbourhoods,19.224225935298445,DUN
E01000087,True,1473.09786,retained,3,E01000087,0.0,0.0,0.0,0.0,0.5830118357354256,0.0,0.0,0.0,0.3766650679568856,0.0006716904052980239,0.03965140590239086,0.0,0.0,0.0,0.0,0.0,0.0,1,WAL,Warehouse/Park land,19.360560427794127,WAL
E01000088,True,181.29112,retained,0,E01000088,0.0,0.0,0.0,0.0,0.0075542510327000385,0.0,0.0,0.0,0.8060358787451583,0.18640932993403678,5.402881050003745e-07,0.0,0.0,0.0,0.0,0.0,0.0,1,DRN,Dense residential neighbourhoods,19.74884401717181,DRN
E01000090,True,168.62313,retained,0,E01000090,0.0,0.0,0.0,0.0,0.9549476302181799,0.0,0.0,0.0,0.0030333190985409775,0.042019050683279185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,WAL,Warehouse/Park land,19.54473355090098,WAL
E01000091,True,326.52248,retained,1,E01000091,0.0,0.0,0.0,0.0,0.44271889540088827,0.0,0.0,0.0,0.18405421221624862,0.0,0.37322689238286305,0.0,0.0,0.0,0.0,0.0,0.0,1,WAL,Warehouse/Park land,16.43761991556656,WAL
E01000093,True,605.86632,retained,2,E01000093,0.0,0.0,0.0,0.0,0.054392171600701256,0.0,0.0,0.0,0.49443145303855673,0.0,0.45117637536074184,0.0,0.0,0.0,0.0,0.0,0.0,1,DRN,Dense residential neighbourhoods,16.079919720117438,DRN
E01000094,True,637.45267,retained,1,E01000094,0.0,0.0,0.0,0.0,0.9423994315665803,0.0,0.0,0.0,0.05274917964582622,0.0,0.004851388787593493,0.0,0.0,0.0,0.0,0.0,0.0,1,WAL,Warehouse/Park land,16.889553107508945,WAL
E01000095,True,1200.18412,retained,0,E01000095,0.0,0.0,0.0,0.0,0.9421970354390964,0.0,0.0,0.0,0.0578029645609036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,WAL,Warehouse/Park land,18.262561337986668,WAL
E01000096,True,293.67354,retained,0,E01000096,0.0,0.0,0.0,0.0,0.02423413667424669,0.0,0.0,0.0,0.8954379897453025,0.0,0.08032787358045085,0.0,0.0,0.0,0.0,0.0,0.0,1,DRN,Dense residential neighbourhoods,17.08327008094153,DRN
E01000097,True,74.25260999999999,retained,0,E01000097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7445323885492999,0.25546761145070007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,DRN,Dense residential neighbourhoods,18.76721225168499,DRN
E01000098,True,373.1421,retained,2,E01000098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14745642864933345,0.8525435713506666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,CRN,Connected residential neighbourhoods,18.58304183799808,CRN
E01000099,True,401.98473,retained,1,E01000099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8859592145824029,0.11404078541759718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,DRN,Dense residential neighbourhoods,19.048275381505366,DRN
E01000101,True,276.01677,retained,1,E01000101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9931950886658579,0.006804911334142013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,DRN,Dense residential neighbourhoods,19.622543071302196,DRN
E01000104,True,362.40026,retained,0,E01000104,0.0,0.0,0.49319800159365174,0.0,0.0,0.0,0.0,0.4274495068942803,0.07935249151206805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,OPS,Open sprawl,20.726705365650925,OPS
E01000105,True,471.66248,retained,0,E01000105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5912314269425665,0.24164220374835202,0.16712636930908162,0.0,0.0,0.0,0.0,0.0,0.0,1,DRN,Dense residential neighbourhoods,19.752825196600643,DRN
E01000106,True,144.72735,retained,0,E01000106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35844927045901537,0.6415507295409847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,DRN,Dense residential neighbourhoods,20.18095551754761,DRN
E01000110,True,134.70783,retained,2,E01000110,0.0,0.0,0.672508000085819,0.0,0.005440890992511397,0.0,0.0,0.0,0.3220511089216696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,OPS,Open sprawl,20.218925761750324,OPS
E01000111,True,375.89677,retained,0,E01000111,0.0,0.0,0.3311538443195993,0.0,0.023877326162478382,0.0,0.0,0.013951051750931245,0.629196053408105,0.0,0.0018217243588860364,0.0,0.0,0.0,0.0,0.0,0.0,1,DRN,Dense residential neighbourhoods,19.986495178081974,DRN
E01000112,True,663.2286,retained,1,E01000112,0.0,0.0,0.0347640157650598,0.0,0.0,0.0,0.0,0.0,0.9617394774513008,0.0,0.0034965067836394536,0.0,0.0,0.0,0.0,0.0,0.0,1,DRN,Dense residential neighbourhoods,19.544610958096047,DRN
E01000113,True,975.53563,retained,2,E01000113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7240855543501329,0.0,0.27591444564986706,0.0,0.0,0.0,0.0,0.0,0.0,1,DRN,Dense residential neighbourhoods,19.307664748685365,DRN
E01000114,True,696.23434,retained,1,E01000114,0.0,0.0,0.0,0.0,0.40994135710530205,0.0,0.0,0.0,0.5774655809935901,0.0,0.012593061901107762,0.0,0.0,0.0,0.0,0.0,0.0,1,DRN,Dense residential neighbourhoods,20.06799520531141,DRN
E01000118,True,424.99556,retained,3,E01000118,0.0,0.33971372129968297,0.03623021358913399,0.0,0.0,0.1320118104150634,0.0,0.0,0.004280109591143523,0.487764145104976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,CRN,Connected residential neighbourhoods,13.840451012530064,CRN
E01000120,True,185.7432,retained,3,E01000120,0.0,0.9905330918453595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00946690815464046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,ACS,Accessible suburbia,13.935573356621076,ACS
E01000121,True,46.52724,retained,0,E01000121,0.0,0.2202288072730378,0.010930540616716625,0.0,0.0,0.0,0.0,0.0,0.0,0.7688406521102455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,CRN,Connected residential neighbourhoods,13.409452724335447,CRN
E01000123,True,48.3948,retained,0,E01000123,0.0,0.01498895076573562,0.0,0.0,0.0016176090089885633,0.0,0.0,0.0,0.0,0.9833934402252759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,CRN,Connected residential neighbourhoods,12.932845848206203,CRN
E01000124,True,130.95991999999998,retained,3,E01000124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18882477784995017,0.7974352244618473,0.013739997688202535,0.0,0.0,0.0,0.0,0.0,0.0,1,CRN,Connected residential neighbourhoods,12.506322725901324,CRN
E01000126,True,212.28986,retained,2,E01000126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001226838813460713,0.11181746172924024,0.8880598543894137,0.0,0.0,0.0,0.0,0.0,0.0,1,DUN,Dense urban neighbourhoods,13.55481171990957,DUN
E01000127,True,125.08355,retained,2,E01000127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043667213431675025,0.956332786568325,0.0,0.0,0.0,0.0,0.0,0.0,1,DUN,Dense urban neighbourhoods,14.390164944608813,DUN
E01000128,True,45.95268,retained,2,E01000128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999790375000966,0.00020962499903401496,0.0,0.0,0.0,0.0,0.0,0.0,1,CRN,Connected residential neighbourhoods,13.973591887790763,CRN
E01000129,True,3893.27822,retained,1,E01000129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8503592260075202,0.14964077399247985,0.0,0.0,0.0,0.0,0.0,0.0,1,CRN,Connected residential neighbourhoods,14.212746296532291,CRN
E01000130,True,323.31029,retained,2,E01000130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3092023017426074,0.6907976982573927,0.0,0.0,0.0,0.0,0.0,0.0,1,DUN,Dense urban neighbourhoods,13.975694420187924,DUN
E01000131,True,311.97749,retained,2,E01000131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0554309452022395,0.8213681042443524,0.12320095055340817,0.0,0.0,0.0,0.0,0.0,0.0,1,CRN,Connected residential neighbourhoods,13.576558425400107,CRN
E01000133,True,156.3964,retained,3,E01000133,0.0,0.0,0.0,0.0,0.001281048680552459,0.0,0.0,0.0,0.16760733356004553,0.22584208424291244,0.6052695335164896,0.0,0.0,0.0,0.0,0.0,0.0,1,DUN,Dense urban neighbourhoods,14.163777575241916,DUN
E01000134,True,43.18635,retained,0,E01000134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08421133503798083,0.09050727405787691,0.8252813909041423,0.0,0.0,0.0,0.0,0.0,0.0,1,DUN,Dense urban neighbourhoods,14.764213969921533,DUN
E01000135,True,91.14012,retained,2,E01000135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08512947392298698,0.9122158466310626,0.002654679445950353,0.0,0.0,0.0,0.0,0.0,0.0,1,CRN,Connected residential neighbourhoods,8.582129415712197,CRN
E01000136,True,320.46322,retained,2,E01000136,0.0,0.0,0.05147687396315589,0.0,0.44303295986985153,0.0,0.0,0.012310049786535632,0.42700595737618946,0.029230201341411306,0.03694395766285618,0.0,0.0,0.0,0.0,0.0,0.0,1,WAL,Warehouse/Park land,7.98742633379174,WAL
E01000138,True,237.46763,retained,2,E01000138,0.0,0.16931399426847205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.830686005731528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,CRN,Connected residential neighbourhoods,8.381324352195655,CRN
E01000139,True,1051.14862,retained,1,E01000139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30144211989575825,0.6985578801042417,0.0,0.0,0.0,0.0,0.0,0.0,1,DUN,Dense urban neighbourhoods,7.800791474732918,DUN
E01000140,True,999.54561,retained,1,E01000140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26309508382574753,0.7049746929657984,0.03193022320845397,0.0,0.0,0.0,0.0,0.0,0.0,1,CRN,Connected residential neighbourhoods,7.833245835206263,CRN
E01000141,True,5565.17974,retained,1,E01000141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12211892815548132,0.8778810718445187,0.0,0.0,0.0,0.0,0.0,0.0,1,DUN,Dense urban neighbourhoods,8.508120816042991,DUN
E01000143,True,314.0505,retained,0,E01000143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04001903564932098,0.959980964350679,0.0,0.0,0.0,0.0,0.0,0.0,1,DUN,Dense urban neighbourhoods,8.024233989673192,DUN
E01000144,True,585.01847,retained,2,E01000144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9541486660810947,0.04585133391890522,0.0,0.0,0.0,0.0,0.0,0.0,1,CRN,Connected residential neighbourhoods,8.967055239947676,CRN
E01000146,True,4891.29149,retained,1,E01000146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0834650211804221,0.916534978819578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,CRN,Connected residential neighbourhoods,8.561151715919717,CRN
E01000150,True,427.22435,retained,1,E01000150,0.0,0.18810592671716977,0.012875629897892166,0.0,0.01955521642180151,0.0,0.0,0.0,0.6924419280667967,0.0870212988963397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,DRN,Dense residential neighbourhoods,11.859094171473036,DRN
E01000151,True,413.93746,retained,1,E01000151,0.0,0.0,0.0,0.0,0.7033750020777798,0.0,0.0,0.0,0.23461667766145605,0.0,0.062008320260764055,0.0,0.0,0.0,0.0,0.0,0.0,1,WAL,Warehouse/Park land,13.27709718493691,WAL
E01000152,True,46.15899,retained,0,E01000152,0.0,0.0,0.0,0.0,0.8518208189770455,0.0,0.0,0.0,0.027886118508705062,0.0,0.12029306251424943,0.0,0.0,0.0,0.0,0.0,0.0,1,WAL,Warehouse/Park land,13.530405868513784,WAL
E01000154,True,560.0421,retained,1,E01000154,0.0,0.0,0.0,0.0,0.1137615480237868,0.0,0.0,0.0,0.41024674702733593,0.0,0.4759917049488774,0.0,0.0,0.0,0.0,0.0,0.0,1,DUN,Dense urban neighbourhoods,13.077052654163577,DUN
E01000156,True,657.35552,retained,1,E01000156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9299609029652744,0.039201003251130344,0.030838093783595283,0.0,0.0,0.0,0.0,0.0,0.0,1,DRN,Dense residential neighbourhoods,10.485549743892774,DRN
E01000159,True,33.86768,retained,0,E01000159,0.0,0.0,0.0,0.0,0.09088475880942498,0.0,0.0,0.0023712705743514887,0.5552330938145945,0.351510876801629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,DRN,Dense residential neighbourhoods,12.57124338305216,DRN
E01000160,True,334.78515,retained,3,E01000160,0.0,0.0,0.0,0.0,0.002073546169695758,0.0,0.0,0.0,0.8627858372551009,0.04177075305770037,0.093369863517503,0.0,0.0,0.0,0.0,0.0,0.0,1,DRN,Dense residential neighbourhoods,11.778296666233125,DRN
E01000161,True,391.32318,retained,2,E01000161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,DRN,Dense residential neighbourhoods,11.94396876030388,DRN
E01000162,True,1026.81618,retained,2,E01000162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9668455129444861,0.03315448705551385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,DRN,Dense residential neighbourhoods,11.851312029877114,DRN
E01000164,True,1032.91827,retained,1,E01000164,0.0,0.0,0.0,0.0,0.022310634536380984,0.0,0.0,0.0,0.9693220720366662,0.008367293426952796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,DRN,Dense residential neighbourhoods,11.137268413836757,DRN
