mode,cluster,signature_code,enrichment
rail,0,GRQ,5.106225655631186
rail,0,ACS,3.406003652598762
rail,0,DIS,2.9675425060044858
rail,1,HDU,14.201599202592995
rail,1,DIU,8.851769042697411
rail,1,MEU,3.0136102039728523
rail,2,MEU,3.0837972787289143
rail,2,REU,2.0937479740127123
rail,2,DIU,1.7269500272157743
rail,3,LOU,2.229024647164916
rail,3,DUN,1.2273219796450732
rail,3,WAL,0.7073907994301754
rail,4,COA,1.503768456161813
rail,4,DUN,1.3620137167324369
rail,4,DRN,1.2241421562186479
