unit,Station,mode_label,is_lu,easting,northing,lon,lat,matched_name,coord_source
682,Ravenscourt Park,LU,True,522571.1867,178722.460000001,-0.23577535697187463,51.494167735828476,Ravenscourt Park,underground_stations_csv
683,Rayners Lane,LU,True,512952.7879,187515.078199999,-0.3714462140203309,51.575195361923186,Rayners Lane,underground_stations_csv
684,Redbridge,LU,True,541834.4862,188358.000499999,0.04541027413893245,51.576249813818855,Redbridge,underground_stations_csv
685,Regent's Park,LU,True,528699.2958,182113.1305,-0.14631312455288237,51.52327838474291,Regent's Park,underground_stations_csv
686,Richmond,"LO,LU",True,518077.1529,175161.4717,-0.3016691259076597,51.463118722979786,Richmond,underground_stations_csv
6867,Hackney Downs,LO,False,534560.5,185063.5,-0.060755,51.548425,Hackney Downs Station,naptan_rse_tmu
687,Rickmansworth,LU,True,505715.6061,194601.2017,-0.47370581066277867,51.64028836634988,Rickmansworth,underground_stations_csv
6872,Brentwood,EZL,False,,,,,,
6874,Chadwell Heath,EZL,False,547701.0,187615.0,0.1297,51.56807,Chadwell Heath Station,naptan_rse_tmu
6876,Forest Gate,EZL,False,540477.0,185355.0,0.024635,51.549605,Forest Gate Station,naptan_rse_tmu
6877,Gidea Park,EZL,False,552909.5,189300.0,0.20551999999999998,51.58182,Gidea Park Station,naptan_rse_tmu
6878,Goodmayes,EZL,False,546367.0,187311.0,0.11034,51.56568,Goodmayes Station,naptan_rse_tmu
6879,Harold Wood,EZL,False,554786.5,190630.0,0.233175,51.59326,Harold Wood Station,naptan_rse_tmu
688,Roding Valley,LU,True,541589.7031,192894.9639,0.04370965024464847,51.61707861416649,Roding Valley,underground_stations_csv
6881,Ilford,EZL,False,543506.0,186465.0,0.06874333333333334,51.558816666666665,Ilford Station,naptan_rse_tmu
6883,Manor Park,EZL,False,541975.0,185732.0,0.04638,51.55262,Manor Park Station,naptan_rse_tmu
6886,Romford,"EZL,LO",False,551383.0,188474.5,0.18314999999999998,51.574815,Romford Station,naptan_rse_tmu
6888,Shenfield,EZL,False,,,,,,
6893,Seven Kings,EZL,False,545462.5,187083.0,0.097205,51.56387,Seven Kings Station,naptan_rse_tmu
690,Royal Oak,LU,True,525833.8943,181570.6391,-0.18778627332991857,51.519048130119494,Royal Oak,underground_stations_csv
691,Ruislip,LU,True,509473.5706,187004.4778,-0.4217906669062553,51.57129177940531,Ruislip,underground_stations_csv
6913,Bush Hill Park,LO,False,533694.0,195397.5,-0.06931000000000001,51.641495000000006,Bush Hill Park Station,naptan_rse_tmu
6914,Chingford,LO,False,539213.0,194655.0,0.0101,51.63349,Chingford Station,naptan_rse_tmu
6919,Highams Park,LO,False,538553.6666666666,191823.0,-0.0005366666666666666,51.608200000000004,Highams Park Station,naptan_rse_tmu
692,Ruislip Gardens,LU,True,510266.398,185851.599300001,-0.4107169346271762,51.56077549009729,Ruislip Gardens,underground_stations_csv
6926,Clapton,LO,False,534768.0,186518.0,-0.05721,51.56145,Clapton Station,naptan_rse_tmu
693,Ruislip Manor,LU,True,510159.7912,187262.366699999,-0.411812431756392,51.573476142150504,Ruislip Manor,underground_stations_csv
6934,Stoke Newington,LO,False,533654.0,186919.0,-0.07311,51.56532,Stoke Newington Station,naptan_rse_tmu
694,Russell Square,LU,True,530229.0927,182127.7234,-0.1242697810208252,51.52305918332612,Russell Square,underground_stations_csv
6941,Edmonton Green,LO,False,534327.0,193570.0,-0.06087,51.62492,Edmonton Green Station,naptan_rse_tmu
6947,Southbury,LO,False,534826.0,196248.0,-0.05263,51.64887,Southbury Station,naptan_rse_tmu
6949,Theobalds Grove,LO,False,,,,,,
695,St. James's Park,LU,True,529646.6061,179498.074100001,-0.1336270216533475,51.49956127784573,St. James's Park,underground_stations_csv
6952,Turkey Street,LO,False,535140.0,198897.0,-0.04707,51.6726,Turkey Street Station,naptan_rse_tmu
6954,Wood Street,LO,False,538476.0,189400.0,-0.00261,51.58645,Wood Street Station,naptan_rse_tmu
6956,White Hart Lane,LO,False,533683.0,191373.0,-0.071,51.60533,White Hart Lane Station,naptan_rse_tmu
6958,Bruce Grove,LO,False,533788.5,190131.0,-0.06995,51.59415,Bruce Grove Station,naptan_rse_tmu
6959,Enfield Town,LO,False,532916.5,196603.0,-0.08008000000000001,51.652515,Enfield Town Station,naptan_rse_tmu
696,St. John's Wood,LU,True,526735.2854,183390.8717,-0.17414757419359148,51.535204969887026,St. John's Wood,underground_stations_csv
6962,Cambridge Heath,LO,False,534852.0,183286.0,-0.05723,51.53238,Cambridge Heath Station,naptan_rse_tmu
6966,London Fields,LO,False,534774.5,184246.0,-0.057985,51.541025000000005,London Fields Station,naptan_rse_tmu
6967,Rectory Road,LO,False,533989.0,186177.0,-0.06857,51.55857,Rectory Road Station,naptan_rse_tmu
6968,Stamford Hill,LO,False,533377.0,187927.0,-0.07673,51.57444,Stamford Hill Station,naptan_rse_tmu
697,St. Paul's,LU,True,532108.3512,181274.1885,-0.09751775310793301,51.514952875698356,St. Paul's,underground_stations_csv
6970,Maryland,EZL,False,539172.0,184948.0,0.00566,51.54627,Maryland Station,naptan_rse_tmu
6972,Silver Street,LO,False,533919.0,192426.0,-0.06719,51.61474,Silver Street Station,naptan_rse_tmu
6973,St James Street,LO,False,536376.0,188743.0,-0.03316,51.58106,St James Street Station,naptan_rse_tmu
6977,Hackney Central,LO,False,534878.75,184936.25,-0.0562175,51.547205,Hackney Central Station,naptan_rse_tmu
6978,Hackney Wick,LO,False,537037.5,184567.0,-0.025245,51.543365,Hackney Wick Station,naptan_rse_tmu
6979,Homerton,LO,False,535841.0,184936.0,-0.04235,51.54697,Homerton Station,naptan_rse_tmu
698,Seven Sisters,"LO,LU",True,533642.8986,188930.9134,-0.0725100279127818,51.58339794718637,Seven Sisters,underground_stations_csv
700,Shepherd's Bush LU,"LO,LU",True,523719.5706,179883.5582,-0.2188348749838903,51.50435277171325,Shepherd's Bush,underground_stations_csv
702,Sloane Square,LU,True,528090.7172,178654.7576,-0.1563353394945677,51.49233693461083,Sloane Square,underground_stations_csv
703,Snaresbrook,LU,True,540156.7713,188804.041300001,0.021393426338283436,51.58067707711797,Snaresbrook,underground_stations_csv
704,South Ealing,LU,True,517574.6349,179353.532600001,-0.30750525770727977,51.50089966685759,South Ealing,underground_stations_csv
705,Southfields,LU,True,524726.397,173312.818499999,-0.2066534771013345,51.44507985784133,Southfields,underground_stations_csv
706,Southgate,LU,True,529675.8503,194264.9911,-0.1277625393853033,51.63225854371172,Southgate,underground_stations_csv
707,South Harrow,LU,True,514320.5446,186361.227299999,-0.3520927569079474,51.564549549948175,South Harrow,underground_stations_csv
708,South Kensington,LU,True,526917.564,178820.259,-0.17316504691138462,51.49408858708188,South Kensington,underground_stations_csv
709,South Kenton,"LO,LU",True,517336.1598,187060.2129,-0.3083734923397721,51.570212909100526,South Kenton,underground_stations_csv
710,South Ruislip,LU,True,511097.3834,185434.104699999,-0.39886613068870685,51.55686021118094,South Ruislip,underground_stations_csv
711,South Wimbledon,LU,True,525736.3947,169989.4476,-0.19330652029319118,51.41498929257676,South Wimbledon,underground_stations_csv
712,South Woodford,LU,True,540535.7362,190062.669600001,0.027362518469825348,51.591892453017074,South Woodford,underground_stations_csv
713,Stamford Brook,LU,True,521859.3453,178788.8474,-0.24600122518353934,51.4949181050598,Stamford Brook,underground_stations_csv
714,Stanmore,LU,True,517562.6021,192572.9608,-0.3032624771028668,51.61971092780402,Stanmore,underground_stations_csv
715,Stepney Green,LU,True,535621.3116,182135.557,-0.04659090323887023,51.52186169216427,Stepney Green,underground_stations_csv
716,Stockwell,LU,True,530460.3355,176432.887399999,-0.12304218836550214,51.47182845729258,Stockwell,underground_stations_csv
717,Stonebridge Park,"LO,LU",True,519615.5138,184218.2261,-0.27646679490996795,51.54419264973252,Stonebridge Park,underground_stations_csv
718,Charing Cross LU,LU,True,530057.6992,180378.381899999,-0.1273836832203838,51.50737795073341,Charing Cross,underground_stations_csv
719,Stratford,"DLR,EZL,LO,LU",True,538530.0487,184394.6448,-0.0038044932283004124,51.541456474970374,Stratford,underground_stations_csv
720,Sudbury Hill,LU,True,515411.8716,185542.0623,-0.3366239412564384,51.55696518658866,Sudbury Hill,underground_stations_csv
721,Sudbury Town,LU,True,516874.9001,184890.216,-0.3157464873310852,51.550805806993615,Sudbury Town,underground_stations_csv
723,Swiss Cottage,LU,True,526663.6914,184334.9639,-0.17483983477545229,51.54370542648981,Swiss Cottage,underground_stations_csv
724,Temple,LU,True,530958.661,180802.829600001,-0.1142517165435635,51.51098440371512,Temple,underground_stations_csv
725,Theydon Bois,LU,True,545541.5127,199100.828500001,0.10332766399974981,51.671832474283256,Theydon Bois,underground_stations_csv
726,Tooting Bec,LU,True,528047.2745,172373.6505,-0.15923362533504307,51.43589927439103,Tooting Bec,underground_stations_csv
727,Tooting Broadway,LU,True,527433.7399,171443.250700001,-0.16838983681417344,51.42767600459317,Tooting Broadway,underground_stations_csv
728,Tottenham Court Road,"EZL,LU",True,529815.381,181382.496200001,-0.1305038755407188,51.51645724635473,Tottenham Court Road,underground_stations_csv
729,Tottenham Hale LU,LU,True,534484.4517,189470.7161,-0.06016465065370944,51.588048703622064,Tottenham Hale,underground_stations_csv
730,Totteridge & Whetstone,LU,True,526120.3494,193989.2184,-0.1792054604098072,51.63058779485697,Totteridge & Whetstone,underground_stations_csv
731,Tower Hill,LU,True,533579.4477,180755.3849,-0.07652627141943263,51.50994511580925,Tower Hill,underground_stations_csv
733,Tufnell Park,LU,True,529148.7021,185859.620100001,-0.13846565572304778,51.55684430975304,Tufnell Park,underground_stations_csv
734,Turnham Green,LU,True,521265.8017,178779.0811,-0.2545503301237331,51.4949578319235,Turnham Green,underground_stations_csv
735,Turnpike Lane,LU,True,531512.729,189637.9518,-0.10297211354184564,51.59025232853629,Turnpike Lane,underground_stations_csv
736,Upminster,"LO,LU",True,556146.114,186868.406300001,0.25111551581131547,51.55908765486934,Upminster,underground_stations_csv
737,Upminster Bridge,LU,True,555088.411,186770.1083,0.23582667980199254,51.558496054141195,Upminster Bridge,underground_stations_csv
738,Upney,LU,True,545845.6808,184254.344900001,0.10155366360748233,51.53835457119145,Upney,underground_stations_csv
739,Upton Park,LU,True,541254.2061,183793.485200001,0.03521015765496934,51.53538004104193,Upton Park,underground_stations_csv
740,Uxbridge,LU,True,505661.0034,184161.1754,-0.4776347848292753,51.54646222722115,Uxbridge,underground_stations_csv
7401,Harringay Green Lanes,LO,False,531840.0,188183.0,-0.098795,51.5771,Harringay Green Lanes Station,naptan_rse_tmu
7402,Leyton Midland Road,LO,False,538144.5,187535.5,-0.008125,51.569775,Leyton Midland Road Station,naptan_rse_tmu
7403,Leytonstone High Road,LO,False,539321.0,186851.0,0.00857,51.56333,Leytonstone High Road Station,naptan_rse_tmu
7404,South Tottenham,LO,False,533637.0,188602.0,-0.07272,51.58044,South Tottenham Station,naptan_rse_tmu
7406,Crouch Hill,LO,False,530586.0,187489.0,-0.11714,51.57116,Crouch Hill Station,naptan_rse_tmu
7407,Walthamstow Queen's Road,LO,False,537002.0,188807.0,-0.02411,51.58148,Walthamstow Queens Road Station,naptan_rse_tmu
7408,Wanstead Park,LO,False,540511.0,185612.0,0.02523,51.55191,Wanstead Park Station,naptan_rse_tmu
741,Victoria LU,LU,True,528998.7715,179129.9345,-0.14308928980094832,51.49640097859263,Victoria,underground_stations_csv
742,Walthamstow Central,"LO,LU",True,537176.4746,188994.332599999,-0.0215170203946605,51.58311960662003,Walthamstow Central,underground_stations_csv
743,Wanstead,LU,True,540673.1526,188253.507300001,0.028620677765270462,51.57560161289604,Wanstead,underground_stations_csv
745,Warren Street,LU,True,529248.7448,182266.0339,-0.13834177714005547,51.524527123997764,Warren Street,underground_stations_csv
746,Warwick Avenue,LU,True,526112.4036,182039.408,-0.18360675558678705,51.52319886210523,Warwick Avenue,underground_stations_csv
7467,Woodgrange Park,LO,False,541820.0,185370.0,0.044,51.5494,Woodgrange Park Station,naptan_rse_tmu
747,Waterloo LU,LU,True,530968.1802,179961.9154,-0.11442663408154648,51.50342525720376,Waterloo,underground_stations_csv
7473,Emerson Park,LO,False,553935.0,187909.0,0.2197,51.56904,Emerson Park Station,naptan_rse_tmu
748,Watford,LU,True,509569.47,196595.9617,-0.4174120635262017,51.65748010048808,Watford,underground_stations_csv
749,Stratford High Street,DLR,False,538776.5,184018.5,-0.0004,51.538015,Stratford High Street,naptan_rse_tmu
750,Abbey Road,DLR,False,539082.5,183401.0,0.003765,51.532394999999994,Abbey Road DLR Station,naptan_rse_tmu
751,Wembley Central,"LO,LU",True,518182.8112,185084.709899999,-0.2968265595489338,51.55228164027704,Wembley Central,underground_stations_csv
752,Wembley Park,LU,True,519315.8795,186388.4845,-0.28005006150968614,51.56376083873252,Wembley Park,underground_stations_csv
753,West Acton,LU,True,519372.862,181295.9254,-0.2809538703054756,51.517980197246935,West Acton,underground_stations_csv
754,Westbourne Park,LU,True,524901.4238,181755.9263,-0.20115293263288994,51.52092006250626,Westbourne Park,underground_stations_csv
755,West Brompton,"LO,LU",True,525380.8439,178024.490700001,-0.19557175970385998,51.487279564113926,West Brompton,underground_stations_csv
756,West Finchley,LU,True,525546.1518,191626.9482,-0.18834268491450493,51.60948689407505,West Finchley,underground_stations_csv
757,West Ham,"DLR,LU",True,539130.9809,182944.644300001,0.0042827258459676954,51.5282792316888,West Ham,underground_stations_csv
758,West Hampstead LU,"LO,LU",True,525592.1984,184652.8993,-0.19016960275566852,51.546801915703966,West Hampstead,underground_stations_csv
759,West Harrow,LU,True,514199.9396,188029.3693,-0.35329028029996584,51.57956661616709,West Harrow,underground_stations_csv
760,West Kensington,LU,True,524684.9763,178398.058900001,-0.20545700029973243,51.490790555082114,West Kensington,underground_stations_csv
761,Westminster,LU,True,530195.6727,179668.226399999,-0.1256586526219809,51.5009642958388,Westminster,underground_stations_csv
762,West Ruislip,LU,True,508378.6627,186795.997400001,-0.43764707604605596,51.56962926058854,West Ruislip,underground_stations_csv
763,Whitechapel,"EZL,LO,LU",True,534644.6261,181850.3379,-0.06076871394741355,51.51953209733413,Whitechapel,underground_stations_csv
764,White City,LU,True,523307.8235,180748.416200001,-0.22446214525403546,51.5122152625013,White City,underground_stations_csv
765,Willesden Green,LU,True,523328.566,184883.4222,-0.22271672855408042,51.54937241454188,Willesden Green,underground_stations_csv
766,Willesden Junction,"LO,LU",True,521858.4876,182959.8201,-0.2445731603163596,51.53240375197415,Willesden Junction,underground_stations_csv
767,Wimbledon,"LU,TRM",True,524800.3804,170683.6656,-0.2065150560922177,51.42143496760067,Wimbledon,underground_stations_csv
768,Wimbledon Park,LU,True,525282.3792,172099.7465,-0.19908634010842738,51.434055248289106,Wimbledon Park,underground_stations_csv
769,Woodford,LU,True,540949.981,191740.0184,0.03401185348011002,51.60686112070409,Woodford,underground_stations_csv
770,Wood Green,LU,True,531014.9221,190428.396500001,-0.10985901912398979,51.5974714659873,Wood Green,underground_stations_csv
771,Woodside Park,LU,True,525718.4454,192588.1262,-0.1855114363532535,51.61808637995582,Woodside Park,underground_stations_csv
773,Hammersmith (H&C),LU,True,523325.1097,178697.986300001,-0.2249293587788519,51.49378399419851,Hammersmith (H&C Line),underground_stations_csv
774,Edgware Road (Bak),LU,True,527046.7044,181758.9463,-0.1702481178612425,51.52046920147198,Edgware Road (Bakerloo),underground_stations_csv
775,Shepherd's Bush Market,LU,True,523197.0859,180064.2324,-0.22629592219219624,51.50609054189476,Shepherd's Bush Market,underground_stations_csv
776,Pimlico,LU,True,529670.6464,178332.5964,-0.13370871250340682,51.489081972458365,Pimlico,underground_stations_csv
777,Vauxhall LU,LU,True,530336.7953,177973.004799999,-0.12425212298282715,51.48569743810505,Vauxhall,underground_stations_csv
778,Brixton LU,LU,True,531052.3817,175428.6555,-0.1148949328839154,51.46266709356466,Brixton,underground_stations_csv
779,Hatton Cross,LU,True,509608.3222,175362.561799999,-0.42346421038625753,51.46662784627763,Hatton Cross,underground_stations_csv
780,Heathrow Terminals 123 LU,"EZL,LU",True,507585.6702,175839.6403,-0.4524258114844233,51.47130365988795,Heathrow Terminals 1-2-3,underground_stations_csv
781,Heathrow Terminal 4 LU,"EZL,LU",True,508081.9464,174430.162599999,-0.44571396376058325,51.45854050640025,Heathrow Terminal 4,underground_stations_csv
783,Heathrow Terminal 5 LU,"EZL,LU",True,505109.3841,175923.8204,-0.4880396396312293,51.4725252187983,Heathrow Terminal 5,underground_stations_csv
784,Southwark,LU,True,531592.3412,180073.990499999,-0.1053973366341109,51.50428757953954,Southwark,underground_stations_csv
787,Bermondsey,LU,True,534459.7378,179416.223200001,-0.06435917646629304,51.49770238120657,Bermondsey,underground_stations_csv
788,Canada Water,"LO,LU",True,535456.6419,179467.0078,-0.049987164956990765,51.49792096344705,Canada Water,underground_stations_csv
789,North Greenwich,LU,True,539215.8219,179859.374399999,0.004287576712352386,51.50053431205634,North Greenwich,underground_stations_csv
831,Nine Elms,LU,True,529989.2567,177345.628799999,-0.12948529538068784,51.48013931574214,Nine Elms,underground_stations_csv
832,Battersea Power Station,LU,True,529024.8784,177247.2655,-0.1434008238398742,51.47947593806482,Battersea Power Station,underground_stations_csv
850,All Saints,DLR,False,537983.0,181009.0,-0.01301,51.511165000000005,All Saints,naptan_rse_tmu
851,Bow Church,DLR,False,537383.0,182845.0,-0.02094,51.52781,Bow Church Station,naptan_rse_tmu
852,Canary Wharf LU,"DLR,EZL,LU",True,537677.3398,180139.731799999,-0.01775363971134798,51.50343011540573,Canary Wharf,underground_stations_csv
853,Langdon Park,DLR,False,537884.5,181446.0,-0.01426,51.515119999999996,Langdon Park,naptan_rse_tmu
854,Crossharbour,DLR,False,537939.5,179286.5,-0.01431,51.4957,Crossharbour,naptan_rse_tmu
855,Heron Quays,DLR,False,537429.0,180104.0,-0.02134,51.50317,Heron Quays,naptan_rse_tmu
856,Island Gardens,DLR,False,538262.0,178419.0,-0.01001,51.48782,Island Gardens,naptan_rse_tmu
857,Mudchute,DLR,False,537918.0,178771.0,-0.014825,51.491074999999995,Mudchute,naptan_rse_tmu
858,Poplar,DLR,False,537661.5,180616.0,-0.017795,51.507715000000005,Poplar,naptan_rse_tmu
859,Pudding Mill Lane,DLR,False,537908.0,183549.0,-0.0131,51.53401,Pudding Mill Lane,naptan_rse_tmu
861,South Quay,DLR,False,537790.0,179771.0,-0.016275,51.50009,South Quay,naptan_rse_tmu
862,Limehouse DLR,DLR,False,536079.5,181079.5,-0.040395,51.51226,Limehouse,naptan_rse_tmu
864,Tower Gateway,DLR,False,533765.5,180820.0,-0.073825,51.51048,Tower Gateway Station DLR,naptan_rse_tmu
865,Westferry,DLR,False,537095.5,180760.5,-0.025890000000000003,51.50915,Westferry,naptan_rse_tmu
866,West India Quay,DLR,False,537474.0,180580.0,-0.02051,51.50744,West India Quay,naptan_rse_tmu
867,Devons Road,DLR,False,537638.0,182281.0,-0.01748,51.52268,Devons Road Station,naptan_rse_tmu
8779,Woodside,TRM,False,534769.0,167141.0,-0.06458,51.38732,Woodside Tram Stop,naptan_rse_tmu
879,Cutty Sark,DLR,False,538242.0,177723.0,-0.01057,51.481575,Cutty Sark for Maritime Greenwich,naptan_rse_tmu
882,Blackwall,DLR,False,538426.0,180679.0,-0.006765,51.508095,Blackwall,naptan_rse_tmu
883,East India,DLR,False,538736.0,180848.33333333334,-0.0022333333333333333,51.50953666666667,East India Station,naptan_rse_tmu
884,Canning Town,"DLR,LU",True,539428.3256,181377.274,0.00794669828970189,51.51412171801386,Canning Town,underground_stations_csv
886,Royal Victoria,DLR,False,540182.5,180858.0,0.018604999999999997,51.50927,Royal Victoria Station,naptan_rse_tmu
887,Custom House DLR,"DLR,EZL",False,540779.0,180902.33333333334,0.02721,51.50952,Custom House Station,naptan_rse_tmu
888,Prince Regent,DLR,False,541245.5,180894.5,0.033925,51.50933499999999,Prince Regent,naptan_rse_tmu
889,Star Lane,DLR,False,539139.5,182116.5,0.00408,51.520835000000005,Star Lane Station,naptan_rse_tmu
890,Royal Albert,DLR,False,542068.0,180779.0,0.04572,51.50809,Royal Albert DLR Station,naptan_rse_tmu
891,Beckton Park,DLR,False,542698.0,180928.0,0.05485,51.50927,Beckton Park,naptan_rse_tmu
893,Cyprus,DLR,False,543318.5,180827.5,0.06375,51.50821,Cyprus,naptan_rse_tmu
894,Gallions Reach,DLR,False,543887.0,180904.0,0.07196,51.50875,Gallions Reach Station,naptan_rse_tmu
895,Beckton,DLR,False,543084.0,181501.0,0.06064,51.51432,Beckton Station,naptan_rse_tmu
897,Deptford Bridge,DLR,False,537433.0,176899.0,-0.022535,51.47437,Deptford Bridge,naptan_rse_tmu
898,Elverson Road,DLR,False,537880.0,176287.0,-0.01634,51.46876,Elverson Road,naptan_rse_tmu
928,Greenwich,DLR,False,537961.3333333334,177331.66666666666,-0.01476,51.47812666666667,Greenwich Station,naptan_rse_tmu
940,Lewisham DLR,DLR,False,538096.3333333334,175895.0,-0.013383333333333332,51.46518666666666,Lewisham Rail Station,naptan_rse_tmu
9440,Addiscombe,TRM,False,534201.0,166294.5,-0.073055,51.379845,Addiscombe Tram Stop,naptan_rse_tmu
9441,Addington Village,TRM,False,537100.0,163772.0,-0.0324,51.35649,Addington Village Tram Stop,naptan_rse_tmu
9442,Ampere Way,TRM,False,530673.5,166463.0,-0.12365,51.38218,Ampere Way Tram Stop,naptan_rse_tmu
9443,Arena,TRM,False,535228.0,167503.0,-0.057844999999999994,51.390465,Arena Tram Stop,naptan_rse_tmu
9444,Avenue Road,TRM,False,535803.0,169346.0,-0.04888,51.40689,Avenue Road Tram Stop,naptan_rse_tmu
9445,Beckenham Junction Trams,TRM,False,537409.75,169844.25,-0.025605,51.41098,Beckenham Junction Station,naptan_rse_tmu
9446,Beckenham Road,TRM,False,536180.0,169629.0,-0.04336,51.40934,Beckenham Road Tram Stop,naptan_rse_tmu
9449,Beddington Lane,TRM,False,529394.0,167205.0,-0.14175,51.38914,Beddington Lane Tram Stop,naptan_rse_tmu
9450,Belgrave Walk,TRM,False,526828.0,168453.0,-0.17816500000000002,51.400935000000004,Belgrave Walk Tram Stop,naptan_rse_tmu
9454,Birkbeck Trams,TRM,False,535356.0,169002.0,-0.05544,51.403904999999995,Birkbeck Rail Station,naptan_rse_tmu
9459,Blackhorse Lane,TRM,False,534344.0,166830.0,-0.0708,51.38462,Blackhorse Lane Tram Stop,naptan_rse_tmu
9460,Church Street,TRM,False,532009.0,165575.0,-0.1048,51.37389,Church Street Tram Stop,naptan_rse_tmu
9464,Coombe Lane,TRM,False,535243.5,164081.5,-0.058925,51.35971,Coombe Lane Tram Stop,naptan_rse_tmu
9468,Dundonald Road,TRM,False,524742.0,170237.0,-0.20751,51.41743,Dundonald Road Tram Stop,naptan_rse_tmu
9470,East Croydon Trams,TRM,False,532807.4,165767.0,-0.093262,51.375434,East Croydon Rail Station,naptan_rse_tmu
9471,Elmers End,TRM,False,535781.0,168413.0,-0.04956,51.39851,Elmers End Station,naptan_rse_tmu
9472,Fieldway,TRM,False,537683.0,163211.0,-0.02425,51.3513,Fieldway Tram Stop,naptan_rse_tmu
9473,George Street,TRM,False,532430.0,165595.0,-0.09875,51.37398,George Street Tram Stop,naptan_rse_tmu
9474,Gravel Hill,TRM,False,536412.0,163552.0,-0.04235,51.35467,Gravel Hill Tram Stop,naptan_rse_tmu
9475,Harrington Road,TRM,False,535025.0,168497.0,-0.06038,51.39944,Harrington Road Tram Stop,naptan_rse_tmu
9476,King Henry's Drive,TRM,False,537967.0,162585.0,-0.020415000000000003,51.34561,King Henry's Drive Tram Stop,naptan_rse_tmu
9477,Lebanon Road,TRM,False,533383.0,165756.0,-0.085,51.3752,Lebanon Road Tram Stop,naptan_rse_tmu
9478,Lloyd Park,TRM,False,533602.0,164534.0,-0.08232,51.36417,Lloyd Park Tram Stop,naptan_rse_tmu
9479,Merton Park,TRM,False,525124.0,169904.0,-0.20214,51.41436,Merton Park Tram Stop,naptan_rse_tmu
9480,Mitcham,TRM,False,527225.0,168112.0,-0.17258,51.39778,Mitcham Tram Stop,naptan_rse_tmu
9481,Mitcham Junction,TRM,False,528248.0,167604.5,-0.15807,51.392995,Mitcham Junction Station,naptan_rse_tmu
9482,Morden Road,TRM,False,525812.0,169298.0,-0.19246,51.40876,Morden Road Tram Stop,naptan_rse_tmu
9484,New Addington,TRM,False,538199.0,162244.0,-0.01722,51.34249,New Addington Tram Stop,naptan_rse_tmu
9485,Phipps Bridge,TRM,False,526578.0,168785.0,-0.18164,51.40398,Phipps Bridge Tram Stop,naptan_rse_tmu
9486,Reeves Corner,TRM,False,531906.0,165667.0,-0.10624,51.37474,Reeves Corner Tram Stop,naptan_rse_tmu
9487,Sandilands,TRM,False,533785.0,165762.0,-0.07923,51.37516,Sandilands Tram Stop,naptan_rse_tmu
9488,Centrale,TRM,False,532086.0,165804.0,-0.10361,51.37593,Centrale Tram Stop,naptan_rse_tmu
9491,Therapia Lane,TRM,False,530303.5,166826.5,-0.12883,51.385535000000004,Therapia Lane Tram Stop,naptan_rse_tmu
9497,Waddon Marsh,TRM,False,531027.5,165971.0,-0.118745,51.37768,Waddon Marsh Tram Stop,naptan_rse_tmu
9498,Wandle Park,TRM,False,531433.0,165479.0,-0.1131,51.37316,Wandle Park Tram Stop,naptan_rse_tmu
9499,Wellesley Road,TRM,False,532514.0,165763.0,-0.09748,51.37547,Wellesley Road Tram Stop,naptan_rse_tmu
9586,Imperial Wharf,LO,False,526300.6666666666,176671.0,-0.18281333333333336,51.47491,Imperial Wharf Station,naptan_rse_tmu
