NLC,Station,mode_label,total_entry,total_exit,total_activity
655,Northfields,LU,17878.434937879072,17798.23522425032,35676.67016212939
656,North Harrow,LU,10212.556616407785,9675.063486619605,19887.620103027388
6562,Woolwich EL,EZL,99573.84423901406,93522.33710626437,193096.18134527843
657,Northolt,LU,30593.13368666983,29101.588757006448,59694.72244367628
659,North Wembley,"LO,LU",10785.016094702372,9873.248977190895,20658.265071893267
660,Northwick Park,LU,22513.38361861207,21680.910246966883,44194.293865578955
661,Northwood,LU,14962.394506164123,14552.991563536752,29515.386069700875
662,Northwood Hills,LU,9885.691111404276,9263.88370166955,19149.57481307383
663,Notting Hill Gate,LU,90283.75150517584,99777.30137338745,190061.0528785633
664,Oakwood,LU,15917.682860483666,16413.458844962675,32331.14170544634
665,Old Street,LU,111937.85677802846,112080.08596117549,224017.94273920395
667,Osterley,LU,11824.956319140727,11749.787335879591,23574.74365502032
668,Oval,LU,37987.67015176147,37342.34664943164,75330.01680119311
669,Oxford Circus,LU,347311.33788300824,389963.6839374858,737275.021820494
670,Paddington TfL,"EZL,LU",421851.9272384682,418485.6513639862,840337.5786024544
671,Park Royal,LU,11855.52059552333,12515.079251311146,24370.599846834477
672,Parsons Green,LU,40389.20698670801,39213.17167284013,79602.37865954815
673,Perivale,LU,12320.803566246843,12034.443377,24355.246943246842
674,Piccadilly Circus,LU,214316.56112191582,204660.96745352965,418977.52857544547
675,Pinner,LU,16857.30483537624,16786.328065393427,33643.63290076966
676,Plaistow,LU,33595.57318642671,31275.7711866602,64871.344373086904
677,Preston Road,LU,17360.25230188497,17141.324219091002,34501.57652097597
678,Putney Bridge,LU,33170.51312844708,34749.137744672335,67919.65087311942
679,Queensbury,LU,21820.319127334304,21331.745138732043,43152.06426606634
680,Queen's Park,"LO,LU",34908.705711805655,33712.902250907275,68621.60796271294
681,Queensway,LU,41603.30064571274,45185.78950913767,86789.09015485042
6814,Cheshunt,LO,15138.5821915892,16204.74933778579,31343.33152937499
682,Ravenscourt Park,LU,18978.578367912974,18514.902240185856,37493.480608098835
