NLC,total_activity,log_total_activity,direction_balance,post_2300_share,midnight_share_common_window,night_tube_extension_share,post_0100_share,common_window_persistence,weekend_common_ratio,volume_band,cluster,Station,mode_label,tot_entry,tot_exit
619,36195.28087645522,10.496711654316462,-0.0956631052822944,0.1748374317903068,0.0428803700420967,0.010430937569663753,0.00558938466650446,0.07951093979394185,0.6700040985372763,high,3,Kentish Town,LU,16366.363955624334,19828.91692083089
620,6298.4385766319565,8.748215793588338,-0.30939813468713917,0.1034183098469382,0.026861328888064362,0.0015067236143108372,0.0011174454282355493,0.03978020676012212,0.761888570710802,low,2,Kenton,"LO,LU",2174.8567147902536,4123.581861841703
621,10327.376597991091,9.242650395648589,-0.2812356509610106,0.1058056536359336,0.03135728026682703,0.00677556572740621,0.003974452320376827,0.04459913566576948,0.7443293431809562,medium,0,Kew Gardens,"LO,LU",3711.47505886778,6615.90153912331
622,23755.4424491694,10.075609033695828,-0.3264234083890578,0.1675051906996131,0.04507720275563334,0.07416819743933628,0.03574984965265687,0.07280980528907086,0.8567822672940735,high,4,Kilburn,LU,8000.554978560707,15754.887470608695
623,11633.3917302096,9.361720795058186,-0.3412249367466352,0.1259410446259599,0.03328207664843337,0.004892383463297307,0.003044559712368756,0.05260738409107838,0.9181962588365514,medium,4,Kilburn Park,LU,3831.894186460002,7801.497543749599
624,14089.99821363962,9.553291447921952,-0.5235374176333039,0.13462472635874345,0.039505684519969046,0.06808194795840905,0.032349879565096266,0.05649342500035346,0.7180512890117497,medium,0,Kingsbury,LU,3356.6784672064346,10733.319746433182
625,313585.64886705,12.655830992786317,0.05630815371615008,0.12088617434279628,0.029970118769432827,0.034943527508063614,0.01725476547072376,0.046075925807526986,1.0242774648187376,high,2,King's Cross St. Pancras,LU,165621.53889331734,147964.10997373282
626,54051.02700447682,10.897702324759658,0.5291828053563821,0.07876338559791296,0.01939985869623861,0.017103542131421665,0.00862554107181347,0.026497183795379974,1.037334313803709,high,2,Knightsbridge,LU,41326.95055354967,12724.076450927112
627,17958.508968414637,9.795875001193721,0.009146490802665547,0.10088166035949965,0.02680665291520208,0.0059100326228493085,0.003964226837713588,0.03852270209601093,0.9132777459732705,medium,4,Ladbroke Grove,LU,9061.383152761917,8897.125815652722
628,10095.077677967194,9.219902278686341,-0.12934231158444487,0.1093402289658717,0.02383311442953321,0.0018385869268323402,0.0010508592046947175,0.03801809083617725,0.8740661762501702,medium,4,Lambeth North,LU,4394.678497737194,5700.399180230002
629,13279.869120568805,9.494079866714904,-0.15716836056381311,0.17582574169563653,0.038159751118911164,0.0781245247036314,0.040216977092619836,0.06392601419945156,1.1365098711981643,medium,4,Lancaster Gate,LU,5596.346931193498,7683.522189375305
630,7284.80860236458,8.893683707989947,-0.01261641738676459,0.0836174799726186,0.02385590058637687,0.0075587615254499784,0.00427577029613078,0.033293552223048355,0.6134817401278747,low,2,Latimer Road,LU,3596.450208227228,3688.358394137352
631,177735.30840152336,12.088056317421792,0.4209739489719897,0.16801790235275157,0.039897213802099984,0.06692926914127502,0.036989054656440964,0.07215116415418514,1.275902825984556,high,1,Leicester Square,LU,126278.62152553344,51456.68687598982
632,37323.28574906348,10.527399486231355,-0.44636971907469947,0.1585724545833155,0.04794741563749716,0.05545778094562566,0.026854821137354587,0.07619616153267246,0.7683052209695594,high,4,Leyton,LU,10331.650587154649,26991.635161908835
633,28422.391445501384,10.254967727589223,-0.4474697795179494,0.16618189964105487,0.04749441155417199,0.06625244668731198,0.03197963128450586,0.07431670287302296,0.7676852279233954,high,4,Leytonstone,LU,7852.115106005015,20570.27633949637
634,378612.9382300709,12.844272332267417,0.20297202036745476,0.12695757779405528,0.031278634247783106,0.02532608906034215,0.012236287339037035,0.04763064626526762,0.7040096726991031,high,2,Liverpool Street LU,"EZL,LO,LU",227730.38561994344,150882.55261012763
635,234170.2903494947,12.36380813659174,0.08521314120754228,0.1348470289598775,0.03381500503084112,0.02582613620841149,0.01286950385574439,0.05297389775865903,0.9824964909543061,high,2,London Bridge LU,LU,127062.33818382864,107107.95216566602
636,9990.841939789922,9.209524233004348,-0.5702978360621279,0.1840444889637682,0.053718068817663826,0.1044446003387189,0.05207524240734221,0.08027409294363493,0.686979523264093,medium,0,Loughton,LU,2146.543200544488,7844.298739245435
637,11970.360893667006,9.390272484125243,-0.2877232441824435,0.10535253462042263,0.028283457961884587,0.0034963306548234127,0.00183436005111802,0.04193325958052102,0.7403277103067168,medium,4,Maida Vale,LU,4263.104911653242,7707.255982013763
638,28136.944102784302,10.244874268396849,-0.4452018713118613,0.17549029307128577,0.04987238169001114,0.0714651871613663,0.03435658680267252,0.08172160713588113,0.8465091555580193,high,4,Manor House,LU,7805.161967613746,20331.782135170568
639,13054.54948684518,9.476968570392632,0.4889097574992028,0.07992326058333585,0.01858377753831895,0.0008451509406451098,0.00043603501436583885,0.025377263562156624,0.4270171126079972,medium,1,Mansion House,LU,9718.523055360003,3336.026431485182
640,36706.27856830351,10.51073034049045,0.3207150542403179,0.1455532549027468,0.032478869397061516,0.05880113627731023,0.02897601655445263,0.049900525554473864,0.9775913336376625,high,2,Marble Arch,LU,24239.267345148597,12467.011223154916
641,35056.00618023821,10.464730763506823,-0.21934873086777915,0.08976034168677761,0.016389851486014555,0.0004136058666429949,0.0002064164956131514,0.02421135322424389,0.882152655228751,high,4,Marylebone LU,LU,13683.25785765497,21372.748322583237
642,47840.88650056498,10.775656821387269,-0.2444849414711773,0.17975312044987748,0.048860376423507816,0.09635826396024548,0.04736759485667584,0.07840313907309537,0.8238732917782748,high,4,Mile End,LU,18072.255082272557,29768.631418292432
643,5466.749226949915,8.606622334859068,-0.5937602630477901,0.09695165566166382,0.028185438169057615,0.007781643852567874,0.0040002575598394935,0.039636017269801385,0.6626461522950106,low,0,Mill Hill East,LU,1110.4053839699147,4356.343842980003
645,71109.74181188927,11.171993684715844,0.45287156699406356,0.09165477272986203,0.024718123067613992,0.0024532396892634483,0.001263385180398482,0.034544095365856314,0.4030502419675829,high,1,Moorgate,LU,51656.66100739142,19453.08080449786
646,2197.0129783485463,7.695309039563307,-0.4935440518301077,0.12453366521079937,0.0451512340805689,0.01409708422703177,0.007807540054729691,0.06415943555585994,0.5611645752318337,low,0,Moor Park,LU,556.3451455455361,1640.6678328030098
647,36244.22465610408,10.49806291798047,-0.5323020274029371,0.19443618966524703,0.05845741396762945,0.10153189538508556,0.05109308506982229,0.09258467823411247,0.8937987421505381,high,4,Morden,LU,8475.675195006184,27768.549461097908
648,13916.129791498868,9.540875719488234,0.14429916811324608,0.19328738820008326,0.034101185451608805,0.14105464308588142,0.07596869938710477,0.055246604955506234,0.9111794024777103,medium,3,Mornington Crescent,LU,7962.107871884061,5954.021919614809
649,9457.535933541407,9.154672886172499,-0.4520409456511603,0.14569609413320384,0.04250105445637368,0.07269611694644919,0.03421753722816938,0.06364050016860591,0.772458759028653,medium,4,Neasden,LU,2591.1712233067624,6866.364710234644
650,12631.776404290345,9.444050017337563,-0.6560888312029788,0.17455959885634995,0.05742731907046679,0.09073052065872712,0.04359952209002193,0.08766355580531414,0.69054428422195,medium,4,Newbury Park,LU,2172.104493591064,10459.671910699288
653,23789.001023896624,10.077020646335953,-0.366815673349719,0.16269452757636915,0.04153429120640419,0.09329196527043616,0.04353165798905722,0.06381986197608056,0.7929198779899516,high,4,North Acton,LU,7531.411297499416,16257.589726397207
654,1924.4890920319779,7.562935288233453,-0.4497929258896701,0.13910254976152003,0.04952031729906841,0.014820949651201629,0.007927400654238791,0.07578628618817915,0.7056619634076865,low,4,North Ealing,LU,529.4337562420798,1395.0553357898968
655,10282.992378229488,9.238343827256518,-0.5167492991286506,0.18167466566100324,0.05044873841418659,0.08427760869080014,0.041035941429029645,0.08062330486151795,0.8003416361301059,medium,4,Northfields,LU,2484.631636917072,7798.360741312414
656,5534.154436618072,8.618874746581506,-0.6198295886658924,0.12997014283197741,0.04344645620833736,0.013275732370012849,0.007293397297168274,0.06484751569560777,0.6420644446677283,low,0,North Harrow,LU,1051.9608842777843,4482.193552340288
657,16549.60587172983,9.714177988698868,-0.6052186138450467,0.11956272364230534,0.040844378333278725,0.015996367805219677,0.009277396986490995,0.060797000402154945,0.7940611225094231,medium,4,Northolt,LU,3266.738173179829,13282.86769855
659,5113.915842797426,8.539916225229343,-0.5159783081767086,0.12801357028958968,0.037650000554983125,0.0001489028437746581,8.251640343367566e-05,0.05817574185803964,0.7529108989770902,low,4,North Wembley,"LO,LU",1237.6230990363724,3876.292743761053
660,10927.321450802641,9.29911299671494,-0.21101282370541677,0.1089178272321925,0.033799270756862655,0.01007386926346822,0.005739649662795645,0.04894120895189193,0.6717477261117518,medium,0,Northwick Park,LU,4310.758247966004,6616.563202836639
661,7195.910420538975,8.881407104652377,-0.4794461580487992,0.13489900957935036,0.042171908306479614,0.010097817081526949,0.005911740057353896,0.062495747240538885,0.7200571067448246,low,4,Northwood,LU,1872.929407874122,5322.981012664854
662,4648.624292038246,8.444541697905985,-0.4893819927207356,0.11868005445734695,0.03980334214078329,0.011663634893829595,0.00633354866427537,0.058368635251746195,0.6793601834790298,low,0,Northwood Hills,LU,1186.8356362952743,3461.7886557429706
663,45493.111302198675,10.725338174633603,0.06769921383289346,0.12806212230503353,0.0332996639386792,0.0422095047831801,0.021437198733592358,0.04897830785673567,1.0132425726235899,high,2,Notting Hill Gate,LU,24286.479586084926,21206.63171611376
664,9469.260104170029,9.155911651924376,-0.5522869681921236,0.17764894361475864,0.05568004989752676,0.06815063344359219,0.03598238504693732,0.08751418805706301,0.8812003864142353,medium,4,Oakwood,LU,2119.755575107665,7349.504529062363
665,73536.94808131529,11.20555685238978,0.1410146817626979,0.1355139124053861,0.038916960946580315,0.0022107709234416638,0.0013000148014207624,0.06234581299289581,0.840683873902843,high,2,Old Street,LU,41953.36870640101,31583.57937491429
667,6527.422639385917,8.783920637101224,-0.5896704763951627,0.1626675143939642,0.045809670780754055,0.07477422357493144,0.037421169237299934,0.07031099436396905,0.772222755049988,low,4,Osterley,LU,1339.1971109933256,5188.225528392592
668,24960.822427301104,10.125102833732285,-0.23183663900564294,0.20937479563673914,0.05159561975949328,0.08754627673198173,0.04432977787666367,0.08600149696854567,0.8366051842298265,high,4,Oval,LU,9586.994624469471,15373.827802831633
669,218750.25297820845,12.295690532103839,0.42604200575860024,0.10845718081897492,0.026231987597977756,0.03670088330195185,0.017806945499324427,0.03843748138345846,0.8342959092521932,high,1,Oxford Circus,LU,155973.5247586229,62776.72821958568
670,233216.78175191637,12.359727981631767,-0.025000377565334447,0.11211114960313542,0.02564768021430666,0.0024649507146754014,0.001599310811763788,0.03921434356323752,0.9466260575672687,high,2,Paddington TfL,"EZL,LU",113693.13707677306,119523.64467514324
671,6986.084032446488,8.851818585451143,-0.19157890886186268,0.13234125132053104,0.03931159916607913,0.010371442806224816,0.006498784678951422,0.06166223279198134,0.873799741473228,low,4,Park Royal,LU,2823.848838146553,4162.235194299935
672,21654.81960199204,9.983029501096532,-0.24336935871396584,0.11530891021684334,0.03567821751341346,0.008239403921785283,0.004344700645875901,0.05128940469303501,0.6711721959244558,high,4,Parsons Green,LU,8192.350021194312,13462.46958079774
673,6281.053356816842,8.745452173665967,-0.49216665977023366,0.11049621628050757,0.03631492710916961,0.007592931739444532,0.004541723338949613,0.053118712731443724,0.7772634246864568,low,4,Perivale,LU,1594.8641531768417,4686.189203639999
674,172934.9793351932,12.060676743343926,0.3959793998751283,0.13614834904034773,0.0318136415518795,0.03329957861755083,0.018160576854251678,0.05511627081827663,1.1576311179623464,high,1,Piccadilly Circus,LU,120706.83433488043,52228.14500031281
675,8605.064167363289,9.060222369490116,-0.5609637541072039,0.11904333392831298,0.042388693434821094,0.011184534572314844,0.006424488925378564,0.06050537748314477,0.6588290901671031,medium,0,Pinner,LU,1888.967533852899,6716.096633510392
676,18046.79494749671,9.800778792724861,-0.5163682914863458,0.16129294720559068,0.05733432550995545,0.01953756060025602,0.011847639876594323,0.09296773110555753,0.7932373896044045,medium,4,Plaistow,LU,4364.001136826708,13682.793810669997
677,9044.258062525972,9.109995928381597,-0.5660048239364718,0.12049805513063792,0.03958097168922461,0.009080539180672836,0.005318345131380764,0.058512341778026805,0.7063939378105856,medium,0,Preston Road,LU,1962.5821851049704,7081.675877421
678,18295.635543052787,9.814472471820604,-0.267940569935262,0.12186797138312201,0.033020555418421624,0.006342195283116923,0.003552787977318439,0.049455805649794134,0.6937670916112362,medium,4,Putney Bridge,LU,6696.746264159696,11598.889278893092
679,11877.068243037345,9.382448973889941,-0.6066626970746524,0.12531828800014627,0.03670529769475173,0.06410687390816898,0.02971601795458252,0.050957531008130844,0.6157680505290177,medium,0,Queensbury,LU,2335.8469946883038,9541.221248349038
680,20427.053972080186,9.924664429827887,-0.3972049371508378,0.13702289693216838,0.036635229662156495,0.008276879179420205,0.00450609999471966,0.057601536734294335,0.7530277527261822,high,4,Queen's Park,"LO,LU",6156.663641461653,14270.39033061852
681,27975.420449229194,10.239117307556114,-0.20969981388733783,0.1579511009848269,0.03454609596287406,0.05796242232237412,0.029438411197136548,0.05840647863419839,1.0615998426400182,high,4,Queensway,LU,11054.489993802894,16920.93045542629
682,9242.363490373615,9.131661112508366,-0.16600329471640296,0.11712358535920932,0.032247096609672884,0.006644665567100669,0.0036023650469715627,0.04912978086227253,0.7342234441866908,medium,4,Ravenscourt Park,LU,3854.0503500024993,5388.313140371117
683,12784.465723168672,9.456064314372636,-0.5702610508767009,0.12879080174377253,0.04399094886320851,0.017388079324822715,0.009901956597115508,0.06523234989413307,0.7123658987619869,medium,0,Rayners Lane,LU,2746.991432488673,10037.47429068
684,8421.687608325386,9.038684249692814,-0.5901146046719251,0.17350873410570014,0.055654902856037344,0.05406345600295051,0.028136422527402696,0.0884147205113673,0.7337032487040286,medium,4,Redbridge,LU,1725.9633773340004,6695.724230991389
685,6437.072090445877,8.769984409442204,0.26122911718228103,0.07260344229289248,0.014240099078628577,0.0008612539788172766,0.00045183467101987896,0.019885556227738303,0.7358475508159625,low,2,Regent's Park,LU,4059.3113749358777,2377.7607155100004
686,53707.70708689143,10.891330410498268,-0.35648105597076835,0.13716094129084072,0.05288620392959348,0.03254524994274881,0.021000136507357655,0.07501886378418035,0.8131624997076026,high,0,Richmond,"LO,LU",17280.96347539383,36426.74361149765
687,6072.709952377221,8.711724892140396,-0.5109835177617819,0.13644056802237295,0.04698966462403451,0.019962672354128432,0.011503730358882278,0.06916225135638376,0.6909776197001194,low,0,Rickmansworth,LU,1484.827629282263,4587.88232309496
688,596.6864452806033,6.393066277441222,-0.7693129282666896,0.0876998224414105,0.019896366714024293,0.0,0.0,0.02783808507446967,0.5384495229818994,low,0,Roding Valley,LU,68.82392440237025,527.862520878233
690,8826.772373898142,9.0856579824835,-0.1450502807581105,0.10364308752352316,0.029769316118490787,0.006813723409532969,0.004615104523196984,0.044229557466530754,0.8244616878067749,medium,4,Royal Oak,LU,3773.223281438141,5053.549092460001
691,4768.616259282785,8.470021131858534,-0.42539940542465016,0.1263538886925255,0.04073945001963148,0.015760584422425634,0.009361214462247781,0.059999952707644806,0.7415500751836699,low,0,Ruislip,LU,1370.024868942785,3398.59139034
692,3036.177136152681,8.01868378937471,-0.6388875951411596,0.13963263918567803,0.049193178642286124,0.022682997323392386,0.01331465091593642,0.0730262949935324,0.741304780391877,low,0,Ruislip Gardens,LU,548.2006136067607,2487.97652254592
693,4755.907930025896,8.467353141615147,-0.5225453680392361,0.13965130364482897,0.0472253471389409,0.01844091472872434,0.010809755702999855,0.06962413940851402,0.7607872967229774,low,0,Ruislip Manor,LU,1135.365135184897,3620.5427948410006
694,31451.886356070565,10.356246033945105,0.07868813474716682,0.11309643817926374,0.023920752027186156,0.029202906174118744,0.013238547328980714,0.03710242076999527,0.7654498593488499,high,2,Russell Square,LU,16963.388313854794,14488.498042215757
695,24502.40727575,10.10656745934273,0.32773797745569455,0.07520517083861085,0.016851141706945284,0.0010783922649017022,0.0006850972453883586,0.022812285474826128,0.5114076216130132,high,2,St. James's Park,LU,16266.388339550009,8236.018936199998
696,20073.5667985262,9.907208959430259,-0.06610535506571617,0.11242137208978162,0.02697611532585012,0.0433627823571651,0.019541632641564267,0.03883069267820836,0.6750127043449691,high,4,St. John's Wood,LU,9373.298268937137,10700.26852958907
697,26175.806832325707,10.17262906228952,0.4932589530535828,0.10161240188066986,0.023025251997064507,0.05055043540987881,0.021553920427901302,0.03182748200684721,0.5553028507857228,high,2,St. Paul's,LU,19543.628952885745,6632.177879439952
698,54564.286584941365,10.907153182708626,-0.41338204511403803,0.1883930517530609,0.054423370714839193,0.09642289689202818,0.04712073305816021,0.08883222160496151,0.8750154607541802,high,4,Seven Sisters,"LO,LU",16004.195103134927,38560.091481806434
700,91919.55526271429,11.428679953221476,0.14268828451640986,0.09234101133301047,0.018388606711895704,0.027436294888788924,0.013125993150885622,0.026185235383783593,0.9570940474835199,high,2,Shepherd's Bush LU,"LO,LU",52517.69945833117,39401.85580438312
702,47332.7993196,10.76497989264711,0.2748528299363204,0.0800959416530879,0.02018914953678168,0.0009158000362045837,0.0006109899134578461,0.028569400029207975,0.7614885134716809,high,2,Sloane Square,LU,30171.176580700016,17161.622738899987
703,6620.203611422079,8.798032446819027,-0.4589325329820075,0.1483454994295682,0.042879353346160706,0.047883707327464456,0.024590069503125842,0.06593285777595749,0.8065107282570418,low,4,Snaresbrook,LU,1790.9883995877565,4829.215211834323
704,8886.851332467688,9.092440604409509,-0.43737388865506194,0.1776467688102206,0.04567797952803422,0.09241739592845485,0.0459298825726042,0.07069647837325056,0.7883863542609468,medium,4,South Ealing,LU,2499.9873036434387,6386.864028824246
705,18670.788036984133,9.834769002543744,-0.5163550606226691,0.12284829463184375,0.03789423455898127,0.010886331734206414,0.006195703312383912,0.05574385636729554,0.6259515257497056,medium,0,Southfields,LU,4515.016074137097,14155.771962847051
706,15840.395285777411,9.670381747712375,-0.5258644306556554,0.1478755234771561,0.042194256216925845,0.0586180083792906,0.029243438297232867,0.06288597265709632,0.7520730509609694,medium,4,Southgate,LU,3755.2474187307735,12085.147867046644
707,7950.377949424955,8.981100519600686,-0.47496302431938725,0.13671125403010204,0.04808724285786756,0.019969920039784782,0.012297324439551999,0.0736342513888514,0.7380016985246578,low,4,South Harrow,LU,2087.1211970419545,5863.256752383002
708,98068.02095885342,11.493426805251529,0.32255609277950253,0.1141049631851799,0.025137634241571474,0.018276719903000168,0.00916670000551086,0.038619454472955075,0.9117989214533849,high,2,South Kensington,LU,64850.22931297976,33217.79164587364
709,3310.841367758216,8.105259618149823,-0.496525158623579,0.1061674668904436,0.030155584336903796,0.002335519227871007,0.0013410935295975282,0.04412654110097023,0.8555337231406491,low,0,South Kenton,"LO,LU",833.4626662272807,2477.378701530936
710,6022.064548700399,8.70335147002106,-0.5562285388699578,0.1221549980931463,0.042132203865067074,0.016796571005609887,0.009091781990488264,0.061172545379408756,0.7183846948497106,low,0,South Ruislip,LU,1336.2101918981018,4685.854356802298
711,16040.910589223831,9.682959988368378,-0.32904930618071454,0.1985180028582101,0.053667381185527024,0.1255868174774377,0.06226507515444902,0.08305644243859928,0.7721407871663303,medium,4,South Wimbledon,LU,5381.330044666424,10659.580544557391
712,15511.787843033655,9.649419984894854,-0.5447983004353177,0.14952565833017764,0.04500094181561669,0.05265520833713892,0.025635882467836102,0.06801050823017825,0.7098897506357155,medium,4,South Woodford,LU,3530.4960947178483,11981.29174831579
713,9102.101838901373,9.11637049584262,-0.30951127529106653,0.12410668734087907,0.03835763358472399,0.00984525764014854,0.005300391983097057,0.05758678696185186,0.7321862375004623,medium,4,Stamford Brook,LU,3142.449345456922,5959.652493444449
714,12830.215940520427,9.459636226347389,-0.541668363964208,0.18111162231040134,0.054924134189110796,0.09889303985415344,0.04984109028756436,0.08183452170241444,0.8629421375786372,medium,4,Stanmore,LU,2940.2469313556107,9889.969009164815
715,21681.043906230003,9.98423972722749,-0.14950921492477384,0.14275495540418312,0.0432648142221318,0.009142693183998823,0.00539676705079584,0.069818662392002,0.7806685810394147,high,4,Stepney Green,LU,9219.764026530002,12461.279879699998
716,35628.46484595573,10.480928238727211,-0.3408748790043469,0.22359833631372478,0.05785753165670266,0.13221232790440732,0.06889384002155012,0.09651562466177152,0.8957718201705254,high,4,Stockwell,LU,11741.808101239974,23886.65674471577
717,9571.93890046753,9.166695532440613,-0.42717494917432236,0.12567475169098427,0.03574766317195887,0.007864258198188803,0.0048413806412766665,0.05504007009331599,0.7208915387294661,medium,4,Stonebridge Park,"LO,LU",2741.5231935802963,6830.415706887234
718,73131.50772776245,11.200028249045344,0.3031194933192794,0.1254936399015942,0.02525693945932265,0.04336181376716468,0.021890331472352573,0.042003725949540105,0.9848374206081091,high,1,Charing Cross LU,LU,47649.54664793837,25481.961079824057
719,219531.13859923798,12.299253918087997,-0.0001482278325653729,0.1333516458149239,0.036112235232024635,0.05525724863397215,0.02985972631368971,0.053930686171056036,0.9470850275081976,high,4,Stratford,"DLR,EZL,LO,LU",109749.29898719145,109781.8396120465
720,6285.405647843365,8.746144747226317,-0.5779280807455917,0.12632697558202705,0.046317879200607204,0.0185229068776546,0.010528118027260907,0.06808634285450614,0.6434677891403059,low,0,Sudbury Hill,LU,1326.4466125388751,4958.959035304491
721,6260.036181595087,8.74210097461299,-0.5484918685230379,0.13815101874838112,0.04893276612254747,0.01559798645567963,0.009410751946347336,0.0735483047066933,0.7319308330040909,low,4,Sudbury Town,LU,1413.2286196650866,4846.807561929999
723,21573.15912519434,9.979251540693578,-0.15285931166242725,0.13455751275291583,0.031094545794353484,0.05039145125732428,0.023242574424505766,0.04844981019733563,0.734842021118724,high,4,Swiss Cottage,LU,9137.75043546656,12435.408689727774
724,27617.607928029403,10.226245024825246,0.533197383775783,0.09627810407543597,0.02420925621270972,0.0012175992278816708,0.0006576199643694452,0.03633066857652773,0.491065196150035,high,1,Temple,LU,21171.62211070001,6445.985817329399
725,2574.9098369625503,7.853958085432555,-0.5701194585755279,0.1567831700594111,0.052680416600255596,0.018583618532973828,0.009656136414882017,0.08086565204399916,0.6858607221618784,low,0,Theydon Bois,LU,553.4518174163296,2021.458019546221
726,29825.42152563282,10.303149908047672,-0.426212129753656,0.17484828677545988,0.04956575280429632,0.07981540708131753,0.03904029078174497,0.07739971239387139,0.7570118693970967,high,4,Tooting Bec,LU,8556.732548196158,21268.68897743668
727,54785.52139802759,10.911199482793005,-0.31013336110239337,0.1766489269625899,0.04730568060988458,0.09642389755005465,0.04960043380697687,0.07299141763534593,0.8392064311549607,high,4,Tooting Broadway,LU,18897.351753555085,35888.1696444725
728,305209.50901581504,12.628757011010032,0.40937246579958825,0.14106290614033293,0.0335750826149766,0.04179939528670037,0.02250200903871296,0.055846222600250045,1.0260410223832748,high,1,Tottenham Court Road,"EZL,LU",215076.93915355048,90132.56986226456
729,56937.499282646924,10.949727004366803,-0.19370482874071532,0.144005295039801,0.027625094757470783,0.04153212033233578,0.021407796455769054,0.044974760372896105,1.0728287884488532,high,3,Tottenham Hale LU,LU,22954.2153675886,33983.283915058324
730,8302.475295375494,9.024429416436202,-0.5881730198189428,0.15735847173326714,0.04596543842212055,0.06083565252257409,0.03020123107969492,0.06940208535071145,0.740155040383878,medium,0,Totteridge & Whetstone,LU,1709.5916644611602,6592.883630914334
731,57895.62549400265,10.966414380239204,-0.0646064091465818,0.10955196447458755,0.025736971030507403,0.0021707219349058776,0.0014565130589829318,0.039236904954125816,1.1519682628464851,high,2,Tower Hill,LU,27077.59851276992,30818.02698123272
733,15574.61543119147,9.65346185691618,-0.33198786476004793,0.16597993691608662,0.04051062635141979,0.05306199276242077,0.027280783510136998,0.06744613659107451,0.9617926715543502,medium,3,Tufnell Park,LU,5202.016054865659,10372.599376325812
734,20360.111469656422,9.921382060021998,-0.3029160315850916,0.17591108074305936,0.04603839114142737,0.06795998248328043,0.03403129483475269,0.07246404667045735,0.7325284134973966,high,4,Turnham Green,LU,7096.353650318995,13263.757819337428
735,36384.94334657376,10.501937807243877,-0.5101866525700606,0.16919304156600964,0.046740863044769425,0.07205425520926091,0.03513758695111861,0.07442864289404287,0.8069556495934255,high,4,Turnpike Lane,LU,8910.915448317,27474.02789825677
736,15221.72114159996,9.630544402662474,-0.5189866576629377,0.10553302623442433,0.03411227237386448,0.01836309598595395,0.012169467148856292,0.04664558271145705,0.7753977444432748,medium,0,Upminster,"LO,LU",3660.925481221862,11560.7956603781
737,1985.2237864018123,7.59399052023171,-0.5835674005939664,0.12160784748128681,0.04116992163274139,0.029180345926964224,0.021632672396111267,0.05795502968184431,0.5302682772770382,low,0,Upminster Bridge,LU,413.3559508869976,1571.8678355148138
738,7671.463641674235,8.945393047697943,-0.5099280651315226,0.12439735201386855,0.04923702203510412,0.020746113186062246,0.014103133785065758,0.07181833341979464,0.6937272966522882,low,0,Upney,LU,1879.7845150742348,5791.679126599999
739,46666.76737348148,10.750808999219776,-0.37540490199185517,0.12294238043198438,0.043921887350563474,0.015564543776561714,0.010204621443592904,0.06628472864229495,0.8418304485131588,high,4,Upton Park,LU,14573.917070681486,32092.85030280001
740,15924.5126197,9.675677669542385,-0.25641463744696535,0.13113204456987265,0.04564209005688084,0.02612259891835923,0.015561114447763133,0.0666666780396913,0.7699677923134168,medium,4,Uxbridge,LU,5920.617244900004,10003.89537479999
741,247086.36686834096,12.417497265086341,-0.03780495255442389,0.11199205029733364,0.024617966553146433,0.019223759839701246,0.00910248578158974,0.037722594540699456,0.9387495616427513,high,2,Victoria LU,LU,118872.6392460192,128213.72762232184
742,53582.33032366328,10.88899329726373,-0.475431600139416,0.16295034631463068,0.04522841984593188,0.07318523666285785,0.036189187811234584,0.069046228809808,0.7888631642464266,high,4,Walthamstow Central,"LO,LU",14053.798639342647,39528.53168432067
743,7504.454732590205,8.923385332850307,-0.47756032174597546,0.16471071308536897,0.049105477495341526,0.0515645159247495,0.02513376583749902,0.0755131036409053,0.7989121758346035,low,4,Wanstead,LU,1960.31245798316,5544.142274607046
745,49928.54458363283,10.818368182356178,0.41502292206261254,0.1190547433051633,0.027337438466432887,0.05939735425054802,0.02580609470681137,0.03984214052786504,0.558221870530919,high,2,Warren Street,LU,35325.01752553276,14603.527058100046
746,13029.5631862247,9.475052891458411,-0.2465098158087483,0.11868050973524254,0.02990985046062629,0.0031512364518567863,0.0017112344556241739,0.0466261179485674,0.8210454225860535,medium,4,Warwick Avenue,LU,4908.823982559999,8120.739203664701
747,311619.135894893,12.649540211862943,-0.09182912954910465,0.12823237939186433,0.029476841351815265,0.022211845367769885,0.010381322548211915,0.04602191546176723,0.7679413896746953,high,2,Waterloo LU,LU,141501.7109474104,170117.4249474826
748,5514.150898617,8.61525429280322,-0.5794997535494446,0.11935446994569322,0.04518387682293981,0.01092667121580127,0.006557511868684812,0.06461796711984513,0.6942132140935547,low,0,Watford,LU,1159.350905917,4354.799992700002
749,4567.97015679908,8.42704310987179,0.09690281748114367,0.1698837396288736,0.07732038329264858,0.014931925990605038,0.009409540363820124,0.12891854844315573,0.7361900004452774,low,3,Stratford High Street,DLR,2505.3096675813454,2062.660489217734
750,5359.1593884757185,8.58674899027864,-0.1524888340702207,0.2121905345120098,0.1039849119993944,0.02612299856145805,0.01750177166759004,0.18116934681203176,0.8281061906479322,low,3,Abbey Road,DLR,2270.9737108652894,3088.185677610429
751,19956.64781372195,9.901367697917276,-0.3077855686391696,0.10055643667330331,0.02769222740165673,0.00036502494857767537,0.00019342732777725331,0.03920210188502009,0.868164748143829,medium,2,Wembley Central,"LO,LU",6907.139809121948,13049.5080046
